"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","i32","i32","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","[rid]","bool"
181,441,2,488,[10607],[1],8490,1,"[175,318,4570,196]","[200,400,1,1]",0,481,[],0,"","","",[],10648,0,53,[],150,0,[],[],[],[],[],""
182,441,3,488,[10607],[1],8483,1,[1215],[200],0,481,[],0,"","","",[],10512,0,52,[],0,0,[],[],[],[],[],""
183,460,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[5426],12,0,0,[],40,0,[],[],[],[],[],""
184,460,1,2088,[],[],8524,"",[],[],0,"",[],0,"","","",[5426],10738,0,124,[],0,0,[],[],[],[],[],""
185,460,3,9031,[],[],8482,"",[],[],0,"",[],0,"","","",[5426],10784,0,56,[],33,0,[],[],[],[],[],""
186,469,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
187,469,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
188,469,4,2774,[],[],8500,23,[],[],0,3024,[],0,"","","",[],2972,0,98,[],30,0,[],[],[],[],[],""
189,786,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
190,147,1,5881,[],[],8475,"",[],[],0,"",[],0,"","","",[],2934,0,49,[],50,0,[],[],[],[],[],""
191,147,2,3291,[],[],8533,91,"[173,1795]","[4,40]",0,3168,[],0,146,"","",[],10852,0,79,[],40,0,[],[],[],[],[],""
192,147,3,3292,[],[],8531,"",[],[],0,1175,[],0,146,"","",[],10890,0,55,[],0,0,[],[],[],[],[],""
193,147,4,3171,[],[],8532,"",[434],[100],0,3172,[],0,"","","",[],10928,0,78,[],50,0,[],[],[],[],[],""
194,458,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[5420],12,0,0,[],0,0,[],[],[],[],[],""
195,458,1,9026,[],[],8452,20,[173],[4],0,"",[],0,"","","",[5420],11004,0,0,[],0,0,[],[],[],[],[],""
196,458,3,9026,[],[],8482,"",[],[],0,"",[],0,"","","",[5420],11034,0,56,[],0,0,[],[],[],[],[],""
197,462,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
198,462,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
199,462,3,3083,[],[],8504,"",[],[],0,"",[],0,"","","",[],11052,0,65,[],0,0,[],[],[],[],[],""
200,463,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
201,463,1,5880,[],[],8611,"",[],[],0,5918,[],0,"","","",[],2934,0,97,[],0,0,[],[],[],[],[],""
202,463,3,3084,[],[],8504,"",[],[],0,"",[],0,"","","",[],11078,0,65,[],0,0,[],[],[],[],[],""
203,463,4,2774,[],[],8500,23,[],[],0,3024,[],0,"","","",[],2972,0,98,[],30,0,[],[],[],[],[],""
204,1,0,345,[],[],8515,"",[70],[-30],0,"",[],0,"","","",[],12,0,0,[],80,0,[],[],[],[],[],""
205,1,3,1090,[],[],8518,"",[],[],0,"",[8548],0,"","","on_event_contact_for_HeavyStrike = \""TriggerSkill( MetamorphosisTriggerRectangleGA1 );\""",[],11324,0,0,[],66,50,[],[],[],[],[],""
206,327,0,351,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
207,327,1,351,[],[],8471,20,[173],[2],0,8562,[],0,"","","",[],11370,0,49,[],20,0,[],[],[],[],[],""
208,340,0,351,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
209,340,2,7962,[],[],8454,40,[1927],[-55],0,8567,[8562],0,"","on_start_EmptyActionAttack = \""PlayEffect( MetamorphosisSplatSurge );\""","on_event_throw_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisMetaProjectile, Ahead );\""",[],11370,0,0,[],0,-20,[2],[173],[],[],[3615],""
210,760,0,353,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
211,760,1,1356,[],[],8453,"","[173,485]","[4,100]",0,"",[],0,"","","",[],11834,0,0,[],0,0,[2],[173],[],[],[],""
212,760,4,1356,[],[],8465,20,[1927],[-50],0,1357,[4773],0,"","on_event_metafx_for_MonsterProjectileWeapon = \""PlayEffect( AuraSurgeGreen1 );\""","",[],12066,0,0,[],0,0,[],[],[],[],[2413],""
213,1359,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
214,1359,2,338,[],[],8454,"","[887,2163]","[1,2]",0,8544,[],0,"","","",[],12142,0,0,[],0,0,[],[],[],[],[],""
215,5,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
216,116,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
217,116,2,6148,[],[],8517,9,[2370],[1],0,174,[],0,"","","",[],12196,0,0,[],33,0,[],[],[],[],[],""
218,116,3,234,[],[],8463,23,[357],[4000],0,"",[],0,"","","",[],12248,0,0,[],0,0,[],[],[],[],[],""
219,344,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
220,344,2,7962,[],[],8454,40,[1927],[-55],0,8567,[8562],0,"","on_start_EmptyActionAttack = \""PlayEffect( MetamorphosisSplatSurge );\""","on_event_throw_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisMetaProjectile, Ahead );\""",[],11370,0,0,[],0,-20,[2],[173],[],[],[3615],""
221,344,3,1326,[],[],8463,"",[],[],0,"",[],0,"","","on_event_contact_for_MassFrenzy = \""AddBuff( frenzy_charge, 10 ); AddBuff( frenzy_charge, 10 );\""",[],12534,0,0,[],0,0,[],[],[],[],[],""
222,352,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
223,352,1,338,[],[],8471,20,[173],[2],0,8562,[],0,"","","",[],11370,0,49,[],20,0,[],[],[],[],[],""
224,364,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
225,364,1,285,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],80,0,[],[],[],[],[],""
226,364,4,3287,[],[],8532,13,"[887,2163,4793]","[6,1,0]",0,8544,[8550],0,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],12848,0,78,[],0,0,[],[],[],[],[],""
227,366,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
228,366,1,338,[],[],8507,"",[],[],0,285,[],0,"","","",[],12878,0,0,[],0,0,[],[],[],[],[],""
229,366,3,338,[],[],8518,13,[70],[-60],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13128,0,0,[],0,50,[33],[434],[],[],[],""
230,733,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
231,734,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
232,735,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
233,736,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
234,737,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
235,738,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
236,3570,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
237,3570,3,338,[],[],8455,20,"[175,173]","[-50,2]",0,2100,[],0,"","","",[],13210,0,0,[],50,0,[],[],[],[],[],""
238,3570,4,699,[],[],8510,"",[1927],[-50],0,"","[8542,8569]",0,"","","on_event_contact_for_LeapSlam = \""TriggerSkill( MetamorphosisGATriggeredDonut ); TriggerSkill( MetamorphosisCreateShockedGround );\""",[],13558,0,0,[],0,0,[],[],[],[],[],""
239,102,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
240,102,2,339,[],[],8517,9,[2370],[1],0,174,[],0,"","","",[],13604,0,0,[],33,0,[],[],[],[],[],""
241,102,3,339,[],[],8518,13,"[1927,434]","[-50,30]",0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13688,0,0,[],100,25,[50],[434],[],[],[],""
242,107,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
243,107,3,345,[],[],8518,13,[1927],[-50],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 ); Delay( 1.0, { TriggerSkill( MetamorphosisTriggerCircleGA1 ); } );\""",[],14074,0,0,[],30,25,[50],[434],[],[],[],""
244,107,4,345,[],[],8540,35,"[887,2163,4793]","[5,1,0]",0,8544,[],0,"","","",[],14186,0,88,[],0,0,[],[],[],[],[],""
245,354,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
246,354,1,642,[],[],8471,20,[173],[2],0,8562,[],0,"","","",[],542,0,49,[],20,0,[],[],[],[],[],""
247,357,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
248,357,1,338,[],[],8507,"",[],[],0,285,[],0,"","","",[],12878,0,0,[],0,0,[],[],[],[],[],""
249,357,3,338,[],[],8518,13,[70],[-60],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13128,0,0,[],0,50,[33],[434],[],[],[],""
250,830,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
251,830,2,338,[],[],8485,114,[],[],0,1423,[],0,"","","",[],14280,0,93,[],0,0,[],[],[],[],[],""
252,6,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
253,6,1,1692,[],[],8453,"",[195],[1],0,"",[],0,"","","",[],3850,0,0,[],50,0,[],[],[],[],[],""
254,6,4,1692,[],[],8465,"","[173,1927,1982]","[4,-30,600]",0,2896,[],0,"","on_event_metafx_for_BurningArrow = \""PlayEffect( FlameSurge3 );\""","",[],14512,0,0,[],50,0,[],[],[],[],[2396],""
255,54,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
256,115,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
257,115,2,6148,[],[],8517,"",[434],[100],0,174,[],0,"","","",[],14574,0,0,[],33,0,[],[],[],[],[],""
258,115,3,339,[],[],8518,13,"[1927,434]","[-50,30]",0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13688,0,0,[],100,25,[50],[434],[],[],[],""
259,358,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
260,358,1,285,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
261,358,3,338,[],[],8518,13,[70],[-60],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13128,0,0,[],0,50,[50],[434],[],[],[],""
262,359,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
263,359,1,285,[],[],8507,"",[],[],0,"",[],0,"","","",[],12576,0,0,[],0,0,[],[],[],[],[],""
264,359,3,338,[],[],8518,13,[70],[-60],0,8567,[8550],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA1 );\""",[],13128,0,0,[],0,50,[50],[434],[],[],[],""
265,510,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
266,510,3,331,[],[],8482,1,[6855],[50],0,"",[],0,"","","",[],4154,0,56,[],0,0,[],[],[],[],[],""
267,621,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
268,622,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
269,623,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
270,624,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
271,625,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
272,724,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
273,724,2,108,[],[],8517,"",[],[],0,"",[73],0,"","","on_event_contact_for_Sweep = \""TriggerSkill( WbIceNova );\""",[],14900,0,0,[],0,-33,[50],[3903],[],[],[],""
274,724,4,826,[],[],8519,"",[],[],0,829,[],0,"","on_event_metafx_for_VaalGlacialHammer = \""PlayEffect( IceNovaEffect );\""","",[],15074,0,0,[],0,0,[],[],[],[],[14],""
275,543,0,733,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],6346,0,49,[],0,0,[],[],[],[],[],""
276,543,1,733,[],[],8524,20,"[455,175,1795]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],6570,0,124,[],0,0,[],[],[],[],[2409],""
277,543,4,733,[],[],8465,114,[1215],[-75],0,8568,[3620],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],7094,0,0,[],0,0,"[3000,-25,50]","[357,434,2489]",[],[],[2409],""
278,545,0,733,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],6346,0,49,[],0,0,[],[],[],[],[],""
279,545,1,733,[],[],8524,20,"[455,175,1795]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],6570,0,124,[],0,0,[],[],[],[],[2409],""
280,545,4,733,[],[],8465,114,[1215],[-75],0,8568,[3620],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],7094,0,0,[],0,0,"[3000,-25,50]","[357,434,2489]",[],[],[2409],""
281,564,0,726,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],15500,0,0,[],0,0,[],[],[],[],[],""
282,564,3,726,[],[],8576,20,"[611,10161]","[25,100]",0,"",[],0,"","","",[],15572,0,123,[],0,0,[],[],[],[],[],""
283,577,0,739,[],[],8472,20,[173],[2],0,"",[],0,"","","",[],7216,0,49,[],0,0,[],[],[],[],[],""
284,577,2,739,[],[],8454,20,"[1783,2128,2129,2130,175,659,1795]","[1,10,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],7566,0,0,[],0,0,[],[],[],[],[2410],""
285,585,0,338,[],[],8515,"",[],[],0,"",[],6,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
286,585,4,338,[],[],8521,115,"[887,2163,4793]","[6,1,0]",0,8544,[8552],6,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA2 );\""",[],14186,0,71,[],40,0,[100],[3903],[],[],[],""
287,826,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
288,826,1,1193,[],[],8517,"","[214,1927]","[1,66]",0,"",[],0,"","","",[],16076,0,0,[],40,0,[],[],[],[],[],""
289,826,2,1193,[],[],8508,"",[],[],0,673,[4771],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],3198,0,0,[],0,0,"[-4000,-25]","[357,434]",[],[],[],""
290,387,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
291,387,2,1822,[],[],8498,"",[],[],0,1085,[],0,"","","",[],4630,0,58,[],0,0,[],[],[],[],[],""
292,387,3,961,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_ElementalWeakness = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],16584,0,0,[],0,0,"[18,6,0]","[887,2163,4793]",[],[],[],""
293,487,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],30,0,[],[],[],[],[],""
294,487,2,338,[],[],8517,13,[],[],0,8567,[8548],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerRectangleGA1 );\""",[],5498,0,0,[],40,50,[66],[3903],[],[],[],""
295,487,3,1002,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_Vulnerability = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],17150,0,0,[],0,0,"[6,5,0]","[887,2163,4793]",[],[],[],""
296,487,4,936,[],[],8465,"",[617],[-66],0,3422,[],0,"","","",[],17262,0,0,[],0,0,[],[],[],[],[],""
297,542,0,733,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],6346,0,49,[],0,0,[],[],[],[],[],""
298,542,2,733,[],[],8523,20,"[455,1795]","[25,40]",0,"",[],0,"","","",[],6570,0,83,[],0,0,[],[],[],[],[],""
299,542,4,733,[],[],8465,114,[1215],[-75],0,8568,[3620],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],7094,0,0,[],0,0,"[3000,-25,50]","[357,434,2489]",[],[],[2409],""
300,561,0,726,[],[],8452,20,[173],[4],0,"",[],0,"","","",[],15500,0,0,[],0,0,[],[],[],[],[],""
301,561,3,726,[],[],8576,20,"[611,10161]","[25,100]",0,"",[],0,"","","",[],15572,0,123,[],0,0,[],[],[],[],[],""
302,590,0,338,[],[],8515,"",[],[],0,"",[],6,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
303,590,4,338,[],[],8521,115,"[887,2163,4793]","[6,1,0]",0,8544,[8552],6,"","","on_event_contact_for_GeometryTrigger = \""TriggerSkill( MetamorphosisTriggerCircleGA2 );\""",[],14186,0,71,[],40,0,[100],[3903],[],[],[],""
304,512,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
305,512,1,1623,[],[],8453,"","[173,8668,6230,6887,196]","[4,25,30,2,1]",0,"",[],0,"","","",[],17682,0,0,[],100,0,[],[],[],[],[],""
306,512,4,1623,[],[],8465,53,"[10602,2129,2130,1783,2128,3903,175,1795]","[1,5000,1800,1,36,-25,-40,50]",0,4409,[],0,"","","",[],17878,0,0,[],0,0,[],[],[],[],[],""
307,794,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
308,794,3,1193,[],[],8518,"","[214,1927,10452]","[2,100,100]",0,"",[],0,"","","",[],16076,0,0,[],-30,0,[],[],[],[],[],""
309,827,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
310,827,1,1193,[],[],8517,"","[214,1927]","[1,66]",0,"",[],0,"","","",[],16076,0,0,[],30,0,[],[],[],[],[],""
311,827,2,1193,[],[],8508,"",[],[],0,673,[4771],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],3198,0,0,[],0,0,"[-4000,-25]","[357,434]",[],[],[],""
312,831,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
313,831,2,338,[],[],8485,114,[],[],0,1423,[],0,"","","",[],18048,0,93,[],0,0,[],[],[],[],[],""
314,1061,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
315,1061,4,338,[],[],8464,114,[1215],[-50],0,8568,[4771],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],2718,0,0,[],0,50,[33],[434],[],[],"[3740,108]",""
316,1062,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
317,1062,4,338,[],[],8464,114,[1215],[-50],0,8568,[4771],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],2718,0,0,[],0,50,[33],[434],[],[],"[3740,108]",""
318,1063,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
319,1063,4,338,[],[],8464,114,[1215],[-50],0,8568,[4771],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeSlow );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( GroundCausticTrapExplode );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],2718,0,0,[],0,50,[33],[434],[],[],"[3740,108]",""
320,141,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
321,141,1,1259,[1234],[20],8445,"","[214,173,659]","[1,2,33]",0,"",[],0,"","","",[],18912,0,0,[],0,0,[],[],[],[],[],""
322,141,4,1259,[],[],8519,114,[1927],[-66],0,8567,[768],0,"","on_event_contact_for_EmptyActionAttack = \""PlayEffect( LightningStrikeAlternate );\""","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( KudukuSpark );\""",[],3610,0,0,[],0,-66,"[1,7,700,90,1,50]","[1783,2128,2129,2130,2482,215]",[],[],[168],""
323,390,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
324,390,2,1822,[],[],8498,"",[],[],0,1085,[],0,"","","",[],4630,0,58,[],0,0,[],[],[],[],[],""
325,390,3,2036,[],[],8511,"",[1215],[-50],0,"",[8544],0,"","","on_event_contact_for_LightningWeakness = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],19682,0,0,[],0,0,"[16,6,0]","[887,2163,4793]",[],[],[],""
326,582,0,739,[],[],8472,20,[173],[4],0,"",[],0,"","","",[],7216,0,49,[],0,0,[],[],[],[],[],""
327,582,1,765,[],[],8453,"","[173,175,1215]","[4,50,-50]",0,"",[],0,"","","",[],3496,0,0,[],0,0,[],[],[],[],[],""
328,682,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
329,682,3,338,[],[],8455,"","[173,175,1927]","[2,50,-33]",0,2438,[2635],0,"","on_event_metafx_for_ThrownWeaponProjectile = \""PlayEffect( LightningSurge1 );\""","",[],20092,0,0,[],0,0,[50],[2400],[],[],[2410],""
330,824,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
331,824,1,1193,[],[],8517,"","[214,1927]","[1,66]",0,"",[],0,"","","",[],16076,0,0,[],30,0,[],[],[],[],[],""
332,824,2,1193,[],[],8508,"",[],[],0,673,[4771],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphosisCastCausticGround );\""",[],3198,0,0,[],0,0,"[-4000,-25]","[357,434]",[],[],[],""
333,8,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
334,8,4,915,[],[],8465,45,[],[],0,1532,[3619],0,"","","",[],20250,0,0,[],50,100,"[2000,33,1]","[357,434,195]",[],[],[],""
335,51,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
336,51,3,1609,[],[],8518,"","[214,8453,1927]","[2,100,50]",0,"",[],0,"","","",[],10442,0,0,[],0,0,[],[],[],[],[],""
337,10,0,339,[],[],8452,"",[],[],0,"",[],0,"","","",[],3000,0,0,[],0,0,[],[],[],[],[],""
338,10,4,339,[],[],8465,"","[1927,347]","[-25,1]",0,1108,[8544],0,"","","on_event_contact_for_RainOfArrows = \""Delay( 0.6, { TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation ); } );\""",[],20702,0,0,[],0,0,"[6,6,0]","[887,2163,4793]",[],[],[],""
339,48,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
340,48,3,339,[],[],8518,"",[1927],[-66],0,8567,[8552],0,"","","on_event_contact_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCircleGA2 );\""",[],21006,0,0,[],0,33,[50],[434],[],[],[],""
341,49,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
342,49,3,1609,[],[],8518,"","[214,8453,1927]","[2,100,50]",0,"",[],0,"","","",[],10442,0,0,[],0,0,[],[],[],[],[],""
343,55,0,339,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
344,55,2,339,[],[],8517,114,[1927],[-50],0,8567,[8556],0,"","","on_event_gatrigger_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisTriggerCleaveGA1 );\""",[],21314,0,0,[],0,0,[],[],[],[],[],""
345,332,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
346,332,1,642,[],[],8471,20,[173],[2],0,8562,[],0,"","","",[],542,0,49,[],20,0,[],[],[],[],[],""
347,345,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
348,345,2,7962,[],[],8454,40,[1927],[-55],0,8567,[8562],0,"","on_start_EmptyActionAttack = \""PlayEffect( MetamorphosisSplatSurge );\""","on_event_throw_for_EmptyActionAttack = \""TriggerSkill( MetamorphosisMetaProjectile, Ahead );\""",[],11370,0,0,[],0,-20,[2],[173],[],[],[3615],""
