"rownum","Id","Text","XBoxText","i32","string"
382,"OptionsCorpseTargetingLabel","Corpse Targeting","",213943966,""
383,"OptionsCorpseTargetingAlways","Always Enabled","",-260292332,""
384,"OptionsCorpseTargetingWhenKeyHeld","When Key Held ({0})","",228787115,""
385,"OptionsJoinGlobalChatLabel","Show Global Chat","",585709761,""
386,"OptionsJoinTradeChatLabel","Show Trade Chat","",166931419,""
387,"OptionsShowGuildChatLabel","Show Guild Chat","",1015685545,""
388,"OptionsShowLifeBarsOnAlliesLabel","Show Mini Life Bars On Allies","",998544620,""
389,"OptionsShowLifeBarsOnAlliesPopup","Displays a small life bar above each ally.","",508354286,""
390,"OptionsShowLifeBarsOnEnemiesLabel","Show Mini Life Bars On Enemies","",1122829015,""
391,"OptionsShowLifeBarsOnEnemiesPopup","Displays a small life bar above each enemy.","",-1292075788,""
392,"OptionsShowLifeBarOnPlayerLabel","Show Mini Life Bar Above You","",-1790199704,""
393,"OptionsShowLifeBarOnPlayerPopup","Displays a small life bar above your Character.","",118062738,""
394,"OptionsShowAllyNamesOnMapLabel","Show Ally Names On Your Map","",406459778,""
395,"OptionsShowAllyNamesOnMapPopup","Displays the names of your Allies on your Map.","",1077241212,""
396,"OptionsUseNextFlaskWithChargesLabel","Enable Smart-flask","",-210316891,""
397,"OptionsUseNextFlaskWithChargesPopup","Uses a flask of the same type when the flask bound to the pressed button has too few charges.","",-426823458,""
398,"OptionsShowClockLabel","Show Clock","",-1683977149,""
399,"OptionsShowClockPopup","Displays the current local time above your Flask Bar.","",-396564145,""
400,"OptionsAutoEquipLabel","Auto-equip","",1772172300,""
401,"OptionsAutoEquipPopup","Automatically equip items you pick up while the inventory panel is closed.","",-163958811,""
402,"OptionsAlwaysAttackInPlaceLabel","Always Attack In-place","",-536224102,""
403,"OptionsAlwaysAttackInPlacePopup","Skills are always performed in-place.","",933160775,""
404,"OptionsAttackInPlaceKeyStopsMoveLabel","Attack In Place Key Stops Move","",679850276,""
405,"OptionsAttackInPlaceKeyStopsMovePopup","Pressing the attack-in-place key will stop you from moving.","",402089892,""
406,"OptionsMousewheelZoomLabel","Mousewheel Zoom","",-1610912870,""
407,"OptionsMousewheelZoomPopup","Enables the ability to zoom in and out using the mouse scroll wheel.","",-376013293,""
408,"OptionsRestrictCursorToWindowLabel","Confine Mouse To Window","",63876039,""
409,"OptionsRestrictCursorToWindowPopup","Prevents the mouse cursor from leaving the game window.","",952361665,""
410,"OptionsDefaultLootAllocation","Default Item Allocation","",-1040336753,""
411,"OptionsChatFontSize","Chat Font Size","",-1076597629,""
412,"OptionsChatFontOptionSmall","Small","",581803937,""
413,"OptionsChatFontOptionNormal","Normal","",-1207891284,""
414,"OptionsChatWidthLabel","Chat Box Width","",699796848,""
415,"OptionsChatHeightLabel","Chat Box Height","",-790728544,""
416,"OptionsEnableQuestTracking","Enable Quest Tracking","",1613909642,""
417,"OptionsEnableQuestTrackingPopup","Shows a list of your current quest objectives on the right side of the screen.","",-485299904,""
418,"OptionsReloadItemFiltersButton","Reload","",225917074,""
419,"OptionsItemFilterFileList","List of Item Filters","",-1869567520,""
420,"OptionsNoFilter","None","",1680177753,""
421,"OptionsLanguageOption","Language","",1321407223,""
422,"OptionsLanguageChange","You must restart Path of Exile in order for your chosen language to take effect. Would you like to restart now?","",428992790,""
423,"OptionsChatLanguageOption","Chat Language","",-596672869,""
424,"OptionsChatLanguageOptionDefault","Same as Language","",1114043413,""
425,"OptionsDialogueInChatLabel","Output Dialogue To Chat","",383842893,""
426,"OptionsDialogueInChatPopup","Outputs character and NPC dialogue to chat in addition to the audio.","",1213515967,""
427,"OptionsNetworkingMode","Networking Mode","",1387953544,""
428,"OptionsNetworkingModeCannotChange","This setting can only be changed from the main menu, while you are out of game","",900848435,""
429,"OptionsNetworkingModeLockstep","Lockstep","",-375388107,""
430,"OptionsNetworkingModePredictive","Predictive","",-373648222,""
431,"OptionsNetworkingModeAuto","Auto","",1250029193,""
432,"OptionsNetworkingModeAutoSelected","{0} (Auto)","",81391679,""
433,"OptionsShowFlaskBuffs","Show Flask Buffs","",-1383016257,""
434,"OptionsShowFlaskBuffsPopup","Shows an icon at the top of the screen for each Flask buff you have active, as well as its duration.","",-856823381,""
435,"OptionsShowAuraIcons","Show Aura Icons","",845939537,""
436,"OptionsShowAuraIconsPopup","Shows an icon at the top of the screen for each persistent buff you have activated.","",1209991193,""
437,"InputOptionsDescription","Click a button in the table below to change the input for an action.","",1481535704,""
438,"OptionsResetToDefaults","Reset to Defaults","",2042314600,""
439,"OptionsReset","Reset","",378444259,""
440,"InputOptionsActionsNotSet","One or more actions not set","",-209372556,""
441,"InputOptionsHint","<— Press a key or mouse button to bind it to this action (press escape to cancel)","",1228653717,""
442,"InputOptionsNotSet","Not Set","",-1367350445,""
443,"InputOptionsEntryPopup","Press a key\r\n\t(Press [Esc] to cancel)","",-2122406071,""
444,"StreamingOptionsUsernameLabel","TwitchID:","",-559268956,""
445,"StreamingOptionsUsernameEmptyMessage","Type Twitch username here...","",127831539,""
446,"StreamingOptionsPasswordLabel","Password:","",-1071724802,""
447,"StreamingOptionsPasswordEmptyMessage","Type Twitch password here...","",1541417405,""
448,"StreamingOptionsLinkAccountsButtonText","Link","",604043485,""
449,"StreamingOptionsLinkAccountsLabel","Link your Twitch and Path of Exile accounts:","",-403845400,""
450,"StreamingOptionsLinkAccountsTip","If you have a Twitch account, you can link it to your Path of Exile account.\r\nClick to open a web page that will allow you to do this.","",-51781712,""
451,"StreamingOptionsStreamTitleLabel","Stream Title:","",-2003604220,""
452,"StreamingOptionsQualityLabel","Quality:","",-298374085,""
453,"StreamingOptionsQualityAuto","Auto","",-146162905,""
454,"StreamingOptionsQualityEntry","{0}p @ {1} fps","",-340928394,""
455,"StreamingOptionsBitrateLabel","Bitrate (kbps):","",-1706721656,""
456,"StreamingOptionsBitrateAuto","Auto","",-972763035,""
457,"StreamingOptionsServerLabel","Stream Server:","",-781413048,""
458,"StreamingOptionsServerLogIn","Log in to get server list","",1693637912,""
459,"StreamingOptionsWebcamLabel","Webcam:","",151451670,""
460,"StreamingOptionsWebcamNoWebcams","No Webcams","",1781895402,""
461,"StreamingOptionsWebcamSize","Webcam size:","",-1212525450,""
462,"StreamingOptionsShowWebcam","Preview:","",1852815069,""
463,"StreamingOptionsShowWebcamPopup","See what the webcam will look like on your stream.","",-1864187287,""
464,"StreamingOptionsStopStreamButtonText","Stop Stream","",1729679408,""
465,"StreamingOptionsStartStreamButtonText","Start Stream","",38679754,""
466,"StreamingOptionsStatusText","Status: {0}","",403598654,""
467,"StreamingOptionsStatusTextStreaming","Status: {0} (at {1}kbps)","",1820731482,""
468,"StreamingOptionsLogInButtonText","Log In","",-61700464,""
469,"StreamingOptionsLogOutButtonText","Log Out","",1255432024,""
470,"StreamingOptionsEnableWebcamButtonText","Enable","",1401922393,""
471,"StreamingOptionsDisableWebcamButtonText","Disable","",-2002172442,""
472,"StreamingStatusTextLogInToStream","Log in to stream video of your gameplay on twitch.tv","",-457280915,""
473,"StreamingStatusTextLoggingIn","Logging in...","",1748766519,""
474,"StreamingStatusTextFetchingServerList","Fetching server list...","",-1817968654,""
475,"StreamingStatusTextReadyToStream","Ready to stream","",-2062752202,""
476,"StreamingStatusTextTestingConnection","Testing server connection...","",1220307419,""
477,"StreamingStatusTextConnectionTested","Server connection successfully tested","",-1246312834,""
478,"StreamingStatusTextStreaming","Streaming...","",-786632724,""
479,"StreamingStatusTextStreamPaused","Stream Paused","",-1260227068,""
480,"StreamingStatusTextStoppingStream","Stopping stream...","",930701812,""
481,"OptionsPanelTitle","Options","",1718627956,""
482,"OptionsPanelSaveButtonText","Save","",-1201037645,""
483,"OptionsPanelCloseButtonText","Close","",-750858085,""
484,"OptionsPanelCancelButtonText","Cancel","",1194316880,""
485,"OptionsPanelDefaultsButtonText","Defaults","",510991106,""
486,"OptionsPanelSaveChangesText","Click to save your changes","",1542231589,""
487,"OptionsPanelCancelChangesText","Click to cancel all your changes","",-1086752060,""
488,"OptionsPanelResetToDefaultsText","Click to reset all settings to their defaults","",-876853877,""
489,"OptionsPanelGraphicsTabTitle","Graphics","",508687631,""
490,"OptionsPanelSoundTabTitle","Sound","",-1371852771,""
491,"OptionsPanelUITabTitle","UI","General",-298792228,""
492,"OptionsPanelNotificationsTabTitle","Notifications","",1511366438,""
493,"OptionsPanelNotificationsTabDisplayLocationsNone","Hide","",982316432,""
494,"OptionsPanelInputTabTitle","Input","",1571966149,""
495,"OptionsPanelStreamingTabTitle","Streaming","",-541276032,""
496,"NotificationOptionsTypeHeader","Notifications","",-674882240,""
497,"NotificationOptionsShowPopupHeader","Show Popup","",623378496,""
498,"NotificationOptionsObeyDNDHeader","Obey DND","",-925004668,""
499,"LoginScreenLogInButtonText","Log In","",-1851098277,""
500,"SteamLoginScreenLogInButtonTip","Log in with Steam","",-2129003613,""
501,"LoginScreenOptionsButtonText","Options","",-1949087356,""
502,"LoginScreenCreditsButtonText","Credits","",-1079523979,""
503,"LoginScreenExitButtonText","Exit","",1082349326,""
504,"LoginScreenGatewayLabel","Gateway","",1171081697,""
505,"LoginScreenEmailLabel","Email","",-475133083,""
506,"LoginScreenPasswordLabel","Password","",-586902947,""
507,"LoginScreenSaveLoginDetailsText","Save Login Details","",903007589,""
508,"LoginScreenCreateButtonText","Create","",-387435627,""
509,"LoginScreenCreateButtonTip","Open the account creation webpage in a browser","",-361044216,""
510,"LoginScreenLostPasswordButtonText","Lost Password","",-1987730563,""
511,"LoginScreenLostPasswordButtonTip","Open the password recovery webpage in a browser","",-1840505963,""
512,"LoginScreenGatewayListGatewayTitle","Gateway","",1351669884,""
513,"LoginScreenGatewayListPingTitle","Ping","",-1465288136,""
514,"LoginScreenGatewayListPing","{0}ms","",-115834156,""
515,"LoginScreenGatewayListAutoSelectGateway","Auto-select Gateway","",-329378938,""
516,"LoginScreenGatewayListFindingGateway","Finding a Gateway...","",-1382043883,""
517,"LoginScreenGatewayListGatewayAutoSelected","{0} (Auto-selected)","",805703986,""
518,"GarenaLoginScreenPlayButtonText","Play","",-2134807945,""
519,"CharacterSelectionScreenEntryText","Level {1} {0}","",-1158490497,""
520,"CharacterPanelNextLevelExperience","Next level ({2}) requires {0} experience\r\n\t{1} remaining","",-847014751,""
521,"CharacterPanelMaxLevel","Max Level","",541505894,""
522,"CharacterPanelMaxLevelBrackets","[Max Level]","",-467629526,""
523,"SkillPopupManaCost","Cost","",-1220531755,""
524,"SkillPopupManaReserved","Reservation","",1067735169,""
525,"SkillPopupCastTime","Cast Time","",50391822,""
526,"SkillPopupAttackTime","Attack Time","",929336521,""
527,"SkillPopupSecond","sec","",-41348877,""
528,"SkillPopupSeconds","secs","",642999722,""
529,"SkillPopupDPS","DPS","",1825515187,""
530,"SkillPopupAverageDamage","Avg. Damage","",-1737877806,""
531,"SkillPopupSouls","Souls","",-287441368,""
532,"SkillPopupLevel","(lvl {0})","",503575065,""
533,"MicrotransactionPanelTitle","Microtransactions","",-104856085,""
534,"MicrotransactionPanelReclaimMTX","Reclaim Effect","",-403099726,""
535,"MicrotransactionPanelReclaimMTXPopup","Reclaim a cosmetic effect from an item (click on this button then click on the item)","Reclaim a cosmetic effect from an item (<<xbox_button_a>> then <<xbox_button_a>> on the item)",782966035,""
536,"MicrotransactionPanelCancelReclaimMTX","Cancel Reclaim","",-360154777,""
537,"MicrotransactionPanelCancelReclaimMTXPopup","Cancel cosmetic effect reclamation (escape)","",-812206126,""
538,"MicrotransactionPanelReclaimPet","Unsummon Pet","",-617789951,""
539,"MicrotransactionPanelReclaimPetPopup","Reclaim your pet to the microtransaction stash","",1734861795,""
540,"MicrotransactionPanelCancelReclaimPet","Cancel Reclaim","",68483067,""
541,"MicrotransactionPanelReclaimCursorNotEmpty","You must empty your cursor before you can enter reclaim mode.","",581322476,""
542,"MicrotransactionPanelShopButton","Shop","",1187089824,""
543,"MicrotransactionPanelShopButtonPopup","Opens the shop panel","",-1293556812,""
544,"MicrotransactionPanelOnlineShopButton","Online Shop","",-616523035,""
545,"MicrotransactionPanelOnlineShopButtonPopup","Click to open the online shop in a web browser","",-1655373483,""
546,"MicrotransactionPanelReclaimMTXMessage","Click on an item to reclaim a cosmetic effect from it. This will move the effect back to your microtransaction stash.","<<xbox_button_a>> on an item to reclaim a cosmetic effect from it. This will move the effect back to your microtransaction stash.",636607296,""
547,"ShopPanelTitle","Shop","",1274936082,""
548,"ShopPanelBuyButton","Buy","",-1199179867,""
549,"ShopPanelBuyButtonPopup","Click to preview before buying","<<xbox_button_a>> to preview before buying",-363659663,""
550,"ShopPanelYouSave","You Save","",1750578324,""
551,"ShopPanelBuyPointsButton","Buy Points","",-621067355,""
552,"ShopPanelBuyPointsButtonPopup","Click to open a web page allowing you to buy points.","",235890063,""
553,"ShopPanelGivePointsToGuildButton","Give Points","",-1925899367,""
554,"ShopPanelGivePointsToGuildButtonPopup","Click to open a web page allowing you to give points to your guild.","<<xbox_button_a>> to open a web page allowing you to give points to your guild.",1413615602,""
555,"ShopPanelGuildPointInfoLabel","The balance shown on this screen is your guild balance. Click \""Give Points\"" to donate points to your guild. The guild leader then uses these points to make purchases for the guild.","The balance shown on this screen is your guild balance. Select \""Give Points\"" to donate points to your guild. The guild leader then uses these points to make purchases for the guild.",1549156784,""
556,"ShopPanelHomeButton","Home","Home Page",-99558417,""
557,"ShopPanelDailyDealShortName","Specials","",-132139855,""
558,"ShopPanelHourlyDealShortName","Hourly Deal","",-2031411394,""
559,"ShopPanelPercentOffEverything","{0}% off everything","",1105699966,""
560,"ShopPanelLoading","Loading...","",-799994792,""
561,"ShopPanelError","<red>{Failed to load the shop. Try again in a few minutes.}","",-242721380,""
562,"EscapeMenuResume","Resume Game","",-1861269737,""
563,"EscapeMenuOptions","Options","",898133309,""
564,"EscapeMenuShop","Microtransaction Shop","Microtransations",704912656,""
565,"EscapeMenuExitToLogin","Exit to Log In Screen","",1857323549,""
566,"EscapeMenuExitToCharacterSelect","Exit to Character Selection","Character Selection",-2027897560,""
567,"EscapeMenuExitToDesktop","Exit Path of Exile","",1594844774,""
568,"LoginStateConnectingToLoginServer","Connecting to login server...","",1188828699,""
569,"LoginStateDefaultGatewayText","Select Gateway...","",186291265,""
570,"LoginStateLoginMessageTitle","Login Error","",-204608543,""
571,"LoginStateAbnormalDisconnectMessageTitle","Abnormal Disconnection","",1079826558,""
572,"LoginStateDisconnectedMessageTitle","Disconnected","",1190880640,""
573,"LoginStateUnlockedMessageTitle","Account Unlocked","",271889600,""
574,"LoginStateContactingServer","Contacting Server...","",261483974,""
575,"LoginStateMOTDDownloading","Downloading...","",1979990557,""
576,"LoginStateMOTDError","News feed not available.","",1584549159,""
577,"LoginStateNoGatewaySelected","You must select a gateway before you can log in.","",-1611140407,""
578,"LoginStateAuthenticatingUser","Authenticating user...","",1394643385,""
579,"LoginStateFailedToLoadLoginDetails","Failed to load login details file.","",-1979921505,""
580,"LoginStateFailedToLoadLoginDetailsMessageBox","Failed to load login details file.\r\nPlease re-enter your password.","",1125507276,""
581,"LoginStateKakaoExpired","Kakao credentials have expired.","",768577595,""
582,"LoginStateKakaoExpiredMessageBox","Your Kakao login credentials have expired. Please restart the game and log in again.","",-328672012,""
