"rownum","Id","PanelImage","HeaderImage","Screenshots","Description","League","bool","ItemImages","HoverImages","TrailerVideoLink","BackgroundImage","bool","bool"
136,"Ultimatum13","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel13","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading13",[],"Alongside new Blight, Metamorph and Delirium Incubators, we've modernised other Incubator rewards. We have introduced Blight-themed Scarabs and two new Catalysts. Corrupted Blighted Maps can drop the new Tainted Oil which allows anointment of corrupted items. Chests in Blighted Maps now benefit from the map's item quantity value.","Ultimatum","","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/BlightedIncubator"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ShapeshiftingIncubator"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/MaddeningIncubator"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/UnstableCatalyst"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GildedBlightScarab"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/BlightedBurialChambersMap"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TaintedOil""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/BlightedIncubatorHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/ShapeshiftingIncubatorHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/MaddeningIncubatorHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/UnstableCatalystHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/GildedBlightScarabHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/BlightedBurialChambersMapHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/TaintedOilHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
137,"Ultimatum14","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel14","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading14",[],"Ritual has become a core game mechanic, spawning in 8% of maps, which is the new game-wide rate for past league mechanics. We've improved Atziri's rewards by buffing her exclusive Sacrificial Garb base type and adding new Unique items that only she can drop.\n\nThere are also nerfs to a few past leagues that are currently too powerful. Talismans no longer drop using the well-rolled mod system, but their anointments can be changed using a Tainted Oil. Some Harvest crafts have been removed or restricted, but Harvest now spawns more frequently and the Heart of the Grove encounter is now a tradeable map fragment.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisSplendour"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisRule""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisSplendourHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/AtzirisRuleHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
138,"Ultimatum15","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/PoE2NewTrailerThumbnail","",[],"","Ultimatum","",[],[],"http://web.poecdn.com/public/videos/PoE2Trailer2_En.bk2","","",""
139,"Ultimatum16","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel16","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading16",[],"Path of Exile 2's first gameplay showcase at ExileCon was set in the dark forests of the Island of Ogham. Our latest showcase takes place in the ancient dunes of the Vastiri Desert and uses two new weapon types - Spears and Crossbows - to demonstrate Path of Exile 2's next-generation action combat.\n\nPath of Exile 2 does not have a release date yet, but we are targeting a Closed Beta in 2022.","Ultimatum",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/WingedSpear"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/SiegeCrossbow""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/WingedSpearHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/ItemHovers/SiegeCrossbowHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
140,"Ultimatum17","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Panel17","Art/2DArt/UIImages/Login/LeagueInfo/Ultimatum/Heading17",[],"In addition to the recently-released Core Packs, we're also launching two new sets of Supporter Packs to celebrate the release of the Ultimatum League: the Silver Crescent and Imperial Sun packs. There are two price points available for each and they feature masses of points and several exclusive microtransactions like armour sets, helmet skins, weapon skins and more.\n\n<italic>{Path of Exile: Ultimatum} will launch on April 16 (PDT) on PC and Mac, and on April 21 on Xbox and PlayStation.","Ultimatum","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground",1,""
141,"ExpeditionTrailer","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/ExpeditionThumbnailTrailer","",[],"","Expedition","",[],[],"http://web.poecdn.com/public/videos/ExpeditionTrailer_En.bk2","","",""
142,"Expedition1","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel1","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading1",[],"In <italic>{Path of Exile: Expedition}, you will join the Kalguuran expedition, excavate their lost relics and undead using chains of explosives, then barter, deal and gamble these relics with their merchants.\n\nOur July expansion contains the Expedition challenge league, four new NPC traders, nineteen new skill and support gems, new base item types and unique items. We've also made massive balance changes to make Path of Exile more challenging, including a full rework of the flask system. And finally, Path of Exile: Royale makes its long-awaited return!","Expedition","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
143,"Expedition2","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel2","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading2","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel2/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel2/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel2/Screenshot3""]","The Kalguur are using explosives to excavate their ancestors' settlements throughout Wraeclast. Overwhelmed by the dangers they unearth, they require your violent services. You must strategically lay a chain of explosives and detonate them, defeating the undead that rise. Tactical planning is essential, as you must decide what to prioritise in the excavation, carefully balancing your temptation and capabilities.\n\nYou may choose to unearth chests full of valuable rewards, or to revive the undead husks of Kalguuran explorers and their treasures. It pays to be mindful of the mysterious Remnants of Kalguuran settlements scattered around the site. When detonated, their modifiers significantly increase the difficulty and reward of your Expedition.","Expedition",1,[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",1
144,"Expedition3","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel3","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading3","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel3/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel3/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel3/Screenshot3""]","After retrieving ancient runed artifacts from the Expedition sites you may trade them to the Kalguuran merchants who seek to recover them. Each is interested in different varieties of artifacts and offers a unique trading experience for you to try to take advantage of: gambling, bartering, upselling or exchanging.\n\nGwennen, the Gambler, believes not in luck but that good fortune comes only to those who believe hard enough. Rog, the Dealer, is a fearful but earnest man who just wants to make a deal. Tujen, the Haggler, is open to negotiating but has a short temper. Dannig is the leader of the Expedition and wants to facilitate your trades with his countrymen.","Expedition","","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LesserBrokenCircleArtifact"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CommonBlackScytheArtifact"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GreaterSunArtifact"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GrandOrderArtifact""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LesserBrokenCircleArtifactHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CommonBlackScytheArtifactHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GreaterSunArtifactHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GrandOrderArtifactHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",1
145,"Expedition4","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel4","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading4","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel4/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel4/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel4/Screenshot3""]","During your Expeditions, you may discover Logbooks. These ancient books chronicle the locations that the ancient Kalguur visited. Find a Logbook, craft its mods like a map, bring it to Dannig and choose a location for your next Expedition. These Expeditions are much larger than regular ones and harbour many mysteries to explore, if you dare.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExpeditionLogbook"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ChainingExpeditionLogbook"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LegendaryWaste""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExpeditionLogbookHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ChainingExpeditionLogbookHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LegendaryWasteHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
146,"Expedition5","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel5","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading5","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel5/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel5/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Screenshots/Panel5/Screenshot3""]","While planning your chain of explosives in a Logbook Expedition, you should consider detonating various destructible objects. Such obstacles might be blocking secret passages leading to ancient, terrifying bosses and their valuable treasures.\n\nThese treasures include unique items and base types that introduce a new defensive mechanic called Ward. When you're hit, your Ward is completely depleted and reduces the damage dealt to you by that amount. A few seconds later, your ward replenishes itself and you're protected from the next hit.","Expedition","","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/Faithguard"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CadigansCrown"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GrimSole""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/FaithguardHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CadigansCrownHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GrimSoleHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",1
147,"Expedition6","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel6","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading6",[],"Alongside Expedition, we are revitalising Path of Exile's build metagame by both introducing many new playstyles and augmenting existing builds with powerful new tools. We've created 19 new skill and support gems that are designed around the themes of each Ascendancy Class.\n\nA new skill inspired by the Ascendant, Spectral Helix throws out a spectral copy of your weapon which spirals outwards from you.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SpectralHelix""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SpectralHelixHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
148,"Expedition7","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel7","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading7",[],"Inspired by the Marauder's Juggernaut, Berserker and Chieftain Ascendancy classes, we've created the Boneshatter and Rage Vortex skill gems and the Earthbreaker support gem. Boneshatter strikes enemies with a forceful blow. If this attack stuns an enemy, it releases a powerful shockwave with area based on the stun's duration. As you use Boneshatter more, it deals more and more damage to enemies and to yourself. Rage Vortex consumes your Rage to unleash a whirling vortex that rapidly hits enemies within its range. The Earthbreaker Support summons an Ancestral Totem that uses any supported Slam Skill.","Expedition","","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/Boneshatter"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/RageVortex"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EarthbreakerSupport""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BoneshatterHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/RageVortexHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EarthbreakerSupportHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
149,"Expedition8","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel8","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading8",[],"Inspired by the Duelist's Champion, Gladiator and Slayer Ascendancy classes, we've created the Defiance Banner and Shield Crush skill gems and the Behead support gem. Defiance Banner is a new defensive tool that can be used to increase your armour and evasion while reducing the critical strike chance of nearby enemies. Shield Crush swipes your shield towards your enemies and sends out forceful waves of damage based on the stats of your shield. The Behead Support can only support Strike skills and is basically like a mini-Headhunter. When your supported Strike slays a rare enemy, you'll steal one of its modifiers at random for 20 seconds.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/DefianceBanner"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ShieldCrush"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BeheadSupport""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/DefianceBannerHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ShieldCrushHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BeheadSupportHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
150,"Expedition9","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel9","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading9",[],"Inspired by the Ranger's Raider, Pathfinder and Deadeye Ascendancy classes, we've created the Storm Rain and Explosive Concoction skill gems and the Focused Ballista support gem. Storm Rain fires arrows that stick into the ground. These arrows periodically pulse with lightning damage that arcs to nearby arrows. Focused Ballista causes your Ballistas to focus fire on your target and only fire when you do. Explosive Concoction must be used unarmed and throws an explosive projectile at your target. You can enhance this explosion by consuming charges from Ruby, Sapphire or Topaz flasks.","Expedition","","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/StormRain"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExplosiveConcoction"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/FocusedBallistaSupport""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/StormRainHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExplosiveConcoctionHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/FocusedBallistaSupportHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
151,"Expedition10","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel10","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading10",[],"Inspired by the Shadow's Assassin, Saboteur and Trickster Ascendancy classes, we've created the Ambush, Blade Trap and Voltaxic Burst skill gems. Ambush is a new Blink skill which teleports you to an enemy, blinds them and exerts your next one-handed melee attack. When you use Blade Trap, you throw out a mechanical device with two copies of your weapon attached. These blades spin rapidly in a circle a set number of times, dealing damage to anything they pass through. Voltaxic Burst grants a buff which counts down to zero, at which point it detonates, sending out a damaging lightning and chaos explosion. Enemies slain by this explosion will also explode dealing lightning and chaos damage based on a portion of their life.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/Ambush"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BladeTrap"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/VoltaxicBurst""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/AmbushHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BladeTrapHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/VoltaxicBurstHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
152,"Expedition11","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel11","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading11",[],"Themed around the Witch's Occultist, Elementalist and Necromancer Ascendancy classes, we've created the Forbidden Rite, Eye of Winter and Summon Reaper skill gems. Forbidden Rite fires a barrage of exploding chaos projectiles at nearby enemies while also inflicting damage on you. The Eye of Winter is a large projectile that fires out a torrent of cold projectiles in a spiral formation as it travels. Summon Reaper is a new minion that feeds off your other minions (literally). It inflicts bleed on enemies and can be commanded to attack specific locations.","Expedition","","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ForbiddenRite"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EyeofWinter"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SummonReaper""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ForbiddenRiteHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EyeofWinterHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SummonReaperHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
153,"Expedition12","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel12","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading12",[],"Inspired by the Templar's Hierophant, Guardian and Inquisitor Ascendancy classes, we've created the Manabond, Absolution and Battlemage's Cry Skills. Manabond creates a rune that explodes, dealing more damage or having more area of effect, based on the current state of your mana pool. When Absolution's damaging shockwave kills an enemy, it creates a Sentinel of Absolution which also casts its own shockwaves. Battlemage's Cry taunts nearby enemies and exerts subsequent attacks, causing them to trigger a linked spell on your next melee hit.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/Manabond"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/Absolution"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BattlemagesCry""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ManabondHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/AbsolutionHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BattlemagesCryHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
154,"Expedition13","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel13","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading13",[],"Expedition is Path of Exile's 30th release since Closed Beta. In almost every update, we provide new ways to improve your characters, more effective skills to use, and ways to craft better and more powerful items. The power level of end-game Path of Exile characters has increased tenfold since Launch. From this expansion onwards, we are working to restore some of the challenge that Path of Exile is known for.\n\nIn addition to a substantial Flask Rework, we're reducing the power level of pure-damage support gems, making triggered skills cost mana, tweaking the most powerful movement skills and making the enemies in Path of Exile's first act much more dangerous. Our work to improve the level of challenge in Path of Exile will continue across subsequent expansions.","Expedition","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
155,"Expedition14","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel14","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading14",[],"We have substantially reworked Path of Exile's Flask System with the goal of reducing the level of permanent player power that flasks grant and promoting considered flask choices that incentivise interactive gameplay. The new Instilling Orb allows you to modify your utility flasks so that they trigger on certain conditions. The Enkindling Orb provides a boost to your utility flasks in exchange for preventing charge gain while they're active. We have also reworked many flasks and introduced new Gold and Corundum Flasks.","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BasaltFlaskofIronSkin"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/AquamarineFlaskofDousing"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SurgeonsTopazFlaskofGrounding"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExperimentersStibniteFlaskofSteadiness"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CorundumFlask"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GoldFlask"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EnkindlingOrb"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/InstillingOrb""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BasaltFlaskofIronSkinHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/AquamarineFlaskofDousingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/SurgeonsTopazFlaskofGroundingHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExperimentersStibniteFlaskofSteadinessHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CorundumFlaskHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/GoldFlaskHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/EnkindlingOrbHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/InstillingOrbHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
156,"Expedition15","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel15","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading15",[],"A few years ago we launched a rough but playable Battle Royale mode as an April Fool's joke. While we intended it to be short-lived, the Path of Exile community has demanded its return. Today we're launching the new and improved Path of Exile: Royale which has many new features and separate balance from Path of Exile's core game.\n\nThis mode is available now on PC for only two days and will be available again during weekends for the duration of the Expedition League. We will continue to iterate on its balance throughout this time, releasing updates between the weekly play sessions.","Expedition","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
157,"Expedition16","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel16","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading16",[],"Royale now has its own Passive Skill Tree which lets you focus on what matters most for low-level PvP combat. We've also rebalanced a selection of skills and iconic unique items from throughout the game so that they're appropriate for Royale play. There's an improved spectator mode, leaderboard and many other new features. If you can kill all other players in your session, you'll win the new Rhoa Feast Hideout Decoration that upgrades in appearance as you win more matches. Visit the website for more information about Path of Exile: Royale!","Expedition",1,"[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LioneyesPaws"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CloakofDefiance"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/MartyrofInnocence"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExplosiveArrow"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BallLightning"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/PointBlankSupport""]","[""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/LioneyesPawsHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/CloakofDefianceHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/MartyrofInnocenceHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/ExplosiveArrowHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/BallLightningHover"",""Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Item Hovers/PointBlankSupportHover""]","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","",""
158,"Expedition17","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Panel17","Art/2DArt/UIImages/Login/LeagueInfo/Expedition/Heading17",[],"We're launching two new sets of Supporter Packs to celebrate the release of the Expedition League: the Soulkeeper and Aesir packs. There are three price points available for each and they feature masses of points and several exclusive microtransactions like armour sets, weapon skins, apparition portals and more!\n\n<italic>{Path of Exile: Expedition} will launch on July 23 (PDT) on PC and Mac, and on July 28 on Xbox and PlayStation.","Expedition","",[],[],"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground",1,""
