"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
87,"Metadata/Projectiles/BirdmanBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bloodballattach.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile",5,"",0,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
88,"Metadata/Projectiles/DominusDemonChargeProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
89,"Metadata/Projectiles/DominusDemonChargeEndProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",2250,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
90,"Metadata/Projectiles/LightningTrap","[""Metadata/Effects/Spells/traps/lightning_trap/projectile.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
91,"Metadata/Projectiles/ThrownWeapon","[""Metadata/Effects/Spells/spectral_weapon_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
92,"Metadata/Projectiles/SpikerSpike","[""Metadata/Effects/Spells/monsters_effects/act3/spiker_spine/spine.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
93,"Metadata/Projectiles/BookTornado","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_tornado_base.ao""]","[""start""]","[""end""]",700,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
94,"Metadata/Projectiles/FireTornado","[""Metadata/Effects/Spells/monsters_effects/Phoenix/Guardian_Of_Phoenix/vortex/firevortex.ao""]","[""start""]","[""end""]",700,"",4,1,"","Metadata/Projectiles/ProjectileGround",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
95,"Metadata/Projectiles/BookThrow","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_throw.ao""]","[""throw""]","[""end""]",750,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
96,"Metadata/Projectiles/SpectralThrowEbonyMTXNew","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony_new/boomerang.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
97,"Metadata/Projectiles/SpectralThrowGold","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/gold/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
98,"Metadata/Projectiles/SpectralThrowEbony","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony/rig_standalone.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
99,"Metadata/Projectiles/SpectralThrowBoomerang","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/boomerang/boomerange.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
100,"Metadata/Projectiles/SpectralThrowFairgraves","[""Metadata/Effects/Spells/fairgraves_spectral_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
101,"Metadata/Projectiles/BallLightningPlayer","[""Metadata/Effects/Spells/lightning_orb/lightning_orb_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
102,"Metadata/Projectiles/AtziriSpear","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
103,"Metadata/Projectiles/AtziriSpearRitual","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
104,"Metadata/Projectiles/MoltenStrikeChunk","[""Metadata/Effects/Spells/molten_strike/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
105,"Metadata/Projectiles/TornadoShotArrow","[""Metadata/Effects/Spells/tornado_shot_02/tornado_main_proj.ao""]",[],[],2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/tornado_shot_02/tornado_proj_stuck.ao","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
106,"Metadata/Projectiles/TornadoShotWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
107,"Metadata/Projectiles/HeiTiki","[""Metadata/Effects/Spells/monsters_effects/act4/HeiTiki/projectile.ao""]","[""projectile""]","[""projectileexplode""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
108,"Metadata/Projectiles/FishIceSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
109,"Metadata/Projectiles/RampageProjectile","[""Metadata/Effects/Spells/rampage/projectile/rig.ao""]","[""fireball""]","[""fireball_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
110,"Metadata/Projectiles/LightningTrapNoOrb","[""Metadata/Effects/Spells/traps/lightning_trap/projectile_no_orb.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
111,"Metadata/Projectiles/TornadoShotSecondaryArrow","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj.ao""]","[""projectile""]","[""impact""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/tornado_shot_02/tornado_proj_stuck.ao","Metadata/Effects/Spells/tornado_shot_02/tornado_proj_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[]
112,"Metadata/Projectiles/TornadoShotSecondaryWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
113,"Metadata/Projectiles/MinerLanternFire","[""Metadata/Effects/Spells/monsters_effects/act4/miner/lanter_fireball/miner_fireball_once.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
114,"Metadata/Projectiles/TaniwhaSpike","[""Metadata/Effects/Spells/monsters_effects/act4/taniwha/spike.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
115,"Metadata/Projectiles/WaterVortex","[""Metadata/Effects/Spells/monsters_effects/act4/water_elemental/whirlpool/whirlpool_attack.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
116,"Metadata/Projectiles/MortarMolten","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
117,"Metadata/Projectiles/TormentSpectralThrow","[""Metadata/Effects/Spells/fairgraves_spectral_throw/torment_spectral_throw.ao""]","[""1h_sword_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
118,"Metadata/Projectiles/RampageProjectilePoison","[""Metadata/Effects/Spells/rampage/poison_projectile/poison_projectile.ao""]","[""fireball""]","[""fireball_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
119,"Metadata/Projectiles/GladiatorSword","[""Metadata/Effects/Spells/monsters_effects/act4/gladiator/sword_throw/rig.ao""]","[""sword_throwloop""]","[""sword_end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
120,"Metadata/Projectiles/HandfingerHammer","[""Metadata/Effects/Spells/monsters_effects/act4/weapon_throws/default.ao""]","[""1h_mace_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
121,"Metadata/Projectiles/NoEffectsSpectralThrow","[""Metadata/Effects/Spells/monsters_effects/act4/weapon_throws/default.ao""]","[""1h_sword_throw""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
122,"Metadata/Projectiles/KaomWarriorElectricArrow","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/kaom_warrior_archer/electrical_arrow/rig.ao""]","[""electricalarrow""]","[""electricalarrowimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
123,"Metadata/Projectiles/HalfSkeletonSpike","[""Metadata/Effects/Spells/monsters_effects/act4/half_skeleton/spiral_projectile.ao""]","[""projectile_loop""]","[""projectile_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
124,"Metadata/Projectiles/HalfSkeletonSpikeChaosBreach","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/HalfSkeleton/spiral_projectile.ao""]","[""projectile_loop""]","[""projectile_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
125,"Metadata/Projectiles/MinerThrowSpawn","[""Metadata/Effects/Spells/monsters_effects/act4/miner/throw_spawn/throwspawn.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
126,"Metadata/Projectiles/MortarMoltenSmall","[""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/projectile.ao""]","[""projectile_projectilesmall""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
127,"Metadata/Projectiles/MortarDoedreBlood","[""Metadata/Effects/Spells/monsters_effects/Doedre_blood_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
128,"Metadata/Projectiles/MortarDoedreBloodTriggerBubbles","[""Metadata/Effects/Spells/monsters_effects/Doedre_blood_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
129,"Metadata/Projectiles/CorruptedBallLightning","[""Metadata/Effects/Spells/monsters_effects/act4/piety/sticky_orb/travel/orb_travel.ao""]","[""orbsticky_loop""]","[""orbtravel_enlarge""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
130,"Metadata/Projectiles/ShavronneProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",750,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
131,"Metadata/Projectiles/ShavronneLevitatingProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",750,1,2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
132,"Metadata/Projectiles/IceElementalProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/ice_elemental/ice_projectile.ao""]","[""icearrow""]","[""icearrowimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
133,"Metadata/Projectiles/PuiTotemProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/PuiTotem/projectile/ice_elemental_spear_projectile.ao""]","[""projectile""]","[""projectileexplode""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
134,"Metadata/Projectiles/FireElementalSpray","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/firespray/firespray.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
135,"Metadata/Projectiles/FireElementalMortar","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
136,"Metadata/Projectiles/DaressoCloneProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/charge/rig.ao""]","[""charge_travel""]","[""charge_end""]",1100,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
137,"Metadata/Projectiles/MassSkeletonArrowProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/skeletonmass/arrow.ao""]","[""skeletonmass_loop""]","[""skeletonmass_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
138,"Metadata/Projectiles/KaomMortarMolten","[""Metadata/Effects/Spells/monsters_effects/act4/Kaom/Volcano/chunks.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
139,"Metadata/Projectiles/StaticTetherProjectile","[""Metadata/Effects/Spells/static_tether/projectile/rig.ao""]","[""projectile_loop""]",[],2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
140,"Metadata/Projectiles/WandTeleportProjectile","[""Metadata/Effects/Spells/fireball/golden/rig.ao""]","[""fireball""]","[""fireball_explode""]",1040,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
141,"Metadata/Projectiles/MaligaroEtherealKnives","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/maligaro_projectile/maligaro_projectile.ao""]","[""loop""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
142,"Metadata/Projectiles/MalachaiMortar","[""Metadata/Effects/Spells/monsters_effects/act4/Malachai/projectile/MalachaiProjectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
143,"Metadata/Projectiles/ChurchStatueMoltenChunk","[""Metadata/Effects/Spells/monsters_effects/act3/statue_boss/divine_strike/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
144,"Metadata/Projectiles/IceStrikeProjectile","[""Metadata/Effects/Spells/ice_strike/iceprojectile.ao""]","[""icearrow""]",[],2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
145,"Metadata/Projectiles/FrostBladesProjectileStygian","[""Metadata/Effects/Microtransactions/Spells/ice_strike/stygian/iceprojectile.ao""]","[""icearrow""]",[],2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
146,"Metadata/Projectiles/NightwaneSnipeArrow","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/power_shot/power_shot.ao""]","[""loop""]","[""impact""]",4400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
147,"Metadata/Projectiles/HydraSnipeArrow","[""Metadata/Effects/Spells/monsters_effects/Hydra/piercing_arrow/piercing_arrow.ao""]","[""loop""]","[""impact""]",2200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
148,"Metadata/Projectiles/FireMortar","[""Metadata/Effects/Spells/fire_mortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
149,"Metadata/Projectiles/ElementalStrikeColdProjectile","[""Metadata/Effects/Spells/elemental_strike/ice/rig.ao""]","[""ice_projectile""]","[""ice_projectile_end""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
150,"Metadata/Projectiles/MalachaiShadowBarrage","[""Metadata/Effects/Spells/ninja_shotgun/rig.ao""]","[""knife_loop""]",[],1300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
151,"Metadata/Projectiles/RevenantLightningProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/projectile/rig.ao""]","[""projectile_loop""]","[""projectile_end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
152,"Metadata/Projectiles/TarMortar","[""Metadata/Effects/Spells/monsters_effects/act4/taster/mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
153,"Metadata/Projectiles/EyeBallLightning","[""Metadata/Effects/Spells/static_tether/ball/rig.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
154,"Metadata/Projectiles/MalachaiTriBomb","[""Metadata/Effects/Spells/monsters_effects/act4/Malachai/tribomb/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",370,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
155,"Metadata/Projectiles/IceElementalSwordProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/ice_elemental/ice_sword_projectile/rig.ao""]","[""icesword""]","[""iceswordimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
156,"Metadata/Projectiles/HandfingerFireThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/act4/Handfinger/hammer_throw/rig.ao""]","[""1h_mace_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
157,"Metadata/Projectiles/TaniwhaBlue","[""Metadata/Effects/Spells/monsters_effects/act4/taniwha/spike_BLUE.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
158,"Metadata/Projectiles/ShrapnelShotSpecificRange","[""Metadata/Effects/Spells/shrapnel_shot/cone_projectile.ao""]","[""proj1"",""proj2"",""proj3""]","[""impact""]",2173,"",2,"","","Metadata/Projectiles/Projectile",1,3518,3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
159,"Metadata/Projectiles/ShrapnelShot","[""Metadata/Effects/Spells/shrapnel_shot/projectile.ao""]","[""arrow_loop""]","[""arrow_impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
160,"Metadata/Projectiles/StaticTether","[""Metadata/Effects/Spells/static_tether/projectile/rig.ao""]","[""projectile_loop""]","[""projectile_end""]",3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
161,"Metadata/Projectiles/LightningGolemProjectile","[""Metadata/Effects/Spells/monsters_effects/lightning_elemental/projectile/rig.ao""]","[""projectile_idle""]","[""projectile_explode""]",2000,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
162,"Metadata/Projectiles/ChainingPhysicalProjectile","[""Metadata/Effects/Spells/chaining_physical_projectile/chaining_physical_projectile.ao""]","[""loop""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
