"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]"
118,"Metadata/Chests/Chest22",1,4,"Trunk","[""Metadata/Chests/Chests/Chest22.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
119,"Metadata/Chests/Chest23",1,4,"Chest","[""Metadata/Chests/Chests/Chest23.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
120,"Metadata/Chests/Chest24",1,4,"Chest","[""Metadata/Chests/Chests/Chest24.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
121,"Metadata/Chests/Chest25",1,2,"Trunk","[""Metadata/Chests/Chests/Chest25.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
122,"Metadata/Chests/Chest26",1,2,"Chest","[""Metadata/Chests/Chests/Chest26.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
123,"Metadata/Chests/Chest27",1,4,"Chest","[""Metadata/Chests/Chests/Chest27.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
124,"Metadata/Chests/TemplarChest01",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
125,"Metadata/Chests/TemplarChest02",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest02.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
126,"Metadata/Chests/TemplarChest03",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
127,"Metadata/Chests/TemplarChest04",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest04.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
128,"Metadata/Chests/TemplarChest05",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest05.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
129,"Metadata/Chests/TemplarChest06",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest06.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
130,"Metadata/Chests/TemplarChest07",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest07.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
131,"Metadata/Chests/MeagreBundle01",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_floor.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
132,"Metadata/Chests/MeagreBundle02",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_spike.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
133,"Metadata/Chests/MeagreBundle03",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_stick.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
134,"Metadata/Chests/OssuaryChests/WallChest",1,7,"Sealed Remains","[""Metadata/Terrain/Theopolis/Ossuary/Feature/Ossuary_thickwall_Chest_straight_v01_01_chest_animation.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
135,"Metadata/Chests/GoldPot1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
136,"Metadata/Chests/GoldPot2v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
137,"Metadata/Chests/GoldPot2v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
138,"Metadata/Chests/GoldPot3",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
139,"Metadata/Chests/GoldPot4v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
140,"Metadata/Chests/GoldPot4v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
141,"Metadata/Chests/GoldPot1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
142,"Metadata/Chests/GoldPot2v1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
143,"Metadata/Chests/GoldPot2v2old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
144,"Metadata/Chests/GoldPot3old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
145,"Metadata/Chests/GoldPot4v1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
146,"Metadata/Chests/GoldPot4v2old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
147,"Metadata/Chests/KaomChest01",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
148,"Metadata/Chests/KaomChest02",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest02.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
149,"Metadata/Chests/KaomChest03",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest03.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
150,"Metadata/Chests/KaomChest04",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest04.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
151,"Metadata/Chests/KaomBonePile1",1,4,"Bone Pile","[""Metadata/Chests/KaomChests/KaomBonePile1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
152,"Metadata/Chests/PrimevalChest01",1,4,"Chest","[""Metadata/Chests/ProtoVaal/ProtoVaalChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
153,"Metadata/Chests/PrimevalChest02",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaalChest02.ao""]","",1,1,"",1,95,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
154,"Metadata/Chests/PrimevalChest03",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaalChest03.ao""]","",1,2,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
155,"Metadata/Chests/PrimevalChest04",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaal04.ao""]","",1,3,"",1,105,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
156,"Metadata/Chests/Cacoon1",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
157,"Metadata/Chests/Cacoon2",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
158,"Metadata/Chests/Cacoon3",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
159,"Metadata/Chests/CocoonRot1",1,4,"Rotted Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
160,"Metadata/Chests/CocoonRot2",1,4,"Decayed Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
161,"Metadata/Chests/CocoonRot3",1,4,"Putrid Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
162,"Metadata/Chests/DarkPot1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
163,"Metadata/Chests/DarkPot2v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
164,"Metadata/Chests/DarkPot2v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
165,"Metadata/Chests/DarkPot3",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
166,"Metadata/Chests/DarkPot4v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
167,"Metadata/Chests/DarkPot4v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
168,"Metadata/Chests/DarkPot1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
169,"Metadata/Chests/DarkPot2v1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot2v1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
170,"Metadata/Chests/DarkPot2v2_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot2v2_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
171,"Metadata/Chests/DarkPot3_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot3_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
172,"Metadata/Chests/DarkPot4v1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot4v1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
173,"Metadata/Chests/DarkPot4v2_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot4v2_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
174,"Metadata/Chests/CaveBoulder1",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave1.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
175,"Metadata/Chests/CaveBoulder2",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave2.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
176,"Metadata/Chests/CaveBoulder3",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave3.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
177,"Metadata/Chests/ProdWounded1",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded1.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
178,"Metadata/Chests/ProdWounded2",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded2.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
179,"Metadata/Chests/ProdWounded3",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded3.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
180,"Metadata/Chests/ProdWounded4",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded4.ao""]",1,"",10,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
181,"Metadata/Chests/TutorialSupportGemChest","",4,"Large Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]","",1,0,"","",100,[],"","",[],[],7,0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
182,"Metadata/Chests/QuestChests/RhoaChest",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],4700,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
183,"Metadata/Chests/QuestChests/RhoaChest2",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],4701,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
184,"Metadata/Chests/QuestChests/RhoaChest3",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],4702,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
185,"Metadata/Chests/QuestChests/Fairgraves/AllFlameSlaveGirl",1,3,"Slave Girl","[""Metadata/Chests/QuestChests/Fairgraves/AllFlameWoundedFemale.ao""]","",1,4,"","",100,[],4704,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
186,"Metadata/Chests/QuestChests/Tolman/TolmanChair","",5,"Tolman","[""Metadata/Chests/QuestChests/Tolman/electric_chair.ao""]","",1,0,"","",100,[],4713,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
187,"Metadata/Chests/QuestChests/Helena/PoisonCart","",7,"Strange Device","[""Metadata/Chests/QuestChests/Helena/poison_gem.ao""]","",1,0,"","",100,[],4710,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
188,"Metadata/Chests/QuestChests/ChurchAltar","",4,"Altar","[""Metadata/Chests/Barrels/Barrel1.ao""]","",1,0,"","",100,[],4711,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
189,"Metadata/Chests/QuestChests/Fairgraves/FruitTree","",4,"Plum","[""Metadata/Terrain/RuinedCity/Garden/Features/fruittree_fruittree.ao""]","",1,0,"","",100,[],4726,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
190,"Metadata/Chests/QuestChests/Fairgraves/DecanterChest","",4,"Ornate Chest","[""Metadata/Chests/Chests/Chest1v1.ao""]","",1,0,"","",100,[],4725,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
191,"Metadata/Chests/QuestChests/Victario/Stash1","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],4718,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
192,"Metadata/Chests/QuestChests/Victario/Stash2","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],4719,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
193,"Metadata/Chests/QuestChests/Victario/Stash3","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],4720,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
194,"Metadata/Chests/QuestChests/Dialla/RibbonSpoolChest","",5,"Blackguard Chest","[""Metadata/Chests/QuestChests/Dialla/RibbonSpoolChest.ao""]","",1,0,"","",100,[],4714,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
195,"Metadata/Chests/QuestChests/Dialla/SulphiteChest","",5,"Supply Container","[""Metadata/Chests/QuestChests/Dialla/sulphite_flask_quest_v01_01.ao""]","",1,0,"","",100,[],4712,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
196,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand1","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],4721,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
197,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand2","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],4722,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
198,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand3","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],4723,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
199,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand4","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],4724,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
200,"Metadata/Chests/QuestChests/Vilenta/SupplyChest","",2,"Experimental Supplies","[""Metadata/Chests/QuestChests/Vilenta/MiasmeterChest.ao""]","",1,0,"","",100,[],4735,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
201,"Metadata/Chests/QuestChests/Ossuary/PurityBox","",5,"Tomb of the First Templar","[""Metadata/Chests/GoldenChests/GoldenChest2.ao""]","",1,0,"","",100,[],4737,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
202,"Metadata/Chests/QuestChests/Reliquary/RelicCase1","",4,"Karui Relic Case","[""Metadata/Chests/KaomChests/KaomChest01.ao""]","",1,0,"","",100,[],4738,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
203,"Metadata/Chests/QuestChests/Reliquary/RelicCase2","",4,"Karui Relic Case","[""Metadata/Chests/KaomChests/KaomChest02.ao""]","",1,0,"","",100,[],4739,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
204,"Metadata/Chests/QuestChests/Reliquary/RelicCase3","",4,"Karui Relic Case","[""Metadata/Chests/KaomChests/KaomChest03.ao""]","",1,0,"","",100,[],4740,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
205,"Metadata/Chests/QuestChests/Solaris/SolarisThrone","",4,"Solaris Throne","[""Metadata/Chests/QuestChests/Solaris/SolarisThrone.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
206,"Metadata/Chests/QuestChests/BestelChest","",4,"Storage Chest","[""Metadata/Chests/Chests/Chest8old.ao""]","",1,0,"","",100,[],4744,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
207,"Metadata/Chests/QuestChests/BlackFlagChest","",4,"Flag Chest","[""Metadata/Chests/QuestChests/BlackFlagChest.ao""]","",1,0,"","",100,[],4745,"",[],[],7,0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
208,"Metadata/Chests/QuestChests/MaligaroMapChest","",4,"Container of Sins","[""Metadata/Chests/QuestChests/MaligarosMapContainer.ao""]","",1,0,"","",100,[],4750,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
209,"Metadata/Chests/QuestChests/LocketChest","",4,"Dirty Lockbox","[""Metadata/Chests/Chests/Chest21.ao""]","",1,0,"","",100,[],4753,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
210,"Metadata/Chests/QuestChests/KisharaStarChest","",4,"Kishara's Lockbox","[""Metadata/Chests/Chests/Chest21.ao""]","",1,0,"","",100,[],4752,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
211,"Metadata/Chests/QuestChests/Fireflies/FireflyChest1","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4756,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
212,"Metadata/Chests/QuestChests/Fireflies/FireflyChest2","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4757,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
213,"Metadata/Chests/QuestChests/Fireflies/FireflyChest3","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4758,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
214,"Metadata/Chests/QuestChests/Fireflies/FireflyChest4","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4759,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
215,"Metadata/Chests/QuestChests/Fireflies/FireflyChest5","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4760,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
216,"Metadata/Chests/QuestChests/Fireflies/FireflyChest6","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4761,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
217,"Metadata/Chests/QuestChests/Fireflies/FireflyChest7","",4,"Firefly","[""Metadata/Chests/QuestChests/Fireflies/firefly_chest.ao""]","",1,0,"","",100,[],4762,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
218,"Metadata/Chests/QuestChests/AnkhChest","",4,"Sealed Casket","[""Metadata/Chests/Chests/TutorialChest.ao""]","",1,0,"","",100,[],4769,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
219,"Metadata/Chests/QuestChests/Titucius/TituciusChest","",8,"Tomb of Hector Titucius","[""Metadata/Chests/QuestChests/Titucius/TiticiousTomb.ao""]","",1,0,"","",100,[],4770,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
220,"Metadata/Chests/QuestChests/TheurgicPrecipitate","",6,"Theurgic Precipitate Machine","[""Metadata/Terrain/Doodads/Act9/Refinery/TheurgicPrecipitateMachineDoor.ao""]","",1,0,"","",100,[],4776,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
221,"Metadata/Chests/QuestChests/Potion",1,4,"Sealed Chest","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,0,"","",100,[],4783,"",[],[],0,0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
222,"Metadata/Chests/QuestChests/Teardrop",1,4,"Pearl Case","[""Metadata/Chests/QuestChests/TsoarthaTeardropChest.ao""]","",1,0,"","",100,[],4784,"",[],[],0,0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
223,"Metadata/Chests/QuestChests/Dominus/DominusDesk","",4,"Dominus' Desk","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],4789,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[]
224,"Metadata/Chests/WeaponRack1",1,4,"Weapon Rack","[""Metadata/Chests/WeaponArmourRack/weaponrack.ao""]","",1,10,"","",100,"[0,9]","","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[2825364,125000]"
225,"Metadata/Chests/WeaponRack2",1,4,"Weapon Rack","[""Metadata/Chests/WeaponArmourRack/weaponrack02.ao""]","",1,10,"","",100,"[0,9]","","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[2825364,125000]"
226,"Metadata/Chests/WeaponRack3",1,4,"Weapon Rack","[""Metadata/Chests/WeaponArmourRack/weaponrack03.ao""]","",1,10,"","",100,"[0,9]","","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[2825364,125000]"
