"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
116,"flask_utility_resist_cold","You have additional Cold Resistance and less Cold Damage taken","","","Sapphire Flask","[146,8687]",1,3,"","","","",18,109,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[146,8687]",[],0,""
117,"flask_utility_resist_lightning","You have additional Lightning Resistance and less Lightning Damage taken","","","Topaz Flask","[148,8688]",1,3,"","","","",18,110,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[148,8688]",[],0,""
118,"flask_utility_ironskin","You have additional Armour","","","Granite Flask",[116],1,3,"","","","",18,111,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[116],[],0,""
119,"flask_utility_sprint","You have increased Movement Speed","","","Quicksilver Flask",[177],1,3,"","","","",18,112,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,""
120,"flask_utility_resist_chaos","You have additional Chaos Resistance","","","Amethyst Flask",[150],1,3,"","","","",18,113,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,""
121,"flask_utility_phase","You have additional chance to Dodge Spells and Attacks and Phasing, allowing you to move through enemies","","","Quartz Flask","[1859,1938,1939]",1,3,"","","","",18,114,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1859,1938,1939]",[],0,""
122,"flask_utility_evasion","You have additional Evasion Rating","","","Jade Flask",[119],1,3,"","","","",18,115,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[119],[],0,""
123,"flask_utility_stone","You have more Armour","","","Basalt Flask",[14451],1,3,"","","","",18,123,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14451],[],0,""
124,"flask_utility_aquamarine","The effect of being Frozen on you is reduced.","","","Aquamarine Flask",[14454],1,3,"","","","",18,118,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14454],[],0,""
125,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[141],1,3,"","","","",18,119,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[141],[],0,""
126,"flask_utility_smoke","You have more Evasion Rating","","","Stibnite Flask",[14450],1,3,"","","","",18,120,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14450],[],0,""
127,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",18,121,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
128,"flask_utility_haste","You have Onslaught","","","Silver Flask",[1755],1,3,"","","","",18,122,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1755],[],0,""
129,"flask_utility_rarity","You find items of increased Rarity","","","Gold Flask",[153],1,3,"","","","",18,124,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[153],[],0,""
130,"flask_utility_ward","You have additional Ward","","","Iron Flask",[14397],1,3,"","","","",18,125,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14397],[],0,""
131,"flask_utility_adaptation","You have additional Adaptation Rating","","","Steel Flask",[14405],1,3,"","","","",18,126,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14405],[],0,""
132,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[398],1,3,"","","","",18,128,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[398],[],0,""
133,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[177],1,3,"","","","",18,129,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,""
134,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[477],1,3,"","","","",18,130,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
135,"elemental_equilibrium_buff","You are affected by Elemental Equilibrium. Your resistances are temporarily altered.","","","Elemental Equilibrium","[144,146,148]",1,2,"","","",1,18,362,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[144,146,148]",[],0,""
136,"hidden_monster","",1,"","","[140,702,864,1860]","",2,"","","","",18,0,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,702,864,1860]",[],0,""
137,"block_test","Testing only!!!!","",1,"Block Test","[19,216]",1,2,"","","","",18,131,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[19,216]",[],0,""
138,"bleeding","You are Bleeding, causing you to take Physical Damage over time. The Damage will be higher while you are moving.","","","Bleeding","[7851,462]",1,3,"","","",1,18,132,1,"",2,"",1,1,"",0,"","Bleeding","","","","","",4,"","",0,[],"","","","",[],[],"[7851,462]",[14613],0,""
139,"bleeding_moving","",1,"","",[7851],1,3,"","","",1,18,133,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7851],[],0,""
140,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[7175,1133,6108,13009,1038,24,1910,451]",1,3,"","","","",18,136,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7175,1133,6108,13009,1038,24,1910,451]",[],0,""
141,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[7176,119,620,3654,1038,24,1910,451]",1,3,"","","","",18,137,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7176,119,620,3654,1038,24,1910,451]",[],0,""
142,"player_aura_resists","Grants additional Elemental Resistances","",1,"Purity of Elements Aura","[7187,141,946,947,948,596,620,1038,24,1910,451]",1,3,"","","","",18,138,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7187,141,946,947,948,596,620,1038,24,1910,451]",[],0,""
143,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura","[7184,946,144,593,192,1038,24,1910,451]",1,3,"","","","",18,139,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7184,946,144,593,192,1038,24,1910,451]",[],0,""
144,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura","[7185,947,146,594,191,1038,24,1910,451]",1,3,"","","","",18,140,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7185,947,146,594,191,1038,24,1910,451]",[],0,""
145,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura","[7186,948,148,595,193,1038,24,1910,451]",1,3,"","","","",18,141,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7186,948,148,595,193,1038,24,1910,451]",[],0,""
146,"player_aura_energy_shield","Grants additional Energy Shield, and increased Energy Shield Recharge Rate","",1,"Discipline Aura","[7177,133,138,8902,139,1038,24,1910,451]",1,3,"","","","",18,142,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7177,133,138,8902,139,1038,24,1910,451]",[],0,""
147,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[7179,45,46,1593,1594,177,209,1038,24,1910,451]",1,3,"","","","",18,144,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7179,45,46,1593,1594,177,209,1038,24,1910,451]",[],0,""
148,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[7180,448,8913,6501,13092,1038,24,1910,451]",1,3,"","","","",18,147,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7180,448,8913,6501,13092,1038,24,1910,451]",[],0,""
149,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[7178,59,60,2976,1038,24,1910,451]",1,3,"","","","",18,150,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7178,59,60,2976,1038,24,1910,451]",[],0,""
150,"player_aura_speed","Grants increased Cast and Attack Speeds.","",1,"Haste Aura","[7183,70,216,177,1345,175,13091,1038,24,1910,451]",1,3,"","","","",18,154,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7183,70,216,177,1345,175,13091,1038,24,1910,451]",[],0,""
151,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[7181,125,3104,584,1038,24,1910,451]",1,3,"","","","",18,156,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7181,125,3104,584,1038,24,1910,451]",[],0,""
152,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
153,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[7182,131,400,12991,1038,24,1910,451]",1,3,"","","","",18,157,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7182,131,400,12991,1038,24,1910,451]",[],0,""
154,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[7175,1038,141,1038,24,1910,451]",1,3,"","","","",18,162,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7175,1038,141,1038,24,1910,451]",[],0,""
155,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[7181,451,1038,24,1910,451]",1,3,"","","","",18,161,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7181,451,1038,24,1910,451]",[],0,""
156,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[7182,1899,1038,24,1910,451]",1,3,"","","","",18,300,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7182,1899,1038,24,1910,451]",[],0,""
157,"vaal_aura_dodge","Grants Dodge chance","",1,"Vaal Grace Aura","[7176,1938,1939,1038,24,1910,451]",1,3,"","","","",18,301,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7176,1938,1939,1038,24,1910,451]",[],0,""
158,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[7177,133,2294,1038,24,1910,451]",1,3,"","","","",18,302,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7177,133,2294,1038,24,1910,451]",[],0,""
159,"vaal_aura_speed","Grants increased Cast, Attack and Movement Speeds.","",1,"Vaal Haste Aura","[7183,70,216,177,1038,24,1910,451]",1,3,"","","","",18,303,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7183,70,216,177,1038,24,1910,451]",[],0,""
160,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6945],1,3,"","","",1,18,163,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[6945],[],0,""
161,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap",[7800],1,3,"","","",1,18,163,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","","",4,"","",0,[],"","","","",[],[],[7800],[],0,""
162,"beartrap_debuff_damage_taken","",1,"","",[3505],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3505],[],0,""
163,"trap_convert_buff","You have been temporarily converted to another team","","","Converted","[24,3423]",1,3,"","","",1,18,164,1,"",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[1657],[4742],"[24,3423,1657]",[],0,""
164,"ground_fire_burn","You are taking burning damage while standing on burning ground","","","Burning Ground","[1984,3248]",1,3,"","","","",18,165,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1984,3248]",[],0,""
165,"ground_ice_chill","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8444],1,3,"","","","",1,166,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[8444],"[3249,14615]",16842752,""
166,"ground_tar_slow","Your movement speed is reduced while standing in tar","","","Tarred Ground",[177],1,3,"","","","",18,167,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,""
167,"monster_no_drops_buff","",1,"","",[891],"",2,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[891],[],0,""
168,"totem_aura_life_regen","Grants Life regeneration","",1,"Rejuvenation Totem Aura","[125,1038,24,1910,451]",1,3,"","","","",18,168,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[125,1038,24,1910,451]",[],0,""
169,"totem_aura_life_mana_regen","Grants Life and Mana regeneration","",1,"Rejuvenation Totem Aura","[125,131,1038,24,1910,451]",1,3,"","","","",18,168,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[125,131,1038,24,1910,451]",[],0,""
170,"monster_aura_cold_damage","Allies deal additional cold damage","","","Cold Damage Aura",[448],1,3,"","","","",18,169,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[448],[],0,""
171,"monster_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",18,170,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,""
172,"monster_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",18,171,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,""
173,"ambrosia_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",18,172,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,""
174,"amarissa_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",18,173,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,""
175,"blinded","You are significantly less accurate","","","Blinded",[973],1,3,"","","",1,3,174,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[973],[],0,""
176,"monster_aura_always_crit","Allies always get Critical Strikes","","","Always Crit Aura",[348],1,3,"","","","",18,176,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[348],[],0,""
177,"monster_aura_evasion","Allies have additional Evasion","","","Evasion Aura",[119],1,3,"","","","",18,177,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[119],[],0,""
178,"ice_shield","Some Physical and Fire damage to you is prevented, Consumes Mana","",1,"Arctic Armour","[1080,1179,1180,177]",1,3,"","","",1,18,178,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[1080,1179,1180,177]",[],0,""
179,"ice_shield_moving","",1,"","",[1080],1,3,"","","","",18,0,1,"",1,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1080],[],0,""
180,"frozen_damage_increase","You take increased damage","","","Frozen Damage Increase",[477],1,3,"","","",1,18,179,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,""
181,"red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,180,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
182,"blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,181,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
183,"minion_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,182,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
184,"minion_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,183,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
185,"trap_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,184,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
186,"trap_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,185,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
187,"cheat_alternate_skill_art","You are using alternate skill art","",1,"Cheat","[347,1305]","",2,"","","","",18,186,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[347,1305]",[],0,""
188,"lightning_thorns","You emit Lightning Projectiles when hit.","","","Lightning Thorns","[1291,1286,4956]",1,3,"","","",1,18,187,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],"[1291,1286,4956]",[],0,""
189,"piety_fire_form","",1,"","","[2,3,324,325,177,718,70,1104,2950]",1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2,3,324,325,177,718,70,1104,2950]",[],0,""
190,"piety_ice_form","",1,"","","[2,177,718,70]",1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2,177,718,70]",[],0,""
191,"piety_transformed_debuff","",1,"","","[1206,177]",1,2,"","","",1,18,189,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1206,177]",[],0,""
192,"cheat_blood_override","","",1,"Blood Cheat",[1208],1,2,"","","",1,18,190,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1208],[],0,""
193,"leaving_area_protection","",1,"","","[140,864]","",2,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,864]",[],0,""
194,"awesomerorybuff","aoe, life, can't die","",1,"","[434,124,398]","",2,"","","","",18,191,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[434,124,398]",[],0,""
195,"strdexint","Str Dex Int","",1,"","[574,580,577]","",2,"","","","",18,192,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[574,580,577]",[],0,""
196,"vinktar_lightning_bond_in_beam","You're taking Lightning Damage from Lightning Bond","","","Lightning Bond",[1988],1,3,"","","",1,18,494,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1988],[],0,""
197,"searing_bond_in_beam","You're taking Burning Damage from a Searing Bond skill","","","Searing Beam",[1984],1,3,"","","",1,18,193,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1984],[],0,""
198,"minionstest","Max Spectres, Zombies, Skeletons, Skeletons per cast","",1,"Minion Test","[164,165,547,548]",1,2,"","","",1,18,194,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[164,165,547,548]",[],0,""
