"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
66,"Metadata/Chests/FungalBloom/FungalBloom",1,2,"Bloom","Bulbe","Blüte","花","포자 꽃","Flor","Соцветие","Brote","ดอกเห็ด","盛開","[""Metadata/Chests/FungalBloom/FungalBloom.ao""]",1,"",1,"",1,45,[],"","",[7520],[],"",0,"","M","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
67,"Metadata/Chests/Laboratory/WormJarSmall_01",1,3,"Bloodworm Jar","Bocal à vers de vase","Blutwurm-Gefäß","赤虫の瓶","피지렁이 단지","Jarro de Sanguessugas","Сосуд с кровавыми червями","Vasija de Gusanos de Sangre","ขวดโหลหนอนเลือด","血蟲罈","[""Metadata/Chests/Laboratory/Wormcontainer_Large_01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
68,"Metadata/Chests/Laboratory/WormJarSmall_02",1,3,"Bloodworm Jar","Bocal à vers de vase","Blutwurm-Gefäß","赤虫の瓶","피지렁이 단지","Jarro de Sanguessugas","Сосуд с кровавыми червями","Vasija de Gusanos de Sangre","ขวดโหลหนอนเลือด","血蟲罈","[""Metadata/Chests/Laboratory/Wormcontainer_Large_02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
69,"Metadata/Chests/Laboratory/WormJarSmall_03",1,3,"Bloodworm Jar","Bocal à vers de vase","Blutwurm-Gefäß","赤虫の瓶","피지렁이 단지","Jarro de Sanguessugas","Сосуд с кровавыми червями","Vasija de Gusanos de Sangre","ขวดโหลหนอนเลือด","血蟲罈","[""Metadata/Chests/Laboratory/Wormcontainer_Large_03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
70,"Metadata/Chests/Laboratory/WormJarSmall_04",1,3,"Bloodworm Jar","Bocal à vers de vase","Blutwurm-Gefäß","赤虫の瓶","피지렁이 단지","Jarro de Sanguessugas","Сосуд с кровавыми червями","Vasija de Gusanos de Sangre","ขวดโหลหนอนเลือด","血蟲罈","[""Metadata/Chests/Laboratory/Wormcontainer_Large_04.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJar_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
71,"Metadata/Chests/Laboratory/RatCrate_01",1,3,"Plaguerat Crate","Caisse de rats pestiférés","Kiste mit Seuchenratten","疫病鼠の木箱","역병 쥐 나무상자","Caixa Infestada de Ratos","Ящик с чумными крысами","Caja de Ratas de Plaga","ลังไม้หนูขี้โรค","疫病鼠箱","[""Metadata/Chests/Laboratory/Ratcrate_01.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
72,"Metadata/Chests/Laboratory/RatCrate_04",1,3,"Plaguerat Crate","Caisse de rats pestiférés","Kiste mit Seuchenratten","疫病鼠の木箱","역병 쥐 나무상자","Caixa Infestada de Ratos","Ящик с чумными крысами","Caja de Ratas de Plaga","ลังไม้หนูขี้โรค","疫病鼠箱","[""Metadata/Chests/Laboratory/Ratcrate_04.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
73,"Metadata/Chests/Laboratory/RatCrate_05",1,3,"Plaguerat Crate","Caisse de rats pestiférés","Kiste mit Seuchenratten","疫病鼠の木箱","역병 쥐 나무상자","Caixa Infestada de Ratos","Ящик с чумными крысами","Caja de Ratas de Plaga","ลังไม้หนูขี้โรค","疫病鼠箱","[""Metadata/Chests/Laboratory/Ratcrate_05.ao""]",1,"",1,"",1,40,[],"","",[],[],"",0,"","F","F","","","F","","M","","",100,"","",[],"","Metadata/Chests/Laboratory/RatCrate_Spawner",1,"",[],"",0,0,"","","","","",[],"",[]
74,"Metadata/Chests/Laboratory/LabJar_01",1,3,"Bell Jar","Jarre en verre","Glasglocke","ガラス鐘","종형 병","Redoma","Стеклянный колпак","Campana de cristal","ครอบแก้ว","鐘罐","[""Metadata/Chests/Laboratory/Wormcontainer_Large_01.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","","",[],"",[]
75,"Metadata/Chests/Laboratory/LabJar_02",1,3,"Bell Jar","Jarre en verre","Glasglocke","ガラス鐘","종형 병","Redoma","Стеклянный колпак","Campana de cristal","ครอบแก้ว","鐘罐","[""Metadata/Chests/Laboratory/Wormcontainer_Large_02.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","","",[],"",[]
76,"Metadata/Chests/Laboratory/LabJar_03",1,3,"Bell Jar","Jarre en verre","Glasglocke","ガラス鐘","종형 병","Redoma","Стеклянный колпак","Campana de cristal","ครอบแก้ว","鐘罐","[""Metadata/Chests/Laboratory/Wormcontainer_Large_03.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","","",[],"",[]
77,"Metadata/Chests/Laboratory/LabJar_04",1,3,"Bell Jar","Jarre en verre","Glasglocke","ガラス鐘","종형 병","Redoma","Стеклянный колпак","Campana de cristal","ครอบแก้ว","鐘罐","[""Metadata/Chests/Laboratory/Wormcontainer_Large_04.ao""]",1,"",3,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Laboratory/WormJarNoMonsters",1,"",[],"",0,0,"","","","","",[],"",[]
78,"Metadata/Chests/Pot1",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
79,"Metadata/Chests/Pot2v1",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
80,"Metadata/Chests/Pot2v2",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
81,"Metadata/Chests/Pot3",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
82,"Metadata/Chests/Pot4v1",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
83,"Metadata/Chests/Pot4v2",1,2,"Pot","Pot","Tongefäß","壺","항아리","Vaso","Горшок","Vasija","ไห","壺","[""Metadata/Chests/Pots/Pot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","N","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
84,"Metadata/Chests/Urn1",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","คนโท","甕","[""Metadata/Chests/Pots/Urn1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
85,"Metadata/Chests/Urn2v1",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","คนโท","甕","[""Metadata/Chests/Pots/Urn2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
86,"Metadata/Chests/Urn3",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","คนโท","甕","[""Metadata/Chests/Pots/Urn3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
87,"Metadata/Chests/Urn4v1",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","คนโท","甕","[""Metadata/Chests/Pots/Urn4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
88,"Metadata/Chests/Urn4v2",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","คนโท","甕","[""Metadata/Chests/Pots/Urn4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","F","F","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
89,"Metadata/Chests/Chest1v1",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest1v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
90,"Metadata/Chests/Chest1v2",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest1v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
91,"Metadata/Chests/Chest2v1",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest2v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
92,"Metadata/Chests/Chest2v2",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest2v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
93,"Metadata/Chests/Chest2v3",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest2v3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
94,"Metadata/Chests/Chest3",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
95,"Metadata/Chests/Chest4",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest4.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
96,"Metadata/Chests/Chest5v1",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest5v1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
97,"Metadata/Chests/Chest5v1old",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest5v1old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
98,"Metadata/Chests/Chest5v2",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest5v2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
99,"Metadata/Chests/Chest5v2old",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest5v2old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
100,"Metadata/Chests/Chest6",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest6.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
101,"Metadata/Chests/Chest7",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest7.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
102,"Metadata/Chests/Chest7old",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest7old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
103,"Metadata/Chests/Chest8",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest8.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
104,"Metadata/Chests/Chest8old",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest8old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
105,"Metadata/Chests/Chest9",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest9.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
106,"Metadata/Chests/Chest10",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest10.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
107,"Metadata/Chests/Chest11",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest11.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
108,"Metadata/Chests/Chest12",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest12.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
109,"Metadata/Chests/Chest13",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest13.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
110,"Metadata/Chests/Chest14",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest14.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
111,"Metadata/Chests/Chest15",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest15.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
112,"Metadata/Chests/Chest16",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest16.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
113,"Metadata/Chests/Chest17",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest17.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
114,"Metadata/Chests/Chest18",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest18.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
115,"Metadata/Chests/Chest19",1,3,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Chests/Chest19.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
116,"Metadata/Chests/Chest20",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Chests/Chest20.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
117,"Metadata/Chests/Chest21",1,2,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Chests/Chest21.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
118,"Metadata/Chests/Chest22",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Chests/Chest22.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
119,"Metadata/Chests/Chest23",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest23.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
120,"Metadata/Chests/Chest24",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest24.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
121,"Metadata/Chests/Chest25",1,2,"Trunk","Malle","Kiste","トランク","트렁크","Guarda Coisas","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Chests/Chest25.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","F","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
122,"Metadata/Chests/Chest26",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Chests/Chest26.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
