"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32","bool"
390,"C_G2_town_marker_dreadnought",163,0,0,0,[],"The Dreadnought","",[4582],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerDreadnought","","","","",4205,4205,""
391,"C_G2_town_marker_ascendancy",163,0,0,0,[],"Trial of the Sekhemas","",[4539],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerAscendancy","","","","",4205,4205,""
392,"C_G2_town_marker_toact3",163,0,0,0,[],"Sandswept Marsh","",[72],8,[72],[],"","",396,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerToAct3","","","","",4205,4205,""
393,"C_G2_1",164,0,0,0,[164],"Vastiri Outskirts","Corruption has come to the desert, but these sands have always been red.",[2906],8,[2906],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinOutpost","","","","",4205,4205,""
394,"C_G2_1_Rathbreaker",164,0,0,0,[],"Rathbreaker","...howls echo across the barrens...",[2906],8,[72],[4322],"","WorldMapContentBoss",393,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4205,4205,""
395,"C_G2_1_RathbreakerSlain",164,0,0,0,[],"Rathbreaker","Only silence lurks now.",[4322],8,[72],[],"","WorldMapContentBossDone",393,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4205,4205,1
396,"C_G2_town",163,0,0,0,[163],"The Ardura Caravan","Brutal restraint makes life in the desert possible.",[2906],8,[2907],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTown","",3725,"War taught the Maraketh the difference between pragmatism and cruelty. Peace demands they remember that lesson.","",4205,4205,""
397,"C_G2_2",165,0,0,0,[165],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",8,[2908],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassage","","","",1,4205,4205,""
398,"C_G2_2_Underground",165,0,0,0,[],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",8,[72],[],"","",397,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassageUnderground","","","","",4205,4205,""
399,"C_G2_2_Balbala",165,0,0,0,[],"Balbala, the Traitor","...the tale-women claim the traitor was bound here...",[2908],8,[72],[4792],"","WorldMapContentBossSanctum",397,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4205,4205,""
400,"C_G2_2_BalbalaSlain",165,0,0,0,[],"Balbala, the Traitor","...the traitor, once bound, has now been released...",[4792],8,[72],[],"","WorldMapContentBossSanctumDone",397,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4205,4205,1
401,"C_G2_2_BellChest",165,0,0,0,[],"Bell Chest","The ancient bell chest chimes, whispering echoes of forgotten times.",[2908],8,[72],[119],"","WorldMapContentBag",397,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBellChest",0,"","","",4205,4205,""
402,"C_G2_2_BellChestOpened",165,0,0,0,[],"Bell Chest","The bell chest lay silent, its chimes unheard for ages.",[119],8,[72],[],"","WorldMapContentBagDone",397,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBellChest",0,"","","",4205,4205,1
403,"C_G2_3",166,0,0,0,[166],"The Halani Gates","Maws of stone threaten to snap shut on the unwary.",[2908],8,[2909],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinGates","","","","",4205,4205,""
404,"C_G2_3_Lim",166,0,0,0,[],"Forward Command Tents","...the bodies of the Gates' dekharas have been raised on spikes...",[2909],8,[72],[4902],"","WorldMapContentRareMonster",403,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4205,4205,""
405,"C_G2_3_LimDone",166,0,0,0,[],"Forward Command Tents","...the Impaler will rot on a spike of her own.",[4902],8,[72],[],"","WorldMapContentRareMonsterDone",403,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4205,4205,1
406,"C_G2_3_PerennialKing",166,0,0,0,[],"Jamanra, the Risen King","...claims that the Faridun hero himself led the assault...",[2909],8,[72],[3174],"","WorldMapContentBoss",403,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4205,4205,""
407,"C_G2_3_PerennialKingSlain",166,0,0,0,[],"Jamanra, the Risen King","...the coward fled rather than face another death...",[3174],8,[72],[],"","WorldMapContentBossDone",403,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4205,4205,1
408,"C_G2_3a",-16843010,-16843010,-16843010,-16843010,[167],"The Halani Gates","The flow of trade is gone, but the gates remain.","[4531,3461]",8,[4531],[1524],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLockedGates","",3199,"The eyes of the banished glare down with spiteful satisfaction.","",4205,4205,""
409,"C_G2_4_1",169,0,0,0,[169],"Keth","These rivers now carry only tides of sand.","[3212,1527]",8,[3212],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKeth","","","","",4205,4205,""
410,"C_G2_4_1_Kabala",169,0,0,0,[],"Kabala, Constrictor Queen","...whispers that Kabala has returned to Keth...",[3212],8,[72],[4347],"","WorldMapContentBossUpgrade",409,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4205,4205,""
411,"C_G2_4_1_KabalaSlain",169,0,0,0,[],"Kabala, Constrictor Queen","...she knew the consequences.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4347],8,[72],[],"","WorldMapContentBossUpgradeDone",409,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4205,4205,1
412,"C_G2_4_1_Tomb",169,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[3212],8,[72],[4900],"","WorldMapContentChest",409,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4205,4205,""
413,"C_G2_4_1_TombDone",169,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[4900],8,[72],[],"","WorldMapContentChestDone",409,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4205,4205,1
414,"C_G2_4_2",170,0,0,0,[170],"The Lost City","A place of worship forgotten by the ages.",[3212],8,[3213],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeon","","","",1,4205,4205,""
415,"C_G2_4_2_Underground",170,0,0,0,[],"The Lost City","A place of worship forgotten by the ages.",[3212],8,[72],[],"","",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeonUnderground","","","","",4205,4205,""
416,"C_G2_4_2_Beetle",170,0,0,0,[],"The Galleria","...where one could once see wonders...",[3213],8,[72],[4798],"","WorldMapContentRareMonster",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4205,4205,""
417,"C_G2_4_2_BeetleDone",170,0,0,0,[],"The Galleria","...now nothing but an empty shell...",[4798],8,[72],[],"","WorldMapContentRareMonsterDone",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4205,4205,1
418,"C_G2_4_2_Ambush",170,0,0,0,[],"Golden Tomb","...if you're fool enough to try...",[3213],8,[72],[4797],"","WorldMapContentChest",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4205,4205,""
419,"C_G2_4_2_AmbushDone",170,0,0,0,[],"Golden Tomb","...treasure for the lucky, it seems...",[4797],8,[72],[],"","WorldMapContentChestDone",414,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4205,4205,1
420,"C_G2_4_3",171,0,0,0,[171],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],8,[3586],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctum","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.",1,4205,4205,""
421,"C_G2_4_3_Underground",171,0,0,0,[],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],8,[72],[],"","",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctumUnderground","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.","",4205,4205,""
422,"C_G2_4_3_ForsakenSon",171,0,0,0,[],"Azarian, the Forsaken Son","...Jamanra was not the only one brought back by Corruption...",[3586],8,[72],[4337],"","WorldMapContentBoss",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4205,4205,""
423,"C_G2_4_3_ForsakenSonSlain",171,0,0,0,[],"Azarian, the Forsaken Son","...a tragic reflection of our history...",[4337],8,[72],[],"","WorldMapContentBossDone",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4205,4205,1
424,"C_G2_4_3_Ambush",171,0,0,0,[],"Guarded Sarcophagus","...tombs were rarely left unprotected...",[3586],8,[72],[4781],"","WorldMapContentRareMonster",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4205,4205,""
425,"C_G2_4_3_AmbushDone",171,0,0,0,[],"Guarded Sarcophagus","...of course it was a trap!...",[4781],8,[72],[],"","WorldMapContentRareMonsterDone",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4205,4205,1
426,"C_G2_4_3_Offering",171,0,0,0,[],"Elemental Offering","...the gods are kind to those who choose...",[3586],8,[72],[4795],"","WorldMapContentChest",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4205,4205,""
427,"C_G2_4_3_OfferingDone",171,0,0,0,[],"Elemental Offering","...go with their blessing...",[4795],8,[72],[],"","WorldMapContentChestDone",420,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4205,4205,1
428,"C_G2_5_1",172,0,0,0,[172],"Mastodon Badlands","Certain places of power predate people. Certain places of death do not.","[2911,1527]",8,[2911],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBadlands","","","","",4205,4205,""
429,"C_G2_5_1_BoneChest",172,0,0,0,[],"Shrine of Bones","...the lost-men collect many things...","[2911,1527]",8,[72],[4793],"","WorldMapContentChest",428,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4205,4205,""
430,"C_G2_5_1_BoneChestDone",172,0,0,0,[],"Shrine of Bones","...the lost-men will not soon forget this lesson in blood...",[4793],8,[72],[],"","WorldMapContentChestDone",428,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4205,4205,1
431,"C_G2_5_2",173,0,0,0,[173],"The Bone Pits","Dark energies lurk among ancient bones.",[2911],8,[2912],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBonePits","","","","",4205,4205,""
432,"C_G2_5_2_Ekbab",173,0,0,0,[],"Ekbab, Ancient Steed","...truly the same Mastodon of legend?...",[2912],8,[72],[3188],"","WorldMapContentBoss",431,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4205,4205,""
433,"C_G2_5_2_EkbabSlain",173,0,0,0,[],"Ekbab, Ancient Steed","...the rest he earned...",[3188],8,[72],[],"","WorldMapContentBossDone",431,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4205,4205,1
434,"C_G2_6",174,0,0,0,[174],"Valley of the Titans","Forbidden lands hold wonders and terrors beyond explanation.","[2913,1527]",8,[2913],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanValley","","","","",4205,4205,""
435,"C_G2_6_FragmentAltar",174,0,0,0,[],"Medallion","...where the Third Pact was forged...",[2913],8,[72],"[4339,4341,4637,4638]","","Act2/WorldMapContentFragmentAltar",434,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4205,4205,""
436,"C_G2_6_FragmentAltarBoth",174,0,0,0,[],"Medallion","...where the Third Pact was forged...","[4339,4341]",8,[72],"[4638,4637]","","Act2/WorldMapContentFragmentAltar",434,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4205,4205,""
437,"C_G2_6_FragmentAltarLeft",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4339],8,[72],"[4638,4637,4341]","","Act2/WorldMapContentFragmentAltarLeft",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4205,4205,""
438,"C_G2_6_FragmentAltarRight",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4341],8,[72],"[4638,4637,4339]","","Act2/WorldMapContentFragmentAltarRight",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4205,4205,""
439,"C_G2_6_FragmentAltarLeftActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4637],8,[72],[4638],"","Act2/WorldMapContentFragmentAltarLeftActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4205,4205,1
440,"C_G2_6_FragmentAltarRightActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4638],8,[72],[4637],"","Act2/WorldMapContentFragmentAltarRightActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4205,4205,1
441,"C_G2_7",175,0,0,0,[175],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],8,[2914],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrotto","","","",1,4205,4205,""
442,"C_G2_7_Underground",175,0,0,0,[],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],8,[72],[],"","",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrottoUnderground","","","","",4205,4205,""
443,"C_G2_7_TitanAugment",175,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],8,[72],[2763],"","WorldMapContentBag",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4205,4205,""
444,"C_G2_7_TitanAugmentDone",175,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],8,[72],[],"","WorldMapContentBagDone",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4205,4205,1
445,"C_G2_7_TitansSword",175,0,0,0,[],"The Titan's Fall","Only the echo remains, carved in stone and silence.",[2914],8,[72],[142],"","WorldMapContentChest",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoTitansSword",0,"","","",4205,4205,""
446,"C_G2_7_TitansSwordDone",175,0,0,0,[],"The Titan's Fall","What once shook the sky now lies quiet beneath it.",[142],8,[72],[],"","WorldMapContentChestDone",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoTitansSword",0,"","","",4205,4205,1
447,"C_G2_7_TheColossus",175,0,0,0,[],"Zalmarath, the Colossus","...a champion, sent for the Rite of Flame...",[2914],8,[72],[4335],"","WorldMapContentBoss",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4205,4205,""
448,"C_G2_7_TheColossusSlain",175,0,0,0,[],"Zalmarath, the Colossus","...proven yourself worthy...",[4335],8,[72],[],"","WorldMapContentBossDone",441,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4205,4205,1
449,"C_G2_8",176,0,0,0,[176],"Deshar","To remember the dead, they built monuments the sand could never steal.","[2915,4565]",8,[2915],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTowers","","","","",4205,4205,""
450,"C_G2_8_FinalLetter",176,0,0,0,[],"Final Letter","...a dekhara departed for Deshar in the dead of night...",[2915],8,[72],[4333],"","Act2/WorldMapContentLetter",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4205,4205,""
451,"C_G2_8_FinalLetterDone",176,0,0,0,[],"Final Letter","...she will be remembered.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4333],8,[72],[],"","Act2/WorldMapContentLetterDone",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4205,4205,1
452,"C_G2_8_TwinBosses",176,0,0,0,[],"Watchful Twins","...they grow fat on the flesh of the dead...",[2915],8,[72],[4977],"","WorldMapContentRareMonsterSanctum",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4205,4205,""
453,"C_G2_8_TwinBossesDone",176,0,0,0,[],"Watchful Twins","...good riddance to those carrion feeders...",[4977],8,[72],[],"","WorldMapContentRareMonsterSanctumDone",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4205,4205,1
454,"C_G2_8_Skeleton",176,0,0,0,[],"The Forgotten Hollow","None came seeking him, and none remember his name.",[2915],8,[72],[135],"","WorldMapContentChest",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresDeadSkeleton",0,"","","",4205,4205,""
455,"C_G2_8_SkeletonDone",176,0,0,0,[],"The Forgotten Hollow","His silence remains. But someone, at last, bore witness.",[135],8,[72],[],"","WorldMapContentChestDone",449,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresDeadSkeleton",0,"","","",4205,4205,1
456,"C_G2_9_1",177,0,0,0,[177],"Path of Mourning","Countless feet have tread upon these stones... not all of them living.",[2915],8,[2916],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSpires","","","","",4205,4205,""
457,"C_G2_9_1_VaseRoom",177,0,0,0,[],"Shifting Vases","...what effect Corruption might have on the dead?...",[2916],8,[72],[4783],"","WorldMapContentChest",456,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4205,4205,""
458,"C_G2_9_1_VaseRoomDone",177,0,0,0,[],"Shifting Vases","...nothing dead can be trusted now...",[4783],8,[72],[],"","WorldMapContentChestDone",456,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4205,4205,1
459,"C_G2_9_2",178,0,0,0,[178],"The Spires of Deshar","The dead slowly become one with the wind.",[2916],8,[2922],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinUpperSpires","","","","",4205,4205,""
460,"C_G2_9_2_LightningShrine",178,0,0,0,[],"Sisters of Garukhan","...they watch, and judge...",[2922],8,[72],[4898],"","Act2/WorldMapContentLightningShrine",459,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4205,4205,""
461,"C_G2_9_2_LightningShrineDone",178,0,0,0,[],"Sisters of Garukhan","...make a legend of yourself...\r\n\r\n<white>{+10% to Lightning Resistance}",[4898],8,[72],[],"","Act2/WorldMapContentLightningShrineDone",459,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4205,4205,1
462,"C_G2_9_2_TorGul",178,0,0,0,[],"Tor Gul, the Defiler","...what trap might Jamanra have in store?...",[2922],8,[72],[4776],"","WorldMapContentBoss",459,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4205,4205,""
463,"C_G2_9_2_TorGulSlain",178,0,0,0,[],"Tor Gul, the Defiler","...vile dog, violating our Honoured Dead!...",[4776],8,[72],[],"","WorldMapContentBossDone",459,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4205,4205,1
464,"C_G2_10_1",179,0,0,0,[179],"Mawdun Quarry","The Faridun toiled away for reasons unknown.","[2917,3461]",8,[2917],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinQuarry","","","","",4205,4205,""
465,"C_G2_10_1_QualityCurrency",179,0,0,0,[],"Tinker's Tools","...a region known for craftsmen of all trades...",[72],8,[72],[2761],"","WorldMapContentBag",464,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4205,4205,""
466,"C_G2_10_1_QualityCurrencyDone",179,0,0,0,[],"Tinker's Tools","...forgotten tools, now in better hands...",[72],8,[72],[],"","WorldMapContentBagDone",464,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4205,4205,1
467,"C_G2_10_1_FaridunTrunk",179,0,0,0,[],"Faridun War Cache","War does not die. It waits, patient in the dark",[2917],8,[72],[134],"","WorldMapContentChest",464,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryFaridunTrunk",0,"","","",4205,4205,""
468,"C_G2_10_1_FaridunTrunkDone",179,0,0,0,[],"Faridun War Cache","Patience is past. Only vengeance remains.",[134],8,[72],[],"","WorldMapContentChestDone",464,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryFaridunTrunk",0,"","","",4205,4205,1
469,"C_G2_10_2",180,0,0,0,[180],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],8,[2918],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundry","","","",1,4205,4205,""
470,"C_G2_10_2_Underground",180,0,0,0,[],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],8,[72],[],"","",469,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundryUnderground","","","","",4205,4205,""
471,"C_G2_10_2_Rudja",180,0,0,0,[],"Rudja, Dread Engineer","...driven totally insane, and fell in love with fire...",[2919],8,[72],[4782],"","WorldMapContentBoss",469,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4205,4205,""
472,"C_G2_10_2_RudjaSlain",180,0,0,0,[],"Rudja, Dread Engineer","...one less terror in the world...",[4782],8,[72],[],"","WorldMapContentBossDone",469,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4205,4205,1
473,"C_G2_12_1",182,0,0,0,[182],"The Dreadnought","War comes to Maraketh sands.","[2922,4582]",8,[2920],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnought","","","","",4205,4205,""
474,"C_G2_12_2",183,0,0,0,[183],"Dreadnought Vanguard","History is written in the blood of tyrants.",[2920],8,[2923],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnoughtVanguard","",3725,"The Faridun exist no more. All are now Maraketh.","",4205,4205,""
475,"C_G2_12_2_PerennialKing",183,0,0,0,[],"Jamanra, the Abomination","...he swore vengeance on the Maraketh...",[2923],8,[72],[3725],"","WorldMapContentActBoss",474,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4205,4205,""
476,"C_G2_12_2_PerennialKingSlain",183,0,0,0,[],"Jamanra, the Abomination","...all they wanted was acceptance...",[3725],8,[72],[],"","WorldMapContentActBossDone",474,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4205,4205,1
477,"C_G2_13",108,0,0,0,[],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",8,[72],[],"","",190,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancy","",4938,"Wisdom and redemption go hand in hand.",1,4205,4205,""
478,"C_G2_13_Underground",108,0,0,0,[],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",8,[72],[],"","",477,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyUnderground","",4938,"Wisdom and redemption go hand in hand.","",4205,4205,""
479,"C_G2_13_AscendancyTrial",108,0,0,0,[],"Trial of Ascendancy","...choose your path...","[2921,4543,4882]",8,[72],[4938],"","WorldMapContentBoss",477,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4205,4205,""
480,"C_G2_13_AscendancyTrialDone",108,0,0,0,[],"Trial of Ascendancy","...walk with surety...",[4938],8,[72],[],4938,"WorldMapContentBossDone",477,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4205,4205,1
481,"C_G2_sandstorm",-16843010,-16843010,-16843010,-16843010,[168],"The Sandstorm Barrier","",[1527],8,[72],[4565],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSandstorm","","","","",4205,4205,""
482,"C_G2_ToAct3",185,0,0,0,[],"Sandswept Marsh","",[72],8,[72],[],"","",491,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAct3","","","","",4205,4205,""
483,"C_G3_compassrose_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","Act3/act3compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCompass",11,"","","",4205,4205,""
484,"C_G3_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","Act3/MapBorderJungle",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",12,"","","",4205,4205,""
485,"C_G3_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #2\r\nsites of interest & fatality\r\nfor the future records of\r\nThe Reliquarians, 1619ic","","[3640,3641]",9,[72],"[3808,3765]","","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4205,4205,""
486,"C_G3_compassexposed_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #3\r\nsites of treasure & death\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3765],9,[72],"[3808,3814]",3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4205,4205,""
487,"C_G3_compasspast_label",-16843010,-16843010,-16843010,-16843010,[],"Historical Utzaal, draft #1\r\nest. year 400bic\r\npreliminary survey\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3814],9,[72],[3808],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4205,4205,""
488,"C_G3_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",9,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderSurface",3,"","","",4205,4205,""
