"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","FadeInVisual","AudioEvent","f32_234","f32_238","bool_242","bool_243","[rid]_244","bool_260","bool_261","bool_262","[i32]_263","FadeOutEffect","rid_295"
88,"doedre_curse_aura_temporal_chains","Art/2DArt/SkillIcons/temporalchains.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/temporal_chains.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[19],"","","","",0,0,"","",[],"",1,"",[],"",""
89,"doedre_curse_aura_vulnerability","Art/2DArt/SkillIcons/vulnerability.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/vulnerability.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[23],"","","","",0,0,"","",[],"",1,"",[],"",""
90,"coedre_curse_aura_enfeeble","Art/2DArt/SkillIcons/enfeeble.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/enfeeble.epk""]",[8],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[22],"","","","",0,0,"","",[],"",1,"",[],"",""
91,"CarlsTestCheat","Art/2DArt/SkillIcons/iconbash.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
92,"monster_aura_period_immune_affected","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/immune/epk/immune_affected.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
93,"monster_aura_physical_thorns","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/thorns.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/thorns.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
94,"monster_aura_elemental_thorns","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/spell_thorns.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/spell_thorns.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
95,"monster_aura_medium_physical_damage","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/medium_damage.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/medium_damage.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
96,"monster_aura_large_physical_damage","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/heavy_damage.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/high_damage.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
97,"monster_aura_physical_damage","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/extra_damage/epk/damage_buff.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/extra_damage/epk/extra_damage_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
98,"monster_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/haste/epk/hasted_affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/haste/epk/haste_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
99,"monster_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/life_regen/life_regen_buff.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/life_regen.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
100,"monster_aura_resists","Art/2DArt/SkillIcons/auraresist.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/resistance/epk/resistance_affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/resistance/epk/resistance_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
101,"monster_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/energy_shield/epk/shield_buff.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/energy_shield/epk/energy_shield.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
102,"monster_aura_energy_shield_bubble","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/energy.epk""]","[""Metadata/Effects/Microtransactions/Spells/auras/discipline/barrier/barrier.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
103,"monster_aura_hinder","Art/2DArt/BuffIcons/OppressorAura.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/hinder/epk/hinder_affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/hinder/epk/hinder_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
104,"monster_aura_executioner","Art/2DArt/BuffIcons/ExecutionerAura.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/Executioner/epk/executioner_debuff.epk""]","[""Metadata/Effects/Spells/monsters_effects/monster_mods/aura/Executioner/epk/executioner_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
105,"monster_aura_accuracy_and_crits","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/increase_accuracy.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/increase_accuracy.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
106,"monster_aura_pus_puke_degen","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
107,"monster_aura_elemental_damage","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk""]","[18,12,4]","","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
108,"monster_aura_essence_daemon_degen","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
109,"monster_thorns_physical","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
110,"monster_thorns_elemental","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
111,"monster_thorns_physical_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
112,"monster_thorns_elemental_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
113,"monster_thorns_magic","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
114,"monster_thorns_magic_large_model","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
115,"guatelitzis_ablation","Art/2DArt/BuffIcons/GuatelitzisEfficiency.dds","[""Metadata/Effects/Microtransactions/Misc/uniques/Guatelitzis_Efficiency/EPKs/Gain.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
116,"dominated","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/conv_strike/conv_strike.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
117,"dominating_blow_hit_buff","Art/2DArt/BuffIcons/invulnerability.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
118,"immortal_call","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/immortal_call/immortal_call_epk.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
119,"monty_haul","Art/2DArt/BuffIcons/buffbleed.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
120,"lightning_shield","Art/2DArt/SkillIcons/lightningshield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
121,"fire_shield","Art/2DArt/SkillIcons/moltenshield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
122,"flask_utility_critical_strike_chance","Art/2DArt/BuffIcons/DiamondFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/crit/crit.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
123,"flask_utility_resist_fire","Art/2DArt/BuffIcons/RubyCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
124,"flask_utility_resist_cold","Art/2DArt/BuffIcons/SapphireCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
125,"flask_utility_resist_lightning","Art/2DArt/BuffIcons/TopazCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
126,"flask_utility_ironskin","Art/2DArt/BuffIcons/GraniteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/armour/armour.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
127,"flask_utility_sprint","Art/2DArt/BuffIcons/QuicksilverFlaskBuff.dds","[""Metadata/Effects/Spells/player_buff_effects/flasks/quicksilver/quicksilver_dashlines.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
128,"flask_utility_resist_chaos","Art/2DArt/BuffIcons/AmethystCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
129,"flask_utility_phase","Art/2DArt/BuffIcons/QuartzFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
130,"flask_utility_evasion","Art/2DArt/BuffIcons/JadeFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/evasion/evasion.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
131,"flask_utility_push","Art/2DArt/BuffIcons/Evasion.dds","[""Metadata/Effects/misc/flask_effects/evasion/evasion.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
132,"flask_utility_statue_wip","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/StatusAilments/Frozen.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
133,"flask_utility_aquamarine","Art/2DArt/BuffIcons/AquamarineFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Aquamarine/Aquamarine.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
134,"flask_utility_bismith","Art/2DArt/BuffIcons/BismuthFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Bismuth/bismuth.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
135,"flask_utility_stibnite","Art/2DArt/BuffIcons/StibniteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stibnite/stibnite.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
136,"flask_utility_sulphur","Art/2DArt/BuffIcons/GoldFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Gold/gold.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
137,"flask_utility_silver","Art/2DArt/BuffIcons/SilverCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
138,"flask_utility_basalt","Art/2DArt/BuffIcons/StoneFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stone/stone.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
139,"flask_utility_rarity","Art/2DArt/BuffIcons/GoldenCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
140,"flask_utility_cleansing","Art/2DArt/BuffIcons/SilverCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
141,"flask_utility_adaptation","Art/2DArt/BuffIcons/AdaptationFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Mercury/mercury.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
142,"flask_utility_stun_protection","Art/2DArt/BuffIcons/StoneCharmBuff.dds","[""Metadata/Effects/Spells/charms/cleansing/EPKs/charmRemove_Generic.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
143,"monster_aura_cannot_die","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/godmode.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/godmode.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
144,"monster_aura_slow","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/slow.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/slow.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
145,"monster_aura_damage_reduction","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/league_avatar/DR_Bubble/damagereduction.epk""]",[36],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
146,"block_test","Art/2DArt/SkillIcons/passives/shieldblock.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
147,"puncture","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Bleed.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
148,"puncture_moving","","[""Metadata/Effects/Spells/debuff_fx/EPKs/debuff_Bleed_Aggravated.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,1,"",[],"",1,"",[],"",""
149,"puncture_purple","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_standing.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
