"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
276,"1154",[],0,3,2,0,5,1,4,12,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelSpawned"",""Metadata/Monsters/VaalConstructs/Pyramid/VaalConstructPyramidSpawned"",""Metadata/Monsters/VaalConstructs/Golem/VaalConstructGolemSpawned"",""Metadata/Monsters/VaalConstructs/Skitterbot/VaalConstructSkitterbotSpawned"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstructSpawned"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBallSpawned"",""Metadata/Monsters/VaalConstructs/Sentinel/VaalConstructSentinelInert"",""Metadata/Monsters/VaalConstructs/Ball/VaalBowlingBallInert"",""Metadata/Monsters/VaalConstructs/Cycloning/VaalCycloneConstructInert""]","triggerer.Call( do_emerge );","","","","",0,1,1,[],0,"",0,"",0,0,0
277,"1156",[8813],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 ); AddBuff( monster_mod_rejuvenation, 4, 2000 );  } );","","","","",0,"","",[],0,"",0,"",0,0,0
278,"1157",[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_mod_added_chaos_damage, 5, 15 );","","","","",0,1,1,[],0,"",0,"",0,0,0
279,"1158",[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_mod_added_fire_damage, 5, 15 );","","","","",0,1,1,[],0,"",0,"",0,0,0
280,"1159",[8813],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 );  } );","","","","",0,"","",[],0,"",0,"",0,0,0
281,"1160",[8813],250,1,2,50,0,1,13,13,0,"",[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 4.9, pulse_buff_owner, 1 ); AddBuff( monster_mod_rejuvenation, 4, 2000 );  } );","","","","",0,"","",[],0,"",0,"",0,0,0
282,"1161",[19],250,1,2,50,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff( water_djinn_mana_regeneration, 5, this.GetStat( 'water_djinn_passive_mana_regeneration_+%' ));","","","","",0,1,1,[],50,"",0,"",0,0,0
283,"1162",[9426],200,1,2,45,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",1,2,"",1,[],"this.Call( ApplyDeathExplodeBuff, triggerer);","","","","",0,1,1,[],33,"",0,"",0,0,0
284,"1163",[],135,2,2,25,0,1,6,2,100,1,[],"",2,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/KaruiChieftain/objects/KaruiCaptainBossJadeWall""]","triggerer.SetStateTo( shattered, 1 ); triggerer.KillSelfNoDrops(); triggerer.StartStateTimer( end_me, 0.0 );","","","","",0,1,1,[],33,"",180,"",0,0,0
285,"1164",[],1000,2,2,150,0,1,2,6,100,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/BreachBossHandMage/SpiderMines""]","triggerer.SetStateTo( boom, 1 );","","","","",0,1,1,[],50,"",360,"",0,0,0
286,"1165",[],200,1,2,27,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/Goblins/GoblinStabber"",""Metadata/Monsters/Goblins/GoblinStabberNoSkull"",""Metadata/Monsters/Goblins/GoblinStabberRider"",""Metadata/Monsters/Goblins/GoblinStabberNoSkullRider"",""Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearman"",""Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearmanWalkEmerge"",""Metadata/Monsters/Goblins/GoblinSpearman/GoblinSpearmanNoSkull_"",""Metadata/Monsters/Goblins/GoblinStiltsFighter/GoblinStiltsFighter"",""Metadata/Monsters/Goblins/GoblinTusker/GoblinTusker"",""Metadata/Monsters/Goblins/GoblinTusker/GoblinTuskerWalkEmerge"",""Metadata/Monsters/Goblins/GoblinMiner/GoblinMiner"",""Metadata/Monsters/Goblins/GoblinMiner/GoblinMinerMining"",""Metadata/Monsters/Goblins/GoblinMiner/GoblinMinerTorch""]","triggerer.SetStateTo( drum_buff, 2 );","","","","",10,1,1,[],50,"",0,"",0,0,0
287,"1166",[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/ChaosGodOwlBoss/IceOwl/objects/IceCubeSpike""]","triggerer.If( GetState( can_explode ) == 1, (){ Call( stab ); } );","","","","",0,1,1,[],0,"",0,"",0,0,0
288,"1167",[9621],300,1,3,60,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",1,1,"",1,[],"triggerer.AddBuff( frozen_one_brittle_bell_toll, infinity, 5 );","","","","",0,1,1,[],33,"",0,"",0,0,0
289,"1168",[],500,1,2,80,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/HusbandMonster/BloodKnightBloodGround""]","triggerer.SetStateTo( explode, 1 );TriggerSkill( GSVampireQueenBloodFallExplode, triggerer );","","","","",0,1,1,[],50,"",0,"",0,0,0
290,"1169",[],0,1,2,5,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordUpwardRock""]","triggerer.Call(detonate);","","","","",0,1,1,[],0,"",0,"",0,0,0
291,"1170",[],0,1,2,5,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordUpwardRock""]","triggerer.Call(retreat_det);","","","","",0,1,1,[],0,"",0,"",0,0,0
292,"1171",[],500,1,2,80,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,2,1,1,[],"triggerer.AddBuff( endurance_charge, 20 );\r\n\t\ttriggerer.AddBuff( enduring_cry_life_regeneration, 20, 200 );\r\n\t\ttriggerer.AddBuff( enduring_cry_endurance_charge_benefits, 20, 20, 20 );","","","","",0,1,1,[],0,"",0,"",0,0,0
293,"1172",[],0,3,3,10,10,1,6,2,100,1,[],"",2,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/Objects/sacrifice_marker""]","triggerer.Call(blood_flow); this.sacrifice_victims -= triggerer;","","","","",0,1,1,[],0,"",0,"",0,0,0
294,"1173",[],0,1,2,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordOuterXBlastRock""]","triggerer.Call(x_blast);","","","","",0,1,1,[],0,"",0,"",0,0,0
295,"1174",[],0,1,2,15,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/ForsakenSon/IceSpike""]","triggerer.IfState( broken, 0, ()\r\n\t\t\t\t{\r\n\t\t\t\t\tSetStateTo( broken, 1 );\r\n\t\t\t\t\tPlayAnimation( shatter );\r\n\t\t\t\t}, (){} );","","","","",0,1,1,[],0,"",0,"",0,0,0
296,"1175",[],300,1,2,32,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,2,"",1,[],"triggerer.AddBuffTemplate( AscendancyJadeHulkWarcry );","","","","",0,1,1,[],33,"",0,"",0,0,0
297,"1176",[],300,3,3,150,150,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordMazeRock""]","triggerer.SetStateTo( shatter, 1 );","","","","",0,1,1,[],50,"",0,"",0,0,0
298,"1177",[],0,1,4,0,0,1,13,13,0,1,[],"",2,0,7,0,0,"","","",2,"",5,3,"",1,[],"// this does a whole bunch of garbage to make things struggle while running into the water flow direction\r\n// but also lets them surf with it if they run in the same direction\r\nthis.Call( door_flood, triggerer );","","","","",0,1,1,[],0,"",0,"",0,0,0
299,"1178",[],0,3,4,150,150,1,4,12,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/TwilightOrder/TwilightOrderExcavationOverlord/Objects/TwilightOverlordLightningRod""]","triggerer.SetStateTo(pillar, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
300,"1179",[],0,3,4,150,150,1,4,12,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/VaalMonsters/Living/BloodPriests/Objects/AltarGoliathSocket""]","triggerer.SetStateTo(burnt, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
301,"1180",[],0,3,4,150,150,1,4,12,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/InvisibleFire/MDSandStormTornado""]","triggerer.SetStateTo(fire_charge, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
302,"1181",[],0,1,2,45,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Goblins/Beast/FireBeastBoss/Objects/corpses_to_burn""]","triggerer.If( GetState( combusting ) == 0, (){ SetStateTo( combusting, 1 ); }, (){  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
303,"1182",[],0,1,2,20,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Goblins/Beast/FireBeastBoss/Objects/corpses_to_burn""]","triggerer.If( GetState( combusting ) == 1, (){ SetStateTo( combusting, 2 ); }, (){  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
304,"1183",[],0,3,3,200,20,1,4,3,0,1,[],"",2,0,4,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/DeliriumTangmazu/Objects/TangmazuMirror""]","triggerer.If( GetState( in_use) == 0, (){ Call( test,Random(0, 4) ); }, (){  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
305,"1184",[9961],400,1,2,200,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/DeliriumTangmazu/Objects/TangmazuMirror""]","triggerer.SetStateTo(broken, 1);","","","","",0,1,1,[],33,"",0,"",0,0,0
306,"1185",[],400,1,2,200,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/DeliriumTangmazu/Objects/TangmazuMirror""]","triggerer.SetStateTo(broken, 0);","","","","",0,1,1,[],33,"",0,"",0,0,0
307,"1186",[],0,1,4,30,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/DeliriumTangmazu/Objects/TangmazuFrostwall""]","triggerer.Call(x_blast);","","","","",0,1,1,[],0,"",0,"",0,0,0
308,"1187",[],0,3,2,35,8,1,6,2,50,1,[],"",2,0,2,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/LeagueIncursionNew/Garrison/VaalTrainingDummyIncursion"",""Metadata/Monsters/LeagueIncursionNew/ViperLegionnaire/ViperLegionnaireShieldIncursion_""]","","","triggerer.IfState(im_a_blocker, 1, {PlayAnimation(shield_block_01);triggerer.spark.PlayAnimation( Spark );}, {triggerer.PlayAnimation( flinch_01 ); triggerer.wood.PlayAnimation( splinters ); });","","",0,1,1,[],0,"",0,"",0,0,0
309,"1188",[],0,2,2,30,0,1,6,2,100,1,[],"",2,0,2,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( hinder, 2, -50, 1 );","","","","",0,1,1,[],0,"",90,"",0,0,0
310,"1189",[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueIncursionNew/MiniBosses/IncursionVaalColossusBoss/Objects/LightningMarker""]","triggerer.SetStateTo(strike, 1);","","","","",0,1,1,[],0,"",0,"",0,0,0
311,"1190",[],0,1,2,40,0,1,13,13,0,1,[],"",2,0,2,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( hinder, 4, -15, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
312,"1191",[],500,1,2,150,0,1,13,13,0,1,[],"",2,0,2,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/LeagueIncursionNew/ViperLegionnaire/ViperLegionnaireShieldIncursion_"",""Metadata/Monsters/LeagueIncursionNew/CommanderNew/VaalGuardSpearIncursion"",""Metadata/Monsters/LeagueIncursionNew/CommanderNew/VaalGuardClawsIncursion""]","triggerer.DoAction(ChangeToStance1); triggerer.Aggro(); triggerer.AddOnActionEnd( { DoAction(MoveForced, FindNearestPlayer( 200 )); }, true);","","","","",0,1,1,[],33,"",0,"",0,0,0
