"rownum","Id","Types","ExtraMods","TypesFiltered","PreviousTier","bool_72","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Icon","HASH16","[string]_91","BuffTemplates","Tier","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","[rid]_135","TextAudio","rid_167","MapStats","MapStatValues","MapMods","i32_231","i32_235","i32_239","[i32]_243","i32_259","i32_263","bool_267","[i32]_268","i32_284","i32_288"
21,"PlayerDebuffResistances4",[0],[],[],[20],1,"Reduced Resistances IV","Résistances réduites IV","Verringerte Widerstände IV","耐性減少 IV","저항 감소 IV","Resistências Reduzidas IV","Сниженные сопротивления IV","Resistencias reducidas IV","ลดค่าต้านทาน ระดับ 4","減少抗性 IV","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedResistances",32244,[],[21],4,"-45% to Elemental [Resistances] and -10% to [MaximumResistances|Maximum Elemental Resistances]","-45% aux [Resistances|Résistances] élémentaires et -10% aux [MaximumResistances|Résistances élémentaires maximales]","-45% zu Elementar[Resistances|widerständen] und -10% zu [MaximumResistances|maximalen Elementarwiderständen]","元素[Resistances|耐性] -45%および[MaximumResistances|元素耐性の最大値] -10%","원소 [Resistances|저항] -45%, [MaximumResistances|원소 저항 최대치] -10%","ㅤ-45% de [Resistances|resistências] elementais e -10% de [MaximumResistances|resistências elementais máximas]","-45% к [Resistances|сопротивлениям] стихиям и -10% к [MaximumResistances|максимуму сопротивлений стихиям]","-45% a las [Resistances|resistencias] elementales y -10% a las [MaximumResistances|resistencias elementales máximas]","[Resistances|ค่าต้านทาน] ธาตุ -45% และ[MaximumResistances|ค่าต้านทาน ธาตุ สูงสุด] -10%"," -45% 元素[Resistances|抗性]，-10% [MaximumResistances|最大元素抗性] ",[],11178,"",[8205],[22],[],0,0,0,"[20,0,19]",22,0,"",[],0,0
22,"PlayerDebuffResistances5",[0],[],[],[21],1,"Reduced Resistances V","Résistances réduites V","Verringerte Widerstände V","耐性減少 V","저항 감소 V","Resistências Reduzidas V","Сниженные сопротивления V","Resistencias reducidas V","ลดค่าต้านทาน ระดับ 5","減少抗性 V","Art/2DArt/UIImages/InGame/Ultimatum/Icons/ReducedResistances",45447,[],[22],5,"-55% to Elemental [Resistances] and -15% to [MaximumResistances|Maximum Elemental Resistances]","-55% aux [Resistances|Résistances] élémentaires et -15% aux [MaximumResistances|Résistances élémentaires maximales]","-55% zu Elementar[Resistances|widerständen] und -15% zu [MaximumResistances|maximalen Elementarwiderständen]","元素[Resistances|耐性] -55%および[MaximumResistances|元素耐性の最大値] -15%","원소 [Resistances|저항] -55%, [MaximumResistances|원소 저항 최대치] -15%","ㅤ-55% de [Resistances|resistências] elementais e -15% de [MaximumResistances|resistências elementais máximas]","-55% к [Resistances|сопротивлениям] стихиям и -15% к [MaximumResistances|максимуму сопротивлений стихиям]","-55% a las [Resistances|resistencias] elementales y -15% a las [MaximumResistances|resistencias elementales máximas]","[Resistances|ค่าต้านทาน] ธาตุ -55% และ[MaximumResistances|ค่าต้านทาน ธาตุ สูงสุด] -15%"," -55% 元素[Resistances|抗性]，-15% [MaximumResistances|最大元素抗性] ",[],11178,"",[8205],[30],[],0,0,0,"[21,0,20,0]",-16843010,-16843010,"",[],0,0
23,"MonsterNoFlaskCharges",[0],[13383],[],[],1,"Drought","Sécheresse","Dürre","渇き","가뭄","Seca","Засуха","Sequía","แห้งแล้ง ระดับ 1","乾旱","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",60990,[],[],1,"Monsters grant 20% reduced [Flask] and [Charm] Charges on death","Les Monstres octroient 20% de Réduction de Charges de [Flask|Flacon] et de [Charm|Charme] en mourant","Monster gewähren bei Tod 20% verringerte [Flask|Fläschchen]- und [Charm|Phiolen]füllungen","モンスターが死亡時に付与する[Flask|フラスコ]および[Charm|チャーム]のチャージが20%減少する","몬스터가 사망 시 부여하는 [Flask|플라스크] 및 [Charm|호신부] 충전 20% 감소","Monstros concedem cargas de [Flask|frascos] e de [Charm|patuás] reduzidas em 20% ao morrer","При смерти монстры даруют уменьшенное на 20% количество зарядов [Flask|флаконов] и [Charm|оберегов]","Los monstruos otorgan cargas de [Flask|frascos] y [Charm|viales] reducidas un 20% al morir","มอนสเตอร์ ให้ชาร์จ[Flask|ขวดยา]และ[Charm|ของขลัง] ลดลง 20% เมื่อตาย","怪物死亡時減少 20% 給予的[Flask|藥劑]和[Charm|護符]充能",[],11187,"",[8205],[4],[],0,0,0,[],24,0,"",[],0,0
24,"MonsterNoFlaskCharges2",[0],[13384],[],[23],1,"Drought II","Sécheresse II","Dürre II","渇き II","가뭄 II","Seca II","Засуха II","Sequía II","แห้งแล้ง ระดับ 2","乾旱 II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",39645,[],[],2,"Monsters grant 40% reduced [Flask] and [Charm] Charges on death","Les Monstres octroient 40% de Réduction de Charges de [Flask|Flacon] et de [Charm|Charme] en mourant","Monster gewähren bei Tod 40% verringerte [Flask|Fläschchen]- und [Charm|Phiolen]füllungen","モンスターが死亡時に付与する[Flask|フラスコ]および[Charm|チャーム]のチャージが40%減少する","몬스터가 사망 시 부여하는 [Flask|플라스크] 및 [Charm|호신부] 충전 40% 감소","Monstros concedem cargas de [Flask|frascos] e de [Charm|patuás] reduzidas em 40% ao morrer","При смерти монстры даруют уменьшенное на 40% количество зарядов [Flask|флаконов] и [Charm|оберегов]","Los monstruos otorgan cargas de [Flask|frascos] y [Charm|viales] reducidas un 40% al morir","มอนสเตอร์ ให้ชาร์จ[Flask|ขวดยา]และ[Charm|ของขลัง] ลดลง 40% เมื่อตาย","怪物死亡時減少 40% 給予的[Flask|藥劑]和[Charm|護符]充能",[],11187,"",[8205],[9],[],0,0,0,[23],25,0,"",[],0,0
25,"MonsterNoFlaskCharges3",[0],[13385],[],[24],1,"Drought III","Sécheresse III","Dürre III","渇き III","가뭄 III","Seca III","Засуха III","Sequía III","แห้งแล้ง ระดับ 3","乾旱 III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",7810,[],[],3,"Monsters grant 60% reduced [Flask] and [Charm] Charges on death","Les Monstres octroient 60% de Réduction de Charges de [Flask|Flacon] et de [Charm|Charme] en mourant","Monster gewähren bei Tod 60% verringerte [Flask|Fläschchen]- und [Charm|Phiolen]füllungen","モンスターが死亡時に付与する[Flask|フラスコ]および[Charm|チャーム]のチャージが60%減少する","몬스터가 사망 시 부여하는 [Flask|플라스크] 및 [Charm|호신부] 충전 60% 감소","Monstros concedem cargas de [Flask|frascos] e de [Charm|patuás] reduzidas em 60% ao morrer","При смерти монстры даруют уменьшенное на 60% количество зарядов [Flask|флаконов] и [Charm|оберегов]","Los monstruos otorgan cargas de [Flask|frascos] y [Charm|viales] reducidas un 60% al morir","มอนสเตอร์ ให้ชาร์จ[Flask|ขวดยา]และ[Charm|ของขลัง] ลดลง 60% เมื่อตาย","怪物死亡時減少 60% 給予的[Flask|藥劑]和[Charm|護符]充能",[],11187,"",[8205],[15],[],0,0,0,"[24,0]",26,0,"",[],0,0
26,"MonsterNoFlaskCharges4",[0],[13386],[],[25],1,"Drought IV","Sécheresse IV","Dürre IV","渇き IV","가뭄 III","Seca IV","Засуха IV","Sequía IV","แห้งแล้ง ระดับ 4","乾旱 III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",19498,[],[],4,"Monsters grant 80% reduced [Flask] and [Charm] Charges on death","Les Monstres octroient 80% de Réduction de Charges de [Flask|Flacon] et de [Charm|Charme] en mourant","Monster gewähren bei Tod 80% verringerte [Flask|Fläschchen]- und [Charm|Phiolen]füllungen","モンスターが死亡時に付与する[Flask|フラスコ]および[Charm|チャーム]のチャージが80%減少する","몬스터가 사망 시 부여하는 [Flask|플라스크] 및 [Charm|호신부] 충전 80% 감소","Monstros concedem cargas de [Flask|frascos] e de [Charm|patuás] reduzidas em 80% ao morrer","При смерти монстры даруют уменьшенное на 80% количество зарядов [Flask|флаконов] и [Charm|оберегов]","Los monstruos otorgan cargas de [Flask|frascos] y [Charm|viales] reducidas un 80% al morir","มอนสเตอร์ ให้ชาร์จ[Flask|ขวดยา]และ[Charm|ของขลัง] ลดลง 80% เมื่อตาย","怪物死亡時減少 80% 給予的[Flask|藥劑]和[Charm|護符]充能",[],11187,"",[8205],[22],[],0,0,0,"[25,0,24]",27,0,"",[],0,0
27,"MonsterNoFlaskCharges5",[0],[13387],[],[26],1,"Drought V","Sécheresse V","Dürre V","渇き V","가뭄 III","Seca V","Засуха V","Sequía V","แห้งแล้ง ระดับ 5","乾旱 III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/LimitedFlasks",13016,[],[],5,"Monsters grant no [Flask] and [Charm] Charges on death","Les Monstres n'octroient pas de Charges de [Flask|Flacon] et de [Charm|Charme] en mourant","Monster gewähren bei Tod keine [Flask|Fläschchen]- und [Charm|Phiolen]füllungen","モンスターは死亡時に[Flask|フラスコ]および[Charm|チャーム]のチャージを付与しない","몬스터 사망 시 [Flask|플라스크] 및 [Charm|호신부]가 충전되지 않음","Monstros não concedem cargas de [Flask|frascos] e de [Charm|patuás] ao morrer","При смерти монстры не даруют зарядов [Flask|флаконов] и [Charm|оберегов]","Los monstruos no otorgan cargas de [Flask|frascos] ni de [Charm|viales] al morir","มอนสเตอร์ ไม่ให้ชาร์จ[Flask|ขวดยา]และ[Charm|ของขลัง] เมื่อตาย","怪物死亡時不會給予[Flask|藥劑]和[Charm|護符]充能",[],11187,"",[8205],[30],[],0,0,0,"[26,0,25,0]",-16843010,-16843010,"",[],0,0
28,"PlayerDebuffIncreasingVulnerability",[0],[],[],[],1,"Escalating Damage Taken","Dégâts subis aggravants","Zunehmender erlittener Schaden","増加する被ダメージ","받는 피해 점증","Dano Sofrido Crescente","Растущий получаемый урон","El daño recibido escala","ยกระดับความเสียหายที่ได้รับ ระดับ 1","增加承受傷害","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingDamageTaken",57621,[],[14],1,"In each encounter room, damage taken will  increase by 1% every 2.5 seconds, up to 50%","Dans chaque salle de rencontre, les dégâts que vous subissez augmentent de 1% toutes les 2.5 secondes, jusqu'à un maximum de 50%","In jedem Raum wird der erlittene Schaden alle 2.5 Sekunden um 1% langsam erhöht, bis zu 50%","各エンカウンター部屋において、受けるダメージが2.5秒に1%ずつ増加する、最大50%","각각의 인카운터 방에서 받는 피해가 2.5초마다 1%씩, 최대 50%까지 증가","Em cada sala de encontros, o dano sofrido aumentará em 1% a cada 2,5 segundos, até 50%","В каждом зале испытаний получаемый урон будет увеличиваться на 1% каждые 2,5 секунды, вплоть до максимума в 50%","En cada sala de encuentro, el daño recibido aumentará un 1% cada 2.5 segundos, hasta un 50%","ค่อยๆ เพิ่มความเสียหายที่ได้รับทีละ 1% ทุก 2.5 วินาทีในแต่ละห้องของการเผชิญหน้า สูงสุด 50%","在每個事件房間中，每 2.5 秒逐漸增加 1% 承受的傷害，最多 50%",[],11298,"",[8205],[15],[],0,0,0,[],29,0,"",[],0,0
29,"PlayerDebuffIncreasingVulnerability2",[0],[],[],[28],1,"Escalating Damage Taken II","Dégâts subis aggravants II","Zunehmender erlittener Schaden II","増加する被ダメージ II","받는 피해 점증 II","Dano Sofrido Crescente II","Растущий получаемый урон II","El daño recibido escala II","ยกระดับความเสียหายที่ได้รับ ระดับ 2","增加承受傷害 II","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingDamageTaken",12138,[],[15],3,"In each encounter room, damage taken will  increase by 1% every 1.75 seconds, up to 50%","Dans chaque salle de rencontre, les dégâts que vous subissez augmentent de 1% toutes les 1.75 secondes, jusqu'à un maximum de 50%","In jedem Raum wird der erlittene Schaden alle 1.75 Sekunden um 1% langsam erhöht, bis zu 50%","各エンカウンター部屋において、受けるダメージが1.75秒に1%ずつ増加する、最大50%","각각의 인카운터 방에서 받는 피해가 1.75초마다 1%씩, 최대 50%까지 증가","Em cada sala de encontros, o dano sofrido aumentará em 1% a cada 1,75 segundo, até 50%","В каждом зале испытаний получаемый урон будет увеличиваться на 1% каждые 1,75 секунды, вплоть до максимума в 50%","En cada sala de encuentro, el daño recibido aumentará un 1% cada 1.75 segundos, hasta un 50%","ค่อยๆ เพิ่มความเสียหายที่ได้รับทีละ 1% ทุก 1.75 วินาทีในแต่ละห้องของการเผชิญหน้า สูงสุด 50%","在每個事件房間中，每 1.75 秒逐漸增加 1% 承受的傷害，最多 50%",[],11298,"",[8205],[22],[],0,0,0,[28],30,0,"",[],0,0
30,"PlayerDebuffIncreasingVulnerability3",[0],[],[],[29],1,"Escalating Damage Taken III","Dégâts subis aggravants III","Zunehmender erlittener Schaden III","増加する被ダメージ III","받는 피해 점증 III","Dano Sofrido Crescente III","Растущий получаемый урон III","El daño recibido escala III","ยกระดับความเสียหายที่ได้รับ ระดับ 3","增加承受傷害 III","Art/2DArt/UIImages/InGame/Ultimatum/Icons/EscalatingDamageTaken",37578,[],[16],5,"In each encounter room, damage taken will  increase by 1% every second, up to 50%","Dans chaque salle de rencontre, les dégâts que vous subissez augmentent de 1% chaque seconde, jusqu'à un maximum de 50%","In jedem Raum wird der erlittene Schaden jede Sekunde um 1% langsam erhöht, bis zu 50%","各エンカウンター部屋において、受けるダメージが1秒に1%ずつ増加する、最大50%","각각의 인카운터 방에서 받는 피해가 1초마다 1%씩, 최대 50%까지 증가","Em cada sala de encontros, o dano sofrido aumentará em 1% a cada segundo, até 50%","В каждом зале испытаний получаемый урон будет увеличиваться на 1% в секунду, вплоть до максимума в 50%","En cada sala de encuentro, el daño recibido aumentará un 1% por segundo, hasta un 50%","ค่อยๆ เพิ่มความเสียหายที่ได้รับทีละ 1% ทุกวินาทีในแต่ละห้องของการเผชิญหน้า สูงสุด 50%","在每個事件房間中，每秒逐漸增加 1% 承受的傷害，最多 50%",[],11298,"",[8205],[30],[],0,0,0,"[29,0]",-16843010,-16843010,"",[],0,0
