"rownum","Id","Stats","StatValues","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Icon","i32_56","bool_60","EffectCategory","NextEffect","string_85","BoonDesc","BoonDesc (French)","BoonDesc (German)","BoonDesc (Japanese)","BoonDesc (Korean)","BoonDesc (Portuguese)","BoonDesc (Russian)","BoonDesc (Spanish)","BoonDesc (Thai)","BoonDesc (Traditional Chinese)","CurseDesc","CurseDesc (French)","CurseDesc (German)","CurseDesc (Japanese)","CurseDesc (Korean)","CurseDesc (Portuguese)","CurseDesc (Russian)","CurseDesc (Spanish)","CurseDesc (Thai)","CurseDesc (Traditional Chinese)","i32_109","i32_113","bool_117","[rid]_118","Guard","FirstEffect","i32_158","i32_162","bool_166","bool_167","HASH16"
93,"AfflictionAfflictionOnUseFountain",[16561],[1],"Costly Aid","Aide coûteuse","Kostspielige Hilfe","高額な援助","비싼 원조","Ajuda Custosa","Дорогостоящая помощь","Ayuda cara","ความช่วยเหลือราคาแพง","高昂援助","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionCostlyAidIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionCostlyAid","","","","","","","","","","","Gain a random Minor [Afflictions|Affliction] when you venerate a Maraketh Shrine","Vous recevez une [Afflictions|Affliction] mineure aléatoire lorsque vous vénérez un un Autel Maraketh","Erhaltet eine zufällige Kleine [Afflictions|Bürde], wenn Ihr einen Maraketh-Schrein verehrt","マラケスの社を拝んだ時にランダムな軽微な[Afflictions|不幸]を獲得する","마라케스 성소 숭배 시 무작위 보조 [Afflictions|고난] 1개 획득","Receba uma [Afflictions|Aflição] Menor aleatória ao venerar um Altar Maraketiano ","Вы получаете случайное малое [Afflictions|проклятие], когда вы оказываете почести у маракетского алтаря","Obtienes una [Afflictions|desventaja] menor aleatoria cuando veneras un santuario maraketh","ได้รับ [Afflictions|ทัณฑ์]ชั้นต่ำแบบสุ่ม 1 ประการ\r\nเมื่อคุณสักการะ แท่นบูชามาราเค็ท","當你膜拜一座馬拉克斯神殿時，獲得 1 個隨機次要[Afflictions|苦痛]",3,0,"",[],[],"",3,0,"","",32085
94,"AfflictionMonstersBindingChainsOnHit",[16720],[2],"Chains of Binding","Chaînes entravantes","Fesselnde Ketten","束縛の鎖","속박의 사슬","Grilhões Aprisionadores","Связывающие цепи","Cadenas apresantes","โซ่รัดตรึง","束縛連鎖","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBindingIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBinding","","","","","","","","","","","Monsters inflict [BindingChains|Binding Chains] on [HitDamage|Hit]","Les monstres infligent [BindingChains|Chaines d'attache] au [HitDamage|Toucher]","Monster verursachen bei [HitDamage|Treffer] [BindingChains|Fesselnde Ketten]","モンスターは[HitDamage|ヒット]時に[BindingChains|束縛する鎖]を付与する","몬스터가 [HitDamage|명중] 시 [BindingChains|속박의 사슬] 유발","Monstros aplicam [BindingChains|Correntes Aprisionadoras] ao [HitDamage|Acertar] ","Монстры накладывают [BindingChains|Связующие цепи] при нанесении [HitDamage|удара]","Los monstruos aplican [BindingChains|Cadenas apresantes] al [HitDamage|impactar]","มอนสเตอร์ สร้างสถานะ [BindingChains|โซ่รั้งตรึง] เมื่อ[HitDamage|ปะทะ]","怪物在[HitDamage|擊中]時施加[BindingChains|束縛連鎖]",3,0,"",[],[],"",3,0,"","",25062
95,"AfflictionMonstersVolatileOnDeath",[16726],[1],"[UNUSED]","Anomalie dissimulée","Verborgene Anomalie","秘められたアノマリー","감춰진 이형","Anomalia Escondida","Скрытая аномалия","Anomalía oculta","ตวามวิกลซ่อนเร้น","隱藏異常","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomalyIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomaly","","","","","","","","","","","Guards release a [Volatiles|Volatile] Anomaly on Death","Les Gardes relâchent un [Volatiles|Orbe instable] en mourant","Wächter entfesseln bei Tod eine [Volatiles|Explosive Anomalie]","ガードは死亡時に[Volatiles|ボラタイル]アノマリーを放つ","수호병 사망 시 [Volatiles|폭발성] 이형 생성","Guardiões liberam uma Anomalia [Volatiles|Volátil] ao morrer ","Охранники оставляют [Volatiles|нестабильную] аномалию при смерти","Los guardias liberan una anomalía [Volatiles|volátil] al morir","การ์ด ปลดปล่อย ห้อง สร้าง [Volatile|พลังไล่ระเบิด] 1 ลูก เมื่อตาย","守衛死亡時釋放[Volatiles|極凍]天體",3,0,"",[],[],"",3,0,"","",16773
96,"AfflictionMonstersEnfeebled",[1001],[1],"Untouchable","Intouchable","Unberührbar","触れてはならぬもの","무적","Intocável","Неприкасаемый","Intocable","ไม่อาจแตะต้อง","無法觸碰","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUntouchableIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUntouchable","","","","","","","","","","","You are [Curse|Cursed] with [Enfeeble]","Vous êtes [Curse|Maudit] par [Enfeeble|Affaiblissement]","Ihr seid mit [Enfeeble|Schwächen] [Curse|verflucht]","[Enfeeble|エンフィーブル]で[Curse|呪われる]","[Enfeeble|쇠약화] [Curse|저주]에 걸림","Você está [Curse|Amaldiçoado] com [Enfeeble|Enfraquecer] ","Вы [Curse|прокляты] [Enfeeble|Ослаблением]","Estás bajo el efecto de la [Curse|maldición] [Enfeeble|Debilitar]","คุณถูก[Curse|สาป]ด้วย [Enfeeble|หมดเรี่ยวแรง (Enfeeble)]","你被[Enfeeble|衰弱][Curse|詛咒]",3,0,"",[],[],"",3,0,"","",9853
97,"AfflictionMonstersKnockback",[16718],[1],"Rusted Mallet","Maillet rouillé","Rostiger Hammer","錆びた木槌","녹슨 망치","Marreta Enferrujada","Ржавый молот","Mazo oxidado","ค้อนขึ้นสนิม","生鏽木槌","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMalletIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMallet","","","","","","","","","","","Monsters always [Knockback]\r\nMonsters have increased [Knockback] Distance","Les monstres [Knockback|Repoussent] toujours\r\nLes monstres ont une augmentation de la Distance de [Knockback|Repoussement]","Monster [Knockback|stoßen] immer zurück\r\nMonster haben erhöhte [Knockback|Rückstoß]distanz","モンスターは常に[Knockback|ノックバック]を与える\r\nモンスターの与える[Knockback|ノックバック]の距離が増加する","몬스터가 항상 [Knockback|밀어냄]\r\n몬스터의 [Knockback|밀어내기] 거리 증가","Monstros sempre [Knockback|Empurram] \r\nMonstros têm distância de [Knockback|Empurrão] aumentada ","Монстры всегда [Knockback|отбрасывают]\r\nУвеличение дистанции [Knockback|отбрасывания] у монстров","Los monstruos siempre [Knockback|empujan]\r\nLos monstruos tienen la distancia de [Knockback|empuje] aumentada","มอนสเตอร์ [Knockback|ผลักออกไป] เสมอ\r\nมอนสเตอร์ มีระยะทางของการ [Knockback|ผลักออกไป] เพิ่มขึ้น","怪物必定[Knockback|擊退]\r\n怪物增加[Knockback|擊退]距離",3,0,"",[],[],"",3,0,"","",30450
98,"AfflictionLessMaxHonour",[20761],[-25],"Weakened Flesh","Chair affaiblie","Geschwächter Körper","弱った肉体","약화된 살점","Carne Enfraquecida","Ослабленная плоть","Carne débil","กายเนื้ออ่อนแอ","虛弱肉體","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWeakenedFleshIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWeakenedFlesh","","","","","","","","","","","25% less Maximum [Honour]","Vous avez 25% de Perte de votre maximum d'[Honour|Honneur]","25% weniger maximale [Honour|Ehre]","[Honour|名誉]の最大値が25%低下する","최대 [Honour|명예] 25% 감폭","25% menos [Honour|Honra] Máxima ","На 25% меньший максимум [Honour|чести]","25% menos de [Honour|honor] máximo","ลด[Honour|เกียรติ]สูงสุด อีก 25%","25% 更少最大[Honour|榮譽]",1,75,"",[],[],"",2,75,"","",24131
99,"AfflictionMonsterSpeed","[5431,5066]","[25,1]","Fiendish Wings","Ailes diaboliques","Teuflische Flügel","悪魔の翼","마귀 날개","Asas Demoníacas","Дьявольские крылья","Alas diabólicas","ปีกชั่วร้าย","惡魔之翼","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWingsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWings","","","","","","","","","","","Monsters' Action Speed cannot be slowed below base\r\nMonsters have 25% increased Attack, Cast and Movement Speed","La Vitesse d'action des monstres ne peut être réduite en deçà de leur valeur de base\r\nLes monstres ont 25% d'Augmentation de Vitesse d'attaque, d'invocation et de déplacement","Monster-Aktionsgeschwindigkeit kann nicht unter den Basiswert verlangsamt werden\r\nMonster haben 25% erhöhte Angriffs-, Zauber- und Bewegungsgeschwindigkeit","モンスターのアクションスピードは基礎数値より低く遅くなることがない\r\nモンスターのアタック、キャストおよび移動スピードが25%増加する","몬스터의 동작 속도가 기본 동작 속도 밑으로 내려가지 않음\r\n몬스터의 공격, 시전, 이동 속도 25% 증가","Velocidade de Ação dos Monstros não pode ser reduzida abaixo do valor base\r\nMonstros têm Velocidades de Ataque, Conjuração e Movimento aumentadas em 25%","Скорость действия монстров не может быть ниже базового значения\r\n25% повышение скорости атаки, сотворения чар и передвижения монстров","La velocidad de acción de los monstruos no se puede ralentizar por debajo de su valor base\r\nLos monstruos tienen las velocidades de ataque, lanzamiento de hechizos y movimiento aumentadas un 25%","ความเร็วในการกระทำของมอนสเตอร์\r\nไม่สามารถเชื่องช้ากว่าค่าพื้นฐานได้\r\nมอนสเตอร์ มีความเร็วในการโจมตี, ร่าย, เคลื่อนที่\r\nเพิ่มขึ้น 25%","怪物行動速度不能被減緩至基礎以下\r\n怪物增加 25% 攻擊、施放和移動速度",3,0,"",[],[],"",3,0,"","",28313
100,"AfflictionGuardsHavePet",[16724],[1],"[UNUSED]","Totem gargouille","Gargoyle-Totem","ガーゴイルのトーテム","가고일 토템","Totem da Gárgula","Тотем гаргульи","Tótem de gárgola","โทเทมการ์กอยล์","石像圖騰","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotemIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotem","","","","","","","","","","","Guards are accompanied by a Gargoyle","Les Gardes sont accompagnés d'une Gargouille","Wächter werden von einem Gargoyle begleitet","ガードはガーゴイルを伴う","수호병이 가고일 대동","Guardas são acompanhados por um Gárgula","Охранников сопровождает гаргулья","Los guardias están acompañados por una gárgola","การ์ด มาพร้อมกับ การ์กอยล์ 1 ตัว","守衛伴隨 1 個石像",3,0,"",[],[],"",3,0,"","",16773
101,"AfflictionEveryRoomIsAfflicted",[],[],"[UNUSED]","Illusion fantôme","Phantom-Illusion","幽霊の幻影","혼령의 환상","Ilusão Fantasmagórica","Призрачная иллюзия","Ilusión fantasma","ผีลวงตา","幻影","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusionIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusion","","","","","","","","","","","Every room grants a random Minor [Afflictions|Affliction]\r\n([Afflictions|Afflictions] granted this way are removed on room completion)","Chaque salle vous donne une [Afflictions|Affliction] mineure tirée au hasard\r\n(les [Afflictions|Afflictions] ainsi reçues se dissipent lorsque vous terminez la salle)","Jeder Raum gewährt eine zufällige Kleine [Afflictions|Bürde]\r\n(Auf diese Weise gewährte [Afflictions|Bürden] werden beim Abschluss des Raums entfernt)","全ての部屋はランダムな軽微な[Afflictions|不幸]を付与する。\r\n(これにより付与された[Afflictions|不幸]は部屋を完了すると取り除かれる)","모든 방이 무작위 보조 [Afflictions|고난] 1개 부여\r\n(이 효과로 부여된 [Afflictions|고난]은 방 완료 시 제거됨)","Cada sala concede uma [Afflictions|Aflição] Menor aleatória \r\n([Afflictions|Aflições] concedidas dessa forma são removidas ao concluir a sala)","Каждый зал накладывает случайное малое [Afflictions|проклятие]\r\n(Полученные таким образом [Afflictions|проклятия] пропадают при завершении зала)","Cada sala otorga una [Afflictions|desventaja] menor aleatoria\r\n(Las [Afflictions|desventajas] que recibas de esta manera, se eliminan al completar la sala)","แต่ละห้อง ให้ [Afflictions|ทัณฑ์]ชั้นต่ำแบบสุ่ม 1 อย่าง\r\n([Afflictions|ทัณฑ์]ที่ได้รับด้วยวิธีนี้จะถูกกำจัดเมื่อผ่านห้อง)","每個房間隨機給予 1 個次要[Afflictions|苦痛]\r\n(以此方式給予的[Afflictions|苦痛]在完成房間時移除)",3,0,"",[],[],"",3,0,"","",16773
102,"AfflictionChestsExplodeWhenOpened",[16725],[1],"[UNUSED]","Outils de crochetage corrompus","Verderbter Dietrich","邪悪な錠前","타락한 자물쇠 따개","Chave Mestra Corrompida","Осквернённая отмычка","Ganzúa corrupta","ลิ่มสะเดาะกุญแจมีมลทิน","損壞鎖撬","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpickIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpick","","","","","","","","","","","Chests in rooms explode when opened","Les coffres dans les salles explosent en s'ouvrant","Truhen in Räumen explodieren bei Öffnung","部屋にあるチェストを開けると爆発する","방의 상자를 열면 폭발함","Baús em salas explodem quando abertos","Сундуки в залах взрываются при открытии","Los cofres de las salas explotan cuando los abres","หีบ ในห้องระเบิดตัวเองเมื่อถูกเปิด","房間中的保險箱開啟時爆炸",3,0,"",[],[],"",3,0,"","",16773
103,"AfflictionReducedMovementSpeed",[22037],[-30],"Worn Sandals","Sandales usées","Abgetragene Sandalen","擦り切れたサンダル","낡은 샌들","Sandálias Usadas","Поношенные сандалии","Sandalias desgastadas","รองเท้าสึก","磨損涼鞋","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandalsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandals","","","","","","","","","","","30% less Movement Speed if you've been [HitDamage|Hit] by an Enemy [Recently]","30% de Perte de Vitesse de déplacement si vous avez été [HitDamage|Touché] par un ennemi [Recently|Récemment]","30% weniger Bewegungsgeschwindigkeit, wenn Ihr [Recently|kürzlich] von einem Gegner [HitDamage|getroffen] wurdet","[Recently|直近]敵から[HitDamage|ヒット]を受けた場合、移動スピードが30%低下する","플레이어가 [Recently|최근 4초 이내] 적에게 [HitDamage|명중]당한 경우 이동 속도 30% 감폭","30% menos Velocidade de Movimento caso você tenha sido [HitDamage|Acertado] por um Inimigo [Recently|Recentemente]","На 30% меньше скорости передвижения, если вы [Recently|недавно] получали [HitDamage|удар] от врага ","30% menos de velocidad de movimiento si te ha [HitDamage|impactado] un enemigo [Recently|recientemente]","ลดความเร็วในการเคลื่อนที่ 30% หากคุณถูก[HitDamage|ปะทะ]จากศัตรูมา[Recently|เร็วๆ นี้]","若你[Recently|近期]被一名敵人[HitDamage|擊中]，減少 30% 移動速度",3,0,"",[],[],"",3,0,"","",30473
104,"AfflictionRelicsHaveNoEffect",[16605],[1],"Orb of Negation","Orbe de négation","Sphäre der Negation","打ち消しのオーブ","부정의 구슬","Orbe da Negação","Сфера отрицания","Orbe de negación","ลูกสกัดฤทธิ์","否定寶珠","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegationIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegation","","","","","","","","","","","Non-[ItemRarity|Unique] [Relic|Relics] have no Effect","Les [Relic|Reliques] non [ItemRarity|Uniques] n'ont aucun Effet","[Relic|Relikte] ([ItemRarity|einzigartige] ausgenommen) haben keine Wirkung","[ItemRarity|ユニーク]でない[Relic|レリック]の効果がなくなる","비-[ItemRarity|고유] [Relic|유물]의 효과를 받지 않음","[Relic|Relíquias] Não-[ItemRarity|Únicas] não têm Efeito","Не [ItemRarity|уникальные] [Relic|реликвии] не имеют эффекта","Las [Relic|reliquias] que no son [ItemRarity|únicas] no tienen ningún efecto","[Relic|วัตถุตกทอด]ที่ไม่ใช่[ItemRarity|ยูนิค] ไม่มีผล","非[ItemRarity|傳奇][Relic|聖物]無效果",3,0,"",[],[],"",3,0,"",1,43834
105,"AfflictionMerchantOneItem",[16634],[1],"Tradition's Demand","Exigence des traditions","Preis der Tradition","伝統の要求","관례의 요구","Exigência da Tradição","Дань традиции","Exigencia de la tradición","คำสั่งตามประเพณี","傳統之需","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTraditionsDemandIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTraditionsDemand","","","","","","","","","","","The Merchant only offers one choice","Le Marchand ne propose qu'un seul choix","Händler bieten nur eine Auswahl an","商人が提供する選択肢の数が1つだけになる","상인이 1개의 선택지만 제안함","O Mercador só oferece uma escolha","Торговец предлагает к покупке только один товар","El mercader solo ofrece una opción","แม่ค้า มีตัวเลือกเดียว","商人只提供 1 個選擇",3,0,"",[],[],"",3,0,"","",55120
106,"AfflictionMonsterPetrifyOnHit",[16719],[4],"Chiselled Stone","Pierre ciselée","Gemeißelter Stein","ノミを打たれた石","깎아놓은 돌","Pedra Talhada","Точёный камень","Piedra tallada","หินสลัก","鑿石","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStoneIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStone","","","","","","","","","","","Monsters [Petrify] on Hit","Les monstres [Petrify|Pétrifient] au Toucher","Monster [Petrify|versteinern] bei Treffer","モンスターはヒット時に[Petrify|石化]を付与する","몬스터가 명중 시 [Petrify|석화] 유발","Monstros [Petrify|Petrificam] ao Atingir ","Монстры накладывают [Petrify|окаменение] при нанесении удара","Los monstruos [Petrify|petrifican] al impactar","มอนสเตอร์ สร้างสถานะ [Petrify|แข็งเป็นหิน] เมื่อปะทะ","怪物擊中時施加[Petrify|石化]",3,0,"",[],[],"",3,0,"","",6958
107,"AfflictionBoonConveretedToMinorAffliction",[16557],[1],"Glass Shard","Éclat de verre","Glasscherbe","ガラスの破片","유리 파편","Fragmento de Vidro","Осколок стекла","Esquirla de cristal","เศษกระจก","玻璃碎片","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShardIcon",6,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShard","","","","","","","","","","","The next [Boons|Boon] you gain is converted into a random Minor [Afflictions|Affliction]","Le prochain [Boons|Bienfait] que vous recevez est converti en une [Afflictions|Affliction] tirée au hasard","Der nächste [Boons|Segen], den Ihr erhaltet, wird in eine zufällige Kleine [Afflictions|Bürde] umgewandelt","次回獲得する[Boons|恩恵]はランダムな軽微な[Afflictions|不幸]に変換される","다음으로 획득하는 [Boons|은혜]가 무작위 보조 [Afflictions|고난]으로 전환","A próxima [Boons|Dádiva] que você receber será convertida em uma [Afflictions|Aflição] Menor aleatória ","Следующее полученное [Boons|благословение] превратится в случайное малое [Afflictions|проклятие]","La siguiente [Boons|ventaja] que obtengas se convertirá en una [Afflictions|desventaja] menor aleatoria","แปลง [Boons|พร] ถัดไปที่คุณได้รับเป็น\r\n[Afflictions|ทัณฑ์]ชั้นต่ำแบบสุ่ม 1 ประการ","你下個獲得的[Boons|恩惠]，轉化成 1 個隨機次要[Afflictions|苦痛]",3,0,"",[],[],"",3,0,"","",45600
108,"AfflictionNoEvasion",[19110],[1],"Iron Manacles","Menottes de fer","Eiserne Fesseln","鉄の手錠","철제 수갑","Algemas de Ferro","Железные кандалы","Grilletes de hierro","ตรวนเหล็ก","鐵手鐐","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManaclesIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManacles","","","","","","","","","","","You have no [Evasion]","Vous n'avez pas d'[Evasion|Évasion]","Ihr habt kein [Evasion|Ausweichen]","プレイヤーは[Evasion|回避力]を持たなくなる","[Evasion|회피]가 없음","Você não possui [Evasion|Evasão] ","У вас отсутствует [Evasion|уклонение]","No tienes [Evasion|evasión]","คุณไม่มี [Evasion|การหลบหลีก]","你沒有[Evasion|閃避]",3,0,"",[],[],"",3,0,"","",35578
109,"AfflictionNoArmour",[19108],[1],"Sharpened Arrowhead","Pointe de flèche aiguisée","Geschärfte Pfeilspitze","鋭い矢じり","날카로운 화살촉","Ponta Afiada de Flecha","Заострённый наконечник","Punta de flecha afilada","หัวศรลับแหลม","鋒利箭矢","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowheadIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowhead","","","","","","","","","","","You have no [Armour]","Vous n'avez pas d'[Armour|Armure]","Ihr habt keine [Armour|Rüstung]","プレイヤーは[Armour|アーマー]を持たなくなる","[Armour|방어도]가 없음","Você não possui [Armour|Armadura] ","У вас отсутствует [Armour|броня]","No tienes [Armour|armadura]","คุณไม่มี [Armour|ค่าเกราะ]","你沒有[Armour|護甲]",3,0,"",[],[],"",3,0,"","",48487
110,"AfflictionNoEnergyShield",[16146],[-50],"Shattered Shield","Bouclier brisé","Zerschmetterter Schild","砕けた盾","조각난 방패","Escudo Destruído","Расколотый щит","Escudo astillado","โล่แตกสลาย","破碎盾牌","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShieldIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShield","","","","","","","","","","","You have 50% less [EnergyShield|Energy Shield]","Vous avez 50% de Perte de [EnergyShield|Bouclier d'énergie]","Ihr habt kein [EnergyShield|Energieschild]","プレイヤーは[EnergyShield|エナジーシールド]が50%低下する","[EnergyShield|에너지 보호막] 50% 감폭","Você tem 50% menos [EnergyShield|escudo de energia] ","У вас на 50% меньше [EnergyShield|энергетического щита]","Tienes un 50% menos de [EnergyShield|escudo de energía]","คุณมี [EnergyShield|โล่พลังงาน] ลดลง อีก 50%","你有 50% 更少[EnergyShield|能量護盾]",3,0,"",[],[],"",3,0,"","",16335
111,"AfflictionNoDefences",[19112],[1],"Corrosive Concoction","Concoction corrosive","Korrosives Gebräu","腐食性の調合薬","부식성 혼합물","Composto Corrosivo","Едкая смесь","Sustancia corrosiva","น้ำยากัดกร่อน","腐蝕藥劑","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoctionIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoction","","","","","","","","","","","You have no [Defences]","Vous n'avez pas de [Defences|Défenses]","Ihr habt keine [Defences|Verteidigungen]","プレイヤーは[Defences|防御力]を持たなくなる","[Defences|방어력]이 없음","Você não possui [Defences|Defesas] ","У вас отсутствует [Defences|защита]","No tienes [Defences|defensas]","คุณไม่มี [Defences|ค่าป้องกัน]","你沒有[Defences|防禦]",3,0,"",[],[],"",3,0,"","",55502
112,"PactOpenChestsWithNoKey","[20457,20458]","[1,100]","Pledge to the Guileful","Serment au Sournois","Schwur an die Arglistigen","狡き者の誓約","교활한 자와의 맹약","Promessa ao Astucioso ","Обет вероломных","Promesa a los astutos","คำมั่นแด่ผู้มีเล่ห์","狡猾冥約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentCanOpenChestWithoutKey",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/CanOpenChestWithoutKey","Can Open 1 Reward Chest in each Room without using a Key","Vous pouvez ouvrir 1 Coffre de récompense dans chaque salle sans utilisé de Clé","Kann 1 Belohnungstruhe in jedem Raum öffnen, ohne einen Schlüssel zu benutzen","鍵を使用せずに各部屋にある報酬チェストを1個開けることができる","방마다 열쇠를 사용하지 않고 보상 상자를 1개 열 수 있음","Pode abrir 1 Baú de Recompensa em cada Sala sem usar uma Chave ","Вы можете открыть 1 наградной сундук в каждом зале без ключа","Puedes abrir 1 cofre de recompensas en cada sala sin usar una llave","สามารถเปิด หีบรางวัล ได้ 1 ใบในแต่ละห้อง โดยไม่ต้องใช้กญแจ","在每個房間裡可以不使用鑰匙打開 1 個獎勵箱","Take {0} Physical Damage on opening a Key Chest without using a Key","Vous subissez {0} Dégâts physiques lorsque vous ouvrez un Coffre de récompense sans utilisé de Clé","Erleidet {0} physischen Schaden beim Öffnen einer Schlüsseltruhe, ohne einen Schlüssel zu nutzen","鍵を使用せずに鍵付きのチェストを開けると物理ダメージを{0}受ける","열쇠를 사용하지 않고 열쇠 상자를 열면 물리 피해를 {0} 받음","Receba {0} de Dano Físico ao abrir um Baú com Chave sem usar uma Chave ","Вы получаете {0} физического урона при открытии запертого сундука без ключа","Recibes {0} de daño físico al abrir un cofre de llave sin usar una llave","ได้รับความเสียหาย กายภาพ {0} เมื่อเปิด หีบที่ใช้กุญแจ โดยไม่ใช้กุญแจ","不使用鑰匙打開 1 個鑰匙箱時，受到 {0} 點物理傷害",3,0,"",[],[],"",3,0,"","",62382
113,"PactEasierBosses","[16425,16426]","[100,-50]","Pledge to the Powerful","Serment au Puissant","Schwur an die Mächtigen","強き者の誓約","강력한 자와의 맹약","Promessa ao Poderoso ","Обет могущественных","Promesa a los poderosos","คำมั่นแด่ผู้ทรงพลัง","強力冥約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentBossDealLessDamage",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/BossDealLessDamage","50% less [Honour] lost in Boss Rooms","Vous avez 50% de perte d'[Honour|Honneur] perdu dans les salles de Boss","50% weniger verlorene [Honour|Ehre] in Bossräumen","ボス部屋で失う[Honour|名誉]の量が50%低下する","보스 방에서 상실하는 [Honour|명예] 50% 감폭","50% menos [Honour|Honra] perdida em Salas de Chefes ","На 50% меньшая потеря [Honour|чести] в залах с боссами","50% menos de [Honour|honor] perdido en las salas de jefes","ลด[Honour|เกียรติ]ที่เสีย อีก 50%\r\nในห้องบอส","頭目房失去 50% 更少[Honour|榮譽]","100% more [Honour] lost in non-Boss Rooms","Vous perdez 100% Davantage d'[Honour|Honneur] dans les salles qui ne contiennent pas de Boss","100% mehr verlorene [Honour|Ehre] in Räumen (Bossräume ausgenommen)","ボス部屋以外で失う[Honour|名誉]の量が100%上昇する","비-보스 방에서 상실하는 [Honour|명예] 100% 증폭","100% mais [Honour|Honra] perdida em Salas que não sejam de Chefes ","На 100% большая потеря [Honour|чести] в залах без боссов","100% más de [Honour|honor] perdido en las salas que no son de jefes","เพิ่ม[Honour|เกียรติ]ที่เสีย อีก 100%\r\nในห้องที่ไม่ใช่บอส","非頭目房失去 100% 更多[Honour|榮譽]",3,0,"",[],[],"",3,0,"","",27532
