"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
278,"main_hand_knockback",1,"","",4,"",1,"","",1,2843702629,[],"","","","",[2],[],""
279,"off_hand_knockback",1,"","",4,"",1,"","",1,2570461881,[],"","","","",[2],[],""
280,"main_hand_accuracy_rating",1,"","",3,1,1,"","",1,3967110418,[],"","","",1,[35],[],""
281,"off_hand_accuracy_rating",1,"","",3,1,1,"","",1,23321753,[],"","","",1,[35],[],""
282,"main_hand_attack_speed_+%",1,"","",1,1,1,"","",1,3908102930,[],"","","",1,[21],[],""
283,"off_hand_attack_speed_+%",1,"","",1,1,1,"","",1,2080422905,[],"","","",1,[21],[],""
284,"cast_speed_+%_for_scaling_and_display",1,"","",1,1,1,"","",1,3055638112,[],"","","",1,[23],[],""
285,"spectre_maximum_life_+%",1,"","",1,"",1,"","","",2424047866,[],"","","",1,[33],[],""
286,"zombie_maximum_life_+%",1,"","",1,"",1,"","","",1700566105,[],"","","",1,[33],[],""
287,"fire_elemental_maximum_life_+%","","","",1,"",1,"","","",1818487076,[],"","","",1,[33],[],""
288,"raven_maximum_life_+%","","","",1,"",1,"","","",206006679,[],"","","",1,[33],[],""
289,"arrow_speed_+%","","","",1,1,1,"","",1,2751969539,[],"","","",1,[32],[],""
290,"main_hand_stun_threshold_reduction_+%",1,"","",1,"",1,"","",1,1795450793,[],"","","",1,[2],[],""
291,"off_hand_stun_threshold_reduction_+%",1,"","",1,"",1,"","",1,587983988,[],"","","",1,[2],[],""
292,"main_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"",1,"","",1,3125636393,[],"","","",1,[2],[],""
293,"off_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"",1,"","",1,536958852,[],"","","",1,[2],[],""
294,"main_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"",1,"","",1,3125992148,[],"","","",1,[2],[],""
295,"off_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"",1,"","",1,1868263240,[],"","","",1,[2],[],""
296,"cold_damage_resistance_%",1,"","",1,1,1,"","",1,2372162441,[],"","","",1,[0],[],""
297,"fire_damage_resistance_%",1,"","",1,1,1,"","",1,3645495633,[],"","","",1,[0],[],""
298,"lightning_damage_resistance_%",1,"","",1,1,1,"","",1,3048728153,[],"","","",1,[0],[],""
299,"chaos_damage_resistance_%",1,"","",1,1,1,"","",1,204000834,[],"","","",1,[0],[],""
300,"resist_all_elements_%","","","",1,"",1,"","","",3204845899,[],"","","",1,[0],[],""
301,"trap_duration_+%",1,"","",1,"","","","",1,1253436669,[],14,"","",1,[],[],""
302,"trap_trigger_radius_+%","","","",1,"","","","",1,3600132497,[],14,"","",1,[],[],""
303,"trap_throwing_speed_+%",1,"","",1,1,"","","",1,3767675802,[],14,"","",1,[],[],""
304,"monster_response_time_ms",1,"","",1,"","","","",1,315145786,[],"","","",1,[],[],""
305,"skill_internal_monster_responsiveness_+%",1,"","",1,"","","","",1,46758112,[],"","","",1,[],[],""
306,"endurance_charge_granted_per_X_monster_power_during_endurance_warcry",1,"","",3,"","","","",1,3396068466,[],"","","",1,[],[],""
307,"skill_range_+%",1,"","",1,1,"","","",1,2656369235,[],"","","",1,[],[],""
308,"skill_visual_scale_+%",1,"","",1,1,"","","",1,1421230256,[],"","","",1,[],[],""
309,"imp_variation",1,"","",3,1,"","","",1,376018858,[],"","","","",[],[],""
310,"main_hand_base_weapon_attack_duration_ms",1,"","",3,"","","","",1,665085975,[],"",1,"",1,[],[],""
311,"off_hand_base_weapon_attack_duration_ms",1,"","",3,"","","","",1,117725417,[],"",1,"",1,[],[],""
312,"main_hand_minimum_attack_distance","","","",3,1,1,"","",1,38658113,[],"",1,"",1,[1],[],""
313,"off_hand_minimum_attack_distance","","","",3,1,1,"","",1,1490890102,[],"",1,"",1,[1],[],""
314,"main_hand_base_maximum_attack_distance",1,"","",3,1,"","","",1,1424223654,[],"",1,"",1,[],[],""
315,"off_hand_base_maximum_attack_distance",1,"","",3,1,"","","",1,1638647292,[],"","","",1,[],[],""
316,"main_hand_quality","","","",1,"","","","",1,3710972830,[],"","","",1,[],[],""
317,"off_hand_quality","","","",1,"","","","",1,3318974368,[],"","","",1,[],[],""
318,"base_spell_critical_strike_multiplier_+","","","",3,"","","","",1,1749887114,[],4,"","",1,[],[],""
319,"spell_critical_strike_multiplier_+",1,"","",3,"",1,"","","",2939596754,[],"","","",1,[3],[],""
320,"is_trap",1,"","",4,1,"","","",1,3548576365,[],"",1,"","",[],[],""
321,"weapon_elemental_damage_+%",1,"","",1,"","","","",1,2334060960,[],"","","",1,[],[],""
322,"staff_stun_duration_+%","","","",1,"","","","",1,3794290333,[],18,"","",1,[],[],""
323,"two_handed_melee_physical_damage_+%",1,"","",1,"","","","",1,2947492087,[],1,"","",1,[],[],""
324,"two_handed_melee_stun_duration_+%",1,"","",1,"","","","",1,2994912711,[],6,"","",1,[],[],""
325,"two_handed_melee_attack_speed_+%",1,"","",1,"","","","",1,1092730748,[],3,"","",1,[],[],""
326,"two_handed_melee_accuracy_rating_+%",1,"","",1,"","","","",1,2163943616,[],5,"","",1,[],[],""
327,"physical_damage_while_dual_wielding_+%",1,"","",1,"","","","",1,1758582977,[],1,"","",1,[],[],""
328,"one_handed_melee_physical_damage_+%",1,"","",1,"","","","",1,3584405402,[],1,"","",1,[],[],""
329,"one_handed_melee_attack_speed_+%",1,"","",1,"","","","",1,2080132379,[],3,"","",1,[],[],""
330,"one_handed_melee_accuracy_rating_+%",1,"","",1,"","","","",1,3227746128,[],5,"","",1,[],[],""
331,"base_stun_duration_+%",1,"","",1,"","","","",1,4040920316,[],6,"","",1,[],[],""
332,"bow_stun_duration_+%",1,"","",1,"","","","",1,3518518473,[],6,"","",1,[],[],""
333,"base_life_gain_per_target","","","",3,"","","","",1,1079790274,[],6,"","",1,[],[],""
334,"corpse_explosion_monster_life_%",1,"","",1,"","","","",1,3974364080,[],"","","",1,[],[],""
335,"skill_level",1,"","",3,"","","","",1,1027427812,[],"","","",1,[],[],""
336,"action_speed_-%",1,"","",1,1,"","","",1,1631261654,[],3,"","",1,[],[],""
337,"skill_art_variation",1,"","",3,1,"","","",1,3654290365,[],"",1,"","",[],[],""
338,"always_crit",1,"","",4,"","","","",1,1101922,[],"","","","",[],[],""
339,"chaos_damage_taken_per_minute",1,"","",3,1,1,"","",1,1701278811,[],"",1,"",1,[0],[],""
340,"base_fire_damage_to_deal_per_minute",1,"","",3,1,"","","",1,3634767425,[],"",1,"",1,[],[6],""
341,"add_frenzy_charge_on_kill",1,"","",4,"","","","",1,1645150511,[],"","","","",[],[],""
342,"base_fire_damage_to_deal_to_nearby_per_minute",1,"","",3,"","","","",1,1887141931,[],"",1,"",1,[],[],""
343,"base_physical_damage_taken_per_minute","","","",3,"","","","",1,1089972948,[],"",1,"",1,[],[],""
344,"spell_minimum_base_lightning_damage_per_removable_power_charge",1,"","",3,"","","","",1,2044354549,[],"",1,"",1,[],[],""
345,"spell_maximum_base_lightning_damage_per_removable_power_charge",1,"","",3,"","","","",1,2951795889,[],"",1,"",1,[],[],""
346,"base_skill_effect_duration",1,"","",3,1,"","","",1,3797695503,[],"",1,"",1,[],[],""
347,"skill_effect_duration",1,"","",3,1,1,"","",1,3364360930,[],"","","",1,[34],[],""
348,"buff_effect_duration",1,"","",3,1,1,"","",1,411997686,[],"","","",1,[34],[],""
349,"buff_effect_duration_+%_per_removable_endurance_charge",1,"","",3,"","","","",1,1452391054,[],"","","",1,[],[],""
350,"buff_effect_duration_+%_per_removable_endurance_charge_limited_to_5",1,"","",3,"","","","",1,1061856661,[],"","","",1,[],[],""
351,"local_base_evasion_rating","",1,"",3,"","","","",1,2317586958,[],"","","",1,[],[],""
352,"local_base_physical_damage_reduction_rating","",1,"",3,"","","","",1,4144227533,[],"","","",1,[],[],""
353,"base_attack_speed_+%_per_frenzy_charge","","","",1,"","","","",1,27707373,[],18,"","",1,[],[],""
354,"physical_damage_+%_per_frenzy_charge",1,"","",1,"","","","",1,3338027062,[],"","","",1,[],[],""
355,"is_player",1,"","",4,1,"","","",1,2520941789,[],"",1,"","",[],[],""
356,"life_per_level","","","",3,"","","","",1,505068196,[],"","","",1,[],[],""
357,"mana_per_level","","","",3,"","","","",1,3838873125,[],"","","",1,[],[],""
358,"backstab_damage_+%",1,"","",1,"","","","",1,1891485115,[],"","","",1,[],[],""
359,"maximum_life_+%_final_per_additional_player",1,"","",1,1,"","","",1,2237333202,[],"","","",1,[],[],""
360,"intermediary_maximum_life","","","",3,"",1,"","","",1094587006,[],"","","",1,[0],[],""
361,"local_flask_armour_+%_while_healing",1,1,"",1,"","","","",1,39806384,[],"","","",1,[],[],""
362,"local_flask_evasion_+%_while_healing",1,1,"",1,"","","","",1,961208996,[],"","","",1,[],[],""
363,"local_flask_energy_shield_+%_while_healing",1,1,"",1,"","","","",1,3401215374,[],"","","",1,[],[],""
364,"local_flask_movement_speed_+%_while_healing",1,1,"",1,"","","","",1,805174023,[],"","","",1,[],[],""
365,"local_flask_stun_recovery_+%_while_healing",1,1,"",1,"","","","",1,1604829150,[],"","","",1,[],[],""
366,"local_flask_resistances_+%_while_healing",1,1,"",1,"","","","",1,2294598209,[],"","","",1,[],[],""
367,"local_flask_adds_knockback_while_healing",1,1,"",4,"","","","",1,836079805,[],"","","","",[],[],""
368,"local_flask_removes_%_of_mana_recovery_from_life_on_use",1,1,"",1,"","","","",1,1776438094,[],"","","",1,[],[],""
369,"local_flask_removes_%_of_life_recovery_from_mana_on_use",1,1,"",1,"","","","",1,3834642191,[],"","","",1,[],[],""
370,"local_flask_removes_%_of_life_recovery_from_life_on_use",1,1,"",1,"","","","",1,1860908158,[],"","","",1,[],[],""
371,"local_flask_amount_to_recover_+%_when_on_low_life",1,1,"",4,"","","","",1,3459628069,[],"","","","",[],[],""
372,"local_flask_recover_instantly_when_on_low_life",1,1,"",4,"","","","",1,98024418,[],"","","","",[],[],""
373,"local_flask_recovery_amount_%_to_recover_instantly",1,1,"",1,"","","","",1,3272279437,[],"","","",1,[],[],""
374,"local_flask_dispels_burning_and_ignite_immunity_during_effect",1,1,"",4,"","","","",1,4291560258,[],"","","","",[],[],""
375,"local_flask_dispels_freeze_and_chill",1,1,"",4,"","","","",1,533296648,[],"","","","",[],[],""
376,"local_max_charges_+%",1,1,"",1,"","","","",1,2495187398,[],"","","",1,[],[],""
377,"local_charges_added_+%",1,1,"",1,"","","","",1,3724547640,[],"","","",1,[],[],""
378,"local_flask_amount_to_recover_+%",1,1,"",1,"","","","",1,978608437,[],"","","",1,[],[],""
379,"local_flask_recovers_instantly",1,1,"",4,"","","","",1,764623902,[],"","","","",[],[],""
380,"local_flask_minion_heal_%",1,1,"",1,"","","","",1,722168523,[],"","","",1,[],[],""
381,"local_recharge_on_crit",1,1,"",3,"","","","",1,3760575456,[],"","","",1,[],[],""
382,"local_recharge_on_take_crit",1,1,"",3,"","","","",1,646075130,[],"","","",1,[],[],""
383,"local_critical_strike_multiplier_+","",1,1,3,"","",823,840,1,1162331526,[],"","","",1,[],[],""
384,"local_flask_prevents_death_while_healing",1,1,"",4,"","","","",1,613345628,[],"","","","",[],[],""
385,"cannot_die",1,"","",4,1,"","","",1,1295195673,[],"","","","",[],[],""
386,"flask_life_to_recover_+%",1,"","",1,"","","","",1,2114039945,[],17,"","",1,[],[],""
387,"flask_mana_to_recover_+%",1,"","",1,"","","","",1,808532262,[],17,"","",1,[],[],""
388,"flask_recovery_speed_+%",1,"","",1,"","","","",1,2252759471,[],17,"","",1,[],[],""
389,"knockback_distance_+%","","","",1,"","","","",1,1722946251,[],6,"","",1,[],[],""
390,"weapon_fire_damage_+%","","","",1,"","","","",1,2334280937,[],1,"","",1,[],[],""
391,"weapon_cold_damage_+%","","","",1,"","","","",1,3867974564,[],"","","",1,[],[],""
392,"weapon_lightning_damage_+%","","","",1,"","","","",1,992851982,[],"","","",1,[],[],""
393,"weapon_chaos_damage_+%","","","",1,"","","","",1,3091458506,[],"","","",1,[],[],""
394,"spell_elemental_damage_+%","","","",1,"","","","",1,4282077283,[],1,"","",1,[],[],""
395,"resist_all_elements_+%_while_holding_shield","","","",1,"","","","",1,3079614043,[],10,"","",1,[],[],""
396,"staff_block_%","","","",1,"","","","",1,2932853319,[],11,"","",1,[],[],""
397,"attack_minimum_added_lightning_damage_with_wand","","","",3,"","","","",1,2694983318,[],"","","",1,[],[],""
398,"attack_maximum_added_lightning_damage_with_wand","","","",3,"","","","",1,1732475804,[],"","","",1,[],[],""
399,"attack_minimum_added_fire_damage_with_wand","","","",3,"","","","",1,4247642573,[],"","","",1,[],[],""
400,"attack_maximum_added_fire_damage_with_wand","","","",3,"","","","",1,3237596443,[],"","","",1,[],[],""
401,"attack_minimum_added_cold_damage_with_wand","","","",3,"","","","",1,1245436702,[],"","","",1,[],[],""
402,"attack_maximum_added_cold_damage_with_wand","","","",3,"","","","",1,1511071147,[],"","","",1,[],[],""
403,"wand_elemental_damage_+%","","","",1,"","","","",1,544831857,[],1,"","",1,[],[],""
404,"chance_to_gain_endurance_charge_on_block_%",1,"","",1,"","","","",1,2730690221,[],16,"","",1,[],[],""
405,"endurance_charge_duration_+%",1,"","",1,"","","","",1,2783381455,[],16,"","",1,[],[],""
406,"generate_endurance_charges_for_allies_in_your_presence",1,"","",4,"",1,"","","",54690466,[],"","","","",[0],[],""
407,"add_frenzy_charge_on_enemy_block",1,"","",4,"","","","",1,1395213271,[],"","","","",[],[],""
408,"base_frenzy_charge_duration_+%","","","",1,"","","","",1,3022863432,[],16,"","",1,[],[],""
409,"generate_frenzy_charges_for_allies_in_your_presence",1,"","",4,"",1,"","","",542982041,[],"","","","",[0],[],""
410,"add_power_charge_on_minion_death",1,"","",4,"","","","",1,1178915714,[],"","","","",[],[],""
411,"skill_area_of_effect_+%_per_power_charge",1,"","",1,"","","","",1,1356016901,[],18,"","",1,[],[],""
412,"spell_damage_+%_per_power_charge",1,"","",1,"","","","",1,2526275461,[],1,"","",1,[],[],""
413,"wand_damage_+%_per_power_charge",1,"","",1,"","","","",1,2907011318,[],1,"","",1,[],[],""
414,"power_charge_duration_+%",1,"","",1,"","","","",1,3601157782,[],16,"","",1,[],[],""
415,"generate_power_charges_for_allies_in_your_presence",1,"","",4,"",1,"","","",1505679583,[],"","","","",[0],[],""
416,"totem_duration_+%",1,"","",1,"","","","",1,871295963,[],13,"","",1,[],[],""
417,"buff_effect_on_self_+%",1,"","",1,1,"","","",1,1075973809,[],"","","",1,[],[],""
418,"add_power_charge_when_interrupted_while_casting","","","",4,"","","","",1,2024976002,[],"","","","",[],[],""
419,"add_power_charge_when_kill_shocked_enemy",1,"","",4,"","","","",1,4039786244,[],"","","","",[],[],""
420,"base_skill_area_of_effect_+%",1,"","",1,"","","","",1,1406292395,[],6,"","",1,[],[],""
421,"casting_spell",1,"","",4,1,"","","",1,1408229853,[],"",1,"","",[],[],""
422,"avoid_interruption_%",1,"","",1,1,1,"","",1,4240213458,[],"","","",1,[1],[],""
423,"add_power_charge_when_interrupted",1,"","",4,"",1,"","","",2595987955,[],"","","","",[0],[],""
424,"attack_minimum_base_fire_damage_for_elemental_hit",1,"","",3,"","","","",1,2369505872,[],"",1,"",1,[],[],""
425,"attack_maximum_base_fire_damage_for_elemental_hit",1,"","",3,"","","","",1,310820367,[],"",1,"",1,[],[],""
426,"attack_minimum_base_cold_damage_for_elemental_hit",1,"","",3,"","","","",1,903183624,[],"",1,"",1,[],[],""
427,"attack_maximum_base_cold_damage_for_elemental_hit",1,"","",3,"","","","",1,3190952018,[],"",1,"",1,[],[],""
428,"attack_minimum_base_lightning_damage_for_elemental_hit",1,"","",3,"","","","",1,3454323762,[],"",1,"",1,[],[],""
429,"attack_maximum_base_lightning_damage_for_elemental_hit",1,"","",3,"","","","",1,339975955,[],"",1,"",1,[],[],""
430,"additional_physical_damage_reduction_%",1,"","",1,1,1,"","",1,179437160,[],"","","",1,[0],[],""
431,"physical_damage_reduction_%_per_endurance_charge",1,"","",1,"","","","",1,4102124871,[],"","","",1,[],[],""
432,"non_skill_base_physical_damage_%_to_gain_as_fire",1,"","",1,"","","","",1,1319741637,[],1,"","",1,[],[],""
433,"non_skill_base_physical_damage_%_to_gain_as_cold",1,"","",1,"","","","",1,232023748,[],1,"","",1,[],[],""
434,"non_skill_base_physical_damage_%_to_gain_as_lightning",1,"","",1,"","","","",1,3616007781,[],1,"","",1,[],[],""
435,"non_skill_base_physical_damage_%_to_gain_as_chaos",1,"","",1,"","","","",1,4262839799,[],1,"","",1,[],[],""
436,"life_regeneration_rate_per_minute_%",1,"","",1,"","","","",1,3285295724,[],7,"","",1,[],[],""
437,"base_chaos_damage_%_of_maximum_life_taken_per_minute",1,"","",1,"","","","",1,2562134119,[],"","","",1,[],[],""
438,"self_chaos_damage_%_of_maximum_life_taken_per_minute",1,"","",1,"","","","",1,3768410432,[],"","","",1,[],[],""
439,"base_chaos_damage_taken_per_minute",1,"","",3,"","","","",1,3637290139,[],"","","",1,[],[],""
440,"add_level_X_blood_rage_on_kill",1,"","",3,"","","","",1,3053928529,[],"","","",1,[],[],""
441,"base_chance_to_freeze_%","","","",1,"","","","",1,3128256755,[],2,"","",1,[],[],""
442,"display_mana_cost_reduction_%",1,"","",1,"","","","",1,379053576,[],"","","",1,[],[],""
443,"display_minion_monster_level",1,"","",3,"","","","",1,4031462661,[],"","","",1,[],[],""
444,"display_minion_monster_type",1,"","",1,"","","","",1,1623798695,[],"","","",1,[],[],""
445,"monster_slain_flask_charges_granted_+%",1,"","",1,"","","","",1,2715955697,[],"","","",1,[],[],""
446,"charges_gained_+%",1,"","",1,"","","","",1,147961863,[],16,"","",1,[],[],""
447,"global_knockback_on_crit",1,"","",4,"","","","",1,1208233733,[],"","","","",[],[],""
448,"dummy_stat_display_nothing","","","",3,"","","","",1,2911173839,[],18,"","",1,[],[],""
449,"shield_charge_extra_distance",1,"","",3,1,"","","",1,2757390219,[],"","","",1,[],[],""
450,"shield_charge_end_slide_distance",1,"","",3,1,"","","",1,2110614540,[],"","","",1,[],[],""
451,"main_hand_knockback_on_crit",1,"","",4,"",1,"","",1,186084311,[],"","","","",[2],[],""
452,"off_hand_knockback_on_crit",1,"","",4,"",1,"","",1,4247167690,[],"","","","",[2],[],""
453,"knockback_on_crit_with_quarterstaff","","","",4,"","","","",1,2129995814,[],4,"","","",[],[],""
454,"knockback_on_crit_with_bow","","","",4,"","","","",1,1761174546,[],4,"","","",[],[],""
455,"knockback_on_crit_with_wand","","","",4,"","","","",1,1129838882,[],"","","","",[],[],""
456,"shield_charge_stun_duration_+%_maximum",1,"","",1,"","","","",1,3238514611,[],"","","",1,[],[],""
457,"shield_charge_knockback_distance_+%_maximum","","","",1,"","","","",1,552421524,[],"","","",1,[],[],""
458,"shield_charge_damage_+%_maximum",1,"","",1,"","","","",1,1191507107,[],"","","",1,[],[],""
459,"spell_minimum_base_fire_damage_per_removable_endurance_charge",1,"","",3,"","","","",1,707621898,[],"",1,"",1,[],[],""
460,"spell_maximum_base_fire_damage_per_removable_endurance_charge",1,"","",3,"","","","",1,100834450,[],"",1,"",1,[],[],""
461,"spell_minimum_base_cold_damage_per_removable_frenzy_charge",1,"","",3,"","","","",1,387945706,[],"",1,"",1,[],[],""
462,"spell_maximum_base_cold_damage_per_removable_frenzy_charge",1,"","",3,"","","","",1,934425151,[],"",1,"",1,[],[],""
463,"base_damage_taken_+%",1,"","",1,"","","","",1,1596120653,[],11,"","",1,[],[],""
464,"is_shocked",1,"","",4,1,1,"","",1,3457412324,[],"","","","",[],[],""
465,"base_global_chance_to_knockback_%",1,"","",1,"","","","",1,4117279610,[],6,"","",1,[],[],""
466,"main_hand_chance_to_knockback_%",1,"","",1,"",1,"","",1,2743128277,[],"","","",1,[2],[],""
467,"off_hand_chance_to_knockback_%",1,"","",1,"",1,"","",1,2364684349,[],"","","",1,[2],[],""
468,"non_skill_base_physical_damage_%_to_convert_to_fire",1,"","",1,"","","","",1,1770224889,[],1,"","",1,[],[],""
469,"non_skill_base_physical_damage_%_to_convert_to_cold",1,"","",1,"","","","",1,2104610105,[],1,"","",1,[],[],""
470,"non_skill_base_physical_damage_%_to_convert_to_lightning",1,"","",1,"","","","",1,565424070,[],"","","",1,[],[],""
471,"non_skill_base_physical_damage_%_to_convert_to_chaos",1,"","",1,"","","","",1,679812809,[],"","","",1,[],[],""
472,"elemental_damage_+%",1,"","",1,"","","","",1,570984042,[],1,"","",1,[],[],""
473,"mana_regeneration_rate_+%_per_power_charge",1,"","",1,"","","","",1,577952650,[],8,"","",1,[],[],""
474,"minion_damage_+%",1,"","",1,"","","","",1,1629152159,[],12,"","",1,[],[],""
475,"shield_maximum_energy_shield_+%",1,"","",1,"","","","",1,1163577077,[],9,"","",1,[],[],""
476,"melee_physical_damage_+%",1,"","",1,"","","","",1,1240334711,[],1,"","",1,[],[],""
