"rownum","WorldArea","MonsterPacks","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","i32_40","[i32]_44","MapPin","Decorations","MapContentSet","CorruptedPin","i32_124","i32_128","MapPinCompleted","ObjectiveDescription","SpecialMapText","SpecialMapText (French)","SpecialMapText (German)","SpecialMapText (Japanese)","SpecialMapText (Korean)","SpecialMapText (Portuguese)","SpecialMapText (Russian)","SpecialMapText (Spanish)","SpecialMapText (Thai)","SpecialMapText (Traditional Chinese)","SpecialMapFlavourText","SpecialMapFlavourText (French)","SpecialMapFlavourText (German)","SpecialMapFlavourText (Japanese)","SpecialMapFlavourText (Korean)","SpecialMapFlavourText (Portuguese)","SpecialMapFlavourText (Russian)","SpecialMapFlavourText (Spanish)","SpecialMapFlavourText (Thai)","SpecialMapFlavourText (Traditional Chinese)","SpecialMapHelpText","SpecialMapHelpText (French)","SpecialMapHelpText (German)","SpecialMapHelpText (Japanese)","SpecialMapHelpText (Korean)","SpecialMapHelpText (Portuguese)","SpecialMapHelpText (Russian)","SpecialMapHelpText (Spanish)","SpecialMapHelpText (Thai)","SpecialMapHelpText (Traditional Chinese)","i32_188","i32_192","f32_196","f32_200","f32_204","bool_208","bool_209","MapContent","bool_226","string_227","string_227 (French)","string_227 (German)","string_227 (Japanese)","string_227 (Korean)","string_227 (Portuguese)","string_227 (Russian)","string_227 (Spanish)","string_227 (Thai)","string_227 (Traditional Chinese)","f32_235"
127,369,[],"This lonely island lay untouched for centuries.","Cette île esseulée demeura immaculée des siècles durant.","Diese abgelegene Insel liegt seit Jahrhunderten unberührt da.","この寂しい島は何百年もの間放置されている。","이 외딴 섬은 수백 년 동안 사람의 손길이 닿지 않았다.","Esta ilha isolada permaneceu intocada por séculos.","Этот одинокий остров веками оставался нетронутым.","Esta isla solitaria ha permanecido intacta durante siglos.","เก่าเดียวดาบแห่งนี้\r\nไร้ผู้เยือนมาหลายศตวรรษ","這座孤島數世紀以來與世隔絕。",6,[0],61,126,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Somethin' fishy...","Somethin' fishy...","Da ist was faul ... ","なんだか魚臭い……","무언가 수상하다...","Há algo de suspeito...","Что-то нечисто...","Aquí hay algo sospechoso...","มีอะไรทะแม่งๆ...","有點可疑……",0
128,399,[],"Delusions of suffering...\r\nand death.","Des illusions de souffrance…\r\net de mort.","Wahnvorstellungen von Leid …\r\nund Tod.","苦しみ……\r\nそして死の幻想。","고통...\r\n그리고 죽음의 망상.","Ilusões de sofrimento...\r\n e morte.","Наваждения страдания...\r\nи смерти.","Delirios de sufrimiento...\r\ny muerte.","ภาพลวงหลอกแห่ง\r\nความทุกข์ระทม...\r\nและความตาย","他們正低語談論著你...",14,[0],0,110,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[37],"","","","","","","","","","","",0
129,437,[],"What ruin the sky wreaks...","Quel désastre le ciel engendre…","Was der Himmel an Verwüstung hervorruft …","空が引き起こすのはなんたる破壊か……","하늘이 몰고 오는 파멸...","O céu traz uma ruína sem tamanho...","Какое разрушение несут небеса...","Qué estragos causa el cielo...","ฟากฟ้าก่อให้เกิด\r\nหายนะตั้งมากมาย...","穹頂降下了何等慘烈的毀滅……",0,[0],31,"","",31,11,4833,31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,80,80,1,"",[],"","","","","","","","","","","",0
130,359,[],"And it shall be a legendary battle!","Et cela sera une bataille légendaire !","Und so wird es zu einer legendären Schlacht kommen!","そして伝説に残る戦いとなるだろう！","그리고 전설적인 전투가 벌어지리라!","E será uma batalha lendária!","Это будет легендарная битва!","¡Y será una batalla legendaria!","มันจะเป็นการต่อสู้\r\nในตำนานเป็นแน่!","這將會是一場傳奇之戰！",0,[0],36,"",5,36,8,4833,36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,160,160,1,1,[],"","","","","","","","","","","",500
131,406,[],"Through the Dreamer they see their path.","À travers le Rêveur, ils voient leur chemin.","Der Träumer zeigt ihnen den Weg.","夢見人を通し、彼らは自分の道を見つける。","그들은 꿈꾸는 자를 통해 길을 본다.","Por meio do Sonhador, enxergam seu caminho.","С помощью Спящего они видят свой путь.","A través del Soñador vislumbran su camino.","พวกเขาเห็นเส้นทาง\r\nผ่านท่านผู้ฝันใฝ่","透過幻夢者他們看清了道路。",0,[0],33,"",5,33,8,4833,33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,450,160,240,1,"",[],"","","","","","","","","","","",400
132,438,[],"Heroes of many different cultures gather to save the world.","Des héros de nombreuses cultures différentes se rassemblent pour sauver le monde.","Helden verschiedener Kulturen versammeln sich, um die Welt zu retten.","いくつもの文化の英雄たちが世界を救うため集結する。","세상을 구하려면 여러 문화의 영웅들이 모여야만 한다.","Heróis de diferentes culturas se reúnem para salvar o mundo.","Герои многих культур собираются вместе, чтобы спасти мир.","Héroes de diferentes culturas se unen para salvar el mundo.","วีรชนหลากหลายวัฒนธรรม\r\nรวมตัวเพื่อกอบกู้โลก","來自異域文化的英雄們齊聚一堂，拯救世界。",0,[0],37,"","",37,11,4833,37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,120,120,1,"",[],"","","","","","","","","","","",0
133,361,[],"Once the heart of Druidic power and culture...","Autrefois cœur du pouvoir et de la culture druidiques.","Einst das Herzstück der Macht und Kultur der Druiden …","かつてのドルイドの力と文化の中心部……","한때 드루이드의 힘과 문화가 꽃피던 심장부...","Já foi o coração do poder e da cultura druídica...","Некогда сердце могущества и культуры друидов...","Antaño el epicentro del poder y la cultura druídicas....","ถิ่นนี้เคยเป็นหัวใจ\r\nของพลังและวัฒนธรรมดรูอิด","此處曾是德魯伊力量與文化的中心……",0,[0],34,"",5,34,8,4833,34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,150,0,120,180,1,1,[],"","","","","","","","","","","",0
134,360,[],"A gnarled tree reflects a terrifying truth.","Un arbre noueux reflète une vérité terrifiante.","Ein knorriger Baum spiegelt eine erschreckende Wahrheit wider.","ねじ曲がった木が恐ろしい真実を映し出す。","옹이 진 나무는 끔찍한 진실을 반영한다.","Uma árvore retorcida reflete uma verdade aterradora.","Корявое дерево отражает ужасную правду.","Un árbol retorcido refleja una verdad aterradora.","ต้นไม้อัปลักษณ์\r\nสะท้อนความจริงสยดสยอง","一棵虯曲的樹反映了一個可怕的真相。",0,[0],35,"",5,35,8,4833,35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,120,120,1,1,[],"","","","","","","","","","","",0
135,417,[],"From anywhere, and everywhere, it is... down.","D'où que l'on vienne, où que l'on soit… il n'y a que l'abîme.","Von irgendwo und überall führt der Weg … nach unten.","どこから見ても、どこにいても、そこは……下にある。","어디에서 오든, 어디에 있든... 아래로 향할 뿐.","De onde quer que venha, vai... para baixo.","Отовсюду и везде, он... внизу.","Desde cualquier lugar y desde todas partes, está... abajo.","จากทุกที่ทางและทุกถิ่นที่\r\nมันคือ... เบื้องล่าง","無論從何處出發，唯一的方向都是……向下。",0,[0],39,"",5,39,8,4833,39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,190,190,1,1,[],"","","","","","","","","","","",1000
136,426,[],"The secrets of the Vaal await an intrepid explorer.","Les secrets des Vaal attendent un explorateur intrépide.","Die Geheimnisse der Vaal warten auf einen unerschrockenen Entdecker.","ヴァールの秘密が勇敢な探検家を待ち受ける。","바알의 비밀이 대담한 탐험가를 기다린다.","Os segredos dos vaal aguardam um explorador destemido.","Секреты ваал ждут бесстрашного исследователя.","Los secretos de los vaal aguardan a un explorador intrépido.","ความลับของวาล์\r\nรอนักผจญภัยผู้ห้าวหาญอยู่","瓦爾的秘密，正等待著無畏的探險者。",0,[0],40,"",5,40,8,4833,40,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,180,220,1,"",[],"","","","","","","","","","","",0
137,228,[],"Ancient treasures await.","D'anciens trésors vous attendent.","Uralte Schätze sind dort verborgen.","古代の財宝が待っている。","고대의 보물이 기다립니다.","Tesouros antigos aguardam.","Древние сокровища ждут.","Tesoros antiguos te esperan.","สมบัติแต่โบราณร่ำรออยู่","古老的寶藏正在等待。",0,[0],38,"","",38,12,4833,38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,90,70,1,"",[],"","","","","","","","","","","",0
138,401,[],"Secrets and shadows...","Ombres et secrets…","Geheimnisse und Schatten …","秘密と影……","비밀과 그림자...","Segredos e sombras...","Тайны и тени...","Secretos y sombras...","ความลับและเงามืด...","秘密與陰影……",0,[0],0,110,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
139,402,[],"Drown in the black waters of nightmare...","Noyé dans les eaux noires du cauchemar…","Ertrinkt in den schwarzen Fluten des Albtraums …","悪夢の黒き水に溺れよ……","악몽의 검은 물 속에 빠져 죽으리라...","Afogue-se nas águas escuras do pesadelo...","Утони в чёрных водах кошмара...","Ahógate en las aguas negras de la pesadilla...","จมไปกับน่านน้ำมืดดำ\r\nท่ามกลางฝันร้าย...","溺斃於夢魘的漆黑池水中吧……",0,[0],0,110,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
140,403,[],"Madness has no home.","La folie n'a pas de foyer.","Der Wahnsinn kennt keine Heimat.","狂気に居場所はない。","광기에 보금자리는 없다.","A loucura não tem lugar fixo.","У безумия нет приюта.","La locura no tiene hogar.","ความบ้าคลั่ง\r\nหาได้มีบ้านไม่","瘋狂無處為家。",0,[0],0,110,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
141,386,[],"What once was, shall be again.","Ce qui fut autrefois, de nouveau sera.","Was einst war, soll wieder sein.","かつてあったものが、再び戻ってくる。","과거의 것이 다시 돌아오리라.","O que já foi será de novo.","Что было однажды, то будет вновь.","Lo que una vez fue, volverá a ser.","สิ่งที่เคยเกิด\r\nจะเกิดขึ้นอีกครา","往昔之景，必將重現。",11,[0],62,121,4,62,9,4833,62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],1,"End of the circle...","End of the circle...","Das Ende des Kreises ...","円環の終わり……","순환의 끝...","Fim do círculo...","Конец круга...","El final del círculo...","จบวัฏจักร...","圓環的終點……",0
142,385,[],"Her one-woman crusade continues still.","Sa croisade solitaire se poursuit encore.","Ihr einsamer Kreuzzug geht noch immer weiter.","一人の女性の聖戦が未だ続いている。","그녀의 고독한 성전은 지금도 계속된다.","A cruzada de uma mulher só continua.","Её одиночный поход продолжается по сей день.","Su cruzada personal aún continúa.","สงครามสตรีเดียวของเธอ\r\nยังคงไม่สิ้นศึกอยู่ร่ำไป","她獨自一人的征途仍在繼續。",11,[0],62,122,4,62,9,4833,62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],1,"The last to fall...","The last to fall...","Die Letzte, die gefallen ist ... ","最後に倒れし者……","최후의 보루...","A último a cair...","Последняя из павших...","La última en caer...","ผู้สุดท้ายที่วินาศ...","最後倒下者……",0
143,384,[],"What lies beyond the limits of mortal understanding?","Que se cache-t-il au-delà de l'entendement mortel ?","Was liegt jenseits der Grenzen des sterblichen Verstands?","人間の理解の外には何があるのだろう？","필멸자의 이해를 넘어선 곳에는 무엇이 있을까?","O que existe além dos limites da compreensão dos mortais?","Что лежит за пределами понимания смертных?","¿Qué hay más allá de los límites del entendimiento de los mortales?","มีอะไรอยู่เหนือขีดจำกัด\r\nของความเข้าใจเยี่ยงมนุษย์กัน?","凡人理解的極限之外，究竟存在著什麼？",14,[0],62,120,4,62,9,4833,62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],1,"Stardrinker...","Stardrinker...","Sternentrinker ...  ","星を飲むもの......","별 흡수자...","Bebedor Estelar...","Пьющий звёзды...","Devorador de estrellas...","ผู้ดื่มดารา...","飲星者……",0
144,383,[],"The truth lies somewhere between light and shadow.","La vérité se cache quelque part entre l'ombre et la lumière.","Die Wahrheit liegt irgendwo zwischen Licht und Schatten.","真実は光と影の間にある。","진실은 빛과 그림자 사이 어딘가에 있다.","A verdade está em algum lugar entre luz e sombra.","Истина лежит где-то посередине меж тенью и светом.","La verdad se encuentra en algún lugar entre la luz y las sombras.","ความจริงเร้นอยู่ท่ามกลาง\r\nแสงสว่างกับเงามืด","真相，就藏在光與影的交界處。",14,[0],62,119,4,62,9,4833,62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],1,"Origin of the fall...","Origin of the fall...","Der Ursprung des Untergangs ...","破滅の元凶……","몰락의 기원...","Origem da queda...","Исток падения...","Origen de la caída...","ต้นกำเนิดความวินาศ...","墮落的起源……",0
145,281,[],"There is no how, or why, or when. Only awe.","Il n'y a ni comment, ni pourquoi, ni quand. Rien que la stupeur.","Die Frage nach dem \""wie\"", dem \""warum\"" oder dem \""wann\"" stellt sich nicht. Es gibt nur Bewunderung.","何故も、いつも、どうやってもない。あるのは畏怖だけだ。","방법도, 이유도, 때도 없다. 그저 경외만 있을 뿐.","Não há como, nem por quê, nem quando, apenas deslumbramento.","Нет никакого «как» или «почему», или «где». Один благоговейный трепет.","No hay cómo, ni por qué, ni cuándo. Solo asombro.","ไม่รู้วิธี เหตุ หรือกาล\r\nรู้เพียงความตื่นตะลึง","無關方法、因果或時間。唯有敬畏。",0,[0],58,"",0,58,6,4833,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,120,370,"","",[],"","","","","","","","","","","",0
146,282,[],"There is no how, or why, or when. Only awe.","Il n'y a ni comment, ni pourquoi, ni quand. Rien que la stupeur.","Die Frage nach dem \""wie\"", dem \""warum\"" oder dem \""wann\"" stellt sich nicht. Es gibt nur Bewunderung.","何故も、いつも、どうやってもない。あるのは畏怖だけだ。","방법도, 이유도, 때도 없다. 그저 경외만 있을 뿐.","Não há como, nem por quê, nem quando, apenas deslumbramento.","Нет никакого «как» или «почему», или «где». Один благоговейный трепет.","No hay cómo, ni por qué, ni cuándo. Solo asombro.","ไม่รู้วิธี เหตุ หรือกาล\r\nรู้เพียงความตื่นตะลึง","無關方法、因果或時間。唯有敬畏。",0,[0],58,"",0,58,6,4833,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,120,370,"","",[],"","","","","","","","","","","",0
147,283,[],"There is no how, or why, or when. Only awe.","Il n'y a ni comment, ni pourquoi, ni quand. Rien que la stupeur.","Die Frage nach dem \""wie\"", dem \""warum\"" oder dem \""wann\"" stellt sich nicht. Es gibt nur Bewunderung.","何故も、いつも、どうやってもない。あるのは畏怖だけだ。","방법도, 이유도, 때도 없다. 그저 경외만 있을 뿐.","Não há como, nem por quê, nem quando, apenas deslumbramento.","Нет никакого «как» или «почему», или «где». Один благоговейный трепет.","No hay cómo, ni por qué, ni cuándo. Solo asombro.","ไม่รู้วิธี เหตุ หรือกาล\r\nรู้เพียงความตื่นตะลึง","無關方法、因果或時間。唯有敬畏。",0,[0],58,"",0,58,6,4833,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,120,370,"","",[],"","","","","","","","","","","",0
148,284,[],"There is no how, or why, or when. Only awe.","Il n'y a ni comment, ni pourquoi, ni quand. Rien que la stupeur.","Die Frage nach dem \""wie\"", dem \""warum\"" oder dem \""wann\"" stellt sich nicht. Es gibt nur Bewunderung.","何故も、いつも、どうやってもない。あるのは畏怖だけだ。","방법도, 이유도, 때도 없다. 그저 경외만 있을 뿐.","Não há como, nem por quê, nem quando, apenas deslumbramento.","Нет никакого «как» или «почему», или «где». Один благоговейный трепет.","No hay cómo, ni por qué, ni cuándo. Solo asombro.","ไม่รู้วิธี เหตุ หรือกาล\r\nรู้เพียงความตื่นตะลึง","無關方法、因果或時間。唯有敬畏。",0,[0],58,"",0,58,6,4833,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,120,370,"","",[],"","","","","","","","","","","",0
149,285,[],"There is no how, or why, or when. Only awe.","Il n'y a ni comment, ni pourquoi, ni quand. Rien que la stupeur.","Die Frage nach dem \""wie\"", dem \""warum\"" oder dem \""wann\"" stellt sich nicht. Es gibt nur Bewunderung.","何故も、いつも、どうやってもない。あるのは畏怖だけだ。","방법도, 이유도, 때도 없다. 그저 경외만 있을 뿐.","Não há como, nem por quê, nem quando, apenas deslumbramento.","Нет никакого «как» или «почему», или «где». Один благоговейный трепет.","No hay cómo, ni por qué, ni cuándo. Solo asombro.","ไม่รู้วิธี เหตุ หรือกาล\r\nรู้เพียงความตื่นตะลึง","無關方法、因果或時間。唯有敬畏。",0,[0],58,"",0,58,6,4833,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,120,370,"","",[],"","","","","","","","","","","",0
150,409,[],"On the crumbling edge of meaning, He awaits.","À la lisière fragile du sens, Il attend.","Am bröckelnden Rand der Bedeutung wartet Er auch Euch.","存在の崩れ行く縁で、彼はまっている。","의미가 무너져 내리는 경계에서 그가 기다린다.","No limite de tudo que perde o sentido, ele espera.","На крошащемся краю осмысления, Он ждёт.","En el borde quebradizo del significado, él aguarda.","เขารออยู่ ณ ชายขอบ\r\nของความหมายที่แหลกสลาย","在意義崩解的邊緣，祂正等候著。",14,[35],0,111,"",3,13,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,70,0,40,40,1,1,[],1,"","","","","","","","","","",200
151,374,[],"The crumbling landscape reveals what lies beneath...","Le paysage croulant dévoile ce qui se cache au-dessous.","Die bröckelnde Landschaft offenbart, was in der Tiefe liegt …","崩れ行く地形がその下に眠るものを明かす……","땅이 무너지며 그 아래 숨은 것을 드러낸다...","A paisagem em ruínas revela o que há por baixo...","Осыпающийся ландшафт обнажает то, что лежит под ним...","El paisaje desmoronado revela lo que yace debajo...","ภูมิทัศน์ที่ถล่ม\r\nเผยสิ่งที่เร้นอยู่เบื้องล่าง...","破碎的地貌揭示了埋藏其下的真相……",6,[0],61,130,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Nothin' to drink...","Nothin' to drink...","Nichts zu trinken ... ","飲み物がない……","흡수할 것이 없다...","Nada para beber...","Нечего пить...","Nada para beber...","ไม่มีอะไรให้ดื่ม...","沒東西可喝……",0
152,370,[],"You will find what they did not.","Vous trouverez ce qu'ils n'ont pu.","Ihr werdet finden, was ihnen verborgen blieb.","彼らが見つけられなかったものを見つけるだろう。","그들이 찾지 못한 것을 찾아내리라.","Você encontrará o que eles não conseguiram.","Ты отыщешь то, что они не сумели.","Encontrarás lo que ellos no pudieron.","เจ้าจะได้พบกับ\r\nสิ่งที่พวกเขาไม่อาจพบ","你將會發現那些人未能尋得之物。",6,[0],61,127,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Unknown ruins...","Unknown ruins...","Unbekannte Ruinen ...","知られざる遺跡……","알려지지 않은 유적...","Ruínas desconhecidas...","Неизвестные руины...","Ruinas desconocidas...","ซากปรักหักพังปริศนา...","未知的遺跡……",0
153,375,[],"The past lies piled under dirt and rot.","Le passé se trouve ici, entassé sous la crasse et la pourriture.","Die Vergangenheit liegt unter Haufen aus Dreck und Fäulnis begraben.","過去は土と腐敗の下に埋まっている。","흙과 부패 아래 과거가 켜켜이 쌓여 있다.","O passado jaz enterrado sob terra e podridão.","Под грязью и гнилью гора прошлого.","El pasado yace sepultado bajo tierra y putrefacción.","อดีตกองพะเนิน\r\nอยู่ใต้ดินและซากเน่า","往事堆疊於塵土與腐朽之下。",6,[0],61,131,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","It's dry at least...","It's dry at least...","Wenigstens ist es trocken ...","とりあえず乾いてはいる……","적어도 축축하지는 않다...","Pelo menos está seco...","Хотя бы сухо...","Al menos está seco...","อย่างน้อยมันก็แห้ง...","至少很乾燥……",0
154,373,[],"Traces of history remain.","Les traces de l'histoire demeurent.","Spuren der Geschichte überdauern.","歴史の痕跡が残っている。","역사의 흔적이 남아 있다.","Vestígios da história ainda permanecem.","Следы истории ещё видны.","Quedan vestigios de la historia.","ร่องรอยประวัติศาสตร์\r\nยังคงอยู่","歷史的痕跡依舊殘存。",6,[0],61,129,3,61,10,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Fallen stars...","Fallen stars...","Gefallene Sterne ...","落ちてきた星々……","떨어진 별...","Estrelas cadentes...","Упавшие звёзды...","Estrellas caídas...","...ดวงดาราร่วงหล่น...","殞落群星……",0
155,366,[],"On the edge of the sea, the dead are closest to home.","Aux confins de la mer, les défunts sont au plus proche de leur demeure.","Am Rande der See sind die Toten der Heimat am nächsten.","海の縁では、死者が最も故郷に近い。","바다의 끝자락에서, 죽은 자들이 고향에 가장 가까워진다.","À beira do mar, os mortos estão mais próximos de casa.","У границы моря мертвецы ближе всего к дому.","En el borde del mar, los muertos están más cerca de casa.","ขอบทะเลเป็นถิ่น\r\nที่คนตายใกล้บ้านเป็นที่สุด","在海的盡頭，死者離家最近。",6,[0],61,123,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Endless cliffs...","Endless cliffs...","Endlose Klippen ...","果てしない崖……","끝없는 계곡...","Penhascos sem fim...","Бескрайние скалы...","Acantilados interminables...","หน้าผามากมาย...","無盡懸崖……",0
156,376,[],"The land has forgotten what came before.","La terre a oublié ce qui fut.","Das Land hat vergessen, was einst war.","この地は前にあったものを忘れてしまった。","이 땅은 이전에 있었던 것을 이미 잊었다.","A terra esqueceu o que veio antes.","Земля позабыла, что появилось раньше.","La tierra ha olvidado lo que pasó antes.","แผ่นดินได้ลืมเลือน\r\nสิ่งที่มาก่อนหน้านั้นไปเนิ่นนาน","這片土地已遺忘了過去的一切。",6,[0],61,132,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Warm but risky...","Warm but risky...","Warm, aber riskant ...","温かいが危険だ……","따뜻하지만 위험하다...","Quente, mas arriscado...","Тепло, но опасно...","Cálido pero peligroso...","อบอุ่นแต่สุ่มเสี่ยง...","溫暖但危險……",0
157,371,[],"They came by ship... and they never left.","Ils sont arrivés par navire… et ne sont jamais repartis.","Sie kamen auf einem Schiff … und brachen nie wieder auf.","彼らは船でやって来……去ることはなかった。","그들은 배를 타고 왔고... 영영 떠나지 못했다.","Chegaram de navio... e nunca partiram.","Они прибыли морем... да так и не отбыли.","Vinieron en barco... y nunca se marcharon.","พวกเขาล่องเรือมา...\r\nและไม่เคยจากไป","他們乘船而來……卻再也未曾離開。",6,[0],61,133,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Bleak and awful...","Bleak and awful...","Düster und schrecklich ...","荒涼として恐ろしい……","음산하고 끔찍한 곳...","Desolado e horrível...","Мрачна и ужасна...","Sombrío y horrible...","เปล่าเปลี่ยวและเลวร้าย...","荒涼又糟糕……",0
158,367,[],"Life roils over layers of bones.","La vie grouille sur des couches d'ossements.","Das Leben wälzt sich über Schichten aus Knochen hinweg.","幾層もの骨を生命がかき混ぜる。","겹겹이 쌓인 뼈 위에서 생명이 들끓는다.","A vida ferve sobre camadas de ossos.","На прахе, что слоями лежит, жизнь новая бурлит.","La vida se agita sobre capas de huesos.","ชีวิตถือกำเนิดเหนือ\r\nชั้นกระดูกหลายชั้น","生命在層層白骨之上翻湧流動。",6,[0],61,124,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Wild roaming free...","Wild roaming free...","Wild und frei ...","野生が自由に彷徨う……","자유로이 활보하는 야생...","Vagando livremente pela natureza...","Дикие бродят на воле...","Salvajes campando a sus anchas...","พงไพรเป็นอิสระ...","野性自由遊蕩……",0
159,368,[],"This place was not always so bleak.","Cet endroit n'a pas toujours été si lugubre.","Dieser Ort war nicht immer so trostlos.","この場所は始めから荒涼としていた訳ではない。","이곳이 처음부터 이렇게 황량했던 것은 아니다.","Este lugar nem sempre foi tão sombrio.","Это место не всегда было таким серым.","Este lugar no siempre fue tan lúgubre.","สถานที่นี้ไม่ได้\r\nอ้างว้างเช่นนี้เสมอไป","此處並非向來都如此荒涼。",6,[0],61,125,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Cold as ice...","Cold as ice...","So kalt wie Eis ...","氷のように冷たい……","얼음장처럼 추운 곳...","Frio como gelo...","Холодна как лёд...","Frío como el hielo...","หนาวเยี่ยวน้ำแข็ง...","冷如寒冰……",0
160,372,[],"The past lies untouched where the living dare not tread.","Le passé demeure intact là où les vivants n'osent s'aventurer.","Wo sich die Lebenden nicht hinwagen, bleibt die Vergangenheit unberührt.","生者が決して歩まぬ所に過去は捨て置かれている。","산 자들이 감히 발 들이지 않는 곳에, 손 닿지 않은 과거가 남아 있다.","O passado permanece intocado onde os vivos não se atrevem a ir.","Прошлое лежит нетронутым там, куда не рискнут соваться живые.","El pasado permanece intacto donde los vivos no se atreven a caminar.","อดีตไม่ถูกแตะต้อง\r\nในถิ่นที่คนเป็นไม่กล้าย่างกราย","往昔被封存在生者不敢踏足之地。",6,[0],61,128,3,61,9,4833,61,810,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[66],"","Sulphite!","Sulphite!","Sulfit!","サルファイトだ！","아황산염!","Sulfito!","Сульфит!","¡Sulfito!","ซัลไฟต์!","硫酸！",0
161,335,"[765,766,767]","They dig not to discover, but to escape.","Ils ne creusent pas pour la découverte, mais pour s'échapper.","Sie graben nicht, um zu entdecken, sondern um zu entkommen.","彼らが掘るのは見つけるためではなく、逃げるためだ。","그들은 발견하기 위해서가 아니라, 도망치기 위해 땅을 판다.","Eles não cavam para descobrir, mas para fugir.","Они роют не ради открытий, а чтобы сбежать.","Cavan no para descubrir, sino para escapar.","พวกเขามิได้ขุดเพื่อค้นหา\r\nทว่าเพื่อหนีรอด","他們挖掘並非為了發現，而是為了逃離。",0,[0],0,79,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
162,328,[742],"The chill is second only to the stench.","Le froid n'a d'égal que la puanteur.","Die Kälte wird nur von dem Gestank übertroffen.","この寒さよりも強いのは悪臭だけだ。","이곳의 한기보다 지독한 것은 악취뿐이다.","O frio só perde para o fedor.","Хуже холода здесь только смрад.","Al frío solo lo supera el hedor.","ไอเย็นเป็นสอง\r\nรองเพียงกลิ่นชวนเหียน","寒意之濃烈，僅次於那股惡臭。",0,[0],0,89,0,3,0,4833,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4833,40,0,40,40,"","",[],"","","","","","","","","","","",0
