"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
53,"Metadata/Chests/StrongBoxes/ArmourerStrongbox",1,2,"Armourer's Strongbox","Coffre-fort d'armurier","Rüstungsschmiedtresor","鎧鍛冶のストロングボックス","방어구 장인의 금고","Caixa-forte do Armeiro","Ларец бронника","Caja fuerte del armero","กล่องนิรภัยช่างตีเกราะ","護甲鍛造師的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",10,"","",100,[],"",1,"[8061,8004,8005]","[1118,1216]",1,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
54,"Metadata/Chests/StrongBoxes/ArmourerStrongboxLow",1,2,"Armourer's Strongbox","Coffre-fort d'armurier","Rüstungsschmiedtresor","鎧鍛冶のストロングボックス","방어구 장인의 금고","Caixa-forte do Armeiro","Ларец бронника","Caja fuerte del armero","กล่องนิรภัยช่างตีเกราะ","護甲鍛造師的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",10,"","",100,[],"",1,"[8062,8002,8003]","[1118,1216]",1,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
55,"Metadata/Chests/StrongBoxes/ArmourerStrongboxHigh",1,2,"Armourer's Strongbox","Coffre-fort d'armurier","Rüstungsschmiedtresor","鎧鍛冶のストロングボックス","방어구 장인의 금고","Caixa-forte do Armeiro","Ларец бронника","Caja fuerte del armero","กล่องนิรภัยช่างตีเกราะ","護甲鍛造師的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",10,"","",100,[],"",1,"[8063,8006,8007]","[1118,1216]",1,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
56,"Metadata/Chests/StrongBoxes/ArmourerStrongboxExpedition",1,2,"Armourer's Strongbox","Coffre-fort d'armurier","Rüstungsschmiedtresor","鎧鍛冶のストロングボックス","방어구 장인의 금고","Caixa-forte do Armeiro","Ларец бронника","Caja fuerte del armero","กล่องนิรภัยช่างตีเกราะ","護甲鍛造師的保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedArmourerStrongbox/BuriedArmourerStrongbox01.ao""]","",10,"","",100,[],"",1,"[8063,8006,8007,16799]","[1118,1216]",1,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
57,"Metadata/Chests/StrongBoxes/JewellerStrongbox",1,2,"Jeweller's Strongbox","Coffre-fort de joaillier","Goldschmiedtresor","宝飾品職人のストロングボックス","보석 상인의 금고","Caixa-forte do Joalheiro","Ларец златокузнеца","Caja fuerte del joyero","กล่องนิรภัยช่างเครื่องประดับ","工匠的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",5,"","",100,[],"",1,"[8061,8004,8005]","[1119,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
58,"Metadata/Chests/StrongBoxes/JewellerStrongboxLow",1,2,"Jeweller's Strongbox","Coffre-fort de joaillier","Goldschmiedtresor","宝飾品職人のストロングボックス","보석 상인의 금고","Caixa-forte do Joalheiro","Ларец златокузнеца","Caja fuerte del joyero","กล่องนิรภัยช่างเครื่องประดับ","工匠的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",5,"","",100,[],"",1,"[8062,8002,8003]","[1119,1216]",0,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
59,"Metadata/Chests/StrongBoxes/JewellerStrongboxHigh",1,2,"Jeweller's Strongbox","Coffre-fort de joaillier","Goldschmiedtresor","宝飾品職人のストロングボックス","보석 상인의 금고","Caixa-forte do Joalheiro","Ларец златокузнеца","Caja fuerte del joyero","กล่องนิรภัยช่างเครื่องประดับ","工匠的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",5,"","",100,[],"",1,"[8063,8006,8007]","[1119,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
60,"Metadata/Chests/StrongBoxes/JewellerStrongboxExpedition",1,2,"Jeweller's Strongbox","Coffre-fort de joaillier","Goldschmiedtresor","宝飾品職人のストロングボックス","보석 상인의 금고","Caixa-forte do Joalheiro","Ларец златокузнеца","Caja fuerte del joyero","กล่องนิรภัยช่างเครื่องประดับ","工匠的保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedBasicStrongbox/BuriedBasicStrongbox_01.ao""]","",5,"","",100,[],"",1,"[8063,8006,8007,16799]","[1119,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
61,"Metadata/Chests/StrongBoxes/ResearchStrongbox",1,2,"Researcher's Strongbox","Coffre-fort de chercheur","Tresor des Forschers","研究者のストロングボックス","연구자의 금고","Caixa-forte do Pesquisador","Ларец исследователя","Caja fuerte del investigador","กล่องนิรภัยนักวิจัย","研究者的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",10,"","",100,[],"",1,"[8061,5207,5208]","[1114,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
62,"Metadata/Chests/StrongBoxes/ResearchStrongboxLow",1,2,"Researcher's Strongbox","Coffre-fort de chercheur","Tresor des Forschers","研究者のストロングボックス","연구자의 금고","Caixa-forte do Pesquisador","Ларец исследователя","Caja fuerte del investigador","กล่องนิรภัยนักวิจัย","研究者的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",10,"","",100,[],"",1,"[8062,5207,5208]","[1114,1216]",0,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
63,"Metadata/Chests/StrongBoxes/ResearchStrongboxHigh",1,2,"Researcher's Strongbox","Coffre-fort de chercheur","Tresor des Forschers","研究者のストロングボックス","연구자의 금고","Caixa-forte do Pesquisador","Ларец исследователя","Caja fuerte del investigador","กล่องนิรภัยนักวิจัย","研究者的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",10,"","",100,[],"",1,"[8063,5207,5208]","[1114,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
64,"Metadata/Chests/StrongBoxes/ResearchStrongboxExpedition",1,2,"Researcher's Strongbox","Coffre-fort de chercheur","Tresor des Forschers","研究者のストロングボックス","연구자의 금고","Caixa-forte do Pesquisador","Ларец исследователя","Caja fuerte del investigador","กล่องนิรภัยนักวิจัย","研究者的保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedBasicStrongbox/BuriedBasicStrongbox_01.ao""]","",10,"","",100,[],"",1,"[8063,5207,5208,16799]","[1114,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
65,"Metadata/Chests/StrongBoxes/MapStrongbox",1,2,"Cartographer's Strongbox","Coffre-fort de cartographe","Kartographentresor","地図職人のストロングボックス","지도제작자의 금고","Caixa-forte do Cartógrafo","Ларец картографа","Caja fuerte del cartógrafo","กล่องนิรภัยนักเขียนแผนที่","製圖師的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",5,"","",100,[],"",1,"[8063,8006,8007]","[1115,1216]",0,0,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
66,"Metadata/Chests/StrongBoxes/MapStrongboxExpedition",1,2,"Cartographer's Strongbox","Coffre-fort de cartographe","Kartographentresor","地図職人のストロングボックス","지도제작자의 금고","Caixa-forte do Cartógrafo","Ларец картографа","Caja fuerte del cartógrafo","กล่องนิรภัยนักเขียนแผนที่","製圖師的保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedBasicStrongbox/BuriedBasicStrongbox_01.ao""]","",5,"","",100,[],"",1,"[8063,8006,8007,16799]","[1115,1216]",0,0,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,500,"",1,[],[],[]
67,"Metadata/Chests/StrongBoxes/LargeStrongbox",1,2,"Large Strongbox","Grand coffre-fort","Großer Tresor","大きなストロングボックス","대형 금고","Caixa-forte Grande","Ларь","Caja fuerte grande","กล่องนิรภัยใหญ่","大型保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BlacksmithBox01.ao""]","",20,"","",100,[],"",1,"[8061,8004,8005]","[1220,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,2000,"",1,[],[],[]
68,"Metadata/Chests/StrongBoxes/LargeStrongboxLow",1,2,"Large Strongbox","Grand coffre-fort","Großer Tresor","大きなストロングボックス","대형 금고","Caixa-forte Grande","Ларь","Caja fuerte grande","กล่องนิรภัยใหญ่","大型保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BlacksmithBox01.ao""]","",20,"","",100,[],"",1,"[8062,8002,8003]","[1220,1216]",0,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,2000,"",1,[],[],[]
69,"Metadata/Chests/StrongBoxes/LargeStrongboxHigh",1,2,"Large Strongbox","Grand coffre-fort","Großer Tresor","大きなストロングボックス","대형 금고","Caixa-forte Grande","Ларь","Caja fuerte grande","กล่องนิรภัยใหญ่","大型保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BlacksmithBox01.ao""]","",20,"","",100,[],"",1,"[8063,8006,8007]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,2000,"",1,[],[],[]
70,"Metadata/Chests/StrongBoxes/LargeStrongboxExpedition",1,2,"Large Strongbox","Grand coffre-fort","Großer Tresor","大きなストロングボックス","대형 금고","Caixa-forte Grande","Ларь","Caja fuerte grande","กล่องนิรภัยใหญ่","大型保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedBlacksmithStrongbox/BuriedBlacksmithStrongbox01.ao""]","",20,"","",100,[],"",1,"[8063,8006,8007,16799]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,2000,"",1,[],[],[]
71,"Metadata/Chests/StrongBoxes/BasicStrongbox",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8061,8004,8005]","[1220,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
72,"Metadata/Chests/StrongBoxes/BasicStrongboxLow",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8062,8002,8003]","[1220,1216]",0,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
73,"Metadata/Chests/StrongBoxes/BasicStrongboxHigh",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8063,8006,8007]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
74,"Metadata/Chests/StrongBoxes/BasicStrongboxExpedition",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedLargeStrongbox/BuriedLargeStrongbox.ao""]","",10,"","",100,[],"",1,"[8063,8006,8007,16799]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
75,"Metadata/Chests/StrongBoxes/BasicStrongboxStaticSpawns",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"","","[8061,8004,8005,8069]","[1220,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",0,0,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
76,"Metadata/Chests/StrongBoxes/OrnateStrongbox",1,2,"Ornate Strongbox","Coffre-fort orné","Edler Tresor","華美なストロングボックス","화려한 금고","Caixa-forte Ornada","Резной ларец","Caja fuerte ornamentada","กล่องนิรภัยหรูหรา","華麗的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8061,8010,8011]","[1220,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
77,"Metadata/Chests/StrongBoxes/OrnateStrongboxLow",1,2,"Ornate Strongbox","Coffre-fort orné","Edler Tresor","華美なストロングボックス","화려한 금고","Caixa-forte Ornada","Резной ларец","Caja fuerte ornamentada","กล่องนิรภัยหรูหรา","華麗的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8062,8008,8009]","[1220,1216]",0,0,"","M","M","","","F","MS","F","","",44,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
78,"Metadata/Chests/StrongBoxes/OrnateStrongboxHigh",1,2,"Ornate Strongbox","Coffre-fort orné","Edler Tresor","華美なストロングボックス","화려한 금고","Caixa-forte Ornada","Резной ларец","Caja fuerte ornamentada","กล่องนิรภัยหรูหรา","華麗的保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8063,8012,8013]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/Strongbox","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
79,"Metadata/Chests/StrongBoxes/OrnateStrongboxExpedition",1,2,"Ornate Strongbox","Coffre-fort orné","Edler Tresor","華美なストロングボックス","화려한 금고","Caixa-forte Ornada","Резной ларец","Caja fuerte ornamentada","กล่องนิรภัยหรูหรา","華麗的保險箱","[""Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedLargeStrongbox/BuriedLargeStrongbox.ao""]","",10,"","",100,[],"",1,"[8063,8012,8013,16799]","[1220,1216]",0,65,"","M","M","","","F","MS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/StrongboxExpedition","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
80,"Metadata/Chests/StrongBoxes/GemStrongbox",1,2,"Solidified Corruption","Corruption solidifiée","Geronnene Verderbtheit","凝固した穢れ","굳어진 타락","Corrupção Solidificada","Затвердевшая Порча","Corrupción solidificada","พลังมลทินที่แข็งตัว","實體腐化","[""Metadata/Chests/StrongBoxes/BeastStrongbox/invisible_chest.ao""]","",1,"","",100,[],"",1,"[8067,5205,5208]",[1216],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/StrongBoxes/GemStrongbox","","",[],"",-45,45,"","","","",1,[],1,[],"","","",3,100,"",1,[],[],[]
81,"Metadata/Chests/Breach/BreachChest",1,2,"Clasped Hand","Poing serré","Klammernde Hand","握られた手","움켜잡는 손","Punho Fechado","Ценности из Разлома","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/Gallows/BreachChestSmall.ao""]",1,4,"","",100,[],"","",[8273],[],"",0,"","M","F","","","M","FP","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,1,"","","","",[],1,[],"","","",1,400,"",1,[],[],[]
82,"Metadata/Chests/Breach/BreachChestDomain",1,2,"Clasped Hand","Poing serré","Klammernde Hand","握られた手","움켜잡는 손","Punho Fechado","Ценности из Разлома","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/Gallows/BreachChestSmall.ao""]",1,0,"","",100,[],"","",[8273],[],"",0,"","M","F","","","M","FP","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestDomain",1,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,100,"",1,[],[],[]
83,"Metadata/Chests/Breach/BreachChestLarge",1,2,"Breachlord's Clasped Hand","Poing serré de Seigneur de Brèche","Klammernde Hand des Rissfürsten","ブリーチロードの握られた手","균열 군주의 움켜잡는 손","Punho Fechado do Lorde da Fenda","Сокровище Повелителя Разлома","Puño cerrado del Señor de fisura","มือกุมแน่นของบรีชลอร์ด","裂痕君王的抑制之手","[""Metadata/Chests/Breach/Gallows/BreachChestLarge.ao""]",1,10,"","",100,[],"","",[8274],[],"",0,"","M","F","","","M","NP","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,1,"","","","",[],1,[],"","","",1,1000,"",1,[],[],[]
84,"Metadata/Chests/AbyssChest01",1,4,"Hoard","Trésor","Hort","隠し財宝","비축물","Tesouro","Клад","Reservas","ขุมกระดูก","儲物箱","[""Metadata/Chests/Abyss/AbyssDelveChest.ao""]",1,50,"","",100,[],"","",[10592],[],"",0,"","M","M","","","M","MS","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",1,5000,"",1,[],[],[]
