"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
65,"CurrencyItemiseSextantModifier","Art/2DItems/Currency/SurveyorsCompass.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,63035,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
66,"CurrencyItemisedSextantModifier_","Art/2DItems/Currency/ChargedCompass.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20354,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
67,"CurrencyRerollSkillQualityType___","Art/2DItems/Currency/AlternateSkillGemCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,50435,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
68,"CurrencyRerollSupportQualityType","Art/2DItems/Currency/AlternateSupportGemCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,42901,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
69,"CurrencyHeistWeaponEnchant","Art/2DItems/Currency/DivineEnchantBodyArmourCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,43176,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
70,"CurrencyHeistArmourEnchant","Art/2DItems/Currency/DivineEnchantWeaponCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,28200,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
71,"CurrencyAfflictionOrbCurrency","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,18808,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
72,"CurrencyAfflictionOrbUniques","Art/2DItems/Currency/Delirium/DeliriumOrbUniques.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,44624,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
73,"CurrencyAfflictionOrbGems_","Art/2DItems/Currency/Delirium/DeliriumOrbGems.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,49176,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
74,"CurrencyAfflictionOrbWeapons","Art/2DItems/Currency/Delirium/DeliriumOrbWeapons.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6246,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
75,"CurrencyAfflictionOrbArmour","Art/2DItems/Currency/Delirium/DeliriumOrbArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,62242,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
76,"CurrencyAfflictionOrbMaps","Art/2DItems/Currency/Delirium/DeliriumOrbMaps.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30199,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
77,"CurrencyAfflictionOrbTrinkets_","Art/2DItems/Currency/Delirium/DeliriumOrbTrinkets.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6253,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
78,"CurrencyAfflictionOrbAbyss","Art/2DItems/Currency/Delirium/DeliriumOrbAbyss.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20000,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
79,"CurrencyAfflictionOrbPerandus","Art/2DItems/Currency/Delirium/DeliriumOrbExpedition.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,21254,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
80,"CurrencyAfflictionOrbHarbinger","Art/2DItems/Currency/Delirium/DeliriumOrbHarbinger.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22903,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
81,"CurrencyAfflictionOrbBreach","Art/2DItems/Currency/Delirium/DeliriumOrbBreach.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30086,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
82,"CurrencyAfflictionOrbEssences","Art/2DItems/Currency/Delirium/DeliriumOrbEssence.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,405,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
83,"CurrencyAfflictionOrbFragments","Art/2DItems/Currency/Delirium/DeliriumOrbFragments.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,28822,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
84,"CurrencyAfflictionOrbScarabs","Art/2DItems/Currency/Delirium/DeliriumOrbScarabs.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,41734,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
85,"CurrencyAfflictionOrbFossils","Art/2DItems/Currency/Delirium/DeliriumOrbFossils.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,50298,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
86,"CurrencyAfflictionOrbProphecies","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,7,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
87,"CurrencyAfflictionOrbDivinationCards","Art/2DItems/Currency/Delirium/DeliriumOrbDivinationCards.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,41611,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
88,"CurrencyAfflictionOrbGeneric","Art/2DItems/Currency/Delirium/DeliriumOrbGeneric.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20582,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
89,"CurrencyAfflictionOrbTalismans_","Art/2DItems/Currency/Delirium/DeliriumOrbTalismans.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,56153,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
90,"CurrencyAfflictionOrbLabyrinth","Art/2DItems/Currency/Delirium/DeliriumOrbLabyrinth.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22402,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
91,"CurrencyAfflictionOrbIncubators","Art/2DItems/Currency/Delirium/DeliriumOrbLegion.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,41258,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
92,"CurrencyAfflictionOrbBlight","Art/2DItems/Currency/Delirium/DeliriumOrbBlight.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,27843,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
93,"CurrencyAfflictionOrbMetamorphosis","Art/2DItems/Currency/Delirium/DeliriumOrbMetamorph.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6861,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
94,"CurrencyRespecShapersOrb","Art/2DItems/Currency/AtlasDowngrade.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,49398,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
95,"CurrencyBreachFireShard","Art/2DItems/Currency/Breach/BreachShardFire.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,2261,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
96,"CurrencyBreachColdShard","Art/2DItems/Currency/Breach/BreachShardCold.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,39582,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
97,"CurrencyBreachLightningShard","Art/2DItems/Currency/Breach/BreachShardLightning.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,1735,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
98,"CurrencyBreachPhysicalShard","Art/2DItems/Currency/Breach/BreachShardPhysical.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,59758,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
99,"CurrencyBreachChaosShard","Art/2DItems/Currency/Breach/BreachShardChaos.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,55380,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
100,"CurrencyBreachShard__","Art/2DItems/Currency/Breach/BreachstoneSplinter.dds","Metadata/Items/Currency/CurrencyOrb_Silent.ao",1095,61441,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","",9693,""
101,"CurrencyBreachUpgradeUniqueFire","Art/2DItems/Currency/Breach/BreachUpgraderFire.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,2277,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
102,"CurrencyBreachUpgradeUniqueCold","Art/2DItems/Currency/Breach/BreachUpgraderCold.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,33352,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
103,"CurrencyBreachUpgradeUniqueLightning","Art/2DItems/Currency/Breach/BreachUpgraderLightning.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,62314,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
104,"CurrencyBreachUpgradeUniquePhysical","Art/2DItems/Currency/Breach/BreachUpgraderPhysical.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,55486,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
105,"CurrencyBreachUpgradeUniqueChaos","Art/2DItems/Currency/Breach/BreachUpgraderChaos.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,61332,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
106,"CurrencyLegionKaruiShard","Art/2DItems/Maps/KaruiShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20138,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
107,"CurrencyLegionMarakethShard","Art/2DItems/Maps/MarakethShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20768,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
108,"CurrencyLegionEternalShard","Art/2DItems/Maps/EternalEmpireShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,54497,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
109,"CurrencyLegionTemplarShard","Art/2DItems/Maps/TemplarShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,50720,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
110,"CurrencyLegionVaalShard","Art/2DItems/Maps/VaalShard.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,24573,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
111,"CurrencyAfflictionSplinter","Art/2DItems/Maps/DeliriumSplinter.dds","Metadata/Items/Currency/CurrencyOrb.ao",1097,16748,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","",9694,""
112,"CurrencyExpeditionSplinter","Art/2DItems/Currency/Expedition/ExpeditionSplinter.dds","Metadata/Items/Currency/CurrencyOrb.ao",1097,6876,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
113,"CurrencyRemoveMod","Art/2DItems/Currency/AnnullOrb.dds","Metadata/Items/Currency/CurrencyRemoveMod.ao",492,32037,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","",1129,9624,""
114,"CurrencyUpgradeToRareAndSetSockets","Art/2DItems/Currency/BindingOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,15888,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
