"rownum","string_0","rid_8","string_24","string_24 (French)","string_24 (German)","string_24 (Japanese)","string_24 (Korean)","string_24 (Portuguese)","string_24 (Russian)","string_24 (Spanish)","string_24 (Thai)","string_24 (Traditional Chinese)","[string]_32","[rid]_48","rid_64","[rid]_80","i32_96","i32_100","[rid]_104","[rid]_120","[rid]_136","[string]_152","[rid]_168","[rid]_184","[string]_200","[string]_200 (French)","[string]_200 (German)","[string]_200 (Japanese)","[string]_200 (Korean)","[string]_200 (Portuguese)","[string]_200 (Russian)","[string]_200 (Spanish)","[string]_200 (Thai)","[string]_200 (Traditional Chinese)","[string]_216","[string]_216 (French)","[string]_216 (German)","[string]_216 (Japanese)","[string]_216 (Korean)","[string]_216 (Portuguese)","[string]_216 (Russian)","[string]_216 (Spanish)","[string]_216 (Thai)","[string]_216 (Traditional Chinese)","rid_232"
255,"DannigA4_OnVerisium_A2_Dex4b",8,"Hop to it, will ya? She's not gettin' any younger.","Allez, bougez-vous un peu. Elle ne va pas rajeunir, vous savez.","Jetzt macht schon! Sie wird nicht mehr jünger.","急いでくれないか？あの人は結構な年だった。","어서 시작해 주겠어? 그 여자가 다시 젊어질 리는 없으니까.","Anda logo, pode ser? Ela é uma idosa.","Так поторопись? Она старая уже.","Vamos, andando. No se hará más joven.","เร่งหน่อยได้ไหม? เธอมิได้อ่อนวัยไปทุกเมื่อเชื่อวัน","動作快點吧？她已經很老了。","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Dannig_Convo_A4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
256,"DannigA4_OnVerisium_A2_DexInt4b",10,"Time is of the essence, smith.","Le temps joue contre nous, forgeron.","Wir müssen uns beeilen, Schmied.","急いだ方が良いぞ、鍛冶師。","시간이 없다, 대장장이.","O tempo urge, ferreiro.","Время не ждёт, кузнец.","El tiempo apremia, herrero.","เวลาสำคัญยิ่ง ช่างเหล็ก","鐵匠，時間寶貴！","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Dannig_Convo_A4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
257,"DannigA4_OnVerisium_A2_Int4",1,"I think... something's quite off with her.","J'ai l'impression… qu'il y a quelque chose qui ne va pas, chez elle.","Ich denke ... etwas stimmt wirklich nicht mit ihr.","彼女、何か……かなりおかしな感じがするのよね。","그 여자는... 어딘지 정상이 아니야.","Acho que... tem algo muito errado com ela.","Я думаю... Что-то с ней не так.","Creo... que pasa algo raro con ella.","ข้าว่า... เธอมีอะไรชอบมาพากลนัก","我覺得……她有些不對勁。","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Convo_DannigA4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
258,"DannigA4_OnVerisium_A2_Int4b",7,"I must hurry. I trust you, Lord Dannig. I beg you, do your best work for me.","Je dois y aller. J'ai confiance en vous, seigneur Dannig. Je vous en conjure, faites de votre mieux, pour moi.","Ich muss mich beeilen. Ich vertraue Euch, Jarl Dannig. Ich bitte Euch inständig, fertigt Eure beste Arbeit für mich an. ","急がねばならない。ダニグ殿、信用している。頼むぞ、最善を尽くしてくれ。","서둘러야 한다. 대닉 경, 당신을 믿지. 부디 나를 위해 최선을 다해 줘.","Preciso me apressar. Confio em você, lorde Dannig. Eu te imploro, faça o melhor que puder para mim.","Прошу тебя выковать их, кузнец.","Debo apresurarme. Confío en ti, Lord Dannig. Te lo ruego, haz tu mejor esfuerzo para mí.","ข้าต้องรีบแล้ว ข้าไว้ใจเจ้านะคุณแดนนิก ข้าขอร้องละ จัดการ\r\nเรื่องนี้ให้ข้าอย่างสุดฝีมือด้วย","鐵匠，快點動工吧。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_DannigA4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
259,"DannigA4_OnVerisium_A2_Str4b",6,"Strange things are all I see of late.","Il semble que les mystères s'enchaînent ces derniers temps.","Ich sehe in letzter Zeit nur merkwürdige Dinge.","最近は不思議なことしか見てないよ。","요즘에 눈에 보이는 건 이상한 일뿐이군.","Eu só tenho visto coisas estranhas, ultimamente.","Последнее время я вижу одни странности.","Últimamente todo lo que veo es raro.","ข้าพบเห็นสิ่งแปลกประหลาดเต็มไปหมด","近來所見事物哪有一個不奇怪的。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Dannig_Convo_A4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
260,"DannigA4_OnVerisium_A2_StrDex4b",9,"C'mon then. Lady's waitin'.","Hâtez-vous, alors. La dame attend.","Dann los. Die Dame wartet.","なら急いでくれ。御婦人がお待ちだ。","그럼 어서 해 봐. 여자가 기다리고 있다고.","Anda logo. Ela tá esperando.","Так давай. Дама ждёт.","Anda, vamos. La señora está esperando.","เร็วเถอะ แม่เฒ่ารออยู่","快點，淑女等著呢。","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Dannig_Convo_A4_04.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
261,"DannigA4_OnVerisium_B1","","Wraeclast has always been full of surprises. So be it. I'll forge those spikes with haste.","Wraeclast a toujours été une terre pleine de surprises. Soit, je vais me hâter de forger ces pieux.","Wraeclast steckte schon immer voller Überraschungen. So sei es. Ich werde mich beeilen, diese Dornen zu schmieden.","レイクラストはいつでも驚きだらけだ。いいだろう、急いで楔を作ろう。","레이클라스트에는 항상 놀랄 일이 가득하니까. 알겠네. 서둘러 가시를 벼려 주겠네.","Wraeclast vive surpreendendo... Assim seja. Vou forjar essas coisinhas agora mesmo.","Рэкласт всегда был полон неожиданностей. Да будет так. Я быстренько выкую эти шипы.","Wraeclast siempre ha estado llena de sorpresas. No hay de otra. Me apresuraré a forjar las estacas.","เวร์แคลส์ทมีแต่เร่องประหลาดๆ มากมาย ก็ได้ ข้าจะรีบหลอม\r\nเหล็กแหลมให้เจ้าเอง","瓦爾克拉斯處處是驚奇。好吧，我會儘快打造出尖刺。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_FogQuest_02.ogg""]",[449],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
262,"DannigA4_OnVerisium_C1","","There we go. That should do it. Be careful out there.","Et voilà, ça devrait faire l'affaire. Prenez garde à vous.","Bitte sehr. Das sollte genügen. Seid dort draußen vorsichtig.","よし。これでいけるはずだ。気を付けてな。","됐네. 이거면 되겠지. 몸조심하게.","Pronto. Isso deve bastar. Tenha cuidado por aí.","Готово. Вот, возьми. Осторожнее там.","Allí vamos. Eso debería bastar. Ten cuidado.","เรียบร้อย น่าจะใช้ได้ละ ระวังตัวด้วยล่ะ","來，這應該可以發揮作用，但要小心。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_FogQuest_03.ogg""]",[449],"",[],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
263,"DannigA4_IntroInt4b_A1","","Ah, a Sorceress in Kingsmarch! What a strange sight. I've heard tales of your kind. My name is Dannig. I am the humble leader of this fair port... and its smith.","Ah, une Magicienne à Marcheroi ! Je ne m'y attendais pas. J'ai entendu des histoires sur votre espèce. Je m'appelle Dannig. Je suis l'humble chef de ce petit port… et son forgeron.","Ah, eine Zauberin in Königsmark! Was für ein seltener Anblick. Ich habe Geschichten über Euresgleichen gehört. Mein Name ist Dannig und ich bin der bescheidene Vorsteher dieses schönen Hafens ... und sein Schmied.","キングスマーチにソーサレスか！不思議なもんだ。お前さんたちの話は聞いたことがある。俺の名はダニグ。この美しい港のしがないリーダー……それと鍛冶師さ。","아, 킹스마치에 소서리스라니! 정말 이상한 광경이군. 자네 일족에 대한 이야기는 많이 들었네. 난 대닉이라고 하는데, 이 멋진 항구의 보잘것없는 지도자이자... 대장장이라네.","Ora, uma feiticeira em Kingsmarch! Que surpresa. Já ouvi histórias sobre a sua gente. Me chamo Dannig. Sou o humilde líder deste porto... e também o ferreiro.","А, Чародейка в Кингсмарше! Как необычно. Я слышал истории о вас. Меня зовут Дэнниг, я скромный командир этого славного порта... и кузнец.","¡Ah, una hechicera en Marca del rey! Qué extraño. He oído historias sobre las de tu clase. Mi nombre es Dannig. Soy el humilde líder de este bello puerto... y también el herrero.","อา นักเวทในคิงส์มาร์ช! มันเป็นเรื่องที่แปลกตานัก ข้าเคยได้ยิน\r\nเรื่องเล่าลือจากกลุ่มชนเจ้ามามากมาย ข้าชื่อแดนนิก\r\nเป็นผู้นำของเมืองท่าเล็กๆ แห่งนี้... แถมยังเป็นช่างเหล็กประจำ\r\nเมืองอีกด้วย","女術者來到金司馬區！這真是少見。我曾聽說過關於妳們的傳聞。我名叫丹尼格，是這座港口的領導人……兼鐵匠。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_IntroSorc_01.ogg""]",[449],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
264,"DannigA4_IntroInt4b_A2_Int4b",7,"Oh... I am pleased to meet you, Lord Dannig. You are so... tall. <continue>Hmm, I must know... what kind of smithing is that? It's like none I've ever seen.","Oh… C'est un plaisir de faire votre rencontre, seigneur Dannig. Vous êtes tellement… grand. <continue>Hum, si je peux me permettre de vous le demander… De quel genre de forgeage s'agit-il ? Je n'ai jamais rien vu de pareil.","Oh ... Ich freue mich, Euch zu treffen, Jarl Dannig. Ihr seid so ... groß.\r\n<continue>Hmm, ich muss es einfach wissen ... was ist das für eine Art des Schmiedens? Ich habe dergleichen noch nie gesehen.","ああ……ダニグ殿、会えて嬉しいぞ。とても……背が高いのだな。<continue>ふむ、教えてくれ……それはどのような鍛冶技術なのだ？そんなやり方は見たことがない。","아... 반가워, 대닉 경. 당신은 참... 키가 크군. <continue>흐음, 궁금해서 말인데... 그건 어떤 대장일인 거지? 그런 건 지금껏 본 적이 없는데.","Ah... é um prazer te conhecer, lorde Dannig. Você é tão... alto. <continue>Hmm, preciso perguntar... Que tipo de forja é essa? Nunca vi nada parecido.","Что это за кузница? Я подобного не видела.","Oh... Encantada de conocerlo, Lord Dannig. Usted es tan... alto. <continue>Mmm, necesito saber. ¿Qué clase de herrería es esa? Nunca antes había visto algo así.","โอ้... ข้ายินดีที่ได้รู้จักเจ้าคุณแดนนิก เจ้าช่าง... สูงนัก<continue>หืม ข้าอยากรู้นัก... นั่นเป็นการหลอมอะไรกันรึ? ไม่เหมือนกับที่\r\nข้าเคยพบเจอมาก่อนเลย","這是什麼鍛造技藝？我從來沒看過。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_DannigA4_01_01_01.ogg"",""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_DannigA4_01_01_02.ogg""]",[],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
265,"DannigA4_IntroInt4b_B1","","Observant! Yes, I'm a bit more than a blacksmith. I am also skilled in runecraft.","Ah, vous avez l'œil ! Oui, je ne suis pas qu'un simple forgeron. Je m'y connais aussi en Forgerune.","Gut beobachtet! Ja, ich bin etwas mehr als nur ein einfacher Schmied. Das Runenschmieden gehört auch zu meinem Handwerk.","鋭いね！そう、俺はただの鍛冶師じゃない。ルーンの扱いも得意なのさ。","관찰력이 뛰어나군! 맞네. 나는 그냥 대장장이는 아니라네. 룬 제작도 곧잘 하거든.","Bem notado! Pois é, sou mais do que um simples ferreiro. Também trabalho com runas.","Наблюдательно! Да, я чуть больше чем просто кузнец. Я также имею опыт руноделия.","¡Qué observadora! Sí, soy algo más que un herrero. También soy un habilidoso forjador de runas.","ตาดีนี่! ใช่ ข้าไม่ได้เป็นแค่ช่างเหล็ก ข้ายังชำนาญการสลัก\r\nอักขระด้วย","真是觀察入微！是的，我不是尋常鐵匠，我對符文緞造也十分在行。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_IntroSorc_02.ogg""]",[449],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
266,"DannigA4_IntroInt4b_B2_Int4b",7,"Runecraft. Oh, it sounds like such beautiful sorcery. Do tell me its tale.","L'art des runes. Oh, ces mots font penser à une sorcellerie des plus élégantes. Je vous en prie, dites-m'en plus.","Runenwerk. Oh, das klingt nach einer wundervollen Art der Zauberei. Erzählt mir ihre Geschichte.","ルーン細工。きっと美しい魔法なのだろう。どのようなものなのか教えてくれ。","룬 제작이라. 아아, 아름다운 마법 같은 이름이네. 더 이야기해 줘.","Forja de runas. Ah, parece algum tipo de linda feitiçaria. Me conta a história, por favor.","Что это за колдовство?","Forja de runas. Oh, suena como una hechicería hermosa. Cuéntame su historia.","การสลักอักขระรึ โอ้ มันเป็นหนึ่งเวทมนตร์งดงามนัก ช่วยเล่า\r\nเรื่องเล่าขานของมันด้วยเถิด","那是什麼巫術？","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_DannigA4_01_02.ogg""]",[],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
267,"DannigA4_IntroInt4b_C1","","Oh, it's not sorcery. It's science, taught to me by priests in my younger days. <continue>But enough about me. You're as far from home as we are... more or less. We should exchange tales over an ale sometime soon!","Oh, cela n'a rien à voir avec la magie. C'est de la science, que les prêtres m'ont enseignée quand j'étais plus jeune. <continue>Mais assez parlé de moi. Vous êtes aussi loin de chez vous que nous… plus ou moins. Nous devrions parler de tout ça autour d'une bière un de ces jours !","Oh, es ist keine Zauberei. Es ist eine Wissenschaft, die mich die Priester gelehrt haben, als ich noch jung war. \r\n<continue>Aber genug von mir. Ihr seid so weit von Eurer Heimat entfernt, wie wir es sind ... mehr oder weniger. Wir sollten uns bald mal auf ein Bier treffen und ein paar Geschichten austauschen!","魔法じゃないよ。科学さ、若い頃に神官たちに教えてもらった、ね。<continue>だが俺の話はいい。お前さんも大体俺たちと同じくらい故郷から遠くまで来たようだ。そのうちエールでもやりながら語ろうじゃないか！","아, 주술이 아니라 과학이라네. 젊은 시절 사제들에게 배운 기술이지. <continue>하지만 내 이야기는 이쯤 하면 됐네. 자네도 대충 우리만큼 고향에서 멀리 오지 않았나... 조만간 맥주라도 한잔하면서 서로의 이야기를 나누자고!","Ora, não é feitiçaria, é ciência. Aprendi com sacerdotes quando era mais jovem. <continue>Mas chega de falar de mim. Você também está longe de casa, quase tanto quanto a gente. Qualquer hora, a gente toma uma e troca umas histórias.","О, это не колдовство. Это наука, которой обучили меня жрецы в молодости. <continue>Но хватит обо мне. Ты так же далеко от дома, как и мы... в той или иной степени. Надо нам обменяться историями за кружечкой эля!","Ah, no es hechicería. Es ciencia, y me la enseñaron los sacerdotes cuando era joven. <continue>Pero basta de hablar de mí. Estás tan lejos de casa como nosotros... o algo así. ¡Deberíamos intercambiar historias mientras tomamos algo!","โอ้ ไม่ใช่เวทมนตร์ดอก มันเป็นวิทยาศาสตร์ที่นักบวชสอนข้า\r\nตอนที่ข้ายังหนุ่ม<continue>แต่พูดเรื่องข้ามามากพอแล้ว เจ้าเองก็อยู่ห่างไกลบ้านเกิดมา\r\nพอๆ กับเรา... อะไรประมาณนั้น ไว้เรามาจิบเอลแล้วแบ่งปัน\r\nเรื่องราวกันนะ!","那並不是巫術，而是一門科學，在我年輕的時候有幸由牧師們傳授。<continue>關於我的事蹟講得夠多了。說起來……你和我們一樣都是遠道而來。我們該找個時間把酒言歡吧！","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_IntroSorc_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Dannig/DannigA4_IntroSorc_04.ogg""]",[449],"",[7],0,100,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],""
