"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
45,"ColdResist2",39188,145,14,141,"","","",1,"of the Penguin","du Pingouin","des Pinguins","ペンギンの","- 펭귄","do Pinguim","пингвина","del pingüino","of the Penguin","企鵝之",2,[50],11,15,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2010771149,[],0,[],3,"",0,"[1,1,1,1,0]"
46,"ColdResist3",23366,145,26,141,"","","",1,"of the Narwhal","du Narval","des Narwals","イッカクの","- 일각고래","do Narval","нарвала","del narval","of the Narwhal","獨角鯨之",2,[50],16,20,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3133071864,[],0,[],3,"",0,"[1,1,1,1,0]"
47,"ColdResist4",41534,145,38,141,"","","",1,"of the Yeti","du Yéti","des Yetis","イエティの","- 설인","do Yeti","йети","del yeti","of the Yeti","雪人之",2,[50],21,25,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2490447439,[],0,[],3,"",0,"[1,1,1,1,0]"
48,"ColdResist5",19708,145,50,141,"","","",1,"of the Walrus","du Morse","des Walrosses","セイウチの","- 바다코끼리","da Morsa","моржа","de la morsa","of the Walrus","海象之",2,[50],26,30,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1229325754,[],0,[],3,"",0,"[1,1,1,1,0]"
49,"ColdResist6",57784,145,60,141,"","","",1,"of the Polar Bear","de l'Ours polaire","des Eisbären","ホッキョクグマの","- 북극곰","do Urso-polar","белого медведя","del oso polar","of the Polar Bear","北極熊之",2,[50],31,35,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4061926308,[],0,[],3,"",0,"[1,1,1,1,0]"
50,"ColdResist7",39738,145,71,141,"","","",1,"of the Ice","de la Glace","des Eises","氷の","- 얼음판","do Gelo","льда","del hielo","of the Ice","冰之",2,[50],36,40,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2801089999,[],0,[],3,"",0,"[1,1,1,1,0]"
51,"ColdResist8",3521,145,82,141,"","","",1,"of Haast","de Haast","von Haast","ハーストの","- 하스트","de Haast","Хааста","de Haast","of Haast","哈斯特之",2,[50],41,45,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2910560442,[],0,[],3,"",0,"[1,1,1,1,0]"
52,"LightningResist1",15734,146,1,143,"","","",1,"of the Cloud","du Nuage","der Wolke","雲の","- 구름","da Nuvem","облака","de la nube","of the Cloud","雲朵之",2,[51],6,10,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1063125544,[],0,[],3,"",0,"[1,1,1,1,0]"
53,"LightningResist2",34301,146,13,143,"","","",1,"of the Squall","de la Rafale","der Windbö","スコールの","- 돌풍","do Silvo","шквала","de la borrasca","of the Squall","冰雹之",2,[51],11,15,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",27493470,[],0,[],3,"",0,"[1,1,1,1,0]"
54,"LightningResist3",24502,146,25,143,"","","",1,"of the Storm","de l'Orage","des Sturms","嵐の","- 태풍","da Tempestade","шторма","de la tormenta","of the Storm","暴風之",2,[51],16,20,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1521550599,[],0,[],3,"",0,"[1,1,1,1,0]"
55,"LightningResist4",1059,146,37,143,"","","",1,"of the Thunderhead","du Nuage noir","der Gewitterwolke","雷雲の","- 뇌운","do Temporal","грозовой тучи","de la nube de tormenta","of the Thunderhead","積雨雲之",2,[51],21,25,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2539098996,[],0,[],3,"",0,"[1,1,1,1,0]"
56,"LightningResist5",4001,146,49,143,"","","",1,"of the Tempest","de la Tempête","des Gewitters","雷雨の","- 폭풍","da Tormenta","бури","de la tempestad","of the Tempest","暴風雨之",2,[51],26,30,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2263451976,[],0,[],3,"",0,"[1,1,1,1,0]"
57,"LightningResist6",6954,146,60,143,"","","",1,"of the Maelstrom","du Maelström","des Mahlstroms","大渦の","- 큰 소용돌이","do Vórtice","вихря","de la vorágine","of the Maelstrom","颱風之",2,[51],31,35,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3661611285,[],0,[],3,"",0,"[1,1,1,1,0]"
58,"LightningResist7",57757,146,71,143,"","","",1,"of the Lightning","de la Foudre","des Blitzes","雷の","- 번개","do Relâmpago","молнии","del rayo","of the Lightning","電之",2,[51],36,40,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3355847067,[],0,[],3,"",0,"[1,1,1,1,0]"
59,"LightningResist8",50880,146,82,143,"","","",1,"of Ephij","d'Ephij","des Ephij","エフィジの","- 에피즈","de Ephij","Ифижа","de Ephij","of Ephij","艾菲吉之",2,[51],41,45,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4090311949,[],0,[],3,"",0,"[1,1,1,1,0]"
60,"AllResistances1",6128,147,12,136,"","","",1,"of the Crystal","du Cristal","des Kristalls","クリスタルの","- 결정","do Cristal","кристалла","del cristal","of the Crystal","水晶之",2,[61],3,5,0,0,0,0,0,0,"[230,2,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1808825376,[],0,[],3,"",0,"[1,1,1,0]"
61,"AllResistances2",62857,147,26,136,"","","",1,"of the Prism","du Prisme","des Prismas","プリズムの","- 분광기","do Prisma","призмы","del prisma","of the Prism","稜鏡之",2,[61],6,8,0,0,0,0,0,0,"[230,2,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",751819078,[],0,[],3,"",0,"[1,1,1,0]"
62,"AllResistances3",20446,147,40,136,"","","",1,"of the Kaleidoscope","du Kaléidoscope","des Kaleidoskops","万華鏡の","- 만화경","do Caleidoscópio","калейдоскопа","del caleidoscopio","of the Kaleidoscope","萬花筒之",2,[61],9,11,0,0,0,0,0,0,"[230,2,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2906972826,[],0,[],3,"",0,"[1,1,1,0]"
63,"AllResistances4",63218,147,54,136,"","","",1,"of Variegation","de la Bigarrure","der Buntheit","斑入りの","- 얼룩무늬","da Variegação","мозаики","de variegación","of Variegation","多彩之",2,[61],12,14,0,0,0,0,0,0,"[230,2,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3867676794,[],0,[],3,"",0,"[1,1,1,0]"
64,"AllResistances5",8369,147,68,136,"","","",1,"of the Rainbow","de l'Arc-en-ciel","des Regenbogens","虹の","- 무지개","do Arco-íris","радуги","del arcoíris","of the Rainbow","彩虹之",2,[61],15,16,0,0,0,0,0,0,"[230,2,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3608082367,[],0,[],3,"",0,"[1,1,1,0]"
65,"AllResistances6",40636,147,80,136,"","","",1,"of the Span","de la Jaspure","des Spektrums","波長の","- 전체 색","da Cobertura","переливов","de la distancia","of the Span","廣闊之",2,[61],17,18,0,0,0,0,0,0,"[230,3,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2688368257,[],0,[],3,"",0,"[1,1,0]"
66,"NearbyAlliesAllResistances1",2652,10750,12,17874,"","","",1,"of Adjustment","de l'Ajustement","der Anpassung","調整の","- 조정","do Ajuste","приноровления","de ajuste","of Adjustment","調整之",2,[61],3,5,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1362141433,[],0,[],3,"",0,"[1,0]"
67,"NearbyAlliesAllResistances2",16764,10750,26,17874,"","","",1,"of Acclimatisation","de l'Acclimatation","der Akklimatisierung","順応の","- 순응","da Aclimatação","акклиматизации","de aclimatación","of Acclimatisation","馴化之",2,[61],6,8,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2531220381,[],0,[],3,"",0,"[1,0]"
68,"NearbyAlliesAllResistances3",52770,10750,40,17874,"","","",1,"of Adaptation","de l'Adaptation","der Anpassungsfähigkeit","適応の","- 적응","da Adaptação","адаптации","de adaptación","of Adaptation","適性之",2,[61],9,11,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4011860394,[],0,[],3,"",0,"[1,0]"
69,"NearbyAlliesAllResistances4",50025,10750,54,17874,"","","",1,"of Evolution","de l'Évolution","der Evolution","進化の","- 진전","da Evolução","эволюции","de evolución","of Evolution","進化之",2,[61],12,14,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",712852811,[],0,[],3,"",0,"[1,0]"
70,"NearbyAlliesAllResistances5",50963,10750,68,17874,"","","",1,"of Progression","de la Progression","der Entwicklung","進歩の","- 진전","da Progressão","прогресса","de progreso","of Progression","進展之",2,[61],15,16,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3920123498,[],0,[],3,"",0,"[1,0]"
71,"NearbyAlliesAllResistances6",42402,10750,80,17874,"","","",1,"of Metamorphosis","de la Métamorphose","der Metamorphose","変身の","- 변형","da Metamorfose","метаморфоза","de metamorfosis","of Metamorphosis","鍊魔之",2,[61],17,18,0,0,0,0,0,0,"[37,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,1265,1267,320,311,312,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2845969927,[],0,[],3,"",0,"[1,0]"
72,"ChaosResist1",51331,259,16,145,"","","",1,"of the Lost","de l'Égaré","der Verirrten","迷い子の","- 상실","dos Perdidos","заблудшего","de los perdidos","of the Lost","失落之",2,[94],4,7,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3098439725,[],0,[],3,"",0,"[1,1,1,1,0]"
73,"ChaosResist2",40461,259,30,145,"","","",1,"of Banishment","du Bannissement","der Ausstoßung","流刑の","- 추방","do Banimento","лишённого","de destierro","of Banishment","放逐之",2,[94],8,11,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",561954675,[],0,[],3,"",0,"[1,1,1,1,0]"
74,"ChaosResist3",45707,259,44,145,"","","",1,"of Eviction","de l'Éviction","der Vertreibung","排出の","- 퇴거","do Despejo","отвергнутого","de evicción","of Eviction","驅逐之",2,[94],12,15,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4055450418,[],0,[],3,"",0,"[1,1,1,1,0]"
75,"ChaosResist4",57110,259,56,145,"","","",1,"of Expulsion","de l'Expulsion","der Ausweisung","排除の","- 축출","da Expulsão","ссыльного","de expulsión","of Expulsion","出境之",2,[94],16,19,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2570470944,[],0,[],3,"",0,"[1,1,1,1,0]"
76,"ChaosResist5",36506,259,68,145,"","","",1,"of Exile","de l'Exil","der Verbannung","追放の","- 유배자","do Exílio","изгнанного","de exilio","of Exile","流亡之",2,[94],20,23,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1368186646,[],0,[],3,"",0,"[1,1,1,1,0]"
77,"ChaosResist6",60764,259,81,145,"","","",1,"of Bameth","de Bameth","des Bameth","バメスの","- 바메스","de Bameth","Бэмита","de Bameth","of Bameth","巴曼斯之",2,[94],24,27,0,0,0,0,0,0,"[7,2,3,26,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",717342621,[],0,[],3,"",0,"[1,1,1,1,0]"
78,"IncreasedLife1",9449,0,1,117,"","","",1,"Hale","<if:MS>{Tonique}<elif:FS>{Tonique}<elif:MP>{Toniques}<elif:FP>{Toniques}","<if:MS>{Rüstiger}<elif:FS>{Rüstige}<elif:NS>{Rüstiges}<elif:MP>{Rüstige}<elif:FP>{Rüstige}<elif:NP>{Rüstige}","強健な","정정한","<if:MS>{Sadio}<elif:FS>{Sadia}<elif:NS>{Sadio}<elif:MP>{Sadios}<elif:FP>{Sadias}<elif:NP>{Sadios}","<if:MS>{Крепкий}<elif:FS>{Крепкая}<elif:NS>{Крепкое}<elif:MP>{Крепкие}<elif:FP>{Крепкие}<elif:NP>{Крепкие}","sano","Hale","健壯之",1,[0],10,19,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1704083835,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
79,"IncreasedLife2",58537,0,6,117,"","","",1,"Healthy","<if:MS>{Sain}<elif:FS>{Saine}<elif:MP>{Sains}<elif:FP>{Saines}","<if:MS>{Gesunder}<elif:FS>{Gesunde}<elif:NS>{Gesundes}<elif:MP>{Gesunde}<elif:FP>{Gesunde}<elif:NP>{Gesunde}","健康な","건강한","<if:MS>{Saudável}<elif:FS>{Saudável}<elif:NS>{Saudável}<elif:MP>{Saudáveis}<elif:FP>{Saudáveis}<elif:NP>{Saudáveis}","<if:MS>{Здоровый}<elif:FS>{Здоровая}<elif:NS>{Здоровое}<elif:MP>{Здоровые}<elif:FP>{Здоровые}<elif:NP>{Здоровые}","<if:MS>{saludable}<elif:MP>{saludables}","Healthy","健康的",1,[0],20,29,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2212783949,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
80,"IncreasedLife3",58606,0,16,117,"","","",1,"Sanguine","<if:MS>{Sanguin}<elif:FS>{Sanguine}<elif:MP>{Sanguins}<elif:FP>{Sanguines}","<if:MS>{Quicklebendiger}<elif:FS>{Quicklebendige}<elif:NS>{Quicklebendiges}<elif:MP>{Quicklebendige}<elif:FP>{Quicklebendige}<elif:NP>{Quicklebendige}","血色良い","혈액 과다의","<if:MS>{Sanguíneo}<elif:FS>{Sanguinária}<elif:NS>{Sanguinário}<elif:MP>{Sanguinários}<elif:FP>{Sanguinárias}<elif:NP>{Sanguinários}","<if:MS>{Здравый}<elif:FS>{Здравая}<elif:NS>{Здравое}<elif:MP>{Здравые}<elif:FP>{Здравые}<elif:NP>{Здравые}","<if:MS>{sanguino}<elif:FS>{sanguina}<elif:MP>{sanguinos}<elif:FP>{sanguinas}","Sanguine","樂觀的",1,[0],30,39,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1312729808,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
81,"IncreasedLife4",33655,0,24,117,"","","",1,"Stalwart","<if:MS>{Brave}<elif:FS>{Brave}<elif:MP>{Braves}<elif:FP>{Braves}","<if:MS>{Kräftiger}<elif:FS>{Kräftige}<elif:NS>{Kräftiges}<elif:MP>{Kräftige}<elif:FP>{Kräftige}<elif:NP>{Kräftige}","屈強な","건장한","<if:MS>{Rijo}<elif:FS>{Rija}<elif:NS>{Rijo}<elif:MP>{Rijos}<elif:FP>{Rijas}<elif:NP>{Rijos}","<if:MS>{Стойкий}<elif:FS>{Стойкая}<elif:NS>{Стойкое}<elif:MP>{Стойкие}<elif:FP>{Стойкие}<elif:NP>{Стойкие}","<if:MS>{leal}<elif:MP>{leales}","Stalwart","堅信的",1,[0],40,59,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1845292683,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
82,"IncreasedLife5",53843,0,33,117,"","","",1,"Stout","<if:MS>{Solide}<elif:FS>{Solide}<elif:MP>{Solides}<elif:FP>{Solides}","<if:MS>{Stämmiger}<elif:FS>{Stämmige}<elif:NS>{Stämmiges}<elif:MP>{Stämmige}<elif:FP>{Stämmige}<elif:NP>{Stämmige}","頑強な","완강한","<if:MS>{Corpulento}<elif:FS>{Corpulenta}<elif:NS>{Corpulento}<elif:MP>{Corpulentos}<elif:FP>{Corpulentas}<elif:NP>{Corpulentos}","<if:MS>{Сильный}<elif:FS>{Сильная}<elif:NS>{Сильное}<elif:MP>{Сильные}<elif:FP>{Сильные}<elif:NP>{Сильные}","<if:MS>{corpulento}<elif:FS>{corpulenta}<elif:MP>{corpulentos}<elif:FP>{corpulentas}","Stout","堅毅者",1,[0],60,69,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3203886244,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
83,"IncreasedLife6",57475,0,38,117,"","","",1,"Robust","<if:MS>{Robuste}<elif:FS>{Robuste}<elif:MP>{Robustes}<elif:FP>{Robustes}","<if:MS>{Robuster}<elif:FS>{Robuste}<elif:NS>{Robustes}<elif:MP>{Robuste}<elif:FP>{Robuste}<elif:NP>{Robuste}","頑健な","왕성함","<if:MS>{Robusto}<elif:FS>{Robusta}<elif:NS>{Robusto}<elif:MP>{Robustos}<elif:FP>{Robustas}<elif:NP>{Robustos}","<if:MS>{Мощный}<elif:FS>{Мощная}<elif:NS>{Мощное}<elif:MP>{Мощные}<elif:FP>{Мощные}<elif:NP>{Мощные}","<if:MS>{robusto}<elif:FS>{robusta}<elif:MP>{robustos}<elif:FP>{robustas}","Robust","健壯的",1,[0],70,84,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1214621926,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
84,"IncreasedLife7",25711,0,46,117,"","","",1,"Rotund","<if:MS>{Replet}<elif:FS>{Replète}<elif:MP>{Replets}<elif:FP>{Replètes}","<if:MS>{Rundlicher}<elif:FS>{Rundliche}<elif:NS>{Rundliches}<elif:MP>{Rundliche}<elif:FP>{Rundliche}<elif:NP>{Rundliche}","丸々とした","퉁퉁한","<if:MS>{Rotundo}<elif:FS>{Rotunda}<elif:NS>{Rotundo}<elif:MP>{Rotundos}<elif:FP>{Rotundas}<elif:NP>{Rotundos}","<if:MS>{Массивный}<elif:FS>{Массивная}<elif:NS>{Массивное}<elif:MP>{Массивные}<elif:FP>{Массивные}<elif:NP>{Массивные}","<if:MS>{rotundo }<elif:FS>{rotunda}<elif:MP>{rotundos}<elif:FP>{rotundas}","Rotund","豐腴的",1,[0],85,99,0,0,0,0,0,0,"[16,1,25,22,4,26,3,2,0]",[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[613,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",102130297,[],0,[],3,"",0,"[1,1,1,1,1,1,1,1,0]"
