"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool_76","i32_77","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
343,8,24,0,0,[],[],[8],"",100,[],[],[],[],[],[],128.588,27900
344,8,25,0,0,[],[],[8],"",100,[],[],[],[],[],[],136.875,29800
345,8,26,0,0,[],[],[8],"",100,[],[],[],[],[],[],145.388,31800
346,8,27,0,0,[],[],[8],"",100,[],[],[],[],[],[],154.127,33900
347,8,28,0,0,[],[],[8],"",100,[],[],[],[],[],[],163.092,36100
348,8,29,0,0,[],[],[8],"",100,[],[],[],[],[],[],172.283,38400
349,8,30,0,0,[],[],[8],"",100,[],[],[],[],[],[],181.7,40800
350,8,31,0,0,[],[],[8],"",100,[],[],[],[],[],[],191.343,43300
351,8,32,0,0,[],[],[8],"",100,[],[],[],[],[],[],201.212,46000
352,8,33,0,0,[],[],[8],"",100,[],[],[],[],[],[],211.307,48800
353,8,34,0,0,[],[],[8],"",100,[],[],[],[],[],[],221.628,51800
354,8,35,0,0,[],[],[8],"",100,[],[],[],[],[],[],232.175,54800
355,8,36,0,0,[],[],[8],"",100,[],[],[],[],[],[],242.948,58100
356,8,37,0,0,[],[],[8],"",100,[],[],[],[],[],[],253.947,61500
357,8,38,0,0,[],[],[8],"",100,[],[],[],[],[],[],265.172,65100
358,8,39,0,0,[],[],[8],"",100,[],[],[],[],[],[],276.623,68800
359,8,40,0,0,[],[],[8],"",100,[],[],[],[],[],[],288.3,72800
360,9,1,0,0,[],[],[9],"",100,[],[],[],[],[],[],1,0
361,9,2,0,0,[],[],[9],"",100,[],[],[],[],[],[],3.452,1000
362,9,3,0,0,[],[],[9],"",100,[],[],[],[],[],[],6.767,2100
363,9,4,0,0,[],[],[9],"",100,[],[],[],[],[],[],10.308,3200
364,9,5,0,0,[],[],[9],"",100,[],[],[],[],[],[],14.075,4200
365,9,6,0,0,[],[],[9],"",100,[],[],[],[],[],[],18.068,5300
366,9,7,0,0,[],[],[9],"",100,[],[],[],[],[],[],22.287,6400
367,9,8,0,0,[],[],[9],"",100,[],[],[],[],[],[],26.732,7400
368,9,9,0,0,[],[],[9],"",100,[],[],[],[],[],[],31.403,8200
369,9,10,0,0,[],[],[9],"",100,[],[],[],[],[],[],36.3,9100
370,9,11,0,0,[],[],[9],"",100,[],[],[],[],[],[],41.423,10100
371,9,12,0,0,[],[],[9],"",100,[],[],[],[],[],[],46.772,11100
372,9,13,0,0,[],[],[9],"",100,[],[],[],[],[],[],52.347,12200
373,9,14,0,0,[],[],[9],"",100,[],[],[],[],[],[],58.148,13300
374,9,15,0,0,[],[],[9],"",100,[],[],[],[],[],[],64.175,14400
375,9,16,0,0,[],[],[9],"",100,[],[],[],[],[],[],70.428,15700
376,9,17,0,0,[],[],[9],"",100,[],[],[],[],[],[],76.907,16900
377,9,18,0,0,[],[],[9],"",100,[],[],[],[],[],[],83.612,18300
378,9,19,0,0,[],[],[9],"",100,[],[],[],[],[],[],90.543,19700
379,9,20,0,0,[],[],[9],"",100,[],[],[],[],[],[],97.7,21200
380,9,21,0,0,[],[],[9],"",100,[],[],[],[],[],[],105.083,22700
381,9,22,0,0,[],[],[9],"",100,[],[],[],[],[],[],112.692,24400
382,9,23,0,0,[],[],[9],"",100,[],[],[],[],[],[],120.527,26100
383,9,24,0,0,[],[],[9],"",100,[],[],[],[],[],[],128.588,27900
384,9,25,0,0,[],[],[9],"",100,[],[],[],[],[],[],136.875,29800
385,9,26,0,0,[],[],[9],"",100,[],[],[],[],[],[],145.388,31800
386,9,27,0,0,[],[],[9],"",100,[],[],[],[],[],[],154.127,33900
387,9,28,0,0,[],[],[9],"",100,[],[],[],[],[],[],163.092,36100
388,9,29,0,0,[],[],[9],"",100,[],[],[],[],[],[],172.283,38400
389,9,30,0,0,[],[],[9],"",100,[],[],[],[],[],[],181.7,40800
390,9,31,0,0,[],[],[9],"",100,[],[],[],[],[],[],191.343,43300
391,9,32,0,0,[],[],[9],"",100,[],[],[],[],[],[],201.212,46000
392,9,33,0,0,[],[],[9],"",100,[],[],[],[],[],[],211.307,48800
393,9,34,0,0,[],[],[9],"",100,[],[],[],[],[],[],221.628,51800
394,9,35,0,0,[],[],[9],"",100,[],[],[],[],[],[],232.175,54800
395,9,36,0,0,[],[],[9],"",100,[],[],[],[],[],[],242.948,58100
396,9,37,0,0,[],[],[9],"",100,[],[],[],[],[],[],253.947,61500
397,9,38,0,0,[],[],[9],"",100,[],[],[],[],[],[],265.172,65100
398,9,39,0,0,[],[],[9],"",100,[],[],[],[],[],[],276.623,68800
399,9,40,0,0,[],[],[9],"",100,[],[],[],[],[],[],288.3,72800
400,10,1,0,0,[],[],[10],"",100,[],[],[],[],[],[],1,0
401,10,2,0,0,[],[],[10],"",100,[],[],[],[],[],[],3.452,1000
402,10,3,0,0,[],[],[10],"",100,[],[],[],[],[],[],6.767,2100
403,10,4,0,0,[],[],[10],"",100,[],[],[],[],[],[],10.308,3200
404,10,5,0,0,[],[],[10],"",100,[],[],[],[],[],[],14.075,4200
405,10,6,0,0,[],[],[10],"",100,[],[],[],[],[],[],18.068,5300
406,10,7,0,0,[],[],[10],"",100,[],[],[],[],[],[],22.287,6400
407,10,8,0,0,[],[],[10],"",100,[],[],[],[],[],[],26.732,7400
408,10,9,0,0,[],[],[10],"",100,[],[],[],[],[],[],31.403,8200
409,10,10,0,0,[],[],[10],"",100,[],[],[],[],[],[],36.3,9100
410,10,11,0,0,[],[],[10],"",100,[],[],[],[],[],[],41.423,10100
411,10,12,0,0,[],[],[10],"",100,[],[],[],[],[],[],46.772,11100
412,10,13,0,0,[],[],[10],"",100,[],[],[],[],[],[],52.347,12200
413,10,14,0,0,[],[],[10],"",100,[],[],[],[],[],[],58.148,13300
414,10,15,0,0,[],[],[10],"",100,[],[],[],[],[],[],64.175,14400
415,10,16,0,0,[],[],[10],"",100,[],[],[],[],[],[],70.428,15700
416,10,17,0,0,[],[],[10],"",100,[],[],[],[],[],[],76.907,16900
417,10,18,0,0,[],[],[10],"",100,[],[],[],[],[],[],83.612,18300
418,10,19,0,0,[],[],[10],"",100,[],[],[],[],[],[],90.543,19700
419,10,20,0,0,[],[],[10],"",100,[],[],[],[],[],[],97.7,21200
420,10,21,0,0,[],[],[10],"",100,[],[],[],[],[],[],105.083,22700
421,10,22,0,0,[],[],[10],"",100,[],[],[],[],[],[],112.692,24400
422,10,23,0,0,[],[],[10],"",100,[],[],[],[],[],[],120.527,26100
423,10,24,0,0,[],[],[10],"",100,[],[],[],[],[],[],128.588,27900
424,10,25,0,0,[],[],[10],"",100,[],[],[],[],[],[],136.875,29800
425,10,26,0,0,[],[],[10],"",100,[],[],[],[],[],[],145.388,31800
426,10,27,0,0,[],[],[10],"",100,[],[],[],[],[],[],154.127,33900
427,10,28,0,0,[],[],[10],"",100,[],[],[],[],[],[],163.092,36100
428,10,29,0,0,[],[],[10],"",100,[],[],[],[],[],[],172.283,38400
429,10,30,0,0,[],[],[10],"",100,[],[],[],[],[],[],181.7,40800
430,10,31,0,0,[],[],[10],"",100,[],[],[],[],[],[],191.343,43300
431,10,32,0,0,[],[],[10],"",100,[],[],[],[],[],[],201.212,46000
432,10,33,0,0,[],[],[10],"",100,[],[],[],[],[],[],211.307,48800
433,10,34,0,0,[],[],[10],"",100,[],[],[],[],[],[],221.628,51800
434,10,35,0,0,[],[],[10],"",100,[],[],[],[],[],[],232.175,54800
435,10,36,0,0,[],[],[10],"",100,[],[],[],[],[],[],242.948,58100
436,10,37,0,0,[],[],[10],"",100,[],[],[],[],[],[],253.947,61500
437,10,38,0,0,[],[],[10],"",100,[],[],[],[],[],[],265.172,65100
438,10,39,0,0,[],[],[10],"",100,[],[],[],[],[],[],276.623,68800
439,10,40,0,0,[],[],[10],"",100,[],[],[],[],[],[],288.3,72800
440,11,1,0,0,[],[],[11],1,100,[],[],[],[],[],[],1,0
441,11,2,0,0,[],[],[11],1,100,[],[],[],[],[],[],3.452,1000
442,11,3,0,0,[],[],[11],1,100,[],[],[],[],[],[],6.767,2100
443,11,4,0,0,[],[],[11],1,100,[],[],[],[],[],[],10.308,3200
444,11,5,0,0,[],[],[11],1,100,[],[],[],[],[],[],14.075,4200
445,11,6,0,0,[],[],[11],1,100,[],[],[],[],[],[],18.068,5300
446,11,7,0,0,[],[],[11],1,100,[],[],[],[],[],[],22.287,6400
447,11,8,0,0,[],[],[11],1,100,[],[],[],[],[],[],26.732,7400
448,11,9,0,0,[],[],[11],1,100,[],[],[],[],[],[],31.403,8200
449,11,10,0,0,[],[],[11],1,100,[],[],[],[],[],[],36.3,9100
450,11,11,0,0,[],[],[11],1,100,[],[],[],[],[],[],41.423,10100
451,11,12,0,0,[],[],[11],1,100,[],[],[],[],[],[],46.772,11100
452,11,13,0,0,[],[],[11],1,100,[],[],[],[],[],[],52.347,12200
453,11,14,0,0,[],[],[11],1,100,[],[],[],[],[],[],58.148,13300
454,11,15,0,0,[],[],[11],1,100,[],[],[],[],[],[],64.175,14400
455,11,16,0,0,[],[],[11],1,100,[],[],[],[],[],[],70.428,15700
456,11,17,0,0,[],[],[11],1,100,[],[],[],[],[],[],76.907,16900
457,11,18,0,0,[],[],[11],1,100,[],[],[],[],[],[],83.612,18300
458,11,19,0,0,[],[],[11],1,100,[],[],[],[],[],[],90.543,19700
459,11,20,0,0,[],[],[11],1,100,[],[],[],[],[],[],97.7,21200
460,11,21,0,0,[],[],[11],1,100,[],[],[],[],[],[],105.083,22700
461,11,22,0,0,[],[],[11],1,100,[],[],[],[],[],[],112.692,24400
462,11,23,0,0,[],[],[11],1,100,[],[],[],[],[],[],120.527,26100
463,11,24,0,0,[],[],[11],1,100,[],[],[],[],[],[],128.588,27900
464,11,25,0,0,[],[],[11],1,100,[],[],[],[],[],[],136.875,29800
465,11,26,0,0,[],[],[11],1,100,[],[],[],[],[],[],145.388,31800
466,11,27,0,0,[],[],[11],1,100,[],[],[],[],[],[],154.127,33900
467,11,28,0,0,[],[],[11],1,100,[],[],[],[],[],[],163.092,36100
468,11,29,0,0,[],[],[11],1,100,[],[],[],[],[],[],172.283,38400
469,11,30,0,0,[],[],[11],1,100,[],[],[],[],[],[],181.7,40800
470,11,31,0,0,[],[],[11],1,100,[],[],[],[],[],[],191.343,43300
471,11,32,0,0,[],[],[11],1,100,[],[],[],[],[],[],201.212,46000
472,11,33,0,0,[],[],[11],1,100,[],[],[],[],[],[],211.307,48800
473,11,34,0,0,[],[],[11],1,100,[],[],[],[],[],[],221.628,51800
474,11,35,0,0,[],[],[11],1,100,[],[],[],[],[],[],232.175,54800
475,11,36,0,0,[],[],[11],1,100,[],[],[],[],[],[],242.948,58100
476,11,37,0,0,[],[],[11],1,100,[],[],[],[],[],[],253.947,61500
477,11,38,0,0,[],[],[11],1,100,[],[],[],[],[],[],265.172,65100
478,11,39,0,0,[],[],[11],1,100,[],[],[],[],[],[],276.623,68800
479,11,40,0,0,[],[],[11],1,100,[],[],[],[],[],[],288.3,72800
480,12,1,0,0,[],[],[12],"",100,[],[],[],[],[],[],1,0
481,12,2,0,0,[],[],[12],"",100,[],[],[],[],[],[],3.452,1000
482,12,3,0,0,[],[],[12],"",100,[],[],[],[],[],[],6.767,2100
483,12,4,0,0,[],[],[12],"",100,[],[],[],[],[],[],10.308,3200
484,12,5,0,0,[],[],[12],"",100,[],[],[],[],[],[],14.075,4200
485,12,6,0,0,[],[],[12],"",100,[],[],[],[],[],[],18.068,5300
486,12,7,0,0,[],[],[12],"",100,[],[],[],[],[],[],22.287,6400
487,12,8,0,0,[],[],[12],"",100,[],[],[],[],[],[],26.732,7400
488,12,9,0,0,[],[],[12],"",100,[],[],[],[],[],[],31.403,8200
489,12,10,0,0,[],[],[12],"",100,[],[],[],[],[],[],36.3,9100
490,12,11,0,0,[],[],[12],"",100,[],[],[],[],[],[],41.423,10100
491,12,12,0,0,[],[],[12],"",100,[],[],[],[],[],[],46.772,11100
492,12,13,0,0,[],[],[12],"",100,[],[],[],[],[],[],52.347,12200
493,12,14,0,0,[],[],[12],"",100,[],[],[],[],[],[],58.148,13300
494,12,15,0,0,[],[],[12],"",100,[],[],[],[],[],[],64.175,14400
495,12,16,0,0,[],[],[12],"",100,[],[],[],[],[],[],70.428,15700
496,12,17,0,0,[],[],[12],"",100,[],[],[],[],[],[],76.907,16900
497,12,18,0,0,[],[],[12],"",100,[],[],[],[],[],[],83.612,18300
498,12,19,0,0,[],[],[12],"",100,[],[],[],[],[],[],90.543,19700
499,12,20,0,0,[],[],[12],"",100,[],[],[],[],[],[],97.7,21200
500,12,21,0,0,[],[],[12],"",100,[],[],[],[],[],[],105.083,22700
501,12,22,0,0,[],[],[12],"",100,[],[],[],[],[],[],112.692,24400
502,12,23,0,0,[],[],[12],"",100,[],[],[],[],[],[],120.527,26100
503,12,24,0,0,[],[],[12],"",100,[],[],[],[],[],[],128.588,27900
504,12,25,0,0,[],[],[12],"",100,[],[],[],[],[],[],136.875,29800
505,12,26,0,0,[],[],[12],"",100,[],[],[],[],[],[],145.388,31800
506,12,27,0,0,[],[],[12],"",100,[],[],[],[],[],[],154.127,33900
507,12,28,0,0,[],[],[12],"",100,[],[],[],[],[],[],163.092,36100
508,12,29,0,0,[],[],[12],"",100,[],[],[],[],[],[],172.283,38400
509,12,30,0,0,[],[],[12],"",100,[],[],[],[],[],[],181.7,40800
510,12,31,0,0,[],[],[12],"",100,[],[],[],[],[],[],191.343,43300
511,12,32,0,0,[],[],[12],"",100,[],[],[],[],[],[],201.212,46000
512,12,33,0,0,[],[],[12],"",100,[],[],[],[],[],[],211.307,48800
513,12,34,0,0,[],[],[12],"",100,[],[],[],[],[],[],221.628,51800
514,12,35,0,0,[],[],[12],"",100,[],[],[],[],[],[],232.175,54800
515,12,36,0,0,[],[],[12],"",100,[],[],[],[],[],[],242.948,58100
516,12,37,0,0,[],[],[12],"",100,[],[],[],[],[],[],253.947,61500
517,12,38,0,0,[],[],[12],"",100,[],[],[],[],[],[],265.172,65100
518,12,39,0,0,[],[],[12],"",100,[],[],[],[],[],[],276.623,68800
519,12,40,0,0,[],[],[12],"",100,[],[],[],[],[],[],288.3,72800
520,13,1,0,0,[],[],[13],"",100,[],[],[],[],[],[],1,0
521,13,2,0,0,[],[],[13],"",100,[],[],[],[],[],[],3.452,1000
522,13,3,0,0,[],[],[13],"",100,[],[],[],[],[],[],6.767,2100
523,13,4,0,0,[],[],[13],"",100,[],[],[],[],[],[],10.308,3200
524,13,5,0,0,[],[],[13],"",100,[],[],[],[],[],[],14.075,4200
525,13,6,0,0,[],[],[13],"",100,[],[],[],[],[],[],18.068,5300
526,13,7,0,0,[],[],[13],"",100,[],[],[],[],[],[],22.287,6400
527,13,8,0,0,[],[],[13],"",100,[],[],[],[],[],[],26.732,7400
528,13,9,0,0,[],[],[13],"",100,[],[],[],[],[],[],31.403,8200
529,13,10,0,0,[],[],[13],"",100,[],[],[],[],[],[],36.3,9100
530,13,11,0,0,[],[],[13],"",100,[],[],[],[],[],[],41.423,10100
531,13,12,0,0,[],[],[13],"",100,[],[],[],[],[],[],46.772,11100
532,13,13,0,0,[],[],[13],"",100,[],[],[],[],[],[],52.347,12200
533,13,14,0,0,[],[],[13],"",100,[],[],[],[],[],[],58.148,13300
534,13,15,0,0,[],[],[13],"",100,[],[],[],[],[],[],64.175,14400
535,13,16,0,0,[],[],[13],"",100,[],[],[],[],[],[],70.428,15700
536,13,17,0,0,[],[],[13],"",100,[],[],[],[],[],[],76.907,16900
537,13,18,0,0,[],[],[13],"",100,[],[],[],[],[],[],83.612,18300
538,13,19,0,0,[],[],[13],"",100,[],[],[],[],[],[],90.543,19700
539,13,20,0,0,[],[],[13],"",100,[],[],[],[],[],[],97.7,21200
540,13,21,0,0,[],[],[13],"",100,[],[],[],[],[],[],105.083,22700
541,13,22,0,0,[],[],[13],"",100,[],[],[],[],[],[],112.692,24400
542,13,23,0,0,[],[],[13],"",100,[],[],[],[],[],[],120.527,26100
543,13,24,0,0,[],[],[13],"",100,[],[],[],[],[],[],128.588,27900
544,13,25,0,0,[],[],[13],"",100,[],[],[],[],[],[],136.875,29800
545,13,26,0,0,[],[],[13],"",100,[],[],[],[],[],[],145.388,31800
546,13,27,0,0,[],[],[13],"",100,[],[],[],[],[],[],154.127,33900
547,13,28,0,0,[],[],[13],"",100,[],[],[],[],[],[],163.092,36100
548,13,29,0,0,[],[],[13],"",100,[],[],[],[],[],[],172.283,38400
549,13,30,0,0,[],[],[13],"",100,[],[],[],[],[],[],181.7,40800
550,13,31,0,0,[],[],[13],"",100,[],[],[],[],[],[],191.343,43300
551,13,32,0,0,[],[],[13],"",100,[],[],[],[],[],[],201.212,46000
552,13,33,0,0,[],[],[13],"",100,[],[],[],[],[],[],211.307,48800
553,13,34,0,0,[],[],[13],"",100,[],[],[],[],[],[],221.628,51800
554,13,35,0,0,[],[],[13],"",100,[],[],[],[],[],[],232.175,54800
555,13,36,0,0,[],[],[13],"",100,[],[],[],[],[],[],242.948,58100
556,13,37,0,0,[],[],[13],"",100,[],[],[],[],[],[],253.947,61500
557,13,38,0,0,[],[],[13],"",100,[],[],[],[],[],[],265.172,65100
558,13,39,0,0,[],[],[13],"",100,[],[],[],[],[],[],276.623,68800
559,13,40,0,0,[],[],[13],"",100,[],[],[],[],[],[],288.3,72800
560,14,1,0,0,[],[],[14],"",100,[],[],[],[],[],[],1,0
561,14,2,0,0,[],[],[14],"",100,[],[],[],[],[],[],3.452,1000
562,14,3,0,0,[],[],[14],"",100,[],[],[],[],[],[],6.767,2100
563,14,4,0,0,[],[],[14],"",100,[],[],[],[],[],[],10.308,3200
564,14,5,0,0,[],[],[14],"",100,[],[],[],[],[],[],14.075,4200
565,14,6,0,0,[],[],[14],"",100,[],[],[],[],[],[],18.068,5300
566,14,7,0,0,[],[],[14],"",100,[],[],[],[],[],[],22.287,6400
567,14,8,0,0,[],[],[14],"",100,[],[],[],[],[],[],26.732,7400
568,14,9,0,0,[],[],[14],"",100,[],[],[],[],[],[],31.403,8200
569,14,10,0,0,[],[],[14],"",100,[],[],[],[],[],[],36.3,9100
570,14,11,0,0,[],[],[14],"",100,[],[],[],[],[],[],41.423,10100
571,14,12,0,0,[],[],[14],"",100,[],[],[],[],[],[],46.772,11100
572,14,13,0,0,[],[],[14],"",100,[],[],[],[],[],[],52.347,12200
573,14,14,0,0,[],[],[14],"",100,[],[],[],[],[],[],58.148,13300
574,14,15,0,0,[],[],[14],"",100,[],[],[],[],[],[],64.175,14400
575,14,16,0,0,[],[],[14],"",100,[],[],[],[],[],[],70.428,15700
576,14,17,0,0,[],[],[14],"",100,[],[],[],[],[],[],76.907,16900
577,14,18,0,0,[],[],[14],"",100,[],[],[],[],[],[],83.612,18300
578,14,19,0,0,[],[],[14],"",100,[],[],[],[],[],[],90.543,19700
579,14,20,0,0,[],[],[14],"",100,[],[],[],[],[],[],97.7,21200
580,14,21,0,0,[],[],[14],"",100,[],[],[],[],[],[],105.083,22700
581,14,22,0,0,[],[],[14],"",100,[],[],[],[],[],[],112.692,24400
582,14,23,0,0,[],[],[14],"",100,[],[],[],[],[],[],120.527,26100
583,14,24,0,0,[],[],[14],"",100,[],[],[],[],[],[],128.588,27900
584,14,25,0,0,[],[],[14],"",100,[],[],[],[],[],[],136.875,29800
585,14,26,0,0,[],[],[14],"",100,[],[],[],[],[],[],145.388,31800
586,14,27,0,0,[],[],[14],"",100,[],[],[],[],[],[],154.127,33900
587,14,28,0,0,[],[],[14],"",100,[],[],[],[],[],[],163.092,36100
588,14,29,0,0,[],[],[14],"",100,[],[],[],[],[],[],172.283,38400
589,14,30,0,0,[],[],[14],"",100,[],[],[],[],[],[],181.7,40800
590,14,31,0,0,[],[],[14],"",100,[],[],[],[],[],[],191.343,43300
591,14,32,0,0,[],[],[14],"",100,[],[],[],[],[],[],201.212,46000
592,14,33,0,0,[],[],[14],"",100,[],[],[],[],[],[],211.307,48800
593,14,34,0,0,[],[],[14],"",100,[],[],[],[],[],[],221.628,51800
594,14,35,0,0,[],[],[14],"",100,[],[],[],[],[],[],232.175,54800
595,14,36,0,0,[],[],[14],"",100,[],[],[],[],[],[],242.948,58100
596,14,37,0,0,[],[],[14],"",100,[],[],[],[],[],[],253.947,61500
597,14,38,0,0,[],[],[14],"",100,[],[],[],[],[],[],265.172,65100
598,14,39,0,0,[],[],[14],"",100,[],[],[],[],[],[],276.623,68800
599,14,40,0,0,[],[],[14],"",100,[],[],[],[],[],[],288.3,72800
600,15,1,0,0,[],[],[15],"",100,[],[],[],[],[],[],1,0
601,15,2,0,0,[],[],[15],"",100,[],[],[],[],[],[],3.452,1000
602,15,3,0,0,[],[],[15],"",100,[],[],[],[],[],[],6.767,2100
603,15,4,0,0,[],[],[15],"",100,[],[],[],[],[],[],10.308,3200
604,15,5,0,0,[],[],[15],"",100,[],[],[],[],[],[],14.075,4200
605,15,6,0,0,[],[],[15],"",100,[],[],[],[],[],[],18.068,5300
606,15,7,0,0,[],[],[15],"",100,[],[],[],[],[],[],22.287,6400
607,15,8,0,0,[],[],[15],"",100,[],[],[],[],[],[],26.732,7400
608,15,9,0,0,[],[],[15],"",100,[],[],[],[],[],[],31.403,8200
609,15,10,0,0,[],[],[15],"",100,[],[],[],[],[],[],36.3,9100
610,15,11,0,0,[],[],[15],"",100,[],[],[],[],[],[],41.423,10100
611,15,12,0,0,[],[],[15],"",100,[],[],[],[],[],[],46.772,11100
612,15,13,0,0,[],[],[15],"",100,[],[],[],[],[],[],52.347,12200
613,15,14,0,0,[],[],[15],"",100,[],[],[],[],[],[],58.148,13300
614,15,15,0,0,[],[],[15],"",100,[],[],[],[],[],[],64.175,14400
615,15,16,0,0,[],[],[15],"",100,[],[],[],[],[],[],70.428,15700
616,15,17,0,0,[],[],[15],"",100,[],[],[],[],[],[],76.907,16900
617,15,18,0,0,[],[],[15],"",100,[],[],[],[],[],[],83.612,18300
618,15,19,0,0,[],[],[15],"",100,[],[],[],[],[],[],90.543,19700
619,15,20,0,0,[],[],[15],"",100,[],[],[],[],[],[],97.7,21200
620,15,21,0,0,[],[],[15],"",100,[],[],[],[],[],[],105.083,22700
621,15,22,0,0,[],[],[15],"",100,[],[],[],[],[],[],112.692,24400
622,15,23,0,0,[],[],[15],"",100,[],[],[],[],[],[],120.527,26100
623,15,24,0,0,[],[],[15],"",100,[],[],[],[],[],[],128.588,27900
624,15,25,0,0,[],[],[15],"",100,[],[],[],[],[],[],136.875,29800
625,15,26,0,0,[],[],[15],"",100,[],[],[],[],[],[],145.388,31800
626,15,27,0,0,[],[],[15],"",100,[],[],[],[],[],[],154.127,33900
627,15,28,0,0,[],[],[15],"",100,[],[],[],[],[],[],163.092,36100
628,15,29,0,0,[],[],[15],"",100,[],[],[],[],[],[],172.283,38400
629,15,30,0,0,[],[],[15],"",100,[],[],[],[],[],[],181.7,40800
630,15,31,0,0,[],[],[15],"",100,[],[],[],[],[],[],191.343,43300
631,15,32,0,0,[],[],[15],"",100,[],[],[],[],[],[],201.212,46000
632,15,33,0,0,[],[],[15],"",100,[],[],[],[],[],[],211.307,48800
633,15,34,0,0,[],[],[15],"",100,[],[],[],[],[],[],221.628,51800
634,15,35,0,0,[],[],[15],"",100,[],[],[],[],[],[],232.175,54800
635,15,36,0,0,[],[],[15],"",100,[],[],[],[],[],[],242.948,58100
636,15,37,0,0,[],[],[15],"",100,[],[],[],[],[],[],253.947,61500
637,15,38,0,0,[],[],[15],"",100,[],[],[],[],[],[],265.172,65100
638,15,39,0,0,[],[],[15],"",100,[],[],[],[],[],[],276.623,68800
639,15,40,0,0,[],[],[15],"",100,[],[],[],[],[],[],288.3,72800
640,16,1,0,0,[],[],[16],"",100,[],[],[],[],[],[],1,0
641,16,2,0,0,[],[],[16],"",100,[],[],[],[],[],[],3.452,1000
642,16,3,0,0,[],[],[16],"",100,[],[],[],[],[],[],6.767,2100
643,16,4,0,0,[],[],[16],"",100,[],[],[],[],[],[],10.308,3200
644,16,5,0,0,[],[],[16],"",100,[],[],[],[],[],[],14.075,4200
645,16,6,0,0,[],[],[16],"",100,[],[],[],[],[],[],18.068,5300
646,16,7,0,0,[],[],[16],"",100,[],[],[],[],[],[],22.287,6400
647,16,8,0,0,[],[],[16],"",100,[],[],[],[],[],[],26.732,7400
648,16,9,0,0,[],[],[16],"",100,[],[],[],[],[],[],31.403,8200
649,16,10,0,0,[],[],[16],"",100,[],[],[],[],[],[],36.3,9100
650,16,11,0,0,[],[],[16],"",100,[],[],[],[],[],[],41.423,10100
651,16,12,0,0,[],[],[16],"",100,[],[],[],[],[],[],46.772,11100
652,16,13,0,0,[],[],[16],"",100,[],[],[],[],[],[],52.347,12200
653,16,14,0,0,[],[],[16],"",100,[],[],[],[],[],[],58.148,13300
654,16,15,0,0,[],[],[16],"",100,[],[],[],[],[],[],64.175,14400
655,16,16,0,0,[],[],[16],"",100,[],[],[],[],[],[],70.428,15700
656,16,17,0,0,[],[],[16],"",100,[],[],[],[],[],[],76.907,16900
657,16,18,0,0,[],[],[16],"",100,[],[],[],[],[],[],83.612,18300
658,16,19,0,0,[],[],[16],"",100,[],[],[],[],[],[],90.543,19700
659,16,20,0,0,[],[],[16],"",100,[],[],[],[],[],[],97.7,21200
660,16,21,0,0,[],[],[16],"",100,[],[],[],[],[],[],105.083,22700
661,16,22,0,0,[],[],[16],"",100,[],[],[],[],[],[],112.692,24400
662,16,23,0,0,[],[],[16],"",100,[],[],[],[],[],[],120.527,26100
663,16,24,0,0,[],[],[16],"",100,[],[],[],[],[],[],128.588,27900
664,16,25,0,0,[],[],[16],"",100,[],[],[],[],[],[],136.875,29800
665,16,26,0,0,[],[],[16],"",100,[],[],[],[],[],[],145.388,31800
666,16,27,0,0,[],[],[16],"",100,[],[],[],[],[],[],154.127,33900
667,16,28,0,0,[],[],[16],"",100,[],[],[],[],[],[],163.092,36100
668,16,29,0,0,[],[],[16],"",100,[],[],[],[],[],[],172.283,38400
669,16,30,0,0,[],[],[16],"",100,[],[],[],[],[],[],181.7,40800
670,16,31,0,0,[],[],[16],"",100,[],[],[],[],[],[],191.343,43300
671,16,32,0,0,[],[],[16],"",100,[],[],[],[],[],[],201.212,46000
672,16,33,0,0,[],[],[16],"",100,[],[],[],[],[],[],211.307,48800
673,16,34,0,0,[],[],[16],"",100,[],[],[],[],[],[],221.628,51800
674,16,35,0,0,[],[],[16],"",100,[],[],[],[],[],[],232.175,54800
675,16,36,0,0,[],[],[16],"",100,[],[],[],[],[],[],242.948,58100
676,16,37,0,0,[],[],[16],"",100,[],[],[],[],[],[],253.947,61500
677,16,38,0,0,[],[],[16],"",100,[],[],[],[],[],[],265.172,65100
678,16,39,0,0,[],[],[16],"",100,[],[],[],[],[],[],276.623,68800
679,16,40,0,0,[],[],[16],"",100,[],[],[],[],[],[],288.3,72800
680,17,1,0,0,[],[],[17],"",100,[],[],[],[],[],[],1,0
681,17,2,0,0,[],[],[17],"",100,[],[],[],[],[],[],3.452,1000
682,17,3,0,0,[],[],[17],"",100,[],[],[],[],[],[],6.767,2100
683,17,4,0,0,[],[],[17],"",100,[],[],[],[],[],[],10.308,3200
684,17,5,0,0,[],[],[17],"",100,[],[],[],[],[],[],14.075,4200
685,17,6,0,0,[],[],[17],"",100,[],[],[],[],[],[],18.068,5300
686,17,7,0,0,[],[],[17],"",100,[],[],[],[],[],[],22.287,6400
687,17,8,0,0,[],[],[17],"",100,[],[],[],[],[],[],26.732,7400
688,17,9,0,0,[],[],[17],"",100,[],[],[],[],[],[],31.403,8200
689,17,10,0,0,[],[],[17],"",100,[],[],[],[],[],[],36.3,9100
