"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","[i32]_76","[i32]_92"
34,"PetarusVanja2","[""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_01.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_02.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_03.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_04.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_05.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_06.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_07.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_08.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_09.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_10.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_11.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_12.ogg"",""Audio/Dialogue/NPC/PetarusAndVanja/PetAndVan_Farewell_13.ogg""]",[],100,[],[],[],[]
35,"Act4Dialla1","[""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_05.ogg""]",[],100,[],[],[],[]
36,"Act4Dialla2","[""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_05.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_06.ogg""]",[],100,[],[],[],[]
37,"Act4DiallaRapture1","[""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Greeting_05.ogg""]",[],100,[],[],[],[]
38,"Act4DiallaRapture2","[""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_05.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/Dialla_Farewell_06.ogg""]",[],100,[],[],[],[]
39,"WitheredDialla1","[""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_05.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Greeting_06.ogg""]",[],100,[],[],[],[]
40,"WitheredDialla2","[""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_01.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_02.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_03.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_04.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_05.ogg"",""Audio/Dialogue/NPC/Dialla/Act 4/WitheredDialla_Farewell_06.ogg""]",[],100,[],[],[],[]
41,"Tasuni1","[""Audio/Dialogue/NPC/Tasuni/T_Greet_01.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_02.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_03.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_04.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_05.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_06.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_07.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_08.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_09.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_10.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Greet_11.ogg""]",[],100,[],[],[],[]
42,"Tasuni2","[""Audio/Dialogue/NPC/Tasuni/T_Goodbye_01.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_02.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_03.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_04.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_05.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_06.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_07.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_08.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_09.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_10.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_11.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_12.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_13.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_14.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_15.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_16.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_17.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_18.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_19.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_20.ogg"",""Audio/Dialogue/NPC/Tasuni/T_Goodbye_21.ogg""]",[],100,[],[],[],[]
43,"Tora1","[""Audio/Dialogue/NPC/Tora/Tora_02a.ogg"",""Audio/Dialogue/NPC/Tora/Tora_02b.ogg"",""Audio/Dialogue/NPC/Tora/Tora_02c.ogg"",""Audio/Dialogue/NPC/Tora/Tora_02d.ogg"",""Audio/Dialogue/NPC/Tora/Tora_02e.ogg""]",[],100,[],[],[],[]
44,"Catarina1","[""Audio/Dialogue/NPC/Catarina/Catarina_02a.ogg"",""Audio/Dialogue/NPC/Catarina/Catarina_02b.ogg"",""Audio/Dialogue/NPC/Catarina/Catarina_02c.ogg"",""Audio/Dialogue/NPC/Catarina/Catarina_02d.ogg""]",[],100,[],[],[],[]
45,"Haku1","[""Audio/Dialogue/NPC/Haku/Haku_02a.ogg"",""Audio/Dialogue/NPC/Haku/Haku_02b.ogg"",""Audio/Dialogue/NPC/Haku/Haku_02c.ogg""]",[],100,[],[],[],[]
46,"Vorici1","[""Audio/Dialogue/NPC/Vorici/Vorici_02a.ogg"",""Audio/Dialogue/NPC/Vorici/Vorici_02b.ogg"",""Audio/Dialogue/NPC/Vorici/Vorici_02c.ogg""]",[],100,[],[],[],[]
47,"Vagan1","[""Audio/Dialogue/NPC/Vagan/Vagan_02a.ogg"",""Audio/Dialogue/NPC/Vagan/Vagan_02b.ogg"",""Audio/Dialogue/NPC/Vagan/Vagan_02c.ogg""]",[],100,[],[],[],[]
48,"Elreon1","[""Audio/Dialogue/NPC/Elreon/Elreon_02a.ogg"",""Audio/Dialogue/NPC/Elreon/Elreon_02b.ogg"",""Audio/Dialogue/NPC/Elreon/Elreon_02c.ogg""]",[],100,[],[],[],[]
49,"Zana1","[""Audio/Dialogue/NPC/Zana/313Zana_Greeting_01.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_02.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_03.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_04.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_05.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_06.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_07.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_08.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_09.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_10.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_11.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_12.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_13.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_14.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Greeting_15.ogg""]",[],100,[],[],[],[]
50,"Zana2","[""Audio/Dialogue/NPC/Zana/313Zana_Farewell_01.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_02.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_03.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_04.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_05.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_06.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_07.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_08.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_09.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_10.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_11.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_12.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_13.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_14.ogg"",""Audio/Dialogue/NPC/Zana/313Zana_Farewell_15.ogg""]",[],100,[],[],[],[]
51,"ZanaSynth1","[""Audio/Dialogue/NPC/Zana/Za01b.ogg"",""Audio/Dialogue/NPC/Zana/Za01d.ogg"",""Audio/Dialogue/NPC/Zana/Za01be.ogg"",""Audio/Dialogue/NPC/Zana/Za01de.ogg""]","[7,7,1,1]",100,[],[],[],[]
52,"ZanaSynth2","[""Audio/Dialogue/NPC/Zana/Za02a.ogg"",""Audio/Dialogue/NPC/Zana/Za02b.ogg"",""Audio/Dialogue/NPC/Zana/Za02ae.ogg"",""Audio/Dialogue/NPC/Zana/Za02be.ogg""]","[7,7,1,1]",100,[],[],[],[]
53,"Leo1","[""Audio/Dialogue/NPC/Leo/Leo_08_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_08_2.ogg"",""Audio/Dialogue/NPC/Leo/Leo_09_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_09_2.ogg"",""Audio/Dialogue/NPC/Leo/Leo_10_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_10_2.ogg""]",[],100,[],[],[],[]
54,"Leo2","[""Audio/Dialogue/NPC/Leo/Leo_11_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_11_2.ogg"",""Audio/Dialogue/NPC/Leo/Leo_12_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_12_2.ogg"",""Audio/Dialogue/NPC/Leo/Leo_13_1.ogg"",""Audio/Dialogue/NPC/Leo/Leo_13_2.ogg""]",[],100,[],[],[],[]
55,"Cadiro1","[""Audio/Dialogue/NPC/Cadiro/Ca_02a_a.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02a_b.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02a_c.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02b_a.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02b_b.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02b_c.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02c_a.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_02c_b.ogg""]",[],100,[],[946],[],[]
56,"Cadiro2","[""Audio/Dialogue/NPC/Cadiro/Ca_03a_a.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03a_b.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03a_c.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03b_a.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03b_b.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03b_c.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03c_b.ogg"",""Audio/Dialogue/NPC/Cadiro/Ca_03c_c.ogg""]",[],100,[],[946],[],[]
57,"Navali1","[""Audio/Dialogue/NPC/Navali/N10b_01.ogg"",""Audio/Dialogue/NPC/Navali/N10b_02.ogg"",""Audio/Dialogue/NPC/Navali/N10b_03.ogg"",""Audio/Dialogue/NPC/Navali/N10c_01.ogg"",""Audio/Dialogue/NPC/Navali/N10c_02.ogg"",""Audio/Dialogue/NPC/Navali/N10c_03.ogg"",""Audio/Dialogue/NPC/Navali/N10d_01.ogg"",""Audio/Dialogue/NPC/Navali/N10d_02.ogg"",""Audio/Dialogue/NPC/Navali/N10d_03.ogg""]",[],100,[],[],[],[]
58,"Navali2","[""Audio/Dialogue/NPC/Navali/N11a_01.ogg"",""Audio/Dialogue/NPC/Navali/N11a_02.ogg"",""Audio/Dialogue/NPC/Navali/N11a_03.ogg"",""Audio/Dialogue/NPC/Navali/N11b_01.ogg"",""Audio/Dialogue/NPC/Navali/N11b_02.ogg"",""Audio/Dialogue/NPC/Navali/N11b_03.ogg"",""Audio/Dialogue/NPC/Navali/N11c_01.ogg"",""Audio/Dialogue/NPC/Navali/N11c_02.ogg"",""Audio/Dialogue/NPC/Navali/N11d_01.ogg"",""Audio/Dialogue/NPC/Navali/N11d_02.ogg"",""Audio/Dialogue/NPC/Navali/N11d_03.ogg"",""Audio/Dialogue/NPC/Navali/N11e_01.ogg"",""Audio/Dialogue/NPC/Navali/N11e_02.ogg"",""Audio/Dialogue/NPC/Navali/N11e_03.ogg""]",[],100,[],[],[],[]
59,"LeoLevel1","[""Audio/Dialogue/NPC/Leo/Leo_27.ogg""]",[],100,[],[],[],[]
60,"LeoLevel2","[""Audio/Dialogue/NPC/Leo/Leo_31.ogg""]",[],100,[],[],[],[]
61,"LeoLevel3","[""Audio/Dialogue/NPC/Leo/Leo_38.ogg"",""Audio/Dialogue/NPC/Leo/Leo_39.ogg"",""Audio/Dialogue/NPC/Leo/Leo_40.ogg"",""Audio/Dialogue/NPC/Leo/Leo_41.ogg"",""Audio/Dialogue/NPC/Leo/Leo_42.ogg""]",[],100,[],[],[],[]
62,"Bannon1","[""Audio/Dialogue/NPC/Bannon/B04_01.ogg"",""Audio/Dialogue/NPC/Bannon/B04_02.ogg"",""Audio/Dialogue/NPC/Bannon/B04_03.ogg"",""Audio/Dialogue/NPC/Bannon/B04_04.ogg"",""Audio/Dialogue/NPC/Bannon/B04_05.ogg"",""Audio/Dialogue/NPC/Bannon/B04_06.ogg"",""Audio/Dialogue/NPC/Bannon/B04_07.ogg"",""Audio/Dialogue/NPC/Bannon/B04_08.ogg""]",[],100,[],[],[],[]
63,"Bannon2","[""Audio/Dialogue/NPC/Bannon/B05_01.ogg"",""Audio/Dialogue/NPC/Bannon/B05_02.ogg"",""Audio/Dialogue/NPC/Bannon/B05_03.ogg"",""Audio/Dialogue/NPC/Bannon/B05_04.ogg"",""Audio/Dialogue/NPC/Bannon/B05_05.ogg"",""Audio/Dialogue/NPC/Bannon/B05_06.ogg"",""Audio/Dialogue/NPC/Bannon/B05_07.ogg"",""Audio/Dialogue/NPC/Bannon/B05_08.ogg""]",[],100,[],[],[],[]
64,"Vilenta1","[""Audio/Dialogue/NPC/Vilenta/V02_01.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_02.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_03.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_04.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_05.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_06.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_07.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_09.ogg"",""Audio/Dialogue/NPC/Vilenta/V02_08.ogg""]",[],100,[],[],[],[]
65,"Vilenta2","[""Audio/Dialogue/NPC/Vilenta/V03_02.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_01.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_03.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_04.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_05.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_06.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_07.ogg"",""Audio/Dialogue/NPC/Vilenta/V03_08.ogg""]",[],100,[],[],[],[]
66,"Utula1","[""Audio/Dialogue/NPC/Utula/U04_01.ogg"",""Audio/Dialogue/NPC/Utula/U04_02.ogg"",""Audio/Dialogue/NPC/Utula/U04_03.ogg"",""Audio/Dialogue/NPC/Utula/U04_04.ogg"",""Audio/Dialogue/NPC/Utula/U04_05.ogg"",""Audio/Dialogue/NPC/Utula/U04_06.ogg"",""Audio/Dialogue/NPC/Utula/U04_07.ogg"",""Audio/Dialogue/NPC/Utula/U04_08.ogg"",""Audio/Dialogue/NPC/Utula/U04_09.ogg"",""Audio/Dialogue/NPC/Utula/U04_10.ogg"",""Audio/Dialogue/NPC/Utula/U04_11.ogg"",""Audio/Dialogue/NPC/Utula/U04_12.ogg"",""Audio/Dialogue/NPC/Utula/U04_13.ogg"",""Audio/Dialogue/NPC/Utula/U04_14.ogg"",""Audio/Dialogue/NPC/Utula/U04_15.ogg"",""Audio/Dialogue/NPC/Utula/U04_16.ogg"",""Audio/Dialogue/NPC/Utula/U04_17.ogg""]",[],100,[],[],[],[]
67,"Utula2","[""Audio/Dialogue/NPC/Utula/U05_01.ogg"",""Audio/Dialogue/NPC/Utula/U05_02.ogg"",""Audio/Dialogue/NPC/Utula/U05_03.ogg"",""Audio/Dialogue/NPC/Utula/U05_04.ogg"",""Audio/Dialogue/NPC/Utula/U05_05.ogg"",""Audio/Dialogue/NPC/Utula/U05_06.ogg"",""Audio/Dialogue/NPC/Utula/U05_07.ogg"",""Audio/Dialogue/NPC/Utula/U05_08.ogg"",""Audio/Dialogue/NPC/Utula/U05_09.ogg"",""Audio/Dialogue/NPC/Utula/U05_10.ogg"",""Audio/Dialogue/NPC/Utula/U05_11.ogg"",""Audio/Dialogue/NPC/Utula/U05_12.ogg"",""Audio/Dialogue/NPC/Utula/U05_13.ogg"",""Audio/Dialogue/NPC/Utula/U05_14.ogg"",""Audio/Dialogue/NPC/Utula/U05_15.ogg""]",[],100,[],[],[],[]
68,"Lani1","[""Audio/Dialogue/NPC/Lani/L04a_01.ogg"",""Audio/Dialogue/NPC/Lani/L04a_02.ogg"",""Audio/Dialogue/NPC/Lani/L04a_03.ogg"",""Audio/Dialogue/NPC/Lani/L04b_01.ogg"",""Audio/Dialogue/NPC/Lani/L04b_02.ogg"",""Audio/Dialogue/NPC/Lani/L04c_01.ogg"",""Audio/Dialogue/NPC/Lani/L04c_02.ogg"",""Audio/Dialogue/NPC/Lani/L04d_01.ogg"",""Audio/Dialogue/NPC/Lani/L04d_02.ogg"",""Audio/Dialogue/NPC/Lani/L04d_03.ogg""]",[],100,[],[],[],[]
69,"Lani2","[""Audio/Dialogue/NPC/Lani/L05a_01.ogg"",""Audio/Dialogue/NPC/Lani/L05a_02.ogg"",""Audio/Dialogue/NPC/Lani/L05a_03.ogg"",""Audio/Dialogue/NPC/Lani/L05b_01.ogg"",""Audio/Dialogue/NPC/Lani/L05b_02.ogg"",""Audio/Dialogue/NPC/Lani/L05b_03.ogg""]",[],100,[],[],[],[]
70,"Weylam1","[""Audio/Dialogue/NPC/Weylam/W_08_01.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_02.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_03.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_04.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_05.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_06.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_07.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_08.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_09.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_10.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_11.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_12.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_13.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_14.ogg"",""Audio/Dialogue/NPC/Weylam/W_08_15.ogg""]",[],100,[],[],[],[]
71,"Weylam2","[""Audio/Dialogue/NPC/Weylam/W_09_01.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_02.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_03.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_04.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_05.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_06.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_07.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_08.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_09.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_10.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_11.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_12.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_13.ogg"",""Audio/Dialogue/NPC/Weylam/W_09_14.ogg""]",[],100,[],[],[],[]
72,"Sin1","[""Audio/Dialogue/NPC/Sin/S09a_01.ogg"",""Audio/Dialogue/NPC/Sin/S09a_02.ogg"",""Audio/Dialogue/NPC/Sin/S09a_03.ogg"",""Audio/Dialogue/NPC/Sin/S09b_01.ogg"",""Audio/Dialogue/NPC/Sin/S09b_02.ogg"",""Audio/Dialogue/NPC/Sin/S09b_03.ogg"",""Audio/Dialogue/NPC/Sin/S09c_01.ogg"",""Audio/Dialogue/NPC/Sin/S09c_02.ogg"",""Audio/Dialogue/NPC/Sin/S09c_03.ogg"",""Audio/Dialogue/NPC/Sin/S09d_01.ogg"",""Audio/Dialogue/NPC/Sin/S09d_02.ogg"",""Audio/Dialogue/NPC/Sin/S09d_03.ogg""]",[],100,[],[],[],[]
73,"Sin2","[""Audio/Dialogue/NPC/Sin/S10a_01.ogg"",""Audio/Dialogue/NPC/Sin/S10a_02.ogg"",""Audio/Dialogue/NPC/Sin/S10c_01.ogg"",""Audio/Dialogue/NPC/Sin/S10c_02.ogg"",""Audio/Dialogue/NPC/Sin/S10b_01.ogg"",""Audio/Dialogue/NPC/Sin/S10b_02.ogg"",""Audio/Dialogue/NPC/Sin/S10b_03.ogg""]",[],100,[],[],[],[]
