"rownum","Id","Name","GrantedEffect","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]_84","AdditionalGrantedEffects","bool_116","bool_117","[i32]_118","i32_134","i32_138"
167,"SecondWindSupportThree","",668,"Supports Skills which have a cooldown, giving them extra uses of that cooldown and causing them to recover your Life when a Skill is used and goes on cooldown. Cannot support [Meta], instant, or [Trigger|Triggered] Skills, and cannot modify the Skills of [Minion|Minions].","Modifie les aptitudes qui ont un temps de recharge, leur conférant des charges d'utilisation supplémentaires et leur permettant de vous faire récupérer de la Vie lorsqu'une Aptitude est utilisée et passe en recharge. Ne peut pas modifier les aptitudes [Meta|Méta], instantanées, ou [Trigger|Déclenchées], ni les aptitudes des [Minion|Créatures].","Unterstützt Fertigkeiten mit Abklingzeit, indem sie ihnen zusätzliche Nutzungen dieser Abklingzeit hinzufügt und beim Verbrauch einer Abklingzeit Leben wiederherstellt.\nKann keine [Meta|Meta]-, sofort gewirkten oder [Trigger|auslösbaren] Fertigkeiten unterstützen oder die Fertigkeiten von [Minion|Kreaturen] modifizieren.","クールダウンを持つスキルをサポートし、追加のクールダウン使用回数を与え、クールダウンを消費した時にライフを回復するようにする。[Meta|メタ]スキル、即時スキルまたはトリガースキルはサポートできないし、ミニオンのスキルは変更できない。","재사용 대기시간이 있는 스킬에 적용되어, 재사용 횟수를 추가해 주고 스킬이 사용되어 재사용 대기가 시작되면 생명력을 회복시킵니다. [Meta|메타] 스킬, 즉시 시전 스킬 또는 [Trigger|발동형] 스킬에는 적용되지 않으며, [Minion|소환수]가 사용하는 스킬에는 적용되지 않습니다.","Reforça habilidades com tempo de recarga, permitindo usos adicionais de recarga e fazendo com que elas recuperem sua vida quando uma habilidade é usada e entra em recarga. Não funciona com habilidades [Meta|meta], [Trigger|ativadas] ou instantâneas, nem afeta as habilidades de [Minion|lacaio].","Усиливает умения с перезарядкой, добавляя им дополнительные использования. При трате доступного использования усиленные умения восстанавливают здоровье.\nНе может усиливать [Meta|мета]-умения, мгновенные и [Trigger|срабатывающие] умения или умения [Minion|приспешников].","Asiste habilidades que tengan enfriamiento para otorgarles usos adicionales de ese enfriamiento y hacer que recuperen tu vida cuando se usa una habilidad y esta entra en enfriamiento. No puede asistir [Meta|metahabilidades], habilidades instantáneas ni de [Trigger|activación], ni modificar las habilidades de los [Minion|esbirros].","ใช้เสริมสกิลที่มีคูลดาวน์ เพื่อให้มีจำนวนการใช้งานเพิ่มขึ้นและเติมพลังชีวิตของคุณเมื่อกลืนกินจำนวนการใช้งานที่เก็บไว้\r\nไม่สามารถเสริม สกิล[Meta|เมต้า], สกิลที่ส่งผลทันที หรือสกิลที่ถูก[Trigger|ทริกเกอร์] และไม่สามารถเปลี่ยนแปลง สกิลของ[Minion|มิเนียน] ได้","輔助具冷卻時間的技能，使其在該次冷卻時間內可額外使用且進入冷卻時間時可恢復生命。\n無法輔助[Meta|主要]寶石、立即施放或[Trigger|觸發]的技能，或是修改[Minion|召喚物]技能。","",[16],"",3,[],[],"","",[],-1,-1
168,"SeismicCry","",107,"","","","","","","","","","","","[9,24,26,14,30,33]","",3,[],[],"","",[],-1,-1
169,"Earthshatter","",108,"","","","","","","","","","","","[9,24,13,14,7,35,15]","",3,[],[],"","",[],-1,-1
170,"SigilOfPower","",110,"","","","","","","","","","","","[11,24,4,14,15,56]","",3,[],[],"","",[],-1,-1
171,"SigilOfLife","",111,"","","","","","","","","","","","[24,4,14,15,56]","",3,[],[],"","",[],-1,-1
172,"FlameWall","",112,"","","","","","","","","","","","[11,24,4,14,0,15,60]","",3,[],[],"","",[],-1,-1
173,"ImpendingDoomSupport","",672,"Supports [Curse] skills you cast yourself, causing them to trigger Doom Blast on [Curse|Cursed] enemies when the [Curse] expires.","Modifie les aptitudes de [Curse|Malédiction] que vous lancez vous-même, leur permettant de déclencher Explosion de fatalité sur les ennemis [Curse|Maudits] lorsque la [Curse|Malédiction] modifiée expire.","Unterstützt [Curse|Fluch]fertigkeiten, die Ihr selbst zaubert, und löst bei [Curse|verfluchten] Gegnern Unheilvolle Explosion aus, sobald der [Curse|Fluch] ausläuft.","プレイヤー自らによってキャストされる[Curse|呪い]スキルをサポートし、[Curse|呪い]の効果が切れた時に[Curse|呪い状態]の敵にドゥームブラストをトリガーするようにする。","직접 사용하는 [Curse|저주] 스킬에 적용됩니다. [Curse|저주]가 만료될 때 [Curse|저주]받은 적에게 멸망 폭발을 일으킵니다.","Reforça habilidades de [Curse|maldição] conjuradas por você, fazendo com que elas ativem Explosão Destruidora em inimigos [Curse|amaldiçoados] quando a [Curse|maldição] expirar.","Усиливает умения [Curse|проклятий], которые вы сотворяете самостоятельно, вызывая срабатывание Рокового взрыва на [Curse|проклятых] врагах, когда [Curse|проклятие] истекает.","Asiste habilidades de [Curse|maldición] que lanzas tú mismo para que activen Explosión de perdición en los enemigos que están [Curse|malditos] cuando expira la [Curse|maldición].","ใช้เสริมสกิล[Curse|คำสาป]ที่คุณร่ายด้วยตัวเอง\r\nเพื่อให้สกิลนี้ทริกเกอร์ ระเบิดหายนะ (Doom Blast) ต่อศัตรูที่ถูก[Curse|สาป] เมื่อหมดเวลาของ[Curse|คำสาป]นั้น","輔助你自己施放的[Curse|詛咒]技能，使得[Curse|受詛咒]的敵人在[Curse|詛咒]結束時觸發厄運枯萎。","","[16,24,4,14,25,3]","",3,[],[113],"","",[],-1,-1
174,"Hexblast","",114,"","","","","","","","","","","","[11,24,4,14,3,52,60]","",3,[],[],"","",[],-1,-1
175,"Exsanguinate","",124,"","","","","","","","","","","","[11,24,4,30,15,18,60]","",3,[],[],"","",[],-1,-1
176,"Reap","",125,"","","","","","","","","","","","[11,24,4,14,30,15]","",3,[],[],"","",[],-1,-1
177,"BloodMagicSupport","",673,"Supports any Skill, turning its Mana cost into a Life cost. Does not support Skills which reserve [Spirit].","Modifie n'importe quelle aptitude, tranformant son coût en Mana en coût en Vie. Ne peut pas modifier les aptitudes qui réservent de l'[Spirit|Esprit].","Unterstützt jede Fertigkeit, indem es ihre Manakosten in Lebenskosten umwandelt. Kann keine Fertigkeiten unterstützen, die [Spirit|Wille] reservieren.","あらゆる種類のスキルをサポートし、そのマナコストをライフコストに変える。[Spirit|スピリット]をリザーブするスキルはサポートできない。","모든 스킬에 적용되어, 마나 소모를 생명력 소모로 바꿉니다. [Spirit|정신력]을 점유하는 스킬에는 적용되지 않습니다.","Reforça qualquer habilidade, transformando o custo de mana em custo de vida. Não funciona com habilidades que reservam [Spirit|espírito].","Усиливает любое умение, заменяя его расход маны расходом здоровья. Не может усиливать умения, удерживающие [Spirit|дух].","Asiste cualquier habilidad para convertir su costo de maná en un costo de vida. No asiste habilidades que reserven [Spirit|espíritu].","ใช้เสริมสกิล เพื่อเปลี่ยนค่าใช้งานมานาของสกิลนี้เป็นค่าใช้งานพลังชีวิต\r\nไม่สามารถเสริม สกิลที่สำรอง[Spirit|พลังวิญญาณ] ได้","輔助任何技能，使其一部分的魔力消耗轉換為消耗生命。無法輔助保留[Spirit|精魂]的技能。","",[16],"",3,[],[],"","",[],-1,-1
178,"AtaluiBloodlettingSupport","",674,"Supports any Skill, turning a portion of its Mana cost into a Life cost. Does not support Skills which reserve [Spirit]. Supported Skills [Gain] a portion of their Life cost as extra [Physical] Damage.","Modifie n'importe quelle aptitude, transformant une partie de son coût en Mana en coût en Vie. Ne peut pas modifier les aptitudes qui réservent de l'[Spirit|Esprit]. Les Aptitudes modifiées [Gain|Rajoutent] une partie de leur coût en Vie sous forme de Dégâts [Physical|Physiques].","Unterstützt jede Fertigkeit und wandelt einen Teil ihrer Manakosten in Lebenskosten um. Unterstützt keine Fertigkeiten, die [Spirit|Wille] reservieren. Unterstützte Fertigkeiten [Gain|verursachen] einen Teil ihrer Lebenskosten als zusätzlichen [Physical|physischen] Schaden.","あらゆる種類のスキルをサポートし、そのマナコストの一部をライフコストに変える。[Spirit|スピリット]をリザーブするスキルはサポートできない。サポートされたスキルはライフコストの一部を追加[Physical|物理]ダメージとして[Gain|獲得]するようになる。","모든 스킬에 적용되어, 마나 소모의 일부를 생명력 소모로 바꿉니다. [Spirit|정신력]을 점유하는 스킬에는 적용되지 않습니다. 보조 대상 스킬이 생명력 비용의 일부를 추가 [Physical|물리] 피해로 [Gain|획득]합니다.","Reforça qualquer habilidade, transformando parte do custo de mana em custo de vida. Não funciona com habilidades que reservam [Spirit|espírito]. As habilidades reforçadas [Gain|ganham] parte desse custo de vida como dano [Physical|físico] adicional.","Усиливает любое умение, заменяя часть его расхода маны расходом здоровья. Не может усиливать умения, удерживающие [Spirit|дух]. Усиленные умения наносят [Gain|дополнительно] часть своего расхода здоровья в виде [Physical|физического] урона.","Asiste cualquier habilidad para transformar una parte de su costo de maná en costo de vida. No asiste habilidades que reservan [Spirit|espíritu]. Las habilidades asistidas [Gain|ganan] una parte de su costo de vida como daño [Physical|físico] extra.","ใช้เสริมสกิล เพื่อเปลี่ยนค่าใช้งานมานาบางส่วนของสกิลนี้เป็นค่าใช้งานพลังชีวิต\r\nไม่สามารถเสริม สกิลที่สำรอง[Spirit|พลังวิญญาณ] ได้ และสกิลที่เสริมนำ ค่าใช้งานพลังชีวิต ไปเสริมเป็นความเสียหาย [Physical|กายภาพ]","輔助任何技能，使其一部分的魔力消耗轉換為消耗生命。無法輔助保留[Spirit|精魂]的技能。被輔助的技能會[Gain|獲得]相當於部分生命消耗的額外[Physical|物理]傷害。","","[16,61,30]","",3,[],[],"","",[],-1,-1
