"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32_34","i32_38"
963,"IncursionRewardGemActive",2,2,"","",250,0,"Vault of Reverence","Chambre forte de la révérence","Halle der Verehrung","畏敬の宝物庫","숭배의 금고실","Cofre da Reverência","Хранилище поклонения","Sala de reverencia","ห้องนิรภัยสักการะ","敬畏寶庫",2,0
964,"IncursionRewardGemInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
965,"IncursionRewardSocketableActive",2,2,"","",250,0,"Jiquani's Vault","Chambre forte de Jiquani","Jiquanis Schatzkammer","ジクアニの宝物庫","지콰니의 금고실","Cofre de Jiquani","Хранилище Джиквани","Sala de Jiquani","ห้องนิรภัยฮิคัวนี","吉卡尼的密庫",2,0
966,"IncursionRewardSocketableInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
967,"IncursionRewardTabletActive",2,2,"","",250,0,"Tablet Research Vault","Chambre forte de Recherche de Tablettes","Tafelforschungs-Schatzkammer","石板研究の宝物庫","서판 연구 금고실","Cofre de Pesquisa de Tábuas","Хранилище плиток","Sala de investigación de tablillas","ห้องนิรภัยวิจัยแผ่นหิน","碑牌研究密庫",2,0
968,"IncursionRewardTabletInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
969,"IncursionRewardUniqueActive",2,2,"","",250,0,"Ancient Reliquary Vault","Chambre forte du Reliquaire antique","Uralte Reliquienkammer","古代の聖廟の宝物庫","고대의 성유물 보관실 금고실","Cofre do Relicário Antigo","Древнее хранилище-реликварий","Sala del relicario antiguo","ห้องนิรภัยวัตถุโบราณ","遠古聖物密庫",2,0
970,"IncursionRewardUniqueInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
971,"IncursionSacrificialChamberActive",2,2,"","",250,0,"Altar of Sacrifice","Autel du sacrifice","Altar der Opfergabe","生贄の祭壇","희생의 제단","Altar Sacrificial","Алтарь жертвоприношения","Altar de sacrificios","แท่นสังเวย","獻祭祭壇",2,0
972,"IncursionSacrificialChamberInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
973,"IncursionSmithyActive",2,2,"","",250,0,"Bronzeworks","Atelier de bronze","Bronzewerk","青銅工房","청동세공실","Fundição de Bronze","Бронзовая литейная","Obras de bronce","ห้องงานทองแดง","青銅工坊",2,0
974,"IncursionSmithyInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
975,"IncursionSynthfleshLabActive",2,2,"","",250,0,"Prosthetic Research","Laboratoire prothétique","Prothesenforschung","義肢研究","보철물 연구실","Pesquisa Protética","Лаборатория протезов","Investigación prostética","ห้องวิจัยอวัยวะเทียม","義體研究室",2,0
976,"IncursionSynthfleshLabInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
977,"IncursionThaumaturgeActive",2,2,"","",250,0,"Thaumaturge's Laboratory","Laboratoire du thaumaturge","Labor des Thaumaturgen","ソーマタジーの研究所","마석학자의 실험실","Laboratório do Taumaturgo","Лаборатория волшебства","Laboratorio del taumaturgo","ห้องทดลองนักเวทมณี","奇術師實驗室",2,0
978,"IncursionThaumaturgeInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
979,"IncursionTranscendentBarracksActive",2,2,"","",250,0,"Steelflesh Quarters","Quartiers de chair-acier","Stahlfleisch-Quartier","鉄肉の広間","강철살점 구역","Alojamentos dos Carnecerados","Казармы стальных тел","Cuartos de carne de acero","ห้องเนื้อเหล็ก","鋼筋血肉居所",2,0
980,"IncursionTranscendentBarracksInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
981,"IncursionVaultActive",2,2,"","",250,0,"Sealed Vault","Chambre forte scellée","Versiegelte Schatzkammer","封印の宝物庫","봉인된 금고실","Cofre Selado","Запечатанное хранилище","Cámara sellada","ห้องนิรภัยปิดผนึก","封印寶庫",2,0
982,"IncursionVaultInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
983,"IncursionViperLegionBarracksActive",2,2,"","",250,0,"Viper's Loyals","Fidèles de la Vipère","Viperngetreue","ヴァイパーの側近","독사의 충신들","Leais da Víbora","Полк Гадюки","Leales a la víbora","กลุ่มผู้ภักดีแก่อสรพิษ","毒蛇營房",2,0
984,"IncursionViperLegionBarracksInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
985,"IncursionViperSpymasterActive",2,2,"","",250,0,"Spymaster's Study","Bureau du maître-espion","Spionagemeister-Arbeitszimmer","密偵長の書斎","첩보대장의 서재","Escritório do Mestre-espião","Кабинет соглядатая","Estudio del maestro de espionaje","ห้องศึกษานักจารชน","密探長書房",2,0
986,"IncursionViperSpymasterInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
987,"IncursionUnsocketRewardActive",2,2,"","",250,0,"Extraction Chamber","Chambre d'extraction","Extraktionskammer","抽出の広間","추출실","Câmara de Extração","Зал извлечения","Cámara de extracción","ห้องถอนวัตถุ","萃取之室",2,0
988,"IncursionUnsocketRewardInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
989,"IncursionAtziriRewardRoomActive",2,2,"","",250,0,"Atziri's Vault","Chambe forte d'Atziri","Atziris Gewölbe","アッツィリの宝物庫","앗지리의 금고실","Cofre de Atziri","Сокровищница Атзири","Cámara de Atziri","พระคลังอัถสิริ","阿茲里的密庫",2,0
990,"IncursionAtziriRewardRoomInactive",2,2,"","",250,0,"","","","","","","","","","",2,0
991,"IncursionCraft",2,2,1,"",250,0,"Workbench","Établi","Werkbank","作業台","작업대","Bancada","Верстак","Mesa de trabajo","โต๊ะทำงาน","工藝台",2,0
992,"IncursionMedallion",2,2,1,"",250,0,"Medallion","Médaillon","Medaillon","メダリオン","메달리온","Medalhão","Медальон","Medallón","เหรียญตรา","聖徽",2,0
993,"IncursionEncounterComplete",2,2,"","",250,0,"","","","","","","","","","",2,0
994,"BreachHandFaceLeft",3,3,1,"",250,0,"","","","","","","","","","",2,0
995,"BreachHandFaceRight",3,3,1,"",250,0,"","","","","","","","","","",2,0
996,"BreachHandDownFaceLeft",3,3,1,"",250,0,"","","","","","","","","","",2,0
997,"BreachHandDownFaceRight",3,3,1,"",250,0,"","","","","","","","","","",2,0
998,"Expedition2RemnantActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
999,"Expedition2RemnantDeactivated",2,2,1,"",250,0,"","","","","","","","","","",2,0
1000,"DeliriumShardBlueActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1001,"DeliriumShardBlueDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1002,"DeliriumShardRedActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1003,"DeliriumShardRedDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1004,"DeliriumShardTealActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1005,"DeliriumShardTealDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1006,"DeliriumShardPurpleActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1007,"DeliriumShardPurpleDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1008,"DeliriumMirror",2,2,1,"",250,0,"","","","","","","","","","",2,0
1009,"LavaChannelActive",2,2,1,"",250,0,"Molten Flow","Coulée en fusion","Geschmolzener Fluss","マグマの流路","마그마 흐름","Fluxo Derretido","Расплавленный поток","Flujo fundido","ทองคำเหลวหลั่งไหล","熔岩流域",2,0
1010,"LavaChannelInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1011,"ExpeditionCraftingBenchAct1",2,2,1,"",250,0,"Verisium Anvil","Enclume de Vérisium","Verisium-Amboss","ヴェリシウムの金床","베리시움 모루","Bigorna de Verísio","Веризиевая наковальня","Yunque de verisium","ทั่งเวรีเซียม","維里西姆鐵砧",2,0
1012,"ExpeditionCraftingBenchAct2",2,2,1,"",250,0,"Runesmithing Knowledge","Savoir forgerunique","Wissen über das Runenschmieden","ルーンスミスの知識","룬 제작 지식","Conhecimento de Forja de Runas","Знания о руноделии","Conocimiento de forja de runas","ความรู้การสลักอักขระ","符鍛知識",2,0
1013,"GenesisTree",3,3,1,"",250,0,"The Genesis Tree","L'Arbre de la genèse","Der Genesisbaum","創生の樹","기원의 나무","A Árvore de Gênese","Дерево зарождения","El árbol del génesis","ต้นมาตุรงค์","創生之樹",2,0
1014,"ExpeditionAct3Pedestal",2,2,1,"",250,0,"Runesmithing Knowledge","Savoir forgerunique","Wissen über das Runenschmieden","ルーンスミスの知識","룬 제작 지식","Conhecimento de Forja de Runas","Знания о руноделии","Conocimiento de forja de runas","ความรู้การสลักอักขระ","符鍛知識",2,0
1015,"ExpeditionQuestRunestoneAct1_1",2,2,1,"",250,0,"","","","","룬석","","","","","",2,0
1016,"ExpeditionQuestRunestoneAct1_2",2,2,1,"",250,0,"","","","","룬석","","","","","",2,0
1017,"ExpeditionQuestRunestoneAct1_3",2,2,1,"",250,0,"","","","","룬석","","","","","",2,0
1018,"ExpeditionQuestRunestoneAct2_1",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1019,"ExpeditionQuestRunestoneAct2_2",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1020,"ExpeditionQuestRunestoneAct2_3",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1021,"ExpeditionQuestRunestoneAct3_1",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1022,"ExpeditionQuestRunestoneAct3_2",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1023,"ExpeditionQuestRunestoneAct3_3",2,2,1,"",250,0,"Runestone","Pierre runique","Runenstein","ルーンストーン","룬석","Pedra Rúnica","Рунный камень","Piedra rúnica","ศิลาอักขระ","符文石",2,0
1024,"ExpeditionStarfallKnightVerisiumGeodeActive",2,2,1,"",250,0,"Verisium Geode","Géode de Vérisium","Verisium-Geode","ヴェリシウムジオード","베리시움 정동석","Geodo de Verísio","Веризиевая жеода","Geoda de verisium","หินโพรงเวรีเซียม","維里西姆晶核",2,0
1025,"ExpeditionStarfallKnightVerisiumGeodeInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1026,"DeliriumDecanterOfMadness",2,2,1,"",250,0,"Decanter Of Madness","Décanteur de Folie","Karaffe des Wahnsinns","狂気のデカンター","광기의 디캔터","Decantador da Loucura","Декантер безумия","Decantador de locura","คนโทบ้าคลั่ง","癲狂之瓶",2,0
1027,"DeliriumShardOrangeActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1028,"DeliriumShardOrangeDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1029,"IncursionBiomeRoomWaterActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1030,"IncursionBiomeRoomWaterDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1031,"IncursionBiomeRoomSwampActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1032,"IncursionBiomeRoomSwampDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1033,"IncursionBiomeRoomMountainActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1034,"IncursionBiomeRoomMountainDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1035,"IncursionBiomeRoomGrassActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1036,"IncursionBiomeRoomGrassDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1037,"IncursionBiomeRoomForestActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1038,"IncursionBiomeRoomForestDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1039,"IncursionBiomeRoomDesertActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1040,"IncursionBiomeRoomDesertDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1041,"VaalPressurePlateActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1042,"VaalPressurePlateDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1043,"GrandMirrorActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1044,"GrandMirrorDeactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1045,"WildBreachBossActive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1046,"WildBreachBossInactive",2,2,1,"",250,0,"","","","","","","","","","",2,0
1047,"RewardChestRunes",2,2,1,"",250,0,"","","","","","","","","","",1,0
1048,"RewardChestCurrencyRare",2,2,1,"",250,0,"","","","","","","","","","",1,0
