"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","XBoxText","XBoxText (French)","XBoxText (German)","XBoxText (Japanese)","XBoxText (Korean)","XBoxText (Portuguese)","XBoxText (Russian)","XBoxText (Spanish)","XBoxText (Thai)","XBoxText (Traditional Chinese)","XBoxText2","XBoxText2 (French)","XBoxText2 (German)","XBoxText2 (Japanese)","XBoxText2 (Korean)","XBoxText2 (Portuguese)","XBoxText2 (Russian)","XBoxText2 (Spanish)","XBoxText2 (Thai)","XBoxText2 (Traditional Chinese)","HASH32","PlaystationText","PlaystationText (French)","PlaystationText (German)","PlaystationText (Japanese)","PlaystationText (Korean)","PlaystationText (Portuguese)","PlaystationText (Russian)","PlaystationText (Spanish)","PlaystationText (Thai)","PlaystationText (Traditional Chinese)","string_44","string_44 (French)","string_44 (German)","string_44 (Japanese)","string_44 (Korean)","string_44 (Portuguese)","string_44 (Russian)","string_44 (Spanish)","string_44 (Thai)","string_44 (Traditional Chinese)"
58,"OFF","OFF","ARRÊT","AUS","オフ","끄기","DESLIGADO","ВЫКЛ.","Desactivado","ปิด","關閉","","","","","","","","","","","","","","","","","","","","",792911763,"","","","","","","","","","","","","","","","","","","",""
59,"OK","OK","OK","OK","OK","확인","OK","ОК","OK","ตกลง","確定","","","","","","","","","","","","","","","","","","","","",313245910,"","","","","","","","","","","","","","","","","","","",""
60,"ActionFlask","Use flask in slot {0}","Utiliser le Flacon n°{0}","Fläschchen in Slot {0} benutzen","{0}スロットのフラスコを使用","플라스크 슬롯 {0} 사용","Utilizar frasco no espaço {0}","Использовать флакон в ячейке {0}","Usar frasco en espacio {0}","ใช้ขวดยาในช่องที่ {0}","使用第 {0} 瓶藥劑","","","","","","","","","","","","","","","","","","","","",82985129,"","","","","","","","","","","","","","","","","","","",""
61,"ActionSkill","Use bound skill {0}","Utiliser l'Aptitude n°{0}","Belegte Fertigkeit {0} benutzen","{0}に割り振られたスキルを使用","지정 스킬 {0} 사용","Utilizar habilidade vinculada {0}","Использовать связанное умение {0}","Usar habilidad vinculada {0}","ใช้สกิลที่ตั้งปุ่ม {0} ","使用第 {0} 個技能","","","","","","","","","","","","","","","","","","","","",1743454225,"","","","","","","","","","","","","","","","","","","",""
62,"ActionAttackInPlace","Attack in place","Attaquer sur place","Angriff auf der Stelle","その場で攻撃","제자리 공격","Atacar no local","Атака с места","Atacar en el lugar","โจมตีโดยไม่เคลื่อนที่","原地攻擊","","","","","","","","","","","","","","","","","","","","",1049578971,"","","","","","","","","","","","","","","","","","","",""
63,"ActionWeaponSwap","Weapon swap","Permutation d'armes","Waffenwechsel","武器交換","무기 교체","Trocar arma","Смена оружия","Intercambio de armas","สลับชุดอาวุธ","武器切換","","","","","","","","","","","","","","","","","","","","",1185678377,"","","","","","","","","","","","","","","","","","","",""
64,"ActionDetonateMines","Detonate mines","Faire exploser les mines","Minen zünden","マイン起爆","지뢰 폭발","Detonar minas","Подрыв мин","Detonar minas","จุดชนวนทุ่นระเบิด","引爆地雷","","","","","","","","","","","","","","","","","","","","",786396043,"","","","","","","","","","","","","","","","","","","",""
65,"ActionHighlightStuff","Highlight items and objects","<size:30>{Mettre les objets \nen surbrillance}","Inhalte hervorheben","アイテムとオブジェクトをハイライト","아이템 및 물체 강조","Realçar itens e objetos","Подсвечивание вещей и предметов","Resaltar objetos","ไฮไลท์ไอเทมและวัตถุ","顯示地上的道具及物品","","","","","","","","","","","","","","","","","","","","",3914832784,"","","","","","","","","","","","","","","","","","","",""
66,"ActionToggleHighlighting","Toggle highlighting","<size:30>{Activer/désactiver \nla surbrillance}","Markierungen umschalten","ハイライト切り替え","강조 표시 켜기/끄기","Alternar realce","Вкл./выкл. подсвечивания предметов","<size:30>{Alternar la función \nde resaltado}","เปิด/ปิด การไฮไลท์","持續顯示地上道具","","","","","","","","","","","","","","","","","","","","",185284004,"","","","","","","","","","","","","","","","","","","",""
67,"ActionEnableCorpseTargeting","Enable corpse targeting","Cibler un cadavre","Klickbare Leichname aktivieren","死体を対象にできるようにする","시체 조준 활성화","Habilitar alvo em cadáver","Включение выбора трупов","<size:26>{Permitir selección de cadáveres}","เปิดใช้การเลือกศพเป็นเป้าหมาย","允許指定目標屍體","","","","","","","","","","","","","","","","","","","","",1002389647,"","","","","","","","","","","","","","","","","","","",""
68,"ActionChat","Chat","Ouvrir le tchat","Chat","チャット","채팅","Chat","Чат","Chat","แชท","聊天","","","","","","","","","","","","","","","","","","","","",1045948793,"","","","","","","","","","","","","","","","","","","",""
69,"ActionChatCommand","Chat Command","Commande de tchat","Chatbefehl","チャットコマンド","채팅 명령어","Comando de Chat","Команда чата","Comando de chat","คำสั่งแชท","聊天指令","","","","","","","","","","","","","","","","","","","","",4076338038,"","","","","","","","","","","","","","","","","","","",""
70,"ActionToggleOverlayMap","Overlay Map","Carte en transparence","Karten-Einblendung","マップオーバーレイ","미니 맵 전환","Mapa Sobreposto","Наложенная карта","Mapa de transparencia","แผนที่ซ้อน","地圖","","","","","","","","","","","","","","","","","","","","",3067509084,"","","","","","","","","","","","","","","","","","","",""
71,"ActionOpenOptionsPanel","Options","Options","Optionen","オプション","설정","Opções","Настройки","Opciones","ตัวเลือก","選項","Options Menu","Menu des options","Optionen-Menü","オプションメニュー","설정 메뉴","Menu de Opções","Меню настроек","Menú de opciones","เมนูตัวเลือก","設定選單","","","","","","","","","","",4068914542,"","","","","","","","","","","","","","","","","","","",""
72,"ActionOpenCharacterPanel","Character Screen","Feuille de personnage","Charakter","キャラクター情報","캐릭터 창","Tela de Personagem","Экран героя","Pantalla del personaje","หน้าจอตัวละคร","人物資訊","Character","Personnage","Charakter","キャラクター","캐릭터","Personagem","Герой","Personaje","ตัวละคร","角色","","","","","","","","","","",2755982745,"","","","","","","","","","","","","","","","","","","",""
73,"ActionOpenSocialPanel","Social Screen","Fenêtre social","Soziales","ソーシャル","소셜 창","Tela Social","Экран общения","Pantalla social","หน้าจอสังคม","社交","Social Menu","Menu social","Sozial-Menü","ソーシャルメニュー","소셜 메뉴","Menu Social","Социальные функции","Menú social","เมนูสังคม","社交選單","Social Menu","Menu social","Soziales","ソーシャルメニュー","소셜 메뉴","Menu Social","Социальные функции","Menú social","เมนูสังคม","社交選單",2352219498,"Social Menu","Menu social","Soziales","ソーシャルメニュー","소셜 메뉴","Menu Social","Социальные функции","Menú social","เมนูสังคม","社交選單","","","","","","","","","",""
74,"ActionOpenLadderPanel","Ladder Screen","Classement","Rangliste","ラダー","래더 화면","Tela do Ranking","Экран лестниц","Pantalla de clasificación","หน้าจอตารางอันดับ","天梯","","","","","","","","","","","","","","","","","","","","",1065117290,"","","","","","","","","","","","","","","","","","","",""
75,"ActionOpenInventoryPanel","Inventory","Inventaire","Inventar","インベントリ","소지품창","Inventário","Инвентарь","Inventario","ช่องเก็บของ","背包","Inventory","Inventaire","Inventar","インベントリ","소지품창","Inventário","Инвентарь","Inventario","ช่องเก็บของ","背包","","","","","","","","","","",3729488291,"","","","","","","","","","","","","","","","","","","",""
76,"ActionOpenChallengePanel","Challenges/Achievements","Défis & Succès","<size:30>{Herausforderungen/\nErrungenschaften}","チャレンジ / 実績","도전과제/업적","Desafios/Conquistas","Задачи и достижения","Desafíos/Logros","ภารกิจท้าทาย/ความสำเร็จ","挑戰 / 成就","","","","","","","","","","","","Défis","Herausforderungen","チャレンジ","도전과제","Desafios","Испытания","Desafíos","ภารกิจท้าทาย","挑戰",1921730608,"","Défis","Herausforderungen","チャレンジ","도전과제","Desafios","Испытания","Desafíos","ภารกิจท้าทาย","挑戰","","","","","","","","","",""
77,"ActionOpenEventsPanel","Events","Événements","Events","イベント","이벤트","Eventos","События","Eventos","กิจกรรม","活動","","","","","","","","","","","","","","","","","","","","",3269057420,"","","","","","","","","","","","","","","","","","","",""
78,"ActionOpenWorldPanel","World Screen","Carte du monde & Quêtes","Weltkarte","ワールドマップ","세계 지도","Tela do Mundo","Карта мира","Pantalla del Mundo","หน้าจอโลก","世界地圖","Quests","Quêtes","Quests","クエスト","퀘스트","Missões","Задания","Misiones","เควสต์","任務","","","","","","","","","","",4002122015,"","","","","","","","","","","","","","","","","","","",""
79,"ActionOpenPassivePanel","Passive Skill Tree","Arbre des Talents","Passive-Fertigkeiten-Baum","パッシブツリー","패시브 스킬 트리","Árvore de Habilidades Passivas","Дерево пассивных умений","Árbol de habilidades pasivas","ตารางพาสซีฟ","天賦樹","Passives","Talents","Fertigkeitenbaum","パッシブ","패시브 스킬","Passivas","Пассивные\nумения","Pasivas","พาสซีฟ","天賦","","","","","","","","","","",4032113331,"","","","","","","","","","","","","","","","","","","",""
80,"ActionOpenMtxStash","Microtransaction Stash","Inventaire de microtransactions","Inventar für Mikrotransaktionen","有料アイテムスタッシュ","포인트 아이템 보관함","Baú de Microtransações","Сундук микротранзакций","Alijo de microtransacciones","คลังเก็บสินค้าแฟชั่น","商城道具倉庫頁","","","","","","","","","","","","","","","","","","","","",4032433132,"","","","","","","","","","","","","","","","","","","",""
81,"ActionOpenMarketPanel","Market Panel","Marché","Markt","マーケット","시장 화면","Painel de Mercado","Панель рынка","Panel del mercado","หน้าต่างตลาด","市集面板","<rgb(113,178,95)>{Microtransactions}","<rgb(113,178,95)>{Microtransactions}","<rgb(113,178,95)>{Mikrotransaktionen}","<rgb(113,178,95)>{有料アイテム}","<rgb(113,178,95)>{포인트 아이템}","<rgb(113,178,95)>{Microtransações}","<rgb(113,178,95)>{Микротранзакции}","<rgb(113,178,95)>{Microtransacciones}","<rgb(113,178,95)>{สินค้าแฟชั่น}","<rgb(113,178,95)>{商城道具}","","","","","","","","","","",2025880164,"","","","","","","","","","","","","","","","","","","",""
82,"ActionOpenGuidebookPanel","Help Panel","Menu d'aide","Kompendium","ヘルプ","도움말 화면","Painel de Ajuda","Помощь","Panel de ayuda","หน้าต่างช่วยเหลือ","提示面板","","","","","","","","","","","","","","","","","","","","",3964036413,"","","","","","","","","","","","","","","","","","","",""
83,"ActionCloseAllPanels","Close All User Interface","Fermer toute l'interface","Alle Fenster schließen","<size:28>{全てのユーザーインターフェイスを閉じる}","모든 사용자 인터페이스 닫기","Fechar todos os painéis","Закрыть весь пользовательский \nинтерфейс","<size:30>{Cerrar toda la \ninterfaz de usuario}","ปิด UI ทั้งหมด","關閉所有面板","","","","","","","","","","","","","","","","","","","","",2732454597,"","","","","","","","","","","","","","","","","","","",""
84,"ActionScreenshot","Take a screenshot","Capture d'écran","Screenshot erstellen","スクリーンショットを撮る","스크린샷 찍기","Tirar captura de tela","Сделать снимок экрана","<size:30>{Hacer una captura de pantalla}","ถ่ายภาพสกรีนช็อต","畫面截圖","","","","","","","","","","","","","","","","","","","","",1873565171,"","","","","","","","","","","","","","","","","","","",""
85,"ActionZoomIn","Zoom the camera in","Zoom avant","Heranzoomen","カメラをズームする","시야 확대","Aumentar zoom da câmera","Приближение камеры","Acercar la cámara","ซูมกล้องเข้า","遊戲畫面拉近","","","","","","","","","","","","","","","","","","","","",1157312821,"","","","","","","","","","","","","","","","","","","",""
86,"ActionZoomOut","Zoom the camera out","Zoom arrière","Herauszoomen","カメラをズームアウトする","시야 축소","Diminuir zoom da câmera","Отдаление камеры","Alejar la cámara","ซูมกล้องออก","遊戲畫面拉遠","","","","","","","","","","","","","","","","","","","","",417912511,"","","","","","","","","","","","","","","","","","","",""
