"rownum","Id","ItemClass","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool_225","UncutGemSoundEffect","rid_242","bool_258","Unmodifiable","Achievement","ShopTag","rid_292","i32_308","[rid]_312","[rid]_328","[rid]_344"
58,"Metadata/Items/Currency/CurrencyIncursionMutateUnique",30,1,1,"Vaal Cultivation Orb","Orbe de culture vaal","Vaalsphäre der Kultivierung","ヴァール培養のオーブ","바알 함양 오브","Orbe de Cultivo Vaal","Культивирующая сфера ваал","Orbe de cultivación vaal","ลูกแก้วบ่มเพาะวาล์","瓦爾栽培寶珠","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1240,[1320],38,62,2013555213,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
59,"Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantWeapon",30,1,1,"Yaomac's Orb of Sacrifice","Orbe de sacrifice brutal","Brutale Sphäre der Opferung","残酷な生贄のオーブ","잔인한 희생의 오브","Orbe do Sacrifício Brutal","Жестокая сфера жертвоприношения","Orbe de sacrificio brutal","ลูกแก้วสังเวยห่ำหั่น","殘酷奉獻寶珠","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1240,[1320],38,63,1452960784,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
60,"Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantArmour",30,1,1,"Kopec's Orb of Sacrifice","Orbe de scrifice fortifié","Verstärkte Sphäre der Opferung","堅牢化の生贄のオーブ","강화된 희생의 오브","Orbe do Sacrifício Fortificado","Укреплённая сфера жертвоприношения","Orbe de sacrificio fortificado","ลูกแก้วสังเวยคงกระพัน","堅韌奉獻寶珠","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1240,[1320],38,64,3584816912,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
61,"Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantJewellery",30,1,1,"Kamasa's Orb of Sacrifice","Orbe de sacrifice profane","Profane Sphäre der Opferung","冒涜の生贄のオーブ","부정한 희생의 오브","Orbe do Sacrifício Profano","Нечестивая сфера жертвоприношения","Orbe de sacrificio profano","ลูกแก้วสังเวยนอกรีต","瀆神奉獻寶珠","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1240,[1320],38,65,898767421,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
62,"Metadata/Items/Currency/CurrencyIncursionMutateCorruptionEnchantJewel",30,1,1,"Yugul's Orb of Sacrifice","Orbe de sacrifice royal","Königliche Sphäre der Opferung","王家の生贄のオーブ","왕실 희생의 오브","Orbe do Sacrifício Real","Царская сфера жертвоприношения","Orbe de sacrificio real","ลูกแก้วสังเวยราชสำนัก","皇家奉獻寶珠","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1240,[1320],38,66,692339950,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
63,"Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityLow",30,1,1,"[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,67,1730181241,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
64,"Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityMid",30,1,1,"[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,68,2897271277,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
65,"Metadata/Items/Currency/CurrencyIncursionWeaponOrArmourQualityHigh",30,1,1,"Vaal Armourer's Infuser","Infuseur vaal d'armurier","Vaal-Verstärker des Rüstungsschmieds","ヴァール鎧鍛冶のインフューザー","바알 방어구 장인의 주입기","Infusor do Armeiro Vaal","Нагнетатель бронника ваал","Infusor vaal del armero","เครื่องถ่ายพลังช่างตีเกราะวาล์","瓦爾護甲鍛造師的灌注器","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,69,1999323931,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
66,"Metadata/Items/Currency/CurrencyIncursionMartialWeaponQuality",30,1,1,"Vaal Blacksmith's Infuser","Infuseur vaal de forgeron","Vaal-Verstärker des Schmieds","ヴァール鍛冶屋のインフューザー","바알 대장장이의 주입기","Infusor do Ferreiro Vaal","Нагнетатель кузнеца ваал","Infusor vaal del herrero","เครื่องถ่ายพลังช่างเหล็กวาล์","瓦爾鐵匠的灌注器","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,70,3954300058,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
67,"Metadata/Items/Currency/CurrencyIncursionCasterWeaponQuality",30,1,1,"Vaal Arcanist's Infuser","Infuseur vaal d'arcaniste","Vaal-Verstärker des Arkanisten","ヴァールアルカニストのインフューザー","바알 신비학자의 주입기","Infusor do Arcanista Vaal","Нагнетатель чародея ваал","Infusor vaal del arcanista","เครื่องถ่ายพลังผู้ชำนาญอาคมวาล์","瓦爾奧術師的灌注器","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,71,3594585570,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
68,"Metadata/Items/Currency/CurrencyIncursionJewelleryQuality",30,1,1,"Vaal Catalysing Infuser","Infuseur vaal de catalyse","Vaal-Verstärker der Katalyse","ヴァールカタリストのインフューザー","바알 촉진시키는 주입기","Infusor Catalítico Vaal","Катализирующий нагнетатель ваал","Infusor vaal de catalización","เครื่องถ่ายพลังเร่งปฏิกิริยาวาล์","瓦爾催化灌注器","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1242,"[350,1320]",38,72,156838193,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
69,"Metadata/Items/Currency/CurrencyIncursionExtractAllSocketablesBench",30,1,1,"Orb of Extraction","Orbe d'extraction","Sphäre der Extraktion","抽出のオーブ","추출의 오브","Orbe da Extração","Сфера извлечения","Orbe de extracción","ลูกแก้วถอนวัตถุ","萃取石","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1238,[1320],38,73,610821932,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
70,"Metadata/Items/Currency/CurrencyIncursionExtractAllSocketablesCurrency",30,1,1,"Orb of Extraction","Orbe d'extraction","Sphäre der Extraktion","抽出のオーブ","추출의 오브","Orbe da Extração","Сфера извлечения","Orbe de extracción","ลูกแก้วถอนวัตถุ","萃取石","Metadata/Items/Currency/StackableCurrency",1,"",[],1,1238,[1320],38,74,343261944,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
71,"Metadata/Items/Currency/CurrencyIncursionVaalIncubator",75,1,1,"Vaal Siphoner","Siphonneur vaal","Vaal-Entleerer","ヴァールサイフォナー","바알 착취기","Sugador Vaal","Поглотитель ваал","Extractor vaal","เครื่องลักพลังวาล์","瓦爾虹吸器","Metadata/Items/Legion/IncubatorStackable",1,"",[],1,1244,[1320],38,75,2506978830,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
72,"Metadata/Items/Currency/CurrencyIncursionBetterGemQuality",30,1,1,"[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","[DNT] Incursion Gemcutter's Prism (not visible to players)","Metadata/Items/Currency/StackableCurrency",1,"",[],1,515,"[350,1320]",38,31,1092343009,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
73,"Metadata/Items/Currency/CurrencyIncursionAddModToRareEquipment",30,1,1,"[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","Metadata/Items/Currency/StackableCurrency",1,"",[],1,519,[1320],38,20,1150137004,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
74,"Metadata/Items/Currency/CurrencyIncursionUpgradeMagicToRareEquipment",30,1,1,"[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","Metadata/Items/Currency/StackableCurrency",1,"",[],1,526,[1320],38,23,4101032900,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
75,"Metadata/Items/Currency/CurrencyIncursionUpgradeToRareEquipment",30,1,1,"[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","[DNT] Not Shown To Players","Metadata/Items/Currency/StackableCurrency",1,"",[],1,521,[1320],38,10,3607136424,[],"","","","","","","","","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
76,"Metadata/Items/Currency/CurrencyPerandusCoin",30,1,1,"Perandus Coin","Pièce de Pérandus","Perandus-Münze","ペランダスのコイン","페란두스 코인","Moeda Perandus","Монета Перандусов","Moneda Perandus","เหรียญเพแรนดัส","普蘭德斯金幣","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],38,77,869188640,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","",1,"",[],"","",0,[],[],[]
77,"Metadata/Items/Currency/CurrencySilverCoin",30,1,1,"Silver Coin","Pièce d'argent","Silbermünze","銀のコイン","실버 코인","Moeda de Prata","Серебряная монета","Moneda de plata","เหรียญเงิน","銀幣","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],38,78,2667030065,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
78,"Metadata/Items/Currency/CurrencyItemisedProphecy",30,1,1,"Prophecy","Prophétie","Prophezeiung","予言","예언","Profecia","Пророчество","Profecía","Prophecy","預言","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,79,1684876054,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
79,"Metadata/Items/Currency/CurrencyItemiseCapturedMonster",30,1,1,"Bestiary Orb","Orbe du Bestiaire","Bestiarium-Sphäre","怪獣のオーブ","야수의 오브","Orbe do Bestiário","Сфера Бестиария","Orbe de Bestiary","Bestiary Orb","獸魂玉","Metadata/Items/Currency/StackableCurrency",15,"",[],1,34,[],38,80,3652735456,[],"","M","F","","","M","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
80,"Metadata/Items/Currency/CurrencyItemisedCapturedMonster",30,1,1,"Imprinted Bestiary Orb","Empreinte d'Orbe du Bestiaire","Geprägte Bestiarium-Sphäre","刻印された怪獣のオーブ","각인된 야수의 오브","Orbe do Bestiário Gravado","Запечатанная сфера Бестиария","Orbe de Bestiary Copiado","Imprinted Bestiary Orb","拓印獸魂玉","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,81,1322399661,[],"","F","F","","","M","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
81,"Metadata/Items/Currency/CurrencyItemiseSextantModifier",30,1,1,"Surveyor's Compass","Boussole d'arpenteur","Kompass des Vermessers","測量技師のコンパス","측량사의 나침반","Bússola do Demarcador","Компас топографа","Brújula del inspector","เข็มทิศนักสำรวจ","調查員的羅盤","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,[],38,82,4259388226,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
82,"Metadata/Items/Currency/CurrencyItemisedSextantModifier",30,1,1,"Charged Compass","Boussole chargée","Geladener Kompass","充填されたコンパス","충전된 나침반","Bússola Carregada","Заряженный компас","Brújula cargada","เข็มทิศเพิ่มพลัง","充能的羅盤","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,83,1338342621,[],"","M","M","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
83,"Metadata/Items/Currency/CurrencyRerollSkillQualityType",30,1,1,"Prime Regrading Lens","Lentille de reclassement principal","Primäre Refraktionslinse","一級再評価のレンズ","1차 재보정 렌즈","Lente de Retificação Primária","Первичная профилирующая линза","Lente reclasificador principal","Prime Regrading Lens","初階篩分之鏡","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,84,952467265,[],"","F","F","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
84,"Metadata/Items/Currency/CurrencyRerollSupportQualityType",30,1,1,"Secondary Regrading Lens","Lentille de reclassement secondaire","Sekundäre Refraktionslinse","二級再評価のレンズ","2차 재보정 렌즈","Lente de Retificação Secundária","Вторичная профилирующая линза","Lente reclasificador secundario","Secondary Regrading Lens","次階篩分之鏡","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,85,3536551846,[],"","F","F","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
85,"Metadata/Items/Currency/CurrencyHeistWeaponEnchant",30,1,1,"Tempering Orb","Orbe d'acier trempé","Sphäre der Vergütung","焼き戻しのオーブ","단조 오브","Orbe da Forja","Сфера закалки","Orbe de herrería","Tempering Orb","淬鍊石","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,86,1432765449,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
86,"Metadata/Items/Currency/CurrencyHeistArmourEnchant",30,1,1,"Tailoring Orb","Orbe de confection","Sphäre der Gewandung","仕立てのオーブ","재단 오브","Orbe da Alfaiataria","Сфера подгонки","Orbe de sastrería","Tailoring Orb","裁縫石","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,87,1575994632,[],"","M","F","","","M","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
87,"Metadata/Items/Currency/CurrencyLesserEssenceLife",30,1,1,"Lesser Essence of the Body","Essence du Corps mineure","Geringere Essenz des Körpers","肉体のレッサーエッセンス","하위 육신의 에센스","Essência de Corpo Inferior","Малая сущность тела","Esencia del cuerpo menor","เอสเซนส์ชั้นต่ำ กาย","低階肉體精髓","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[303],38,12631,1581488878,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
88,"Metadata/Items/Currency/CurrencyLesserEssenceMana",30,1,1,"Lesser Essence of the Mind","Essence de l'Esprit mineure","Geringere Essenz des Geistes","精神のレッサーエッセンス","하위 정신의 에센스","Essência de Mente Inferior","Малая сущность разума","Esencia de la mente menor","เอสเซนส์ชั้นต่ำ จิต","低階心智精髓","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[303],38,12632,4038862538,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
89,"Metadata/Items/Currency/CurrencyLesserEssenceDefences",30,1,1,"Lesser Essence of Enhancement","Essence de la Valorisation mineure","Geringere Essenz der Verstärkung","強化のレッサーエッセンス","하위 강화의 에센스","Essência de Melhoramento Inferior","Малая сущность улучшения","Esencia de mejora menor","เอสเซนส์ชั้นต่ำ เสริมสร้าง","低階強化精髓","Metadata/Items/Currency/StackableCurrency",20,"",[],1,34,[303],38,12633,404371406,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
