"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
57,"attributes58","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,22975,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
58,"attributes59_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,38876,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
59,"attributes60","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,39298,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
60,"attributes61","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,29240,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
61,"attributes62","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,61042,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
62,"attributes63","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,44344,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
63,"attributes64","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,53589,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
64,"attributes65","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,48631,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
65,"attributes66","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,50469,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
66,"attributes67","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,48568,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
67,"attributes68","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,41029,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
68,"attributes69","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,46034,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
69,"attributes70","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,1200,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
70,"attributes71","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,53719,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
71,"attributes72","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,2864,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
72,"attributes73","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,43044,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
73,"attributes74","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,42118,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
74,"attributes75","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,33463,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
75,"attributes76","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,3463,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
76,"attributes77_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,17672,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
77,"attributes78","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,11679,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
78,"attributes79","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,44872,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
79,"attributes80","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,20115,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
80,"attributes81","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,59945,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
81,"attributes82","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,8600,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
82,"attributes83","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,44495,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
83,"attributes84","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,20874,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
84,"attributes85","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,21762,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
85,"attributes86","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,48736,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
86,"attributes87","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,58661,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
87,"attributes88","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,45376,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
88,"attributes89","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,56787,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
89,"attributes90","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,22790,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
90,"attributes91","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,25765,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
91,"attributes92","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,34967,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
92,"attributes93","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,18267,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
93,"attributes94","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,12938,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
94,"attributes95","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,37546,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
95,"attributes96","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,21287,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
96,"attributes97","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,55910,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
97,"attributes98","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18365],1,0,0,0,8990,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,0,0,"",""
