"rownum","Id","TargetCharacter","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","OGGFiles","NPC1","rid_64","TargetCharacters","i32_96","i32_100","[rid]_104","NPC2","NPC3","QuestFlag1","QuestFlag2","QuestFlag3","QuestFlag4","QuestFlag5","Video","Script"
40,"TujenA4_Intro_B","","Just down the pier. It's the only ship on the dock right now.","Plus bas sur la jetée… C'est l'seul navire à quai à c't'heure. ","Einfach die Pier entlang. Es ist das einzige Schiff, das gerade dort liegt. ","桟橋をまっすぐ行ったとこだ。今港に停まってる船はそいつだけだ。","잔교로 가면 돼. 지금 정박되어 있는 배는 한 척뿐이니까.","Lá no píer. É o único navio atracado no cais agora.","Вниз по причалу. Единственное судно в доках на данный момент.","Justo en el muelle. Es el único barco que hay en el muelle ahora mismo.","ตรงท่าเรือน่ะ มีแค่ลำเดียวที่เทียบท่าอยู่","沿著碼頭走，就是碼頭上唯一的那艘船。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_01_03.ogg""]",[509],"",[],0,100,[],[],[],[],[],[],[],[],"",""
41,"TujenA4_Intro_B_PostMakoru","","Nice to hear. I'm sure she'll appreciate the work.","Ravi d'l'entendre. J'suis sûr qu'elle sera contente.","Schön zu hören. Ich bin sicher, sie ist froh um die Arbeit.","そいつはよかった。彼女も喜ぶだろう。","잘됐네. 마코루도 고마워할 거야.","Bom saber. Aposto que ela ficará grata pelo trabalho.","Рад слышать. Уверен, она оценит эту работу.","Me alegra oír eso. Seguro que ella apreciará el trabajo.","ดีแล้วละ เธอคงดีใจที่เจ้าช่วยไว้เป็นแน่","不錯，我想她一定樂意接下這份差事。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_01_04.ogg""]",[509],"",[],0,100,[],[],[],[],[],[],[],[],"",""
42,"TujenA4_IntroNoCharter_A1","","The name's Tujen. I'm the harbourmaster 'round here. <continue>Welcome to our fair little town. What ya need?","M'appelle Tujen. J'suis le capitaine de port du coin. <continue>Bienvenue dans notre humble petite ville. Y vous faut quoi ?","Mein Name ist Tujen. Ich bin hier der Hafenmeister. \r\n<continue>Willkommen in unserer hübschen kleinen Stadt. Wie kann ich Euch helfen?","俺はトゥージェン。ここの港を任されてる。<continue>俺たちの素敵な町へようこそ。俺に何か用か？","난 투젠이라고 해. 이 항구 소장이지. <continue>우리 작지만 멋진 마을에 잘 왔어. 필요한 거 있어?","Boas-vindas à nossa humilde vila. Me chamo Tujen, sou o chefe do porto por aqui. <continue>Como posso ajudar?","Туджин меня зовут. Я тут начальник порта. <continue>Добро пожаловать в наш славный милый городок. Что нужно?","Soy Tujen. Soy el capitán de este puerto. <continue>Bienvenido a nuestro lindo pueblito. ¿Qué necesitas?","ข้าชื่อทูเจน เป็นนายท่าในแถบนี้<continue>ยินดีต้อนรับสู่เมืองเล็กๆ ของเรานะ ต้องการอะไรไหม?","我名叫圖貞。算是這一帶碼頭的頭領吧。<continue>歡迎來到我們溫馨和諧的小鎮。需要什麼？","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_39_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_39_02.ogg""]",[509],"",[],0,100,[],[],[],[],[],[],[],[],"",""
43,"TujenA4_IntroNoCharter_A2_Str4b",6,"I'm seeking a ship and crew.","Je cherche un navire et un équipage.","Ich bin auf der Suche nach einem Schiff und einer Besatzung.","船と船員を探してるんだ。","배와 선원을 구하고 있어.","Procuro um navio e uma tripulação.","Я ищу судно и команду.","Estoy buscando un barco y una tripulación.","ข้าหาเรือกับลูกเรืออยู่","我需要一艘船，和一批船員。","[""Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Convo/Warrior_Tujen_Convo_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
44,"TujenA4_IntroNoCharter_A2_Int4",1,"Hello, little one! I need a boat and some... boat people.","Salut, petit homme ! J'ai besoin d'un bateau et de… quelques gens de la mer.","Hallo, Kleiner! Ich brauche ein Boot und ein paar ... Leute, die sich damit auskennen.","こんにちは、おちびさん！船と……船を動かせる人が必要なの。","안녕, 꼬마야! 나는 배와... 뱃사람이 필요하다.","Olá, baixinho! Preciso de um barco e de uns... tripulantes.","Здравствуй, маленький! <continue>Мне нужна лодка и какие-нибудь... люди для лодки.","¡Hola, pequeño! Necesito un barco y... gente de barco.","สวัสดีนะเจ้าเปี๊ยก! ข้าต้องการเรือ... กับชาวเรือน่ะ","嗨小傢伙！我需要一艘船和...一些能待在船上的人。 ","[""Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Convo/Witch_Convo_TujenA4_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
45,"TujenA4_IntroNoCharter_A2_Int4b",7,"Good day, Master Tujen. I need a ship and a crew.","Bonjour à vous, maître Tujen. Il me faudrait un navire avec son équipage.","Guten Tag, Meister Tujen. Ich brauche ein Schiff und eine Besatzung.","よろしく、トゥージェン殿。船と船員を探している。","좋은 하루, 투젠 소장. 배와 선원이 필요하다.","Bom dia, mestre Tujen. Preciso de uma embarcação e de tripulação.","Добрый день. Мне нужно судно и команда.","Buen día, maestro Tujen. Necesito una embarcación y una tripulación.","อรุณสวัสดิ์คุณทูเจน ข้าต้องการพาหนะกับลูกเรือ","早安，圖貞大師。我需要一艘船和夥計。","[""Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Convo/Sorceress_Convo_TujenA4_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
46,"TujenA4_IntroNoCharter_A2_Dex4",2,"I'm looking for a ship and crew.","Je suis à la recherche d'un navire avec son équipage.","Ich bin auf der Suche nach einem Schiff und einer Besatzung.","船と船員を探してるの。","배와 선원을 구하는 중이다.","Tô atrás de um navio e de uma tripulação.","Я ищу корабль и команду.","Estoy buscando un barco y una tripulación.","ข้าหาเรือกับลูกเรืออยู่","我要一艘船、和一批夥計。","[""Audio/Dialogue/4.0/Characters/Dex/Ranger/Ranger_Convo/Ranger_Convo_TujenA4_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
47,"TujenA4_IntroNoCharter_A2_Dex4b",8,"I'm in need of a ship and crew.","J'ai grand besoin d'un navire et d'un équipage.","Ich brauche ein Schiff und eine Besatzung.","船と船員が必要なんだ。","배와 선원이 필요해.","Preciso de um navio e de uma tripulação.","Мне нужны корабль и команда.","Necesito un barco y una tripulación.","ข้าต้องใช้เรือกับลูกเรือ","我急需一艘船和船上的夥計。","[""Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Convo/Huntress_Tujen_Convo_A4_01_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
48,"TujenA4_IntroNoCharter_A2_DexInt4b",10,"I seek safe passage on these waters.","Je cherche à traverser ces eaux en toute sécurité.","Ich ersuche um eine sichere Überquerung dieser Gewässer.","この海を安全に渡りたい。","이 바다를 안전하게 건너가고 싶은데.","Busco uma travessia segura nessas águas.","Мне надо безопасно переплыть эти воды.","Busco pasaje seguro a través de estos mares.","ข้าแสวงเส้นทางปลอดภัยในน่านน้ำเหล่านี้","我正尋求能安然度過波浪的道路。","[""Audio/Dialogue/4.0/Characters/DexInt/Monk/Monk_Convo/Monk_Tujen_Convo_A4_26.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
49,"TujenA4_IntroNoCharter_A2_StrDex4b",9,"Hey, mate. Lookin' for a ship and crew.","Salut, mon vieux. J'cherche un navire et un équipage.","Hey, Kumpel. Suche nach 'nem Schiff und 'ner Besatzung.","よお、相棒。船と船員を探してんだ。","안녕, 친구. 배와 선원을 찾고 있어.","Oi, amigo. Tô atrás de um navio e de uma tripulação.","Привет, приятель. Ищу судно и команду.","Hola, amigo. Busco un barco y una tripulación.","ไงพวก ข้าหาเรือกับลูกเรืออยู่","嘿夥計。我需要一艘船和水手們。","[""Audio/Dialogue/4.0/Characters/StrDex/Mercenary/Mercenary_Convo/Mercenary_Tujen_Convo_A4_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
50,"TujenA4_IntroNoCharter_A2_StrInt4b",11,"This land-locked soul is after a ship - and hands to crew it.","Cette âme terrienne est à la recherche d'un navire, et d'un équipage.","Diese Landratte hier sucht nach 'nem Schiff — und Leut'n, die es segeln.","儂は陸しか知らんが船を探しとるんだ。動かしてくれる船員もな。","난 바다에 대해 아무것도 모르지만, 배와 선원을 구하고 있다.","Essa alma presa em terra firme quer um navio... e gente pra tripular.","Сей сухопутной душе нужен корабль – и руки в команду.","Esta alma terrestre necesita un barco, y una tripulación para manejarlo.","วิญญาณค้างแผ่นดินคนนี้ต้องการเรือ ต้องการลูกเรือไว้คุมเรือด้วย","這名被土地囚禁的靈魂需要一艘船－和掌舵的人手。","[""Audio/Dialogue/4.0/Characters/StrInt/Druid/Druid_Convo/Druid_Tujen_Convo_A4_02.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
51,"TujenA4_IntroNoCharter_A2_StrDex4",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
52,"TujenA4_IntroNoCharter_A2>StrDex4_a1","","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[509],"",[3],0,100,[],[],[],[],[],[],[],[],"",""
53,"TujenA4_IntroNoCharter_A2>StrDex4_a2",3,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
54,"TujenA4_IntroNoCharter_A2_DexInt4",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
55,"TujenA4_IntroNoCharter_A2>DexInt4_a1",4,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
56,"TujenA4_IntroNoCharter_A2>DexInt4_a2","","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[509],"",[4],0,100,[],[],[],[],[],[],[],[],"",""
57,"TujenA4_IntroNoCharter_A2_StrInt4",5,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
58,"TujenA4_IntroNoCharter_A2_Str4",0,"[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[DNT]","[""Audio/Dialogue/NullFile/Null_3s.ogg""]",[],"",[],0,100,[],[],[],[],[],[],[],[],"",""
59,"TujenA4_IntroNoCharter_B1","","Well... first of all, you'll need a charter. Rog's your man for that. <continue>Once you have one, Makoru, Captain of the Aurora May is your best option for gettin' around these waters.","Eh bien… d'abord, faut affréter un bateau. Rog est votre homme pour ça. <continue>Une fois que c'est fait, Makoru, capitaine du Vœu de l'aurore est vot' meilleure option pour naviguer dans ces eaux.","Tja ... zunächst braucht Ihr einen Chartervertrag. Rog ist der richtige Mann dafür. \r\n<continue>Sobald Ihr ihn habt, ist Makoru, Kapitänin der Aurora May, Eure beste Wahl, um sicher an Euer Ziel zu gelangen.","ふむ……まずは傭船契約書が必要だな。そこはログと話してみるといい。<continue>契約書を手に入れたら、オーロラ・メイ号の船長マコルがここらの海を航海するのに一番いい人物だろう。","음... 우선 용선 증서가 필요할 거야. 로그한테 얘기하면 돼. <continue>용선 증서를 구한 다음에는 오로라 메이의 선장 마코루한테 가 봐. 이곳 바다를 항해할 때는 그만한 적임자가 없거든.","Bom... primeiro, você vai precisar de uma carta de navegação. O Rog é quem cuida disso. <continue>Depois, fala com a Makoru, a capitã da Aurora-guia. Ela é a sua melhor opção pra navegar por essas águas.","Что ж... прежде всего тебе понадобится грамота. Это у Рога спроси. <continue>Как только она у тебя будет, Макору, капитанша «‎Зова Авроры» – твой лучший вариант для плавания по этим водам. ","Bueno... primero que nada, necesitas un contrato, y para eso debes buscar a Rog. <continue>Una vez que tengas uno, Makoru, la capitana del Aurora May será tu mejor opción para navegar estas aguas.","ก่อนอื่นนะ เจ้าต้องมีสัญญาเช่าก่อน เรื่องนั้นเป็นงานของร็อก<continue>พอเจ้ามีสัญญาเช่าแล้ว มาโครู กัปตันเรือออโรร่า เมย์เป็น\r\nตัวเลือกที่ดีที่สุดของเจ้าในการเดินทางตามน่านน้ำนี่","這個嗎...首先，你需要一張合約。羅格會是你需要找的人。<continue>在你有了合約之後，瑪寇魯，曙光之願的船長，會是你在這片水域最好的合夥人。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_39_03.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act4/Tujen/TujenA4_39_04.ogg""]",[509],"",[],0,100,[],[],[],[],[],[],[],[],"",""
60,"DoryaniA4_Intro_A","","This is it? This... is Kingsmarch? Science and civilisation must have never recovered.","Donc, c'est cela Marcheroi ? La science et la civilisation dans toute leur magnificence… ","Das ist alles? Das ... ist Königsmark? Wissenschaft und Zivilisation haben sich anscheinend nie erholt.","これだけか？これが……キングスマーチなのか？科学と文明は回復できなかったのか。","이곳이라고? 이곳이... 킹스마치? 과학과 문명은 다시 회복하지 못한 모양이군.","Isso aqui é... Kingsmarch? Pelo visto, a ciência e a civilização nunca se recuperaram.","Это он и есть? Это... Кингсмарш? Наука и цивилизация, судя по всему, не восстановились.","¿Esto es todo? ¿Esto... es Marca del rey? Parece que la ciencia y la civilización no se han recuperado.","ที่นี่รึ? ที่นี่... คือคิงส์มาร์ชรึ? วิทยาศาสตร์และอารยธรรมคง\r\nมิได้กลับมารุ่งเรืองดังเดิมเป็นแน่","就這樣？這裡就是金司馬區？看來科學和文明受到的創傷到現在都還沒恢復過來。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Doryani/DoryaniA4_01_01.ogg""]",[520],"",[],0,100,[],[520],[526],[],[],[],[],[],"",""
61,"DoryaniA4_Intro_A_Sin","","Your time was different, yes, but don't discount the Kalguurans just yet. They have potential.","En votre temps, c'était différent, certainement. Cependant, gardez-vous de sous-estimer les Kalguuriens. Ils ont du potentiel.","Eure Zeit war anders, das stimmt, aber schreibt die Kalguur noch nicht ab. Sie haben Potenzial.","確かに其方の時代は違ったが、まだカルグール人たちを侮らぬほうが良い。彼らには力がある。","네 시대가 달랐던 것은 맞지만, 아직 칼구르인을 무시하지는 마라. 칼구르인에게는 잠재력이 있으니.","Sim, sua época era outra, mas não subestime os kalguuranos. Eles têm potencial.","В твоё время было иначе, верно, но пока не сбрасывай калгууранцев со счетов. У них есть потенциал.","En tus tiempo era diferente, sí, pero todavía no descartes a los kalguranos. Tienen potencial.","จริงอยู่ที่ยุคสมัยเจ้าแตกต่างกัน แต่อย่าได้ประเมินค่าพวก\r\nคาลเกอร์ต่ำไป พวกเขามีศักยภาพนัก","在你的時代確實不同，但先別急著不把卡爾葛人當一回事。他們可是充滿潛力。","[""Audio/Dialogue/4.0/NPC/Part1/Act4/Mentor/MentorA4_01_01.ogg""]",[526],"",[],0,100,[],[526],[520],[],[],[],[],[],"",""
