"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
20,"Weapon_Eternal","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/1h_daggerwand/1h_daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/1h_sword/1h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_staff/2h_staff.epk",47390,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/1h_daggerwand/1h_daggerwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ott/2h_staff/2h_staff.epk"
21,"Weapon_Arctic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/dagger_wand/1h_wanddagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_staff/2h_staff.epk",33818,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/dagger_wand/1h_wanddagger.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/artic/2h_staff/2h_staff.epk"
22,"Weapon_Infernal","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_staff/2h_staff.epk",3739,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/dagger_wand/dagger_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/inferno/2h_staff/2h_staff.epk"
23,"Weapon_Lightning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_staff/2h_staff.epk",40760,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/claw_dagger_wand/claw_dagger_wand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/blue/lightning/2h_staff/2h_staff.epk"
24,"Weapon_Seraph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/wand_dagger/wand_dagger_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_bow/2h_bow_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_mace/1h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_sword/1h_sword_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_sword/2h_sword_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_staff/2h_staff_seraph.epk",21111,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_mace/2h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_axe/1h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_axe/2h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/Claw/claw_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_sword/2h_sword_seraph.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_staff/2h_staff_seraph.epk"
25,"Weapon_GhostFlame","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_daggerwand/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_bow/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_mace/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_sword/ghostflame.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_sword/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_staff/ghostflame.epk",37667,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_mace/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_axe/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_axe/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_daggerwand/ghostflame.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_sword/ghostflame.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_staff/ghostflame.epk"
26,"Weapon_SeraphBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/wand_dagger/wand_dagger_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_bow/2h_bow_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_mace/1h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_sword/1h_sword_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_sword/2h_sword_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_staff/2h_staff_seraph.epk",30894,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_mace/2h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_axe/1h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_axe/2h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/Claw/claw_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_sword/2h_sword_seraph.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_staff/2h_staff_seraph.epk"
27,"Weapon_Axiom","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_staff/2h_staff.epk",25047,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_staff/2h_staff.epk"
28,"Weapon_Highgate","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_staff/2h_staff.epk",27663,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_staff/2h_staff.epk"
29,"Weapon_Lunaris","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_staff/2h_staff.epk",47710,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_staff/2h_staff.epk"
30,"Weapon_Vaal","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_staff/2h_staff.epk",9040,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_staff/2h_staff.epk"
31,"Weapon_Awakening","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_staff/2h_staff.epk",51872,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_staff/2h_staff.epk"
32,"Weapon_Aspirant","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_staff/2h_staff.epk",26011,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_staff/2h_staff.epk"
33,"Weapon_Challenger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_staff/2h_staff.epk",23544,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_sword/2h_sword.epk","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_staff/2h_staff.epk"
