"rownum","Id","AnimatedArt","BeamArt","EffectPacksArt","ObjectArt","Variants","BuffVisuals","[i32]_104","ProjectileArt","Stat","MonsterVarieties","ActiveSkill","GrantedEffect","Monster","i32_216","MiscProjectileArt","MiscParticleArt","SkillWeaponEffectsArt","ArtVariationStat"
605,"triggered_fissure_on_landing","[1865,1866,1867,1868,1869,1870]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1020],[],[],1000,[],[],[],""
606,"astral_projection",[],[],"[654,655]",[],"[""Default""]",[],[18079],[],23236,[],[],[],[],1000,[],[],[],""
607,"infernal_cry","[3191,3195,3199,3203,3207]",[],[656],[],"[""Default"",""UNUSED"",""Celestial"",""Wolf""]",[],"[18079,64124,27572,45252]",[],338,[],[444],[],[],1000,[],[],[1],""
608,"seismic_cry","[3211,3215,3219,3223,3227]",[223],"[660,664,668]",[],"[""Default"",""UNUSED"",""Celestial"",""Wolf""]",[],"[18079,64124,27572,45252]",[],338,[],[446],[],[],1000,[],[],[],""
609,"triggered_curse_zone_hazard_explosion",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1041],[],[],1000,[],[],[],""
610,"triggered_hatching_elementals",[],[],[],[],"[""Default""]",[],[18079],[],338,[62],[1023],[],[],1000,[],[],[],""
611,"witch_hunter_mark","[2753,2753,2753,2753,2753]","[185,185,185,185,185]","[434,434,434,434,434]",[],"[""Default""]",[729],[18079],[],338,[],[856],[],[],1000,[],[],[],""
612,"the_flawed_edict",[3231],[],[],[],"[""Default""]",[],[18079],[],338,[],[1042],[],[],1000,[],[],[],""
613,"siphon_elements","[3232,3233,3234,3235,2001,2002,2003,2004]","[227,228,229,230]","[683,684,685,686]",[],"[""Default""]",[842],[18079],[],23402,[],[1044],[],[],1000,[],[],[],""
614,"charge_remnants","[3236,3237,3238]","[231,232,233]","[687,688,689]",[],"[""Default""]",[],[18079],[],23403,[],[],[],[],1000,[],[],[],""
615,"brute_warcry","[3239,3240,3246]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1045],[],[],1000,[],[],[],""
616,"frost_darts","[3242,3241]",[],[],[],"[""Default""]",[],"[18079,18079,25569]","[549,550]",338,[],[1046],[],"[""Default"",""Abyssal""]",1000,[],[],[],""
617,"apply_rimeshield",[3245],[],[],[],"[""Default""]",[],[18079],[],338,[],[1043],[],[],1000,[],[],[],""
618,"ravenous_swarm_attack",[],[],[482],[],"[""Default""]",[],[18079],[],338,[],[1047],[],[],1000,[],[],[],""
619,"encase_in_jade",[],[],[],[],"[""Default""]",[843],[18079],[],338,[],[868],[],[],1000,[],[],[],""
620,"projectile_arc","[3263,3264]",[],[699],[],"[""Default""]",[],"[18079,18079,35955]",[553],338,[],[1048],[],"[""Default"",""Darkshard""]",1000,[],[],[],""
621,"triggered_splinter_explosion",[3247],[],[],[],"[""Default""]",[],[18079],[],338,[],[932],[],[],1000,[],[],[],""
622,"create_void_illusion",[3248],[],[676],[],"[""Default""]",[],[18079],[],338,[],[688],[],[],1000,[],[],[],""
623,"grave_command",[],[203],[571],[],"[""Default""]","[766,767,768]",[18079],[],338,[],[1049],[],[],1000,[],[],[],""
624,"summon_undead_companion",[],[203],[],[],"[""Default""]","[776,777,767]",[18079],[],338,[],[1050],[],[],1000,[],[],[],""
625,"ice_tipped_arrows",[],[],"[702,703,701]",[],"[""Default""]",[],"[18079,18079,16922,14598]",[],338,[],[1034],[],"[""Default"",""Delirium"",""Aurora""]",1000,[],[],[],""
626,"shattering_concoction",[2802],[],[461],[],"[""Default""]",[],[18079],[60],338,[],[846],[],[],1000,[4],[],[],""
627,"explosive_concoction",[2803],[],[460],[],"[""Default""]",[],[18079],[60],338,[],[844],[],[],1000,[5],[],[],""
628,"fulminating_concoction",[2804],[],[462],[],"[""Default""]",[],[18079],[60],338,[],[845],[],[],1000,[6],[],[],""
629,"bleeding_concoction",[2801],[],[463],[],"[""Default""]",[],[18079],[60],338,[],[848],[],[],1000,[7],[],[],""
630,"acidic_concoction","[2805,2806]",[],[464],[],"[""Default""]",[],[18079],[60],338,[],[847],[],[],1000,[8],[],[],""
631,"meta_deadeye_marks",[],[],[],[],"[""Default""]","[847,848]",[18079],[],338,[],[921],[],[],1000,[],[],[],""
632,"abyssal_apparition",[],[],[],[],"[""Default""]",[],[18079],[],338,[63],[1051],[],[],1000,[],[],[],""
633,"triggered_detonate_dead_on_landing",[2476],[],[347],[],"[""Default""]",[],[18079],[],338,[],[1022],[],[],1000,[],[],[],""
634,"primal_avatar_quadrilla_slam","[3271,3272]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1053],[],[],1000,[],[],[],""
635,"wolf_pounce","[3276,3277]",[],[],[],"[""Default""]",[],"[18079,18079,44003]",[],338,[],[659],[],"[""Default"",""Blood Moon""]",1000,[],[],[],""
636,"ice_nova","[3282,3290]",[],[],[],"[""UNUSED"",""Water"",""Arctic"",""Rampage"",""Default"",""Illusionist"",""Celestial"",""Abyssal""]",[],"[64124,13109,59603,57275,18079,54759,27572,25569,18079,25569,4760]",[],338,[],[31],[],"[""Default"",""Abyssal"",""Obsidian""]",1000,[],[],[],""
637,"triggered_creeping_chill",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1054],[],[],1000,[],[],[],""
638,"mtx_severed_arm_slap",[],[],[719],[],"[""Default""]",[],[18079],[],338,[],[1056],[],[],1000,[],[],[],""
639,"briarpatch",[3302],[],[297],[],"[""Default""]",[],"[18079,18079,53887]",[],338,[],[1057],[],"[""Default"",""Centipede""]",1000,[],[],[],""
640,"ceaseless_rage",[],[],[299],[],"[""Default""]",[],[18079],[],338,[],[1058],[],[],1000,[],[],[],""
641,"wild_beast",[],[],[720],[],"[""Default""]",[],[18079],[],338,[],[1060],[],[],1000,[],[],[],""
642,"wild_beast_active",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1059],[],[],1000,[],[],[],""
643,"wolf_warcry_wolf",[],[],[],[],"[""Default""]",[],[18079],[],338,[54],[1061],[],[],1000,[],[],[],""
644,"fungal_terrain","[3305,3306]",[],[],"[107,108]","[""Default""]",[],[18079],[],338,[],[621],[],[],1000,[],[],[],""
645,"crushing_earth","[3307,3308]",[],[],[],"[""Default""]",[],[18079],[],338,[],[620],[],[],1000,[],[],[],""
646,"walking_calamity",[],[],[],[],"[""Default""]","[865,866,867]","[18079,18079,55033]",[],338,[],[1062],[],"[""Default"",""Forgemaster""]",1000,[],[],[],""
647,"walking_calamity_meteor","[3311,3312,3313,3314]",[],[],[],"[""Default""]",[],"[18079,18079,55033]",[],338,[],[1063],[],"[""Default"",""Forgemaster""]",1000,[],[],[],""
648,"fall_of_verisium",[],[],[],[],"[""Default""]","[865,866,867]","[18079,18079]",[],338,[],[1064],[],"[""Default""]",1000,[],[],[],""
649,"fall_of_verisium_meteor","[3319,3320,3321,3322]",[],[],[],"[""Default""]",[],"[18079,18079]",[],338,[],[1065],[],"[""Default""]",1000,[],[],[],""
650,"triggered_explosive_growth","[3323,3324]",[],[],[],"[""Default""]",[],"[18079,18079,38925,39541]",[],24739,[],[1071],[],"[""Default"",""Bestial"",""Stygian""]",1000,[],[],[],""
651,"triggered_fan_the_flames",[3329],[],[],[],"[""Default""]",[],[18079],[],338,[],[1072],[],[],1000,[],[],[],""
652,"triggered_deadly_current",[],[],[],[],"[""Default""]",[],[18079],[555],338,[],[1073],[],[],1000,[],[],[],""
653,"mirror_of_refraction",[],[],[],[112],"[""Default""]",[],[18079],[],338,[],[1074],[],[],1000,[9],[],[],""
654,"barkskin",[3439],[],[],[],"[""Default""]",[875],"[18079,18079,38925,39541,53887]",[],338,[],[1075],[],"[""Default"",""Bestial"",""Stygian"",""Centipede""]",1000,[],[],[],""
655,"plants_effects","[3330,3331]",[],[],[],"[""Default""]",[],"[18079,18079,38925,39541]",[],338,[],[],[],"[""Default"",""Bestial"",""Stygian""]",1000,[],[],[],""
656,"feral_invocation",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1076],[],[],1000,[],[],[],""
657,"unleash_the_elements_fire","[3336,3337]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1067],[],[],1000,[],[],[],""
658,"unleash_the_elements_cold","[3338,3339]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1068],[],[],1000,[],[],[],""
659,"unleash_the_elements_lightning","[3340,3341]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1069],[],[],1000,[],[],[],""
660,"mtx_afk_podium","[3342,3344]",[],[722],[],"[""Default""]",[],[18079],[],338,[],[1077],[],[],1000,[],[],[],""
661,"mtx_encase_in_crystal","[3345,3350,3355]",[],"[723,728,733]",[],"[""Default""]",[],[18079],[],338,[],[1078],[],[],1000,[],[],[],""
662,"molten_crash","[3361,3362,3363,3364,3365,3366,3360]",[],[],[59],"[""Default""]",[],[18079],[],338,[],[11],[],[],1000,[],[],[],""
663,"annihilation",[3370],[],[],[],"[""Default""]",[],[18079],[],338,[],[1080],[],[],1000,[],[],[],""
664,"dangerous_resolve","[3400,3401]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1082],[],[],1000,[],[],[],""
665,"triggered_spark_empower",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1084],[],[],1000,[],[],[],""
666,"bear_maul",[],[],[],[],"[""Default""]",[],"[18079,18079,55033]",[],338,[],"[649,650]",[],"[""Default"",""Forgemaster""]",1000,[],[],[],24537
667,"shattering_spite",[3437],[239],[],[],"[""Default""]",[],[18079],[],338,[],[911],[],[],1000,[],[],[],""
668,"righteous_descent","[2517,2518]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1090],[],[],1000,[],[],[],""
669,"wolf_lunar_blessing_beam_attack",[3122],[],[],[],"[""Default""]",[],[18079],[],338,[],[1086],[],[],1000,[],[],[],""
670,"revive_player",[3442],[],[],[],"[""Default"",""MtxPhoenixRed"",""MtxPhoenixGreen"",""MtxPhoenixBlue""]",[880],"[18079,4002,48573,47535,18079,4002,48573,47535]",[],24647,[],[],[],"[""Default"",""MtxPhoenixRed"",""MtxPhoenixGreen"",""MtxPhoenixBlue""]",1000,[],[],[],""
671,"mtx_stormborn_armour",[],[],"[758,762,766]",[],"[""Default"",""Frigid"",""Infernal"",""Thunderous"",""Chaotic""]",[],"[18079,8364,14094,58909,63903,18079,8364,14094,58909,63903]",[],24656,[],[],[],"[""Default"",""Frigid"",""Infernal"",""Thunderous"",""Chaotic""]",1000,[],[],[],""
672,"archon_of_chayula",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1088],[],[],1000,[],[],[],""
673,"tangmazu_raven_swarm",[3466],[],[],[],[],[],[],[],338,[],[963],[],[],1000,[],[],[],""
674,"ancient_gifts","[3470,3468,3469,3467]","[207,208,209]","[454,455,456]",[],"[""Default""]",[],[18079],[],338,[],[1089],[],[],1000,[],[],[],""
675,"starborn_onslaught","[3481,3482,3483,3484,3485,3486,3478,3479,3480,3487]",[241],[],[],"[""Default""]",[],[18079],[],338,[],[1091],[],[],1000,[],[],[],""
676,"triggered_lightning_detonate_dead","[3473,3475,3474]",[],[771],[],"[""Default""]",[],[18079],[],338,[],[1092],[],[],1000,[],[],[],""
677,"mist_raven_dive_bomb",[3438],[],[],[],"[""Default""]",[],[18079],[],338,[],[648],[],[],1000,[],[],[],""
678,"apply_tangmazu_swarm_aura",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1096],[],[],1000,[],[],[],""
679,"blinded",[],[],[],[],"[""Default""]",[895],"[18079,18079,25598]",[],8933,[],[],[],"[""Default"",""Sand""]",1000,[],[],[],""
680,"nightfall_soaring_midnight",[2597],[],[778],[],"[""Default""]",[],[18079],[556],338,[],[1097],[],[],1000,[],[],[],""
681,"nightfall_embrace_the_fall",[2596],[],[],[],[],[],[],[],338,[],[1098],[],[],1000,[],[],[],""
682,"support_hide_of_helbrym",[],[],[],[],"[""Default""]","[899,900]",[18079],[],25078,[],[],[8111],[],1000,[],[],[],""
683,"archon_of_chayula_tornado","[3476,3477]",[],"[774,775]",[],"[""Default""]",[],[18079],[],338,[],[1099],[],[],1000,[],[],[],""
684,"spirit_vessel",[],[],"[785,786,787]",[],"[""Default""]",[],[18079],[],338,[66],[1100],[],[],1000,[],[],[],""
685,"mtx_clone_trail_weapon_effect",[],[],[776],[],"[""Soulstunning"",""Mirage""]",[],"[51463,23091]",[],25229,[],[],[],[],1000,[],[],[],""
686,"azmerian_swarm",[],[],[],[],"[""Default""]",[],[18079],[],338,[67],[1093],[],[],1000,[],[],[],""
687,"midnight_star","[2233,2234]",[],[781],[48],"[""Default""]",[875],[18079],[],338,[],[1104],[],[],1000,[],[],[],""
688,"hazardous_holdout","[3488,3489]",[],[796],[],"[""Default""]",[],[18079],[],338,[],[749],[],[],1000,[],[],[],""
689,"harbinger_of_madness","[947,948]",[],[],[],[],[],[],[],338,[68],[1095],[],[],1000,[],[],[],""
690,"support_mothers_ward",[3496],[],[780],[],"[""Default""]",[903],[18079],[],25876,[],[],[8198],[],1000,[],[],[],""
691,"chaos_frog_explosion",[3497],[],[],[],"[""Default""]",[],[18079],[],338,[],[1106],[],[],1000,[],[],[],""
692,"treat_elemental_resistances_as_90",[],[],[782],[],[],[],[],[],338,[],[],[],[],1000,[],[],[],""
693,"concussive_runes",[3501],[],[],[],"[""Default""]",[],[18079],[],338,[],[1107],[],[],1000,[],[],[],""
694,"leylines","[3500,3499]",[],[],[120],"[""Default""]",[],[18079],[],338,[],[1108],[],[],1000,[],[],[],""
695,"frostflame_nova",[3507],[],"[794,795]",[],"[""Default""]",[908],[18079],[],338,[],[1109],[],[],1000,[],[],[],""
696,"hollow_shell",[3498],[],[],[],"[""Default""]",[905],[18079],[],338,[],[1110],[],[],1000,[],[],[],""
697,"triggered_rune_forged_blades",[3529],[],[],[],"[""Default""]",[],[18079],[557],338,[],[1112],[],[],1000,[],[],[],""
698,"powered_by_verisium",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1114],[],[],1000,[],[],[],""
699,"refutation",[3518],[],"[791,792]",[],"[""Default""]",[],[18079],[],338,[],[1115],[],[],1000,[],[],[],""
700,"triskelion_cascade",[3505],[],[],[],"[""Default""]",[],[18079],[],338,[],[1118],[],[],1000,[],[],[],""
701,"gelid_palm",[3506],[],[],[],"[""Default""]",[],[18079],[],338,[],[1036],[],[],1000,[],[],[],""
702,"skyfall","[3508,3509]",[],[],[],"[""Default""]",[],[18079],[],338,[69],[1121],[],[],0,[],[],[],""
703,"animus_exchange",[],[],[788],[],"[""Default""]",[907],[18079],[],338,[],[1123],[],[],1000,[],[],[],""
704,"bitter_dead","[3513,3514,3515,3516]",[],[789],[114],"[""Default""]",[],[18079],[],338,[70],[1124],[],[],1000,[],[],[],""
705,"detonate_living","[3517,3519]",[],[790],[],"[""Default""]",[],[18079],[],338,[],[1122],[],[],1000,[],[],[],""
706,"internecine_draw_reservation",[],[],[793],[],"[""Default""]",[],[18079],[],338,[],[1119],[],[],1000,[],[],[],""
707,"conductive_runes","[3520,3521,3522]",[],[],[115],"[""Default""]",[],[18079],[],338,[],[1132],[],[],1000,[],[],[],""
708,"fragments_of_the_past",[3523],[],[],[116],"[""Default""]",[],[18079],[532],338,[],[1131],[],[],1000,[],[],[],""
709,"ward_remnants",[3527],[243],[797],[],"[""Default""]",[909],[18079],[],338,[],[1129],[],[],1000,[],[],[],""
710,"eternal_march","[3548,3549]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1125],[],[],1000,[],[],[],""
711,"curse_repulsion","[3530,3531,3532,3533]",[],[],[],"[""Default""]",[906],"[18079,18079,0]",[],338,[],[1116],[],"[""Default""]",1000,[],[],[],""
712,"curse_repulsion_shockwave",[3504],[],[],[],"[""Default""]",[],[18079],[],338,[],[1117],[],[],1000,[],[],[],""
713,"triggered_morrigans_insight",[],[],[],[],"[""Default""]",[911],[18079],[],338,[],[1134],[],[],1000,[],[],[],""
714,"animus_splinters",[],[],"[677,678,679]",[],"[""Default""]",[],[18079],[],338,[],[1135],[],[],1000,[],[],[],""
715,"runic_reprieve",[3534],[],[],[],"[""Default""]",[],[18079],[],338,[],[1136],[],[],1000,[],[],[],""
716,"voltaic_barrier",[3540],[244],[],"[119,118]","[""Default""]",[],[18079],[],338,[],[1137],[],[],1000,[],[],[],""
717,"grim_pillars","[3535,3536,3537]",[],[],[117],"[""Default""]",[],[18079],[],338,[],[1126],[],[],1000,[],[],[],""
718,"triggered_fist_of_kalguur",[3538],[],[],[],"[""Default""]",[],[18079],[],338,[],[1113],[],[],1000,[],[],[],""
719,"triggered_fractured_self",[],[],[798],[],"[""Default""]",[],[18079],[],338,[],[1138],[],[],1000,[],[],[],""
720,"verisium_manifestation",[],[],[],[],"[""Default""]",[912],[18079],[],338,[71],"[1127,1128]",[],[],1000,[],[],[],""
721,"virtuous_barrier",[3541],[],[],[],"[""Default""]",[],[18079],[],338,[],[1105],[],[],1000,[],[],[],""
722,"explosive_transmutation","[3542,3543,3544,3545,3546]",[],[],[],"[""Default""]",[913],[18079],[],338,[],"[1139,1140]",[],[],1000,[],[],[],""
723,"wardbound_minions",[],[],[],[],"[""Default""]",[],[18079],[],338,[72],[1130],[],[],1000,[],[],[],""
724,"voltaic_barrier_triggered_chain_lighting",[],[245],[],[],"[""Default""]",[],[18079],[],338,[],[1141],[],[],1000,[11],[],[],""
725,"rain_of_blades",[],[],[],[],"[""Default""]",[],[18079],[],338,[],[1142],[],[],1000,[],[],[],""
726,"rain_of_blades_triggered_blade","[3550,3551,3552]",[],[],[],"[""Default""]",[],[18079],[],338,[],[1143],[],[],1000,[],[],[],""
727,"smash_to_smithereens",[3553],[],[],[],"[""Default""]",[],[18079],[],338,[],[1144],[],[],1000,[],[],[],""
