"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
54,"Metadata/Chests/Chest24",1,4,"Chest","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,563347456,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,33,0,0,-1811939328,33,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,33,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
55,"Metadata/Chests/Chest25",1,2,"Trunk","[""Metadata/Chests/Chests/Chest25.ao""]",1,10,571736064,0,-16908288,-16843010,-16843010,-16843010,65278,0,335544320,34,0,0,335544320,34,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,34,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
56,"Metadata/Chests/Chest26",1,2,"Chest","[""Metadata/Chests/Chests/Chest26.ao""]",1,10,580124672,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,34,0,0,-1811939328,34,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,34,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
57,"Metadata/Chests/MossyChest26",1,2,"Chest","[""Metadata/Chests/MossyChests/MossyChest26.ao""]",1,10,590479360,0,-16908288,-16843010,-16843010,-16843010,65278,0,838860800,35,0,0,838860800,35,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,35,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,1,1,1000,"",1
58,"Metadata/Chests/Chest27",1,4,"Chest","[""Metadata/Chests/Chests/Chest27.ao""]",1,10,598867968,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1308622848,35,0,0,-1308622848,35,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,35,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
59,"Metadata/Chests/TemplarChest01",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest01.ao""]",1,10,609878016,0,-16908288,-16843010,-16843010,-16843010,65278,0,1509949440,36,0,0,1509949440,36,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,36,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
60,"Metadata/Chests/TemplarChest02",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest02.ao""]",1,10,620888064,0,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,37,0,0,33554432,37,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,37,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
61,"Metadata/Chests/TemplarChest03",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]",1,10,631898112,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1442840576,37,0,0,-1442840576,37,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1442840576,37,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
62,"Metadata/Chests/TemplarChest04",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest04.ao""]",1,10,642908160,0,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,38,0,0,1375731712,38,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,38,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
63,"Metadata/Chests/TemplarChest05",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest05.ao""]",1,10,653918208,0,-16908288,-16843010,-16843010,-16843010,65278,0,-100663296,38,0,0,-100663296,38,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,38,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
64,"Metadata/Chests/TemplarChest06",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest06.ao""]",1,10,664928256,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,39,0,0,-1577058304,39,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,39,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
65,"Metadata/Chests/TemplarChest07",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest07.ao""]",1,10,675938304,0,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,40,0,0,1241513984,40,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,40,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
66,"Metadata/Chests/OssuaryChests/WallChest",1,7,"Sealed Remains","[""Metadata/Terrain/Theopolis/Ossuary/Feature/Ossuary_thickwall_Chest_straight_v01_01_chest_animation.ao""]",1,10,697434112,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,41,0,0,-1845493760,41,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,41,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
67,"Metadata/Chests/MudBones01",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones01.ao""]","",8,708706304,0,-16908288,-16843010,-16843010,-16843010,65278,0,1040187392,42,0,0,1040187392,42,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,42,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
68,"Metadata/Chests/MudBones02",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones02.ao""]","",8,718274560,0,-16908288,-16843010,-16843010,-16843010,65278,0,-805306368,42,0,0,-805306368,42,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,42,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
69,"Metadata/Chests/MudBones03",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones03.ao""]","",8,727842816,0,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,43,0,0,1644167168,43,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,43,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
70,"Metadata/Chests/TutorialSupportGemChest","",4,"Large Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,0,740818944,0,-16908288,-16843010,-16843010,-16843010,65278,0,671088640,44,0,0,671088640,44,117440512,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,44,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
71,"Metadata/Chests/QuestChests/SanctumTexts","",4,"[DNT-UNUSED] Templar Texts","[""Metadata/Chests/CisternSmugglerStash/SmuglerStash01.ao""]",1,0,757858304,0,112459776,0,0,0,0,0,738197504,45,0,0,738197504,45,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,45,-33554432,-16843010,-16843010,-16843010,754908926,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1
72,"Metadata/Chests/QuestChests/Una/Lutebox","",3,"Una's Lute Box","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,771096576,0,175702016,0,0,0,0,0,-167772160,45,0,0,-167772160,45,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,45,-33554432,-16843010,-16843010,-16843010,2097086206,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
73,"Metadata/Chests/QuestChests/Renly/Forgebox","",3,"Renly's Workshop Materials","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,781058048,0,176488448,0,0,0,0,0,-1912602624,46,0,0,-1912602624,46,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,46,-33554432,-16843010,-16843010,-16843010,754908926,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
74,"Metadata/Chests/QuestChests/MarakethMatriarch/TribalChest","",3,"[DNT-UNUSED] Tribal Crafting Materials","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,0,794558464,0,177668096,0,0,0,0,0,1543503872,47,0,0,1543503872,47,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1543503872,47,-33554432,-16843010,-16843010,-16843010,754908926,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1
75,"Metadata/Chests/QuestChests/IslandMap/IslandMapFragment01","",3,"[DNT-UNUSED] Skewered Sailor","[""Metadata/Chests/QuestChests/IslandMap/IslandMapFragment01.ao""]",1,4,814874624,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,48,0,0,-1845493760,48,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,48,-33554432,-16843010,-16843010,-16843010,1560215294,47,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
76,"Metadata/Chests/QuestChests/IslandMap/IslandMapFragment02","",3,"[DNT-UNUSED] Sailor's Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,826933248,0,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,49,0,0,1241513984,49,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,49,-33554432,-16843010,-16843010,-16843010,-1828782338,48,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
77,"Metadata/Chests/QuestChests/IslandMap/IslandMapFragment03","",3,"[DNT-UNUSED] Sailor's Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,835190784,0,-16908288,-16843010,-16843010,-16843010,65278,0,-939524096,49,0,0,-939524096,49,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,49,-33554432,-16843010,-16843010,-16843010,1258225406,49,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
78,"Metadata/Chests/QuestChests/IslandMap/IslandMapFragment04","",3,"[DNT-UNUSED] Sailor's Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,843448320,0,-16908288,-16843010,-16843010,-16843010,65278,0,1174405120,50,0,0,1174405120,50,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1174405120,50,-33554432,-16843010,-16843010,-16843010,-922812674,49,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",3,400,"",1
79,"Metadata/Chests/MapChest1","",4,"Scribe's Rack","[""Metadata/Chests/CisternSmugglerStash/SmuglerStash01.ao""]",1,10,849477632,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,50,0,0,-1577058304,50,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,50,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"","","",1,1000,"",1
80,"Metadata/Chests/ArmouryWarmongersStash",1,4,"Warmonger's Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,857735168,0,-16908288,-16843010,-16843010,-16843010,16842494,0,536870912,51,0,0,805306368,51,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,805306368,51,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,5000,"",1
81,"Metadata/Chests/StrongBoxes/MartialStrongbox",1,2,"Blacksmith's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,877527040,0,-16908288,-16843010,-16843010,-16843010,33685246,0,1308622848,52,16777216,0,1845493760,52,16777216,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,52,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
82,"Metadata/Chests/StrongBoxes/MartialStrongboxLow",1,2,"Blacksmith's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,892731392,0,-16908288,-16843010,-16843010,-16843010,33685246,0,905969664,53,16777216,0,1442840576,53,16777216,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,53,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
83,"Metadata/Chests/StrongBoxes/MartialStrongboxHigh",1,2,"Blacksmith's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,902955008,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-771751936,53,16777216,0,-234881024,53,16777216,0,0,0,1090519040,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,54,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
84,"Metadata/Chests/StrongBoxes/CasterStrongbox",1,2,"Arcane Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,914882560,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-2013265920,54,16777216,0,-1476395008,54,16777216,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,54,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
85,"Metadata/Chests/StrongBoxes/CasterStrongboxLow",1,2,"Arcane Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,924844032,0,-16908288,-16843010,-16843010,-16843010,33685246,0,536870912,55,16777216,0,1073741824,55,16777216,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,55,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
86,"Metadata/Chests/StrongBoxes/CasterStrongboxHigh",1,2,"Arcane Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,934936576,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1174405120,55,16777216,0,-637534208,55,16777216,0,0,0,1090519040,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,55,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
87,"Metadata/Chests/StrongBoxes/ArmourerStrongbox",1,2,"Armourer's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,947650560,0,-16908288,-16843010,-16843010,-16843010,33685246,0,2080374784,56,16777216,0,-1677721600,56,16777216,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1409286144,56,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
88,"Metadata/Chests/StrongBoxes/ArmourerStrongboxLow",1,2,"Armourer's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,957874176,0,-16908288,-16843010,-16843010,-16843010,33685246,0,402653184,57,16777216,0,939524096,57,16777216,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,57,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
89,"Metadata/Chests/StrongBoxes/ArmourerStrongboxHigh",1,2,"Armourer's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/ArmourerStrongbox01.ao""]","",50,968228864,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1241513984,57,16777216,0,-704643072,57,16777216,0,0,0,1090519040,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,57,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
90,"Metadata/Chests/StrongBoxes/JewellerStrongbox",1,2,"Jeweller's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",25,989593600,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-67108864,58,16777216,0,469762048,59,0,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,59,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,2500,"",1
91,"Metadata/Chests/StrongBoxes/JewellerStrongboxLow",1,2,"Jeweller's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",25,999817216,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1744830464,59,16777216,0,-1207959552,59,0,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,59,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,2500,"",1
92,"Metadata/Chests/StrongBoxes/JewellerStrongboxHigh",1,2,"Jeweller's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",25,1010171904,0,-16908288,-16843010,-16843010,-16843010,33685246,0,905969664,60,16777216,0,1442840576,60,0,0,0,0,1090519040,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,60,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,2500,"",1
93,"Metadata/Chests/StrongBoxes/ResearchStrongbox",1,2,"Researcher's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",50,1023148032,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-67108864,60,16777216,0,469762048,61,0,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,61,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
94,"Metadata/Chests/StrongBoxes/ResearchStrongboxLow",1,2,"Researcher's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",50,1033371648,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1744830464,61,16777216,0,-1207959552,61,0,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,61,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
95,"Metadata/Chests/StrongBoxes/ResearchStrongboxHigh",1,2,"Researcher's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",50,1043726336,0,-16908288,-16843010,-16843010,-16843010,33685246,0,905969664,62,16777216,0,1442840576,62,0,0,0,0,1090519040,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,62,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,5000,"",1
96,"Metadata/Chests/StrongBoxes/MapStrongbox",1,2,"Cartographer's Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BasicStrongbox01.ao""]","",25,1056309248,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-167772160,62,16777216,0,369098752,63,0,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,63,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,2500,"",1
97,"Metadata/Chests/StrongBoxes/LargeStrongbox",1,2,"Large Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BlacksmithBox01.ao""]","",100,1076494336,0,-16908288,-16843010,-16843010,-16843010,33685246,0,704643072,64,0,0,1241513984,64,0,0,0,0,754974720,-8192,0,1073741824,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,64,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,10000,"",1
98,"Metadata/Chests/StrongBoxes/LargeStrongboxLow",1,2,"Large Strongbox","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/BlacksmithBox01.ao""]","",100,1085276160,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1342177280,64,0,0,-805306368,64,0,0,0,0,0,-8192,0,738197504,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,64,-33554432,-16843010,-16843010,-16843010,2130640638,52,0,"",[],"",-45,45,"","","","","",[],1,[],"","","",3,10000,"",1
