"rownum","i32","i32","MiscAnimated","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","[rid]","bool","i32","i32","i32","i32","i32","bool","string","bool","i32","bool","i32","i32","bool","i32","[string]","string","[i32]","string","string","i32","bool","[i32]","bool","i32","bool","rid","bool"
180,54672,0,[7283],200,1,4,18,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( cenobite_leash_healing, 3, 300, 180 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
181,54818,0,[],0,1,4,18,0,1,13,13,0,1,[],"",1,0,2,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/Cenobite/CenobiteSwarmUgly/CenobiteSwarm""]","triggerer.SetStateTo( mushroom, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
182,55034,0,[7679],0,1,5,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","HealPercent(15);",1,2,"",5,1,"",3,[],"triggerer.SetCorpseUsable( false );  triggerer.Delete();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",0,""
183,55214,0,[],440,2,3,50,0,1,6,3,100,1,[],"",1,0,2,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/GullGoliath/objects/slam_spikes""]"," triggerer.SetStateTo( explode, 1 ); ","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",110,"",70,""
184,55414,0,[7296],1000,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,[],"triggerer.IfExists(revive_group_radius, { Revive(); DoAction( Revive ); AddBuff( monster_no_drops_buff, infinity, 1 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",100,"",0,""
185,55692,0,[],300,1,2,100,0,"",13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion1"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion2"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion3"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion4"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion5"",""Metadata/Monsters/LeagueAffliction/JourneyEndAfflictionMinion6""]","triggerer.KillSelfNoDrops();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",33,"",0,""
186,56580,0,[7343],450,1,2,150,0,"",13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BogZombie/BogZombieEmitter""]","Roll(1, 3, {triggerer.Call( zomb ); triggerer.shaman = this;});","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",10,"",[],"",50,"",0,""
187,56838,0,[],650,2,4,70,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLine"",""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineStart"",""Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineEnd""]","triggerer.SetStateTo(explode, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",140,""
188,57326,0,[],500,1,3,80,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWall.ots""]","","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",66,"",0,""
189,57464,0,[],500,1,3,60,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( karui_horn_buff, 4, 10 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",66,"",0,""
190,57568,0,[],0,1,4,5,0,1,13,13,0,1,[],"",1,0,5,0,0,"","",1,2,"",5,2,"",3,"[""Metadata/Monsters/ParasiteMonsters/MantaRayParasiteDead"",""Metadata/Monsters/ParasiteMonsters/OctopusParasiteDead"",""Metadata/Monsters/ParasiteMonsters/TurtleParasiteDead"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasiteDead"",""Metadata/Monsters/ParasiteMonsters/MantaRayParasite"",""Metadata/Monsters/ParasiteMonsters/OctopusParasite"",""Metadata/Monsters/ParasiteMonsters/TurtleParasite__"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasite""]","corpse.SetCorpseUsable( false ); corpse.ChangeStance(default); corpse.Revive();  corpse.DoAction(Revive); corpse.SetStateTo(claimed, 0); Delete();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",0,""
191,58816,0,[],1000,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/ParasiteMonsters/MantaRayParasite"",""Metadata/Monsters/ParasiteMonsters/OctopusParasite"",""Metadata/Monsters/ParasiteMonsters/TurtleParasite__"",""Metadata/Monsters/ParasiteMonsters/AngerfishParasite"",""Metadata/Monsters/ParasiteMonsters/ParasiteMonster01"",""Metadata/Monsters/ParasiteMonsters/ParasiteMonster02""]","Shuffle( shield_array ); triggerer.shield_section = GetVariablesFromGroup( this.shield_array, 1, Order ); this.shield_array = GetVariablesFromGroup( shield_array, 1, RemoveFirst ); triggerer.Call( host_boss_protect, this );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",10,1,[4391028],"",0,"",0,""
192,59542,0,[],0,1,4,23,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( hag_curse_debuff, 10 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
193,59642,0,[],0,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_smite_lightning_and_undead_damage, 6, 25, 50 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
194,59806,0,[7714],0,1,3,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( monster_energy_shield_warcry, 6, 1, 30 ); triggerer.AddBuff(monster_energy_shield_warcry_recharge, 0.2, 30000);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
195,60098,0,[7721],400,1,4,19,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.RemoveBuff( ignited ); triggerer.RemoveBuff( chilled ); triggerer.RemoveBuff( frozen ); triggerer.RemoveBuff( shocked ); triggerer.AddBuff( twilight_order_holy_heal, 3, 300, 180 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",50,"",0,""
196,60510,0,[7718],200,1,3,30,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldier""]","triggerer.AddBuff( twilight_soldier_frozen_shield, 10, -50 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
197,60796,0,[],0,1,4,35,0,1,13,13,0,"",[],"",3,0,7,0,0,"","","",2,"",5,1,"",1,[],"TriggerSkill( EDSBloodClanCasterWave, triggerer, origin_override: target );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",0,""
198,60962,0,[],0,1,4,3,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/RootedGuys/RootedGuy01/RootedGuy1____"",""Metadata/Monsters/RootedGuys/RootedGuy02/RootedGuy2"",""Metadata/Monsters/RootedGuys/RootedGuy03/RootedGuy3"",""Metadata/Monsters/RootedGuys/RootedGuy04/RootedGuy4"",""Metadata/Monsters/RootedGuys/Cocoons2/Cocoons2__""]","Revive(); DoAction( Revive ); AddBuff( monster_no_drops_buff, infinity, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,"",[],"",0,"",0,""
199,61702,0,[7750],600,1,4,25,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/RootedGuys/RootedGuy01/RootedGuy1____"",""Metadata/Monsters/RootedGuys/RootedGuy02/RootedGuy2"",""Metadata/Monsters/RootedGuys/RootedGuy03/RootedGuy3"",""Metadata/Monsters/RootedGuys/RootedGuy04/RootedGuy4"",""Metadata/Monsters/RootedGuys/Cocoons2/Cocoons2__""]","TriggerSkill( TBRootedRevive, triggerer );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",14,1,[4391028],"",100,"",0,""
200,61858,0,[],0,1,4,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",3,"[""Metadata/Monsters/PrimordialMonsters/PrimordialMothMonster"",""Metadata/Monsters/PrimordialMonsters/PrimordialHound"",""Metadata/Monsters/PrimordialMonsters/PrimordialMonster3""]","triggerer.If( Not( VariableExists( drained_as ) ),(){\tMakeBeam( PrimordialMothCorpseDrainBeam, this, FollowTo|FollowFrom, 6, 24 );\ttriggerer.drained_as = 1;AddNamedDelay( DrainedCorpse, 1.0, { AddBuff( primordial_moth_corpse_desaturation_effect, infinity ); } );\tMakeVariableSerialised( drained_as );} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",5,1,[4391028],"",0,"",0,""
201,62848,0,[],0,1,4,10,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/VaalBossStatue/Objects/VaalStatueBossWallLasers"",""Metadata/Monsters/VaalBossStatue/Objects/VaalStatueBossWallLasersSTANDALONE""]","this.beam_target = triggerer; triggerer.CopyState( laser_repeats, owner ); triggerer.CopyState( disco_repeats, owner ); triggerer.SetStateTo( do_a_laser, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
202,63484,0,[],0,1,4,5,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/TheScientist4/ScientistIceWall""]","TriggerSkill( GAScientist4IceWallShatter, slamlocation, NoFlags, 0, 100, triggerer ); triggerer.KillSelfNoDrops(); triggerer.ChangeStance(stance3);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
203,63902,0,[],0,2,3,16,0,1,3,10,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,1,"",1,[],"triggerer.BlindForDuration( this, 4 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",50,""
204,63994,0,[],0,1,5,15,0,1,13,13,0,1,[],"",1,0,7,0,0,"","Call(spawn_fireflies);",1,2,"",5,1,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",0,""
205,64054,0,[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",4,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","triggerer.boss_shaman = this;DelayRandom( 0.03, 0.3, {triggerer.SetStateTo(det_dead, 1);} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",30,""
206,64798,0,[7891],250,1,3,41,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,2,"",3,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( det_dead, 1 );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
207,65202,0,[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( vol_dead, 1 );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",3,1,[4391028],"",0,"",30,""
208,65590,0,[],0,1,2,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","triggerer.SetStateTo( explode, 2 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",0,"",0,""
209,65692,0,[],0,2,3,50,0,1,6,2,100,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/BogBodies/BogCorpseUnarmed"",""Metadata/Monsters/BogBodies/BogCorpseOneHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseTwoHandAxe"",""Metadata/Monsters/BogBodies/BogCorpseOffensiveSummon"",""Metadata/Monsters/BogBodies/BogCorpseDefensiveSummon""]","\t\ttriggerer.If( Or( GetState( vol_dead ) == 0, GetState( det_dead ) == 0 ), ()\r\n\t\t{\r\n\t\t\ttriggerer.boss_shaman = this;\r\n\t\t\ttriggerer.SetStateTo( vol_dead, 1 );\r\n\t\t} );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",1,1,[4391028],"",0,"",30,""
210,65744,0,[],0,1,2,256,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,1,4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall"",""Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick""]","triggerer.If( TypeContains( \""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy\"" ), { SetStateTo( burning, 2 ); }, { SetStateTo( explode, 4 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
211,66076,0,[],0,2,2,120,0,1,4,2,0,"",[],"",1,0,2,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/IgnagdukBogWitch/objects/Effigy""]","triggerer.beam = triggerer.MakeBeam( IgnagdukDoubleFireboltBeam, this, FollowFrom|FollowTo, face_beam, gather_left_02 ); triggerer.beam.SetCurrentAnimationSpeed( this.GetCurrentAnimationSpeed() ); triggerer.SetStateTo( burnin, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",2,"",[],"",0,"",135,""
212,66562,0,[],0,1,5,0,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Projectiles/DeceleratingProjectileSerpentClanBossIdleForImpact""]","","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","triggerer.PlayAnimation(impact);",0,1,[4391028],"",0,"",0,""
213,66796,0,[],0,1,2,40,0,1,13,13,0,1,[],"",1,0,2,0,0,"","",1,2,"",5,2,"",2,"[""Metadata/Monsters/SkeletonSnake/SkeletonSnakeSerpentCasterMinion""]","triggerer.MakeBeam( SerpentCasterBossBoneBarrierBeam, snake_boss, Flip|FollowFrom|FollowTo|SerialiseAnimationProgress|NoDeleteOnSleep, 0, 4 );\r\ntriggerer.Delay(1.5, {Delete();});\r\nsnake_boss.SetStateTo( bone_armour, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","triggerer.AddEffectPack('Metadata/Effects/Spells/monsters_effects/Act2_FOUR/SerpentClanBoss/epk/skeletonSnake/snake_fade.epk');",0,1,[4391028],"",0,"",0,""
214,67650,0,[],1000,1,2,150,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker""]","triggerer.SetStateTo( activated, 1 );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,"",[],"",50,"",0,""
215,67670,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","Delay( 0.034, { triggerer.If( GetCurrentMoveSpeed() > 0, (){ Accelerate(); } ); } );",0,1,[4391028],"",0,"",0,""
216,67854,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/PrisonerBoss/PrisonerBossIceCrystal_""]","TriggerSkill( GSPrisonerBossIceCrystalExplode, triggerer ); triggerer.KillSelfNoDrops();","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
217,68166,0,[],0,1,2,0,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,4,"",4,"[""Metadata/Monsters/PrisonerBoss/PrisonerBossIceWall""]","triggerer.PlayEffect( DischargeCold ); triggerer.If( GetState( kill_me ) == 1, (){ PlayEffect( DischargeFire ); StartStateTimer( end, 0.0, 0.05 ); } );","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
218,68596,0,[],0,3,2,25,10,1,6,13,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act4/4_3_2/Objects/StalagmiteBreakable""]","triggerer.SetStateTo(shatter, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
219,68816,0,[],0,3,2,25,10,1,6,13,100,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Gallows/Act4/4_3_2/Objects/StalagmiteBreakable""]","triggerer.SetStateTo(shatter, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",0,"",0,""
220,68836,0,[7344],0,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",5,4,"",4,"[""Metadata/Monsters/BogZombie/BogZombieEmitter""]","Roll(1, 3, {triggerer.Call( zomb ); triggerer.shaman = this;});","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",10,1,[4391028],"",0,"",0,""
221,68872,0,[],250,3,3,30,10,1,4,3,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act4/4_7/Objects/DestructableNest""]","triggerer.SetStateTo( destroyed, 1);","[0,7471220,6750313,6619239,6619250,3014770,5046341,2621520,3014706,2687029,59,3276800,0,6619213,6357108,6357092,6357108,5046319,7209071,7602291,7471205,3080307,6619212,6750305,6619253,6619204,7733356,3080293,6881347,7929972]","","",0,1,[4391028],"",33,"",0,""
