"rownum","Id","HASH16","Text"
248,"UniqueBootsDex5",49892,"\""Death can be outrun with these, but beware!\r\nIn running from death, you may forget to live.\""\r\n- Icius Perandus, Antiquities Collection, Item 202"
249,"UniqueBootsStrDex3",22668,"\""A lick of shadow may ease \r\nthe petty frictions of one's life.\""\r\n- Inquisitor Maligaro"
250,"UniqueBootsDexInt2",6172,"\""Bored gods won't give you any favours.\""\r\n- Maraketh proverb"
251,"UniqueTwoHandAxe5",32010,"Bargg Wurmkin once severed the heads \r\nof seven men in a single cleave."
252,"UniqueTwoHandMace7",58077,"\""The finest prosperity grows from the direst\r\ncarnage. Such is the nature of progress.\""\r\n- Doryani of the Vaal"
253,"UniqueTwoHandSword5",35418,"Heavy as guilt.\r\nBeautiful as temptation.\r\nPainful as betrayal."
254,"UniqueDagger5",48634,"Maligaro considered his work an Art, \r\nand his subjects his canvas."
255,"UniqueDagger6",36464,"A fang of hellfire, chip of frost,\r\nLightning flickers, blade embossed.\r\nWith dagger clenched, into the fray!\r\nOr draw it out, and cast away."
256,"UniqueRapier3",12655,"Galla had an answer to everything."
257,"UniqueSceptre4",11609,"\""We Ezomytes made promises that this \r\nEternal God would have us break.\"" \r\n- Thane Rigwald"
258,"UniqueSceptre5",10556,"Beneath the blue,\r\nThe stillness permits\r\nThe drowned dead\r\nTo regret their choices."
259,"UniqueBow10",55032,"The eldritch storm descended upon us, and bruised lightning\r\nrained down. Metal withered and flesh melted before its\r\narcane power. There was no escape, no shelter. Only despair."
260,"UniqueFlask2",31606,"Doedre Darktongue knew the Way of the Thaumaturge.\r\nIn order to receive, one must give... without hesitation."
261,"UniqueAmulet17",17483,"\""Marylene stroked the medallion at her breast \r\nbefore every duel and every cast of the die.\"" \r\n- Victario, the People's Poet"
262,"TestUniqueRing1",31951,"\""When one stares into the depth of the flavour text\r\nfile, one will gain no knowledge, only an addiction\r\nto speculation.\"" - Maligaro, Grand Trolllord"
263,"UniqueBodyDex7",59088,"\""I carry neither food nor drink. I rely on the charity\r\nof my fellow wayfarers. Dead men are generous men.\""\r\n- Taruk of the Wildmen"
264,"UniqueTwoHandSword6",17341,"Give yourself to the flames and your name\r\nwill burn in the minds of men forever."
265,"UniqueTwoHandSword6x",13120,"\""Ice and flame antagonized in the essence of a prototype.\r\nWhat once burned now chills the soul.\"" \r\n- Researcher Arn"
266,"UniqueClaw7",57725,"Tread lightly, lest their vigil find you.\r\nSpeak softly, lest their reason fend you.\r\nCut gently, lest their spirit haunt you."
267,"UniqueOneHandSword5",45059,"\""A raging Solaris seared and contorted the orb's surface. \r\nA despairing Lunaris filled the scars with her tears. \r\nYet Viridi remained, trapped within, forever more.\""\r\n - Azmerian Creation Myth"
268,"UniqueBodyStrDex3",19310,"\""When your back is against the wall,\r\nAnd your opponent is bleeding you dry,\r\nThere is only one appropriate response:\r\nUnbridled, overwhelming violence.\""\r\n- Daresso, the Sword King"
269,"UniqueShieldStrInt6",45135,"\""Let the evil ones deliver their fiery darts.\r\nThis time I've put my faith in steel.\""\r\n - Commander Santoni of the Damned Brotherhood"
270,"UniqueRing16",64588,"Ming slew Tranquillity\r\nTook Chaos for his wife\r\nAnd on Her immortal finger\r\nHe placed his Heart"
271,"UniqueBodyStrDex2",42605,"\""There's nothing like imminent death\r\nto galvanize one's purpose in life.\""\r\n- Malachai the Soulless."
272,"UniqueRing17",11472,"The Empress gave Romira two sons\r\nBorn of his brother's seed\r\nRomira threw her a banquet\r\nA perfidious meal indeed."
273,"UniqueOneHandAxe2",42465,"Born of love, forged in blood\r\nHe burned as a torch in the blackest night\r\nShe shone as ice in the winter sun\r\nProudly, fiercely\r\nAt their mother's side, forever."
274,"UniqueBelt6",35251,"The sun's fury, trapped\r\nin pillars of blazing light,\r\nExplodes from its cage."
275,"UniqueBootsDex6",8799,"Anticipation, preparation, exhilaration, celebration."
276,"UniqueRing18",49628,"\""From Frost's ice-bound pass\r\nBerek taunted and jeered\r\nUntil furious Flame scaled the mountain\r\nBerek escaped through the thaw\r\nAnd Frost's tortured moans.\""\r\n- Berek and the Untamed"
277,"UniqueRing19",13530,"\""Berek hid from Storm's lightning wrath\r\nIn the embrace of oblivious Frost\r\nRepelled by ice, blinded by blizzards\r\nStorm raged in vain\r\nWhile Berek slept.\""\r\n- Berek and the Untamed"
278,"UniqueRing20",26559,"\""With Flame licking at his heels\r\nBerek berated the clouds\r\nUntil vengeful Storm spewed forth his rains\r\nAnd Berek held on tight\r\nAs Fire screamed and steamed\r\nAnd fled.\""\r\n- Berek and the Untamed"
279,"UniqueRing21",20937,"\""Moon after moon did Berek make fools\r\nOf the great and Untamed Three\r\nUntil malice for a Brother\r\nSlew the hatred of the Other\r\nAnd Berek did hunt\r\nAlone and free.\""\r\n- Berek and the Untamed"
280,"UniqueFlask3",51345,"\""Kaom fought and killed for his people.\r\nKaom bled for his people.\r\nAnd so the people gave, the people bled,\r\nSo their King might go on.\""\r\n- Lavianga, Advisor to Kaom"
281,"UniqueFlask4",2301,"\""When the Ancestors fill your cup,\r\nIt is only good manners to drink your fill.\""\r\n- Lavianga, Advisor to Kaom"
282,"UniqueFlask4x",59015,"\""An intriguing paradox.\"""
283,"UniqueHelmetDexInt3",18135,"\""It is the Gull that delivers Man unto Ancestor.\r\nThe consumer of our flesh. The seeder of our\r\nsouls unto the earth. We give the Gull his life.\r\nThe Gull gives us our Way.\""\r\n- Lavianga, Advisor to Kaom"
284,"UniqueBelt7",31790,"\""A man's soul rules from a cavern of bone, learns and\r\njudges through flesh-born windows. The heart is meat.\r\nThe head is where the Man is.\""\r\n- Lavianga, Advisor to Kaom"
285,"UniqueBelt7x",5438,"\""A type Delta test subject escaped with Prototype #18. He was last seen\r\nten times the height of a man and crashing straight through walls.\"""
286,"UniqueBelt8",59142,"\""She begged the Earth to spare her Son;\r\nOut of love the Earth agreed.\r\nTo the other Elements she did not speak\r\nAnd out of spite They plotted.\""\r\n- Berek and the Untamed"
287,"UniqueBodyDexInt2",14836,"When the throat roars,\r\nAs eyes weep,\r\nWhen the hand grips hard\r\nWith trembling fingers,\r\nWhen belly twists\r\nYet legs stand strong,\r\nThat is the work\r\nOf the Defiant Heart."
288,"UniqueDescentDagger1",35485,"Into darkness, horror, madness...\r\nSo goes the descent."
289,"UniqueDescentWand1",62812,"Into darkness, horror, madness...\r\nSo goes the descent."
290,"UniqueDescentShield1",40572,"Into darkness, horror, madness...\r\nSo goes the descent."
291,"UniqueDescentOneHandAxe1",20419,"Into darkness, horror, madness...\r\nSo goes the descent."
292,"UniqueDescentOneHandMace1",36019,"Into darkness, horror, madness...\r\nSo goes the descent."
293,"UniqueDescentTwoHandSword1",18532,"Into darkness, horror, madness...\r\nSo goes the descent."
294,"UniqueDescentStaff1",44101,"Into darkness, horror, madness...\r\nSo goes the descent."
295,"UniqueDescentBow1",16562,"Into darkness, horror, madness...\r\nSo goes the descent."
296,"UniqueDescentHelmet1",1877,"Into darkness, horror, madness...\r\nSo goes the descent."
297,"UniqueDescentBelt1",58906,"Into darkness, horror, madness...\r\nSo goes the descent."
298,"UniqueDescentQuiver1",33648,"Into darkness, horror, madness...\r\nSo goes the descent."
299,"UniqueWand4",33708,"From the smallest seeds\r\nTo the tallest redwoods,\r\nLife endures in Wraeclast."
300,"UniqueSceptre6",52795,"My Iron heart will beat when yours is rust. \r\nI take your Strength, your power, your lust. \r\nBy Iron Will alone I set my mind in motion.\r\nThrough endless storms of fervent devotion."
301,"UniqueGlovesDemigods1",636,"Though the battle has been long,\r\nVictory is at hand."
302,"UniqueBootsStrDex4",57280,"The cursed ghosts march forever,\r\nOn their hopeless last endeavour."
303,"UniqueMap13",34844,"So the raiders danced,\r\nleading their foe ever west,\r\ntowards certain death."
304,"UniqueMap14",55431,"A cool map, for a cool guy."
305,"UniqueBodyStr4",17931,"Give me neither havens nor solace;\r\nThey are for the weak and frightened.\r\nInstead, light the path to greatness,\r\nSo that I may begin my bright pursuit."
306,"UniqueShieldDex4",18711,"An eye for an eye. A curse for a curse."
307,"UniqueShieldInt3",44421,"The last thing Arimagius heard was the\r\njester's mocking bells in the distance."
308,"UniqueShieldStrDex2",61929,"Doomed to plunder forever."
309,"UniqueShieldStrInt7",22560,"What is below is like what is above,\r\nand what is above is like what is below,\r\nto accomplish the miracles of one thing."
310,"UniqueGlovesDex3",909,"The fury of the forge determines\r\nthe ferocity of the metal."
311,"UniqueDagger7",7711,"Unnatural Origins, unnatural benefits, unnatural cost."
312,"UniqueOneHandAxe3",11512,"The eagle knows nothing\r\nbut the scream and the strike."
313,"UniqueOneHandAxe4",5478,"Kill us with kindness, cut us with care."
314,"UniqueOneHandMace2",26841,"Old Bartek still stands, but is courteously \r\nbowing to the might of time."
315,"UniqueWand5",40734,"And the thunder rumbled on and on."
316,"UniqueStaff4",55444,"You've no reason for fear when you're a root in a fen\r\n- Old Ezomyte saying."
317,"UniqueStaff4x",1135,"\""Attempt #306: The power I can sense in this ancient branch\r\nstill eludes me. Perhaps if I attach some string and a hook...\"""
318,"UniqueDagger8",44505,"Calling it poison would imply\r\nthat it was even edible."
319,"UniqueHelmetStrInt4",3016,"The seeds of greatness are planted in darkness,\r\nWatered by suffering,\r\nTended by desperation,\r\nAnd bloom steel flowers of victory."
320,"UniqueHelmetStrInt4x",21143,"\""Prototype #722 might look like a helmet, but I believe it to be something else\r\nentirely. The visions it shows the wearer... are beyond mortal endurance...\"""
321,"UniqueFishingRod1",64656,"Give a man a fish, and you can feed him for a day.\r\nBut give a fish a man, and you can feed it for a month."
322,"UniqueHelmetDexInt4",52634,"\""The ice seared his naked feet\r\nAs the lightning stilled his heart,\r\nBut it was the flames upon his lover's face\r\nThat roused him to vengeance.\""\r\n- From 'The Three Dragons' by Victario of Sarn"
323,"UniqueGlovesStrInt1",1270,"Captivity breeds creativity."
324,"UniqueOneHandMace3",28166,"Look the storm in the eye and you will have its respect."
325,"UniqueStaff5",48856,"The whispers of the dead\r\nCarry wisdom for the living,\r\nIf you are willing to give your life\r\nTo listen."
326,"UniqueGlovesDexInt5",29890,"\""As the serpent shuns thought,\r\nIt shuns fear.\r\nIt strikes with the speed of wrath\r\nAnd the skill of compulsion.\""\r\n- Deshret, The Red Sekhema"
327,"UniqueBootsStrInt2",28029,"Alberon walked among the accursed,\r\nand they welcomed him."
328,"UniqueBootsStrInt2x",33290,"\""Starving test subject became completely incapable of exerting force.\r\nHowever, after being fed, he began to poison everything he touched...\"""
329,"UniqueHelmetStrDex5",62681,"All that was left of the Iron King was his bleached skull.\r\nYet it was all the Iron King needed."
330,"UniqueRing23",18264,"The darker the eye, the more diligent the watched."
331,"UniqueRing23x",55099,"\""So close, yet frustratingly distinct. Something more is going on here...\"""
332,"UniqueGlovesStrDex4",40577,"\""The gems are strangely human at times.\r\nThey simply love to be held.\""\r\n- Doryani, First Seer to the Queen"
333,"UniqueQuiver3",37992,"\""Why waste such a fine arrow on just one man?\"" \r\n- Kiravi, Vaal Archer"
334,"UniqueQuiver4",53605,"\""It's a rare man that has eyes in the back of his head.\""\r\n- Kiravi, Vaal Archer"
335,"UniqueStaff6_",38697,"\""To shake a hand is to double your power.\""\r\n- Jaetai, Queen's Advisor"
336,"UniqueBootsDex7",23147,"\""Those who dance are considered insane \r\nby those who cannot hear the music.\""\r\n- Atziri, Queen of the Vaal"
337,"UniqueBelt9",51185,"\""You can invite them but you can never be \r\nsure who will come knocking.\""\r\n- Doryani, Queen's Thaumaturgist"
338,"UniqueFlask5",53881,"\""Death needs not your understanding. It needs only your loyalty.\"" \r\n- Atziri, Queen of the Vaal"
339,"UniqueGlovesStr3",22077,"\""The heart is the herald. \r\nIt will tell me when it is best to strike.\""\r\n- Atziri, Queen of the Vaal"
340,"UniqueGlovesStr3x",32190,"\""One of our researchers cut himself on Prototype #2,\r\nand he has not stopped screaming for months...\"""
341,"UniqueBodyStrDexInt1",26874,"\""When you have nothing to hide,\r\nyou have nothing to fear.\""\r\n- Atziri, Queen of the Vaal"
342,"UniqueHelmetDexInt5",41964,"\""A queen should be seen, admired, but never touched.\""\r\n- Atziri, Queen of the Vaal"
343,"UniqueTwoHandAxe7",61579,"\""I do not believe in disguising my disappointment.\""\r\n- Atziri, Queen of the Vaal"
344,"UniqueBodyInt9",45692,"Reap what others have sown\r\nMuster them from their graves\r\nParade them for your pleasure\r\nZealots in mortis enslaved"
345,"AtziriFragment1_1",63270,"Look to our Queen, for she will lead us into the light."
346,"AtziriFragment1_2",57651,"Only those who aspire can dare to hope."
347,"AtziriFragment1_3",48209,"The light without pales in comparison to the light within."
348,"AtziriFragment1_4",58228,"The Vaal shall never fear the setting of our sun."
349,"AtziriFragment2_1",28743,"We are but dogs, howling at an uncaring moon."
350,"AtziriFragment2_2",21645,"Look to our Queen, for she will lead us from the darkness."
351,"AtziriFragment2_3",51223,"It is only the blind who can live in darkness."
352,"AtziriFragment2_4",27240,"When we prostrate ourselves to the night, we worship mortality."
353,"ProphecyFragment1",40247,"Mouth of the Masses, whose greatness spreads by our breath and touch,\r\nwho feeds the starving with the starved, the strong with the weak."
354,"ProphecyFragment2",43496,"Lord of the Wild, of the feral and frenzied,\r\nof the uncivilized, the untamed, the untouched."
355,"ProphecyFragment3",3721,"The Infinite Mind, unbound by the tethers of sanity,\r\nwhose thirst for knowledge is all-consuming,\r\nwhose every word stands our hair on end."
356,"ProphecyFragment4_",25859,"She of Many Bodies, whose very flesh unites all,\r\nwhose dark whispers draw forth our souls, unfettered."
357,"ShaperFragment1",56546,"Enter the crucible. The nexus of\r\nnothingness and equilibrium of eternity."
358,"ShaperFragment2",25999,"Enter the crucible. The nexus of\r\nnothingness and equilibrium of eternity."
359,"ShaperFragment3",52766,"Enter the crucible. The nexus of\r\nnothingness and equilibrium of eternity."
360,"ShaperFragment4",11561,"Enter the crucible. The nexus of\r\nnothingness and equilibrium of eternity."
361,"ElderFragment1",31828,"Freedom is won, not given."
