"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid","[string]","i32","i32","bool","bool"
28,7542,"[""Metadata/Terrain/Doodads/Encampment/cart_destroyed_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/cart_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
29,7543,"[""Metadata/Terrain/Doodads/Encampment/firewood_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
30,7544,"[""Metadata/Terrain/Doodads/Encampment/fishstand_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/fishstand_v02_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[23],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
31,7545,"[""Metadata/Terrain/Doodads/Encampment/palisade_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_02.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_03.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_04.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_05.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
32,7546,"[""Metadata/Terrain/Doodads/Encampment/pot_02.ao"",""Metadata/Terrain/Doodads/Encampment/pot_03.ao"",""Metadata/Terrain/Doodads/Encampment/pot_04.ao"",""Metadata/Terrain/Doodads/Encampment/pot_05.ao"",""Metadata/Terrain/Doodads/Encampment/pot_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
33,7547,"[""Metadata/Terrain/Doodads/Encampment/cooking_tools_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
34,7548,"[""Metadata/Terrain/Doodads/Encampment/rhoahunted.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
35,7549,"[""Metadata/Terrain/Doodads/Encampment/scrappile.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
36,7550,"[""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_02.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_03.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_04.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_05.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
37,7551,"[""Metadata/Terrain/Doodads/Encampment/torch_01.ao"",""Metadata/Terrain/Doodads/Encampment/torch_02.ao"",""Metadata/Terrain/Doodads/Encampment/torch_03.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_01.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_02.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_03.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_02.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_red_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_red_02.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[17],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
38,7552,"[""Metadata/Terrain/Doodads/Encampment/pot_01.ao"",""Metadata/Terrain/Doodads/Encampment/pot_07.ao"",""Metadata/Terrain/Doodads/Encampment/pot_08.ao"",""Metadata/Terrain/Doodads/Encampment/pot_09.ao"",""Metadata/Terrain/Doodads/Encampment/pot_closed_01.ao"",""Metadata/Terrain/Doodads/Encampment/pot_closed_02.ao"",""Metadata/Chests/Pots/Urn1.ao"",""Metadata/Chests/Pots/Urn2v1.ao"",""Metadata/Chests/Pots/Urn3.ao"",""Metadata/Chests/Pots/Urn4v1.ao"",""Metadata/Chests/Pots/Urn4v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
39,7553,"[""Metadata/Terrain/Doodads/Encampment/wagon_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v01_broken_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v02_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v02_broken_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v03_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
40,7554,"[""Metadata/Terrain/Doodads/CTF/bannerbase_blue.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_indoor_blue.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_red.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_indoor_red.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,31]",1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
41,7555,"[""Metadata/Terrain/Doodads/Forest/bush_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_07.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_01.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_02.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_03.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_04.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_05.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_06.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_07.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_08.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[3],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
42,7556,"[""Metadata/Terrain/Doodads/Forest/banditcamp/cauldronfire_hideout.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",45,0,"","",1,"",[],-16843010,-16843010,"",""
43,7557,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_06.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_07.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_08.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",21,0,"","",1,"",[],-16843010,-16843010,"",""
44,7558,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_07.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_08.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_09.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_10.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,"",[],-16843010,-16843010,"",""
45,7559,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones1.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones2.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones3.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones4.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones5.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones6.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones7.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones8.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones9.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones10.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,"",[],-16843010,-16843010,"",""
46,7560,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,"",[],-16843010,-16843010,"",""
47,7561,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,"",[],-16843010,-16843010,"",""
48,7562,"[""Metadata/Terrain/Doodads/Forest/forest_inca_marker_01.ao"",""Metadata/Terrain/Doodads/Forest/forest_inca_marker_02.ao"",""Metadata/Terrain/Doodads/Forest/forest_inca_marker_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",116,0,"","",1,"",[],-16843010,-16843010,"",""
49,7563,"[""Metadata/Effects/Environment/act2/vfx/leaves/leavesfalling_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",42,0,"","",1,"",[],-16843010,-16843010,"",""
50,7564,"[""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_01.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_02.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_03.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_04.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_05.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_06.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_07.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_08.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_09.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_10.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",42,0,"","",1,"",[],-16843010,-16843010,"",""
51,7565,"[""Metadata/Terrain/Doodads/Forest/mossmonster_dry_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/mossmonster_green_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/mossmonster_normal_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
52,7567,"[""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
53,7568,"[""Metadata/Terrain/Doodads/Forest/forestnochest_v1_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v2_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v3_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v4_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
54,7569,"[""Metadata/Terrain/Doodads/Forest/boulder_big_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_big_02.ao"",""Metadata/Terrain/Doodads/Forest/boulder_big_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_02.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_09.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
55,7570,"[""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_07.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_09.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_010.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_011.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_012.ao"",""Metadata/Terrain/Doodads/Encampment/sticks_v01_01.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_14.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_10.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_13.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_05.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[29],1,"",18,0,"","",1,"",[],-16843010,-16843010,"",""
56,7571,"[""Metadata/Terrain/Doodads/Forest/stones_pile_01.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_02.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_03.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_01.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_02.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
57,7572,"[""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v05_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_outhouse_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v02_01_doodad.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",45,0,"","",1,"",[],-16843010,-16843010,"",""
58,7573,"[""Metadata/Terrain/Doodads/Forest/Trees/Tree01.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree03.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree04.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree05.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree06.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree07.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree08.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree09.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
59,7574,"[""Metadata/Terrain/Doodads/Forest/Trees/Tree01_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree02_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree03_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree04_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree05_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree06_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree07_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree08_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree09_v02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
60,7575,"[""Metadata/Terrain/Doodads/Forest/waystone.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",54,0,"","",1,"",[],-16843010,-16843010,"",""
61,7576,"[""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_arm_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_10.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_11.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_12.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_13.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_14.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_15.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_16.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_foot_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_hand_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_head_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_leg_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_torso_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_whole_arm_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_whole_leg_v01_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,"",[],-16843010,-16843010,"",""
62,7577,"[""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_arm_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_10.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_11.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_12.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_13.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_14.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_foot_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_hand_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_head_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_leg_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_torso_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_whole_arm_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_whole_leg_v01_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,"",[],-16843010,-16843010,"",""
63,7578,"[""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_corner_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_corner_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_door_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_pillar_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_v01_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,"",26,0,"","",1,"",[],-16843010,-16843010,"",""
64,7579,"[""Metadata/Terrain/Doodads/Forest/Gravestones/statue_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/statue_v01_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",26,0,"","",1,"",[],-16843010,-16843010,"",""
65,7580,"[""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v02_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v02_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v04_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v04_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v05_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v05_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v06_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v06_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",26,0,"","",1,"",[],-16843010,-16843010,"",""
