"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
557,5,199,14985,[17],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"FlaskEffect",[11],0,43,2,2,"Prefix",[],[],[],1114,1114,"",15763
558,5,200,14986,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"FlaskEffect",[11],0,43,4,2,"Prefix",[],[],[],1114,1114,"",15763
559,5,201,14987,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"FlaskEffect",[11],0,43,6,2,"Prefix",[],[],[],1114,1114,"",15763
560,5,202,14988,[17],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"FlaskChanceToNotConsumeCharges",[11],0,15,2,2,"Prefix",[],[],[],1114,1114,"",15764
561,5,203,14989,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"FlaskChanceToNotConsumeCharges",[11],0,15,4,2,"Prefix",[],[],[],1114,1114,"",15764
562,5,204,14990,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"FlaskEffectAndFlaskChargesGained",[11],0,44,2,2,"Prefix",[],[],[],1114,1114,"",15765
563,5,205,14991,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"FlaskEffectAndFlaskChargesGained",[11],0,44,4,2,"Prefix",[],[],[],1114,1114,"",15765
564,5,206,14992,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"GlobalCooldownRecovery",[11],0,48,2,2,"Suffix",[],[],[],1114,1114,"",15766
565,5,207,14993,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"GlobalCooldownRecovery",[11],0,48,4,2,"Suffix",[],[],[],1114,1114,"",15766
566,5,208,14995,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"DamagePerEnduranceCharge","[1,3]",0,28,2,1,"Suffix","[1,3]",[],[],1114,1114,"",15768
567,5,209,14994,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"DamagePerEnduranceCharge","[0,2]",0,28,2,1,"Suffix","[0,2]",[],[],1114,1114,"",15767
568,5,210,14997,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"DamagePerFrenzyCharge","[1,3]",0,29,2,1,"Suffix","[1,3]",[],[],1114,1114,"",15770
569,5,211,14996,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"DamagePerFrenzyCharge","[0,2]",0,29,2,1,"Suffix","[0,2]",[],[],1114,1114,"",15769
570,5,212,14999,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"IncreasedDamagePerPowerCharge","[1,3]",0,30,2,1,"Suffix","[1,3]",[],[],1114,1114,"",15772
571,5,213,14998,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"IncreasedDamagePerPowerCharge","[0,2]",0,30,2,1,"Suffix","[0,2]",[],[],1114,1114,"",15771
572,5,214,15000,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"ConvertPhysicalToFire",[7],0,91,2,1,"Prefix",[],[416],[],1114,1114,"",15773
573,5,215,15001,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"ConvertPhysicalToCold",[7],0,90,2,1,"Prefix",[],[416],[],1114,1114,"",15774
574,5,216,15002,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"ConvertPhysicalToLightning",[7],0,92,2,1,"Prefix",[],[416],[],1114,1114,"",15775
575,5,217,15003,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],0,"MaximumMinionCount",[5],0,76,2,1,"Prefix",[],[],[],1114,1114,"",15776
576,5,218,15004,[7],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedAilmentEffectOnEnemies","[8,10]",0,38,2,2,"Suffix",[],[],[],1114,1114,"",15777
577,5,219,15005,[14],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"IncreasedAilmentEffectOnEnemies","[8,10]",0,38,4,2,"Suffix",[],[],[],1114,1114,"",15777
578,5,220,15007,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"CurseEffectiveness",[4],0,26,2,2,"Suffix",[],[],[],1114,1114,"",15779
579,5,221,15008,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"CurseEffectiveness",[4],0,26,4,2,"Suffix",[],[],[],1114,1114,"",15779
580,5,222,15009,[7],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LifeRegenerationRatePercentage","[10,4]",0,57,2,2,"Suffix",[],[],[],1114,1114,"",15780
581,5,223,15010,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LifeRegenerationRatePercentage","[10,4]",0,57,4,2,"Suffix",[],[],[],1114,1114,"",15780
582,5,224,15011,[32],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"AvoidElementalDamageChanceDuringSoulGainPrevention","[6,5]",0,10,2,2,"Suffix",[],[],[],1114,1114,"",15781
583,5,225,15012,[32],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"AvoidElementalDamageChanceDuringSoulGainPrevention","[6,5]",0,10,4,2,"Suffix",[],[],[],1114,1114,"",15781
584,5,226,15013,[32],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalDamageReductionRatingDuringSoulGainPrevention","[6,4]",0,94,2,2,"Prefix",[],[],[],1114,1114,"",15782
585,5,227,15014,[32],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalDamageReductionRatingDuringSoulGainPrevention","[6,4]",0,94,4,2,"Prefix",[],[],[],1114,1114,"",15782
586,5,228,15015,[32],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"PhysicalDamageReductionRatingDuringSoulGainPrevention","[6,4]",0,94,6,2,"Prefix",[],[],[],1114,1114,"",15782
587,5,229,15016,[32],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"GainOnslaughtDuringSoulGainPrevention","[8,7]",0,46,2,1,"Suffix",[],[],[],1114,1114,"",15783
588,5,230,15017,[32],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"DamageWithNonVaalSkillsDuringSoulGainPrevention","[8,7]",0,31,2,2,"Suffix",[],[],[],1114,1114,"",15784
589,5,231,15018,[32],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"DamageWithNonVaalSkillsDuringSoulGainPrevention","[8,7]",0,31,4,2,"Suffix",[],[],[],1114,1114,"",15784
590,5,232,15019,[32],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"DamageWithNonVaalSkillsDuringSoulGainPrevention","[8,7]",0,31,6,2,"Suffix",[],[],[],1114,1114,"",15784
591,5,233,15020,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"SkillAreaOfEffectPercentAndAreaOfEffectGemLevel","[5,7]",0,100,2,2,"Prefix",[],[],[],1114,1114,"",15785
592,5,234,15021,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"ProjectilePierceAndProjectileGemLevel","[5,7]",0,96,2,2,"Prefix",[],[],[],1114,1114,"",15786
593,5,235,15022,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],0,"MeleeRangeAndMeleeGemLevel","[5,7]",0,77,2,2,"Prefix",[],[],[],1114,1114,"",15787
594,5,236,15026,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[1,3]",0,25,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15789
595,5,237,15027,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[1,3]",0,25,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15789
596,5,238,15028,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[1,3]",0,25,6,2,"Suffix","[1,3]",[],[],1114,1114,"",15789
597,5,239,15023,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[0,2]",0,25,2,2,"Suffix","[0,2]",[],[],1114,1114,"",15788
598,5,240,15024,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[0,2]",0,25,4,2,"Suffix","[0,2]",[],[],1114,1114,"",15788
599,5,241,15025,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CriticalStrikeMultiplierIfRareOrUniqueEnemyNearby","[0,2]",0,25,6,2,"Suffix","[0,2]",[],[],1114,1114,"",15788
600,5,242,15032,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[1,3]",0,9,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15791
601,5,243,15033,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[1,3]",0,9,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15791
602,5,244,15034,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[1,3]",0,9,6,2,"Suffix","[1,3]",[],[],1114,1114,"",15791
603,5,245,15029,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[0,2]",0,9,2,2,"Suffix","[0,2]",[],[],1114,1114,"",15790
604,5,246,15030,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[0,2]",0,9,4,2,"Suffix","[0,2]",[],[],1114,1114,"",15790
605,5,247,15031,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"AttackSpeedPercentIfRareOrUniqueEnemyNearby","[0,2]",0,9,6,2,"Suffix","[0,2]",[],[],1114,1114,"",15790
606,5,248,15035,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"EnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby","[6,11]",0,40,2,2,"Suffix",[],[],[],1114,1114,"",15792
607,5,249,15036,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"EnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby","[6,11]",0,40,4,2,"Suffix",[],[],[],1114,1114,"",15792
608,5,250,15037,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"EnergyShieldRegenerationRatePerMinuteIfRareOrUniqueEnemyNearby","[6,11]",0,40,6,2,"Suffix",[],[],[],1114,1114,"",15792
609,5,251,15038,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"CriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent",[13],0,24,2,2,"Suffix",[],[],[],1114,1114,"",15793
610,5,252,15039,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"CriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent",[13],0,24,4,2,"Suffix",[],[],[],1114,1114,"",15793
611,5,253,15040,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CriticalChanceAndGainFrenzyChargeOnCriticalStrikePercent",[13],0,24,6,2,"Suffix",[],[],[],1114,1114,"",15793
612,5,254,15041,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"CriticalChanceAndElementalDamagePercentIfHaveCritRecently","[7,13]",0,23,2,2,"Suffix",[],[],[],1114,1114,"",15794
613,5,255,15042,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"CriticalChanceAndElementalDamagePercentIfHaveCritRecently","[7,13]",0,23,4,2,"Suffix",[],[],[],1114,1114,"",15794
614,5,256,15043,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CriticalChanceAndElementalDamagePercentIfHaveCritRecently","[7,13]",0,23,6,2,"Suffix",[],[],[],1114,1114,"",15794
615,5,257,15044,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"CriticalChanceAndAddedChaosDamageIfHaveCritRecently","[7,13]",0,22,2,2,"Suffix",[],[],[],1114,1114,"",15795
616,5,258,15045,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"CriticalChanceAndAddedChaosDamageIfHaveCritRecently","[7,13]",0,22,4,2,"Suffix",[],[],[],1114,1114,"",15795
617,5,259,15046,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"CriticalChanceAndAddedChaosDamageIfHaveCritRecently","[7,13]",0,22,6,2,"Suffix",[],[],[],1114,1114,"",15795
618,5,260,15050,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"BaseLifeAndManaRegen","[5,7,8,9,10,11,13]",0,12,2,2,"Prefix",[],[],[],1114,1114,"",15797
619,5,261,15051,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"BaseLifeAndManaRegen","[5,7,8,9,10,11,13]",0,12,4,2,"Prefix",[],[],[],1114,1114,"",15797
620,5,262,15052,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"BaseLifeAndManaRegen","[5,7,8,9,10,11,13]",0,12,6,2,"Prefix",[],[],[],1114,1114,"",15797
621,5,263,15053,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"BaseManaAndLifeRegen","[5,7,8,9,10,11,13]",0,12,2,2,"Prefix",[],[],[],1114,1114,"",15798
622,5,264,15054,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"BaseManaAndLifeRegen","[5,7,8,9,10,11,13]",0,12,4,2,"Prefix",[],[],[],1114,1114,"",15798
623,5,265,15055,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"BaseManaAndLifeRegen","[5,7,8,9,10,11,13]",0,12,6,2,"Prefix",[],[],[],1114,1114,"",15798
624,5,266,15056,[15],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"SummonTotemCastSpeed","[8,10]",0,108,2,2,"Suffix",[],[],[],1114,1114,"",15799
625,5,267,15057,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"SummonTotemCastSpeed","[8,10]",0,108,4,2,"Suffix",[],[],[],1114,1114,"",15799
626,5,268,15058,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"SummonTotemCastSpeed","[8,10]",0,108,6,2,"Suffix",[],[],[],1114,1114,"",15799
627,5,269,15068,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"AddedFireAndColdDamage","[4,9,13]",0,1,2,2,"Prefix",[],[],[],1114,1114,"",15804
628,5,270,15069,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"AddedFireAndColdDamage","[4,9]",0,1,4,2,"Prefix",[],[],[],1114,1114,"",15803
629,5,271,15070,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"AddedFireAndColdDamage","[4,9]",0,1,6,2,"Prefix",[],[],[],1114,1114,"",15803
630,5,272,15071,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"AddedFireAndLightningDamage","[4,9,13]",0,2,2,2,"Prefix",[],[],[],1114,1114,"",15806
631,5,273,15072,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"AddedFireAndLightningDamage","[4,9]",0,2,4,2,"Prefix",[],[],[],1114,1114,"",15805
632,5,274,15073,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"AddedFireAndLightningDamage","[4,9]",0,2,6,2,"Prefix",[],[],[],1114,1114,"",15805
633,5,275,15074,[10],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"AddedColdAndLightningDamage","[4,9,13]",0,0,2,2,"Prefix",[],[],[],1114,1114,"",15808
634,5,276,15075,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"AddedColdAndLightningDamage","[4,9]",0,0,4,2,"Prefix",[],[],[],1114,1114,"",15807
635,5,277,15076,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],3,"AddedColdAndLightningDamage","[4,9]",0,0,6,2,"Prefix",[],[],[],1114,1114,"",15807
636,5,278,15077,[11],[9],0,"",6,[],0,"",0,0,[],"","","",[],0,"LuckyCriticalsDuringFocus",[11],0,71,2,1,"Suffix",[],[],[],1114,1114,"",15809
637,5,279,15078,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"DodgeChanceDuringFocus","[5,8]",0,35,2,2,"Prefix",[],[],[],1114,1114,"",15810
638,5,280,15079,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"DodgeChanceDuringFocus","[5,8]",0,35,4,2,"Prefix",[],[],[],1114,1114,"",15810
639,5,281,15080,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"DodgeChanceDuringFocus","[5,8]",0,35,6,2,"Prefix",[],[],[],1114,1114,"",15810
640,5,282,15081,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"PhysicalDamageReductionDuringFocus","[5,7]",0,93,2,2,"Prefix",[],[],[],1114,1114,"",15811
641,5,283,15082,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"PhysicalDamageReductionDuringFocus","[5,7]",0,93,4,2,"Prefix",[],[],[],1114,1114,"",15811
642,5,284,15083,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"PhysicalDamageReductionDuringFocus","[5,7]",0,93,6,2,"Prefix",[],[],[],1114,1114,"",15811
643,5,285,15084,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"ShockNearbyEnemiesOnFocus",[9],0,99,2,2,"Suffix",[],[],[],1114,1114,"",15812
644,5,286,15085,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ShockNearbyEnemiesOnFocus",[9],0,99,4,2,"Suffix",[],[],[],1114,1114,"",15812
645,5,287,15086,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"ShockNearbyEnemiesOnFocus",[9],0,99,6,2,"Suffix",[],[],[],1114,1114,"",15812
646,5,288,15087,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"LifeRegenerationPerEvasionDuringFocus",[6],0,58,2,1,"Suffix",[],[],[],1114,1114,"",15813
647,5,289,15088,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"RestoreManaAndEnergyShieldOnFocus",[6],0,98,2,2,"Suffix",[],[],[],1114,1114,"",15814
648,5,290,15089,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"RestoreManaAndEnergyShieldOnFocus",[6],0,98,4,2,"Suffix",[],[],[],1114,1114,"",15814
649,5,291,15090,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"RestoreManaAndEnergyShieldOnFocus",[6],0,98,6,2,"Suffix",[],[],[],1114,1114,"",15814
650,5,292,15091,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChanceToDealDoubleDamageWhileFocused","[1,3]",0,14,2,2,"Suffix","[1,3]",[],[],1114,1114,"",15815
651,5,293,15092,[6],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChanceToDealDoubleDamageWhileFocused","[1,3]",0,14,4,2,"Suffix","[1,3]",[],[],1114,1114,"",15815
652,5,294,15093,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChanceToDealDoubleDamageWhileFocused","[1,3]",0,14,6,2,"Suffix","[1,3]",[],[],1114,1114,"",15815
653,5,295,15094,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"ChanceToDealDoubleDamageWhileFocused","[0,2,4]",0,14,2,2,"Suffix","[0,2,4]",[],[],1114,1114,"",15816
654,5,296,15095,[6],[8],0,"",6,[],0,"",0,0,[],"","","",[],2,"ChanceToDealDoubleDamageWhileFocused","[0,2,4]",0,14,4,2,"Suffix","[0,2,4]",[],[],1114,1114,"",15816
655,5,297,15096,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"ChanceToDealDoubleDamageWhileFocused","[0,2,4]",0,14,6,2,"Suffix","[0,2,4]",[],[],1114,1114,"",15816
656,5,298,15097,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"AttackAndCastSpeedWhileFocused",[7],0,8,2,2,"Suffix",[],[],[],1114,1114,"",15817
657,5,299,15098,[6],[3],0,"",6,[],0,"",0,0,[],"","","",[],2,"AttackAndCastSpeedWhileFocused",[7],0,8,4,2,"Suffix",[],[],[],1114,1114,"",15817
658,5,300,15099,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"AttackAndCastSpeedWhileFocused",[7],0,8,6,2,"Suffix",[],[],[],1114,1114,"",15817
659,5,301,15100,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"StatusAilmentsYouInflictDurationWhileFocused",[5],0,105,2,2,"Suffix",[],[],[],1114,1114,"",15818
660,5,302,15101,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"StatusAilmentsYouInflictDurationWhileFocused",[5],0,105,4,2,"Suffix",[],[],[],1114,1114,"",15818
661,5,303,15102,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],3,"StatusAilmentsYouInflictDurationWhileFocused",[5],0,105,6,2,"Suffix",[],[],[],1114,1114,"",15818
662,5,304,15103,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"ImmuneToStatusAilmentsWhileFocused",[8],0,49,2,1,"Suffix",[],[],[],1114,1114,"",15819
663,5,305,15105,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"LifeLeechFromAnyDamagePermyriadWhileFocusedAndVaalPact",[10],0,56,2,1,"Suffix",[],[],[],1114,1114,"",15821
664,5,306,15106,[11],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"FortifyEffectWhileFocused",[6],0,45,2,2,"Suffix",[],[],[],1114,1114,"",15822
665,5,307,15107,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"FortifyEffectWhileFocused",[6],0,45,4,2,"Suffix",[],[],[],1114,1114,"",15822
666,5,308,15108,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],3,"FortifyEffectWhileFocused",[6],0,45,6,2,"Suffix",[],[],[],1114,1114,"",15822
667,5,309,15109,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"TriggerSocketedSpellWhenYouFocus",[5],0,110,2,1,"Suffix",[],[],[],1114,1114,"",15823
668,5,310,15110,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"DamageRemovedFromManaBeforeLifeWhileFocused",[6],0,32,2,1,"Suffix",[],[],[],1114,1114,"",15824
669,5,311,15111,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"MinionsRecoverMaximumLifeWhenYouFocus",[7],0,84,2,1,"Suffix",[],[],[],1114,1114,"",15825
670,5,312,15113,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"SkillsCostNoManaWhileFocused",[10],0,101,2,1,"Suffix",[],[],[],1114,1114,"",15827
671,5,313,15115,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],1,"AllDamage","[9,11]",0,3,2,2,"Prefix",[],[],[],1114,1114,"",15828
672,5,314,15116,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"AllDamage","[9,11]",0,3,4,2,"Prefix",[],[],[],1114,1114,"",15828
673,5,315,15117,[22],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalIncreaseSocketedSupportGemLevel","[0,2,1,3,4]",0,70,1,2,"Prefix",[],[],[],1114,1114,"",15829
674,5,316,15118,[13],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalIncreaseSocketedSupportGemLevel","[0,2,1,3,4]",0,70,2,2,"Prefix",[],[],[],1114,1114,"",15829
675,5,317,15122,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"ManaCostTotalChannelled","[9,10]",0,97,2,2,"Prefix",[],[461],[],1114,1114,"",15831
676,5,318,15123,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ManaCostTotalChannelled","[9,10]",0,97,4,2,"Prefix",[],[461],[],1114,1114,"",15831
677,5,319,15124,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ManaCostTotalChannelled","[9,10]",0,97,6,2,"Prefix",[],[461],[],1114,1114,"",15831
678,5,320,15125,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"ManaCostTotalNonChannelled","[9,10]",0,97,2,2,"Prefix",[],[461],[],1114,1114,"",15832
679,5,321,15126,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[],2,"ManaCostTotalNonChannelled","[9,10]",0,97,4,2,"Prefix",[],[461],[],1114,1114,"",15832
680,5,322,15127,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],3,"ManaCostTotalNonChannelled","[9,10]",0,97,6,2,"Prefix",[],[461],[],1114,1114,"",15832
681,5,323,15129,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[],1,"DamageWhileLeeching","[7,10]",0,33,1,2,"Prefix",[],[],[],1114,1114,"",15833
682,5,324,15130,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"DamageWhileLeeching","[7,10]",0,33,4,2,"Prefix",[],[],[],1114,1114,"",15833
683,5,325,15132,[18],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"SocketedGemQuality","[0,2,1,3,4]",0,102,1,2,"Prefix",[],[],[],1114,1114,"",15834
684,5,326,15133,[13],[1],0,"",6,[],0,"",0,0,[],"","","",[],2,"SocketedGemQuality","[0,2,1,3,4]",0,102,4,2,"Prefix",[],[],[],1114,1114,"",15834
685,5,327,15138,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAddedPhysicalDamageAndCausesBleeding","[1,3]",0,13,1,2,"Prefix","[1,3]",[],[],1114,1114,"",15836
686,5,328,15139,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAddedPhysicalDamageAndCausesBleeding","[1,3]",0,13,4,2,"Prefix","[1,3]",[],[],1114,1114,"",15836
687,5,329,15135,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"LocalAddedPhysicalDamageAndCausesBleeding","[0,2]",0,13,1,2,"Prefix","[0,2]",[],[],1114,1114,"",15835
688,5,330,15136,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"LocalAddedPhysicalDamageAndCausesBleeding","[0,2]",0,13,4,2,"Prefix","[0,2]",[],[],1114,1114,"",15835
689,5,331,15140,[13],[3],0,"",6,[],0,"",0,0,[],"","","",[],0,"AlwaysHits","[0,1]",0,4,1,2,"Prefix",[],[],[],1114,1114,"",15837
690,5,332,15142,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[],1,"DamageDuringFlaskEffect",[7],0,27,1,2,"Prefix",[],[],[],1114,1114,"",15838
691,5,333,15143,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"DamageDuringFlaskEffect",[7],0,27,4,2,"Prefix",[],[],[],1114,1114,"",15838
692,5,334,15145,[7],[8],0,"",6,[],0,"",0,0,[],"","","",[],1,"RareOrUniqueMonsterDroppedItemRarity",[5],0,54,1,2,"Suffix",[],[],[],1114,1114,"",15839
693,5,335,15146,[14],[4],0,"",6,[],0,"",0,0,[],"","","",[],2,"RareOrUniqueMonsterDroppedItemRarity",[5],0,54,4,2,"Suffix",[],[],[],1114,1114,"",15839
694,5,336,15160,[32],[6],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireAddedAsChaos","[1,3]",0,88,1,2,"Prefix","[1,3]",[],[],1114,1114,"",15844
