"rownum","BaseMetadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","bool","i32","string","bool"
88,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",92,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
89,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",173,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
90,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Weta3",239,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
91,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",1,[6091],20,1000,0,3,2760,5520,0,0,"",1,"",65536,33554432,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
92,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",9,[6091],20,1000,0,3,2400,4800,0,0,"",1,"",65536,33554432,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
93,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",29,[6091],20,1000,0,3,2040,4080,0,0,"",1,"",65536,33554432,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
94,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",52,[6091],20,1000,0,3,1680,3360,0,0,"",1,"",65536,33554432,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
95,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",92,[6091],20,1000,0,3,1300,2700,0,0,"",1,"",65536,33554432,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
96,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",173,[6091],20,1000,0,3,1100,2200,0,0,"",1,"",65536,33554432,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
97,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider1",239,[6091],20,1000,0,3,1000,1800,0,0,"",1,"",65536,33554432,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
98,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",1,[6094],5,1000,0,3,3700,7300,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
99,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",9,[6094],5,1000,0,3,3200,6300,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
100,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",29,[6094],5,1000,0,3,2700,5500,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
101,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",52,[6094],5,1000,0,3,2300,4800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
102,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",92,[6094],5,1000,0,3,2000,4200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
103,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",173,[6094],5,1000,0,3,1800,3700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
104,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider2",239,[6094],5,1000,0,3,1700,3300,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
105,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",1,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,167772160,83886080,0,"",1,"",""
106,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",9,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,251658240,83886080,0,"",1,"",""
107,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",29,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,335544320,83886080,0,"",1,"",""
108,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",52,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
109,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",92,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
110,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",173,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
111,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Spider3",239,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
112,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",1,[6158],10,1000,0,3,2760,5520,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
113,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",9,[6158],10,1000,0,3,2400,4800,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
114,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",29,[6158],10,1000,0,3,2040,4080,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
115,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",52,[6158],10,1000,0,3,1680,3360,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
116,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",92,[6158],10,1000,0,3,1300,2700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
117,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",173,[6158],10,1000,0,3,1100,2200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
118,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat1",239,[6158],10,1000,0,3,1000,1800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
119,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",1,[6159],10,1000,0,3,3700,7300,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
120,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",9,[6159],10,1000,0,3,3200,6300,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
121,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",29,[6159],10,1000,0,3,2700,5500,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
122,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",52,[6159],10,1000,0,3,2300,4800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
123,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",92,[6159],10,1000,0,3,2000,4200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
124,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",173,[6159],10,1000,0,3,1800,3700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
125,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat2",239,[6159],10,1000,0,3,1700,3300,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
126,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",1,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,167772160,83886080,0,"",1,"",""
127,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",9,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,251658240,83886080,0,"",1,"",""
128,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",29,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,335544320,83886080,0,"",1,"",""
129,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",52,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
130,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",92,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
131,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",173,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
132,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Bat3",239,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
133,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",1,[6141],10,1000,0,3,2760,5520,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
134,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",9,[6141],10,1000,0,3,2400,4800,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
135,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",29,[6141],10,1000,0,3,2040,4080,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
136,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",52,[6141],10,1000,0,3,1680,3360,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
137,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",92,[6141],10,1000,0,3,1300,2700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
138,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",173,[6141],10,1000,0,3,1100,2200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
139,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey1",239,[6141],10,1000,0,3,1000,1800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
140,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",1,[6142],10,1000,0,3,3700,7300,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
141,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",9,[6142],10,1000,0,3,3200,6300,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
142,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",29,[6142],10,1000,0,3,2700,5500,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
143,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",52,[6142],10,1000,0,3,2300,4800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
144,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",92,[6142],10,1000,0,3,2000,4200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
145,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",173,[6142],10,1000,0,3,1800,3700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
146,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey2",239,[6142],10,1000,0,3,1700,3300,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
147,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",1,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,167772160,83886080,0,"",1,"",""
148,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",9,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,251658240,83886080,0,"",1,"",""
149,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",29,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,335544320,83886080,0,"",1,"",""
150,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",52,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
151,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",92,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
152,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",173,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
153,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier1_Monkey3",239,[6153],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,16777216,0,419430400,83886080,0,"",1,"",""
154,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",1,"[6158,0]",20,1000,0,3,2760,5520,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
155,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",9,"[6158,0]",20,1000,0,3,2400,4800,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
156,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",29,"[6158,0]",20,1000,0,3,2040,4080,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
157,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",52,"[6158,0]",20,1000,0,3,1680,3360,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
158,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",92,"[6158,0]",20,1000,0,3,1300,2700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
159,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",173,"[6158,0]",20,1000,0,3,1100,2200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
160,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Bat1",239,"[6158,0]",20,1000,0,3,1000,1800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
161,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",1,"[6141,0]",20,1000,0,3,2760,5520,0,0,"",1,"",65536,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
162,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",9,"[6141,0]",20,1000,0,3,2400,4800,0,0,"",1,"",65536,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
163,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",29,"[6141,0]",20,1000,0,3,2040,4080,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
164,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",52,"[6141,0]",20,1000,0,3,1680,3360,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
165,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",92,"[6141,0]",20,1000,0,3,1300,2700,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
166,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",173,"[6141,0]",20,1000,0,3,1100,2200,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
167,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Monkey1",239,"[6141,0]",20,1000,0,3,1000,1800,0,0,"",1,"",65536,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
168,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",1,[6124],40,1000,0,3,2760,5520,0,0,"",1,"",65536,33554432,134217728,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
169,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",9,[6124],40,1000,0,3,2400,4800,0,0,"",1,"",65536,33554432,134217728,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
170,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",29,[6124],40,1000,0,3,2040,4080,0,0,"",1,"",65536,33554432,134217728,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
171,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",52,[6124],40,1000,0,3,1680,3360,0,0,"",1,"",65536,33554432,134217728,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
172,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",92,[6124],40,1000,0,3,1300,2700,0,0,"",1,"",65536,33554432,134217728,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
173,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",173,[6124],40,1000,0,3,1100,2200,0,0,"",1,"",65536,33554432,134217728,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
174,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta1",239,[6124],40,1000,0,3,1000,1800,0,0,"",1,"",65536,33554432,134217728,503316480,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
175,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta2",1,[6125],15,1000,0,3,2760,5520,0,0,"",1,"",65536,16777216,50331648,335544320,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
176,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AzuriteEncounters/AzuriteEncounterSwarmTier2_Weta2",9,[6125],15,1000,0,3,2400,4800,0,0,"",1,"",65536,16777216,50331648,419430400,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
