"rownum","WordlistsKey","Text","SpawnWeight_TagsKeys","SpawnWeight_Values","i32","Text2","Inflection"
363,6,"Whakawairua Tuahu",[0],[0],1006724748,"Whakawairua Tuahu",""
364,6,"Jaws of Agony",[0],[0],1723618332,"Jaws of Agony",""
365,6,"Thousand Teeth Temu",[0],[0],1524461310,"Thousand Teeth Temu",""
366,6,"Fairgraves' Bearing",[0],[0],-403562319,"Fairgraves' Bearing",""
367,6,"Mokou's Embrace",[0],[0],-1501568388,"Mokou's Embrace",""
368,6,"Mark of the Doubting Knight",[0],[0],-1527107153,"Mark of the Doubting Knight",""
369,6,"Rumi's Concoction",[0],[0],1193495980,"Rumi's Concoction",""
370,6,"Replica Rumi's Concoction",[0],[0],1911674521,"Replica Rumi's Concoction",""
371,6,"Dreamfeather",[0],[0],1765297091,"Dreamfeather",""
372,6,"Replica Dreamfeather",[0],[0],1110978922,"Replica Dreamfeather",""
373,6,"Gang's Momentum",[0],[0],967528071,"Gang's Momentum",""
374,6,"Nomic's Storm",[0],[0],427963305,"Nomic's Storm",""
375,6,"Cherrubim's Maleficence",[0],[0],1594092798,"Cherrubim's Maleficence",""
376,6,"Apep's Rage",[0],[0],-545819821,"Apep's Rage",""
377,6,"Jack, The Axe",[0],[0],-565118949,"Jack, the Axe",""
378,6,"Null and Void",[0],[0],-699258746,"Null and Void",""
379,6,"Flesh and Spirit",[0],[0],886801438,"Flesh and Spirit",""
380,6,"Shadows and Dust",[0],[0],358936984,"Shadows and Dust",""
381,6,"The Harvest",[0],[0],1663696783,"The Harvest",""
382,6,"Replica Harvest",[0],[0],947700825,"Replica Harvest",""
383,6,"Edge of Madness",[0],[0],-603711994,"Edge of Madness",""
384,6,"The Dark Seer",[0],[0],1252269711,"The Dark Seer",""
385,6,"Craghead",[0],[0],-1873873709,"Craghead",""
386,6,"Hall of Grandmasters",[0],[0],-637332869,"Hall of Grandmasters",""
387,6,"Malachai's Artifice",[0],[0],-1418711016,"Malachai's Artifice",""
388,6,"Replica Malachai's Artifice",[0],[0],-838091162,"Replica Malachai's Artifice",""
389,6,"Sentari's Answer",[0],[0],-874069680,"Sentari's Answer",""
390,6,"Doomsower",[0],[0],489618869,"Doomsower",""
391,6,"Great Old One's Ward",[0],[0],1966792517,"Great Old One's Ward",""
392,6,"Oba's Prized Cache",[0],[0],-288207088,"Oba's Prized Cache",""
393,6,"Oba's Riches",[0],[0],1092717984,"Oba's Riches",""
394,6,"Oba's Glittering Stash",[0],[0],-702742783,"Oba's Glittering Stash",""
395,6,"Demigod's Eye",[0],[0],-718958947,"Demigod's Eye",""
396,6,"Agnerod",[0],[0],1364417393,"Agnerod",""
397,6,"Agnerod East",[0],[0],470549874,"Agnerod East",""
398,6,"Talisman of the Victor",[0],[0],1667830063,"Talisman of the Victor",""
399,6,"The Blood Thorn",[0],[0],-1604919605,"The Blood Thorn",""
400,6,"Replica Blood Thorn",[0],[0],310757994,"Replica Blood Thorn",""
401,6,"Agnerod North",[0],[0],179789596,"Agnerod North",""
402,6,"Prismweave",[0],[0],-690067638,"Prismweave",""
403,6,"Replica Prismweave",[0],[0],-705405698,"Replica Prismweave",""
404,6,"Bated Breath",[0],[0],-1817601283,"Bated Breath",""
405,6,"Replica Bated Breath",[0],[0],-506313983,"Replica Bated Breath",""
406,6,"Kikazaru",[0],[0],1004846434,"Kikazaru",""
407,6,"Reverberation Rod",[0],[0],-119242645,"Reverberation Rod",""
408,6,"Ungil's Harmony",[0],[0],-1602041912,"Ungil's Harmony",""
409,6,"Maligaro's Lens",[0],[0],-1965423742,"Maligaro's Lens",""
410,6,"Maligaro's Restraint",[0],[0],-676024332,"Maligaro's Restraint",""
411,6,"The Broken Crown",[0],[0],-2104038826,"The Broken Crown",""
412,6,"Maloney's Nightfall",[0],[0],-1966831260,"Maloney's Nightfall",""
413,6,"Surgebinders",[0],[0],-1614544436,"Surgebinders",""
414,6,"Belt of the Deceiver",[0],[0],-1092489895,"Belt of the Deceiver",""
415,6,"Timeclasp",[0],[0],1039148792,"Timeclasp",""
416,6,"Bloodboil",[0],[0],638146952,"Bloodboil",""
417,6,"Null's Inclination",[0],[0],287051074,"Null's Inclination",""
418,6,"Rashkaldor's Patience",[0],[0],-548167633,"Rashkaldor's Patience",""
419,6,"Valako's Sign",[0],[0],930494315,"Valako's Sign",""
420,6,"Tasalio’s Sign",[0],[0],164389781,"Tasalio's Sign",""
421,6,"Replica Tasalio’s Sign",[0],[0],-1297102228,"Replica Tasalio's Sign",""
422,6,"Ngamahu’s Sign",[0],[0],789526828,"Ngamahu's Sign",""
423,6,"The Rat Cage",[0],[0],-526587793,"The Rat Cage",""
424,6,"Scold's Bridle",[0],[0],-780041184,"Scold's Bridle",""
425,6,"Brutus' Lead Sprinkler",[0],[0],-247083254,"Brutus' Lead Sprinkler",""
426,6,"Taste of Hate",[0],[0],-642112202,"Taste of Hate",""
427,6,"Greed's Embrace",[0],[0],-1464951356,"Greed's Embrace",""
428,6,"Warped Timepiece",[0],[0],-46795850,"Warped Timepiece",""
429,6,"Doedre's Scorn",[0],[0],-1818981237,"Doedre's Scorn",""
430,6,"Black Sun Crest",[0],[0],1156023582,"Black Sun Crest",""
431,6,"Agnerod South",[0],[0],1550275194,"Agnerod South",""
432,6,"Southbound",[0],[0],546969030,"Southbound",""
433,6,"Grandmaster's Gemcutting Cache",[0],[0],1071306438,"Grandmaster's Gemcutting Cache",""
434,6,"Grandmaster's Arcanist Cache",[0],[0],1215386422,"Grandmaster's Arcanist Cache",""
435,6,"Grandmaster's Cartography Cache",[0],[0],-1192071987,"Grandmaster's Cartography Cache",""
436,6,"Grandmaster's Ornate Cache",[0],[0],-1434171139,"Grandmaster's Ornate Cache",""
437,6,"Grandmaster's Treasury",[0],[0],-1312410232,"Grandmaster's Treasury",""
438,6,"Grandmaster's Trove",[0],[0],-2053701008,"Grandmaster's Trove",""
439,6,"Grandmaster's Corrupted Cache",[0],[0],13171241,"Grandmaster's Corrupted Cache",""
440,6,"Grandmaster's Large Cache",[0],[0],1461830336,"Grandmaster's Large Cache",""
441,6,"Ventor's Gamble",[0],[0],472627001,"Ventor's Gamble",""
442,6,"Heartbound Loop",[0],[0],-1149063920,"Heartbound Loop",""
443,6,"Dyadian Dawn",[0],[0],1936395976,"Dyadian Dawn",""
444,6,"Sire of Shards",[0],[0],-1281136074,"Sire of Shards",""
445,6,"Strange Barrel",[0],[0],1500938931,"Strange Barrel",""
446,6,"Victario's Influence",[0],[0],345484318,"Victario's Influence",""
447,6,"The Consuming Dark",[0],[0],1768715554,"The Consuming Dark",""
448,6,"Shaper's Seed",[0],[0],2094383722,"Shaper's Seed",""
449,6,"Tremor Rod",[0],[0],-1539339054,"Tremor Rod",""
450,6,"Relentless Fury",[0],[0],1074176962,"Relentless Fury",""
451,6,"Cameria's Maul",[0],[0],371567876,"Cameria's Maul",""
452,6,"Doryani's Fist",[0],[0],1044109894,"Doryani's Fist",""
453,6,"Callinellus Malleus",[0],[0],996381344,"Callinellus Malleus",""
454,6,"Death's Hand",[0],[0],311896574,"Death's Hand",""
455,6,"The GoddessUnleashed",[0],[0],-2022767327,"The Goddess Unleashed",""
456,6,"Ichimonji",[0],[0],915833793,"Ichimonji",""
457,6,"Empire's Grasp",[0],[0],-1525499889,"Empire's Grasp",""
458,6,"The Restless Ward",[0],[0],432927828,"The Restless Ward",""
459,6,"Replica Restless Ward",[0],[0],1088271512,"Replica Restless Ward",""
460,6,"Lion's Roar",[0],[0],1373803391,"Lion's Roar",""
461,6,"Ornament of the East",[0],[0],-1898869220,"Ornament of the East",""
462,6,"The Whispering Ice",[0],[0],-866563228,"The Whispering Ice",""
463,6,"Tear of Purity",[0],[0],209018063,"Tear of Purity",""
464,6,"Blood of Corruption",[0],[0],-1867184103,"Blood of Corruption",""
465,6,"Lioneye's Vision",[0],[0],-731267882,"Lioneye's Vision",""
466,6,"Repentance",[0],[0],379673296,"Repentance",""
467,6,"Twyzel",[0],[0],-1639055745,"Twyzel",""
468,6,"Replica Twyzel",[0],[0],2056777759,"Replica Twyzel",""
469,6,"Kingmaker",[0],[0],1131163846,"Kingmaker",""
470,6,"Army of Bones",[0],[0],-1206550652,"To Dust",""
471,6,"Band of the Victor",[0],[0],1693697766,"Band of the Victor",""
472,6,"Eldritch Knowledge",[0],[0],1493869665,"Eldritch Knowledge",""
473,6,"Inspired Learning",[0],[0],653246425,"Inspired Learning",""
474,6,"Martial Artistry",[0],[0],-1660514625,"Martial Artistry",""
475,6,"Lioneye's Fall",[0],[0],600217311,"Lioneye's Fall",""
476,6,"Intuitive Leap",[0],[0],1415917198,"Intuitive Leap",""
477,6,"Selfless Leadership",[0],[0],-983940685,"Selfless Leadership",""
478,6,"Survival Skills",[0],[0],-414608886,"Survival Skills",""
479,6,"Survival Instincts",[0],[0],215737324,"Survival Instincts",""
480,6,"Survival Secrets",[0],[0],1389308741,"Survival Secrets",""
481,6,"Fertile Mind",[0],[0],-35748214,"Fertile Mind",""
482,6,"Fluid Motion",[0],[0],377586907,"Fluid Motion",""
483,6,"Cannibalistic Habits",[0],[0],52931420,"Cannibalistic Habits",""
484,6,"Spire of Stone",[0],[0],-1473310406,"Spire of Stone",""
485,6,"Apparitions",[0],[0],1422925212,"Apparitions",""
486,6,"Mantra of Flames",[0],[0],504152630,"Mantra of Flames",""
487,6,"Bulwark Legion",[0],[0],192453792,"Fortified Legion",""
488,6,"Vampire's Might",[0],[0],-1132736000,"Vampire's Might",""
489,6,"Hotfooted",[0],[0],1010611981,"Hotheaded",""
490,6,"Replica Hotheaded",[0],[0],1849400229,"Replica Hotheaded",""
491,6,"Combustibles",[0],[0],-2003087135,"Combustibles",""
492,6,"Weight of Sin",[0],[0],-1579939686,"Weight of Sin",""
493,6,"Fevered Mind",[0],[0],-1249543994,"Fevered Mind",""
494,6,"The Naming Temporary",[0],[0],1477319111,"The Naming Temporary",""
495,6,"Fragile Bloom",[0],[0],-1468589747,"Fragile Bloom",""
496,6,"Replica Fragile Bloom",[0],[0],185593584,"Replica Fragile Bloom",""
497,6,"Hidden Potential",[0],[0],183078568,"Hidden Potential",""
498,6,"Rain of Splinters",[0],[0],1450016941,"Rain of Splinters",""
499,6,"Malicious Intent",[0],[0],331494042,"Malicious Intent",""
500,6,"Brawn",[0],[0],-363727633,"Brawn",""
501,6,"Clear Mind",[0],[0],2112709697,"Clear Mind",""
502,6,"Specialised",[0],[0],-2025177488,"Specialised",""
503,6,"Miser of Misery",[0],[0],-1840656950,"Miser of Misery",""
504,6,"Efficient Training",[0],[0],-1445447789,"Efficient Training",""
505,6,"Brute Force Solution",[0],[0],-1127540795,"Brute Force Solution",""
506,6,"Inertia",[0],[0],-294661413,"Inertia",""
507,6,"Careful Planning",[0],[0],1021510087,"Careful Planning",""
508,6,"Sacrificial Harvest",[0],[0],484646748,"Sacrificial Harvest",""
509,6,"Atziri's Reign",[0],[0],2108641707,"Atziri's Reign",""
510,6,"Vaal Sentencing",[0],[0],315860013,"Vaal Sentencing",""
511,6,"Poacher's Aim",[0],[0],529486416,"Poacher's Aim",""
512,6,"Warlord's Reach",[0],[0],1316756319,"Warlord's Reach",""
513,6,"Assassin's Haste",[0],[0],1371223516,"Assassin's Haste",""
514,6,"Conqueror's Efficiency",[0],[0],1258371486,"Conqueror's Efficiency",""
515,6,"Replica Conqueror's Efficiency",[0],[0],-1577744998,"Replica Conqueror's Efficiency",""
516,6,"Conqueror's Potency",[0],[0],1521430090,"Conqueror's Potency",""
517,6,"Conqueror's Longevity",[0],[0],-324714083,"Conqueror's Longevity",""
518,6,"Ancient Waystones",[0],[0],-756991375,"Ancient Waystones",""
519,6,"Chill of Corruption",[0],[0],403000742,"Chill of Corruption",""
520,6,"Mutated Growth",[0],[0],-1463692047,"Mutated Growth",""
521,6,"Hungry Abyss",[0],[0],-1075675042,"Hungry Abyss",""
522,6,"Zerphi's Youth",[0],[0],1452578891,"Zerphi's Youth",""
523,6,"Corrupted Energy",[0],[0],-92838284,"Corrupted Energy",""
524,6,"Self-Flagellation",[0],[0],858506874,"Self-Flagellation",""
525,6,"Blood Sacrifice",[0],[0],1034101141,"Blood Sacrifice",""
526,6,"Replica Blood Sacrifice",[0],[0],-1439540996,"Replica Blood Sacrifice",""
527,6,"Brittle Barrier",[0],[0],-1010920452,"Brittle Barrier",""
528,6,"Pacifism",[0],[0],-2043727407,"Pacifism",""
529,6,"Fragility",[0],[0],-985922619,"Fragility",""
530,6,"Powerlessness",[0],[0],610673688,"Powerlessness",""
531,6,"Call of the Brotherhood",[0],[0],-1638254263,"Call of the Brotherhood",""
532,6,"Pugilist",[0],[0],770123431,"Pugilist",""
533,6,"Cold Steel",[0],[0],-1520311573,"Cold Steel",""
534,6,"Fireborn",[0],[0],-1223074790,"Fireborn",""
535,6,"Energised Armour",[0],[0],-1399855294,"Energised Armour",""
536,6,"Energy From Within",[0],[0],-1448843829,"Energy From Within",""
537,6,"Anatomical Knowledge",[0],[0],-570951269,"Anatomical Knowledge",""
538,6,"Static Electricity",[0],[0],1794357277,"Static Electricity",""
539,6,"Healthy Mind",[0],[0],-1031623633,"Healthy Mind",""
540,6,"Might in All Forms",[0],[0],-294237967,"Might in All Forms",""
541,6,"Kingsguard",[0],[0],-1702371955,"Kingsguard",""
542,6,"Goredrill",[0],[0],1257271920,"Goredrill",""
543,6,"Bloodplay",[0],[0],1826265285,"Bloodplay",""
544,6,"Replica Bloodplay",[],[],1862035935,"Replica Bloodplay",""
545,6,"Abberath's Horn",[0],[0],1178117175,"Abberath's Horn",""
546,6,"Realmshaper",[0],[0],-1472326016,"Realmshaper",""
547,6,"Wildslash",[0],[0],-1845344688,"Wildslash",""
548,6,"The Deep One's Hide",[0],[0],-859655145,"The Deep One's Hide",""
549,6,"Dreadarc",[0],[0],163510154,"Dreadarc",""
550,6,"Moonbender's Wing",[0],[0],1080217707,"Moonbender's Wing",""
551,6,"The Princess",[0],[0],-533810803,"The Princess",""
552,6,"Lakishu's Blade",[0],[0],1253821991,"Lakishu's Blade",""
553,6,"Gorebreaker",[0],[0],-857588818,"Gorebreaker",""
554,6,"Lavianga's Wisdom",[0],[0],1441441252,"Lavianga's Wisdom",""
555,6,"Flesh-Eater",[0],[0],-1931175658,"Flesh-Eater",""
556,6,"The Stormheart",[0],[0],81038075,"The Stormheart",""
557,6,"Brinerot Mark",[0],[0],330378333,"Brinerot Mark",""
558,6,"Redblade Band",[0],[0],1263908254,"Redblade Band",""
559,6,"Mutewind Seal",[0],[0],543033234,"Mutewind Seal",""
560,6,"Brinerot Flag",[0],[0],1540540895,"Brinerot Flag",""
561,6,"Redblade Banner",[0],[0],2139646187,"Redblade Banner",""
562,6,"Mutewind Pennant",[0],[0],1405130222,"Mutewind Pennant",""
563,6,"Demigod's Beacon",[0],[0],-978523187,"Demigod's Beacon",""
564,6,"Brinerot Whalers",[0],[0],598687847,"Brinerot Whalers",""
565,6,"Mutewind Whispersteps",[0],[0],-69500694,"Mutewind Whispersteps",""
566,6,"Redblade Tramplers",[0],[0],-160044974,"Redblade Tramplers",""
567,6,"Trolltimber Spire",[0],[0],-2089639436,"Trolltimber Spire",""
568,6,"Jorrhast's Blacksteel",[0],[0],361936014,"Jorrhast's Blacksteel",""
569,6,"Crown of the Pale King",[0],[0],548998115,"Crown of the Pale King",""
570,6,"Ylfeban's Trickery",[0],[0],-1604911961,"Ylfeban's Trickery",""
571,6,"Emberwake",[0],[0],1303819391,"Emberwake",""
572,6,"Replica Emberwake",[0],[0],-1541428576,"Replica Emberwake",""
573,6,"Slivers of Providence",[0],[0],-2108280764,"Slivers of Providence",""
574,6,"Allure",[0],[0],-1149438958,"Allure",""
575,6,"Replica Allure",[0],[0],-651185747,"Replica Allure",""
576,6,"Steppan Eard",[0],[0],-95661450,"Steppan Eard",""
577,6,"Broken Faith",[0],[0],-1355253650,"Broken Faith",""
578,6,"The Pariah",[0],[0],1085416684,"The Pariah",""
579,6,"Coruscating Elixir",[0],[0],2008614832,"Coruscating Elixir",""
580,6,"The Aylardex",[0],[0],1131221017,"The Aylardex",""
581,6,"Shattered Chains",[0],[0],1734331436,"Shattered Chains",""
582,6,"Weight of the Empire",[0],[0],1197026100,"Weight of the Empire",""
583,6,"Pitch Darkness",[0],[0],479848690,"Pitch Darkness",""
584,6,"Steel Spirit",[0],[0],1884816910,"Steel Spirit",""
585,6,"Growing Agony",[0],[0],-1497652,"Growing Agony",""
586,6,"Agnerod West",[0],[0],685216414,"Agnerod West",""
587,6,"The Vinktar Square",[0],[0],1490997913,"The Vinktar Square",""
588,6,"Feastbind",[0],[0],1375651292,"Feastbind",""
589,6,"Faminebind",[0],[0],1361329841,"Faminebind",""
590,6,"The Retch",[0],[0],-1119254548,"The Retch",""
591,6,"Bloodgrip",[0],[0],-109605127,"Bloodgrip",""
592,6,"Hezmana's Bloodlust",[0],[0],74428304,"Hezmana's Bloodlust",""
593,6,"Vessel of Vinktar",[0],[0],612632023,"Vessel of Vinktar",""
594,6,"Kongming's Stratagem",[0],[0],2038471802,"Kongming's Stratagem",""
595,6,"Skyforth",[0],[0],1181310626,"Skyforth",""
596,6,"Reckless Defence",[0],[0],-1111647026,"Reckless Defence",""
597,6,"Replica Reckless Defence",[0],[0],-1848232936,"Replica Reckless Defence",""
598,6,"Roth's Reach",[0],[0],228998031,"Roth's Reach",""
599,6,"Winds of Change",[0],[0],-782509395,"Winds of Change",""
600,6,"Rotgut",[0],[0],-1308203240,"Rotgut",""
601,6,"The Vigil",[0],[0],1705697928,"The Vigil",""
602,6,"Rolling Flames",[0],[0],638506569,"Rolling Flames",""
603,6,"Winter's Bounty",[0],[0],952781535,"Winter's Bounty",""
604,6,"Spirited Response",[0],[0],812239310,"Spirited Response",""
605,6,"Femurs of the Saints",[0],[0],70688172,"Femurs of the Saints",""
606,6,"Cannot Die",[0],[0],-475364182,"Cannot Die",""
607,6,"Elemental Weapon",[0],[0],-483741649,"Elemental Weapon",""
608,6,"Attribute Override",[0],[0],-751836367,"Attribute Override",""
609,6,"Ailment Durations",[0],[0],5994905,"Ailment Durations",""
610,6,"De-Playerification",[0],[0],-2039564661,"De-Playerification",""
611,6,"Obliteration",[0],[0],101379672,"Obliteration",""
612,6,"Wyrmsign",[0],[0],1075781897,"Wyrmsign",""
613,6,"Spine of the First Claimant",[0],[0],-1401457079,"Spine of the First Claimant",""
614,6,"Izaro's Turmoil",[0],[0],653599522,"Izaro's Turmoil",""
615,6,"Chitus' Needle",[0],[0],-582835651,"Chitus' Needle",""
616,6,"Izaro's Dilemma",[0],[0],-817846120,"Izaro's Dilemma",""
617,6,"Extractor Mentis",[0],[0],-998742607,"Extractor Mentis",""
618,6,"The Dancing Dervish",[0],[0],141696538,"The Dancing Dervish",""
619,6,"Dead Reckoning",[0],[0],-493384455,"Dead Reckoning",""
620,6,"Rapid Expansion",[0],[0],-1321900676,"Rapid Expansion",""
621,6,"Volley Fire",[0],[0],-1959328914,"Volley Fire",""
622,6,"Spirit Guards",[0],[0],441700188,"Spirit Guards",""
623,6,"Iron Commander",[0],[0],44032507,"Iron Commander",""
624,6,"Replica Iron Commander",[0],[0],1188799233,"Replica Iron Commander",""
625,6,"Storm Prison",[0],[0],-1972317138,"Storm Prison",""
626,6,"Eclipse Solaris",[0],[0],427101070,"Eclipse Solaris",""
627,6,"Disjunction",[0],[0],-179373631,"Disjunction",""
628,6,"Singularity",[0],[0],-1957022,"Singularity",""
629,6,"Bitterdream",[0],[0],-966354620,"Bitterdream",""
630,6,"Replica Bitterdream",[0],[0],1452287771,"Replica Bitterdream",""
631,6,"Soulthirst",[0],[0],202852073,"Soulthirst",""
632,6,"Night's Hold",[0],[0],-1818007170,"Night's Hold",""
633,6,"Essence Worm",[0],[0],1299328355,"Essence Worm",""
634,6,"Star of Wraeclast",[0],[0],122024862,"Star of Wraeclast",""
635,6,"Blightwell",[0],[0],201268737,"Blightwell",""
636,6,"Natural Hierarchy",[0],[0],1088038541,"Natural Hierarchy",""
637,6,"Rigwald's Curse",[0],[0],-1865539459,"Rigwald's Curse",""
638,6,"Eyes of the Greatwolf",[0],[0],1684618280,"Eyes of the Greatwolf",""
639,6,"Rigwald's Crest",[0],[0],-903758601,"Rigwald's Crest",""
640,6,"Rigwald's Savagery",[0],[0],20953251,"Rigwald's Savagery",""
641,6,"Rigwald's Command",[0],[0],1839689667,"Rigwald's Command",""
642,6,"Rigwald's Quills",[0],[0],1724278645,"Rigwald's Quills",""
643,6,"Caer Blaidd, Wolfpack's Den",[0],[0],-977738366,"Caer Blaidd, Wolfpack's Den",""
644,6,"Winterheart",[0],[0],1138887636,"Winterheart",""
645,6,"Replica Winterheart",[0],[0],739165686,"Replica Winterheart",""
646,6,"Demigod's Dominance",[0],[0],-1550725191,"Demigod's Dominance",""
647,6,"The Writhing Jar",[0],[0],313973940,"The Writhing Jar",""
648,6,"Malachai's Loop",[0],[0],-689682290,"Malachai's Loop",""
649,6,"Ngamahu's Flame",[0],[0],363435526,"Ngamahu's Flame",""
650,6,"WIP Stone Flask",[0],[0],785098120,"WIP Stone Flask",""
651,6,"Borrowed Power",[0],[0],-142266202,"Borrowed Power",""
652,6,"Umbilicus Immortalis",[0],[0],-174785164,"Umbilicus Immortalis",""
653,6,"Frost Unbroken",[0],[0],1366419942,"Frost Unbroken",""
654,6,"Advancing Fortress",[0],[0],-1470596982,"Advancing Fortress",""
655,6,"Replica Advancing Fortress",[0],[0],1935447289,"Replica Advancing Fortress",""
656,6,"Xirgil's Crank",[0],[0],-321517665,"Xirgil's Crank",""
657,6,"Deshret's Storm",[0],[0],-1501121083,"Deshret's Storm",""
658,6,"Ashes of the Condemned",[0],[0],864906050,"Ashes of the Condemned",""
659,6,"Mutewind Cache",[0],[0],-585337504,"Mutewind Cache",""
660,6,"Redblade Cache",[0],[0],-327133861,"Redblade Cache",""
661,6,"Brinerot Cache",[0],[0],-136296016,"Brinerot Cache",""
662,6,"Renegades Cache",[0],[0],758858310,"Renegades Cache",""
663,6,"Trypanon",[0],[0],863950651,"Trypanon",""
664,6,"Replica Trypanon",[0],[0],-1268214912,"Replica Trypanon",""
665,6,"Widowmaker",[0],[0],-653339768,"Widowmaker",""
666,6,"Clayshaper",[0],[0],-1156634043,"Clayshaper",""
667,6,"Frostbreath",[0],[0],2048411719,"Frostbreath",""
668,6,"Replica Frostbreath",[0],[0],1179493495,"Replica Frostbreath",""
669,6,"The Tempestuous Steel",[0],[0],22602541,"The Tempestuous Steel",""
670,6,"Replica Tempestuous Steel",[0],[0],-787080784,"Replica Tempestuous Steel",""
671,6,"Daresso's Passion",[0],[0],-2101580843,"Daresso's Passion",""
672,6,"Ashcaller",[0],[0],1799475041,"Ashcaller",""
673,6,"Reefbane",[0],[0],1914849906,"Reefbane",""
674,6,"The Sorrow of the Divine",[0],[0],930073973,"The Sorrow of the Divine",""
675,6,"Replica Sorrow of the Divine",[0],[0],918430734,"Replica Sorrow of the Divine",""
676,6,"Geofri's Sanctuary",[0],[0],-1086886525,"Geofri's Sanctuary",""
677,6,"Axiom Perpetuum",[0],[0],-1475221370,"Axiom Perpetuum",""
678,6,"Varunastra",[0],[0],1483687151,"Varunastra",""
679,6,"Viper's Scales",[0],[0],1266360530,"Viper's Scales",""
680,6,"Abberath's Hooves",[0],[0],644676986,"Abberath's Hooves",""
681,6,"The Beast Fur Shawl",[0],[0],473860,"The Beast Fur Shawl",""
682,6,"Zerphi's Last Breath",[0],[0],-647349740,"Zerphi's Last Breath",""
683,6,"The Overflowing Chalice",[0],[0],1259847902,"The Overflowing Chalice",""
684,6,"Rive",[0],[0],9572626,"Rive",""
685,6,"Cheap Construction",[0],[0],-1597461440,"Cheap Construction",""
686,6,"Replica Cheap Construction",[0],[0],1075436702,"Replica Cheap Construction",""
687,6,"Glitterdisc",[0],[0],-421528030,"Glitterdisc",""
688,6,"Hair Trigger",[0],[0],197733179,"Hair Trigger",""
689,6,"Nuro's Harp",[0],[0],-18087765,"Nuro's Harp",""
690,6,"Coated Shrapnel",[0],[0],68915143,"Coated Shrapnel",""
691,6,"Unstable Payload",[0],[0],947732152,"Unstable Payload",""
692,6,"Replica Unstable Payload",[0],[0],-216106816,"Replica Unstable Payload",""
693,6,"Heretic's Veil",[0],[0],1838242074,"Heretic's Veil",""
694,6,"Emperor's Cunning",[0],[0],-1776581098,"Emperor's Cunning",""
