"rownum","string","i32","rid","i32"
2025,"HeistEnchantBodyEnergyShield58",22,21521,5
2026,"HeistEnchantBodyEnergyShield59",22,21522,5
2027,"HeistEnchantBodyEnergyShield60",22,21523,5
2028,"HeistEnchantBodyEnergyShield61",22,21524,1
2029,"HeistEnchantBodyEnergyShield62",22,21525,5
2030,"HeistEnchantBodyEnergyShield63",22,21526,5
2031,"HeistEnchantBodyEnergyShield64",22,21527,5
2032,"HeistEnchantBodyEnergyShield65",22,21528,5
2033,"HeistEnchantBodyEnergyShield66",22,21529,5
2034,"HeistEnchantBodyEnergyShield67",22,21530,5
2035,"HeistEnchantBodyEnergyShield68",22,21531,1
2036,"HeistEnchantBodyEnergyShield69",22,21532,5
2037,"HeistEnchantBodyEnergyShield70",22,21533,5
2038,"HeistEnchantBodyEnergyShield71",22,21534,5
2039,"HeistEnchantBodyEnergyShield72",22,21535,5
2040,"HeistEnchantBodyEnergyShield73",22,21536,5
2041,"HeistEnchantBodyEnergyShield74",22,21537,5
2042,"HeistEnchantBodyEnergyShield75",22,21538,1
2043,"HeistEnchantWeaponAll1",19,21280,200
2044,"HeistEnchantWeaponAll2",19,21281,100
2045,"HeistEnchantWeaponAll3",19,21282,100
2046,"HeistEnchantWeaponAll4",19,21283,100
2047,"HeistEnchantWeaponAll5",19,21284,25
2048,"HeistEnchantWeaponAll6",19,21285,200
2049,"HeistEnchantWeaponAll7",19,21286,50
2050,"HeistEnchantWeaponAll8",19,21287,100
2051,"HeistEnchantWeaponAll9",19,21288,100
2052,"HeistEnchantWeaponAll10",19,21289,50
2053,"HeistEnchantWeaponAll11",19,21290,50
2054,"HeistEnchantWeaponAll12",19,21291,100
2055,"HeistEnchantWeaponAll13",19,21292,10
2056,"HeistEnchantWeaponAll14",19,21293,25
2057,"HeistEnchantWeaponAll15",19,21294,10
2058,"HeistEnchantWeaponAll16",19,21295,10
2059,"HeistEnchantWeaponAll17",19,21296,10
2060,"HeistEnchantWeaponAll18",19,21297,10
2061,"HeistEnchantWeaponAll19",19,21298,10
2062,"HeistEnchantWeaponAll20",19,21299,1
2063,"HeistEnchantWeaponAll21",19,21300,10
2064,"HeistEnchantWeaponAll22",19,21301,10
2065,"HeistEnchantWeaponAll23",19,21302,10
2066,"HeistEnchantWeaponAll24",19,21303,10
2067,"HeistEnchantWeaponAll25",19,21304,10
2068,"HeistEnchantWeaponAll26",19,21305,10
2069,"HeistEnchantWeaponAll27",19,21306,10
2070,"HeistEnchantWeaponAll28",19,21307,10
2071,"HeistEnchantWeaponAll29",19,21308,10
2072,"HeistEnchantWeaponAll30",19,21309,1
2073,"HeistEnchantWeaponAll31",19,21310,10
2074,"HeistEnchantWeaponAll32",19,21311,10
2075,"HeistEnchantWeaponAll33",19,21312,10
2076,"HeistEnchantWeaponAll34",19,21313,10
2077,"HeistEnchantWeaponAll35",19,21314,10
2078,"HeistEnchantWeaponAll36",19,21315,10
2079,"HeistEnchantWeaponAll37",19,21316,10
2080,"HeistEnchantWeaponAll38",19,21317,10
2081,"HeistEnchantWeaponAll39",19,21318,10
2082,"HeistEnchantWeaponAll40",19,21319,1
2083,"HeistEnchantWeaponAll41",19,21320,10
2084,"HeistEnchantWeaponAll42",19,21321,10
2085,"HeistEnchantWeaponAll43",19,21322,10
2086,"HeistEnchantWeaponAll44",19,21323,10
2087,"HeistEnchantWeaponAll45",19,21324,10
2088,"HeistEnchantWeaponAll46",19,21325,10
2089,"HeistEnchantWeaponAll47",19,21326,10
2090,"HeistEnchantWeaponAll48",19,21327,10
2091,"HeistEnchantWeaponAll49",19,21328,10
2092,"HeistEnchantWeaponAll50",19,21329,1
2093,"HeistEnchantWeaponAll51",19,21330,10
2094,"HeistEnchantWeaponAll52",19,21331,10
2095,"HeistEnchantWeaponAll53",19,21332,10
2096,"HeistEnchantWeaponAll54",19,21333,10
2097,"HeistEnchantWeaponAll55",19,21334,10
2098,"HeistEnchantWeaponAll56",19,21335,10
2099,"HeistEnchantWeaponAll57",19,21336,10
2100,"HeistEnchantWeaponAll58",19,21337,10
2101,"HeistEnchantWeaponAll59",19,21338,10
2102,"HeistEnchantWeaponAll60",19,21339,1
2103,"HeistEnchantWeaponAll61",19,21340,10
2104,"HeistEnchantWeaponAll62",19,21341,10
2105,"HeistEnchantWeaponAll63",19,21342,10
2106,"HeistEnchantWeaponAll64",19,21343,10
2107,"HeistEnchantWeaponAll65",19,21344,10
2108,"HeistEnchantWeaponAll66",19,21345,10
2109,"HeistEnchantWeaponAll67",19,21346,10
2110,"HeistEnchantWeaponAll68",19,21347,10
2111,"HeistEnchantWeaponAll69",19,21348,10
2112,"HeistEnchantWeaponAll70",19,21349,1
2113,"HeistEnchantWeaponAll71",19,21350,10
2114,"HeistEnchantWeaponAll72",19,21351,10
2115,"HeistEnchantWeaponAll73",19,21352,10
2116,"HeistEnchantWeaponAll74",19,21353,10
2117,"HeistEnchantWeaponAll75",19,21354,10
2118,"HeistEnchantWeaponAll76",19,21355,10
2119,"HeistEnchantWeaponAll77",19,21356,10
2120,"HeistEnchantWeaponAll78",19,21357,10
2121,"HeistEnchantWeaponAll79",19,21358,10
2122,"HeistEnchantWeaponAll80",19,21359,1
2123,"HeistEnchantWeaponAll81",19,21360,10
2124,"HeistEnchantWeaponAll82",19,21361,10
2125,"HeistEnchantWeaponAll83",19,21362,10
2126,"HeistEnchantWeaponAll84",19,21363,10
2127,"HeistEnchantWeaponAll85",19,21364,10
2128,"HeistEnchantWeaponAll86",19,21365,1
2129,"HeistEnchantWeaponAll87",19,21366,10
2130,"HeistEnchantWeaponAll88",19,21367,10
2131,"HeistEnchantWeaponAll89",19,21368,10
2132,"HeistEnchantWeaponAll90",19,21369,10
2133,"HeistEnchantWeaponAll91",19,21370,10
2134,"HeistEnchantWeaponAll92",19,21371,1
2135,"HeistEnchantWeaponAll93",19,21372,10
2136,"HeistEnchantWeaponAll94",19,21373,10
2137,"HeistEnchantWeaponAll95",19,21374,10
2138,"HeistEnchantWeaponAll96",19,21375,10
2139,"HeistEnchantWeaponAll97",19,21376,10
2140,"HeistEnchantWeaponAll98",19,21377,1
2141,"HeistEnchantWeaponAll99",19,21378,10
2142,"HeistEnchantWeaponAll100",19,21379,10
2143,"HeistEnchantWeaponAll101",19,21380,10
2144,"HeistEnchantWeaponAll102",19,21381,10
2145,"HeistEnchantWeaponAll103",19,21382,10
2146,"HeistEnchantWeaponAll104",19,21383,1
2147,"HeistEnchantWeaponAll105",19,21384,10
2148,"HeistEnchantWeaponAll106",19,21385,10
2149,"HeistEnchantWeaponAll107",19,21386,10
2150,"HeistEnchantWeaponAll108",19,21387,10
2151,"HeistEnchantWeaponAll109",19,21388,5
2152,"HeistEnchantWeaponAll110",19,21389,5
2153,"HeistEnchantWeaponAll111",19,21390,5
2154,"HeistEnchantWeaponAll112",19,21391,5
2155,"HeistEnchantWeaponAll113",19,21392,5
2156,"HeistEnchantWeaponAll114",19,21393,5
2157,"HeistEnchantWeaponAll115",19,21394,5
2158,"HeistEnchantWeaponAll116",19,21395,5
2159,"HeistEnchantWeaponAll117",19,21396,5
2160,"HeistEnchantWeaponAll118",19,21397,5
2161,"HeistEnchantWeaponAll119",19,21398,5
2162,"HeistEnchantWeaponAll120",19,21399,5
2163,"HeistEnchantWeaponAll121",19,21400,5
2164,"HeistEnchantWeaponAll122",19,21401,5
2165,"HeistEnchantWeaponAll123",19,21402,5
2166,"HeistEnchantWeaponAll124",19,21403,5
2167,"HeistEnchantWeaponAll125",19,21404,5
2168,"HeistEnchantWeaponAll126",19,21405,5
2169,"HeistEnchantWeaponAll127",19,21406,5
2170,"HeistEnchantWeaponAll128",19,21407,5
2171,"HeistEnchantWeaponAll129",19,21408,5
2172,"HeistEnchantWeaponAll130",19,21409,5
2173,"HeistEnchantWeaponAll131",19,21410,5
2174,"HeistEnchantWeaponAll132",19,21411,5
2175,"HeistEnchantWeaponAll133",19,21412,5
2176,"HeistEnchantWeaponAll134",19,21413,5
2177,"HeistEnchantWeaponAll135",19,21414,5
2178,"HeistEnchantWeaponAll136",19,21415,5
2179,"HeistEnchantWeaponAll137",19,21416,5
2180,"HeistEnchantWeaponAll138",19,21417,5
2181,"HeistEnchantWeaponAll139",19,21418,5
2182,"HeistEnchantWeaponAll140",19,21419,5
2183,"HeistEnchantWeaponAll141",19,21420,5
2184,"HeistEnchantWeaponAll142",19,21421,5
2185,"HeistEnchantWeaponAll143",19,21422,5
2186,"HeistEnchantWeaponAll144",19,21423,5
2187,"HeistEnchantWeaponAll145",19,21424,5
2188,"HeistEnchantWeaponAll146",19,21425,5
2189,"HeistEnchantWeaponAll147",19,21426,5
2190,"HeistEnchantWeaponAll148",19,21427,5
2191,"HeistEnchantWeaponAll149",19,21428,5
2192,"HeistEnchantWeaponAll150",19,21429,5
2193,"HeistEnchantWeaponAll151",19,21430,5
2194,"HeistEnchantWeaponAll152",19,21431,5
2195,"HeistEnchantWeaponAll153",19,21432,5
2196,"HeistEnchantWeaponAll154",19,21433,5
2197,"HeistEnchantWeaponAll155",19,21434,5
2198,"HeistEnchantWeaponAll156",19,21435,5
2199,"HeistEnchantWeaponAll157",19,21436,5
2200,"HeistEnchantWeaponAll158",19,21437,5
2201,"HeistEnchantWeaponAll159",19,21438,5
2202,"HeistEnchantWeaponAll160",19,21439,5
2203,"HeistEnchantWeaponAll161",19,21440,5
2204,"HeistEnchantWeaponAll162",19,21441,5
2205,"HeistEnchantWeaponAll163",19,21442,5
2206,"HeistEnchantWeaponAll164",19,21443,5
2207,"HeistEnchantWeaponAll165",19,21444,5
2208,"HeistEnchantWeaponAll166",19,21445,5
2209,"HeistEnchantWeaponAll167",19,21446,5
2210,"HeistEnchantWeaponAll168",19,21447,5
2211,"HeistEnchantWeaponAll169",19,21448,5
2212,"HeistEnchantWeaponAll170",19,21449,5
2213,"HeistEnchantWeaponAll171",19,21450,5
2214,"HeistEnchantWeaponAll172",19,21451,5
2215,"HeistEnchantWeaponAll173",19,21452,5
2216,"HeistEnchantWeaponAll174",19,21453,5
2217,"HeistEnchantWeaponAll175",19,21454,5
2218,"HeistEnchantWeaponAll177",19,21455,5
2219,"HeistEnchantWeaponAll178",19,21456,5
2220,"HeistEnchantWeaponAll179",19,21457,5
2221,"HeistEnchantWeaponAll180",19,21458,5
2222,"HeistEnchantWeaponAll181",19,21459,5
2223,"HeistEnchantWeaponAll185",19,21460,1
2224,"HeistEnchantBodyAll1",20,21464,200
2225,"HeistEnchantBodyAll2",20,21465,200
2226,"HeistEnchantBodyAll3",20,21466,50
2227,"HeistEnchantBodyAll4",20,21467,100
2228,"HeistEnchantBodyAll5",20,21468,50
2229,"HeistEnchantBodyAll6",20,21469,100
2230,"HeistEnchantBodyAll7",20,21470,10
2231,"HeistEnchantBodyAll8",20,21471,50
2232,"HeistEnchantBodyAll9",20,21472,10
2233,"HeistEnchantBodyAll10",20,21473,10
2234,"HeistEnchantBodyAll11",20,21474,10
2235,"HeistEnchantBodyAll12",20,21475,1
2236,"HeistEnchantBodyAll13",20,21476,10
2237,"HeistEnchantBodyAll14",20,21477,10
2238,"HeistEnchantBodyAll15",20,21478,10
2239,"HeistEnchantBodyAll16",20,21479,10
2240,"HeistEnchantBodyAll17",20,21480,10
2241,"HeistEnchantBodyAll18",20,21481,10
2242,"HeistEnchantBodyAll19",20,21482,10
2243,"HeistEnchantBodyAll20",20,21483,1
2244,"HeistEnchantBodyAll21",20,21484,10
2245,"HeistEnchantBodyAll22",20,21485,10
2246,"HeistEnchantBodyAll23",20,21486,10
2247,"HeistEnchantBodyAll24",20,21487,10
2248,"HeistEnchantBodyAll25",20,21488,10
2249,"HeistEnchantBodyAll26",20,21489,10
2250,"HeistEnchantBodyAll27",20,21490,10
2251,"HeistEnchantBodyAll28",20,21491,1
2252,"HeistEnchantBodyAll29",20,21492,10
2253,"HeistEnchantBodyAll30",20,21493,10
2254,"HeistEnchantBodyAll31",20,21494,10
2255,"HeistEnchantBodyAll32",20,21495,10
2256,"HeistEnchantBodyAll33",20,21496,1
2257,"HeistEnchantBodyAll34",20,21497,10
2258,"HeistEnchantBodyAll35",20,21498,10
2259,"HeistEnchantBodyAll36",20,21499,10
2260,"HeistEnchantBodyAll37",20,21500,10
2261,"HeistEnchantBodyAll38",20,21501,1
2262,"HeistEnchantBodyAll39",20,21502,10
2263,"HeistEnchantBodyAll40",20,21503,10
2264,"HeistEnchantBodyAll41",20,21504,10
2265,"HeistEnchantBodyAll42",20,21505,10
2266,"HeistEnchantBodyAll43",20,21506,5
2267,"HeistEnchantBodyAll44",20,21507,5
2268,"HeistEnchantBodyAll45",20,21508,5
2269,"HeistEnchantBodyAll46",20,21509,5
2270,"HeistEnchantBodyAll47",20,21510,5
2271,"HeistEnchantBodyAll48",20,21511,5
2272,"HeistEnchantBodyAll49",20,21512,5
2273,"HeistEnchantBodyAll50",20,21513,5
2274,"HeistEnchantBodyAll51",20,21514,5
2275,"HeistEnchantBodyAll52",20,21515,5
2276,"HeistEnchantBodyAll53",20,21516,5
2277,"HeistEnchantBodyAll54",20,21517,5
2278,"HeistEnchantBodyAll55",20,21518,5
2279,"HeistEnchantBodyAll56",20,21519,5
2280,"HeistEnchantBodyAll57",20,21520,5
2281,"HeistEnchantBodyAll58",20,21521,5
2282,"HeistEnchantBodyAll59",20,21522,5
2283,"HeistEnchantBodyAll60",20,21523,5
2284,"HeistEnchantBodyAll61",20,21524,5
2285,"HeistEnchantBodyAll62",20,21525,5
2286,"HeistEnchantBodyAll63",20,21526,5
2287,"HeistEnchantBodyAll64",20,21527,5
2288,"HeistEnchantBodyAll65",20,21528,5
2289,"HeistEnchantBodyAll66",20,21529,5
2290,"HeistEnchantBodyAll67",20,21530,5
2291,"HeistEnchantBodyAll68",20,21531,5
2292,"HeistEnchantBodyAll69",20,21532,5
2293,"HeistEnchantBodyAll70",20,21533,5
2294,"HeistEnchantBodyAll71",20,21534,5
2295,"HeistEnchantBodyAll72",20,21535,5
2296,"HeistEnchantBodyAll73",20,21536,5
2297,"HeistEnchantBodyAll74",20,21537,5
2298,"HeistEnchantBodyAll78",20,21538,1
2299,"HeistEnchantAdditionalCraftedModifierBody",23,21460,1
2300,"HeistEnchantAdditionalCraftedModifierWeapon",24,21538,1
2301,"MavenWatchstone1",25,22297,8000
2302,"MavenWatchstone2",25,22298,500
2303,"MavenWatchstone3",25,22299,500
2304,"MavenWatchstone4",25,22300,1000
2305,"MavenWatchstone5",25,22301,1000
2306,"MavenWatchstone6",25,22302,1000
2307,"MavenWatchstone7",25,22303,500
2308,"MavenWatchstone8",25,22304,500
2309,"MavenWatchstone9",25,22305,500
2310,"MavenWatchstone10",25,22306,500
2311,"MavenWatchstone11",25,22307,1000
2312,"MavenWatchstone12",25,22308,500
2313,"MavenWatchstone13",25,22309,500
2314,"MavenWatchstone14",25,22310,1000
2315,"MavenWatchstone15",25,22311,1000
2316,"MavenWatchstone16",25,22312,500
2317,"MavenWatchstone17",25,22313,500
2318,"MavenWatchstone18",25,22314,500
2319,"MavenWatchstone19",25,22315,500
2320,"MavenWatchstone20",25,22316,500
2321,"MavenWatchstone21",25,22317,500
2322,"MavenWatchstone22",25,22318,500
2323,"MavenWatchstone23",25,22319,500
2324,"MavenWatchstone24",25,22320,500
2325,"MavenWatchstone25",25,22321,500
2326,"MavenWatchstone26",25,22322,500
2327,"MavenWatchstone27",25,22323,500
2328,"MavenWatchstone28",25,22324,500
2329,"MavenWatchstone29",25,22325,500
2330,"MavenWatchstone30",25,22326,500
2331,"MavenWatchstone31",25,22327,100
2332,"MavenWatchstone32",25,22328,100
2333,"MavenWatchstone33",25,22329,100
2334,"MavenWatchstone34",25,22330,100
2335,"MavenWatchstone35",25,22331,100
2336,"MavenWatchstone36",25,22332,100
2337,"MavenWatchstone37",25,22333,100
2338,"MavenWatchstone38",25,22334,100
2339,"MavenWatchstone39",25,22335,100
2340,"MavenWatchstone40",25,22336,100
2341,"MavenWatchstone41",25,22337,500
2342,"MavenWatchstone42",25,22338,500
2343,"MavenWatchstone43",25,22339,1000
2344,"MavenWatchstone44",25,22340,0
2345,"MavenWatchstone45",25,22341,500
2346,"MavenWatchstone46",25,22342,125
2347,"MavenWatchstone47",25,22343,125
2348,"MavenWatchstone48",25,22344,125
2349,"MavenWatchstone49",25,22345,125
2350,"MavenWatchstone50",25,22346,500
2351,"MavenWatchstone51",25,22347,500
2352,"MavenWatchstone52",25,22348,500
2353,"MavenWatchstone53",25,22349,500
2354,"MavenWatchstone54",25,22350,500
2355,"MavenWatchstone55",25,22351,500
2356,"MavenWatchstone56",25,22352,500
2357,"MavenWatchstone57",25,22353,0
2358,"MavenWatchstone58",25,22354,500
2359,"MavenWatchstone59",25,22355,500
2360,"MavenWatchstone60",25,22356,500
2361,"MavenWatchstone61",25,22357,500
2362,"MavenWatchstone62",25,22358,500
2363,"MavenWatchstone63",25,22359,500
2364,"MavenWatchstone64",25,22360,500
2365,"MavenWatchstone65",25,22361,8000
2366,"MavenWatchstone66",25,22362,1000
2367,"MavenWatchstone67",25,22363,1000
2368,"MavenWatchstone68",25,22364,500
2369,"MavenWatchstone69",25,22365,500
2370,"MavenWatchstone70",25,22366,500
2371,"MavenWatchstone71",25,22367,100
2372,"MavenWatchstone72",25,22368,100
2373,"MavenWatchstone73",25,22369,100
2374,"MavenWatchstone74",25,22370,100
2375,"MavenWatchstone75",25,22371,100
2376,"MavenWatchstone76",25,22372,500
2377,"MavenWatchstone77",25,22373,500
2378,"MavenWatchstone78",25,22374,1000
2379,"MavenWatchstone79",25,22375,1000
2380,"MavenWatchstone80",25,22376,8000
2381,"MavenWatchstone81",25,22377,8000
2382,"MavenWatchstone82",25,22378,8000
2383,"MavenWatchstone83",25,22379,8000
2384,"MavenWatchstone84",25,22380,1000
2385,"MavenWatchstone85",25,22381,8000
2386,"MavenWatchstone86",25,22382,8000
2387,"MavenWatchstone87",25,22383,8000
2388,"MavenWatchstone88",25,22384,500
2389,"MavenWatchstone89",25,22385,500
2390,"MavenWatchstone90",25,22386,500
2391,"MavenWatchstone91",25,22387,500
2392,"MavenWatchstone92",25,22388,500
2393,"MavenWatchstone93",25,22389,500
2394,"MavenWatchstone94",25,22390,500
2395,"MavenWatchstone95",25,22391,500
2396,"MavenWatchstone96",25,22392,500
2397,"MavenWatchstone97",25,22393,500
2398,"MavenWatchstone98",25,22394,500
2399,"MavenWatchstone99",25,22395,500
2400,"MavenWatchstone100",25,22396,500
2401,"MavenWatchstone101",25,22397,500
2402,"MavenWatchstone102",25,22398,500
2403,"MavenWatchstone103",25,22399,500
2404,"MavenWatchstone104",25,22400,500
2405,"MavenWatchstone105",25,22401,500
2406,"MavenWatchstone106",25,22402,500
2407,"MavenWatchstone107",25,22403,1000
2408,"MavenWatchstone108",25,22404,1000
2409,"MavenWatchstone109",25,22405,1000
2410,"MavenWatchstone110",25,22406,1000
2411,"MavenWatchstone111",25,22407,1000
2412,"MavenWatchstone112",25,22408,1000
2413,"MavenWatchstone113",25,22409,1000
2414,"MavenWatchstone114",25,22410,1000
2415,"MavenWatchstone115",25,22411,1000
2416,"MavenWatchstone116",25,22412,1000
2417,"MavenWatchstone117",25,22413,1000
2418,"MavenWatchstone118",25,22414,1000
2419,"MavenWatchstone119",25,22415,1000
2420,"MavenWatchstone120",25,22416,1000
2421,"MavenWatchstone121",25,22417,1000
2422,"MavenWatchstone122",25,22418,1000
2423,"MavenWatchstone123",25,22419,1000
2424,"MavenWatchstone124",25,22420,1000
2425,"MavenWatchstone125",25,22421,50
2426,"MavenWatchstone126",25,22422,1000
2427,"MavenWatchstone127",25,22423,1000
2428,"MavenWatchstone128",25,22424,0
2429,"MavenWatchstone129",25,22425,0
2430,"MavenWatchstone130",25,22426,0
2431,"MavenWatchstone131",25,22427,0
2432,"MavenWatchstone132",25,22428,0
2433,"MavenWatchstone133",25,22429,1000
2434,"MavenWatchstone134",25,22430,500
2435,"MavenWatchstone135",25,22431,500
2436,"MavenWatchstone136",25,22432,500
2437,"MavenWatchstone137",25,22433,500
2438,"MavenWatchstone138",25,22434,500
2439,"MavenWatchstone139",25,22435,500
2440,"MavenWatchstone140",25,22436,500
2441,"MavenWatchstone141",25,22437,500
2442,"MavenWatchstone142",25,22438,500
2443,"MavenWatchstone143",25,22439,500
2444,"MavenWatchstone144",25,22440,500
2445,"MavenWatchstone145",25,22441,500
2446,"MavenWatchstone146",25,22442,500
2447,"MavenWatchstone147",25,22443,500
2448,"MavenWatchstone148",25,22444,500
2449,"MavenWatchstone149",25,22445,500
2450,"MavenWatchstone150",25,22446,500
2451,"MavenWatchstone151",25,22447,500
2452,"MavenWatchstone152",25,22448,1000
2453,"MavenWatchstone153",25,22449,1000
2454,"MavenWatchstone154",25,22450,1000
2455,"MavenWatchstone155",25,22451,1000
2456,"MavenWatchstone156",25,22452,1000
2457,"MavenWatchstone157",25,22453,1000
2458,"MavenWatchstone158",25,22454,1000
2459,"MavenWatchstone159",25,22455,1000
2460,"MavenWatchstone160",25,22456,1000
2461,"MavenWatchstone161",25,22457,750
2462,"MavenWatchstone162",25,22458,750
2463,"BreachRingArmour1",26,22459,333
2464,"BreachRingArmour2",26,22460,333
2465,"BreachRingArmour3",26,22461,333
2466,"BreachRingArmour4",26,22462,1000
2467,"BreachRingArmour5",26,22463,1000
2468,"BreachRingArmour6",26,22464,1000
2469,"BreachRingArmour7",26,22465,1000
2470,"BreachRingArmour8",26,22466,1000
2471,"BreachRingArmour9",26,22467,250
2472,"BreachRingArmour10",26,22468,1000
2473,"BreachRingArmour11",26,22469,250
2474,"BreachRingArmour12",26,22470,1000
2475,"BreachRingArmour13",26,22471,1000
2476,"BreachRingArmour14",26,22472,250
2477,"BreachRingArmour15",26,22473,250
2478,"BreachRingArmour16",26,22474,1000
2479,"BreachRingArmour17",26,22475,1000
2480,"BreachRingArmour18",26,22476,1000
2481,"BreachRingArmour19",26,22477,250
2482,"BreachRingArmour20",26,22478,250
2483,"BreachRingArmour21",26,22479,250
2484,"BreachRingArmour22",26,22480,1000
2485,"BreachRingArmour23",26,22481,1000
2486,"BreachRingArmour24",26,22482,1000
2487,"BreachRingArmour25",26,22483,250
2488,"CatarinaVeiledMod1",27,14757,1000
2489,"CatarinaVeiledMod2",27,14770,1000
2490,"AtziriRingMod1",28,11703,1400
2491,"AtziriRingMod2",28,11704,500
2492,"AtziriRingMod3",28,11705,500
2493,"AtziriRingMod4",28,11706,250
2494,"AtziriRingMod5",28,11707,250
2495,"AtziriRingMod6",28,11708,500
2496,"AtziriRingMod7",28,11709,500
2497,"AtziriRingMod8",28,11710,500
2498,"AtziriRingMod9",28,11711,250
2499,"AtziriRingMod10",28,11712,500
2500,"AtziriRingMod11",28,11713,500
2501,"AtziriRingMod12",28,11714,500
2502,"AtziriRingMod13",28,11715,250
2503,"SpecialCorruptionHelmet1",29,6904,1000
2504,"SpecialCorruptionHelmet2",29,6905,1000
2505,"SpecialCorruptionHelmet3",29,6906,1000
2506,"SpecialCorruptionHelmet4",29,6907,500
2507,"SpecialCorruptionHelmet5",29,6908,200
2508,"SpecialCorruptionHelmet6",29,6909,200
2509,"SpecialCorruptionHelmet7",29,6910,1000
2510,"SpecialCorruptionHelmet8",29,6911,1000
2511,"SpecialCorruptionHelmet9",29,6912,500
2512,"SpecialCorruptionHelmet10",29,6913,500
2513,"SpecialCorruptionHelmet11",29,6914,500
2514,"SpecialCorruptionHelmet12",29,6915,200
2515,"SpecialCorruptionHelmet13",29,6916,500
