"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
127,"block_test","Art/2DArt/SkillIcons/passives/shieldblock.dds",[],[],[],"","","","","","","","",[],[],[]
128,"puncture","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_standing.epk""]",[],[],1,"","","","","","","",[],[],[]
129,"puncture_moving","","[""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_walking.epk""]",[],[],1,"","","","","","","",[],[],[]
130,"puncture_purple","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_standing.epk""]",[],[],1,"","","","","","","",[],[],[]
131,"puncture_moving_purple","","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_walking.epk""]",[],[],1,"","","","","","","",[],[],[]
132,"player_aura_armour","Art/2DArt/SkillIcons/auraarmour.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/armour/armour.epk""]",[],1,"","","","","","","",[],[],[]
133,"player_aura_evasion","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/evasion_aura/evade.epk""]",[],1,"","","","","","","",[],[],[]
134,"player_aura_resists","Art/2DArt/SkillIcons/auraresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/increase_resistances/resistance.epk""]",[],1,"","","","","","","",[],[],[]
135,"player_aura_fire_resist","Art/2DArt/SkillIcons/aurafireresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/fire/fire.epk""]",[],1,"","","","","","","",[],[],[]
136,"player_aura_cold_resist","Art/2DArt/SkillIcons/auracoldresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/ice/ice.epk""]",[],1,"","","","","","","",[],[],[]
137,"player_aura_lightning_resist","Art/2DArt/SkillIcons/auralightningresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/lightning/lightning.epk""]",[],1,"","","","","","","",[],[],[]
138,"player_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/energy_sheild/energy_sheild.epk""]",[],1,"","","","","","","",[],[],[]
139,"player_aura_energy_shield_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/discipline/barrier/barrier.epk""]",[],"","","","","","","","",[],[],[]
140,"player_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/fire/fire.epk""]",[],1,"","","","","","","",[],[],[]
141,"player_aura_fire_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_fire_aura.epk""]",[],"","","","","","","","",[],[],[]
142,"aura_fire_damage_talisman","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_anger_loop.epk""]",[0],"","","","","","","","",[],[],[]
143,"player_aura_cold_damage","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/ice/ice.epk""]",[],1,"","","","","","","",[],[],[]
144,"player_aura_cold_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_cold_aura.epk""]",[],"","","","","","","","",[],[],[]
145,"aura_cold_damage_talisman","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_hatred_loop.epk""]",[0],"","","","","","","","",[],[],[]
146,"player_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/elemental_damage/light/light.epk""]",[],1,"","","","","","","",[],[],[]
147,"player_aura_lightning_damage_alternate","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/elemental/skull/skull_lightning_aura.epk""]",[],"","","","","","","","",[],[],[]
148,"aura_lightning_damage_talisman","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_wrath_loop.epk""]",[0],"","","","","","","","",[],[],[]
149,"player_aura_chaos_damage","Art/2DArt/SkillIcons/Envy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/envy/envy.epk""]",[],1,"","","","","","","",[],[],[]
150,"player_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/faster_attack/faster_attack.epk""]",[],1,"","","","","","","",[],[],[]
151,"player_aura_speed_talisman","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/curse_aura_zone/sml_haste_loop.epk""]",[],1,"","","","","","","",[],[],[]
152,"player_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/life_regen/life_regen.epk""]",[],1,"","","","","","","",[],[],[]
153,"player_aura_mana_regen","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/clarity/clarity_epk.epk""]",[],1,"","","","","","","",[],[],[]
154,"player_aura_mana_regen_4_0_0","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/clarity.epk""]",[],1,"","","","","","","",[],[],[]
155,"player_aura_mana_regen_alternate","",[],"[""Metadata/Effects/Microtransactions/Aura/clarity_aura/clarity_aura.epk""]",[],"","","","","","","","",[],[],[]
156,"str_int_mission_mana_regen_relic","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/clarity_aura/clarity_aura.epk""]",[12],"","","","","","","","",[],[],[]
157,"vaal_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/vitality_caster.epk""]",[],"","","","","","","","",[],[],[]
158,"vaal_aura_armour","Art/2DArt/SkillIcons/auraarmour.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/determination_caster.epk""]",[],"","","","","","","","",[],[],[]
159,"beartrap_debuff","Art/2DArt/SkillIcons/beartrap.dds","[""Metadata/Effects/Spells/bear_trap/epk.epk""]",[],[],1,"","","","","","","",[],[],[]
160,"trap_convert_buff","Art/2DArt/SkillIcons/conversiontrap.dds","[""Metadata/Effects/Spells/traps/gas_trap/epk.epk""]",[],[],1,"","","","","","","",[],[],[]
161,"ground_fire_burn","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
162,"ground_ice_chill","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
163,"ground_tar_slow","Art/2DArt/BuffIcons/buffspeed.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
164,"totem_aura_life_regen","Art/2DArt/SkillIcons/liferegentotem.dds","[""Metadata/Effects/Spells/totems/spells/life_regen/affected.epk""]","[""Metadata/Effects/Spells/totems/spells/life_regen/totem.epk""]",[],1,"","","","","","","",[],[],[]
165,"monster_aura_cold_damage","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/ice/ice.epk""]",[],1,"","","","","","","",[],[],[]
166,"monster_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/fire/fire.epk""]",[],1,"","","","","","","",[],[],[]
167,"monster_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/elemental_damage/light/light.epk""]",[],1,"","","","","","","",[],[],[]
168,"ambrosia_aura_fire_damage","Art/2DArt/SkillIcons/aurafire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Spells/monsters_effects/seawitchambrosia_aura/seawitchambrosia_aura.epk""]",[],1,"","","","","","","",[],[],[]
169,"amarissa_aura_lightning_damage","Art/2DArt/SkillIcons/auralightning.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Spells/monsters_effects/seawitchamarissa_aura/seawitchamarissa_aura.epk""]",[],1,"","","","","","","",[],[],[]
170,"blinded","Art/2DArt/BuffIcons/buffblinded.dds",[],[],[],"","","","","","","","",[],[],[61]
171,"blinded_uniquewand13","Art/2DArt/BuffIcons/buffblinded.dds",[],"[""Metadata/Effects/Microtransactions/Aura/Uniques/BlindingAura/BlindingAura.epk""]",[],1,"","","","","","","",[],[],[61]
172,"monster_aura_always_crit","Art/2DArt/BuffIcons/flaskcritstrike.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/critical/epk.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/critical/epk.epk""]",[],1,"","","","","","","",[],[],[]
173,"monster_aura_evasion","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/evasion/evade.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/evasion_aura/evade.epk""]",[],1,"","","","","","","",[],[],[]
174,"ice_shield","Art/2DArt/SkillIcons/Iceshield.dds",[],[],[],"","","","","","","","",[],[],[]
175,"frozen_damage_increase","Art/2DArt/BuffIcons/bufffrozen.dds",[],[],[],"","","","","","","","",[],[],[]
176,"red_team","","[""Metadata/Effects/misc/pvp/red_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[]
177,"blue_team","","[""Metadata/Effects/misc/pvp/blue_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[]
178,"minion_red_team","","[""Metadata/Effects/misc/pvp/redsummon_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[]
179,"minion_blue_team","","[""Metadata/Effects/misc/pvp/bluesummon_pvpring.epk""]",[],[7],"","","","","","","","",[],[],[]
180,"trap_red_team","","[""Metadata/Effects/misc/pvp/red_pvptrap.epk""]",[],[7],"","","","","","","","",[],[],[]
181,"trap_blue_team","","[""Metadata/Effects/misc/pvp/blue_pvptrap.epk""]",[],[7],"","","","","","","","",[],[],[]
182,"cheat_alternate_skill_art","Art/2DArt/SkillIcons/iconbash.dds",[],[],[],"","","","","","","","",[],[],[]
183,"lightning_thorns","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/monsters_effects/act3/lightning_sheild/lightning_sheild_epk.epk""]",[],[],"","","","","","","","",[],[],[]
184,"shavronne_lightning_thorns","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/lightning_aura_epk.epk""]",[],[],"","","","","","","","",[],[],[]
185,"piety_transformed_debuff","","[""Metadata/Effects/Spells/monsters_effects/act3/piety/owned_state/shocked.epk""]",[],[],"","","","","","","","",[],[],[]
186,"cheat_blood_override","Art/2DArt/BuffIcons/buffbleed.dds",[],[],[],"","","","","","","","",[],[],[]
187,"awesomerorybuff","Art/2DArt/SkillIcons/Ignite.dds",[],[],[],"","","","","","","","",[],[],[]
188,"strdexint","Art/2DArt/SkillIcons/passives/stun2h.dds",[],[],[],"","","","","","","","",[],[],[]
189,"searing_bond_in_beam","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]",[],[],1,"","","","","","","",[],[],[]
190,"minionstest","Art/2DArt/SkillIcons/passives/miniondex.dds",[],[],[],"","","","","","","","",[],[],[]
191,"projectiletest","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[],[],[],"","","","","","","","",[],[],[]
192,"durationtest","Art/2DArt/SkillIcons/passives/skillduration.dds",[],[],[],"","","","","","","","",[],[],[]
193,"totemtest","Art/2DArt/SkillIcons/passives/totemlife.dds",[],[],[],"","","","","","","","",[],[],[]
194,"traptest","Art/2DArt/SkillIcons/passives/trapsmax.dds",[],[],[],"","","","","","","","",[],[],[]
195,"ground_desecration","Art/2DArt/BuffIcons/desecrated.dds","[""Metadata/Effects/Spells/ground_effects/evil/evil_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
196,"ground_consecration","Art/2DArt/BuffIcons/consecrated.dds","[""Metadata/Effects/Spells/ground_effects/holy/holy_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
197,"ground_profane","Art/2DArt/BuffIcons/ProfaneGroundBuff.dds","[""Metadata/Effects/Spells/ground_effects_v3/profane/profane.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
198,"footstep_cheat","Art/2DArt/BuffIcons/buffspeed.dds",[],[],[],"","","","","","","","",[],[],[]
199,"divination_distilate","Art/2DArt/BuffIcons/DivinationDistillateFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
200,"onslaught","Art/2DArt/BuffIcons/Onslaught.dds","[""Metadata/Effects/misc/flask_effects/Onslaught/onslaught.epk""]","[""Metadata/Effects/misc/flask_effects/Onslaught/onslaught.epk""]",[],1,"","","","","","","",[],[],[]
201,"onslaught_from_nearby_allies","Art/2DArt/BuffIcons/Onslaught.dds","[""Metadata/Effects/misc/flask_effects/Onslaught/onslaught.epk""]","[""Metadata/Effects/misc/flask_effects/Onslaught/onslaught.epk""]",[],1,"","","","","","","",[],[],[]
202,"unique_deaths_oath_aura","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/Microtransactions/Misc/auras/hpdegen_aura/degen_aura_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/chaos_degen/chaos_degenaura_epk.epk""]",[],1,"","","","","","","",[],[],[]
203,"unique_deaths_oath_debuff","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/Microtransactions/Misc/auras/hpdegen_aura/degen_aura_player.epk""]",[],[],1,"","","","","","","",[],[],[]
204,"damage_aura","Art/2DArt/BuffIcons/leercastbuff.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Misc/auras/damageaura/damage_aura_epk.epk""]",[],1,"","","","","","","",[],[],[]
205,"damage_aura_monster","Art/2DArt/BuffIcons/leercastbuff.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/medium_damage.epk""]","[""Metadata/Effects/Microtransactions/Misc/auras/damageaura/damage_aura_epk.epk""]",[],"","","","","","","","",[],[],[]
206,"reave_counter","Art/2DArt/SkillIcons/Reave.dds",[],[],[],"","","","","","","","",[],[],[]
207,"chilling_bond_in_beam","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","",[],[],[]
208,"purple_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/purple_lightning/shocked/shocked.epk"",""Metadata/Effects/Microtransactions/Weapon_effects/uniques/purple_lightning/shocked/shocked.epk"",""Metadata/Effects/Microtransactions/Weapon_effects/uniques/purple_lightning/shocked/large_shocked.epk""]","[""Metadata/Effects/Spells/supports/aurafy/light_purple.epk"",""Metadata/Effects/Spells/supports/aurafy/light_purple.epk"",""Metadata/Effects/Spells/supports/aurafy/light_purple_large.epk""]",[],1,"","","","","","","",[],[],[]
209,"divine_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/divine_shocked.epk""]","[""Metadata/Effects/Spells/supports/aurafy/divine_shocked.epk"",""Metadata/Effects/Spells/supports/aurafy/divine_shocked.epk"",""Metadata/Effects/Spells/supports/aurafy/divine_shocked_large.epk""]",[],"","","","","","","","",[],[],[]
210,"red_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/shocked_red.epk"",""Metadata/Effects/StatusAilments/shocked_red.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked_red.epk""]","[""Metadata/Effects/Spells/supports/aurafy/shocked_red.epk"",""Metadata/Effects/Spells/supports/aurafy/shocked_red.epk"",""Metadata/Effects/Spells/supports/aurafy/shocked_red_large.epk""]",[],"","","","","","","","",[],[],[]
211,"green_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/shocked_green.epk"",""Metadata/Effects/StatusAilments/shocked_green.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked_green.epk""]","[""Metadata/Effects/Spells/supports/aurafy/shocked_green.epk"",""Metadata/Effects/Spells/supports/aurafy/shocked_green.epk"",""Metadata/Effects/Spells/supports/aurafy/shocked_green.epk""]",[],"","","","","","","","",[],[],[]
212,"dominus_mark","Art/2DArt/BuffIcons/DemonMark.dds","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/bomb_curse/bombcurse_epk.epk""]",[],[],"","","","","","","","",[],[],[]
213,"proximity_shield_aura","Art/2DArt/BuffIcons/ProxShield.dds","[""Metadata/Effects/Spells/monsters_effects/act3/citystalker_richmens/richmensheild_aura_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
