"rownum","Id","Text","XBoxText","i32","PlaystationText"
385,"OptionsJoinTradeChatLabel","Show Trade Chat","",166931419,""
386,"OptionsShowGuildChatLabel","Show Guild Chat","",1015685545,""
387,"OptionsShowLifeBarsOnAlliesLabel","Show Mini Life Bars On Allies","",998544620,""
388,"OptionsShowLifeBarsOnAlliesPopup","Displays a small life bar above each ally.","",508354286,""
389,"OptionsShowLifeBarsOnEnemiesLabel","Show Mini Life Bars On Enemies","",1122829015,""
390,"OptionsShowLifeBarsOnEnemiesPopup","Displays a small life bar above each enemy.","",-1292075788,""
391,"OptionsShowLifeBarOnPlayerLabel","Show Mini Life Bar Above You","",-1790199704,""
392,"OptionsShowLifeBarOnPlayerPopup","Displays a small life bar above your Character.","",118062738,""
393,"OptionsShowAllyNamesOnMapLabel","Show Ally Names On Your Map","",406459778,""
394,"OptionsShowAllyNamesOnMapPopup","Displays the names of your Allies on your Map.","",1077241212,""
395,"OptionsUseNextFlaskWithChargesLabel","Enable Smart-flask","",-210316891,""
396,"OptionsUseNextFlaskWithChargesPopup","Uses a flask of the same type when the flask bound to the pressed button has too few charges.","",-426823458,""
397,"OptionsShowClockLabel","Show Clock","",-1683977149,""
398,"OptionsShowClockPopup","Displays the current local time above your Flask Bar.","",-396564145,""
399,"OptionsAutoEquipLabel","Auto-equip","",1772172300,""
400,"OptionsAutoEquipPopup","Automatically equip items you pick up while the inventory panel is closed.","",-163958811,""
401,"OptionsAlwaysAttackInPlaceLabel","Always Attack In-place","",-536224102,""
402,"OptionsAlwaysAttackInPlacePopup","Skills are always performed in-place.","",933160775,""
403,"OptionsAttackInPlaceKeyStopsMoveLabel","Attack In Place Key Stops Move","",679850276,""
404,"OptionsAttackInPlaceKeyStopsMovePopup","Pressing the attack-in-place key will stop you from moving.","",402089892,""
405,"OptionsMousewheelZoomLabel","Mousewheel Zoom","",-1610912870,""
406,"OptionsMousewheelZoomPopup","Enables the ability to zoom in and out using the mouse scroll wheel.","",-376013293,""
407,"OptionsRestrictCursorToWindowLabel","Confine Mouse To Window","",63876039,""
408,"OptionsRestrictCursorToWindowPopup","Prevents the mouse cursor from leaving the game window.","",952361665,""
409,"OptionsDefaultLootAllocation","Default Loot Allocation","",-1040336753,""
410,"OptionsChatFontSize","Chat Font Size","",-1076597629,""
411,"OptionsChatFontOptionSmall","Small","",581803937,""
412,"OptionsChatFontOptionNormal","Normal","",-1207891284,""
413,"OptionsChatWidthLabel","Chat Box Width","",699796848,""
414,"OptionsChatHeightLabel","Chat Box Height","",-790728544,""
415,"OptionsEnableQuestTracking","Enable Quest Tracking","",1613909642,""
416,"OptionsEnableQuestTrackingPopup","Shows a list of your current quest objectives on the right side of the screen.","",-485299904,""
417,"OptionsReloadItemFiltersButton","Reload","",225917074,""
418,"OptionsItemFilterFileList","List of Item Filters","",-1869567520,""
419,"OptionsNoFilter","None","",1680177753,""
420,"OptionsLanguageOption","Language","",1321407223,""
421,"OptionsLanguageChange","You must restart Path of Exile in order for your chosen language to take effect. Would you like to restart now?","",428992790,""
422,"OptionsChatLanguageOption","Chat Language","",-596672869,""
423,"OptionsChatLanguageOptionDefault","Same as Language","",1114043413,""
424,"OptionsDialogueInChatLabel","Output Dialogue To Chat","",383842893,""
425,"OptionsDialogueInChatPopup","Outputs character and NPC dialogue to chat in addition to the audio.","",1213515967,""
426,"OptionsNetworkingMode","Networking Mode","",1387953544,""
427,"OptionsNetworkingModeCannotChange","This setting can only be changed from the main menu, while you are out of game","",900848435,""
428,"OptionsNetworkingModeLockstep","Lockstep","",-375388107,""
429,"OptionsNetworkingModePredictive","Predictive","",-373648222,""
430,"OptionsNetworkingModeAuto","Auto","",1250029193,""
431,"OptionsNetworkingModeAutoSelected","{0} (Auto)","",81391679,""
432,"OptionsShowFlaskBuffs","Show Flask Buffs","",-1383016257,""
433,"OptionsShowFlaskBuffsPopup","Shows an icon at the top of the screen for each Flask buff you have active, as well as its duration.","",-856823381,""
434,"OptionsShowAuraIcons","Show Aura Icons","",845939537,""
435,"OptionsShowAuraIconsPopup","Shows an icon at the top of the screen for each persistent buff you have activated.","",1209991193,""
436,"InputOptionsDescription","Click a button in the table below to change the input for an action.","",1481535704,""
437,"OptionsResetToDefaults","Reset to Defaults","",2042314600,""
438,"OptionsReset","Reset","",378444259,""
439,"InputOptionsActionsNotSet","One or more actions not set","",-209372556,""
440,"InputOptionsHint","<— Press a key or mouse button to bind it to this action (press escape to cancel)","",1228653717,""
441,"InputOptionsNotSet","Not Set","",-1367350445,""
442,"InputOptionsEntryPopup","Press a key\r\n\t(Press [Esc] to cancel)","",-2122406071,""
443,"StreamingOptionsUsernameLabel","TwitchID:","",-559268956,""
444,"StreamingOptionsUsernameEmptyMessage","Type Twitch username here...","",127831539,""
445,"StreamingOptionsPasswordLabel","Password:","",-1071724802,""
446,"StreamingOptionsPasswordEmptyMessage","Type Twitch password here...","",1541417405,""
447,"StreamingOptionsLinkAccountsButtonText","Link","",604043485,""
448,"StreamingOptionsLinkAccountsLabel","Link your Twitch and Path of Exile accounts:","",-403845400,""
449,"StreamingOptionsLinkAccountsTip","If you have a Twitch account, you can link it to your Path of Exile account.\r\nClick to open a web page that will allow you to do this.","",-51781712,""
450,"StreamingOptionsStreamTitleLabel","Stream Title:","",-2003604220,""
451,"StreamingOptionsQualityLabel","Quality:","",-298374085,""
452,"StreamingOptionsQualityAuto","Auto","",-146162905,""
453,"StreamingOptionsQualityEntry","{0}p @ {1} fps","",-340928394,""
454,"StreamingOptionsBitrateLabel","Bitrate (kbps):","",-1706721656,""
455,"StreamingOptionsBitrateAuto","Auto","",-972763035,""
456,"StreamingOptionsServerLabel","Stream Server:","",-781413048,""
457,"StreamingOptionsServerLogIn","Log in to get server list","",1693637912,""
458,"StreamingOptionsWebcamLabel","Webcam:","",151451670,""
459,"StreamingOptionsWebcamNoWebcams","No Webcams","",1781895402,""
460,"StreamingOptionsWebcamSize","Webcam size:","",-1212525450,""
461,"StreamingOptionsShowWebcam","Preview:","",1852815069,""
462,"StreamingOptionsShowWebcamPopup","See what the webcam will look like on your stream.","",-1864187287,""
463,"StreamingOptionsStopStreamButtonText","Stop Stream","",1729679408,""
464,"StreamingOptionsStartStreamButtonText","Start Stream","",38679754,""
465,"StreamingOptionsStatusText","Status: {0}","",403598654,""
466,"StreamingOptionsStatusTextStreaming","Status: {0} (at {1}kbps)","",1820731482,""
467,"StreamingOptionsLogInButtonText","Log In","",-61700464,""
468,"StreamingOptionsLogOutButtonText","Log Out","",1255432024,""
469,"StreamingOptionsEnableWebcamButtonText","Enable","",1401922393,""
470,"StreamingOptionsDisableWebcamButtonText","Disable","",-2002172442,""
471,"StreamingStatusTextLogInToStream","Log in to stream video of your gameplay on twitch.tv","",-457280915,""
472,"StreamingStatusTextLoggingIn","Logging in...","",1748766519,""
473,"StreamingStatusTextFetchingServerList","Fetching server list...","",-1817968654,""
474,"StreamingStatusTextReadyToStream","Ready to stream","",-2062752202,""
475,"StreamingStatusTextTestingConnection","Testing server connection...","",1220307419,""
476,"StreamingStatusTextConnectionTested","Server connection successfully tested","",-1246312834,""
477,"StreamingStatusTextStreaming","Streaming...","",-786632724,""
478,"StreamingStatusTextStreamPaused","Stream Paused","",-1260227068,""
479,"StreamingStatusTextStoppingStream","Stopping stream...","",930701812,""
480,"OptionsPanelTitle","Options","",1718627956,""
481,"OptionsPanelSaveButtonText","Save","",-1201037645,""
482,"OptionsPanelCloseButtonText","Close","",-750858085,""
483,"OptionsPanelCancelButtonText","Cancel","",1194316880,""
484,"OptionsPanelDefaultsButtonText","Defaults","",510991106,""
485,"OptionsPanelSaveChangesText","Click to save your changes","",1542231589,""
486,"OptionsPanelCancelChangesText","Click to cancel all your changes","",-1086752060,""
487,"OptionsPanelResetToDefaultsText","Click to reset all settings to their defaults","",-876853877,""
488,"OptionsPanelGraphicsTabTitle","Graphics","",508687631,""
489,"OptionsPanelSoundTabTitle","Sound","",-1371852771,""
490,"OptionsPanelUITabTitle","UI","General",-298792228,""
491,"OptionsPanelNotificationsTabTitle","Notifications","",1511366438,""
492,"OptionsPanelNotificationsTabDisplayLocationsNone","Hide","",982316432,""
493,"OptionsPanelInputTabTitle","Input","",1571966149,""
494,"OptionsPanelStreamingTabTitle","Streaming","",-541276032,""
495,"NotificationOptionsTypeHeader","Notifications","",-674882240,""
496,"NotificationOptionsShowPopupHeader","Show Popup","",623378496,""
497,"NotificationOptionsObeyDNDHeader","Obey DND","",-925004668,""
498,"LoginScreenLogInButtonText","Log In","",-1851098277,""
499,"SteamLoginScreenLogInButtonTip","Log in with Steam","",-2129003613,""
500,"LoginScreenOptionsButtonText","Options","",-1949087356,""
501,"LoginScreenCreditsButtonText","Credits","",-1079523979,""
502,"LoginScreenExitButtonText","Exit","",1082349326,""
503,"LoginScreenGatewayLabel","Gateway","",1171081697,""
504,"LoginScreenEmailLabel","Email","",-475133083,""
505,"LoginScreenPasswordLabel","Password","",-586902947,""
506,"LoginScreenSaveLoginDetailsText","Save Login Details","",903007589,""
507,"LoginScreenCreateButtonText","Create","",-387435627,""
508,"LoginScreenCreateButtonTip","Open the account creation webpage in a browser","",-361044216,""
509,"LoginScreenLostPasswordButtonText","Lost Password","",-1987730563,""
510,"LoginScreenLostPasswordButtonTip","Open the password recovery webpage in a browser","",-1840505963,""
511,"LoginScreenGatewayListGatewayTitle","Gateway","",1351669884,""
512,"LoginScreenGatewayListPingTitle","Ping","",-1465288136,""
513,"LoginScreenGatewayListPing","{0}ms","",-115834156,""
514,"LoginScreenGatewayListAutoSelectGateway","Auto-select Gateway","",-329378938,""
515,"LoginScreenGatewayListFindingGateway","Finding a Gateway...","",-1382043883,""
516,"LoginScreenGatewayListGatewayAutoSelected","{0} (Auto-selected)","",805703986,""
517,"GarenaLoginScreenPlayButtonText","Play","",-2134807945,""
518,"CharacterSelectionScreenEntryText","Level {1} {0}","",-1158490497,""
519,"CharacterPanelNextLevelExperience","Next level ({2}) requires {0} experience\r\n\t{1} remaining","",-847014751,""
520,"CharacterPanelMaxLevel","Max Level","",541505894,""
521,"CharacterPanelMaxLevelBrackets","[Max Level]","",-467629526,""
522,"SkillPopupManaCost","Cost","",-1220531755,""
523,"SkillPopupManaReserved","Reservation","",1067735169,""
524,"SkillPopupCastTime","Cast Time","",50391822,""
525,"SkillPopupAttackTime","Attack Time","",929336521,""
526,"SkillPopupSecond","sec","",-41348877,""
527,"SkillPopupSeconds","secs","",642999722,""
528,"SkillPopupDPS","DPS","",1825515187,""
529,"SkillPopupAverageDamage","Avg. Damage","",-1737877806,""
530,"SkillPopupSouls","Souls","",-287441368,""
531,"SkillPopupLevel","(lvl {0})","",503575065,""
532,"MicrotransactionPanelTitle","Microtransactions","",-104856085,""
533,"MicrotransactionPanelReclaimMTX","Reclaim Effect","",-403099726,""
534,"MicrotransactionPanelReclaimMTXPopup","Reclaim a cosmetic effect from an item (click on this button then click on the item)","Reclaim a cosmetic effect from an item (<<xbox_button_a>> then <<xbox_button_a>> on the item)",782966035,""
535,"MicrotransactionPanelCancelReclaimMTX","Cancel Reclaim","",-360154777,""
536,"MicrotransactionPanelCancelReclaimMTXPopup","Cancel cosmetic effect reclamation (escape)","",-812206126,""
537,"MicrotransactionPanelReclaimPet","Unsummon Pet","",-617789951,""
538,"MicrotransactionPanelReclaimPetPopup","Reclaim your pet to the microtransaction stash","",1734861795,""
539,"MicrotransactionPanelCancelReclaimPet","Cancel Reclaim","",68483067,""
540,"MicrotransactionPanelReclaimCursorNotEmpty","You must empty your cursor before you can enter reclaim mode.","",581322476,""
541,"MicrotransactionPanelShopButton","Shop","",1187089824,""
542,"MicrotransactionPanelShopButtonPopup","Opens the shop panel","",-1293556812,""
543,"MicrotransactionPanelOnlineShopButton","Online Shop","",-616523035,""
544,"MicrotransactionPanelOnlineShopButtonPopup","Click to open the online shop in a web browser","",-1655373483,""
545,"MicrotransactionPanelReclaimMTXMessage","Click on an item to reclaim a cosmetic effect from it. This will move the effect back to your microtransaction stash.","<<xbox_button_a>> on an item to reclaim a cosmetic effect from it. This will move the effect back to your microtransaction stash.",636607296,""
546,"ShopPanelTitle","Shop","",1274936082,""
547,"ShopPanelBuyButton","Buy","",-1199179867,""
548,"ShopPanelBuyButtonPopup","Click to preview before buying","<<xbox_button_a>> to preview before buying",-363659663,""
549,"ShopPanelYouSave","You Save","",1750578324,""
550,"ShopPanelBuyPointsButton","Buy Points","",-621067355,""
551,"ShopPanelBuyPointsButtonPopup","Click to open a web page allowing you to buy points.","",235890063,""
552,"ShopPanelGivePointsToGuildButton","Give Points","",-1925899367,""
553,"ShopPanelGivePointsToGuildButtonPopup","Click to open a web page allowing you to give points to your guild.","<<xbox_button_a>> to open a web page allowing you to give points to your guild.",1413615602,""
554,"ShopPanelGuildPointInfoLabel","The balance shown on this screen is your guild balance. Click \""Give Points\"" to donate points to your guild. The guild leader then uses these points to make purchases for the guild.","The balance shown on this screen is your guild balance. Select \""Give Points\"" to donate points to your guild. The guild leader then uses these points to make purchases for the guild.",1549156784,""
555,"ShopPanelHomeButton","Home","Home Page",-99558417,""
556,"ShopPanelDailyDealShortName","Specials","",-132139855,""
557,"ShopPanelHourlyDealShortName","Hourly Deal","",-2031411394,""
558,"ShopPanelPercentOffEverything","{0}% off everything","",1105699966,""
559,"ShopPanelLoading","Loading...","",-799994792,""
560,"ShopPanelError","<red>{Failed to load the shop. Try again in a few minutes.}","",-242721380,""
561,"EscapeMenuResume","Resume Game","",-1861269737,""
562,"EscapeMenuOptions","Options","",898133309,""
563,"EscapeMenuShop","Microtransaction Shop","Microtransations",704912656,""
564,"EscapeMenuExitToLogin","Exit to Log In Screen","",1857323549,""
565,"EscapeMenuExitToCharacterSelect","Exit to Character Selection","Character Selection",-2027897560,""
566,"EscapeMenuExitToDesktop","Exit Path of Exile","",1594844774,""
567,"LoginStateConnectingToLoginServer","Connecting to login server...","",1188828699,""
568,"LoginStateDefaultGatewayText","Select Gateway...","",186291265,""
569,"LoginStateLoginMessageTitle","Login Error","",-204608543,""
570,"LoginStateAbnormalDisconnectMessageTitle","Abnormal Disconnection","",1079826558,""
571,"LoginStateDisconnectedMessageTitle","Disconnected","",1190880640,""
572,"LoginStateUnlockedMessageTitle","Account Unlocked","",271889600,""
573,"LoginStateContactingServer","Contacting Server...","",261483974,""
574,"LoginStateMOTDDownloading","Downloading...","",1979990557,""
575,"LoginStateMOTDError","News feed not available.","",1584549159,""
576,"LoginStateNoGatewaySelected","You must select a gateway before you can log in.","",-1611140407,""
577,"LoginStateAuthenticatingUser","Authenticating user...","",1394643385,""
578,"LoginStateFailedToLoadLoginDetails","Failed to load login details file.","",-1979921505,""
579,"LoginStateFailedToLoadLoginDetailsMessageBox","Failed to load login details file.\r\nPlease re-enter your password.","",1125507276,""
580,"LoginStateKakaoExpired","Kakao credentials have expired.","",768577595,""
581,"LoginStateKakaoExpiredMessageBox","Your Kakao login credentials have expired. Please restart the game and log in again.","",-328672012,""
582,"LoginStateAuthenticated","Authenticated.","",1035218654,""
583,"LoginStateUnlockedMessageBox","Account successfully unlocked.\r\nYou can now attempt to log in again.","",744468895,""
584,"LoginStateQueuedServersNotOnline","The servers are not yet online. You have been placed in a queue to log in when they come up.","",767409523,""
585,"LoginStateQueuedServersFull","The servers are currently full while we work on adding capacity.","",534689621,""
