"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","rid","i32","i32","i32","rid","bool","[rid]","[rid]","[rid]","[rid]"
120,"flask_utility_stone","You have additional Physical Damage Reduction and reflect a portion of incoming melee physical damage to attackers","","","Basalt Flask","[1038,1084]",1,3,"","","","",18,123,1,"",4,"",1,1,1,0,"","","","","","","",4,1818755072,0,0,"","",[],[],"[1038,1084]",[]
121,"flask_utility_aquamarine","You have additional chance to avoid Cold Damage","","","Aquamarine Flask",[3652],1,3,"","","","",18,118,1,"",4,"",1,1,1,0,"","","","","","","",4,1834090496,0,0,"","",[],[],[3652],[]
122,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[141],1,3,"","","","",18,119,1,"",4,"",1,1,1,0,"","","","","","","",4,1847066624,0,0,"","",[],[],[141],[]
123,"flask_utility_smoke","You have increased Evasion","","","Stibnite Flask",[120],1,3,"","","","",18,120,1,"",4,"",1,1,1,0,"","","","","","","",4,1857683456,0,0,"","",[],[],[120],[]
124,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",18,121,1,"",4,"",1,1,1,0,"","","","","","","",4,1868693504,0,0,"","",[],[],[24],[]
125,"flask_utility_haste","You have Onslaught","","","Silver Flask",[1755],1,3,"","","","",18,122,1,"",4,"",1,1,1,0,"","","","","","","",4,1877999616,0,0,"","",[],[],[1755],[]
126,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[398],1,3,"","","","",18,124,1,"",1,"",1,1,"",0,"","","","","","","",4,1888878592,0,0,"","",[],[],[398],[]
127,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[177],1,3,"","","","",18,125,1,"",2,"",1,1,"",0,"","","","","","","",4,1897529344,0,0,"","",[],[],[177],[]
128,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[477],1,3,"","","","",18,126,1,"",1,"",1,1,"",0,"","","","","","","",4,1909981184,0,0,"","",[],[],[477],[]
129,"elemental_equilibrium_buff","You are affected by Elemental Equilibrium. Your resistances are temporarily altered.","","","Elemental Equilibrium","[144,146,148]",1,2,"","","",1,18,358,1,"",15,"",1,1,"",0,"","","","","","","",4,1932132352,0,0,"","",[],[],"[144,146,148]",[]
130,"hidden_monster","",1,"","","[140,702,864,1860]","",2,"","","","",18,0,1,"",15,1,1,1,"",0,"","","","","","","",4,1941569536,0,0,"","",[],[],"[140,702,864,1860]",[]
131,"block_test","Testing only!!!!","",1,"Block Test","[19,216]",1,2,"","","","",18,127,1,"",15,"",1,1,"",0,"","","","","","","",4,1953366016,0,0,"","",[],[],"[19,216]",[]
132,"bleeding","You are Bleeding, causing you to take Physical Damage over time. The Damage will be higher while you are moving.","","","Bleeding","[7853,462,2044]",1,3,"","","",1,18,128,1,"",2,"",1,1,"",0,"","Bleeding","","","","","",4,1976172544,0,0,"","",[],[],"[7853,462,2044]",[]
133,"bleeding_moving","",1,"","",[7853],1,3,"","","",1,18,129,1,"",2,"",1,1,"",0,"","","","","","","",4,1982595072,0,0,"","",[],[],[7853],[]
134,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[7176,1133,6108,13013,1038,24,1910,451]",1,3,"","","","",18,132,"","",1,"",1,1,"",0,"","","",1,"","","",4,1999896576,0,0,"","",[],[],"[7176,1133,6108,13013,1038,24,1910,451]",[]
135,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[7177,119,620,3654,1038,24,1910,451]",1,3,"","","","",18,133,"","",1,"",1,1,"",0,"","","",1,"","","",4,2024538112,0,0,"","",[],[],"[7177,119,620,3654,1038,24,1910,451]",[]
136,"player_aura_resists","Grants additional Elemental Resistances","",1,"Purity of Elements Aura","[7188,141,946,947,948,596,620,1038,24,1910,451]",1,3,"","","","",18,134,"","",1,"",1,1,"",0,"","","",1,"","","",4,2055864320,0,0,"","",[],[],"[7188,141,946,947,948,596,620,1038,24,1910,451]",[]
137,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura","[7185,946,144,593,192,1038,24,1910,451]",1,3,"","","","",18,135,"","",1,"",1,1,"",0,"","","",1,"","","",4,2087452672,0,0,"","",[],[],"[7185,946,144,593,192,1038,24,1910,451]",[]
138,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura","[7186,947,146,594,191,1038,24,1910,451]",1,3,"","","","",18,136,"","",1,"",1,1,"",0,"","","",1,"","","",4,2116812800,0,0,"","",[],[],"[7186,947,146,594,191,1038,24,1910,451]",[]
139,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura","[7187,948,148,595,193,1038,24,1910,451]",1,3,"","","","",18,137,"","",1,"",1,1,"",0,"","","",1,"","","",4,-2146697216,0,0,"","",[],[],"[7187,948,148,595,193,1038,24,1910,451]",[]
140,"player_aura_energy_shield","Grants additional Energy Shield, and increased Energy Shield Recharge Rate","",1,"Discipline Aura","[7178,133,138,8906,139,1038,24,1910,451]",1,3,"","","","",18,138,"","",1,"",1,1,"",0,"","","",1,"","","",4,-2112094208,0,0,"","",[],[],"[7178,133,138,8906,139,1038,24,1910,451]",[]
141,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[7180,45,46,1593,1594,177,209,1038,24,1910,451]",1,3,"","","","",18,140,1,"",1,"",1,1,"",0,"","","",1,"","","",4,-2082209792,0,0,"","",[],[],"[7180,45,46,1593,1594,177,209,1038,24,1910,451]",[]
142,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[7181,448,8917,6502,13096,1038,24,1910,451]",1,3,"","","","",18,143,1,"",1,"",1,1,"",0,"","","",1,"","","",4,-2046427136,0,0,"","",[],[],"[7181,448,8917,6502,13096,1038,24,1910,451]",[]
143,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[7179,59,60,2976,1038,24,1910,451]",1,3,"","","","",18,146,1,"",1,"",1,1,"",0,"","","",1,"","","",4,-2018377728,0,0,"","",[],[],"[7179,59,60,2976,1038,24,1910,451]",[]
144,"player_aura_speed","Grants increased Cast and Attack Speeds.","",1,"Haste Aura","[7184,70,216,177,1345,175,13095,1038,24,1910,451]",1,3,"","","","",18,150,1,"",1,"",1,1,"",0,"","","",1,"","","",4,-1988886528,0,0,"","",[],[],"[7184,70,216,177,1345,175,13095,1038,24,1910,451]",[]
145,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[7182,125,3104,584,1038,24,1910,451]",1,3,"","","","",18,152,"","",1,"",1,1,"",0,"","","",1,"","","",4,-1960443904,0,0,"","",[],[],"[7182,125,3104,584,1038,24,1910,451]",[]
146,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1937637376,0,0,"","",[],[],[],[]
147,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[7183,131,400,12995,1038,24,1910,451]",1,3,"","","","",18,153,"","",1,"",1,1,"",0,"","","",1,"","","",4,-1920860160,0,0,"","",[],[],"[7183,131,400,12995,1038,24,1910,451]",[]
148,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[7176,1038,141,1038,24,1910,451]",1,3,"","","","",18,158,"","",1,"",1,1,"",0,"","","","","","","",4,-1893990400,0,0,"","",[],[],"[7176,1038,141,1038,24,1910,451]",[]
149,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[7182,451,1038,24,1910,451]",1,3,"","","","",18,157,"","",1,"",1,1,"",0,"","","","","","","",4,-1874853888,0,0,"","",[],[],"[7182,451,1038,24,1910,451]",[]
150,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[7183,1899,1038,24,1910,451]",1,3,"","","","",18,296,1,"",1,"",1,1,"",0,"","","","","","","",4,-1853882368,0,0,"","",[],[],"[7183,1899,1038,24,1910,451]",[]
151,"vaal_aura_dodge","Grants Dodge chance","",1,"Vaal Grace Aura","[7177,1938,1939,1038,24,1910,451]",1,3,"","","","",18,297,"","",1,"",1,1,"",0,"","","","","","","",4,-1833041920,0,0,"","",[],[],"[7177,1938,1939,1038,24,1910,451]",[]
152,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[7178,133,2294,1038,24,1910,451]",1,3,"","","","",18,298,"","",1,"",1,1,"",0,"","","","","","","",4,-1804075008,0,0,"","",[],[],"[7178,133,2294,1038,24,1910,451]",[]
153,"vaal_aura_speed","Grants increased Cast, Attack and Movement Speeds.","",1,"Vaal Haste Aura","[7184,70,216,177,1038,24,1910,451]",1,3,"","","","",18,299,1,"",1,"",1,1,"",0,"","","","","","","",4,-1777074176,0,0,"","",[],[],"[7184,70,216,177,1038,24,1910,451]",[]
154,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6946],1,3,"","","",1,18,159,1,"",2,"",1,1,"",0,"","","","","","","",4,-1752039424,0,0,"","",[],[],[6946],[]
155,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap",[7802],1,3,"","","",1,18,159,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","","",4,-1732771840,0,0,"","",[],[],[7802],[]
156,"beartrap_debuff_damage_taken","",1,"","",[3505],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1726742528,0,0,"","",[],[],[3505],[]
157,"trap_convert_buff","You have been temporarily converted to another team","","","Converted","[24,3423]",1,3,"","","",1,18,160,1,"",2,"",1,1,"",0,"","",1,"","","","",4,-1712717824,0,0,"","",[1657],[4742],"[24,3423,1657]",[]
158,"ground_fire_burn","You are taking burning damage while standing on burning ground","","","Burning Ground","[1984,3248]",1,3,"","","","",18,161,"","",2,"",1,1,"",0,"","","","","","","",4,-1692532736,0,0,"","",[],[],"[1984,3248]",[]
159,"ground_ice_chill","Your actions are slowed while standing on chilled ground","","","Chilled Ground","[8449,1808,3249]",1,3,"","","","",1,162,"","",2,"",1,1,"",0,"","","","","","","",4,-1675231232,0,0,"","",[],[],"[8449,1808,3249]",[]
160,"ground_tar_slow","Your movement speed is reduced while standing in tar","","","Tarred Ground",[177],1,3,"","","","",18,163,1,"",2,"",1,1,"",0,"","","","","","","",4,-1659764736,0,0,"","",[],[],[177],[]
161,"monster_no_drops_buff","",1,"","",[891],"",2,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-1654652928,0,0,"","",[],[],[891],[]
162,"totem_aura_life_regen","Grants Life regeneration","",1,"Rejuvenation Totem Aura","[125,1038,24,1910,451]",1,3,"","","","",18,164,"","",1,"",1,1,"",0,"","","","","","","",4,-1642070016,0,0,"","",[],[],"[125,1038,24,1910,451]",[]
163,"totem_aura_life_mana_regen","Grants Life and Mana regeneration","",1,"Rejuvenation Totem Aura","[125,131,1038,24,1910,451]",1,3,"","","","",18,164,"","",1,"",1,1,"",0,"","","","","","","",4,-1622278144,0,0,"","",[],[],"[125,131,1038,24,1910,451]",[]
164,"monster_aura_cold_damage","Allies deal additional cold damage","","","Cold Damage Aura",[448],1,3,"","","","",18,165,1,"",1,"",1,1,"",0,"","","","","","","",4,-1604452352,0,0,"","",[],[],[448],[]
165,"monster_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",18,166,1,"",1,"",1,1,"",0,"","","","","","","",4,-1591869440,0,0,"","",[],[],[447],[]
166,"monster_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",18,167,1,"",1,"",1,1,"",0,"","","","","","","",4,-1577320448,0,0,"","",[],[],[449],[]
167,"ambrosia_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",18,168,1,"",1,"",1,1,"",0,"","","","","","","",4,-1571684352,0,0,"","",[],[],[447],[]
168,"amarissa_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",18,169,1,"",1,"",1,1,"",0,"","","","","","","",4,-1565392896,0,0,"","",[],[],[449],[]
169,"blinded","You are significantly less accurate","","","Blinded",[973],1,3,"","","",1,3,170,1,"",2,"",1,1,"",0,"","","","","","","",4,-1556086784,0,0,"","",[],[],[973],[]
170,"monster_aura_always_crit","Allies always get Critical Strikes","","","Always Crit Aura",[348],1,3,"","","","",18,172,1,"",1,"",1,1,"",0,"","","","","","","",4,-1543503872,0,0,"","",[],[],[348],[]
171,"monster_aura_evasion","Allies have additional Evasion","","","Evasion Aura",[119],1,3,"","","","",18,173,"","",1,"",1,1,"",0,"","","","","","","",4,-1532493824,0,0,"","",[],[],[119],[]
172,"ice_shield","Some Physical and Fire damage to you is prevented, Consumes Mana","",1,"Arctic Armour","[1080,1179,1180,177]",1,3,"","","",1,18,174,1,"",1,"",1,1,"",0,"","","",1,"","","",4,-1515061248,0,0,"","",[],[],"[1080,1179,1180,177]",[]
173,"ice_shield_moving","",1,"","",[1080],1,3,"","","","",18,0,1,"",1,"","","","",0,"","","","","","","",4,-1507328000,0,0,"","",[],[],[1080],[]
174,"frozen_damage_increase","You take increased damage","","","Frozen Damage Increase",[477],1,3,"","","",1,18,175,"","",15,"",1,1,"",0,"","","","","","","",4,-1495400448,0,0,"","",[],[],[477],[]
175,"red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,176,1,"",10,1,1,1,"",0,"","","","","","","",4,-1488322560,0,0,"","",[],[],[],[]
176,"blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,177,1,"",10,1,1,1,"",0,"","","","","","","",4,-1481900032,0,0,"","",[],[],[],[]
177,"minion_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,178,1,"",10,1,1,1,"",0,"","","","","","","",4,-1479671808,0,0,"","",[],[],[],[]
178,"minion_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,179,1,"",10,1,1,1,"",0,"","","","","","","",4,-1477312512,0,0,"","",[],[],[],[]
179,"trap_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",18,180,1,"",10,1,1,1,"",0,"","","","","","","",4,-1475346432,0,0,"","",[],[],[],[]
180,"trap_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",18,181,1,"",10,1,1,1,"",0,"","","","","","","",4,-1473249280,0,0,"","",[],[],[],[]
181,"cheat_alternate_skill_art","You are using alternate skill art","",1,"Cheat","[347,1305]","",2,"","","","",18,182,1,"",15,"",1,1,"",0,"","","","","","","",4,-1462108160,0,0,"","",[],[],"[347,1305]",[]
182,"lightning_thorns","You emit Lightning Projectiles when hit.","","","Lightning Thorns","[1291,1286,4956]",1,3,"","","",1,18,183,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-1443233792,0,0,"","",[],[],"[1291,1286,4956]",[]
183,"piety_fire_form","",1,"","","[2,3,324,325,177,718,70,1104,2950]",1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1428422656,0,0,"","",[],[],"[2,3,324,325,177,718,70,1104,2950]",[]
184,"piety_ice_form","",1,"","","[2,177,718,70]",1,2,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,-1412694016,0,0,"","",[],[],"[2,177,718,70]",[]
185,"piety_transformed_debuff","",1,"","","[1206,177]",1,2,"","","",1,18,185,1,"",2,"",1,1,"",0,"","","","","","","",4,-1402994688,0,0,"","",[],[],"[1206,177]",[]
186,"cheat_blood_override","","",1,"Blood Cheat",[1208],1,2,"","","",1,18,186,1,"",15,"",1,1,"",0,"","","","","","","",4,-1395261440,0,0,"","",[],[],[1208],[]
187,"leaving_area_protection","",1,"","","[140,864]","",2,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-1388838912,0,0,"","",[],[],"[140,864]",[]
188,"awesomerorybuff","aoe, life, can't die","",1,"","[434,124,398]","",2,"","","","",18,187,1,"",15,"",1,1,"",0,"","","","","","","",4,-1378484224,0,0,"","",[],[],"[434,124,398]",[]
189,"strdexint","Str Dex Int","",1,"","[574,580,577]","",2,"","","","",18,188,1,"",15,"",1,1,"",0,"","","","","","","",4,-1369047040,0,0,"","",[],[],"[574,580,577]",[]
190,"vinktar_lightning_bond_in_beam","You're taking Lightning Damage from Lightning Bond","","","Lightning Bond",[1988],1,3,"","","",1,18,488,1,"",2,"",1,1,"",0,"","","","","","","",4,-1351745536,0,0,"","",[],[],[1988],[]
191,"searing_bond_in_beam","You're taking Burning Damage from a Searing Bond skill","","","Searing Beam",[1984],1,3,"","","",1,18,189,1,"",2,"",1,1,"",0,"","","","","","","",4,-1337589760,0,0,"","",[],[],[1984],[]
192,"minionstest","Max Spectres, Zombies, Skeletons, Skeletons per cast","",1,"Minion Test","[164,165,547,548]",1,2,"","","",1,18,190,1,"",15,"",1,1,"",0,"","","","","","","",4,-1321861120,0,0,"","",[],[],"[164,165,547,548]",[]
193,"projectiletest","Chain, Additional Projectiles, Projectile Speed","",1,"Projectile Test","[172,173,175]",1,2,"","","",1,18,191,1,"",15,"",1,1,"",0,"","","","","","","",4,-1303773184,0,0,"","",[],[],"[172,173,175]",[]
194,"durationtest","Skill Effect Duration, Buff Duration","",1,"Duration Test","[215,168]",1,2,"","","",1,18,192,1,"",15,"",1,1,"",0,"","","","","","","",4,-1289748480,0,0,"","",[],[],"[215,168]",[]
195,"totemtest","number_of_additional_totems_allowed, totem_life_+%, totem_duration_+%, totem_range_+%, totem_damage_+%, totem_elemental_resistance_%, totem_additional_physical_damage_reduction_%, totem_skill_cast_speed_+%, totem_skill_attack_speed_+%, summon_totem_cast_speed_+%","",1,"Totem Test","[957,166,430,167,1793,1839,1840,1842,1843,1345]",1,2,"","","",1,18,193,1,"",15,"",1,1,"",0,"","","","","","","",4,-1239547904,0,0,"","",[],[],"[957,166,430,167,1793,1839,1840,1842,1843,1345]",[]
196,"traptest","Max Traps, Trap Duration, Trap Laying Speed","",1,"Trap Test","[953,311,313]",1,2,"","","",1,18,194,1,"",15,"",1,1,"",0,"","","","","","","",4,-1217265664,0,0,"","",[],[],"[953,311,313]",[]
197,"ground_desecration","You are taking Chaos Damage while standing on Desecrated Ground","","","Desecrated Ground","[453,5026]",1,3,"","","","",18,195,"","",2,"",1,1,"",0,"","","","","","","",4,-1198391296,0,0,"","",[],[],"[453,5026]",[]
198,"ground_consecration","Grants Life Regeneration","","","Consecrated Ground","[451,746,6454,24,1038,13477]",1,3,"","","","",18,196,"","",1,"",1,1,"",0,"","RefreshWhenRemoved","","","","","",4,-1178599424,0,0,"","",[],[],"[451,746,6454,24,1038,13477]",[3837]
199,"footstep_cheat","Using Footstep Effects","",1,"Footsteps Cheat",[1371],1,2,"","","",1,18,198,1,"",15,"",1,1,"",0,"","","","","","","",4,-1162739712,0,0,"","",[],[],[1371],[]
200,"unique_flask_ghost_reaver","Life Leech is applied to Energy Shield instead","","","Ghost Reaver",[5916],1,3,"","","",1,18,11,1,"",4,"",1,1,"",0,"","","","","","","",4,-1148977152,0,0,"","",[],[],[5916],[]
201,"unique_flask_zealots_oath","Life Regeneration is applied to Energy Shield instead","","","Zealot's Oath","[1199,9628]",1,3,"","","",1,18,546,1,"",4,"",1,1,"",0,"","","","","","","",4,-1133117440,0,0,"","",[],[],"[1199,9628]",[]
