"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","i32","rid","bool","bool","[i32]","rid","rid","bool","[rid]","i32","i32"
197,"RhoaShieldChargeUntainted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
198,"GuardianShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
199,"AnimatedBustShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
200,"ExileShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
201,"ExileShieldChargeWeak","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
202,"ExileShieldChargeKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
203,"VaganShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
204,"PerandusShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
205,"ProphecyRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
206,"SummonedRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
207,"BoarBanditShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
208,"AnimalPackShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
209,"TemplarShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
210,"TemplarCultistShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
211,"AnimatedShieldShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
212,"InvisibleDaemonShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
213,"HeistMilitaryEliteShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
214,"HeistMilitaryMinibossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
215,"HeistRoboDogCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
216,"SpikerBullCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
217,"SpikerBullChargePast","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
218,"ReaperWraithCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
219,"EnduringCry","",[],0,0,"",1,[],[],"",1255519432,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
220,"ExileEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
221,"MonsterEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
222,"EnduringCryBanditMapBoss","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],-16843010,-16843010
223,"MonsterEnduringCryInvasion","",[],0,0,"",1,[],[],"",0,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
224,"WbEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
225,"ProphecyEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,10,"","",[],"","","",[],-16843010,-16843010
226,"BeastEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,1000,10,"","",[],"","","",[],-16843010,-16843010
227,"WestEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,1500,10,"","",[],"","","",[],-16843010,-16843010
228,"DoubleStrike","",[],1,0.0233,"",2,[],[],"",1275924143,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
229,"VaalDoubleStrikeOld","",[],0,0,"",2,[],[],"",-882245023,[],"",2,1000,18,"","",[],"","","",[],-16843010,-16843010
230,"MonsterDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
231,"AxisDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
232,"AxisDoubleStrikeTrigger","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
233,"MonsterDoubleStrikeKitavaCleric","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
234,"WbDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
235,"AbyssLich2DoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
236,"BestiaryTigerSpiritBossDoubleStrike","",[],1,0,"",2,[],[],"",0,[],"",2,1000,16,"","",[],"","","",[],-16843010,-16843010
237,"ElementalHit","",[],2.8242,0.0314,"",2,[],[],"",-437847928,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
238,"ElementalHitSkeletonKnight","",[],1.1667,0.0428,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
239,"ElementalHitSkeletonKnightIncursion","",[],1,0,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
240,"ElementalHitSkeletonKnightInvasion","",[],1.1667,0.0428,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
241,"ExileElementalHit","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
242,"ExileElementalHitLightning","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
243,"CitystalkerElementalHit","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
244,"MachinariumElementalHitFire","",[],1,0,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
245,"MachinariumElementalHitCold","",[],1,0,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
246,"MachinariumElementalHitLightning","",[],1,0,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
247,"ExileElementalHitBarrage","",[],0.723,0.0316,"",2,[],[],"",0,[],"",2,1000,19,"","",[],"","","",[],-16843010,-16843010
248,"ImmortalCall","",[],0,0,"",1,[],[],"",-1428241934,[],"",2,0,21,"","",[],"","","",[],-16843010,-16843010
249,"ExileImmortalCallOnDamageTaken","",[],0,0,"",1,[],[],"",0,[],"",2,850,20,"","",[],"","","",[],-16843010,-16843010
250,"VaalImmortalCall","",[],0,0,"",1,[],[],"",1173714351,[],"",2,0,22,"","",[],"","","",[],-16843010,-16843010
251,"ImmortalCallOak","",[],0,0,"",4,[],[],"",0,[],"",2,850,20,"","",[],"","","",[],-16843010,-16843010
252,"ExileImmortalCall","",[],0,0,"",4,[],[],"",0,[],"",2,850,20,"","",[],"","","",[],-16843010,-16843010
253,"WbImmortalCall","",[],0,0,"",4,[],[],"",0,[],"",2,850,20,"","",[],"","","",[],-16843010,-16843010
254,"DualStrike","",[],0,0,"",2,[],[],"",458702818,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
255,"BanditDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
256,"ExileDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
257,"WbDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
258,"PerandusDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
259,"MonsterDemonDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
260,"DemonDualStrikeSideAreaBoss","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
261,"MonsterDualStrikePitbull","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
262,"MonsterDualStrikePitbullBleed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,23,"","",[],"","","",[],-16843010,-16843010
263,"HarvestSpiderDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1870,23,"","",[],"","","",[],-16843010,-16843010
264,"WhirlingBlades","",[],0,0,"",2,[],[],"",1140119579,[],"",2,2600,24,"","",[],"","","",[],-16843010,-16843010
265,"ExileWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
266,"WbWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
267,"PerandusWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
268,"VaganWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
269,"PurgeHoundWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,2600,814,"","",[],"","","",[],-16843010,-16843010
270,"DarkExileWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
271,"UndyingWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
272,"UndyingWhirlingBladesInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
273,"FireMonsterWhirlingBlades","",[],1.0889,0.0646,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
274,"FireMonsterWhirlingBladesInvasion","",[],1.0889,0.0646,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
275,"MossMonsterWhirlingBlades","",[],2.14,0.0475,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
276,"MossMonsterWhirlingBladesInvasion","",[],2.14,0.0475,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
277,"RockGolemWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
278,"CorpseWheelWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
279,"KitavaDemonWhirlingBlades","",[],2.6667,0.0625,"",4,[],[],"",0,[],"",2,1859,24,"","",[],"","","",[],-16843010,-16843010
280,"PlaguewingWhirlingBlades","",[],1.7333,0.04,"",4,[],[],"",0,[],"",2,1962,24,"","",[],"","","",[],-16843010,-16843010
281,"AbyssMineBatWhirlingBlades","",[],1.7333,0.04,"",4,[],[],"",0,[],"",2,1859,24,"","",[],"","","",[],-16843010,-16843010
282,"NessaCrabWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,4950,24,"","",[],"","","",[],-16843010,-16843010
283,"ElderGuardianWhirlingBlades","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,24,"","",[],2,"","",[],-16843010,-16843010
284,"VilentaDash","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,24,"","",[],"","","",[],-16843010,-16843010
285,"VilentaDashMap","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,24,"","",[],"","","",[],-16843010,-16843010
286,"DelveProtoVaalDash","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,644,24,"","",[],"","","",[],-16843010,-16843010
287,"ElderGuardianWhirlingBladesBarrage","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1430,24,"","",[],"","","",[],-16843010,-16843010
288,"BetrayalVoriciCloneDash","",[],1,0,"",4,[],[],"",0,[],"",2,1500,24,"","",[],"","","",[],-16843010,-16843010
289,"BoneGolemWhirl","",[],1,0,"",4,[],[],"",0,[],"",2,2700,24,"","",[],"","","",[],-16843010,-16843010
290,"HeistRobotClockworkRoll","",[],1,0,"",4,[],[],"",0,[],"",2,1900,24,"","",[],35,"","",[],-16843010,-16843010
291,"HeistCultistUnarmedLeap","",[],1,0,"",4,[],[],"",0,[],"",2,1130,24,"","",[],14,"","",[],-16843010,-16843010
292,"DrakelingWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,1830,24,"","",[],"","","",[],-16843010,-16843010
293,"Frenzy","",[],0,0,"",2,[],[],"",1911070900,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
294,"MonsterFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
295,"BanditLeaderFrenzyMapBoss","",[],0,0,"",2,[],[],"",0,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
296,"ExileFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
297,"WbFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
298,"WbFrenzyFortify","",[],0,0,"",2,[],[],"",0,[],"",2,1000,25,"","",[],"","","",[],-16843010,-16843010
299,"DetonateDead","",[],4.03,0.0317,"",2,[],[],"",-1171997431,[],"",2,600,29,"","",[],"","","",[],-16843010,-16843010
300,"VaalDetonateDeadOld","",[],0.8889,0.037,"",2,[],[],"",1215534189,[],"",2,600,31,"","",[],"","","",[],-16843010,-16843010
301,"TormentSpiritVaalDetonateDead","",[],1.5111,0.0143,"",2,[],[],"",0,[],"",2,800,31,"","",[],"","","",[],-16843010,-16843010
302,"BeyondDemonVaalDetonateDead","",[],0.8889,0.037,"",2,[],[],"",0,[],"",2,1750,662,"","",[],32,"","",[],-16843010,-16843010
303,"MonsterVaalDetonateDeadInvasion","",[],1.1111,0.025,"",2,[],[],"",0,[],"",2,2250,662,"","",[],"","","",[],-16843010,-16843010
304,"BanditDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
305,"BellyTotemDetonateDead","",[],1.9444,0.019,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
306,"BanditBossDetonateDeadDescent","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
307,"MonsterTotemDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
308,"DetonateDeadDaemon","",[],2.2222,0.0143,"",2,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
309,"DetonateDeadDaemonRepeat","",[],2.2222,0.0143,"",2,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
310,"ExperimenterDetonateDead","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
311,"TormentDaemonDetonateDead","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
312,"DetonateDeadSideAreaBoss","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
313,"MaligaroDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
314,"WbDetonateDead","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
315,"DroolmawDetonateDead","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
316,"DroolmawDetonateDeadNoTotem","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,28,"","",[],"","","",[],-16843010,-16843010
317,"Snipe","",[],0,0,"",2,[],[],"",-414369612,[],"",2,5000,32,"","",[],"","","",[],-16843010,-16843010
318,"SplitArrow","",[],0.5,0.0233,"",2,[],[],"",809798376,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
319,"MonsterSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
320,"MonsterSplitArrow2","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
321,"ExileSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
322,"ExileRangerSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
323,"BeyondDemonSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
324,"BanditStagSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],"","","",[],-16843010,-16843010
325,"BanditStagSplitArrowMetamorph","",[],0,0,"",2,[],[],"",0,[],"",2,1000,36,"","",[],53,"","",[],-16843010,-16843010
326,"Melee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
327,"MeleeAtAnimationSpeed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
328,"MeleeAtAnimationSpeed2","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],3,"","",[],-16843010,-16843010
329,"MeleeAtAnimationSpeedUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
330,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
331,"PlayerMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
332,"MonsterMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
333,"MonsterMeleeUnarmed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
334,"MonsterMeleeUnarmedGreen","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
335,"MeleeUseContactPoint","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
336,"MeleeElderGuardianGold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
337,"MeleeKitavaMinion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
338,"MeleeDusk","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
339,"MeleeProtoVaal","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
340,"DelveMeleeCold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
341,"DelveMeleeFire","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
342,"DelveMeleeLightning","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
343,"ShaperMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
344,"IzaroMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
345,"MinotaurMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
346,"VilentaEnrageMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
347,"VilentaEnrageMeleeMap","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
348,"BlackguardJaegerMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
349,"SpikerBossMultistrikeMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
350,"RagingSpiritMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
351,"ProphecyRagingSpiritMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
352,"BrutusMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
353,"BruteTowerMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
354,"BruteTowerMeleeAttackEmpowered","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
355,"MalachaiMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
356,"MeleeSpiralStrMissionTotem","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
357,"MonsterMeleeSplash","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
358,"VaalSideAreaBoss1Melee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
359,"DelveLavaGargoyleBossMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"",49,"",[],-16843010,-16843010
360,"MeleeEinhar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
361,"MeleeTora","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
362,"BetrayalSkeletonMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
363,"BetrayalLabMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
364,"MeleeJun","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
365,"MeleeBetrayalGravicius","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
366,"MeleeBetrayalThane","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
367,"MeleeBetrayalVagan","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
368,"MeleeBetrayalRiker","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
369,"MeleeBetrayalRin","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
370,"MeleeLongRange","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],58,"","",[],-16843010,-16843010
371,"MeleeKaruiArcher","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
372,"MeleeKaruiSergeant","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
373,"MeleeHyrri","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
374,"MeleeHillock","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
375,"MeleeLioneye","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
376,"MeleeSekhemaAukuna","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
377,"MeleeSekhemaAukunaDismounted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
378,"MeleeFire","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
379,"MeleeLightning","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
380,"MeleeCold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
381,"MeleePartialChaos","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
382,"MeleePartialChaosWithKnockback","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
383,"MeleePartialChaosWithKnockbackBasilisk","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],13,"","",[],-16843010,-16843010
384,"MeleeDemonFemale","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],58,"","",[],-16843010,-16843010
385,"MeleeEternalArcher","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
386,"MeleeMarakethArcher","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
387,"MeleeMarakethSergeant","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
388,"MeleeBasiliskArrow","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
389,"MeleeEyrieArrow","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
390,"MeleeWarlordArrow","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
391,"AxisGeneralMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
392,"MeleeAtlasCrusaderMonsters","",[],1,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
393,"MeleeWithDirectionalKnockback","",[],0,0,"",4,[],[],"",0,[],"",2,1000,57,"","",[],"","","",[],-16843010,-16843010
