"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
1271,8,0,0,0,1,27,[7],9,1000,"",[],"","",[],[],1,[],3670,[]
1272,8,0,0,0,1,28,[7],13,1000,"",[],"","",[],[],1,[],3671,[]
1273,8,0,0,0,1,29,[7],14,1000,"",[],"","",[],[],1,[],3672,[]
1274,8,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3673,[]
1275,8,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3674,[]
1276,8,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3675,[]
1277,8,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3676,[]
1278,8,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3677,[]
1279,8,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3678,[]
1280,8,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3679,[]
1281,8,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3680,[]
1282,8,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3681,[]
1283,8,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3682,[]
1284,8,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3683,[]
1285,8,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3684,[]
1286,8,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3685,[]
1287,8,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3686,[]
1288,8,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3687,[]
1289,8,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3688,[]
1290,8,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3689,[]
1291,8,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3690,[]
1292,8,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3691,[]
1293,8,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3692,[]
1294,8,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3693,[]
1295,8,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3694,[]
1296,8,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3695,[]
1297,8,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3696,[]
1298,8,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3697,[]
1299,8,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8,13,14,15]","",[],3698,[]
1300,8,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3699,[]
1301,8,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3700,[]
1302,8,0,0,0,9,1,[],"",100,"",[],"","",[],"[7,13,14,15]","",[],3701,[]
1303,8,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3702,[]
1304,8,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3703,[]
1305,8,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3704,[]
1306,8,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3705,[]
1307,8,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3706,[]
1308,8,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3707,[]
1309,8,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3708,[]
1310,8,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3709,[]
1311,8,0,0,0,6,4,[],3,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3710,[]
1312,8,0,0,0,6,5,[],12,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3711,[]
1313,8,0,0,0,6,6,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3712,[]
1314,8,0,0,0,6,7,[],14,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3713,[]
1315,8,0,0,0,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3714,[]
1316,8,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3715,[]
1317,8,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3716,[]
1318,8,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3717,[]
1319,8,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3718,[]
1320,8,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3719,[]
1321,8,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3720,[]
1322,8,0,0,0,7,1,[],4,1000,"",[],"","",[],[],1,[],3721,[]
1323,8,0,0,0,7,2,[],9,1000,"",[],"","",[],[],1,[],3722,[]
1324,8,0,0,0,7,3,[],6,1000,"",[],"","",[],[],1,[],3723,[]
1325,8,0,0,0,7,4,[],13,1000,"",[],"","",[],[],1,[],3724,[]
1326,8,0,0,0,7,5,[],14,1000,"",[],"","",[],[],1,[],3725,[]
1327,8,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3726,[]
1328,8,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3727,[]
1329,8,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3728,[]
1330,8,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3729,[]
1331,8,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3730,[]
1332,8,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3731,[]
1333,8,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3732,[]
1334,8,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3733,[]
1335,8,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3734,[]
1336,8,0,0,0,0,16,"[6,1]","",100,"",[],"",1,[],[],"",[],3735,[]
1337,8,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3736,[]
1338,8,0,0,0,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3737,[]
1339,8,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3738,[]
1340,9,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3744,[]
1341,9,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3745,[]
1342,9,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3746,[]
1343,9,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3747,[]
1344,9,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3748,[]
1345,9,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3749,[]
1346,9,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3750,[]
1347,9,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3751,[]
1348,9,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3752,[]
1349,9,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3753,[]
1350,9,0,0,0,0,10,[],"",100,"",[],12,"",[],[],"",[],3754,[]
1351,9,0,0,0,0,11,[],"",100,"",[],17,"",[],[],"",[],3755,[]
1352,9,0,0,0,0,12,[],"",100,"",[],27,"",[],[],"",[],3756,[]
1353,9,0,0,0,0,13,[],"",100,"",[],48,"",[],[],"",[],3757,[]
1354,9,0,0,0,0,14,[],"",100,"",[],49,"",[],[],"",[],3758,[]
1355,9,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3759,[]
1356,9,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3760,[]
1357,9,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3761,[]
1358,9,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3762,[]
1359,9,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3763,[]
1360,9,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3764,[]
1361,9,0,0,0,1,5,[],"",100,"",[],"","",[7],[],"",[],3765,[]
1362,9,0,0,0,1,6,[],1,1000,"","[1,2]","","",[],[],1,[],3766,[]
1363,9,0,0,0,1,7,[],3,1000,"","[1,2]","","",[],[],1,[],3767,[]
1364,9,0,0,0,1,8,[],4,1000,"","[1,2]","","",[],[],1,[],3768,[]
1365,9,0,0,0,1,9,[],5,1000,"","[1,2]","","",[],[],1,[],3769,[]
1366,9,0,0,0,1,10,[],12,1000,"","[1,2]","","",[],[],1,[],3770,[]
1367,9,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3771,[]
1368,9,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3772,[]
1369,9,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3773,[]
1370,9,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3774,[]
1371,9,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3775,[]
1372,9,0,0,0,1,16,[],2,1000,"",[0],"","",[],[],1,[],3776,[]
1373,9,0,0,0,1,17,[],8,1000,"",[0],"","",[],[],1,[],3777,[]
1374,9,0,0,0,1,18,[],6,1000,"",[0],"","",[],[],1,[],3778,[]
1375,9,0,0,0,1,19,[],11,1000,"",[0],"","",[],[],1,[],3779,[]
1376,9,0,0,0,1,20,[],12,1000,"",[0],"","",[],[],1,[],3780,[]
1377,9,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3781,[]
1378,9,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3782,[]
1379,9,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3783,[]
1380,9,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3784,[]
1381,9,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3785,[]
1382,9,0,0,0,2,4,[],7,1000,"",[0],"","",[],[],1,[],3786,[]
1383,9,0,0,0,2,5,[],5,1000,"",[0],"","",[],[],1,[],3787,[]
1384,9,0,0,0,2,6,[],8,1000,"",[0],"","",[],[],1,[],3788,[]
1385,9,0,0,0,2,7,[],12,1000,"",[0],"","",[],[],1,[],3789,[]
1386,9,0,0,0,2,8,[],17,1000,"",[0],"","",[],[],1,[],3790,[]
1387,9,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3791,[]
1388,9,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3792,[]
1389,9,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3793,[]
1390,9,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3794,[]
1391,9,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3795,[]
1392,9,0,0,0,1,26,[7],1,1000,"",[],"","",[],[],1,[],3796,[]
1393,9,0,0,0,1,27,[7],3,1000,"",[],"","",[],[],1,[],3797,[]
1394,9,0,0,0,1,28,[7],5,1000,"",[],"","",[],[],1,[],3798,[]
1395,9,0,0,0,1,29,[7],6,1000,"",[],"","",[],[],1,[],3799,[]
1396,9,0,0,0,1,30,[7],11,1000,"",[],"","",[],[],1,[],3800,[]
1397,9,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3801,[]
1398,9,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3802,[]
1399,9,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3803,[]
1400,9,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3804,[]
1401,9,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3805,[]
1402,9,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3806,[]
1403,9,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3807,[]
1404,9,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3808,[]
1405,9,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3809,[]
1406,9,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3810,[]
1407,9,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3811,[]
1408,9,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3812,[]
1409,9,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3813,[]
1410,9,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3814,[]
1411,9,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3815,[]
1412,9,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3816,[]
1413,9,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3817,[]
1414,9,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3818,[]
1415,9,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3819,[]
1416,9,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3820,[]
1417,9,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3821,[]
1418,9,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3822,[]
1419,9,0,0,0,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],3823,[]
1420,9,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3824,[]
1421,9,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3825,[]
1422,9,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3826,[]
1423,9,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3827,[]
1424,9,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3828,[]
1425,9,0,0,0,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],3829,[]
1426,9,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3830,[]
1427,9,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3831,[]
1428,9,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3832,[]
1429,9,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3833,[]
1430,9,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3834,[]
1431,9,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3835,[]
1432,9,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3836,[]
1433,9,0,0,0,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3837,[]
1434,9,0,0,0,6,5,[],7,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3838,[]
1435,9,0,0,0,6,6,[],5,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3839,[]
1436,9,0,0,0,6,7,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3840,[]
1437,9,0,0,0,6,8,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3841,[]
1438,9,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3842,[]
1439,9,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3843,[]
1440,9,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3844,[]
1441,9,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3845,[]
1442,9,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3846,[]
1443,9,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3847,[]
1444,9,0,0,0,7,1,[],7,1000,"",[],"","",[],[],1,[],3848,[]
1445,9,0,0,0,7,2,[],2,1000,"",[],"","",[],[],1,[],3849,[]
1446,9,0,0,0,7,3,[],5,1000,"",[],"","",[],[],1,[],3850,[]
1447,9,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],3851,[]
1448,9,0,0,0,7,5,[],12,1000,"",[],"","",[],[],1,[],3852,[]
1449,9,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3853,[]
1450,9,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3854,[]
1451,9,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3855,[]
1452,9,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3856,[]
1453,9,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3857,[]
1454,9,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3858,[]
1455,9,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3859,[]
1456,9,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3860,[]
1457,9,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3861,[]
1458,9,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3862,[]
1459,9,0,0,0,5,12,[],"",100,"",[],"",1,[],[],"",[],3863,[]
1460,9,0,0,0,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3864,[]
1461,9,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3865,[]
1462,6,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3871,[]
1463,6,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3872,[]
1464,6,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3873,[]
1465,6,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3874,[]
1466,6,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3875,[]
1467,6,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3876,[]
1468,6,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3877,[]
1469,6,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3878,[]
1470,6,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3879,[]
1471,6,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3880,[]
1472,6,0,0,0,0,10,[],"",100,"",[],24,"",[],[],"",[],3881,[]
1473,6,0,0,0,0,11,[],"",100,"",[],14,"",[],[],"",[],3882,[]
1474,6,0,0,0,0,12,[],"",100,"",[],3,"",[],[],"",[],3883,[]
1475,6,0,0,0,0,13,[],"",100,"",[],1,"",[],[],"",[],3884,[]
1476,6,0,0,0,0,14,[],"",100,"",[],21,"",[],[],"",[],3885,[]
1477,6,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3886,[]
1478,6,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3887,[]
1479,6,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3888,[]
1480,6,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3889,[]
1481,6,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3890,[]
1482,6,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3891,[]
1483,6,0,0,0,1,5,[],"",100,"",[],"","",[7],[],"",[],3892,[]
1484,6,0,0,0,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],3893,[]
1485,6,0,0,0,1,7,[],3,1000,"","[1,2]","","",[],[],1,[],3894,[]
1486,6,0,0,0,1,8,[],5,1000,"","[1,2]","","",[],[],1,[],3895,[]
1487,6,0,0,0,1,9,[],15,1000,"","[1,2]","","",[],[],1,[],3896,[]
1488,6,0,0,0,1,10,[],16,1000,"","[1,2]","","",[],[],1,[],3897,[]
1489,6,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3898,[]
1490,6,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3899,[]
1491,6,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3900,[]
1492,6,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3901,[]
1493,6,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3902,[]
1494,6,0,0,0,1,16,[],3,1000,"",[0],"","",[],[],1,[],3903,[]
1495,6,0,0,0,1,17,[],4,1000,"",[0],"","",[],[],1,[],3904,[]
1496,6,0,0,0,1,18,[],14,1000,"",[0],"","",[],[],1,[],3905,[]
1497,6,0,0,0,1,19,[],15,1000,"",[0],"","",[],[],1,[],3906,[]
1498,6,0,0,0,1,20,[],16,1000,"",[0],"","",[],[],1,[],3907,[]
1499,6,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3908,[]
1500,6,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3909,[]
1501,6,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3910,[]
1502,6,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3911,[]
1503,6,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3912,[]
1504,6,0,0,0,2,4,[],7,1000,"",[0],"","",[],[],1,[],3913,[]
1505,6,0,0,0,2,5,[],8,1000,"",[0],"","",[],[],1,[],3914,[]
1506,6,0,0,0,2,6,[],9,1000,"",[0],"","",[],[],1,[],3915,[]
1507,6,0,0,0,2,7,[],12,1000,"",[0],"","",[],[],1,[],3916,[]
1508,6,0,0,0,2,8,[],16,1000,"",[0],"","",[],[],1,[],3917,[]
1509,6,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3918,[]
1510,6,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3919,[]
1511,6,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3920,[]
1512,6,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3921,[]
1513,6,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3922,[]
1514,6,0,0,0,1,26,[7],7,1000,"",[],"","",[],[],1,[],3923,[]
1515,6,0,0,0,1,27,[7],3,1000,"",[],"","",[],[],1,[],3924,[]
1516,6,0,0,0,1,28,[7],5,1000,"",[],"","",[],[],1,[],3925,[]
1517,6,0,0,0,1,29,[7],12,1000,"",[],"","",[],[],1,[],3926,[]
1518,6,0,0,0,1,30,[7],15,1000,"",[],"","",[],[],1,[],3927,[]
1519,6,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3928,[]
1520,6,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3929,[]
1521,6,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3930,[]
1522,6,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3931,[]
1523,6,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3932,[]
1524,6,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3933,[]
1525,6,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3934,[]
1526,6,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3935,[]
1527,6,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3936,[]
1528,6,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3937,[]
1529,6,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3938,[]
1530,6,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3939,[]
1531,6,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3940,[]
1532,6,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3941,[]
1533,6,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3942,[]
1534,6,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3943,[]
1535,6,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3944,[]
1536,6,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3945,[]
1537,6,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3946,[]
1538,6,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3947,[]
1539,6,0,0,0,8,1,[],"",300,"",[],"","",[],"[3,13,15]","",[],3948,[]
1540,6,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3949,[]
1541,6,0,0,0,8,3,[],"",300,"",[],"","",[],"[4,14]","",[],3950,[]
1542,6,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3951,[]
1543,6,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3952,[]
1544,6,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3953,[]
1545,6,0,0,0,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],3954,[]
1546,6,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3955,[]
1547,6,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3956,[]
1548,6,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3957,[]
1549,6,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3958,[]
1550,6,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3959,[]
1551,6,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3960,[]
1552,6,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3961,[]
1553,6,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3962,[]
1554,6,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3963,[]
1555,6,0,0,0,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3964,[]
1556,6,0,0,0,6,5,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3965,[]
1557,6,0,0,0,6,6,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3966,[]
1558,6,0,0,0,6,7,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3967,[]
1559,6,0,0,0,6,8,[],"",1000,"",[],"","",[],"[5,11,6,12,16,17]","",[],3968,[]
1560,6,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3969,[]
1561,6,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3970,[]
1562,6,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3971,[]
1563,6,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3972,[]
1564,6,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3973,[]
1565,6,0,0,0,7,1,[],7,1000,"",[],"","",[],[],1,[],3974,[]
1566,6,0,0,0,7,2,[],3,1000,"",[],"","",[],[],1,[],3975,[]
1567,6,0,0,0,7,3,[],14,1000,"",[],"","",[],[],1,[],3976,[]
1568,6,0,0,0,7,4,[],16,1000,"",[],"","",[],[],1,[],3977,[]
1569,6,0,0,0,7,5,[],17,1000,"",[],"","",[],[],1,[],3978,[]
1570,6,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3979,[]
1571,6,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3980,[]
1572,6,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3981,[]
1573,6,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3982,[]
1574,6,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3983,[]
1575,6,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3984,[]
1576,6,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3985,[]
1577,6,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3986,[]
1578,6,0,0,0,0,15,[9],"",100,"",[],"",1,[],[],"",[],3987,[]
1579,6,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3988,[]
1580,6,0,0,0,5,12,[],"",100,"",[],"",1,[],[],"",[],3989,[]
