"rownum","Id","Icon_DDSFile","StatsKeys","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","CharactersKeys","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItemsKey","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","Reminder_ClientStringsKeys","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffsKeys","GrantedEffectsPerLevelKey","bool","i32","bool","bool","bool","bool","bool","bool"
128,"additional_spectre278","Art/2DArt/SkillIcons/passives/deathattunement.dds","[164,2099,2100,165,547]",1,8,8,1,19897,"Death Attunement",[],"",1,"","",6954,"","","",[],0,"","",1,[],"","",0,"","","","","",""
129,"minion_life279","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,32024,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
130,"minion_life280","Art/2DArt/SkillIcons/passives/minionlife.dds","[159,2102]",10,60,0,0,4247,"Minion Life and Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
131,"minion_life281","Art/2DArt/SkillIcons/passives/MinionElementalResistancesNode.dds","[159,2103,2104]",8,8,8,0,51517,"Minion Life and Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
132,"minion_life282","Art/2DArt/SkillIcons/passives/minionlife.dds",[2102],90,0,0,0,55563,"Minion Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
133,"minion_life283","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,17412,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
134,"minion_damage284","Art/2DArt/SkillIcons/passives/MinionAccuracyDamage.dds","[488,8195]",12,15,0,0,43133,"Minion Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
135,"minion_damage285","Art/2DArt/SkillIcons/passives/miniondamage.dds",[488],10,0,0,0,60554,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
136,"wand_fire_damage287","Art/2DArt/SkillIcons/passives/masterywand.dds",[664],10,0,0,0,19098,"Wand Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
137,"wand_cold_damage288","Art/2DArt/SkillIcons/passives/masterywand.dds",[665],10,0,0,0,64612,"Wand Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
138,"mana289","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,59009,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
139,"mana290","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,1891,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
140,"mana291","Art/2DArt/SkillIcons/passives/lifemana.dds","[128,124]",6,4,0,0,49236,"Mana and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
141,"energy_shield292","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,367,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
142,"energy_shield293","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,60090,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
143,"energy_shield295","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,14211,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
144,"energy_shield296","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,42731,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
145,"energy_shield297","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,22473,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
146,"energy_shield298","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,14182,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
147,"maximum_power_charges299","Art/2DArt/SkillIcons/passives/chargeint.dds",[181],1,0,0,0,34173,"Overcharge",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
148,"mind_drinker302","Art/2DArt/SkillIcons/passives/minddrinker.dds","[2704,128,6364]",40,18,2,0,42804,"Mind Drinker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
149,"storm_cast307","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,595,8870]",25,6,20,0,56716,"Heart of Thunder",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
150,"lightning_damage308","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],12,0,0,0,52407,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
151,"lightning_damage309","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],12,0,0,0,54645,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
152,"lightning_walker311","Art/2DArt/SkillIcons/passives/stormborn.dds","[56,148,2791]",25,15,5,0,30225,"Lightning Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
153,"lightning_damage312","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],12,0,0,0,32431,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
154,"lightning_damage313","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,659]",10,10,0,0,49588,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
155,"lightning_damage314","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],12,0,0,0,58604,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
156,"lightning_damage315","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],15,0,0,0,36121,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
157,"lightning_damage317","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],15,0,0,0,55647,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
158,"lightning_damage318","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],15,0,0,0,57362,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
159,"freeze_duration321","Art/2DArt/SkillIcons/passives/colddamage.dds","[12635,49,12484]",20,10,10,0,58603,"Cold Damage, Cold Ailment Effect and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
160,"flask_mana324","Art/2DArt/SkillIcons/passives/flaskint.dds",[1750],8,0,0,0,3676,"Flask Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
161,"flask_mana325","Art/2DArt/SkillIcons/passives/flaskint.dds",[1750],8,0,0,0,17790,"Flask Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
162,"fire_damage326","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],15,0,0,0,18715,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
163,"fire_damage327","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,44983,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
164,"fire_walker329","Art/2DArt/SkillIcons/passives/flameborn.dds","[42,144,2789]",25,15,5,0,34661,"Fire Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
165,"fire_damage330","Art/2DArt/SkillIcons/passives/firedamageint.dds","[42,10232]",12,3,0,0,54396,"Fire Damage and Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
166,"fire_damage331","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,31462,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
167,"fire_damage332","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],15,0,0,0,10893,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
168,"fire_damage335","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,25597,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
169,"fire_damage337","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,451]",8,24,0,0,1550,"Fire Damage and Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
170,"arsonist338","Art/2DArt/SkillIcons/passives/arsonist.dds","[42,451,10232]",24,60,6,0,2550,"Arsonist",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
171,"energy_shield_delay339","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,138]",15,10,0,0,17236,"Energy Shield and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
172,"energy_shield_delay340","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,138]",15,10,0,0,7641,"Energy Shield and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
173,"breath_of_rime344","Art/2DArt/SkillIcons/passives/breathofrime.dds","[227,2928,49,12484]",1,15,25,20,58198,"Fingers of Frost",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
174,"elemental_damage346","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,60704,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
175,"frost_walker351","Art/2DArt/SkillIcons/passives/frostborn.dds","[49,146,2790]",25,15,5,0,44955,"Frost Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
176,"cold_damage352","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],15,0,0,0,40609,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
177,"cold_damage353","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,12439,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
178,"cold_damage354","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,14730,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
179,"cold_damage356","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,38148,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
180,"cold_damage357","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],15,0,0,0,22090,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
181,"cold_damage358","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,5972,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
182,"heart_of_ice359","Art/2DArt/SkillIcons/passives/iceheart.dds","[49,594,8868]",25,6,20,0,8833,"Heart of Ice",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
183,"cold_damage360","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],15,0,0,0,36412,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
184,"cold_damage361","Art/2DArt/SkillIcons/passives/colddamage.dds","[49,12484,8618]",8,5,4,1,14209,"Cold Damage, Cold Damage Over Time Multiplier, Cold Ailment Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
185,"chill_duration365","Art/2DArt/SkillIcons/passives/colddamage.dds","[12635,49]",30,10,0,0,40705,"Cold Damage, Cold Ailment Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
186,"power_charge_duration366","Art/2DArt/SkillIcons/passives/chargeint.dds",[427],18,0,0,0,62177,"Power Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
187,"power_charge_duration367","Art/2DArt/SkillIcons/passives/chargeint.dds",[427],18,0,0,0,5696,"Power Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
188,"pyromaniac368","Art/2DArt/SkillIcons/passives/pyromaniac.dds","[42,611,10232,1331]",20,15,10,5,29049,"Holy Fire",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
189,"burn_damage369","Art/2DArt/SkillIcons/passives/firedamageint.dds","[42,10232]",8,4,0,0,5916,"Fire Damage and Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
190,"burn_damage370","Art/2DArt/SkillIcons/passives/firedamageint.dds",[42],12,0,0,0,4713,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
191,"spell_critical_chance374","Art/2DArt/SkillIcons/passives/spellcritical.dds",[556],20,0,0,0,44723,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
192,"spell_critical_chance375","Art/2DArt/SkillIcons/passives/spellcritical.dds",[556],20,0,0,0,1346,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
193,"spell_critical_chance376","Art/2DArt/SkillIcons/passives/spellcritical.dds",[556],20,0,0,0,63398,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
194,"spell_critical_strike_multiplier377","Art/2DArt/SkillIcons/passives/SpellMultiplyer2.dds",[328],10,0,0,0,36452,"Spell Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
195,"arcane_potency378","Art/2DArt/SkillIcons/passives/arcanepotency.dds","[328,556]",30,30,0,0,46842,"Arcane Potency",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
196,"amplify379","Art/2DArt/SkillIcons/passives/amplify.dds","[434,619]",10,20,0,0,61308,"Amplify",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
197,"area_of_effect_radius380","Art/2DArt/SkillIcons/passives/blastradius.dds",[434],10,0,0,0,40927,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
198,"area_of_effect_radius381","Art/2DArt/SkillIcons/passives/areaofeffect.dds",[619],10,0,0,0,21075,"Area of Effect Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
199,"area_of_effect_radius382","Art/2DArt/SkillIcons/passives/blastradius.dds",[434],10,0,0,0,15365,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
200,"deep_thoughts383","Art/2DArt/SkillIcons/passives/deepthoughts.dds","[128,130,576]",20,20,20,0,24362,"Deep Thoughts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
201,"mana386","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,29781,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
202,"mana388","Art/2DArt/SkillIcons/passives/lifemana.dds","[124,130]",4,10,0,0,39648,"Mana Regeneration and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
203,"mana389","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,37690,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
204,"mana390","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,48423,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
205,"mana391","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,6204,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
206,"mana393","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,45680,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
207,"mana395","Art/2DArt/SkillIcons/passives/ReducedManaCostNode.dds","[213,130]",5,10,0,0,25237,"Mana Regeneration and Reduced Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
208,"mana397","Art/2DArt/SkillIcons/passives/lifemana.dds","[124,130]",4,10,0,0,17821,"Mana Regeneration and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
209,"mana399","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,60388,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
210,"mana401","Art/2DArt/SkillIcons/passives/manastr.dds","[128,213]",5,3,0,0,46726,"Mana and Reduced Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
211,"energy_shield402","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,11430,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
212,"energy_shield403","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,13322,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
213,"energy_shield404","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,33864,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
214,"energy_shield405","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,4432,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
215,"critical_strike_multiplier411","Art/2DArt/SkillIcons/passives/criticalstrikemultiplier.dds",[95],12,0,0,0,4036,"Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
216,"nimbleness412","Art/2DArt/SkillIcons/passives/nimbleness.dds","[216,177,219,328]",6,4,15,12,9788,"Nimbleness",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
217,"cast_speed414","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,54657,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
218,"cast_speed416","Art/2DArt/SkillIcons/passives/castspeed.dds","[216,556]",3,10,0,0,12189,"Cast Speed and Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
219,"cast_speed417","Art/2DArt/SkillIcons/passives/castspeed.dds","[216,556]",3,10,0,0,5875,"Cast Speed and Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
220,"cast_speed418","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,1957,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
221,"cast_speed419","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,739,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
222,"cast_speed420","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,18866,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
223,"cast_speed421","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],4,0,0,0,34157,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
224,"dual_wield_speed425","Art/2DArt/SkillIcons/passives/dualwieldspeedint.dds","[73,2366]",4,4,0,0,15331,"Dual Wield Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
225,"dual_wield_speed426","Art/2DArt/SkillIcons/passives/dualwieldspeedint.dds","[73,2366]",4,4,0,0,35368,"Dual Wield Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
226,"dual_wield_speed427","Art/2DArt/SkillIcons/passives/dualwieldspeedint.dds",[73],4,0,0,0,53225,"Dual Wield Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
227,"dual_wield_speed428","Art/2DArt/SkillIcons/passives/dualwieldspeedint.dds","[73,2366]",4,4,0,0,17659,"Dual Wield Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
228,"gemini429","Art/2DArt/SkillIcons/passives/gemini.dds","[85,11658,21,73]",12,16,4,6,11784,"Gemini",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
229,"dual_wield_accuracy431","Art/2DArt/SkillIcons/passives/dualwieldaccuracy.dds",[85],12,0,0,0,33363,"Dual Wield Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
230,"ROOT","Art/2DArt/SkillIcons/iconbash.dds",[],0,0,0,0,57135,"",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
231,"ice_bite433","Art/2DArt/SkillIcons/passives/icebite.dds","[6073,3915,12484]",30,8,10,1,57199,"Fangs of Frost",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
232,"wrecking_ball435","Art/2DArt/SkillIcons/passives/wreckingball.dds","[11651,335,334]",20,10,20,0,49318,"Wrecking Ball",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
233,"skill_duration436","Art/2DArt/SkillIcons/passives/skillduration.dds",[215],10,0,0,0,7614,"Skill Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
