"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
98,"Metadata/Items/Currency/CurrencyEssenceSorrow2",30,1,1,"Weeping Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9212,-267836319,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
99,"Metadata/Items/Currency/CurrencyEssenceSorrow3",30,1,1,"Wailing Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9213,-880120152,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
100,"Metadata/Items/Currency/CurrencyEssenceSorrow4",30,1,1,"Screaming Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9214,1066624914,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
101,"Metadata/Items/Currency/CurrencyEssenceSorrow5",30,1,1,"Shrieking Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9215,993214565,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
102,"Metadata/Items/Currency/CurrencyEssenceSorrow6",30,1,1,"Deafening Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9216,-558420537,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
103,"Metadata/Items/Currency/CurrencyEssenceAnger1",30,1,1,"Muttering Essence of Anger","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],27,"",9217,-36091224,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
104,"Metadata/Items/Currency/CurrencyEssenceAnger2",30,1,1,"Weeping Essence of Anger","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9218,-1327428615,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
105,"Metadata/Items/Currency/CurrencyEssenceAnger3",30,1,1,"Wailing Essence of Anger","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9219,891153638,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
106,"Metadata/Items/Currency/CurrencyEssenceAnger4",30,1,1,"Screaming Essence of Anger","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9220,128783824,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
107,"Metadata/Items/Currency/CurrencyEssenceAnger5",30,1,1,"Shrieking Essence of Anger","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9221,-452117587,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
108,"Metadata/Items/Currency/CurrencyEssenceAnger6",30,1,1,"Deafening Essence of Anger","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9222,1536872438,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
109,"Metadata/Items/Currency/CurrencyEssenceTorment1",30,1,1,"Muttering Essence of Torment","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],27,"",9223,-475311494,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
110,"Metadata/Items/Currency/CurrencyEssenceTorment2",30,1,1,"Weeping Essence of Torment","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9224,1008794806,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
111,"Metadata/Items/Currency/CurrencyEssenceTorment3",30,1,1,"Wailing Essence of Torment","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9225,-1179354155,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
112,"Metadata/Items/Currency/CurrencyEssenceTorment4",30,1,1,"Screaming Essence of Torment","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9226,747230036,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
113,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9227,-826006652,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
114,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9228,-1551618851,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
115,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],27,"",9229,697488794,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
116,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9230,-185991819,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
117,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9231,2034631909,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
118,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9232,-575837846,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
119,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9233,117284401,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
120,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9234,-779044208,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
121,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9235,836789809,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
122,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9236,-1267169214,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
123,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9237,-1833058895,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
124,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9238,864068417,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
125,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9239,222024053,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
126,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9240,-1583709973,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
127,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9241,292711936,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
128,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9242,-645724387,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
129,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9243,-193173256,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
130,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9244,-954409300,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
131,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9245,1046769873,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
132,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9246,-383181272,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
133,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9247,491155825,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
134,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9248,-150361862,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
135,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9249,1926779813,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
136,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],27,"",9250,-557327777,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
137,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9251,-1074439089,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
138,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9252,1419643846,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
139,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9253,2044538361,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
140,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9254,-444339820,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
141,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9255,-964777382,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
142,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9256,1027011185,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
143,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9257,-1839053998,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
144,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9258,1845632009,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
145,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9259,-1618168670,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
146,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9260,-2058874949,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
147,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9261,-697952158,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
148,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9262,-417900903,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
149,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9263,-2072698540,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
150,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9264,-19953861,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
151,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9265,-1542366365,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
152,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9266,473094408,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
153,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],27,"",9267,-355385139,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
154,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9268,839378797,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
155,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9269,-1822562206,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
156,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9270,1492393166,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
157,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9271,-760080401,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
158,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9272,557934500,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
159,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9273,-1973061961,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
160,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9274,2086905859,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
161,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9275,330229883,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
162,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9276,1669260288,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
163,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9277,122642368,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
164,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9278,-1016206409,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
165,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9279,1247641969,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
166,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],27,"",9280,-1691201624,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
167,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9281,-718463325,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
168,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],27,"",9282,692127728,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
169,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9283,-306989797,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
170,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9284,-1454947071,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
171,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9285,-2010504687,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
172,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],27,"",9286,-1499847665,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
173,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[],27,"",9287,411361590,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
174,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[2,6]","[1,1]",[],[],"[70,676]",27,"",9290,-1612288497,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
175,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[2,6]","[2,1]",[],[],"[70,676]",27,"",9291,1119070842,[7487],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
176,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,"[2,6]","[3,1]",[],[],"[70,676]",27,"",9292,2064612145,[7487],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
177,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,[],[],[],[],"[70,676]",27,"",9293,-379771748,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,1,"","",""
178,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],27,"",9314,-1985734643,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
179,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],27,"",9315,385790233,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
