"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","string"
24,"Weapon_Seraph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/wand_dagger/wand_dagger_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_bow/2h_bow_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_mace/1h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_sword/1h_sword_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_sword/2h_sword_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_staff/2h_staff_seraph.epk",21111,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_mace/2h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/1h_axe/1h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/2h_axe/2h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/Claw/claw_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph/shield.epk"
25,"Weapon_GhostFlame","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_daggerwand/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_bow/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_mace/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_sword/ghostflame.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_sword/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_staff/ghostflame.epk",37667,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_mace/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_axe/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/2h_axe/ghostflame.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/1h_daggerwand/ghostflame.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/ghostflame/shield.epk"
26,"Weapon_SeraphBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/wand_dagger/wand_dagger_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_bow/2h_bow_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_mace/1h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_sword/1h_sword_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_sword/2h_sword_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_staff/2h_staff_seraph.epk",30894,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_mace/2h_mace_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/1h_axe/1h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/2h_axe/2h_axe_seraph.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/Claw/claw_seraph.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/seraph_blue/shield.epk"
27,"Weapon_Axiom","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_staff/2h_staff.epk",25047,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ImpDemon/shield.epk"
28,"Weapon_Highgate","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_staff/2h_staff.epk",27663,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ArchDemon/shield.epk"
29,"Weapon_Lunaris","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_staff/2h_staff.epk",47710,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon/shield.epk"
30,"Weapon_Vaal","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_staff/2h_staff.epk",9040,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Demon2/shield.epk"
31,"Weapon_Awakening","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_staff/2h_staff.epk",51872,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Awakening/shield.epk"
32,"Weapon_Aspirant","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_staff/2h_staff.epk",26011,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/shield.epk"
33,"Weapon_Challenger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_staff/2h_staff.epk",23544,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/ChallengerSupporter/shield.epk"
34,"Weapon_Sovereign","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_staff/2h_staff.epk",28843,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/SovereignSupporter/shield.epk"
35,"Weapon_Ascendant","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/daggerwand/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_staff/2h_staff.epk",23726,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_mace/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/1h_axe/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/2h_axe/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AscendantSupporter/claw/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/AspirantSupporter/shield.epk"
36,"Weapon_Perandus","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/Bow/Bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Axe_1h_Mace/1h_Axe_1h_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Sword/2h_Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Staff/2h_Staff.epk",38300,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Mace/2h_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Axe_1h_Mace/1h_Axe_1h_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Axe/2h_Axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/Claws/Claws.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/shield.epk"
37,"Weapon_Prophecy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_staff.epk",55549,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/shield.epk"
38,"Weapon_FirstBlood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/staff.epk",61064,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/shield.epk"
39,"Weapon_Minotaur","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/2h_staff.epk",36463,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/2h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/2h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk/shield.epk"
