"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","[rid]","[i32]","[rid]","bool","[i32]","[i32]","bool"
1665,2332,"",4179,"",[],[16],[],"",[],[1],""
1666,2333,"","","",[347],[],[4582],"",[3],[24],""
1667,2334,"","","",[347],[],[4642],"",[4],[24],""
1668,2335,"","","",[347],[],[4599],"",[3],[24],""
1669,2336,"","","",[347],[],"[4667,4810]","",[6],[24],""
1670,2338,"",4180,"",[10422],[25],[],"",[1],[7],""
1671,2339,"",4181,"",[10422],[23],[],"",[1],[12],""
1672,2340,"",4182,"",[10422],[22],[],"",[1],[11],""
1673,2341,"",4183,"",[10422],[24],[],"",[1],[9],""
1674,2342,"","",4184,[10422],[24],[],"",[1],[10],""
1675,2343,"","",4185,[10422],[24],[],"",[1],[10],""
1676,2344,"",4186,"",[10572],"[6,0,0,0,7,0,0,0,56,0,0,0,8,0,0]",[],"",[1],"[1,4]",""
1677,2345,128,"","",[10573],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[1],"[2,5]",""
1678,2346,129,"","","[1371,10422]",[23],[],"","[60,1]",[13],""
1679,2347,"","",4187,[10422],[21],[],"",[1],[15],""
1680,2337,"","","","[319,10422]",[4],[],"","[86,1]",[14],""
1681,2350,"","","",[347],[],[4642],"",[5],[24],""
1682,2351,"","","","[347,1305]",[],[4781],"","[5,5]",[24],""
1683,2352,"","","","[10418,347]",[],[4825],"","[1,1]",[24],""
1684,2353,"","","","[10418,347]",[],[4717],"","[1,1]",[24],""
1685,2354,"","","","[10418,347]",[],[5001],"","[1,1]",[24],""
1686,2355,"","","",[10421],[],"[4714,5003]","",[1],[24],""
1687,2356,"","","",[347],[],[5002],"",[1],[24],""
1688,2358,"","",4188,[],[24],[],"",[],[10],""
1689,2359,"","",4189,[],[24],[],"",[],[10],""
1690,2361,"",4190,"",[],[25],[],"",[],[7],""
1691,2362,"",4191,"",[],[23],[],"",[],[12],""
1692,2363,"",4192,"",[],[22],[],"",[],[11],""
1693,2364,"",4193,"",[],[24],[],"",[],[9],""
1694,2365,"",4194,"",[],[25],[],"",[],[7],""
1695,2366,130,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1696,2367,"","","",[319],[4],[],"",[89],[14],""
1697,2369,"",4195,"",[],[25],[],"",[],[7],""
1698,2370,"",4196,"",[],[25],[],"",[],[7],""
1699,2371,"",4197,"",[],[23],[],"",[],[12],""
1700,2372,"",4198,"",[],[22],[],"",[],[11],""
1701,2373,"",4199,"",[],[24],[],"",[],[9],""
1702,2374,"","",4200,[],[24],[],"",[],[10],""
1703,2375,"","","",[319],[4],[],"",[88],[14],""
1704,2376,131,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1705,2379,"",4201,"",[],[25],[],"",[],[7],""
1706,2380,"",4202,"",[],[25],[],"",[],[7],""
1707,2381,"",4203,"",[],[23],[],"",[],[12],""
1708,2382,"",4204,"",[],[22],[],"",[],[11],""
1709,2383,"",4205,"",[],[24],[],"",[],[9],""
1710,2384,132,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1711,2385,"","","",[319],[4],[],"",[90],[14],""
1712,2387,"",4206,"",[],[25],[],"",[],[7],""
1713,2388,"",4207,"",[],[25],[],"",[],[7],""
1714,2389,"",4208,"",[],[23],[],"",[],[12],""
1715,2390,"",4209,"",[],[22],[],"",[],[11],""
1716,2391,"",4210,"",[],[24],[],"",[],[9],""
1717,2392,133,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1718,2393,"","","",[319],[4],[],"",[87],[14],""
1719,2394,"","","",[319],[4],[],"",[92],[14],""
1720,2396,"",4211,"",[],[25],[],"",[],[7],""
1721,2397,"",4212,"",[],[25],[],"",[],[7],""
1722,2398,"",4213,"",[],[23],[],"",[],[12],""
1723,2399,"",4214,"",[],[22],[],"",[],[11],""
1724,2400,"",4215,"",[],[24],[],"",[],[9],""
1725,2401,"","",4216,[],[24],[],"",[],[10],""
1726,2402,"","",4217,[],[24],[],"",[],[10],""
1727,2403,"","",4218,[],[24],[],"",[],[10],""
1728,2404,"","",4219,[],[24],[],"",[],[10],""
1729,2405,134,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1730,2408,"","","",[319],[4],[],"",[91],[14],""
1731,2419,135,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1732,2410,136,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1733,2411,"","",4220,[],[21],[],"",[],[15],""
1734,2413,"",4221,"",[],[25],[],"",[],[7],""
1735,2414,"",4222,"",[],[25],[],"",[],[7],""
1736,2415,"",4223,"",[],[23],[],"",[],[12],""
1737,2416,"",4224,"",[],[22],[],"",[],[11],""
1738,2417,"",4225,"",[],[24],[],"",[],[9],""
1739,2420,"","",4226,[],[24],[],"",[],[10],""
1740,2422,"",4227,"",[],[25],[],"",[],[7],""
1741,2423,"",4228,"",[],[25],[],"",[],[7],""
1742,2424,"",4229,"",[],[23],[],"",[],[12],""
1743,2425,"",4230,"",[],[22],[],"",[],[11],""
1744,2426,"",4231,"",[],[24],[],"",[],[9],""
1745,2430,145,"","",[1371],[23],[],"",[65],[13],""
1746,2431,146,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1747,2433,"",4232,"",[],[25],[],"",[],[7],""
1748,2434,"",4233,"",[],[25],[],"",[],[7],""
1749,2428,"",4234,"",[],[25],[],"",[],[7],""
1750,2429,"","",4235,[],[25],[],"",[],"[8,21]",""
1751,2435,"",4236,"",[],[25],[],"",[],[7],""
1752,2436,"",4237,"",[],[25],[],"",[],[7],""
1753,2437,"",4238,"",[],[23],[],"",[],[12],""
1754,2438,"",4239,"",[],[22],[],"",[],[11],""
1755,2439,"",4240,"",[],[24],[],"",[],[9],""
1756,2440,"","",4241,[],[24],[],"",[],[10],""
1757,2441,"","",4242,[],[24],[],"",[],[10],""
1758,2442,"","","","[347,1305,3609,2686]",[],[4855],"","[8,11,8,10]",[24],""
1759,2443,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-32,22]",[24],""
1760,2445,137,"","",[1371],[23],[],"",[61],[13],""
1761,2448,"","",4243,[],[21],[],"",[],[15],""
1762,2446,138,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1763,2447,"",4244,"",[],"[9,0,0]",[],"",[],"[1,4]",""
1764,2449,"",4245,"",[],[25],[],"",[],[7],""
1765,2450,"",4246,"",[],[25],[],"",[],[7],""
1766,2451,"",4247,"",[],[23],[],"",[],[12],""
1767,2452,"",4248,"",[],[22],[],"",[],[11],""
1768,2453,"",4249,"",[],[24],[],"",[],[9],""
1769,2454,"","",4250,[],[24],[],"",[],[10],""
1770,2455,"","",4251,[],[24],[],"",[],[10],""
1771,2456,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-33,23]",[24],""
1772,2457,"","","",[347],[],"[4830,4831,4832,4834,4833]","",[15],[24],""
1773,2459,139,"","",[1371],[23],[],"",[62],[13],""
1774,2460,"","",4252,[],[21],[],"",[],[15],""
1775,2461,140,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1776,2462,"",4253,"",[],"[14,0,0]",[],"",[],"[1,4]",""
1777,2463,"",4254,"",[],[25],[],"",[],[7],""
1778,2464,"",4255,"",[],[25],[],"",[],[7],""
1779,2465,"",4256,"",[],[23],[],"",[],[12],""
1780,2466,"",4257,"",[],[22],[],"",[],[11],""
1781,2467,"",4258,"",[],[24],[],"",[],[9],""
1782,2468,"","",4259,[],[24],[],"",[],[10],""
1783,2469,"","",4260,[],[24],[],"",[],[10],""
1784,2470,141,"","",[1371],[23],[],"",[63],[13],""
1785,2472,"","","",[347],[],"[4977,4986]","",[2],[24],""
1786,2473,"",4261,"",[],[25],[],"",[],[7],""
1787,2474,"",4262,"",[],[23],[],"",[],[12],""
1788,2475,"",4263,"",[],[22],[],"",[],[11],""
1789,2476,"",4264,"",[],[24],[],"",[],[9],""
1790,2477,"",4265,"",[],[13],[],"",[],[1],""
1791,2478,"",4266,"",[],[20],[],"",[],[4],""
1792,2479,"",4267,"",[],[25],[],"",[],[7],""
1793,2480,"",4268,"",[],[23],[],"",[],[12],""
1794,2481,"",4269,"",[],[22],[],"",[],[11],""
1795,2482,"",4270,"",[],[24],[],"",[],[9],""
1796,2483,"","",4271,[],[24],[],"",[],[10],""
1797,2484,"","",4272,[],[21],[],"",[],[15],""
1798,2485,142,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1799,2486,"",4273,"",[],"[6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[1,4]",""
1800,2487,143,"","",[1371],[23],[],"",[64],[13],""
1801,2488,144,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1802,2489,"","",4274,[],[21],[],"",[],[15],""
1803,2490,"","","","[347,9238]",[],[4993],"","[1,33]",[24],""
1804,2491,"","","","[347,9238]",[],[4642],"","[6,33]",[24],""
1805,2492,"","","","[347,9238]",[],"[4830,4831,4832,4834,4833]","","[17,33]",[24],""
1806,2493,"","","","[347,1305]",[],"[4688,4794]","","[3,1]",[24],""
1807,2494,"",4275,"",[],[25],[],"",[],[7],""
1808,2495,"",4276,"",[],[23],[],"",[],[12],""
1809,2496,"",4277,"",[],[22],[],"",[],[11],""
1810,2497,"",4278,"",[],[24],[],"",[],[9],""
1811,2498,"","",4279,[],[24],[],"",[],[10],""
1812,2499,"",4280,"",[],"[11,0]",[],"",[],"[1,4]",""
1813,2500,"",4281,"",[],[26],[],"",[],[4],""
1814,2502,"","","","[347,9238]",[],"[4830,4831,4832,4834,4833]","","[16,37]",[24],""
1815,2503,"",4282,"",[],[25],[],"",[],[7],""
1816,2504,"",4283,"",[],[23],[],"",[],[12],""
1817,2505,"",4284,"",[],[22],[],"",[],[11],""
1818,2506,"",4285,"",[],[24],[],"",[],[9],""
1819,2507,"","",4286,[],[24],[],"",[],[10],""
1820,2508,"",4287,"",[],"[9,0,0]",[],"",[],"[1,4]",""
1821,2509,"","",4288,[],[21],[],"",[],[15],""
1822,2510,"","","","[347,9369]",[],[4656],"","[1,1]",[24],""
1823,1817,"","","",[319],[4],[],"",[93],[14],""
1824,1818,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-34,37]",[24],""
1825,2511,"","","",[1225],[],"[4729,5007,5011,4869]","",[12],[24],""
1826,2513,149,"","",[1371],[23],[],"",[67],[13],""
1827,2514,"","",4289,[],[24],[],"",[],[10],""
1828,2515,"",4290,"",[],[25],[],"",[],[7],""
1829,2516,"",4291,"",[],[25],[],"",[],[7],""
1830,2517,"",4292,"",[],[25],[],"",[],[7],""
1831,2518,"",4293,"",[],[25],[],"",[],[7],""
1832,2519,"",4294,"",[],[23],[],"",[],[12],""
1833,2520,"",4295,"",[],[22],[],"",[],[11],""
1834,2521,"",4296,"",[],[24],[],"",[],[9],""
1835,2522,"","",4297,[],[21],[],"",[],[15],""
1836,2523,"","",4298,[],[24],[],"",[],[10],""
1837,2524,150,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1838,2527,"",4299,"",[],[25],[],"",[],[7],""
1839,2528,"",4300,"",[],[23],[],"",[],[12],""
1840,2529,"",4301,"",[],[22],[],"",[],[11],""
1841,2530,"",4302,"",[],[24],[],"",[],[9],""
1842,2532,"","",4303,[],[24],[],"",[],[10],""
1843,2533,151,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1844,2535,"",4304,"",[],[25],[],"",[],[7],""
1845,2536,"",4305,"",[],[23],[],"",[],[12],""
1846,2537,"",4306,"",[],[22],[],"",[],[11],""
1847,2538,"",4307,"",[],[24],[],"",[],[9],""
1848,2540,"","",4308,[],[21],[],"",[],[15],""
1849,2541,"","",4309,[],[21],[],"",[],[15],""
1850,2542,"","",4310,[],[21],[],"",[],[15],""
1851,2543,"","",4311,[],[25],[],"",[],"[8,21]",""
1852,2544,"","",4312,[],[24],[],"",[],[10],""
1853,2545,"","",4313,[],[24],[],"",[],[10],""
1854,2546,"",4314,"",[],[25],[],"",[],[7],""
1855,2547,"",4315,"",[],[25],[],"",[],[7],""
1856,2548,"",4316,"",[],[25],[],"",[],[7],""
1857,2549,"",4317,"",[],[23],[],"",[],[12],""
1858,2550,"",4318,"",[],[22],[],"",[],[11],""
1859,2551,"",4319,"",[],[24],[],"",[],[9],""
1860,2552,"","",4320,[],[24],[],"",[],[10],""
1861,2553,"","",4321,[],[24],[],"",[],[10],""
1862,2554,"",4322,"",[],"[6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[1,4]",""
1863,2555,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-38],[24],""
1864,2556,"","","",[347],[],[4599],"",[5],[24],""
1865,2557,152,"","",[1371],[23],[],"",[68],[13],""
1866,2558,"","",4323,[],[21],[],"",[],[15],""
1867,2559,153,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1868,2561,"","","","[347,1305]",[],[4883],"","[6,4]",[24],""
1869,2562,"","","",[347],[],[4881],"",[6],[24],""
1870,2563,"","","",[347],[],"[4882,4938]","",[4],[24],""
1871,2564,"","","","[347,1305]",[],[4880],"","[5,4]",[24],""
1872,2565,"","","","[347,1305]",[],[4961],"","[3,4]",[24],""
1873,2566,"",4324,"",[],[25],[],"",[],[7],""
1874,2567,"",4325,"",[],[25],[],"",[],[7],""
1875,2568,"",4326,"",[],[23],[],"",[],[12],""
1876,2569,"",4327,"",[],[22],[],"",[],[11],""
1877,2570,"",4328,"",[],[24],[],"",[],[9],""
1878,2571,"","",4329,[],[24],[],"",[],[10],""
1879,2572,"","",4330,[],[24],[],"",[],[10],""
1880,2573,"",4331,"",[],"[9,0,0,0,10,0,0,0]",[],"",[],"[1,4]",""
1881,2574,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-37,32]",[24],""
1882,2575,"","","","[347,1305,2686,3609]",[],[4855],"","[9,9,1,9]",[24],""
1883,2576,154,"","",[1371],[23],[],"",[69],[13],""
1884,2577,"","",4332,[],[21],[],"",[],[15],""
1885,2578,155,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1886,2580,"","","","[347,1305]",[],[4883],"","[5,3]",[24],""
1887,2581,"","","",[347],[],[4881],"",[4],[24],""
1888,2582,"","","",[347],[],"[4882,4938]","",[3],[24],""
1889,2583,"","","",[347],[],[4880],"",[4],[24],""
1890,2584,"","","",[347],[],[4961],"",[2],[24],""
1891,2585,"",4334,"",[],[25],[],"",[],[7],""
1892,2586,"",4333,"",[],[25],[],"",[],[7],""
1893,2587,"",4335,"",[],[23],[],"",[],[12],""
1894,2588,"",4336,"",[],[22],[],"",[],[11],""
1895,2589,"",4337,"",[],[24],[],"",[],[9],""
1896,2590,"","",4338,[],[24],[],"",[],[10],""
1897,2591,"","",4339,[],[24],[],"",[],[10],""
1898,2592,"",4340,"",[],[26],[],"",[],[4],""
1899,2593,156,"","",[1371],[23],[],"",[70],[13],""
1900,2595,"","",4341,[],[25],[],"",[],"[8,21]",""
1901,2596,"","","",[347],[],[5051],"",[1],[24],""
1902,2597,"",4342,"",[],[25],[],"",[],[7],""
1903,2598,"",4343,"",[],[23],[],"",[],[12],""
1904,2599,"",4344,"",[],[22],[],"",[],[11],""
1905,2600,"",4345,"",[],[24],[],"",[],[9],""
1906,2601,"","",4346,[],[24],[],"",[],[10],""
1907,2602,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-35],[24],""
1908,2604,"","","","[347,1305]",[],[5052],"","[2,2]",[24],""
1909,2605,"","","",[347],[],[4868],"",[5],[24],""
1910,2606,"","","",[347],[],[4724],"",[5],[24],""
1911,2607,"","","","[347,1305]",[],[5052],"","[1,1]",[24],""
1912,2608,"","","",[347],[],[4868],"",[6],[24],""
1913,2609,"","","","[347,9238]",[],"[4871,4873]","","[6,48]",[24],""
1914,2610,"","","",[347],[],[4724],"",[4],[24],""
1915,2611,"","","",[347],[],[4766],"",[1],[24],""
1916,2612,"","","",[347],[],"[4689,4797]","",[1],[24],""
1917,2613,"",4347,"",[],[25],[],"",[],[7],""
1918,2614,"",4348,"",[],[23],[],"",[],[12],""
1919,2615,"",4349,"",[],[22],[],"",[],[11],""
1920,2616,"",4350,"",[],[24],[],"",[],[9],""
1921,2617,"","",4351,[],[24],[],"",[],[10],""
1922,2618,"",4352,"",[],"[9,0,0,0,10,0,0,0]",[],"",[],"[1,4]",""
1923,2619,"","",4353,[],[21],[],"",[],[15],""
1924,2621,"","","",[347],[],"[4879,4937]","",[10],[24],""
1925,2622,"","","",[347],[],[4889],"",[1],[24],""
1926,2623,"",4355,"",[],[25],[],"",[],[7],""
1927,2624,"",4356,"",[],[23],[],"",[],[12],""
1928,2625,"",4357,"",[],[22],[],"",[],[11],""
1929,2626,"",4358,"",[],[24],[],"",[],[9],""
1930,2627,"","",4359,[],[24],[],"",[],[10],""
1931,2628,"",4360,"",[],"[9,0,0,0,10,0,0,0]",[],"",[],"[1,4]",""
1932,2629,159,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1933,2630,"","",4361,[],[21],[],"",[],[15],""
1934,2632,"","","",[347],[],[4962],"",[1],[24],""
1935,2634,"",4354,"",[],[26],[],"",[],[4],""
1936,2635,"",4362,"",[],[25],[],"",[],[7],""
1937,2636,"",4363,"",[],[23],[],"",[],[12],""
1938,2637,"",4364,"",[],[22],[],"",[],[11],""
1939,2638,"",4365,"",[],[24],[],"",[],[9],""
1940,2639,"","",4366,[],[24],[],"",[],[10],""
1941,2640,"",4367,"",[],"[9,0,0,0,10,0]",[],"",[],"[1,4]",""
1942,2641,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-36],[24],""
1943,2642,157,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1944,2643,"","","",[347],[],[4814],"",[5],[24],""
1945,2644,"","","",[347],[],[4922],"",[3],[24],""
1946,2646,"","",4368,[],[24],[],"",[],[10],""
1947,2647,"",4369,"",[],"[9,0,0,0,10,0,0,0]",[],"",[],"[1,4]",1
1948,2649,"",4376,"",[],[25],[],"",[],[7],""
1949,2650,"",4377,"",[],[23],[],"",[],[12],""
1950,2651,"",4378,"",[],[22],[],"",[],[11],""
1951,2652,"",4379,"",[],[24],[],"",[],[9],""
1952,2653,160,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1953,2655,"","",4374,[],[24],[],"",[],[10],""
1954,2656,"","",4375,[],[21],[],"",[],[15],""
1955,2658,"",4370,"",[],[25],[],"",[],[7],""
1956,2659,"",4371,"",[],[23],[],"",[],[12],""
1957,2660,"",4372,"",[],[22],[],"",[],[11],""
1958,2661,"",4373,"",[],[24],[],"",[],[9],""
1959,2662,161,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",1
1960,2663,"",4380,"",[],[25],[],"",[],[7],""
1961,2664,"",4381,"",[],[25],[],"",[],[7],""
1962,2665,"",4382,"",[],[23],[],"",[],[12],""
1963,2666,"",4383,"",[],[22],[],"",[],[11],""
1964,2667,"",4384,"",[],[24],[],"",[],[9],""
1965,2668,"","",4385,[],[24],[],"",[],[10],""
1966,2669,"","",4386,[],[24],[],"",[],[10],""
1967,2670,"",4387,"",[],[13],[],"",[],[1],""
1968,2671,"",4388,"",[],[20],[],"",[],[4],""
1969,2672,"",4389,"",[],[26],[],"",[],[4],""
1970,2673,"","",4390,[],[21],[],"",[],[15],""
1971,2674,162,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1972,2675,163,"","",[1371],[23],[],"",[71],[13],""
1973,2677,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-39,35]",[24],""
1974,2678,"","","",[347],[],"[4594,4796]","",[3],[24],""
1975,2679,"",4391,"",[],[25],[],"",[],[7],""
1976,2680,"",4392,"",[],[25],[],"",[],[7],""
1977,2681,"",4393,"",[],[23],[],"",[],[12],""
1978,2682,"",4394,"",[],[22],[],"",[],[11],""
1979,2683,"",4395,"",[],[24],[],"",[],[9],""
1980,2684,"","",4396,[],[24],[],"",[],[10],""
1981,2685,"","",4397,[],[24],[],"",[],[10],""
1982,2686,"",4398,"",[],"[14,0,0,0]",[],"",[],[1],""
1983,2687,"",4399,"",[],[26],[],"",[],[4],""
1984,2688,"","",4400,[],[21],[],"",[],[15],""
1985,2689,164,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
1986,2690,165,"","",[1371],[23],[],"",[72],[13],""
1987,2692,"","","","[347,9238]",[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","","[-40,36]",[24],""
1988,2693,"","","","[347,1305,3609,2686]",[],[4855],"","[10,10,10,12]",[24],""
1989,2694,"",4401,"",[],[25],[],"",[],[7],""
1990,2695,"",4402,"",[],[25],[],"",[],[7],""
1991,2696,"",4403,"",[],[23],[],"",[],[12],""
1992,2697,"",4404,"",[],[22],[],"",[],[11],""
1993,2698,"",4405,"",[],[24],[],"",[],[9],""
1994,2699,"","",4406,[],[24],[],"",[],[10],""
1995,2700,"","",4407,[],[24],[],"",[],[10],""
1996,2701,166,"","",[1371],[23],[],"",[73],[13],""
1997,2703,"",4408,"",[],[26],[],"",[],[4],""
1998,2704,"",4409,"",[],[25],[],"",[],[7],""
1999,2705,167,"","",[1371],[23],[],"",[74],[13],""
2000,2706,"","",4410,[],[24],[],"",[],[10],""
2001,2708,"",4411,"",[],[25],[],"",[],[7],""
2002,2709,"",4412,"",[],[25],[],"",[],[7],""
2003,2710,"",4413,"",[],[23],[],"",[],[12],""
2004,2711,"",4414,"",[],[22],[],"",[],[11],""
2005,2712,"",4415,"",[],[24],[],"",[],[9],""
2006,2713,"","",4416,[],[24],[],"",[],[10],""
2007,2714,"","",4417,[],[24],[],"",[],[10],""
2008,2715,"","",4418,[],[24],[],"",[],[10],""
2009,2716,"","",4419,[],[24],[],"",[],[10],""
2010,2717,"",4420,"",[],"[6,0,0,0]",[],"",[],"[1,4]",""
2011,2718,"",4421,"",[],[26],[],"",[],[4],""
2012,2719,"","","",[347],[],"[4830,4831,4832,4834,4833]","",[18],[24],""
2013,2720,"","","",[347],[],"[4851,4852,5065,5060,5061,4853,4590]","",[3],[24],""
2014,2721,"","","",[347],[],[4850],"",[1],[24],""
2015,2722,"",4422,"",[],"[6,0,0,0,7,0,0,0,56,0,0,0,8]",[],"",[],"[1,4]",""
2016,2723,"","",4423,[],[21],[],"",[],[15],""
2017,2724,158,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[],"[2,5]",""
2018,2727,"","",4424,[],[24],[],"",[],[10],""
2019,2728,"",4425,"",[],[13],[],"",[],[1],""
2020,2729,"",4426,"",[],[20],[],"",[],[4],""
2021,2730,"",4427,"",[],[25],[],"",[],[7],""
2022,2735,"",4428,"",[],"[9,0,0,0,10,0]",[],"",[],"[1,4]",""
2023,2738,"",4429,"",[12407],[25],[],"",[1],[7],""
2024,2739,"",4430,"",[12407],[25],[],"",[1],[7],""
2025,2740,"",4431,"",[12407],[23],[],"",[1],[12],""
2026,2741,"",4432,"",[12407],[22],[],"",[1],[11],""
2027,2742,"",4433,"",[12407],[24],[],"",[1],[9],""
2028,2743,"","",4434,[12407],[24],[],"",[1],[10],""
2029,2744,"","",4435,[12407],[24],[],"",[1],[10],""
2030,2745,"",4436,"",[12408],"[6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[1],"[1,4]",1
2031,2746,169,"","",[12409],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[1],"[2,5]",1
2032,2747,"","",4437,[12407],[21],[],"",[1],[15],""
2033,2748,170,"","","[1371,12407]",[23],[],"","[75,1]",[13],""
2034,2750,"","","","[319,12407]",[4],[],"","[165,1]",[14],""
2035,2751,"",4438,"",[12407],[25],[],"",[1],[7],""
2036,2752,"",4439,"",[12407],[23],[],"",[1],[12],""
2037,2753,"",4440,"",[12407],[22],[],"",[1],[11],""
2038,2754,"",4441,"",[12407],[24],[],"",[1],[9],""
2039,2755,"",4442,"",[12408],"[6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[1],"[1,4]",1
2040,2756,183,"","",[12409],"[37,0,0,0,6,0,0,0,7,0,0,0,56,0,0,0]",[],"",[1],"[2,5]",1
2041,2757,"","",4443,[12407],[21],[],"",[1],[15],""
2042,2758,184,"","","[1371,12407]",[23],[],"","[80,1]",[13],""
2043,2759,"","",4444,[],[25],[],"",[],"[8,21]",""
2044,2769,"",4445,"",[],[26],[],"",[],[4],""
2045,2760,"","",4446,[],[25],[],"",[],"[8,21]",""
2046,2761,"","",4447,[],[25],[],"",[],"[8,21]",""
2047,2762,"","",4448,[],[25],[],"",[],"[8,21]",""
2048,2763,"","",4449,[],[25],[],"",[],"[8,21]",""
2049,2764,"","","",[347],[],[4766],"",[2],[24],""
2050,2765,"","","","[347,9369]",[],[4766],"","[3,-1]",[24],""
2051,2766,"","","",[347],[],[4766],"",[4],[24],""
2052,2767,"","","","[347,2193,9238]",[],[4784],"","[3,3,38]",[24],""
2053,2768,"","","",[347],[],"[4742,4798]","",[10],[24],""
2054,2776,"",4450,"",[],[24],[],"",[],[9],""
2055,2777,"",4451,"",[],[22],[],"",[],[11],""
2056,2778,"",4452,"",[],[23],[],"",[],[12],""
