"rownum","Metadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","string","bool","bool","string","[i32]","i32","i32","i32","i32"
69,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",20,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,6000,8000,0,0,"",1,"","","",1,"","",65536,983040,327680,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
70,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",30,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,5500,7500,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
71,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",40,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,5000,7000,0,0,"",1,"","","",1,"","",65536,1179648,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
72,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",50,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4750,6750,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
73,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",60,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4500,6500,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
74,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",70,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4250,6250,0,0,"",1,"","","",1,"","",65536,1310720,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
75,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",80,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4000,6000,0,0,"",1,"","","",1,"","",65536,1310720,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
76,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",1,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,7000,9000,0,0,"",1,"","","",1,"","",65536,655360,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
77,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",10,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,6500,8500,0,0,"",1,"","","",1,"","",65536,983040,327680,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
78,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",20,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,6000,8000,0,0,"",1,"","","",1,"","",65536,983040,327680,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
79,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",30,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,5500,7500,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
80,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",40,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,5000,7000,0,0,"",1,"","","",1,"","",65536,1179648,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
81,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",50,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4750,6750,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
82,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",60,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4500,6500,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
83,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",70,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4250,6250,0,0,"",1,"","","",1,"","",65536,1310720,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
84,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",80,"[6423,0,0,0,6426,0,0,0,6428,0]",10,150,0,0,4000,6000,0,0,"",1,"","","",1,"","",65536,1310720,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
85,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",1,[6468],10,150,0,0,6000,8000,0,0,"",1,"","","",1,"","",65536,655360,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
86,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",10,[6468],10,150,0,0,5500,7500,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
87,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",20,[6468],10,150,0,0,5000,7000,0,0,"",1,"","","",1,"","",65536,983040,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
88,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",30,[6468],10,150,0,0,4500,6500,0,0,"",1,"","","",1,"","",65536,983040,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
89,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",40,[6468],10,150,0,0,4000,6000,0,0,"",1,"","","",1,"","",65536,1179648,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
90,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",50,[6468],10,150,0,0,3750,5750,0,0,"",1,"","","",1,"","",65536,1179648,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
91,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",60,[6468],10,150,0,0,3500,5500,0,0,"",1,"","","",1,"","",65536,1179648,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
92,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",70,[6468],10,150,0,0,3250,5250,0,0,"",1,"","","",1,"","",65536,1310720,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
93,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",80,[6468],10,150,0,0,3000,5000,0,0,"",1,"","","",1,"","",65536,1310720,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
94,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",1,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
95,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",10,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
96,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",20,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
97,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",30,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
98,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",40,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
99,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",50,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
100,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",60,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
101,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",70,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
102,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",80,[6419],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
103,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",1,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
104,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",10,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
105,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",20,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
106,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",30,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
107,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",40,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
108,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",50,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
109,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",60,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
110,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",70,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
111,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",80,"[6411,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
112,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",1,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
113,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",10,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
114,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",20,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
115,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",30,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
116,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",40,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
117,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",50,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
118,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",60,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
119,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",70,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
120,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",80,[6410],3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
121,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",1,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
122,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",10,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,655360,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
123,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",20,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
124,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",30,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,983040,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
125,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",40,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
126,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",50,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
127,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",60,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
128,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",70,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1310720,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
129,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",80,"[6469,0]",3,500,0,0,8000,10000,0,0,"",1,"","","",1,"","",65536,327680,1638400,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
130,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1Interior",1,[6419],10,150,0,0,6000,8000,0,0,"",1,"","","",1,"","",65536,655360,0,0,327680,0,1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
