"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
79,198,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2113929216,12,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2113929216,12,201326592,0,0,0,0,2113929216,12,0,0,0,0,134217728,0,0,0,2113929216,2113929216,2113929216,12,0,0,2113929216,12,0
80,198,1,617,[],[],8211,14,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2113929216,12,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2113929216,12,2113929216,12,0,0,0,-1811939328,12,0,0,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,12,0,0,-1811939328,12,0
81,198,4,617,[],[],8214,14,[],[],"",-33554432,-16843010,-16843010,-16843010,50265854,0,-1811939328,12,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-1275068416,12,0,0,1509949440,13,1509949440,13,0,0,0,2080374784,13,0,0,0,0,134217728,0,0,0,2080374784,2080374784,2080374784,13,0,0,2080374784,13,0
82,1337,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2080374784,13,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2080374784,13,201326592,5,0,0,0,2080374784,13,0,0,0,0,134217728,0,0,0,2080374784,2080374784,2080374784,13,0,0,2080374784,13,0
83,1337,2,2100,[],[],8181,"",[],[],"",939524096,8,0,0,0,0,2080374784,13,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2080374784,13,2080374784,13,855638016,0,0,-1811939328,13,0,0,0,0,134217728,0,0,0,2483027968,2483027968,-1811939328,13,0,0,-1811939328,13,0
84,842,1,726,[],[],8176,20,[214],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1476395008,13,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1476395008,13,-1476395008,13,822083584,0,0,-1241513984,13,0,0,0,0,134217728,0,0,0,3053453312,3053453312,-1241513984,13,0,0,-1241513984,13,0
85,842,2,726,[],[],8177,20,"[1783,2128,2129,2130,1795]","[1,30,1000,360,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,436207616,14,436207616,14,822083584,0,0,838860800,14,0,0,0,0,134217728,0,0,0,838860800,838860800,838860800,14,0,0,838860800,14,0
86,842,3,831,[],[],8210,"",[],[],"",1728053248,28,0,0,0,0,838860800,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,838860800,14,838860800,14,1124073472,0,0,1543503872,14,0,0,0,0,134217728,0,0,0,1543503872,1543503872,1543503872,14,0,0,1543503872,14,0
87,842,4,831,[],[],8280,"",[357],[1500],"",436207616,31,0,0,0,0,1879048192,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1879048192,14,1879048192,14,2046820352,0,0,-1979711488,14,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,14,0,0,-1979711488,14,0
88,239,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,14,201326592,0,0,0,0,-1979711488,14,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,14,0,0,-1979711488,14,0
89,239,1,1,[],[],8156,20,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1711276032,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1711276032,14,-1711276032,14,0,0,0,-1375731712,14,0,0,0,0,134217728,0,0,0,2919235584,2919235584,-1375731712,14,0,0,-1375731712,14,0
90,239,2,1245,[],[],8209,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1375731712,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1375731712,14,-1375731712,14,1107296256,0,0,-905969664,14,0,0,0,0,134217728,0,0,0,3388997632,3388997632,-905969664,14,0,0,-905969664,14,0
91,239,3,1,[],[],8281,20,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,14,-905969664,14,2063597568,0,0,-503316480,14,0,0,0,0,134217728,0,0,0,3791650816,3791650816,-503316480,14,0,0,-503316480,14,0
92,498,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-503316480,14,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-503316480,14,-1207959552,11,0,0,0,-503316480,14,0,0,0,0,134217728,0,0,0,3791650816,3791650816,-503316480,14,0,0,-503316480,14,0
93,498,1,1600,[],[],8157,"","[195,173]","[1,2]","",-33554432,-16843010,-16843010,-16843010,16711422,0,167772160,15,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,167772160,15,167772160,15,0,0,0,671088640,15,335544320,0,0,0,134217728,0,0,0,671088640,671088640,671088640,15,0,0,671088640,15,0
94,4867,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,671088640,15,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,671088640,15,201326592,0,0,0,0,671088640,15,-335544320,16777215,0,0,134217728,0,0,0,671088640,671088640,671088640,15,0,0,671088640,15,0
95,4867,3,3463,[],[],8213,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,671088640,15,0,-33554432,-16843010,-16843010,-16843010,150929150,0,939524096,15,0,0,-771751936,15,-503316480,6,0,0,0,-771751936,15,1342177280,0,33554432,0,-771751936,15,33554432,0,3657433088,4194304000,-100663296,15,0,0,-100663296,15,0
96,4868,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-100663296,15,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-100663296,15,201326592,0,0,0,0,-100663296,15,-335544320,16777215,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,15,0,0,-100663296,15,0
97,4868,3,326,[],[],8213,"",[],[],"",-2030043136,13,0,0,16777216,0,-100663296,15,0,-33554432,-16843010,-16843010,-16843010,150929150,0,939524096,15,0,0,167772160,16,-503316480,6,0,0,0,167772160,16,1342177280,0,33554432,0,-771751936,15,33554432,0,167772160,704643072,704643072,16,0,0,704643072,16,0
98,489,2,1211,[],[],8185,1,[6856],[50],"",-33554432,-16843010,-16843010,-16843010,16711422,0,973078528,16,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,973078528,16,973078528,16,939524096,0,0,1610612736,16,-671088640,16777215,0,0,134217728,0,0,0,1610612736,1610612736,1610612736,16,0,0,1610612736,16,0
99,489,4,1202,[],[],8226,53,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1610612736,16,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1610612736,16,1610612736,16,1191182336,0,0,-2113929216,16,-1342177280,16777215,0,0,134217728,0,0,0,2181038080,2181038080,-2113929216,16,0,0,-2113929216,16,0
100,236,1,3014,[],[],8148,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-2113929216,16,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-2113929216,16,-2113929216,16,0,0,0,-1610612736,16,0,0,0,0,134217728,0,0,0,2684354560,2684354560,-1610612736,16,0,0,-1610612736,16,0
101,236,2,653,[],[],8171,"",[6376],[30],"",-33554432,-16843010,-16843010,-16843010,33488638,0,-1275068416,16,0,-33554432,-16843010,-16843010,-16843010,150929150,0,-1006632960,16,0,0,-838860800,17,-838860800,17,0,0,0,-469762048,17,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,17,0,0,-469762048,17,0
102,236,3,7968,[],[],8159,"",[434],[100],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-201326592,17,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-201326592,17,-201326592,17,0,0,0,369098752,18,0,0,0,0,134217728,0,0,0,369098752,369098752,369098752,18,0,0,369098752,18,0
103,376,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,369098752,18,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,369098752,18,201326592,0,0,0,0,369098752,18,0,0,0,0,134217728,0,0,0,369098752,369098752,369098752,18,0,0,369098752,18,0
104,376,2,1723,[],[],8202,"",[],[],"",-117440512,3,0,0,0,0,369098752,18,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,369098752,18,369098752,18,973078528,0,0,973078528,18,0,0,0,0,134217728,0,0,0,973078528,973078528,973078528,18,0,0,973078528,18,0
105,376,3,1723,[],[],8315,20,[173],[2],"",1275068416,32,0,0,0,0,1241513984,18,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1241513984,18,1241513984,18,1610612736,0,0,1845493760,18,-1090519040,16777215,0,0,134217728,0,0,0,1845493760,1845493760,1845493760,18,0,0,1845493760,18,0
106,487,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1845493760,18,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,16777216,0,1845493760,18,201326592,0,0,0,0,2113929216,18,0,0,0,0,134217728,0,0,0,2113929216,2113929216,2113929216,18,0,0,2113929216,18,0
107,487,1,785,[],[],8148,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,2113929216,18,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,16777216,0,-1912602624,18,-1644167168,18,0,0,0,-1107296256,18,671088640,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,18,0,0,-1107296256,18,0
108,487,4,5054,[],[],8169,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,33488638,0,-838860800,18,0,-33554432,-16843010,-16843010,-16843010,-553713922,18,134217728,0,16777216,0,1912602624,19,-2113929216,19,0,0,0,-1409286144,19,0,0,50331648,0,-1409286144,19,50331648,0,3087007744,3892314112,-402653184,19,16777216,0,-402653184,19,0
109,502,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,19,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,19,-1207959552,11,0,0,0,-134217728,19,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,19,0,0,-134217728,19,0
110,502,1,1535,[],[],8157,1,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,134217728,20,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,134217728,20,134217728,20,0,0,0,704643072,20,838860800,0,0,0,134217728,0,0,0,704643072,704643072,704643072,20,0,0,704643072,20,0
111,572,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,20,100663296,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,20,201326592,0,0,0,0,704643072,20,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,20,0,0,704643072,20,0
112,572,2,326,[],[],8252,114,[],[],"",-637534208,27,0,0,0,0,704643072,20,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,20,1476395008,11,1660944384,0,0,704643072,20,1174405120,0,0,0,134217728,0,0,0,704643072,704643072,704643072,20,0,0,704643072,20,0
113,1032,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,20,16777216,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,20,201326592,0,0,0,0,704643072,20,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,20,0,0,704643072,20,0
114,1032,3,326,[],[],8163,114,[1215],[-50],"",1358954496,32,0,0,16777216,0,1040187392,20,0,-33554432,-16843010,-16843010,-16843010,1325334270,20,-436207616,20,0,0,-1711276032,21,-1711276032,21,0,0,0,-1207959552,21,838860800,838860800,16777216,0,1275068416,8,16777216,0,3087007744,3355443200,-939524096,21,16777216,0,-939524096,21,0
115,1033,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-671088640,21,16777216,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-671088640,21,201326592,0,0,0,0,-671088640,21,0,0,0,0,134217728,0,0,0,3623878656,3623878656,-671088640,21,0,0,-671088640,21,0
116,1033,3,326,[],[],8163,114,[1215],[-50],"",1358954496,32,0,0,16777216,0,-402653184,21,0,-33554432,-16843010,-16843010,-16843010,1325334270,20,-436207616,20,0,0,-134217728,21,-1711276032,21,0,0,0,-134217728,21,838860800,838860800,16777216,0,1275068416,8,16777216,0,4160749568,134217728,134217728,22,16777216,0,134217728,22,0
117,1034,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,402653184,22,16777216,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,402653184,22,201326592,0,0,0,0,402653184,22,0,0,0,0,134217728,0,0,0,402653184,402653184,402653184,22,0,0,402653184,22,0
118,1034,3,326,[],[],8163,114,[1215],[-50],"",1358954496,32,0,0,16777216,0,671088640,22,0,-33554432,-16843010,-16843010,-16843010,1325334270,20,-436207616,20,0,0,939524096,22,-1711276032,21,0,0,0,939524096,22,838860800,838860800,16777216,0,1275068416,8,16777216,0,939524096,1207959552,1207959552,22,16777216,0,1207959552,22,0
119,138,1,1897,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1476395008,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1476395008,22,1476395008,22,0,0,0,1677721600,22,0,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,22,0,0,1677721600,22,0
120,138,2,3134,[],[],8222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1677721600,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1677721600,22,1677721600,22,0,0,0,2080374784,22,-838860800,16777215,0,0,134217728,0,0,0,2080374784,2080374784,2080374784,22,0,0,2080374784,22,0
121,138,3,7094,[],[],8223,51,[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2080374784,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2080374784,22,2080374784,22,0,0,0,-1744830464,22,-167772160,16777215,0,0,134217728,0,0,0,2550136832,2550136832,-1744830464,22,0,0,-1744830464,22,0
122,138,4,3104,"[434,1215]","[50,50]",8226,13,[434],[-40],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-805306368,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-805306368,22,-805306368,22,1191182336,0,0,-335544320,22,0,0,0,0,134217728,0,0,0,3959422976,3959422976,-335544320,22,0,0,-335544320,22,0
123,379,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-335544320,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,22,201326592,0,0,0,0,-335544320,22,0,0,0,0,134217728,0,0,0,3959422976,3959422976,-335544320,22,0,0,-335544320,22,0
124,379,3,2805,[],[],8202,"",[],[],"",-167772160,10,0,0,0,0,-335544320,22,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-335544320,22,-335544320,22,973078528,0,0,167772160,23,0,0,0,0,134217728,0,0,0,167772160,167772160,167772160,23,0,0,167772160,23,0
125,379,4,2805,[],[],8217,"",[],[],"",-788529152,12,0,0,0,0,167772160,23,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,167772160,23,167772160,23,0,0,0,671088640,23,0,0,0,0,134217728,0,0,0,671088640,671088640,671088640,23,0,0,671088640,23,0
126,383,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,671088640,23,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,671088640,23,201326592,0,0,0,0,671088640,23,0,0,0,0,134217728,0,0,0,671088640,671088640,671088640,23,0,0,671088640,23,0
127,383,2,1723,[],[],8202,"",[],[],"",-117440512,3,0,0,0,0,671088640,23,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,671088640,23,369098752,18,973078528,0,0,671088640,23,0,0,0,0,134217728,0,0,0,671088640,671088640,671088640,23,0,0,671088640,23,0
128,383,3,913,[],[],8216,"",[1215],[-50],"",-33554432,-16843010,-16843010,-16843010,33488638,0,939524096,23,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1207959552,23,0,0,301989888,24,301989888,24,0,0,0,1040187392,24,0,0,50331648,0,1040187392,24,50331648,0,1241513984,2046820352,2046820352,24,0,0,2046820352,24,0
129,506,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,2046820352,24,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,2046820352,24,-1207959552,11,0,0,0,2046820352,24,0,0,0,0,134217728,0,0,0,2046820352,2046820352,2046820352,24,0,0,2046820352,24,0
130,506,1,1522,[],[],8157,1,"[173,3832,1927]","[4,1,-33]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1241513984,24,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1241513984,24,-1241513984,24,0,0,0,-637534208,24,335544320,0,0,0,134217728,0,0,0,3657433088,3657433088,-637534208,24,0,0,-637534208,24,0
131,527,0,690,[],[],8176,20,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-369098752,24,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-369098752,24,-369098752,24,822083584,0,0,134217728,25,838860800,0,0,0,134217728,0,0,0,134217728,134217728,134217728,25,0,0,134217728,25,0
132,527,1,690,[],[],8229,20,"[455,175,1795]","[25,-25,40]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1140850688,25,0,-33554432,-16843010,-16843010,-16843010,1157562110,25,134217728,0,0,0,-905969664,25,-905969664,25,2080374784,0,0,-469762048,25,671088640,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,25,16777216,0,-469762048,25,0
133,527,4,690,[],[],8169,114,[1215],[-75],"",1358954496,32,0,0,16777216,0,134217728,26,0,-33554432,-16843010,-16843010,-16843010,419364606,26,671088640,27,0,0,-704643072,27,-704643072,27,0,0,0,-201326592,27,0,0,50331648,0,-201326592,27,50331648,0,0,805306368,805306368,28,16777216,0,805306368,28,0
134,556,0,696,[],[],8176,20,[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1342177280,28,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1342177280,28,1342177280,28,822083584,0,0,2046820352,28,838860800,0,0,0,134217728,0,0,0,2046820352,2046820352,2046820352,28,0,0,2046820352,28,0
135,556,2,696,[],[],8158,20,"[1783,2128,2129,2130,175,659,1795]","[1,15,500,120,100,33,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,100663296,29,0,-33554432,-16843010,-16843010,-16843010,117374718,29,134217728,0,0,0,-1375731712,29,-1375731712,29,0,0,0,-905969664,29,-335544320,16777215,50331648,0,-905969664,29,0,0,3590324224,3590324224,-704643072,29,16777216,0,-704643072,29,0
136,556,4,696,[],[],8168,114,[1215],[-75],"",1358954496,32,0,0,16777216,0,-167772160,29,0,-33554432,-16843010,-16843010,-16843010,117374718,30,704643072,31,0,0,-503316480,31,-503316480,31,0,0,0,134217728,32,0,0,50331648,0,134217728,32,50331648,0,335544320,1140850688,1140850688,32,16777216,0,1140850688,32,0
137,585,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,16777216,0,1409286144,32,201326592,0,0,0,0,1677721600,32,0,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,32,0,0,1677721600,32,0
138,212,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1677721600,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1677721600,32,201326592,0,0,0,0,1677721600,32,0,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,32,0,0,1677721600,32,0
139,212,1,617,[],[],8211,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1677721600,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1677721600,32,2113929216,12,0,0,0,1677721600,32,0,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,32,0,0,1677721600,32,0
140,250,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1677721600,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1677721600,32,201326592,0,0,0,0,1677721600,32,0,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,32,0,0,1677721600,32,0
141,250,1,703,[],[],8200,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1677721600,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1677721600,32,436207616,14,956301312,0,0,1677721600,32,838860800,0,0,0,134217728,0,0,0,1677721600,1677721600,1677721600,32,0,0,1677721600,32,0
142,250,2,812,[],[],8209,"","[434,1853,357]","[50,1,4000]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1610612736,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1610612736,32,-1610612736,32,1107296256,0,0,-1107296256,32,838860800,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,32,0,0,-1107296256,32,0
143,256,0,378,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1107296256,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1107296256,32,704643072,4,0,0,0,-1107296256,32,0,0,0,0,134217728,0,0,0,3187671040,3187671040,-1107296256,32,0,0,-1107296256,32,0
144,256,3,1247,[],[],8167,"",[195],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-838860800,32,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-838860800,32,-1375731712,14,0,0,0,-838860800,32,0,0,0,0,134217728,0,0,0,3456106496,3456106496,-838860800,32,0,0,-838860800,32,0
145,256,4,2979,[214],[2],8169,"","[865,1215]","[5000,-66]","",-33554432,-16843010,-16843010,-16843010,16711422,0,100663296,33,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,100663296,33,100663296,33,0,0,0,704643072,33,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,33,0,0,704643072,33,0
146,314,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,704643072,33,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,704643072,33,201326592,0,0,0,0,704643072,33,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,33,0,0,704643072,33,0
