"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
39,1,2,1,"Hoarding Corrupted Equipment (Trapped Chests!)","Entasse des pièces d'équipement Corrompues (Coffres piégés !)","Hortet verderbte Ausrüstung (Truhen mit Fallen!)","コラプト装備の貯め込み（トラップチェスト！）","비축한 타락한 장비 (덫 상자!)","Amontoando Equipamentos Corrompidos (Baús com Armadilha!)","Припрятывает осквернённое снаряжение (ловушки в сундуках!)","Acaparar equipamiento corrupto (¡cofres atrapados!)","กักตุนไอเทมที่มีมลทิน\r\n(หีบติดกับดัก!)","囤積汙染裝備（陷阱寶箱！）","Smuggling Shields (Trapped Chests!)","Fait de la contrebande de Boucliers (Coffres piégés !)","Schmuggelt Schilde (Truhen mit Fallen!)","盾の密輸（トラップチェスト！）","밀수한 방패 (덫 상자!)","Contrabandeando Escudos (Baús Trancados!)","Тайно провозит щиты (ловушки в сундуках!)","Traficar con escudos (¡Cofres atrapados!)","ลอบขนโล่\r\n(หีบติดกับดัก!)","走私盾牌（陷阱寶箱！）"
40,1,2,2,"Hoarding Corrupted Equipment (Trapped Chests!)","Entasse des pièces d'équipement Corrompues (Coffres piégés !)","Hortet verderbte Ausrüstung (Truhen mit Fallen!)","コラプト装備の貯め込み（トラップチェスト！）","비축한 타락한 장비 (덫 상자!)","Amontoando Equipamentos Corrompidos (Baús com Armadilha!)","Припрятывает осквернённое снаряжение (ловушки в сундуках!)","Acaparar equipamiento corrupto (¡cofres atrapados!)","กักตุนไอเทมที่มีมลทิน\r\n(หีบติดกับดัก!)","囤積汙染裝備（陷阱寶箱！）","Smuggling Shields (Trapped Chests!)","Fait de la contrebande de Boucliers (Coffres piégés !)","Schmuggelt Schilde (Truhen mit Fallen!)","盾の密輸（トラップチェスト！）","밀수한 방패 (덫 상자!)","Contrabandeando Escudos (Baús Trancados!)","Тайно провозит щиты (ловушки в сундуках!)","Traficar con escudos (¡Cofres atrapados!)","ลอบขนโล่\r\n(หีบติดกับดัก!)","走私盾牌（陷阱寶箱！）"
41,1,2,3,"Hoarding Corrupted Equipment (Trapped Chests!)","Entasse des pièces d'équipement Corrompues (Coffres piégés !)","Hortet verderbte Ausrüstung (Truhen mit Fallen!)","コラプト装備の貯め込み（トラップチェスト！）","비축한 타락한 장비 (덫 상자!)","Amontoando Equipamentos Corrompidos (Baús com Armadilha!)","Припрятывает осквернённое снаряжение (ловушки в сундуках!)","Acaparar equipamiento corrupto (¡cofres atrapados!)","กักตุนไอเทมที่มีมลทิน\r\n(หีบติดกับดัก!)","囤積汙染裝備（陷阱寶箱！）","Smuggling Shields (Trapped Chests!)","Fait de la contrebande de Boucliers (Coffres piégés !)","Schmuggelt Schilde (Truhen mit Fallen!)","盾の密輸（トラップチェスト！）","밀수한 방패 (덫 상자!)","Contrabandeando Escudos (Baús Trancados!)","Тайно провозит щиты (ловушки в сундуках!)","Traficar con escudos (¡Cofres atrapados!)","ลอบขนโล่\r\n(หีบติดกับดัก!)","走私盾牌（陷阱寶箱！）"
42,2,2,1,"Collecting Fragments","Collectionne des Fragments","Sammelt Fragmente","断片の回収","모은 조각","Coletando Fragmentos","Собирает фрагменты","Coleccionar fragmentos","เก็ลสะสมชิ้นส่วน","收集碎片","Transporting Shields","Transporte des Boucliers","Transportiert Schilde","盾の輸送","수송 중인 방패","Transportando Escudos","Перевозит щиты","Transportar escudos","ขนส่งโล่","護送盾牌"
43,2,2,2,"Collecting Fragments","Collectionne des Fragments","Sammelt Fragmente","断片の回収","모은 조각","Coletando Fragmentos","Собирает фрагменты","Coleccionar fragmentos","เก็ลสะสมชิ้นส่วน","收集碎片","Transporting Shields","Transporte des Boucliers","Transportiert Schilde","盾の輸送","수송 중인 방패","Transportando Escudos","Перевозит щиты","Transportar escudos","ขนส่งโล่","護送盾牌"
44,2,2,3,"Collecting Fragments","Collectionne des Fragments","Sammelt Fragmente","断片の回収","모은 조각","Coletando Fragmentos","Собирает фрагменты","Coleccionar fragmentos","เก็ลสะสมชิ้นส่วน","收集碎片","Transporting Shields","Transporte des Boucliers","Transportiert Schilde","盾の輸送","수송 중인 방패","Transportando Escudos","Перевозит щиты","Transportar escudos","ขนส่งโล่","護送盾牌"
45,4,2,1,"Experimenting with Tainted Currency (Heretic!)","Mène des expérimentations avec des Objets monétaires impurs (Hérétique !)","Experimentiert mit korrosiver Währung (Ketzer!)","汚染されたカレンシーの実験（異端！）","실험한 더럽혀진 화폐 (이단!)","Testando Moeda Maculada (Herege!)","Экспериментирует с порочной валютой (еретик!)","Experimentar con objetos monetarios contaminados (¡hereje!)","ทดลองกับเงินตราที่แปดเปื้อน\r\n(ไอ้นอกรีต!)","玷汙通貨實驗（異教徒！）","Gambling with Shield Properties","Joue avec les Propriétés des Boucliers","Experimentiert mit Schild-Eigenschaften","盾の特性のギャンブル","방패 속성 도박","Arriscando com Propriedades de Escudos","Спекулирует на свойствах щитов","Apostar sobre las propiedades de los escudos","เสี่ยงโชคกับคุณสมบัติของโล่","用盾牌屬性博弈"
46,4,2,2,"Experimenting with Tainted Currency (Heretic!)","Mène des expérimentations avec des Objets monétaires impurs (Hérétique !)","Experimentiert mit korrosiver Währung (Ketzer!)","汚染されたカレンシーの実験（異端！）","실험한 더럽혀진 화폐 (이단!)","Testando Moeda Maculada (Herege!)","Экспериментирует с порочной валютой (еретик!)","Experimentar con objetos monetarios contaminados (¡hereje!)","ทดลองกับเงินตราที่แปดเปื้อน\r\n(ไอ้นอกรีต!)","玷汙通貨實驗（異教徒！）","Gambling with Shield Properties","Joue avec les Propriétés des Boucliers","Experimentiert mit Schild-Eigenschaften","盾の特性のギャンブル","방패 속성 도박","Arriscando com Propriedades de Escudos","Спекулирует на свойствах щитов","Apostar sobre las propiedades de los escudos","เสี่ยงโชคกับคุณสมบัติของโล่","用盾牌屬性博弈"
47,4,2,3,"Experimenting with Tainted Currency (Heretic!)","Mène des expérimentations avec des Objets monétaires impurs (Hérétique !)","Experimentiert mit korrosiver Währung (Ketzer!)","汚染されたカレンシーの実験（異端！）","실험한 더럽혀진 화폐 (이단!)","Testando Moeda Maculada (Herege!)","Экспериментирует с порочной валютой (еретик!)","Experimentar con objetos monetarios contaminados (¡hereje!)","ทดลองกับเงินตราที่แปดเปื้อน\r\n(ไอ้นอกรีต!)","玷汙通貨實驗（異教徒！）","Gambling with Shield Properties","Joue avec les Propriétés des Boucliers","Experimentiert mit Schild-Eigenschaften","盾の特性のギャンブル","방패 속성 도박","Arriscando com Propriedades de Escudos","Спекулирует на свойствах щитов","Apostar sobre las propiedades de los escudos","เสี่ยงโชคกับคุณสมบัติของโล่","用盾牌屬性博弈"
48,3,11,1,"Acquiring Divination Scarab \""Donations\""","Reçoit des « dons » de Scarabées de Divination","Ersteht \""gespendete\"" Weissagungs-Skarabäen","占いのスカラベの獲得 「寄付」","획득한 점술 갑충석 \""기부\""","Adquirindo \""Doações\"" de Escaravelhos de Adivinhação","Собирает \""пожертвования\"" в виде скарабеев предсказания","Adquirir \""donaciones\"" de escarabajos de adivinación","รับสคารับไพ่พยากรณ์ \""จากการบริจาค\""","獲得命運聖甲蟲「捐助」","Looting Ritual Scarabs","Ramasse des Scarabées de Rituel","Sichert Ritual-Skarabäen","リチュアルスカラベの略奪","획득한 의식 갑충석","Coletando Escaravelhos do Ritual","Собирает скарабеев Ритуала","Sustraer escarabajos de ritual","ปล้นสคารับพิธีกรรม","保護插槽裝備"
49,3,11,2,"Acquiring Divination Scarab \""Donations\""","Reçoit des « dons » de Scarabées de Divination","Ersteht \""gespendete\"" Weissagungs-Skarabäen","占いのスカラベの獲得 「寄付」","획득한 점술 갑충석 \""기부\""","Adquirindo \""Doações\"" de Escaravelhos de Adivinhação","Собирает \""пожертвования\"" в виде скарабеев предсказания","Adquirir \""donaciones\"" de escarabajos de adivinación","รับสคารับไพ่พยากรณ์ \""จากการบริจาค\""","獲得命運聖甲蟲「捐助」","Looting Ritual Scarabs","Ramasse des Scarabées de Rituel","Sichert Ritual-Skarabäen","リチュアルスカラベの略奪","획득한 의식 갑충석","Coletando Escaravelhos do Ritual","Собирает скарабеев Ритуала","Sustraer escarabajos de ritual","ปล้นสคารับพิธีกรรม","保護插槽裝備"
50,3,11,3,"Acquiring Divination Scarab \""Donations\""","Reçoit des « dons » de Scarabées de Divination","Ersteht \""gespendete\"" Weissagungs-Skarabäen","占いのスカラベの獲得 「寄付」","획득한 점술 갑충석 \""기부\""","Adquirindo \""Doações\"" de Escaravelhos de Adivinhação","Собирает \""пожертвования\"" в виде скарабеев предсказания","Adquirir \""donaciones\"" de escarabajos de adivinación","รับสคารับไพ่พยากรณ์ \""จากการบริจาค\""","獲得命運聖甲蟲「捐助」","Looting Ritual Scarabs","Ramasse des Scarabées de Rituel","Sichert Ritual-Skarabäen","リチュアルスカラベの略奪","획득한 의식 갑충석","Coletando Escaravelhos do Ritual","Собирает скарабеев Ритуала","Sustraer escarabajos de ritual","ปล้นสคารับพิธีกรรม","保護插槽裝備"
51,1,11,1,"Amassing Divination Cards (Trapped Chests!)","Accumule des Cartes divinatoires (Coffres piégés !)","Häuft Weissagungskarten an (Truhen mit Fallen!)","占いカードの蓄財（トラップチェスト！）","축적한 점술 카드 (덫 상자!)","Amontoando Cartas de Adivinhação (Baús com Armadilha!)","Копит гадальные карты (ловушки в сундуках!)","Recolectar cartas de adivinación (¡cofres atrapados!)","รวบรวมไพ่พยากรณ์\r\n(หีบติดกับดัก!)","蒐集命運卡","Smuggling Body Armours (Trapped Chests!)","Fait de la contrebande d'Armures (Coffres piégés !)","Schmuggelt Körperrüstungen (Truhen mit Fallen!)","鎧の密輸（トラップチェスト！）","밀수한 갑옷 (덫 상자!)","Contrabandeando Peitorais (Baús Trancados!)","Тайно провозит нательные доспехи (ловушки в сундуках!)","Traficar con armaduras (¡Cofres atrapados!)","ลอบขนเสื้อเกราะ\r\n(หีบติดกับดัก!)","走私胸甲（陷阱寶箱！）"
