"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
33,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraStandalone",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntStandalone","[20607,22889,3918]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[390,8711]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira Darktongue",144,540,1245,[9461],[7501],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24151,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
34,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraEndlessLedge",487,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/MapBanditLeaderInt","[20607,22889]",1,"","",100,3,6,8,2,0,"[750,34,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[359,390]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira",144,384,1245,[9461],[7501],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24868,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,384,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
35,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraGauntlet",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet","[20607,22889,3918]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[390,8711,3095]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet.ais",[],"Relaxed",1,"Alira Darktongue",144,540,1245,[9461],[7501],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,26844,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
36,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraityn",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"Relaxed",1,"Kraityn, Scarbearer",115,600,1200,[7338],[9464],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,22072,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
37,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynStandalone",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntStandalone","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn, Scarbearer",115,600,1200,[7338],[9464],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-23061,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
38,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynZombie",502,10,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie",[],1,"","",100,3,6,2,2,0,"[775,777,774,48,807,796,764,31,765,118,820,73,801,52]",120,[],105,105,700,500,0,"[390,8128]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ais",[],"",1,"Kraityn, the Caged Rat",115,240,1500,[7338],[9464],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,26120,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
39,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynEndlessLedge",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/MapBanditLeaderDexInt",[22889],1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn",115,420,1200,[7338],[9464],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,25278,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,420,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
40,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynGauntlet",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet","[22889,3918]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[390,297,1463,1022,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet.ais",[],"Relaxed",1,"Kraityn, Scarbearer",115,600,1200,[7338],[9464],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-1007,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
41,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOak",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex","[22889,3918]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786,2805,2808,2809,2810]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"Relaxed",1,"Oak, Skullbreaker",144,480,1050,[7386],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,6319,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
42,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakStandalone",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexStandalone","[22889,3918]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak, Skullbreaker",144,480,1050,[7386],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,10419,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
43,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakZombie",498,11,2,6,9,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie",[],1,"","",100,3,6,3,1,0,"[821,806,788,776,48,796,764,31,29,765,118,73,801,52]",120,[],105,105,700,500,0,"[390,8128]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ais",[],"",1,"Oak, the Broken",144,240,1350,[7386],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,-30170,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
44,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakEndlessLedge",500,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/MapBanditLeaderStrDex",[22889],1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[390,116,289,252,786]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak",144,336,1050,[7386],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,24793,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,336,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
45,"Metadata/Monsters/Bandits/BanditMeleeKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare",[6342],1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Alira's Martyr",100,100,1350,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,9852,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
46,"Metadata/Monsters/Bandits/BanditMeleeKamikazeSpawnerMap",656,38,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/GuardBanditRunMap",[6342],1,"","",100,3,6,2,1,0,"[750,804,806,787,774,71,48,796,764,31,765,118,820,125,174]",100,[3],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Crazed Martyr",80,100,1350,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-9748,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
47,"Metadata/Monsters/Bandits/BanditTormentKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikazeTormentMinion.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare","[6342,6630]",1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Martyr's Devoted",100,100,1350,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,-3545,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
48,"Metadata/Monsters/Bandits/BanditProphecyKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikazeProphecy.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare_prophecy",[6342],1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[382,2070]","Metadata/Monsters/Spawn/Kamikaze.ais","[6190,6196]","",1,"Doedre's Fanatic",100,100,1350,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,13827,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
49,"Metadata/Monsters/Bandits/BanditProphecyDesecrate",256,43,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikazeProphecy2.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/BanditProphecy",[],1,"","",100,3,6,2,1,0,"[750,804,806,775,777,774,71,48,796,764,31,29,765,118,820]",100,[],105,105,700,500,0,"[382,3115]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Doedre's Fanatic",100,100,1350,[12058],[12058],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,27250,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
50,"Metadata/Monsters/Bandits/BanditProphecyDesecrateStandalone__",256,43,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikazeProphecy2.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/BanditProphecyStandalone",[],1,"","",100,3,6,2,1,0,"[750,804,806,775,777,774,71,48,764,31,29,765,118,820]",100,[],105,105,700,500,0,"[382,3115]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Doedre's Fanatic",100,100,1350,[12058],[12058],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-790,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
51,"Metadata/Monsters/Bandits/BanditMeleeAlira",256,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,1,2,75,"[750,819,780,774,71,48,807,796,764,31,29,765,118,801]",100,[],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Alira's Martyr",100,100,1350,"[7358,7338]",[7485],"",12,26,"",0,[],[],[],"",1,6,100,0,0,100,5872,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
52,"Metadata/Monsters/Bandits/BanditMeleeChaos",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/BanditCorrupted.ao""]","Metadata/Monsters/Bandits/Bandit","[6292,20602]",1,"","",100,3,6,1,2,0,"[750,819,780,774,71,48,807,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Alira's Blood Guard",140,115,1350,"[7358,7338]","[9465,9466]","",12,26,"",0,[],[],[728],1,1,6,100,0,0,100,-17414,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
53,"Metadata/Monsters/Bandits/BanditMeleeMaul",259,16,3,6,11,"[""Metadata/Monsters/Bandits/BanditMaul.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[],1,"","",100,3,6,3,1,0,"[750,821,806,781,776,71,48,796,764,30,31,765,118,801]",100,[3],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/Bandit.ais","[6190,6196]","",1,"Callow Thug",140,100,1350,"[7407,7408]",[],"",17,"","",0,[],[],[639],1,1,4,4,0,0,4,-25726,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
54,"Metadata/Monsters/Bandits/BanditMeleePuncture",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,1,2,75,"[750,819,777,774,71,48,807,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,1828,11095]","Metadata/Monsters/Bandits/BanditMeleePuncture.ais","[6190,6196]","",1,"Shadow Stalker",140,115,1350,"[7358,7338]","[7485,7486]","",9,26,"",0,[],[],[642],1,1,6,100,0,0,100,2605,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
55,"Metadata/Monsters/Bandits/BanditMeleePuncture2",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,1,2,75,"[750,819,777,774,71,48,807,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,1828,11095]","Metadata/Monsters/Bandits/BanditMeleePuncture.ais","[6190,6196]","",1,"Heartless Deserter",140,115,1350,"[7358,7338]","[7485,7486]","",9,26,"",0,[],[],[642],1,1,6,100,0,0,100,-32471,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
56,"Metadata/Monsters/Bandits/BanditMeleePunctureKraitynSpecific",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,2,2,75,"[750,777,774,71,48,807,796,764,31,29,765,118,820,801]",100,[3],105,105,700,500,0,"[382,1828,11095]","Metadata/Monsters/Bandits/BanditMeleePuncture.ais","[6190,6196]","",1,"Kraityn's Thrall",140,115,1350,[7338],"[7485,7486]","",9,26,"",0,[],[],[615],1,1,6,100,0,0,100,2557,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
57,"Metadata/Monsters/Bandits/BanditMeleeSword",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,2,2,0,"[750,777,774,71,48,807,796,764,31,29,765,118,820,801]",100,[3],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Highwayman",140,115,1350,[7338],"[7485,7486]","",9,26,"",0,[],[],[],1,1,6,100,0,0,100,-23621,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
58,"Metadata/Monsters/Bandits/BanditMeleeSwordTentacles",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditTentacles","[15785,20602]",1,"","",100,3,6,2,2,0,"[750,752,777,774,71,48,807,796,764,291,31,29,765,118,820,801]",100,[3],105,105,700,500,0,"[382,8126,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Elder-Blessed Highwayman",140,115,1350,[7338],"[7485,7486]","",9,26,"",0,[],[13075],[],"",1,6,100,0,0,100,23951,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
59,"Metadata/Monsters/Bandits/BanditMeleeSwordKraitynSpecific",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,2,2,0,"[750,777,774,71,48,807,796,764,31,29,765,118,820,801]",100,[3],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Kraityn's Aspirant",140,115,1350,[7338],"[7485,7486]","",9,26,"",0,[],[],[611],1,1,6,100,0,0,100,4429,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
60,"Metadata/Monsters/Bandits/BanditMeleeShield",242,19,3,6,11,"[""Metadata/Monsters/Bandits/Bandits.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[20602],1,"","",100,3,6,1,1,0,"[750,819,806,777,774,71,48,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,11095]","Metadata/Monsters/Bandits/BanditMelee.ais","[6190,6196]","",1,"Callow Thug",140,115,1350,"[7358,7338]","[9467,9468,9470,9469]","",9,26,"",0,[],[],[639],1,1,4,4,0,0,4,-19768,"","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
61,"Metadata/Monsters/Bandits/BanditMeleeWarlordsMarkMaul",242,19,3,6,11,"[""Metadata/Monsters/Bandits/BanditMaul.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/Bandit",[],1,"","",100,3,6,3,1,75,"[750,821,771,806,781,776,71,48,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,1105,11095]","Metadata/Monsters/Bandits/BanditWarlordsMark.ais","[6190,6196]","",1,"Oak's Devoted",140,115,1350,"[7407,7408]",[],"",17,"","",0,[],[],[655],1,1,4,4,0,0,4,-10537,"","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
62,"Metadata/Monsters/Bandits/BanditMeleeChampion",248,22,3,6,11,"[""Metadata/Monsters/Bandits/BanditChampion.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditMeleeChampion",[],1,"","",115,3,6,3,1,100,"[750,821,806,781,776,71,48,796,764,31,765,118,802]",120,[3],105,105,700,500,0,"[382,5564]","Metadata/Monsters/Bandits/BanditChampion.ais","[6190,6196]","",1,"Oak's Brute",101,192,1350,"[7407,7408]",[],"",17,"","",0,[],[],[],1,1,3,100,0,0,4,30794,"","","",1,5,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,192,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
63,"Metadata/Monsters/Bandits/BanditMeleeChampionTentacles",248,22,3,6,11,"[""Metadata/Monsters/Bandits/BanditChampion.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditTentacles",[15785],1,"","",115,3,6,3,1,100,"[750,821,752,806,781,776,71,48,796,764,291,31,765,118,802]",120,[3],105,105,700,500,0,"[382,5564,8126]","Metadata/Monsters/Bandits/BanditChampion.ais","[6190,6196]","",1,"Elder-Blessed Brute",101,192,1350,"[7407,7408]",[],"",17,"","",0,[],[13075],[],"",1,6,100,0,0,100,-28601,"","","",1,5,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,192,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
64,"Metadata/Monsters/Bandits/BanditMeleeWarlordsMarkMaulParasite",242,19,3,6,11,"[""Metadata/Monsters/Bandits/BanditMaul.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditCausticGroundOnDeath",[6281],1,"","",100,3,6,3,1,100,"[750,821,771,806,781,776,71,48,796,764,31,29,765,118,801]",100,[3],105,105,700,500,0,"[382,1105,11095]","Metadata/Monsters/Bandits/BanditWarlordsMark.ais","[6190,6196]","",1,"Ryslatha's Devoted",140,115,1350,"[7407,7408]",[],"",17,"","",0,[],[],[655],1,1,4,4,0,0,4,3570,"","","",0,3,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,115,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
