"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","HASH16","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
664,"Metadata/NPC/IsiThavarra","Isi Thavarra","Metadata/NPC/NPC","","","Isi Thavarra",0,[],[],-26393,"","","",1,"","F",""
665,"Metadata/NPC/League/Kalguur/VillageMayor","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],16863,"",28,3,1,"","M",""
666,"Metadata/NPC/League/Kalguur/VillageMayorTown","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],-6706,"",28,3,1,"","M",""
667,"Metadata/NPC/League/Kalguur/VillageMayorHideout","Johan, the King's Hand","Metadata/NPC/NPC",3271,"","Johan",0,[201],[202],-6047,"",28,3,1,"","M",""
668,"Metadata/NPC/League/Kalguur/VillageRecruiter","Raulf, the Recruiter","Metadata/NPC/NPC","","","Raulf",0,[199],[200],-28588,"",30,3,1,"","M",""
669,"Metadata/NPC/League/Kalguur/VillageFarmer","Sonja, the Farmer","Metadata/NPC/NPC","","","Sonja",0,[197],[198],9597,"",29,3,1,"","F",""
670,"Metadata/NPC/League/Kalguur/VillageRog","Rog, the Disenchanter","Metadata/NPC/NPC",3265,"","Rog",0,[207],[208],-29430,"",19,3,1,"","M",""
671,"Metadata/NPC/League/Kalguur/VillageDannig","Dannig, the Blacksmith","Metadata/NPC/NPC","","","Dannig",0,[203],[204],5413,"",16,3,1,"","M",""
672,"Metadata/NPC/League/Kalguur/VillageTujen","Tujen, the Harbourmaster","Metadata/NPC/NPC","","","Tujen",0,[205],[206],29287,"",18,3,1,"","M",""
673,"Metadata/NPC/League/Kalguur/VillageGwennen","Gwennen, the Gambler","Metadata/NPC/NPC","","","Gwennen",0,[145],[146],-24643,"",17,3,1,"","F",""
674,"Metadata/NPC/League/Kalguur/VillageIsla","Isla, the Engineer","Metadata/NPC/NPC",3261,"","Isla",0,[209],[210],24509,"",12,3,1,"","F",""
675,"Metadata/NPC/League/Kalguur/VillageFaustus","Faustus, the Financier","Metadata/NPC/NPC",3274,"","Faustus",0,[211],[212],30242,"",1,3,1,43,"M",""
676,"Metadata/NPC/League/Kalguur/VillageFaustusHideout","Faustus, the Financier","Metadata/NPC/NPC",3274,"","Faustus",0,[211],[212],-4323,"",1,3,1,43,"M",""
677,"Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","Sasan, the Bandit Lord","Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","","","Sasan",0,[],[],-288,"","","",1,"","M",""
678,"Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","The Black Knight","Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","","","The Black Knight",0,[],[],-20065,"","","",1,"","M",""
679,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","Admiral Valerius","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","","","Admiral Valerius",0,[],[],-19895,"","","",1,"","M",""
680,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon1","Pirate","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon1","","","Pirate",0,[],[],-17437,"","","",1,"","",""
681,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon2","Pirate","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCannon2","","","Pirate",0,[],[],20481,"","","",1,"","",""
682,"Metadata/Pet/LoyalCompanion/LoyalCompanion01","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion01","","","Squire",0,[],[],-11758,"","","",1,"","",""
683,"Metadata/Pet/LoyalCompanion/LoyalCompanion02","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion02","","","Squire",0,[],[],-20768,"","","",1,"","",""
684,"Metadata/Pet/LoyalCompanion/LoyalCompanion03","Squire","Metadata/Pet/LoyalCompanion/LoyalCompanion03","","","Squire",0,[],[],-7802,"","","",1,"","",""
685,"Metadata/NPC/League/Kalguur/Letters/LetterIslaGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],10866,"","","",1,"","",""
686,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph1","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-15353,"","","",1,"","",""
687,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph2","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],26032,"","","",1,"","",""
688,"Metadata/NPC/League/Kalguur/Letters/LetterDannigGlyph3","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-31128,"","","",1,"","",""
689,"Metadata/NPC/League/Kalguur/Letters/LetterFaustusGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-18705,"","","",1,"","",""
690,"Metadata/NPC/League/Kalguur/Letters/LetterGwennenGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-27225,"","","",1,"","",""
691,"Metadata/NPC/League/Kalguur/Letters/LetterJohanGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-23890,"","","",1,"","",""
692,"Metadata/NPC/League/Kalguur/Letters/LetterRogGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-1040,"","","",1,"","",""
693,"Metadata/NPC/League/Kalguur/Letters/LetterSonjaGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-12519,"","","",1,"","",""
694,"Metadata/NPC/League/Kalguur/Letters/LetterTujenGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],-3291,"","","",1,"","",""
695,"Metadata/NPC/League/Kalguur/Letters/LetterRaulfGlyph","Letter","Metadata/NPC/NPC","","","Letter",0,[],[],16258,"","","",1,"","",""
696,"Metadata/Terrain/Missions/Hideouts/Objects/HillockStatue","Statue of Hillock","Metadata/Terrain/Missions/Hideouts/Objects/HillockStatue","","","Statue of Hillock",0,[],[],3555,"","","",1,"","",""
697,"Metadata/Terrain/Missions/Hideouts/Objects/VaalOversoulStatue","Statue of the Vaal Oversoul","Metadata/Terrain/Missions/Hideouts/Objects/VaalOversoulStatue","","","Statue of the Vaal Oversoul",0,[],[],6114,"","","",1,"","",""
698,"Metadata/Terrain/Missions/Hideouts/Objects/DominusStatue","Statue of Dominus","Metadata/Terrain/Missions/Hideouts/Objects/DominusStatue","","","Statue of Dominus",0,[],[],127,"","","",1,"","",""
699,"Metadata/Terrain/Missions/Hideouts/Objects/MalachaiStatue","Statue of Malachai","Metadata/Terrain/Missions/Hideouts/Objects/MalachaiStatue","","","Statue of Malachai",0,[],[],-7841,"","","",1,"","",""
700,"Metadata/Terrain/Missions/Hideouts/Objects/KitavaStatue","Statue of Kitava","Metadata/Terrain/Missions/Hideouts/Objects/KitavaStatue","","","Statue of Kitava",0,[],[],-6913,"","","",1,"","",""
701,"Metadata/Terrain/Doodads/Hideouts/AncestralCanoeCraftingBench","Maata","Metadata/NPC/NPC","","","Maata",0,[],[],-31700,"","","",1,"","",""
702,"Metadata/Terrain/Hideouts/BeaconOfSalvation/Objects/FirstMate","First Mate","Metadata/NPC/NPC","","","First Mate",0,[],[],-593,"","","",1,"","",""
703,"Metadata/MapDevices/LumeriusMapDevice/LumeriusMapDeviceHighPriest","High Priest","Metadata/NPC/NPC","","","High Priest",0,[],[],7136,"","","",1,"","",""
