"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
112,"Metadata/Items/Currency/CurrencyEssenceSorrow4",30,1,1,"Screaming Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12365,1066624914,[],"","","",[],[],"","","","","",41,"",[],[],"",""
113,"Metadata/Items/Currency/CurrencyEssenceSorrow5",30,1,1,"Shrieking Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12366,993214565,[],"","","",[],[],"","","","","",41,"",[],[],"",""
114,"Metadata/Items/Currency/CurrencyEssenceSorrow6",30,1,1,"Deafening Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12367,-558420537,[],"","","",[],[],"","","","","",41,"",[],[],"",""
115,"Metadata/Items/Currency/CurrencyEssenceAnger1",30,1,1,"Muttering Essence of Anger","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12368,-36091224,[],"","","",[],[],"","","","","",41,"",[],[],"",""
116,"Metadata/Items/Currency/CurrencyEssenceAnger2",30,1,1,"Weeping Essence of Anger","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12369,-1327428615,[],"","","",[],[],"","","","","",41,"",[],[],"",""
117,"Metadata/Items/Currency/CurrencyEssenceAnger3",30,1,1,"Wailing Essence of Anger","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12370,891153638,[],"","","",[],[],"","","","","",41,"",[],[],"",""
118,"Metadata/Items/Currency/CurrencyEssenceAnger4",30,1,1,"Screaming Essence of Anger","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12371,128783824,[],"","","",[],[],"","","","","",41,"",[],[],"",""
119,"Metadata/Items/Currency/CurrencyEssenceAnger5",30,1,1,"Shrieking Essence of Anger","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12372,-452117587,[],"","","",[],[],"","","","","",41,"",[],[],"",""
120,"Metadata/Items/Currency/CurrencyEssenceAnger6",30,1,1,"Deafening Essence of Anger","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12373,1536872438,[],"","","",[],[],"","","","","",41,"",[],[],"",""
121,"Metadata/Items/Currency/CurrencyEssenceTorment1",30,1,1,"Muttering Essence of Torment","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12374,-475311494,[],"","","",[],[],"","","","","",41,"",[],[],"",""
122,"Metadata/Items/Currency/CurrencyEssenceTorment2",30,1,1,"Weeping Essence of Torment","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12375,1008794806,[],"","","",[],[],"","","","","",41,"",[],[],"",""
123,"Metadata/Items/Currency/CurrencyEssenceTorment3",30,1,1,"Wailing Essence of Torment","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12376,-1179354155,[],"","","",[],[],"","","","","",41,"",[],[],"",""
124,"Metadata/Items/Currency/CurrencyEssenceTorment4",30,1,1,"Screaming Essence of Torment","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12377,747230036,[],"","","",[],[],"","","","","",41,"",[],[],"",""
125,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12378,-826006652,[],"","","",[],[],"","","","","",41,"",[],[],"",""
126,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12379,-1551618851,[],"","","",[],[],"","","","","",41,"",[],[],"",""
127,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12380,697488794,[],"","","",[],[],"","","","","",41,"",[],[],"",""
128,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12381,-185991819,[],"","","",[],[],"","","","","",41,"",[],[],"",""
129,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12382,2034631909,[],"","","",[],[],"","","","","",41,"",[],[],"",""
130,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12383,-575837846,[],"","","",[],[],"","","","","",41,"",[],[],"",""
131,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12384,117284401,[],"","","",[],[],"","","","","",41,"",[],[],"",""
132,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12385,-779044208,[],"","","",[],[],"","","","","",41,"",[],[],"",""
133,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12386,836789809,[],"","","",[],[],"","","","","",41,"",[],[],"",""
134,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12387,-1267169214,[],"","","",[],[],"","","","","",41,"",[],[],"",""
135,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12388,-1833058895,[],"","","",[],[],"","","","","",41,"",[],[],"",""
136,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12389,864068417,[],"","","",[],[],"","","","","",41,"",[],[],"",""
137,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12390,222024053,[],"","","",[],[],"","","","","",41,"",[],[],"",""
138,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12391,-1583709973,[],"","","",[],[],"","","","","",41,"",[],[],"",""
139,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12392,292711936,[],"","","",[],[],"","","","","",41,"",[],[],"",""
140,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12393,-645724387,[],"","","",[],[],"","","","","",41,"",[],[],"",""
141,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12394,-193173256,[],"","","",[],[],"","","","","",41,"",[],[],"",""
142,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12395,-954409300,[],"","","",[],[],"","","","","",41,"",[],[],"",""
143,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12396,1046769873,[],"","","",[],[],"","","","","",41,"",[],[],"",""
144,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12397,-383181272,[],"","","",[],[],"","","","","",41,"",[],[],"",""
145,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12398,491155825,[],"","","",[],[],"","","","","",41,"",[],[],"",""
146,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12399,-150361862,[],"","","",[],[],"","","","","",41,"",[],[],"",""
147,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12400,1926779813,[],"","","",[],[],"","","","","",41,"",[],[],"",""
148,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12401,-557327777,[],"","","",[],[],"","","","","",41,"",[],[],"",""
149,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12402,-1074439089,[],"","","",[],[],"","","","","",41,"",[],[],"",""
150,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12403,1419643846,[],"","","",[],[],"","","","","",41,"",[],[],"",""
151,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12404,2044538361,[],"","","",[],[],"","","","","",41,"",[],[],"",""
152,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12405,-444339820,[],"","","",[],[],"","","","","",41,"",[],[],"",""
153,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12406,-964777382,[],"","","",[],[],"","","","","",41,"",[],[],"",""
154,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12407,1027011185,[],"","","",[],[],"","","","","",41,"",[],[],"",""
155,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12408,-1839053998,[],"","","",[],[],"","","","","",41,"",[],[],"",""
156,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12409,1845632009,[],"","","",[],[],"","","","","",41,"",[],[],"",""
157,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12410,-1618168670,[],"","","",[],[],"","","","","",41,"",[],[],"",""
158,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12411,-2058874949,[],"","","",[],[],"","","","","",41,"",[],[],"",""
159,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12412,-697952158,[],"","","",[],[],"","","","","",41,"",[],[],"",""
160,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12413,-417900903,[],"","","",[],[],"","","","","",41,"",[],[],"",""
161,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12414,-2072698540,[],"","","",[],[],"","","","","",41,"",[],[],"",""
162,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12415,-19953861,[],"","","",[],[],"","","","","",41,"",[],[],"",""
163,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12416,-1542366365,[],"","","",[],[],"","","","","",41,"",[],[],"",""
164,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12417,473094408,[],"","","",[],[],"","","","","",41,"",[],[],"",""
165,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12418,-355385139,[],"","","",[],[],"","","","","",41,"",[],[],"",""
166,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12419,839378797,[],"","","",[],[],"","","","","",41,"",[],[],"",""
167,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12420,-1822562206,[],"","","",[],[],"","","","","",41,"",[],[],"",""
168,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12421,1492393166,[],"","","",[],[],"","","","","",41,"",[],[],"",""
169,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12422,-760080401,[],"","","",[],[],"","","","","",41,"",[],[],"",""
170,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12423,557934500,[],"","","",[],[],"","","","","",41,"",[],[],"",""
171,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12424,-1973061961,[],"","","",[],[],"","","","","",41,"",[],[],"",""
172,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12425,2086905859,[],"","","",[],[],"","","","","",41,"",[],[],"",""
173,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12426,330229883,[],"","","",[],[],"","","","","",41,"",[],[],"",""
174,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12427,1669260288,[],"","","",[],[],"","","","","",41,"",[],[],"",""
175,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12428,122642368,[],"","","",[],[],"","","","","",41,"",[],[],"",""
176,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12429,-1016206409,[],"","","",[],[],"","","","","",41,"",[],[],"",""
177,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12430,1247641969,[],"","","",[],[],"","","","","",41,"",[],[],"",""
178,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12431,-1691201624,[],"","","",[],[],"","","","","",41,"",[],[],"",""
179,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12432,-718463325,[],"","","",[],[],"","","","","",41,"",[],[],"",""
180,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12433,692127728,[],"","","",[],[],"","","","","",41,"",[],[],"",""
181,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12434,-306989797,[],"","","",[],[],"","","","","",41,"",[],[],"",""
182,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12435,-1454947071,[],"","","",[],[],"","","","","",41,"",[],[],"",""
183,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12436,-2010504687,[],"","","",[],[],"","","","","",41,"",[],[],"",""
184,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12437,-1499847665,[],"","","",[],[],"","","","","",41,"",[],[],"",""
185,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],38,1,12438,411361590,[],"","","",[],[],"","","","","",41,"",[],[],"",""
186,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,669]",38,0,12441,-1612288497,[],"","","",[],[],190,"","","","","","",[],[],"",""
187,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,669]",38,0,12442,1119070842,[7487],"","","",[],[],190,"","","","","","",[],[],"",""
188,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,"[70,669]",38,0,12443,2064612145,[7487],"","","",[],[],190,"","","","","","",[],[],"",""
189,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,669]",38,0,12444,-379771748,[],"","","",[],[],190,1,"","","","","",[],[],"",""
190,"Metadata/Items/Currency/CurrencyStackedScarab",30,1,1,"Veiled Scarab","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,11509,1126021892,[],"","","",[],[],"","","","","",43,"",[],[],"",""
191,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12465,-1985734643,[],"","","",[],[],"","","","","","","",[],[],"",""
192,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12466,385790233,[],"","","",[],[],"","","","","","","",[],[],"",""
193,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12467,702360988,[],"","","",[],[],"","","","","","","",[],[],"",""
194,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,119,-1248033172,[],"","","",[],[],"","","","","","","",[],[],"",""
195,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,120,1990798296,[],"","","",[],[],"","","","","","","",[],[],"",""
196,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,121,82596217,[],"","","",[],[],"","","","","","","",[],[],"",""
197,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,122,-1467398811,[],"","","",[],[],"","","","","","","",[],[],"",""
198,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,123,-1485214970,[],"","","",[],[],"","","","","","","",[],[],"",""
199,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,124,1862256734,[],"","","",[],[],"","","","","","","",[],[],"",""
200,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],38,1,125,-1497360724,[],"","","",[],[],"",1,"","","","","",[],[],"",""
201,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],38,1,126,-473126873,[],"","","",[],[],"",1,"","","","","",[],[],"",""
