"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32","rid","bool","i32","i32","i32"
144,11,3,"Silk",[93],[],[339],"","",3,"",339,[132],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11448,0,53,"",0,"",1,0,-16843010,-16843010
145,11,4,"Blood Apes",[],[],[340],"","",3,"",340,[133],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11480,0,53,"",0,"",1,0,-16843010,-16843010
146,11,5,"Vipers",[139],[],[341],"","",3,"",341,[134],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11528,0,53,"",0,"",1,0,-16843010,-16843010
147,11,6,"Elementals",[134],[],[342],"","",3,"",342,[135],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11576,0,53,"",0,"",1,0,-16843010,-16843010
148,11,7,"Maligaro's Spike",[258],"[99,0]",[343],"","",3,"",343,[136],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11656,0,53,"",0,"",1,0,-16843010,-16843010
149,11,8,"Blackguards",[808],[243],[97],"",97,6,"",97,[137],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,11720,0,53,"",0,"",1,0,-16843010,-16843010
150,11,9,"Helena",[243],[108],[110],"",110,6,"",110,[138],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,11784,0,53,"",0,"",1,0,-16843010,-16843010
151,11,10,"Helena",[108],[],[344],"","",3,"",344,[139],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11832,0,53,"",0,"",1,0,-16843010,-16843010
152,11,11,"Blackguard Reward",[110],[108],[107],"",107,7,13,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,11918,0,53,"",0,"",1,0,-16843010,-16843010
153,11,12,"Chamber of Sins",[97],"[98,0]",[345],"","",3,"",345,[140],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,11998,0,53,"",0,"",1,0,-16843010,-16843010
154,11,13,"Bandit Lords",[53],[122],[346],"","",3,"",346,[141],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12062,0,53,"",0,"",1,0,-16843010,-16843010
155,11,14,"Bandit Lords",[122],[],[364],"","",3,"",364,[142],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12110,0,53,"",0,"",1,0,-16843010,-16843010
156,11,15,"The Darkness",[88],[85],[237],"",237,3,"",237,[143],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12174,0,53,"",0,"",1,0,-16843010,-16843010
157,11,16,"The Light",[85],[],[420],"",420,3,"",420,[144],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12222,0,53,"",0,"",1,0,-16843010,-16843010
158,11,17,"Purchase Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,12222,0,53,"",0,"",1,0,-16843010,-16843010
159,11,18,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,12222,0,53,"",0,"",1,0,-16843010,-16843010
160,11,19,"Join PvP",[],[],[],"","",30,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,12242,0,53,"",0,"",1,0,-16843010,-16843010
161,4,0,"Introduction",[],[],[62],"",62,6,"",62,[145],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,12274,0,53,"",0,"",1,0,-16843010,-16843010
162,4,1,"Marooned",[],[],[349],"triggerer.SetQuestFlag(\""a1q6-ReceivedQuest\"");\r\ntriggerer.ClearQuestFlag(\""a1q6-DeliveredAllFlame\"");",45,6,"",349,[146],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,12526,0,53,"",0,"",1,0,-16843010,-16843010
163,4,2,"The Allflame",[],[],[350],"","",3,"",350,[147],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12586,0,53,"",0,"",1,0,-16843010,-16843010
164,4,3,"The Real Fairgraves",[68],[],[351],"","",3,"",351,[148],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12676,0,53,"",0,"",1,0,-16843010,-16843010
165,4,4,"Merveil",[],[9],[67],"","",3,"",67,[149],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12724,0,53,"",0,"",1,0,-16843010,-16843010
166,4,5,"Merveil's Necklace",[67],[],[352],"","",3,"",352,[150],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,12812,0,53,"",0,"",1,0,-16843010,-16843010
167,4,6,"Thank You",[61],[],[63],"Transition(); ForEachInRange( 100, { IfVarietyContains( Metadata/Monsters/Skeletons/SkeletonBossFairgraves, { Transition(); } ); } ); triggerer.SetSessionQuestFlag(\""a1q6-FairgravesAggro\"");",63,6,"",63,[151],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,13262,0,53,"",0,"",1,0,-16843010,-16843010
168,4,7,"Thank You",[63],"[47,0]",[],"Transition(); ForEachInRange( 100, { IfVarietyContains( Metadata/Monsters/Skeletons/SkeletonBossFairgraves, { Transition(); } ); } ); triggerer.SetSessionQuestFlag(\""a1q6-FairgravesAggro\"");",47,6,"",71,[152],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,13326,0,53,"",0,"",1,0,-16843010,-16843010
169,4,8,"Allflame Reward",[71],[47],[],"triggerer.FinishNPCChat(); ForEachInRange( 100, { IfVarietyContains( Fairgraves, { Transition(); } ); } );",47,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,13608,0,53,"",0,"",1,0,-16843010,-16843010
170,6,0,"Exiled",[],[],[],"triggerer.TalkToWoundedExile(8.2, 22.8);",120,3,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,13708,0,53,"",0,"",1,0,-16843010,-16843010
171,6,1,"_no_weapon_",[],[],[64],"triggerer.FinishNPCChat();","",3,"",71,[156],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,13822,0,53,"",0,"",1,0,-16843010,-16843010
172,6,2,"_have_weapon1_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,[154],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,13970,0,53,"",0,"",1,0,-16843010,-16843010
173,6,3,"_have_weapon2_",[],[],[64],"triggerer.FinishNPCChat(); Transition();","",3,"",71,[155],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14034,0,53,"",0,"",1,0,-16843010,-16843010
174,12,0,"Introduction",[],[],[93],"",93,3,"",93,[157],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14066,0,53,"",0,"",1,0,-16843010,-16843010
175,12,1,"Eramir",[75],[],[354],"","",3,"",354,[158],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14114,0,53,"",0,"",1,0,-16843010,-16843010
176,12,2,"Yeena",[91],[],[355],"","",3,"",355,[159],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14162,0,53,"",0,"",1,0,-16843010,-16843010
177,12,3,"Greust",[92],[],[356],"","",3,"",356,[160],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14210,0,53,"",0,"",1,0,-16843010,-16843010
178,12,4,"Helena",[243],[],[357],"","",3,"",357,[161],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14258,0,53,"",0,"",1,0,-16843010,-16843010
179,12,5,"Maligaro's Spike",[95],"[94,0]",[258],"",258,6,"",258,[162],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,14338,0,53,"",0,"",1,0,-16843010,-16843010
180,12,6,"Maligaro's Spike",[94],[109],"[109,0]","",109,6,"",109,[163],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,14418,0,53,"",0,"",1,0,-16843010,-16843010
181,12,7,"Maligaro's Spike",[99],[109],[109],"",109,6,"",109,[163],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,14482,0,53,"",0,"",1,0,-16843010,-16843010
182,12,8,"Maligaro's Spike Reward",[109],[106],[105],"",105,7,15,105,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,14580,0,53,"",0,"",1,0,-16843010,-16843010
183,12,9,"The Darkness",[88],[85],[238],"",238,3,"",238,[164],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14644,0,53,"",0,"",1,0,-16843010,-16843010
184,12,10,"The Great White Beast",[244],[246],[360],"","",3,"",360,[165],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14708,0,53,"",0,"",1,0,-16843010,-16843010
185,12,11,"The Great White Beast",[246],[],[361],"","",3,"",361,[166],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14756,0,53,"",0,"",1,0,-16843010,-16843010
186,12,12,"Blocked Passage",[230],[233],[232],"",232,6,"",232,[167],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,14820,0,53,"",0,"",1,0,-16843010,-16843010
187,12,13,"Reopened Passage",[233],[],[363],"","",3,"",363,[168],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14868,0,53,"",0,"",1,0,-16843010,-16843010
188,12,14,"The Light",[85],[],[480],"",480,3,"",480,[169],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14916,0,53,"",0,"",1,0,-16843010,-16843010
189,12,15,"Gamble for Items",[],[],[],"","",25,"",71,[],"","","",[],[],1344,[],1344,"","",2,"","",1,"","",0,14916,0,53,"",0,"",1,0,-16843010,-16843010
190,12,16,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,14916,0,53,"",0,"",1,0,-16843010,-16843010
191,15,0,"The Darkness",[88],[85],[239],"",239,3,"",239,[170],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,14980,0,53,"",0,"",1,0,-16843010,-16843010
192,15,1,"The Darkness",[85],[],[364],"","",3,"",364,[171],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,15028,0,53,"",0,"",1,0,-16843010,-16843010
193,15,2,"Hand in Amulets","[55,0,0]",[89],"[83,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",89,6,"",89,[172],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,15460,0,53,"",0,"",1,0,-16843010,-16843010
194,15,3,"Oak's Rivals",[55],"[77,0,0]","[21,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,6,"",21,[173],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,15712,0,53,"",0,"",1,0,-16843010,-16843010
195,15,4,"Oak's Rivals",[18],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",21,[174],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16018,0,53,"",0,"",1,0,-16843010,-16843010
196,15,5,"Oak's Rivals",[89],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",57,[175],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,16082,0,53,"",0,"",1,0,-16843010,-16843010
197,15,6,"I've changed my mind",[55],[89],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16314,0,53,"",0,"",1,0,-16843010,-16843010
198,15,7,"Oak's Rivals",[],"[81,0,0,0,79,0,0,0]","[366,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[176],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16490,0,53,"",0,"",1,0,-16843010,-16843010
199,15,8,"Oak's Rivals",[79],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[177],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16650,0,53,"",0,"",1,0,-16843010,-16843010
200,15,9,"Oak's Rivals",[77],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[178],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16810,0,53,"",0,"",1,0,-16843010,-16843010
201,15,10,"Oak's Rivals","[79,0]","[18,0,0,0,55,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[179],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,16970,0,53,"",0,"",1,0,-16843010,-16843010
202,15,11,"Oak's Rivals",[81],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[180],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17098,0,53,"",0,"",1,0,-16843010,-16843010
203,15,12,"Oak's Rivals","[81,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[181],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17226,0,53,"",0,"",1,0,-16843010,-16843010
204,15,13,"Oak's Rivals",[80],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[182],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17354,0,53,"",0,"",1,0,-16843010,-16843010
205,15,14,"Oak's Rivals","[80,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[183],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17482,0,53,"",0,"",1,0,-16843010,-16843010
206,15,15,"Oak's Rivals","[79,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[184],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17610,0,53,"",0,"",1,0,-16843010,-16843010
207,15,16,"Oak's Rivals","[77,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[185],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17738,0,53,"",0,"",1,0,-16843010,-16843010
208,15,17,"Oak's Rivals","[79,0,0]","[18,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[186],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17866,0,53,"",0,"",1,0,-16843010,-16843010
209,15,18,"Oak's Rivals",[82],"[79,0,0,0,77]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",366,[187],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,17994,0,53,"",0,"",1,0,-16843010,-16843010
210,15,19,"Get the Apex",[89],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,7,17,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,18164,0,53,"",0,"",1,0,-16843010,-16843010
211,14,0,"Hand in Amulets","[77,0,0]",[54],"[54,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao );",54,6,"",54,[190],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,18570,0,53,"",0,"",1,0,-16843010,-16843010
212,14,1,"Kraityn's Rivals",[55],"[79,0,0,0]","[19,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,6,"",19,[191],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,18734,0,53,"",0,"",1,0,-16843010,-16843010
213,14,2,"Kraityn's Rivals",[16],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",19,[192],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,18782,0,53,"",0,"",1,0,-16843010,-16843010
214,14,3,"Kraityn's Rivals",[54],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",57,[193],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,18846,0,53,"",0,"",1,0,-16843010,-16843010
215,14,4,"I've changed my mind",[55],[54],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,18878,0,53,"",0,"",1,0,-16843010,-16843010
216,14,5,"Kraityn's Rivals",[],"[81,0,0,0,77,0,0,0]","[373,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[194],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19054,0,53,"",0,"",1,0,-16843010,-16843010
217,14,6,"Kraityn's Rivals",[78],"[81,0,0,0,77,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[195],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19214,0,53,"",0,"",1,0,-16843010,-16843010
218,14,7,"Kraityn's Rivals",[77],"[81,0,0,0,78,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[196],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19374,0,53,"",0,"",1,0,-16843010,-16843010
219,14,8,"Kraityn's Rivals","[77,0]","[81,0,0,0,80,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[197],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19534,0,53,"",0,"",1,0,-16843010,-16843010
220,14,9,"Kraityn's Rivals",[82],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[198],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19662,0,53,"",0,"",1,0,-16843010,-16843010
221,14,10,"Kraityn's Rivals","[77,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[199],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19790,0,53,"",0,"",1,0,-16843010,-16843010
222,14,11,"Kraityn's Rivals",[80],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[200],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,19918,0,53,"",0,"",1,0,-16843010,-16843010
223,14,12,"Kraityn's Rivals","[78,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[201],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20046,0,53,"",0,"",1,0,-16843010,-16843010
224,14,13,"Kraityn's Rivals","[81,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[202],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20174,0,53,"",0,"",1,0,-16843010,-16843010
225,14,14,"Kraityn's Rivals","[81,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[203],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20302,0,53,"",0,"",1,0,-16843010,-16843010
226,14,15,"Kraityn's Rivals","[81,0,0]","[16,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[204],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20430,0,53,"",0,"",1,0,-16843010,-16843010
227,14,16,"Kraityn's Rivals",[81],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",373,[205],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20558,0,53,"",0,"",1,0,-16843010,-16843010
228,14,17,"Get the Apex",[54],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,7,17,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,20606,0,53,"",0,"",1,0,-16843010,-16843010
229,13,0,"The Darkness",[88],[85],[240],"",240,3,"",240,[206],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,20670,0,53,"",0,"",1,0,-16843010,-16843010
230,13,1,"The Darkness",[85],[],[364],"","",3,"",364,[207],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,20718,0,53,"",0,"",1,0,-16843010,-16843010
231,13,2,"Hand in Amulets","[55,0,0]",[56],"[56,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao );",56,6,"",56,[208],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21116,0,53,"",0,"",1,0,-16843010,-16843010
232,13,3,"Alira's Rivals",[55],"[79,0,0,0]","[20,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,6,"",20,[209],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21276,0,53,"",0,"",1,0,-16843010,-16843010
233,13,4,"Alira's Rivals",[17],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",20,[210],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21324,0,53,"",0,"",1,0,-16843010,-16843010
234,13,5,"Alira's Rivals",[56],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",57,[211],"",1,"",[],[],1344,[],1344,"","",4,"","","","","",0,21388,0,53,"",0,"",1,0,-16843010,-16843010
235,13,6,"I've changed my mind",[55],[56],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21420,0,53,"",0,"",1,0,-16843010,-16843010
236,13,7,"Alira's Rivals",[],"[81,0,0,0,79,0,0,0]","[380,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[212],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21596,0,53,"",0,"",1,0,-16843010,-16843010
237,13,8,"Alira's Rivals",[78],"[81,0,0,0,79,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[213],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21756,0,53,"",0,"",1,0,-16843010,-16843010
238,13,9,"Alira's Rivals",[79],"[81,0,0,0,78,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[214],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,21916,0,53,"",0,"",1,0,-16843010,-16843010
239,13,10,"Alira's Rivals","[79,0]","[81,0,0,0,80,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[215],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,22076,0,53,"",0,"",1,0,-16843010,-16843010
240,13,11,"Alira's Rivals",[81],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[216],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,22204,0,53,"",0,"",1,0,-16843010,-16843010
241,13,12,"Alira's Rivals","[81,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[217],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,22332,0,53,"",0,"",1,0,-16843010,-16843010
242,13,13,"Alira's Rivals",[82],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,6,"",380,[218],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,22460,0,53,"",0,"",1,0,-16843010,-16843010
