"rownum","Id","PanelImage","HeaderImage","Screenshots","Description","League","bool","TrailerVideoLink","BackgroundImage","bool","bool","PanelItems"
188,"Sentinel1","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel1","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading1",[],"In <italic>{Path of Exile: Sentinel}, ancient constructs have been unearthed across Wraeclast. You will harness the power of these Sentinels to control your level of risk and reward on the battlefield.\n\nOur May expansion contains the Sentinel challenge league, 20 atlas keystone passives, seven uber boss fights, new pinnacle unique items, revamped monster modifiers, game controller support, new quality of life features, a revamped challenge system and much more.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
189,"Sentinel2","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel2","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading2",[],"In this league, you will uncover and collect Sentinels and take advantage of their great power. When deployed, they follow you for a short time and empower your enemies, greatly increasing both their difficulty and reward.\n\nThere are three classes of Sentinels. Stalker Sentinels empower a moderate number of enemies in sequence as you encounter them. Pandemonium Sentinels empower a wide swath of monsters at once in a quick burst. Apex Sentinels only empower rare or unique enemies but have a very strong effect.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/ThreateningObsidianApexSentinelofDanger.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/LingeringBronzeStalkerSentinel.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/EmberstoneStalkerSentineloftheStash.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/OminousMachine.itemblob""]"
190,"Sentinel3","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel3","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading3",[],"The Sentinel Controller is like a runic circuit board that powers your Sentinels and allows you to customise their behaviour. It initially provides enough power to use one Sentinel per area but as you progress, it will gain enough power to support three.\n\nYou will place filaments on the Controller to dictate which runic nodes its power flows through. You can freely move filaments around at any time. As you gain more power, it will automatically flow to the next nodes you have connected. Use this Controller to establish specific behaviour for your Sentinel loadout that works well with your desired build.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
191,"Sentinel4","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel4","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading4","[""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel4/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel4/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel4/Screenshot3""]","When your Sentinels run out of charge, they can be combined together with a Power Core to assemble a new, fully-charged Sentinel that inherits properties from both of the husks you disassembled. This hybrid Sentinel may also gain special properties such as an exclusive variant base type or modifiers that can only come from the assembly process.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/PowerCore.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/TransformingPowerCore.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/AmplifyingPowerCore.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/AugmentingPowerCore.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/EerieGuardian.itemblob""]"
192,"Sentinel5","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel5","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading5",[],"As you travel through Wraeclast, you may uncover or assemble Unique Sentinels. These valuable Sentinels behave in very specialised and powerful ways. For example, The Basilisk causes a wide area-of-effect blast that has a petrification effect on monsters. The Hollow-Eyed Skull is basically a Headhunter in Sentinel form. There are also a set of Unique Sentinels that empower specific Atlas Map Bosses, causing them to become much more dangerous and rewarding.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/TheHollowEyedSkull.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/TheBasilisk.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/TheAngelofVengeance.itemblob""]"
193,"Sentinel6","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel6","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading6",[],"In the Sentinel League, you may find a new type of rare currency: Recombinators. These allow you to apply the Sentinel Assembly process to your actual items, taking any two pieces of equipment from the same item class and combining them together. While the results are unpredictable, this process could merge the best elements of each item, potentially adding an exclusive new modifier, to create something of unprecedented power.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/ArmourRecombinator.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/WeaponRecombinator.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/JewelleryRecombinator.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/DominationTether.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/RageCircle.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/HypnoticPelt.itemblob""]"
194,"Sentinel7","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel7","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading7","[""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel7/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel7/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel7/Screenshot3""]","The best thing about the Siege of the Atlas expansion was the control it gave you over your endgame experience, through the Atlas-wide Passive Tree. We have doubled down on this by introducing 20 new keystone passives to the Atlas tree that allow you to dramatically customise how you play Path of Exile's endgame.\n\nYou can make it so that only your favoured maps will drop, gain bonuses for not modifying your maps with fragments, convert unwanted maps or scarabs into random ones, control how offensive or defensive monsters you encounter in maps are and even turn off specific past leagues to improve the chances of encountering the content you enjoy the most.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
195,"Sentinel8","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel8","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading8",[],"Six of the new keystones on the Atlas Passive Tree create uber versions of Path of Exile's pinnacle boss fights: Venarius, Sirus, The Maven, The Searing Exarch, The Eater of Worlds, The Shaper and The Uber Elder. But be warned: only allocate one of these keystones if you are prepared to face the hardest content Path of Exile has to offer and to earn some of its most seductive rewards.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/AwakenedEmpowerSupport.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/AwakenedEnlightenSupport.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/AwakenedEnhanceSupport.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/ThreadofHope.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/ForbiddenFlame.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/ForbiddenFlesh.itemblob""]"
196,"Sentinel9","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel9","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading9",[],"In our Siege of the Atlas boss kill event, several of our most experienced players earned the right to design unique items, which are being introduced in Path of Exile: Sentinel! These new unique items drop from The Infinite Hunger, The Black Star, The Shaper, The Uber Elder, The Maven and Sirus.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","","[""Metadata/LeagueInfoPanelItems/Sentinel/TheBurdenofTruth.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/EchoesofCreation.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/TheEternalStruggle.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/CalloftheVoid.itemblob"",""Metadata/LeagueInfoPanelItems/Sentinel/ImpossibleEscape.itemblob""]"
197,"Sentinel10","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel10","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading10",[],"Alongside the launch of Path of Exile: Sentinel, we're hosting an event where players will compete in the Hardcore Solo Self-Found Sentinel league to be the first to kill the new uber pinnacle bosses. Winners will immortalise themselves forever by designing an endgame unique item or divination card that will be added to Path of Exile in August's 3.19 expansion. Keep an eye on the upcoming news for more details.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
198,"Sentinel11","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel11","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading11",[],"We're going to try something new with character balance in this expansion. We're intentionally making no changes to character power. That means no nerfs, no buffs, nothing. Every single build and build guide made for Siege of the Atlas will work exactly the same in Sentinel. You can start planning your league starter right now, with full confidence about exactly how it's going to play.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
199,"Sentinel12","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel12","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading12","[""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel12/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel12/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel12/Screenshot3""]","We're replacing all existing monster modifiers with the mods that we introduced in the Archnemesis League, which all have a great impact on combat and are easy to identify at a glance. Magic packs share one modifier between them while Rare monsters typically have two modifiers, and can rarely spawn with more. Multiple synergistic mods can create quite dangerous situations in combat.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
200,"Sentinel13","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel13","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading13",[],"We've implemented support for game controllers in the PC version of Path of Exile. This also means that if you're lucky enough to already have a Steam Deck, you can play Path of Exile on the go!","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
201,"Sentinel14","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel14","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading14",[],"In this expansion, we've added several small quality of life features that should help to enhance the ease of your game experience. For example, it's now much easier to add maps to your Favoured Maps list on the Atlas. We've also added settings which allow you to define who is able to access the portals in your hideout. There are several other new features that we'll reveal over the coming week.","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
202,"Sentinel15","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel15","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading15",[],"The challenge system in the Sentinel League is much harder but more rewarding than that of the past 21 leagues. Early challenges have been condensed so that their rewards unlock at 6 and 12 completions, rather than at 12 and 24. There are far more difficult objectives available to challenge Path of Exile's best players and there are ten different rewards you can unlock, which comprise two complete armour sets, each with a pair of wings.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
203,"Sentinel16","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel16","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading16","[""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel16/Screenshot1"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel16/Screenshot2"",""Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/screenshots/Panel16/Screenshot3""]","Kirac's Vault returns for the Sentinel League with a brand new set of exclusive unique item skins. Purchasing access to Kirac's Vault allows you to claim these exclusive rewards as you complete map objectives in the Sentinel League. These exclusive skins apply to popular unique items that can be found in Path of Exile's endgame and each have a special cosmetic gameplay effect.\n\nYou can purchase the pass at any point in your progression, retroactively unlocking any skins you have earned. This also applies to the Archnemesis Pass, which is still for sale in the store right now! For more information, visit pathofexile.com/vault","Sentinel",1,"","Art/2DArt/UIImages/Login/LeagueInfo/textbackground","","",[]
204,"Sentinel17","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Panel17","Art/2DArt/UIImages/Login/LeagueInfo/Sentinel/Heading17",[],"We're launching two new sets of Supporter Packs to celebrate the release of the Sentinel League: the Arcanist and Reaper packs. There are three price points available for each and they feature masses of points and several exclusive microtransactions that visually interact with gameplay in new ways.\n\n<italic>{Path of Exile: Sentinel} will launch on May 13th (PDT) for PC and Mac, and on May 18th for Xbox and PlayStation.","Sentinel","","","Art/2DArt/UIImages/Login/LeagueInfo/textbackground",1,"",[]
