"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool"
104,"Metadata/Chests/Chest8old",1,4,"Chest","[""Metadata/Chests/Chests/Chest8old.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
105,"Metadata/Chests/Chest9",1,4,"Chest","[""Metadata/Chests/Chests/Chest9.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
106,"Metadata/Chests/Chest10",1,4,"Chest","[""Metadata/Chests/Chests/Chest10.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
107,"Metadata/Chests/Chest11",1,4,"Chest","[""Metadata/Chests/Chests/Chest11.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
108,"Metadata/Chests/Chest12",1,4,"Chest","[""Metadata/Chests/Chests/Chest12.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
109,"Metadata/Chests/Chest13",1,4,"Chest","[""Metadata/Chests/Chests/Chest13.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
110,"Metadata/Chests/Chest14",1,4,"Chest","[""Metadata/Chests/Chests/Chest14.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
111,"Metadata/Chests/Chest15",1,4,"Chest","[""Metadata/Chests/Chests/Chest15.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
112,"Metadata/Chests/Chest16",1,4,"Chest","[""Metadata/Chests/Chests/Chest16.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
113,"Metadata/Chests/Chest17",1,4,"Chest","[""Metadata/Chests/Chests/Chest17.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
114,"Metadata/Chests/Chest18",1,4,"Chest","[""Metadata/Chests/Chests/Chest18.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
115,"Metadata/Chests/Chest19",1,3,"Trunk","[""Metadata/Chests/Chests/Chest19.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
116,"Metadata/Chests/Chest20",1,4,"Trunk","[""Metadata/Chests/Chests/Chest20.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
117,"Metadata/Chests/Chest21",1,2,"Trunk","[""Metadata/Chests/Chests/Chest21.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
118,"Metadata/Chests/Chest22",1,4,"Trunk","[""Metadata/Chests/Chests/Chest22.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
119,"Metadata/Chests/Chest23",1,4,"Chest","[""Metadata/Chests/Chests/Chest23.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
120,"Metadata/Chests/Chest24",1,4,"Chest","[""Metadata/Chests/Chests/Chest24.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
121,"Metadata/Chests/Chest25",1,2,"Trunk","[""Metadata/Chests/Chests/Chest25.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
122,"Metadata/Chests/Chest26",1,2,"Chest","[""Metadata/Chests/Chests/Chest26.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
123,"Metadata/Chests/Chest27",1,4,"Chest","[""Metadata/Chests/Chests/Chest27.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
124,"Metadata/Chests/TemplarChest01",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
125,"Metadata/Chests/TemplarChest02",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest02.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
126,"Metadata/Chests/TemplarChest03",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
127,"Metadata/Chests/TemplarChest04",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest04.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
128,"Metadata/Chests/TemplarChest05",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest05.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
129,"Metadata/Chests/TemplarChest06",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest06.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
130,"Metadata/Chests/TemplarChest07",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest07.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
131,"Metadata/Chests/MeagreBundle01",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_floor.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
132,"Metadata/Chests/MeagreBundle02",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_spike.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
133,"Metadata/Chests/MeagreBundle03",1,4,"Bindle","[""Metadata/Chests/OriathChests/MeagreBundle_stick.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
134,"Metadata/Chests/OssuaryChests/WallChest",1,7,"Sealed Remains","[""Metadata/Terrain/Theopolis/Ossuary/Feature/Ossuary_thickwall_Chest_straight_v01_01_chest_animation.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
135,"Metadata/Chests/GoldPot1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
136,"Metadata/Chests/GoldPot2v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
137,"Metadata/Chests/GoldPot2v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
138,"Metadata/Chests/GoldPot3",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
139,"Metadata/Chests/GoldPot4v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
140,"Metadata/Chests/GoldPot4v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
141,"Metadata/Chests/GoldPot1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
142,"Metadata/Chests/GoldPot2v1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
143,"Metadata/Chests/GoldPot2v2old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
144,"Metadata/Chests/GoldPot3old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
145,"Metadata/Chests/GoldPot4v1old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
146,"Metadata/Chests/GoldPot4v2old",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/GoldPotBroken4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
147,"Metadata/Chests/KaomChest01",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
148,"Metadata/Chests/KaomChest02",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest02.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
149,"Metadata/Chests/KaomChest03",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest03.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
150,"Metadata/Chests/KaomChest04",1,4,"Chest","[""Metadata/Chests/KaomChests/KaomChest04.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
151,"Metadata/Chests/KaomBonePile1",1,4,"Bone Pile","[""Metadata/Chests/KaomChests/KaomBonePile1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
152,"Metadata/Chests/PrimevalChest01",1,4,"Chest","[""Metadata/Chests/ProtoVaal/ProtoVaalChest01.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
153,"Metadata/Chests/PrimevalChest02",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaalChest02.ao""]","",1,1,"",1,95,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
154,"Metadata/Chests/PrimevalChest03",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaalChest03.ao""]","",1,2,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
155,"Metadata/Chests/PrimevalChest04",1,3,"Cairn","[""Metadata/Chests/ProtoVaal/ProtoVaal04.ao""]","",1,3,"",1,105,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
156,"Metadata/Chests/Cacoon1",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
157,"Metadata/Chests/Cacoon2",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
158,"Metadata/Chests/Cacoon3",1,4,"Cocoon","[""Metadata/Chests/CocoonChests/Cocoon3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
159,"Metadata/Chests/CocoonRot1",1,4,"Rotted Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot1.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
160,"Metadata/Chests/CocoonRot2",1,4,"Decayed Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot2.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
161,"Metadata/Chests/CocoonRot3",1,4,"Putrid Cocoon","[""Metadata/Chests/CocoonChests/CocoonRot3.ao""]","",1,10,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
162,"Metadata/Chests/DarkPot1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
163,"Metadata/Chests/DarkPot2v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot2v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
164,"Metadata/Chests/DarkPot2v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot2v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
165,"Metadata/Chests/DarkPot3",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot3.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
166,"Metadata/Chests/DarkPot4v1",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot4v1.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
167,"Metadata/Chests/DarkPot4v2",1,2,"Gold Pot","[""Metadata/Chests/GoldPots/DarkPot4v2.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
168,"Metadata/Chests/DarkPot1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
169,"Metadata/Chests/DarkPot2v1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot2v1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
170,"Metadata/Chests/DarkPot2v2_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot2v2_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
171,"Metadata/Chests/DarkPot3_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot3_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
172,"Metadata/Chests/DarkPot4v1_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot4v1_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
173,"Metadata/Chests/DarkPot4v2_Silver",1,2,"Silver Pot","[""Metadata/Chests/SilverPots/DarkPot4v2_Silver.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
174,"Metadata/Chests/CaveBoulder1",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave1.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
175,"Metadata/Chests/CaveBoulder2",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave2.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
176,"Metadata/Chests/CaveBoulder3",1,4,"Boulder","[""Metadata/Chests/Boulders/BoulderCave3.ao""]","","",2,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
177,"Metadata/Chests/ProdWounded1",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded1.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
178,"Metadata/Chests/ProdWounded2",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded2.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
179,"Metadata/Chests/ProdWounded3",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded3.ao""]",1,"",8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
180,"Metadata/Chests/ProdWounded4",1,3,"Corpse","[""Metadata/Chests/DeadPlayerProds/ProdWounded4.ao""]",1,"",10,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,""
181,"Metadata/Chests/TutorialSupportGemChest","",4,"Large Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]","",1,0,"","",100,[],"","",[],[],7,0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
182,"Metadata/Chests/QuestChests/RhoaChest",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],5299,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
183,"Metadata/Chests/QuestChests/RhoaChest2",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],5300,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
184,"Metadata/Chests/QuestChests/RhoaChest3",1,3,"Rhoa Nest","[""Metadata/Chests/QuestChests/beach_rhoanest_v01_01_chest.ao""]",1,1,4,"","",100,[],5301,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
185,"Metadata/Chests/QuestChests/Fairgraves/AllFlameSlaveGirl",1,3,"Slave Girl","[""Metadata/Chests/QuestChests/Fairgraves/AllFlameWoundedFemale.ao""]","",1,4,"","",100,[],5303,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
186,"Metadata/Chests/QuestChests/Tolman/TolmanChair","",5,"Tolman","[""Metadata/Chests/QuestChests/Tolman/electric_chair.ao""]","",1,0,"","",100,[],5312,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
187,"Metadata/Chests/QuestChests/Helena/PoisonCart","",7,"Strange Device","[""Metadata/Chests/QuestChests/Helena/poison_gem.ao""]","",1,0,"","",100,[],5309,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
188,"Metadata/Chests/QuestChests/ChurchAltar","",4,"Altar","[""Metadata/Chests/Barrels/Barrel1.ao""]","",1,0,"","",100,[],5310,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
189,"Metadata/Chests/QuestChests/Fairgraves/FruitTree","",4,"Plum","[""Metadata/Terrain/RuinedCity/Garden/Features/fruittree_fruittree.ao""]","",1,0,"","",100,[],5325,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
190,"Metadata/Chests/QuestChests/Fairgraves/DecanterChest","",4,"Ornate Chest","[""Metadata/Chests/Chests/Chest1v1.ao""]","",1,0,"","",100,[],5324,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
191,"Metadata/Chests/QuestChests/Victario/Stash1","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],5317,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
192,"Metadata/Chests/QuestChests/Victario/Stash2","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],5318,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
193,"Metadata/Chests/QuestChests/Victario/Stash3","",4,"Stash","[""Metadata/Chests/QuestChests/Victario/victariostash_01.ao""]","",1,10,"","",100,[],5319,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
194,"Metadata/Chests/QuestChests/Dialla/RibbonSpoolChest","",5,"Blackguard Chest","[""Metadata/Chests/QuestChests/Dialla/RibbonSpoolChest.ao""]","",1,0,"","",100,[],5313,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
195,"Metadata/Chests/QuestChests/Dialla/SulphiteChest","",5,"Supply Container","[""Metadata/Chests/QuestChests/Dialla/sulphite_flask_quest_v01_01.ao""]","",1,0,"","",100,[],5311,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
196,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand1","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],5320,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
197,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand2","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],5321,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
198,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand3","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],5322,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
199,"Metadata/Chests/QuestChests/Siosa/GoldenBookStand4","",4,"Book Stand","[""Metadata/Chests/QuestChests/Siosa/BookStand.ao""]","",1,0,"","",100,[],5323,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
200,"Metadata/Chests/QuestChests/Vilenta/SupplyChest","",2,"Experimental Supplies","[""Metadata/Chests/QuestChests/Vilenta/MiasmeterChest.ao""]","",1,0,"","",100,[],5334,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
201,"Metadata/Chests/QuestChests/Ossuary/PurityBox","",5,"Tomb of the First Templar","[""Metadata/Chests/GoldenChests/GoldenChest2.ao""]","",1,0,"","",100,[],5336,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
202,"Metadata/Chests/QuestChests/Reliquary/RelicCase1","",4,"Karui Relic Case","[""Metadata/Chests/QuestChests/Reliquary/KaomChestQuest01.ao""]","",1,0,"","",100,[],5337,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
203,"Metadata/Chests/QuestChests/Reliquary/RelicCase2","",4,"Karui Relic Case","[""Metadata/Chests/QuestChests/Reliquary/KaomChestQuest02.ao""]","",1,0,"","",100,[],5338,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
204,"Metadata/Chests/QuestChests/Reliquary/RelicCase3","",4,"Karui Relic Case","[""Metadata/Chests/QuestChests/Reliquary/KaomChestQuest03.ao""]","",1,0,"","",100,[],5339,"",[],[],"",0,"",100,"","",[],"","Metadata/Chests/QuestChests/QuestChest",1,"",[],"",0,0,"","","","",""
205,"Metadata/Chests/QuestChests/Solaris/SolarisThrone","",4,"Solaris Throne","[""Metadata/Chests/QuestChests/Solaris/SolarisThrone.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","",""
