"rownum","string","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
540,"MapWorldsTerrace",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
541,"MapWorldsShrine",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
542,"MapWorldsArsenal",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
543,"MapWorldsDesertSpring",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
544,"MapWorldsCore",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
545,"MapWorldsColosseum",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
546,"MapWorldsAcidLakes",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
547,"MapWorldsDarkForest",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
548,"MapWorldsCrimsonTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
549,"MapWorldsPlaza",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
550,"MapWorldsDig",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
551,"MapWorldsPalace",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
552,"MapWorldsLavaLake",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
553,"MapWorldsBasilica",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
554,"MapWorldsSunkenCity",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
555,"MapWorldsReef",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
556,"MapWorldsCarcass",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
557,"MapWorldsChimera",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
558,"MapWorldsHydra",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
559,"MapWorldsPhoenix",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
560,"MapWorldsMinotaur",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
561,"MapWorldsShapersRealm",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"MapWorldsVaalTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
563,"MapWorldsHarbinger",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,"MapWorldsHarbingerLow",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,"MapWorldsHarbingerMid",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"MapWorldsHarbingerHigh",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"MapWorldsHarbingerUber",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,"MapWorldsDrySea",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
569,"MapWorldsStagnation",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
570,"MapWorldsBrambleValley",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
571,"MapWorldsFrozenCabins",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
572,"MapWorldsHarbingerPrison",0,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,8,100,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,"MapWorldsGraveTrough",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
574,"MapWorldsCrimsonTownship",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
575,"MapWorldsForkingRiver",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
576,"MapWorldsFoundry",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
577,"MapWorldsColdRiver_",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
578,"MapWorldsForbiddenWoods",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
579,"MapWorldsSilo",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
580,"MapWorldsBeachLanding",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
581,"MapWorldsElder_Desert",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
582,"MapWorldsElder_Volcano",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
583,"MapWorldsElder_Sulphur",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
584,"MapWorldsElder_Reliquary",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
585,"MapWorldsElder_Temple",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
586,"MapWorldsElder_Elegant",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
587,"MapWorldsElder_Sceptre",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
588,"MapWorldsElder_Tower",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
589,"MapWorldsElder_Refinery",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
590,"MapWorldsElder_Reef",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
591,"MapWorldsElder_River",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
592,"MapWorldsElder_Garden",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
593,"MapWorldsElderArena",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,"MapWorldsElderArenaUber",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,"MapWorldsPrimordialBoss1",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
596,"MapWorldsPrimordialBoss2",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
597,"MapWorldsPrimordialBoss3",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,"MapWorldsPrimordialBoss4",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,"AbyssLeague",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
600,"AbyssLeague2",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
601,"AbyssLeagueBoss",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
602,"AbyssLeagueBoss2",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
603,"AbyssLeagueBoss3",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
604,"BestiaryLeague_TigerBoss",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
605,"BestiaryLeague_CrabBoss",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
606,"BestiaryLeague_BirdBoss",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
607,"LegionLeague",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
608,"LegionLeague2",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
609,"LegionLeague3",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
610,"LegionLeague4",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
611,"Affliction_BossArena",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,"HarvestLeague",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
613,"Master_TH_Shipgraveyard",0,0,0,0,0,10,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
614,"Master_SP_Volcano",0,0,0,0,0,10,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
615,"AnimTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
616,"PhysicsTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
617,"LightTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
618,"PortalLeagueTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
619,"ArrowTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
620,"BlackTest",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
621,"HeistBunker4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
622,"HeistBunker5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
623,"HeistBunker6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
624,"HeistBunker7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
625,"HeistBunker8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
626,"HeistBunker9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
627,"HeistMines4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
628,"HeistMines5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
629,"HeistMines6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
630,"HeistMines7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
631,"HeistMines8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
632,"HeistMines9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
633,"HeistDungeon4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
634,"HeistDungeon5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
635,"HeistDungeon6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
636,"HeistDungeon7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
637,"HeistDungeon8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
638,"HeistDungeon9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
639,"HeistReliquary4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
640,"HeistReliquary5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
641,"HeistReliquary6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
642,"HeistReliquary7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
643,"HeistReliquary8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
644,"HeistReliquary9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
645,"HeistLibrary4_",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
646,"HeistLibrary5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
647,"HeistLibrary6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
648,"HeistLibrary7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
649,"HeistLibrary8_",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
650,"HeistLibrary9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
651,"HeistRobotTunnels4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
652,"HeistRobotTunnels5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
653,"HeistRobotTunnels6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
654,"HeistRobotTunnels7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
655,"HeistRobotTunnels8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
656,"HeistRobotTunnels9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
657,"HeistSewers4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
658,"HeistSewers5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
659,"HeistSewers6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
660,"HeistSewers7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
661,"HeistSewers8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
662,"HeistSewers9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
663,"HeistCourts4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
664,"HeistCourts5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
665,"HeistCourts6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
666,"HeistCourts7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
667,"HeistCourts8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
668,"HeistCourts9_",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
669,"HeistMansion4",0,0,0,0,0,0,0,0,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
670,"HeistMansion5",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
671,"HeistMansion6",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
672,"HeistMansion7",0,0,0,0,0,0,0,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
673,"HeistMansion8",0,0,0,0,0,0,0,10,11,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
674,"HeistMansion9",0,0,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
675,"UltimatumArena",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
676,"UltimatumArenaEndgame",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
677,"UltimatumBossArena",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
678,"ExpeditionArenaOlroth",0,0,0,0,0,30,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
679,"DelveBossVaal",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
680,"DelveBossLich",0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
