"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
40,"new_cold_snap","Cold Snap","Creates a sudden burst of cold in a targeted area, damaging enemies. This also creates an expanding area which is filled with chilled ground, and deals cold damage over time to enemies. Enemies that die while in the area have a chance to grant Frenzy Charges. The cooldown can be bypassed by expending a Frenzy Charge.","NewColdSnap","Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2,22]","[1,6,7,13,14,15,21,31,29,55,8,67,71,89]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg",1,"NewColdSnap",1,21,1,"[4223,4045,4200,7998]","[3341,24,434,7999]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
41,"new_vaal_cold_snap","Vaal Cold Snap","Creates a sudden burst of cold around you, damaging enemies. This also creates a chilling area around you which expands and deals cold damage over time to surrounding enemies in addition to chilling them. Enemies that die while in the area grant Frenzy Charges, and you will passively gain Frenzy Charges while there are enemies in the area.","NewColdSnap","Art/2DArt/SkillIcons/iconcoldsnap.dds",[4],"[1,6,7,13,14,15,8,37,29,67,71]",[],"","",1,"NewColdSnap",1,21,1,"[4223,4045,4200,7998]","[3341,24,434,7999]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
42,"ice_nova","Ice Nova","A chilling circle of ice expands from the caster. If the caster targets near their Frostbolt projectiles, it will expand from a number of those projectiles instead. If this skill would repeat when cast this way, it will instead expand again from the same projectiles after a short delay.","IceNova","Art/2DArt/SkillIcons/iconfrostnova.dds","[1,22]","[1,6,7,13,14,15,21,31,29,69,71,83]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNova","",21,1,"[4263,4018,4185,8712]","[455,24,434,8711]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
43,"vaal_ice_nova","Vaal Ice Nova","A chilling circle of ice expands from the caster, repeating from every enemy it hits.","IceNova","Art/2DArt/SkillIcons/iconfrostnova.dds","[1,22]","[1,6,7,13,14,15,37,29,71,83]",[],"","",1,"","",21,1,"[4263,4018,4185,8712]","[455,24,434,8711]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
44,"ignite","Ignite","Sets an enemy on fire from a distance.","Ignite","Art/2DArt/SkillIcons/Ignite.dds",[2],"[1,8,13,14,15,31,34,28]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
45,"fireball","Fireball","Unleashes a ball of fire towards a target which explodes, damaging nearby foes.","Fireball","Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,28,69,71]",[],"Tapping into the chaotic, hungry elemental force of fire, the caster sends a roaring ball of flame hurling at the target. This searing projectile flies unerringly outward, impacting with tremendous force, and burning not only the target, but adjacent foes as well. Skilled wielders of flame can ignite the enemy, causing them to burn for additional damage. A master of the fireball lays waste to all who beset him, reducing his enemies to cinders.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireball.jpg","","Fireball","",21,1,"[4261,4218,3986,11829,11831]","[611,216,24,2320,8671]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
46,"vaal_fireball","Vaal Fireball","Launches a series of fireballs in a spiral around the caster.","Fireball","Art/2DArt/SkillIcons/iconfireball.dds","[1,2]","[2,56,58,1,6,7,13,14,15,37,28,71]",[],"","",1,"","",21,1,"[4261,11829,11831]","[611,2320,8671]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
47,"arc","Arc","An arc of lightning stretches from the caster to a targeted enemy and chains on to other nearby enemies. Each time the main beam chains it will also chain to a second enemy, but that secondary arc cannot chain further.","Arc","Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,21,31,30,69]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arc.jpg","","Arc","",21,1,"[4268,4013,4255,7955,7978]","[659,24,172,7956,8129]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
48,"vaal_arc","Vaal Arc","A shocking arc of lightning stretches from the caster to a targeted enemy and chains to other nearby enemies. Each time the beam chains it will also chain simultaneously to a second enemy, but no enemy can be hit twice by the beams. Also grants a buff making you lucky when damaging enemies with Arc for a short duration.","Arc","Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,37,30,8]",[],"","",1,"","",21,1,"[4268,4013,4255,7955,7978]","[659,24,172,7956,8129]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
49,"raise_zombie","Raise Zombie","Raises a zombie minion from a corpse, which will follow you and attack enemies with a melee attack and an area of effect slam which cannot be evaded.","RaiseZombie","Art/2DArt/SkillIcons/iconraisezombie.dds","[6,20]","[1,5,17,13,14,15,21,31,69,76]",[],"Wraeclast is a cursed place, where the dead walk freely. Novice occultists have learned to harness this quality of the land, summoning an undead minion to do their bidding. The incantation is a minor one, so the only required reagent is some fresh kill lying about. Once summoned, the mindless creature will wander about defending its master. Higher levels of skill will summon an entity that moves quicker, hits harder, and absorbs more damage.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_zombie_new.jpg","","RaiseZombie","",21,1,[],[],"[0,19,20,23,7]",1,1,[],8,"","","",[],"","",1
50,"righteous_fire","Righteous Fire","Engulfs you in magical fire that rapidly burns you and nearby enemies. Your spell damage is substantially increased while under this effect. The effect ends when you have 1 life remaining.","RighteousFire","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,31,63,71,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg","","RighteousFire","",21,1,"[4027,4189,4506]","[24,434,25]",[],1,1,[],8,"","","","[16,10,11,17]","","",1
51,"vaal_righteous_fire_duration","Vaal Righteous Fire","Sacrifices a portion of your Life and Energy Shield to engulf you in magical fire that rapidly burns nearby enemies for a duration. Your spell damage is increased while under this effect.","VaalRighteousFireDuration","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,37,8,71,63,84,85,89]",[],"","",1,"","",21,1,"[4027,4189,4506]","[24,434,25]",[],1,1,[],8,"","","","[16,10,11,17]","","",1
52,"vaal_righteous_fire","Vaal Righteous Fire","A fiery blast removes your energy shield and all but 1 life, exploding outwards to deal fire damage to nearby enemies based on the life and energy shield lost.","VaalRighteousFire","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,7,6,37,28,71]",[],"","",1,"","",21,1,"[4027,4189]","[24,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
53,"fire_weapon","Fire Weapon","Infuse the player's current weapon with additional fire damage for a short time.","FireWeapon","Art/2DArt/SkillIcons/iconfireball.dds",[4],"[1,4,8,14,31,28]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
54,"damage_infusion","Damage Infusion","Moves damage from nearby enemies to the target enemy. They are healed for the amount of damage moved.","DamageInfusion","Art/2DArt/SkillIcons/icononfire.dds",[2],"[1,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
55,"discharge","Discharge","Discharge all the character's charges to deal elemental damage to all nearby monsters.","Discharge","Art/2DArt/SkillIcons/discharge.dds",[4],"[1,6,7,21,31,28,29,30,69,71,83,89]",[],"Blasting enemies with waves of frost and lightning isn't just a talent reserved for pure weavers of magic. With the Discharge skill, any combatant can channel accumulated charges into a swirling tower of seething energy. The composition of the blast varies depending on the type of charges consumed, dealing cold with Frenzy, fire from Endurance, and lightning from Power. Regardless of the charge type, surrounding foes are blown to bits.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discharge.jpg","","Discharge","",21,1,"[3605,3606,12501,12502,12503,13073]","[24,434,10649,11813,12497,5717]",[],1,1,[3607],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
56,"town_portal","Portal","Creates a portal to the current area's town.","TownPortal","Art/2DArt/SkillIcons/townportal.dds",[4],"[1,13,14,15,31,22]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
57,"vaal_breach","Vaal Breach","Creates a breach, making you vulnerable to its powerful inhabitants.","VaalBreach","Art/2DArt/SkillIcons/BreachPortal.dds",[4],"[1,13,14,15,22,37]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
58,"melee","Default Attack","Strike your foes down with a powerful blow.","Melee","Art/2DArt/SkillIcons/iconbasicattack.dds","[1,2]","[0,40,57,2,20,23,19,56]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
59,"melee_triggered","","","Melee","","[1,2]","[0,40,57,2,20,23,19,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
60,"sandspitter_projectile","","","SandSpitterProjectile","","[1,2]","[2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
61,"seawitch_wave","","","SeaWitchWave","","[1,2]","[1,6,21,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
62,"monster_projectile_weapon","","","MonsterProjectileWeapon","","[1,2]","[0,40,57,2,56,6,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
63,"monster_projectile_weapon_cast_triggerable","","","MonsterProjectileWeapon","","[1,2]","[0,40,57,2,56,6,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
64,"cobra_lash","Cobra Lash","Fires a poisonous projectile based on your weapon that will chain between enemies. Requires a Dagger or Claw.","CobraLash","Art/2DArt/SkillIcons/CobraLash.dds","[1,2]","[0,40,2,56,6,31,41]","[7,6,56]","","",1,"","",21,1,"[10375,10376,10377]","[24,175,172]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
65,"bloodchieftain_summonmonkeys","","","BloodChieftainSummonMonkeys","",[4],"[1,6,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
66,"blood_chieftain_summon_ghost_monkeys","","","BloodChieftainSummonGhostMonkeys","",[4],"[1,7,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
67,"skeleton_projectile_fire","","","SkeletonProjectileFire","",[2],"[1,6,21,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
68,"skeleton_projectile_cold","","","SkeletonProjectileCold","","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
69,"skeleton_projectile_lightning","","","SkeletonProjectileLightning","","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
70,"spark","Spark","Launches unpredictable sparks that move randomly until they hit an enemy or expire.","Spark","Art/2DArt/SkillIcons/spark.dds","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69]",[],"Lightning is a fickle servant. However, skilled casters have learned to harness this frenetic element to devastating effect. With a single incantation, two pulsing strands of electric energy appear, and begin to move erratically around the battlefield. Whenever one contacts an enemy, it discharges, dealing tremendous damage and frequently causing paralysis.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/spark.jpg","","Spark","",21,1,"[3998,4250,4226,5450,6276,6278,6319]","[24,173,175,172,1778,173,215]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
71,"vaal_spark","Vaal Spark","Continuously launches unpredictable sparks in all directions that move randomly until they hit an enemy or expire.","Spark","Art/2DArt/SkillIcons/spark.dds","[1,2]","[1,2,56,58,6,8,13,14,15,37,30]",[],"","",1,"","",21,1,"[3998,4250,4226,5450,6276,6278,6319]","[24,173,175,172,1778,173,215]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
72,"ice_spear","Ice Spear","Launches shards of ice in rapid succession. After travelling a short distance they change to a second form, which moves much faster and pierces through enemies.","IceSpear","Art/2DArt/SkillIcons/IceSpear.dds","[1,2]","[1,2,56,6,13,14,15,21,31,29,69]",[],"Harnessing the freezing might of the far North, the caster conjures a lance of razor sharp ice crystal, and launches it at a target. The Ice Spear pierces armour and flesh alike, rocketing towards an enemy and exploding in a blast of deadly rime. The blast will freeze the blood of its target, locking them in place for a substantial duration. Enemies pierced by the spear take significant damage, but will avoid the paralysis of the main explosion.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_spear.jpg","","IceSpear","",21,1,"[4019,8705]","[24,173]",[],1,1,[8717],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
73,"raise_spectre","Raise Spectre","Raises a spectral version of a defeated foe as a minion to fight for you in battle.","RaiseSpectre","Art/2DArt/SkillIcons/iconraisespecter.dds","[6,20]","[1,5,17,13,14,15,21,31,69,76]",[],"True masters of the dark arts learn to use their enemy's greatest strengths against them, binding the souls of the fallen to their bidding. With a dark incantation, the caster's words imbue a slain being with dark energy, animating it with sinister strength and purpose. The raised entity possesses all the abilities it had while living, augmented further by the skill of its new master. With practice, many raised specters can be controlled at once, creating an army of undead to lay waste to everything in its path.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_spectre.jpg","","RaiseSpectre","",21,1,[7287],[6222],"[0,19,20,23,1,6,7,2,18,8,25,32,35,34,47,40,56]",1,1,[],8,"","","",[],"","",1
