"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid"
310,690,33,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
311,691,34,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
312,692,35,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
313,701,"","","","[347,1302]",[],[5702],"","[2,1]",[36],"",[],"",[],[],""
314,702,"","","",[347],[],[5700],"",[1],[36],"",[],"",[],[],""
315,703,"",3941,"",[],"[7,8,56]",[],"",[],"[1,4]","",[],"",[],[],""
316,705,"","","",[347],[],"[5690,5692]","",[1],[36],"",[],"",[],[],""
317,706,"","","","[347,1302]",[],[5699],"","[1,1]",[36],"",[],"",[],[],""
318,707,"","","",[347],[],[5687],"",[1],[36],"",[],"",[],[],""
319,708,"",3942,3942,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],""
320,710,36,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
321,709,"","","",[1368],[23],[],"",[21],[13],"",[],"",[],[],""
322,712,"","",3944,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
323,713,"",3945,"",[],[25],[],"",[],[7],"",[],"",[],[],""
324,714,"",3946,"",[],[23],[],"",[],[12],"",[],"",[],[],""
325,715,"",3947,"",[],[22],[],"",[],[11],"",[],"",[],[],""
326,716,"",3948,"",[],[24],[],"",[],[9],"",[],"",[],[],""
327,717,"",3949,"",[],[26],[],"",[],[4],"",[],"",[],[],""
328,718,"",3950,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
329,719,"","","",[347],[],[5708],"",[-4],[36],"",[],"",[],[],""
330,720,"","","",[347],[],"[5698,5756]","",[2],[36],"",[],"",[],[],""
331,721,"","","",[347],[],[5428],"",[3],[36],"",[],"",[],[],""
332,722,"","","",[347],[],[5428],"",[1],[36],"",[],"",[],[],""
333,723,"","","",[347],[],[5683],"",[1],[36],"",[],"",[],[],""
334,724,"","","",[347],[],[5511],"",[1],[36],"",[],"",[],[],""
335,725,"","","","[347,1302]",[],[5686],"","[1,1]",[36],"",[],"",[],[],""
336,726,"",3951,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
337,727,"",3952,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
338,728,"",3953,"",[],[25],[],"",[],[7],"",[],"",[],[],""
339,729,"",3954,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],""
340,730,"",3955,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],""
341,731,"",3956,"",[],[26],[],"",[],[4],"",[],"",[],[],""
342,733,37,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
343,732,"","","",[1368],[23],[],"",[22],[13],"",[],"",[],[],""
344,735,"","",3957,[],[24],[],"",[],[10],"",[],"",[],[],""
345,737,"","",3958,[],[24],[],"",[],[10],"",[],"",[],[],""
346,738,"","","","[347,1302]",[],[5600],"","[2,2]",[36],"",[],"",[],[],""
347,745,"","","",[347],[],"[5649,5650,5651]","",[2],[36],"",[],"",[],[],""
348,740,"",3959,"",[],[25],[],"",[],[7],"",[],"",[],[],""
349,741,"",3960,"",[],[23],[],"",[],[12],"",[],"",[],[],""
350,742,"",3961,"",[],[22],[],"",[],[11],"",[],"",[],[],""
351,743,"",3962,"",[],[24],[],"",[],[9],"",[],"",[],[],""
352,744,"","",3963,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
353,746,"",3969,"",[],[25],[],"",[],[7],"",[],"",[],[],""
354,747,"",3970,"",[],[23],[],"",[],[12],"",[],"",[],[],""
355,748,"",3971,"",[],[22],[],"",[],[11],"",[],"",[],[],""
356,749,"",3972,"",[],[24],[],"",[],[9],"",[],"",[],[],""
357,750,"",3964,"",[],[25],[],"",[],[7],"",[],"",[],[],""
358,751,"",3965,"",[],[23],[],"",[],[12],"",[],"",[],[],""
359,752,"",3966,"",[],[22],[],"",[],[11],"",[],"",[],[],""
360,753,"",3967,"",[],[24],[],"",[],[9],"",[],"",[],[],""
361,754,"","",3968,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
362,755,"",3973,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],""
363,756,"",3974,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],""
364,757,"",3975,"",[],"[9,11,12,32,10,7,8,56]",[],"",[],"[1,4]","",[],"",[],[],""
365,758,"",3976,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
366,759,"",3977,"",[],[25],[],"",[],[7],"",[],"",[],[],""
367,760,"",3978,"",[],[23],[],"",[],[12],"",[],"",[],[],""
368,761,"",3979,"",[],[22],[],"",[],[11],"",[],"",[],[],""
369,762,"",3980,"",[],[24],[],"",[],[9],"",[],"",[],[],""
370,763,"",3981,"",[],[25],[],"",[],[7],"",[],"",[],[],""
371,764,"",3982,"",[],[23],[],"",[],[12],"",[],"",[],[],""
372,765,"",3983,"",[],[22],[],"",[],[11],"",[],"",[],[],""
373,766,"",3984,"",[],[24],[],"",[],[9],"",[],"",[],[],""
374,767,"","","","[347,4593,12433]",[],[5424],"","[1,1,-1]",[36],"",[],"",[],[],""
375,768,"","",3985,[],[24],[],"",[],[10],"",[],"",[],[],""
376,769,"","","",[347],[],"[5579,5624]","",[9],[36],"",[],"",[],[],""
377,774,"",3986,"",[],[25],[],"",[],[7],"",[],"",[],[],""
378,775,"",3987,"",[],[23],[],"",[],[12],"",[],"",[],[],""
379,776,"",3988,"",[],[22],[],"",[],[11],"",[],"",[],[],""
380,777,"",3989,"",[],[24],[],"",[],[9],"",[],"",[],[],""
381,778,"",3990,"",[],[25],[],"",[],[7],"",[],"",[],[],""
382,779,"",3991,"",[],[23],[],"",[],[12],"",[],"",[],[],""
383,780,"",3992,"",[],[22],[],"",[],[11],"",[],"",[],[],""
384,781,"",3993,"",[],[24],[],"",[],[9],"",[],"",[],[],""
385,782,"",3994,"",[],[25],[],"",[],[7],"",[],"",[],[],""
386,783,"",3995,"",[],[23],[],"",[],[12],"",[],"",[],[],""
387,784,"",3996,"",[],[22],[],"",[],[11],"",[],"",[],[],""
388,785,"",3997,"",[],[24],[],"",[],[9],"",[],"",[],[],""
389,786,"",3998,"",[],[25],[],"",[],[7],"",[],"",[],[],""
390,787,"",3999,"",[],[23],[],"",[],[12],"",[],"",[],[],""
391,788,"",4000,"",[],[22],[],"",[],[11],"",[],"",[],[],""
392,789,"",4001,"",[],[24],[],"",[],[9],"",[],"",[],[],""
393,790,"",4002,"",[],[25],[],"",[],[7],"",[],"",[],[],""
394,791,"",4003,"",[],[23],[],"",[],[12],"",[],"",[],[],""
395,792,"",4004,"",[],[22],[],"",[],[11],"",[],"",[],[],""
396,793,"",4005,"",[],[24],[],"",[],[9],"",[],"",[],[],""
397,794,39,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
398,795,40,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
399,796,41,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
400,797,42,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
401,798,"","",4006,[],[24],[],"",[],[10],"",[],"",[],[],""
402,800,"","","",[1368],[23],[],"",[23],[13],"",[],"",[],[],""
403,801,"",4007,"",[],[25],[],"",[],[7],"",[],"",[],[],""
404,802,"",4008,"",[],[23],[],"",[],[12],"",[],"",[],[],""
405,803,"",4009,"",[],[22],[],"",[],[11],"",[],"",[],[],""
406,804,"",4010,"",[],[24],[],"",[],[9],"",[],"",[],[],""
407,805,"",4011,"",[],[26],[],"",[],[4],"",[],"",[],[],""
408,806,"","",4012,[],[24],[],"",[],[10],"",[],"",[],[],""
409,807,"","",4013,[],[24],[],"",[],[10],"",[],"",[],[],""
410,808,"",4014,"",[],[25],[],"",[],[7],"",[],"",[],[],""
411,809,"",4015,"",[],[25],[],"",[],[7],"",[],"",[],[],""
412,810,"",4016,"",[],[25],[],"",[],[7],"",[],"",[],[],""
413,811,"","",4017,[],[24],[],"",[],[10],"",[],"",[],[],""
414,813,"","","","[347,1302]",[],[5467],"","[1,1]",[36],"",[],"",[],[],""
415,814,"",4018,"",[],[22],[],"",[],[11],"",[],"",[],[],""
416,815,"","","",[347],[],[5709],"",[1],[36],"",[],"",[],[],""
417,816,"","","","[347,4835]",[],[5710],"","[1,1]",[36],"",[],"",[],[],""
418,817,"","","",[1222],[],"[5532,5548,5534,5535,5541,5546,5542,5566,5688,5830,5826]","",[7],[36],"",[],"",[],[],""
419,818,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-2],[36],"",[],"",[],[],""
420,819,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-3],[36],"",[],"",[],[],""
421,820,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-4],[36],"",[],"",[],[],""
422,821,"","","",[1368],[23],[],"",[24],[13],"",[],"",[],[],""
423,822,"","",4019,[],[24],[],"",[],[10],"",[],"",[],[],""
424,823,"","","","[347,1302]",[],[5600],"","[3,3]",[36],"",[],"",[],[],""
425,824,"","",4021,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
426,825,"",4020,"",[],[22],[],"",[],[11],"",[],"",[],[],""
427,826,"","","",[319],[4],[],"",[5],[14],"",[],"",[],[],""
428,827,"",4023,"",[],"[11,9,10,12,32]",[],"",[],"[1,4]","",[],"",[],[],""
429,828,"","",4022,[],[24],[],"",[],[10],"",[],"",[],[],""
430,829,"","","",[347],[],[5645],"",[1],[36],"",[],"",[],[],""
431,830,44,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
432,831,"","",4024,[],[24],[],"",[],[10],"",[],"",[],[],""
433,832,"",4025,"",[],[26],[],"",[],[4],"",[],"",[],[],""
434,833,"","",4026,[],[24],[],"",[],[10],"",[],"",[],[],""
435,834,"","",4027,[],[24],[],"",[],[10],"",[],"",[],[],""
436,835,"","",4028,[],[24],[],"",[],[10],"",[],"",[],[],""
437,839,"","","",[1222],[],"[5532,5548,5534,5535,5541,5546,5542,5566,5688,5830,5826]","",[8],[36],"",[],"",[],[],""
438,840,"","",4029,[],[24],[],"",[],[10],"",[],"",[],[],""
439,841,"","",4030,[],[21],[],"",[],[15],"",[],"",[],[],""
440,842,"","",4031,[],[21],[],"",[],[15],"",[],"",[],[],""
441,843,"","",4032,[],[21],[],"",[],[15],"",[],"",[],[],""
442,844,"","",4033,[],[21],[],"",[],[15],"",[],"",[],[],""
443,845,"","",4034,[],[21],[],"",[],[15],"",[],"",[],[],""
444,846,"",4035,"",[],[25],[],"",[],[7],"",[],"",[],[],""
445,847,"",4036,"",[],[23],[],"",[],[12],"",[],"",[],[],""
446,848,"",4037,"",[],[22],[],"",[],[11],"",[],"",[],[],""
447,849,"",4038,"",[],[24],[],"",[],[9],"",[],"",[],[],""
448,850,"","",4039,[],[24],[],"",[],[10],"",[],"",[],[],""
449,851,"",4040,"",[],[24],[],"",[],[9],"",[],"",[],[],""
450,852,"",4041,"",[],[22],[],"",[],[11],"",[],"",[],[],""
451,853,"",4042,"",[],[23],[],"",[],[12],"",[],"",[],[],""
452,854,"","",4043,[],[24],[],"",[],[10],"",[],"",[],[],""
453,855,"",4044,"",[],[25],[],"",[],[7],"",[],"",[],[],""
454,857,"","","",[1368],[23],[],"",[26],[13],"",[],"",[],[],""
455,858,"","",4045,[],[24],[],"",[],[10],"",[],"",[],[],""
456,859,"",4046,"",[],[25],[],"",[],[7],"",[],"",[],[],""
457,860,"",4047,"",[],[25],[],"",[],[7],"",[],"",[],[],""
458,861,"","",4048,[],[24],[],"",[],[10],"",[],"",[],[],""
459,862,"",4049,"",[],[6],[],"",[],"[1,4]","",[],"",[],[],""
460,863,"",4050,"",[],[26],[],"",[],[4],"",[],"",[],[],""
461,866,"","",4051,[],[24],[],"",[],[10],"",[],"",[],[],""
462,867,45,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
463,868,"","",4052,[],[24],[],"",[],[10],"",[],"",[],[],""
464,869,"","",4053,[],[24],[],"",[],[10],"",[],"",[],[],""
465,871,"",4054,"",[],[24],[],"",[],[9],"",[],"",[],[],""
466,872,"",4055,"",[],[22],[],"",[],[11],"",[],"",[],[],""
467,873,"",4056,"",[],[23],[],"",[],[12],"",[],"",[],[],""
468,874,"",4057,"",[],[25],[],"",[],[7],"",[],"",[],[],""
469,876,"","",4058,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
470,877,"","",4059,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
471,878,"",4060,"",[],[25],[],"",[],[7],"",[],"",[],[],""
472,879,"",4061,"",[],[23],[],"",[],[12],"",[],"",[],[],""
473,880,"",4062,"",[],[22],[],"",[],[11],"",[],"",[],[],""
474,881,"",4063,"",[],[24],[],"",[],[9],"",[],"",[],[],""
475,882,46,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
476,883,"",4064,"",[],[25],[],"",[],[7],"",[],"",[],[],""
477,884,"","",4065,[],[21],[],"",[],[15],"",[],"",[],[],""
478,885,"","",4066,[],[24],[],"",[],[10],"",[],"",[],[],""
479,886,"","",4067,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
480,887,"",4068,"",[],[25],[],"",[],[7],"",[],"",[],[],""
481,888,"","",4069,[],[24],[],"",[],[10],"",[],"",[],[],""
482,889,"","",4070,[],[24],[],"",[],[10],"",[],"",[],[],""
483,890,"","",4071,[],[24],[],"",[],[10],"",[],"",[],[],""
484,891,"","",4072,[],[24],[],"",[],[10],"",[],"",[],[],""
485,892,"","",4073,[],[24],[],"",[],[10],"",[],"",[],[],""
486,893,"","",4074,[],[24],[],"",[],[10],"",[],"",[],[],""
487,894,"","",4075,[],[24],[],"",[],[10],"",[],"",[],[],""
488,895,"","",4076,[],[24],[],"",[],[10],"",[],"",[],[],""
489,896,"","",4077,[],[24],[],"",[],[10],"",[],"",[],[],""
490,899,47,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
491,900,"","",4078,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
492,901,"","",4079,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
493,902,"","",4080,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
494,903,"",4081,"",[],[25],[],"",[],[7],"",[],"",[],[],""
495,904,"","",4082,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
496,905,"","",4083,[],[24],[],"",[],[10],"",[],"",[],[],""
497,906,"","",4084,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
498,907,"",4085,"",[],[25],[],"",[],[7],"",[],"",[],[],""
499,908,"",4086,"",[],[23],[],"",[],[12],"",[],"",[],[],""
500,909,"",4087,"",[],[22],[],"",[],[11],"",[],"",[],[],""
501,910,"",4088,"",[],[24],[],"",[],[9],"",[],"",[],[],""
502,911,"","",4089,[],[24],[],"",[],[10],"",[],"",[],[],""
503,912,"",4090,"",[],[25],[],"",[],[7],"",[],"",[],[],""
504,913,"",4091,"",[],[25],[],"",[],[7],"",[],"",[],[],""
505,914,"",4092,"",[],[25],[],"",[],[7],"",[],"",[],[],""
506,915,"","","",[1368],[23],[],"",[27],[13],"",[],"",[],[],""
507,916,"",4093,"",[],[25],[],"",[],[7],"",[],"",[],[],""
508,917,"",4094,"",[],[23],[],"",[],[12],"",[],"",[],[],""
509,918,"",4095,"",[],[22],[],"",[],[11],"",[],"",[],[],""
510,919,"",4096,"",[],[24],[],"",[],[9],"",[],"",[],[],""
511,920,"","","","[347,1302,1725,9327]",[],"[5512,5610]","","[-6,1,1,-1]",[36],"",[],"",[],[],""
512,921,48,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
513,922,"",4097,"",[],[26],[],"",[],[4],"",[],"",[],[],""
514,923,"","","",[347],[],"[5649,5650,5651]","",[3],[36],"",[],"",[],[],""
515,924,"","","",[347],[],"[5649,5650,5651]","",[4],[36],"",[],"",[],[],""
516,925,49,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
517,926,50,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
518,927,51,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
519,928,52,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
520,929,53,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
521,930,54,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
522,938,"",4100,"",[],[25],[],"",[],[7],"",[],"",[],[],""
523,939,"",4101,"",[],[23],[],"",[],[12],"",[],"",[],[],""
524,940,"",4102,"",[],[22],[],"",[],[11],"",[],"",[],[],""
525,941,"",4103,"",[],[24],[],"",[],[9],"",[],"",[],[],""
526,942,"","",4104,[],[24],[],"",[],[10],"",[],"",[],[],""
527,943,"",4105,"",[],[25],[],"",[],[7],"",[],"",[],[],""
528,944,"",4106,"",[],[23],[],"",[],[12],"",[],"",[],[],""
529,945,"",4107,"",[],[22],[],"",[],[11],"",[],"",[],[],""
530,946,"",4108,"",[],[24],[],"",[],[9],"",[],"",[],[],""
531,947,"","",4109,[],[24],[],"",[],[10],"",[],"",[],[],""
532,948,"",4110,"",[],[25],[],"",[],[7],"",[],"",[],[],""
533,949,"",4111,"",[],[23],[],"",[],[12],"",[],"",[],[],""
534,950,"",4112,"",[],[22],[],"",[],[11],"",[],"",[],[],""
535,951,"",4113,"",[],[24],[],"",[],[9],"",[],"",[],[],""
536,952,"","",4114,[],[24],[],"",[],[10],"",[],"",[],[],""
537,953,"",4115,"",[],[25],[],"",[],[7],"",[],"",[],[],""
538,954,"",4116,"",[],[23],[],"",[],[12],"",[],"",[],[],""
539,955,"",4117,"",[],[22],[],"",[],[11],"",[],"",[],[],""
540,956,"",4118,"",[],[24],[],"",[],[9],"",[],"",[],[],""
541,957,"","",4119,[],[24],[],"",[],[10],"",[],"",[],[],""
542,958,"",4120,"",[],[25],[],"",[],[7],"",[],"",[],[],""
543,959,"",4121,"",[],[23],[],"",[],[12],"",[],"",[],[],""
544,960,"",4122,"",[],[22],[],"",[],[11],"",[],"",[],[],""
545,961,"",4123,"",[],[24],[],"",[],[9],"",[],"",[],[],""
546,962,"","",4124,[],[24],[],"",[],[10],"",[],"",[],[],""
547,931,"",4098,"",[],[25],[],"",[],[7],"",[],"",[],[],""
548,963,"",4099,"",[],[13],[],"",[],[1],"",[],"",[],[],""
549,965,"","","",[1368],[23],[],"",[28],[13],"",[],"",[],[],""
550,966,55,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
551,967,"",4125,"",[],[25],[],"",[],[7],"",[],"",[],[],""
552,968,"",4126,"",[],[23],[],"",[],[12],"",[],"",[],[],""
553,969,"",4127,"",[],[22],[],"",[],[11],"",[],"",[],[],""
554,970,"",4128,"",[],[24],[],"",[],[9],"",[],"",[],[],""
555,971,"","",4129,[],[24],[],"",[],[10],"",[],"",[],[],""
556,972,"",4130,"",[],[25],[],"",[],[7],"",[],"",[],[],""
557,973,"",4131,"",[],[23],[],"",[],[12],"",[],"",[],[],""
558,974,"",4132,"",[],[22],[],"",[],[11],"",[],"",[],[],""
559,975,"",4133,"",[],[24],[],"",[],[9],"",[],"",[],[],""
560,976,"",4134,"",[],[25],[],"",[],[7],"",[],"",[],[],""
561,977,"","",4135,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
562,978,"",4135,"",[],[25],[],"",[],[7],"",[],"",[],[],""
563,979,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-1],[36],"",[],"",[],[],""
564,980,"",4136,"",[],"[9,11,12,32,10,15]",[],"",[],"[1,4]","",[],"",[],[],""
565,981,"",4137,"",[],[25],[],"",[],[7],"",[],"",[],[],""
566,982,"",4138,"",[],[23],[],"",[],[12],"",[],"",[],[],""
567,983,"",4139,"",[],[22],[],"",[],[11],"",[],"",[],[],""
568,984,"",4140,"",[],[24],[],"",[],[9],"",[],"",[],[],""
569,985,"","",4141,[],[24],[],"",[],[10],"",[],"",[],[],""
570,986,"",4142,"",[],[25],[],"",[],[7],"",[],"",[],[],""
571,987,"",4143,"",[],[25],[],"",[],[7],"",[],"",[],[],""
572,988,"","",4144,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
573,989,"","",4145,[],[24],[],"",[],[10],"",[],"",[],[],""
574,990,"",4146,"",[],[25],[],"",[],[7],"",[],"",[],[],""
575,991,"",4147,"",[],[23],[],"",[],[12],"",[],"",[],[],""
576,992,"",4148,"",[],[22],[],"",[],[11],"",[],"",[],[],""
577,993,"",4149,"",[],[24],[],"",[],[9],"",[],"",[],[],""
578,994,"",4150,"",[],[25],[],"",[],[7],"",[],"",[],[],""
579,995,"","",4151,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
580,1003,"","","",[347],[],[5717],"",[2],[36],"",[],"",[],[],""
581,1004,"","",4152,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
582,1005,"","",4153,[],[21],[],"",[],[15],"",[],"",[],[],""
583,1006,56,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
584,1007,"","","",[1368],[23],[],"",[29],[13],"",[],"",[],[],""
585,1008,"","",4154,[],[21],[],"",[],[15],"",[],"",[],[],""
586,7031,"","",8748,[],[24],[],"",[],[10],"",[],"",[],[],""
587,1009,"",4155,"",[],[25],[],"",[],[7],"",[],"",[],[],""
588,1010,"",4156,"",[],[23],[],"",[],[12],"",[],"",[],[],""
589,1011,"",4157,"",[],[22],[],"",[],[11],"",[],"",[],[],""
590,1012,"",4158,"",[],[24],[],"",[],[9],"",[],"",[],[],""
591,1013,"","",4159,[],[24],[],"",[],[10],"",[],"",[],[],""
592,1014,"","",4160,[],[24],[],"",[],[10],"",[],"",[],[],""
593,1015,"","",4161,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
594,1016,"","","",[347],[],[5687],"",[2],[36],"",[],"",[],[],""
595,1017,"",4162,"",[],[25],[],"",[],[7],"",[],"",[],[],""
596,1018,57,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
597,1019,"","","",[1368],[23],[],"",[30],[13],"",[],"",[],[],""
598,1020,"",4163,"",[],[22],[],"",[],[11],"",[],"",[],[],""
599,1021,"","",4164,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
600,1022,"",4165,"",[],[25],[],"",[],[7],"",[],"",[],[],""
601,1023,"","",4165,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
602,1025,"",4167,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],""
603,1026,"","",4168,[],[24],[],"",[],[10],"",[],"",[],[],""
604,1027,"",4169,"",[],[25],[],"",[],[7],"",[],"",[],[],""
605,1028,"",4170,"",[],[23],[],"",[],[12],"",[],"",[],[],""
606,1029,"",4171,"",[],[22],[],"",[],[11],"",[],"",[],[],""
607,1030,"",4172,"",[],[24],[],"",[],[9],"",[],"",[],[],""
608,1031,"","",4173,[],[24],[],"",[],[10],"",[],"",[],[],""
609,1034,"","",4174,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
610,1024,"","",4166,[],[21],[],"",[],[15],"",[],"",[],[],""
611,1035,"","","",[347],[],"[5649,5650,5651]","",[5],[36],"",[],"",[],[],""
612,1036,"","","","[347,1302]",[],"[5660,5659]","","[2,2]",[36],"",[],"",[],[],""
613,1037,"","","",[347],[],"[5561,5617]","",[8],[36],"",[],"",[],[],""
614,1038,58,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
615,1039,"",4175,"",[],[26],[],"",[],[4],"",[],"",[],[],""
616,1040,"","",4176,[],[24],[],"",[],[10],"",[],"",[],[],""
617,1041,"",4177,"",[],[25],[],"",[],[7],"",[],"",[],[],""
618,1042,"",4178,"",[],[23],[],"",[],[12],"",[],"",[],[],""
619,1043,"",4179,"",[],[22],[],"",[],[11],"",[],"",[],[],""
620,1044,"",4180,"",[],[24],[],"",[],[9],"",[],"",[],[],""
621,1045,"","",4181,[],[24],[],"",[],[10],"",[],"",[],[],""
622,1046,"",4182,"",[],[26],[],"",[],[4],"",[],"",[],[],""
623,1048,"","",4183,[],[21],[],"",[],[15],"",[],"",[],[],""
624,1047,59,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
625,1049,"","",4184,[],[21],[],"",[],[15],"",[],"",[],[],""
626,1052,"","",4185,[],[24],[],"",[],[10],"",[],"",[],[],""
627,1053,"","",4186,[],[24],[],"",[],[10],"",[],"",[],[],""
628,1054,"","",4187,[],[24],[],"",[],[10],"",[],"",[],[],""
629,1055,"",4188,4188,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],""
630,1056,"",4189,"",[],[25],[],"",[],[7],"",[],"",[],[],""
631,1057,"",4190,"",[],[25],[],"",[],[7],"",[],"",[],[],""
632,1058,"",4191,"",[],[25],[],"",[],[7],"",[],"",[],[],""
633,1059,"",4192,"",[],[25],[],"",[],[7],"",[],"",[],[],""
634,1060,"","",4193,[],[24],[],"",[],[10],"",[],"",[],[],""
635,1061,"",4194,"",[],[25],[],"",[],[7],"",[],"",[],[],""
636,1062,"",4195,"",[],[23],[],"",[],[12],"",[],"",[],[],""
637,1063,"",4196,"",[],[22],[],"",[],[11],"",[],"",[],[],""
638,1064,"",4197,"",[],[24],[],"",[],[9],"",[],"",[],[],""
639,1065,"","",4198,[],[21],[],"",[],[15],"",[],"",[],[],""
