"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
28,"Metadata/Monsters/MudBurrower/SpiresBurrowerSanctumTrial",20,43,10,5,45,"[""Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrowerSanctum.act""]","[""Metadata/Monsters/MudBurrower/SpiresBurrower/DevourerBonePile.ao""]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower",[],1,"","",95,3,6,14,3,0,"[723,724,1034,175,127,755,126,163,713,30,31,714,32,118,1015,76]",325,[],58,60,700,500,0,"[580,956,958,1387,1646]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower.ais",[],"stance2",0,"Spire Burrower",293,325,1500,[],[],"","","","",0,[],"[6174,12413]",[],"",1,6,135,0,0,135,62788,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,20136,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,20144,0,"",6,213,1028443341,0,1,0,""
29,"Metadata/Monsters/StonebackRhoa/BrambleRhoa",21,32,3,10,13,"[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.act""]","[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.ao""]","Metadata/Monsters/StonebackRhoa/BrambleRhoa",[],1,"","",100,5,6,18,1,0,"[72,754,713,1040,31,29,714,118]",130,[],105,105,700,500,0,"[580,567,741]","Metadata/Monsters/StonebackRhoa/BrambleRhoa.ais",[],"",0,"Bramble Rhoa",130,130,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15002,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,20746,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,20746,0,280,4,115,1028443341,0,1,0,""
30,"Metadata/Monsters/Daemon/PetrificationStatueDaemon",36,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Statue/PetrificationStatueDaemon",[],1,"","",100,1,6,5,9,0,"[34,716,743,765,769,742,1025,752]",100,[],105,105,700,500,0,[3654],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,53667,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,21276,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,21276,0,"",0,100,1028443341,0,1,0,""
31,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummoned",38,45,1,6,12,"[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.act""]","[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpiritAshen.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,2995,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,22136,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,22136,0,"",2,25,1028443341,0,1,0,""
32,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedGhostly",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedSkull.act""]","[""Metadata/Monsters/SummonedSkull/FairgravesSkullMinion.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,33879,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,22796,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,22796,0,"",2,25,1028443341,0,1,0,""
33,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedRaven",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,39572,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,23428,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,23428,0,"",2,25,1028443341,0,1,0,""
34,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBloodRaven",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBloodRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,25503,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,23884,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,23884,0,"",2,25,1028443341,0,1,0,""
35,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBee",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedBees.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBees.ao""]","Metadata/Monsters/SummonedSkull/SummonedBees",[],1,"","",130,1,6,5,8,0,"[764,74,755,742,747,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,3855,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,24506,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,24506,0,"",2,25,1028443341,0,1,0,""
36,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedEye",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedEye.act""]","[""Metadata/Monsters/SummonedSkull/SummonedEye.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[764,74,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[765],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3691],[],"",1,6,135,0,0,135,23513,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,25016,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,25016,0,"",2,25,1028443341,0,1,0,""
37,"Metadata/Monsters/Daemon/ChestDaemonBarrelExplodeBurningGround",37,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,1,9,5,9,0,"[1025,752]",100,[],105,105,700,500,0,[1528],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51416,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,25284,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,25284,0,"",0,100,1028443341,0,1,0,""
38,"Metadata/Monsters/Double/DoubleMarauder",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,34533,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,25746,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,25746,0,"",0,100,1028443341,0,1,0,""
39,"Metadata/Monsters/Double/DoubleRanger",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9158,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26040,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,26040,0,"",0,100,1028443341,0,1,0,""
40,"Metadata/Monsters/Double/DoubleWitch",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57691,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26332,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,26332,0,"",0,100,1028443341,0,1,0,""
41,"Metadata/Monsters/Double/DoubleDuelist",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49143,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26640,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,26640,0,"",0,100,1028443341,0,1,0,""
42,"Metadata/Monsters/Double/DoubleTemplar",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46697,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26948,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,26948,0,"",0,100,1028443341,0,1,0,""
43,"Metadata/Monsters/Double/DoubleShadow",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,54439,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,27254,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,27254,0,"",0,100,1028443341,0,1,0,""
44,"Metadata/Monsters/Double/DoubleMarauderTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,2584,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,27632,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,27632,0,"",0,100,1028443341,0,1,0,""
45,"Metadata/Monsters/Double/DoubleRangerTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20321,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,27934,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,27934,0,"",0,100,1028443341,0,1,0,""
46,"Metadata/Monsters/Double/DoubleWitchTwo_",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15969,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28236,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,28236,0,"",0,100,1028443341,0,1,0,""
47,"Metadata/Monsters/Double/DoubleDuelistTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25378,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28552,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,28552,0,"",0,100,1028443341,0,1,0,""
48,"Metadata/Monsters/Double/DoubleTemplarTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43948,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28868,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,28868,0,"",0,100,1028443341,0,1,0,""
49,"Metadata/Monsters/Double/DoubleShadowTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40193,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29182,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,29182,0,"",0,100,1028443341,0,1,0,""
50,"Metadata/Monsters/WeaponDouble/DoubleOneHandSwordShield",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[10407],1,"","",100,3,1,1,1,0,"[1021,757,728,725,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"OneHandSwordShield",37,"Double",100,100,830,[13764],[14226],"",9,26,"",0,[],[],[],"",1,6,135,0,0,135,829,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29544,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,29544,0,"",0,100,1028443341,0,1,0,""
51,"Metadata/Monsters/WeaponDouble/DoubleOneHandSwordOneHandSword",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,726,728,725,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"OneHandSwordOneHandSword",37,"Double",100,100,830,[13764],[13764],"",9,9,"",0,[],[],[],"",1,6,135,0,0,135,41211,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29878,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,29878,0,"",0,100,1028443341,0,1,0,""
52,"Metadata/Monsters/WeaponDouble/DoubleDagger",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,738,725,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"Dagger",37,"Double",100,100,830,[13868],[],"",7,"","",0,[],[],[],"",1,6,135,0,0,135,62952,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30160,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,30160,0,"",0,100,1028443341,0,1,0,""
53,"Metadata/Monsters/WeaponDouble/DoubleOneHandMace",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFourB.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,2,1,0,"[1022,772,757,731,725,747,781,118,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"OneHandSword",37,"Double",100,100,830,[13817],[],"",12,"","",0,[],[],[],"",1,6,135,0,0,135,29932,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30464,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,30464,0,"",0,100,1028443341,0,1,0,""
54,"Metadata/Monsters/WeaponDouble/DoubleStaff",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFourB.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,2,1,0,"[1022,772,757,739,727,747,781,118,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"Staff",37,"Double",100,100,830,[13920],[],"",14,"","",0,[],[],[],"",1,6,135,0,0,135,56723,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30742,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,30742,0,"",0,100,1028443341,0,1,0,""
55,"Metadata/Monsters/WeaponDouble/DoubleTwoHandSword",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1021,757,730,727,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"TwoHandSword",37,"Double",100,100,830,[13777],[],"",15,"","",0,[],[],[],"",1,6,135,0,0,135,3015,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31048,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,31048,0,"",0,100,1028443341,0,1,0,""
56,"Metadata/Monsters/WeaponDouble/DoubleBow",44,55,1,6,60,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,3,1,0,"[757,737,747,781,773,118,1023,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"Bow",37,"Double",100,100,830,[7922],[13933],14282,13,"","",0,[],[],[],"",1,6,135,0,0,135,9819,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31308,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,31308,0,"",0,100,1028443341,0,1,0,""
57,"Metadata/Monsters/WeaponDouble/DoubleWand",44,55,1,6,60,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFourB.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,7,1,0,"[1027,757,734,747,781,118,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"Wand",37,"Double",100,100,830,[13907],[],"",8,"","",0,[],[],[],"",1,6,135,0,0,135,64267,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31550,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,31550,0,"",0,100,1028443341,0,1,0,""
58,"Metadata/Monsters/WeaponDouble/DoubleCrossbow",44,55,1,6,60,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFourB.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,6,1,0,"[1026,757,734,747,781,118,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"Crossbow",37,"Double",100,100,830,[13942],[],"",78,"","",0,[],[],[],"",1,6,135,0,0,135,12149,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,31808,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,31808,0,"",0,100,1028443341,0,1,0,""
59,"Metadata/Monsters/WeaponDouble/DoubleSpearBuckler",44,55,1,6,60,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFourB.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,3,1,0,"[757,734,747,781,118,1023,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"SpearBuckler",37,"Double",100,100,830,[13839],[14248],"",77,26,"",0,[],[],[],"",1,6,135,0,0,135,38359,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,32098,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,32098,0,"",0,100,1028443341,0,1,0,""
60,"Metadata/Monsters/WeaponDouble/DoubleFlailShield",44,55,1,6,60,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,2,1,0,"[1022,757,734,747,781,118,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"FlailShield",37,"Double",100,100,830,[13891],[14237],"",83,26,"",0,[],[],[],"",1,6,135,0,0,135,17950,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,32384,0,0,0,"","",7,"",0,3,0,0,"",0,"",1065353216,1065353216,0,"",0,32384,0,"",0,100,1028443341,0,1,0,""
