"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
3177,"MicrotransactionAesirDemigodWeapon","Art/2DItems/Effects/Weapon/AesirDemigodWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-2958,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3178,"MicrotransactionAesirDemigodPortraitFrame","Art/2DItems/Effects/Frames/AesirDemigod.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26171,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3179,"MicrotransactionExpeditionFootprintsEffect","Art/2DItems/Effects/Footprints/ExpeditionFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-11246,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3180,"MicrotransactionExpeditionWeaponEffect","Art/2DItems/Effects/Weapon/weapon_expedition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,28414,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3181,"MicrotransactionExpeditionPortalEffect","Art/2DItems/Effects/Portals/ExpeditionPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15731,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3182,"MicrotransactionExpeditionBrimmedHat","Art/2DItems/Effects/Hats/ExpeditionBrimmedHat.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-9893,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3183,"MicrotransactionScavengerHood","Art/2DItems/Effects/Hats/ScavengerHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-2441,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3184,"MicrotransactionScavengerHelmet","Art/2DItems/Effects/Hats/ScavengerHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1223,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3185,"MicrotransactionScavengerBoots","Art/2DItems/Effects/shoes/ScavengerBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-21186,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3186,"MicrotransactionScavengerGloves","Art/2DItems/Effects/gloves/ScavengerGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-12634,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3187,"MicrotransactionScavengerBodyArmour","Art/2DItems/Effects/BodyArmour/ScavengerBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-9516,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3188,"MicrotransactionScavengerWings","Art/2DItems/Effects/Wings/ScavengerGrandBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-16809,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3189,"MicrotransactionScavengerBackAttachment_","Art/2DItems/Effects/Wings/ScavengerSmallBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-4829,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3190,"MicrotransactionScavengerWeapon","Art/2DItems/Effects/Weapon/ScavengerWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,971,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3191,"MicrotransactionScavengerWeaponEffect__","Art/2DItems/Effects/Weapon/weapon_ScavengerWeaponEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,30108,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3192,"MicrotransactionScavengerCharacterEffect","Art/2DItems/Effects/Character/ScavengerCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-3460,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3193,"MicrotransactionScavengerPortalEffect","Art/2DItems/Effects/Portals/ScavengerPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-6382,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3194,"MicrotransactionScavengerFootprintsEffect___","Art/2DItems/Effects/Footprints/ScavengerFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,23160,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3195,"MicrotransactionScavengerBloodRageEffect","Art/2DItems/Effects/ScavengerBloodRageEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-7170,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3196,"MicrotransactionScavengerAuraEffect_","Art/2DItems/Effects/Auras/ScavengerAuraEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-4556,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3197,"MicrotransactionOverseerHood","Art/2DItems/Effects/Hats/OverseerHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1049,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3198,"MicrotransactionOverseerHelmet","Art/2DItems/Effects/Hats/OverseerHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-286,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3199,"MicrotransactionOverseerBoots","Art/2DItems/Effects/shoes/OverseerBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3902,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3200,"MicrotransactionOverseerGloves","Art/2DItems/Effects/gloves/OverseerGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-3151,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3201,"MicrotransactionOverseerBodyArmour__","Art/2DItems/Effects/BodyArmour/OverseerBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,11364,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3202,"MicrotransactionOverseerWings","Art/2DItems/Effects/Wings/OverseerWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-15978,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3203,"MicrotransactionOverseerBackAttachment","Art/2DItems/Effects/Wings/OverseerSmallBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-27001,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3204,"MicrotransactionOverseerWeapon","Art/2DItems/Effects/Weapon/OverseerWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,6714,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3205,"MicrotransactionOverseerWeaponEffect","Art/2DItems/Effects/Weapon/weapon_overseer.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,29037,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3206,"MicrotransactionOverseerCharacterEffect","Art/2DItems/Effects/Character/OverseerCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-27756,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3207,"MicrotransactionOverseerPortalEffect","Art/2DItems/Effects/Portals/OverseerPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-23352,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3208,"MicrotransactionOverseerFootprintsEffect","Art/2DItems/Effects/Footprints/OverseerFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-22448,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3209,"MicrotransactionOverseerColdSnapEffect","Art/2DItems/Effects/OverseerColdSnapEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-2835,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3210,"MicrotransactionOverseerAuraEffect","Art/2DItems/Effects/Auras/OverseerAuraEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,14829,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3211,"MicrotransactionMidnightPactHood","Art/2DItems/Effects/Hats/MidnightPactHood.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-16730,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3212,"MicrotransactionMidnightPactHelmet","Art/2DItems/Effects/Hats/MidnightPactHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,23769,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3213,"MicrotransactionMidnightPactBoots","Art/2DItems/Effects/shoes/MidnightPactBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-14013,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3214,"MicrotransactionMidnightPactGloves","Art/2DItems/Effects/gloves/MidnightPactGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-20942,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3215,"MicrotransactionMidnightPactBodyArmour","Art/2DItems/Effects/BodyArmour/MidnightPactBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13718,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3216,"MicrotransactionMidnightPactWings","Art/2DItems/Effects/Wings/MidnightPactWings.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,17633,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3217,"MicrotransactionMidnightPactBackAttachment","Art/2DItems/Effects/Wings/MidnightPactCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-8768,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3218,"MicrotransactionMidnightPactWeaponEffect","Art/2DItems/Effects/Weapon/weapon_MidnightPact.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-5825,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3219,"MicrotransactionMidnightPactPortalEffect","Art/2DItems/Effects/Portals/MidnightPactPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-7506,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3220,"MicrotransactionMidnightPactCharacterEffect","Art/2DItems/Effects/Character/MidnightPactCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13772,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3221,"MicrotransactionMidnightPactFootprintsEffect","Art/2DItems/Effects/Footprints/MidnightPactFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-9764,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3222,"MicrotransactionHasinaWhirlingBladesEffect","Art/2DItems/Effects/HasinaWhirlingBladesEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-2260,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3223,"MicrotransactionHasinaBladeVortexEffect","Art/2DItems/Effects/HasinaBladeVortexEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,8089,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3224,"MicrotransactionAuspiciousDragonWeaponEffect1","Art/2DItems/Effects/Weapon/weapon_AuspiciousDragon1.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-16396,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3225,"MicrotransactionAuspiciousDragonWeaponEffect2","Art/2DItems/Effects/Weapon/weapon_AuspiciousDragon2.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5633,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3226,"MicrotransactionAuspiciousDragonWeaponEffect3","Art/2DItems/Effects/Weapon/weapon_AuspiciousDragon3.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1974,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
3227,"MicrotransactionAuspiciousBlueDragonWeaponEffect","Art/2DItems/Effects/Weapon/weapon_AuspiciousDragonBlue.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-14660,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
