"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
103,"monster_aura_physical_damage","Allies Deal Extra Physical Damage","","","Physical Damage Aura",[26],1,3,"","","","",29,94,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"",[],[],1,[]
104,"monster_aura_speed","Allies Move and Attack Faster","","","Speed Aura","[70,210,171]",1,3,"","","","",29,95,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171]",[],"","","","","",[],"",[],[],1,[]
105,"monster_mod_speed","Allies Move and Attack Faster","","","Speed Aura","[1861,171]",1,3,"","","","",29,95,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1861,171]",[],"","","","","",[],"",[],[],1,[]
106,"monster_aura_life_regen","Allies Regenerate Life","","","Life Regen Aura",[439],1,3,"","","","",29,96,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
107,"monster_aura_resists","Allies Resist Elemental Damage","","","Resists Aura",[135],1,3,"","","","",29,97,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
108,"monster_aura_energy_shield","Allies have Energy Shield","","","Energy Shield Aura",[550],1,3,"","","","",29,98,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[550],[],"","","","","",[],"",[],[],1,[]
109,"monster_aura_energy_shield_bubble","Allies have Energy Shield","","","Energy Shield Aura",[550],1,3,"","","","",29,99,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[550],[],"","","","","",[],"",[],[],1,[]
110,"monster_aura_accuracy_and_crits","Allies have increased [Accuracy] and [Critical|Critical Hit] Chance","","","Accuracy and Crits Aura","[84,541]",1,3,"","","","",29,102,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[84,541]",[],"","","","","",[],"",[],[],1,[]
111,"monster_aura_executioner","Life and Energy Shield cannot recover above 50%","","","Executioner's Presence",[14785],1,3,"","","","",29,101,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[14785],[],"","","","","",[],"",[],[],1,[]
112,"monster_aura_pus_puke_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[440],1,3,"","","","",29,103,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"",[],[],1,[]
113,"monster_aura_chaos_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[442],1,3,"","","","",29,103,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
114,"monster_aura_physical_degen","Enemies take Physical Damage over time","","","Degeneration Aura",[2493],1,3,"","","","",29,381,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2493],[],"","","","","",[],"",[],[],1,[]
115,"monster_aura_lightning_degen","Enemies take Lightning Damage over time","","","Degeneration Aura",[1937],1,3,"","","","",29,297,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1937],[],"","","","","",[],"",[],[],1,[]
116,"monster_aura_elemental_damage","Allies deal increased Elemental Damage","","","Elemental Damage Aura",[475],1,3,"","","","",29,104,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[475],[],"","","","","",[],"",[],[],1,[]
117,"monster_aura_essence_daemon_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[440],1,3,"","","","",29,105,"","",2,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"",[],[],1,[]
118,"monster_thorns_physical","Reflects Physical Damage",1,"","Reflection",[551],1,3,"","","","",29,106,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[551],[],"","","","","",[],"",[],[],1,[]
119,"monster_thorns_elemental","Reflects Elemental Damage",1,"","Reflection",[552],1,3,"","","","",29,107,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
120,"monster_thorns_physical_large","Reflects Physical Damage",1,"","Reflection",[551],1,3,"","","","",29,108,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[551],[],"","","","","",[],"",[],[],1,[]
121,"monster_thorns_elemental_large","Reflects Elemental Damage",1,"","Reflection",[552],1,3,"","","","",29,109,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
122,"monster_thorns_bloodline","",1,"","Reflection","[551,552]",1,3,"","","","",29,110,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[551,552]",[],"","","","","",[],"",[],[],1,[]
123,"monster_thorns_bloodline_large_model","",1,"","Reflection","[551,552]",1,3,"","","","",29,111,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[551,552]",[],"","","","","",[],"",[],[],1,[]
124,"dominating_blow_hit_buff","",1,"","",[],1,2,"","","",1,29,113,1,"",2,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
125,"immortal_call","You are invulnerable to Physical Damage.","",1,"Immortal Call",[697],1,2,"","","","",29,114,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[697],[],"","","","","",[],"",[],[],1,[]
126,"vaal_immortal_call","You cannot die. You cannot gain Vaal souls.","",1,"Vaal Immortal Call","[388,7365]",1,2,"","","","",29,114,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[388,7365]",[],"","","","","",[],"",[],[],1,[]
127,"mortal_call","You take less Physical and Elemental Damage.","",1,"Immortal Call","[8861,8862,11963,8863,8864]",1,2,"","",9310,"",29,114,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[8861,8862,11963,8863,8864]",[],"","","","","",[],"",[],[],1,[]
128,"monty_haul","Drop testing","",1,"Treasure!","[145,147]",1,2,"","","",1,29,115,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[145,147]",[],"","","","","",[],"",[],[],1,[]
129,"lightning_shield","You have additional chance to block spell damage, and are immune to shock.","",1,"Tempest Shield",[2286],1,2,"","","",1,29,116,1,"",1,"",1,1,"",0,"","TempestShieldBuff","","","","",7,"",1,0,[],"","",[],"",[],[4743],[2286],[],"","","","","",[],"",[],[],1,[]
130,"fire_shield","","",1,"Molten Shell","[110,11596]",1,2,"","","","",29,117,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[110,11596]",[],"","","","","",[],"",[],[],1,[]
131,"molten_shell_damage_absorption","You have additional Armour, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Molten Shell",[],1,2,1,"",9310,"",29,117,1,"",1,"",1,1,"",0,"","DamageAbsorptionBuff","","","","",7,"","",0,[],"","",[],"",[9005],[],[9005],[9008],"","","","","",[],"",[],[],1,[]
132,"molten_shell_shield","",1,1,"","[110,11596]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[110,11596]",[],"","","","","",[],"",[],[],1,[]
133,"flask_utility_critical_strike_chance","You have increased [Critical|Critical Hit] Chance","","","Diamond Flask",[541],1,3,"","","","",29,118,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[541],[],"","","","","",[],"",[],[],1,[]
134,"flask_utility_resist_fire","You have additional Fire Resistance and less Fire Damage taken","","","Ruby Flask","[138,8205]",1,3,"","","","",29,119,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[138,8205]",[],"","","","","",[],"",[],[],1,[]
135,"flask_utility_resist_cold","You have additional Cold Resistance and less Cold Damage taken","","","Sapphire Flask","[140,8206]",1,3,"","","","",29,120,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[140,8206]",[],"","","","","",[],"",[],[],1,[]
136,"flask_utility_resist_lightning","You have additional Lightning Resistance and less Lightning Damage taken","","","Topaz Flask","[142,8207]",1,3,"","","","",29,121,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[142,8207]",[],"","","","","",[],"",[],[],1,[]
137,"flask_utility_ironskin","You have additional Armour","","","Granite Flask",[110],1,3,"","","","",29,122,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[110],[],"","","","","",[],"",[],[],1,[]
138,"flask_utility_sprint","You have increased Movement Speed","","","Quicksilver Flask",[171],1,3,"","","","",29,123,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
139,"flask_utility_resist_chaos","You have additional Chaos Resistance","","","Amethyst Flask",[144],1,3,"","","","",29,124,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[144],[],"","","","","",[],"",[],[],1,[]
140,"flask_utility_phase","You have additional chance to Suppress Spell Damage and Phasing, allowing you to move through enemies","","","Quartz Flask","[1813,14114]",1,3,"","","","",29,125,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1813,14114]",[],"","","","","",[],"",[],[],1,[]
141,"flask_utility_evasion","You have additional Evasion Rating","","","Jade Flask",[113],1,3,"","","","",29,126,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[113],[],"","","","","",[],"",[],[],1,[]
142,"flask_utility_stone","You have more Armour","","","Basalt Flask",[13742],1,3,"","","","",29,134,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13742],[],"","","","","",[],"",[],[],1,[]
143,"flask_utility_aquamarine","The effect of being Frozen on you is reduced.","","","Aquamarine Flask",[13745],1,3,"","","","",29,129,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13745],[],"","","","","",[],"",[],[],1,[]
144,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[135],1,3,"","","","",29,130,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
145,"flask_utility_smoke","You have more Evasion Rating","","","Stibnite Flask",[13741],1,3,"","","","",29,131,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13741],[],"","","","","",[],"",[],[],1,[]
146,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",29,132,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
147,"flask_utility_haste","",1,"","Silver Flask",[],1,3,"","","","",29,133,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[16580],[],[],"","","","","",[],"",[],[],1,[]
148,"flask_utility_rarity","You find items of increased Rarity","","","Gold Flask",[147],1,3,"","","","",29,135,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[147],[],"","","","","",[],"",[],[],1,[]
149,"flask_utility_ward","You have additional Ward","","","Iron Flask",[13688],1,3,"","","","",29,136,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13688],[],"","","","","",[],"",[],[],1,[]
150,"flask_utility_adaptation","You have additional Adaptation Rating","","","Steel Flask",[13696],1,3,"","","","",29,137,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13696],[],"","","","","",[],"",[],[],1,[]
151,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[388],1,3,"","","","",29,139,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[388],[],"","","","","",[],"",[],[],1,[]
152,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[171],1,3,"","","","",29,140,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
153,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[466],1,3,"","","","",29,141,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
154,"hidden_monster","",1,"","","[134,682,827,1814]","",2,"","","","",29,0,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,682,827,1814]",[],"","","","","",[],"",[],[],1,[]
155,"block_test","Testing only!!!!","",1,"Block Test","[19,210]",1,2,"","","","",29,142,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[19,210]",[],"","","","","",[],"",[],[],1,[]
156,"bleeding","Debuff inflicts [Physical] damage over time, and extra damage while moving. This Damage bypasses [EnergyShield|Energy Shield].","","","Bleeding","[7389,451]",1,3,"","","",1,29,143,1,"",2,"",1,1,"",0,"","Bleeding","","","","",7,"","",0,[],"","",[],"",[],[],"[7389,451]",[13901],"","","",1,"",[],"",[],[],2,[]
157,"bleeding_moving","",1,"","",[7389],1,3,"","","",1,29,144,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[7389],[],"","","",1,"",[],"",[],[],1,[]
158,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[6756,110,1094,5759,12266,1001,24,1861,439]",1,3,"","","","",29,147,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6756,110,1094,5759,12266,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
159,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[6757,113,1635,605,3492,1001,24,1861,439]",1,3,"","","","",29,148,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6757,113,1635,605,3492,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
160,"player_aura_resists","Grants additional Elemental Resistances and Immunity to Elemental Ailments","",1,"Purity of Elements Aura","[6768,135,909,910,911,583,1001,24,1861,439]",1,3,"","","","",29,149,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6066],"[6768,135,909,910,911,583,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
161,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura","[6765,138,580,186,1001,24,1861,439]",1,3,"","","","",29,150,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6765,138,580,186,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
162,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura","[6766,140,581,185,1001,24,1861,439]",1,3,"","","","",29,151,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6766,140,581,185,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
163,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura","[6767,142,582,187,1001,24,1861,439]",1,3,"","","","",29,152,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6767,142,582,187,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
164,"player_aura_energy_shield","You have additional Total Energy Shield based on the maximum Mana of this aura's source","",1,"Discipline","[20271,132,8393,133,1001,24,1861,439]",1,3,"","","","",29,153,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6758],"[20271,132,8393,133,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
165,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[6760,45,46,1551,1552,171,203,1001,24,1861,439]",1,3,"","","","",29,155,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6760,45,46,1551,1552,171,203,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
166,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[6761,436,8398,6111,12346,1001,24,1861,439]",1,3,"","","","",29,159,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6761,436,8398,6111,12346,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
167,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[6759,59,60,2867,1001,24,1861,439]",1,3,"","","","",29,163,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6759,59,60,2867,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
168,"player_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Haste Aura","[6764,70,210,171,1304,169,12345,1001,24,1861,439]",1,3,"","","","",29,168,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6764,70,210,171,1304,169,12345,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
169,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[6762,119,2995,571,1001,24,1861,439]",1,3,"","","","",29,170,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6762,119,2995,571,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
170,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
171,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[6763,125,390,12248,1001,24,1861,439]",1,3,"","","","",29,171,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6763,125,390,12248,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
172,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[6756,1001,135,1001,24,1861,439]",1,3,"","","","",29,176,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6756,1001,135,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
173,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[6762,439,1001,24,1861,439]",1,3,"","","","",29,175,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6762,439,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
174,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[6763,1851,1001,24,1861,439]",1,3,"","","","",29,328,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6763,1851,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
175,"vaal_aura_dodge","Grants additional chance to Evade Attack Hits, and makes Suppressed Spell Damage unlucky against you.","",1,"Vaal Grace Aura","[6757,6659,14427,1001,24,1861,120]",1,3,"","","","",29,329,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6757,6659,14427,1001,24,1861,120]",[],"","","","","",[],"",[],[],1,[]
176,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[6758,127,2216,1001,24,1861,439]",1,3,"","","","",29,330,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6758,127,2216,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
177,"vaal_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Vaal Haste Aura","[6764,70,210,171,1001,24,1861,439]",1,3,"","","","",29,331,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6764,70,210,171,1001,24,1861,439]",[],"","","","","",[],"",[],[],1,[]
178,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6536],1,3,"","","",1,29,177,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[6536],[],"","","","","",[],"",[],[],1,[]
179,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap","[7341,3219]",1,3,"","","",1,29,177,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","",7,"","",0,[],"","",[],"",[],[],"[7341,3219]",[],"","","","","",[],"",[],[],1,[]
