"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
31,"vaal_split_arrow","Vaal Split Arrow","[DNT] Fires multiple arrows which continuously fork as they fly.",25,"Art/2DArt/SkillIcons/iconsplitarrow.dds","[1,2]","[0,40,2,56,14,13,15,27,37]",[13],"","",1,"","",25,1,"[4079,3841,4087,5942,5944,17188]","[541,24,167,8187,5875,17187]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
32,"new_cold_snap","Cold Snap","Creates a sudden burst of cold in a targeted area, damaging enemies. This also creates an expanding area which is filled with chilled ground, and deals cold damage over time to enemies. Enemies that die while in the area have a chance to grant Frenzy Charges. The cooldown can be bypassed by expending a Frenzy Charge.",26,"Art/2DArt/SkillIcons/iconcoldsnap.dds","[1,2]","[1,6,7,13,14,15,21,31,29,55,8,67,71,89,171]",[],"Damage isn't everything. Weavers of Magic often find themselves facing a difficult dilemma in combat: fight or flight. When the latter option is decided, nothing does a better job of ensuring safety than Cold Snap. With a snap of the fingers, the caster summons a clump of freezing ice crystals from the ground. These frosty shards stab upward at the targeted location, impaling and freezing anything they strike. Though the damage from Cold Snap is low, it is a powerful when employed against other players in combat.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/cold_snap_new.jpg",1,"NewColdSnap",1,25,1,"[4059,3886,4036,7565,17739,17762]","[3219,24,423,7566,10282,12492]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
33,"new_vaal_cold_snap","Vaal Cold Snap","Creates a sudden burst of cold around you, damaging enemies. This also creates a chilling area around you which expands and deals cold damage over time to surrounding enemies in addition to chilling them. Enemies that die while in the area grant Frenzy Charges, and you will passively gain Frenzy Charges while there are enemies in the area.",26,"Art/2DArt/SkillIcons/iconcoldsnap.dds",[4],"[1,6,7,13,14,15,8,37,29,67,71]",[],"","",1,"NewColdSnap",1,25,1,"[4059,3886,4036,7565,17739,17762]","[3219,24,423,7566,10282,12492]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
34,"ice_nova","Ice Nova","A nova of ice expands from you, [Knockback|Knocking Back] enemies based on how close they are to you. Casting Ice Nova targeting near a Frostbolt [Projectile] will cause it to originate from the Frostbolt instead of you, and cause more [Freeze] buildup.",27,"Art/2DArt/SkillIcons/SorceressIceNova.dds",[1],"[1,6,7,13,14,15,21,31,29,69,71,83,124,139,55]",[],"Reaching deep within, the caster of the mighty Ice Nova assaults surrounding enemies with a shivering blast of pure rime. The shock wave from this nova is often enough to slay outright, and those who survive the blast will be frozen, their very blood chilled solid. With precise use, a master weaver of frost can annihilate his enemies without suffering a scratch.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_nova_new.jpg","","IceNovaPlayer","",25,1,"[4099,3859,4021,8256]","[444,24,423,8255]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/IceNova.bk2",341,"Metadata/Monsters/Companions/AIScripts/IceNova.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ice_nova/"
35,"fireball","Firebolt","Launches a fiery [Projectile] towards a target. The [Projectile] explodes on impact, damaging foes in a small area.",28,"Art/2DArt/SkillIcons/FireballSkillStaff.dds","[1,2]","[2,56,1,6,7,13,14,15,21,31,28,69,71,124,139]",[],"Tapping into the chaotic, hungry elemental force of fire, the caster sends a roaring ball of flame hurling at the target. This searing projectile flies unerringly outward, impacting with tremendous force, and burning not only the target, but adjacent foes as well. Skilled wielders of flame can ignite the enemy, causing them to burn for additional damage. A master of the fireball lays waste to all who beset him, reducing his enemies to cinders.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fireball.jpg","","FireballPlayer","",25,1,"[4097,4054,3827,11181,11183,17347,17348]","[596,210,24,2248,8217,17270,3736]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/fireball/"
36,"vaal_fireball","Vaal Fireball","Launches a series of fireballs in a spiral around the caster.",28,"Art/2DArt/SkillIcons/FireballSkillStaff.dds","[1,2]","[2,56,58,1,6,7,13,14,15,37,28,71]",[],"","",1,"","",25,1,"[4097,4054,3827,11181,11183,17347,17348]","[596,210,24,2248,8217,17270,3736]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
37,"arc","Arc","An arc of [Lightning|Lightning] stretches from the caster to a targeted enemy and [Chain|Chains] on to other nearby enemies.",29,"Art/2DArt/SkillIcons/SorceressArc.dds","[1,2]","[1,6,13,14,15,18,21,31,30,69,124,139]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/arc.jpg","","ArcPlayer","",25,1,"[4104,3854,4091,7522,7545,17350,17351]","[644,24,166,7523,7696,17272,13317]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/Arc.bk2","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
38,"vaal_arc","Vaal Arc","A shocking arc of lightning stretches from the caster to a targeted enemy and chains to other nearby enemies. Each time the beam chains it will also chain simultaneously to a second enemy, but no enemy can be hit twice by the beams. Also grants a buff making you lucky when damaging enemies with Arc for a short duration.",29,"Art/2DArt/SkillIcons/iconarc.dds","[1,2]","[1,6,13,14,15,18,37,30,8]",[],"","",1,"","",25,1,"[4104,3854,4091,7522,7545,17350,17351]","[644,24,166,7523,7696,17272,13317]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
39,"raise_zombie","Raise Zombie","Consumes a [Corpse|Corpse] or [Charges|Power Charge] to create a short-lived Zombie. Zombies created from [Charges|Power Charges] are [Empowered].",30,"Art/2DArt/SkillIcons/WitchRaiseZombie.dds","[1,20,6,30]","[5,17,14,76,139,8,65,27,130,143,170]",[],"Wraeclast is a cursed place, where the dead walk freely. Novice occultists have learned to harness this quality of the land, summoning an undead minion to do their bidding. The incantation is a minor one, so the only required reagent is some fresh kill lying about. Once summoned, the mindless creature will wander about defending its master. Higher levels of skill will summon an entity that moves quicker, hits harder, and absorbs more damage.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/raise_zombie_new.jpg","","RaiseZombiePlayer","",25,1,[],[],"[0,19,20,23,7]",1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"",403,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/raise_zombie/"
40,"righteous_fire","Righteous Fire","Engulfs you in magical fire that rapidly burns you and nearby enemies. Your spell damage is substantially increased while under this effect. The effect ends when you have 1 life remaining.",31,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,31,63,71,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousFirePlayer","",25,1,"[3868,4025,4340]","[24,423,25]",[],1,1,[17436],8,"","","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
41,"vaal_righteous_fire_duration","Vaal Righteous Fire","Sacrifices a portion of your Life and Energy Shield to engulf you in magical fire that rapidly burns nearby enemies for a duration. Your spell damage is increased while under this effect.",32,"Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,24,34,28,14,37,8,71,63,84,85,89]",[],"","",1,"","",25,1,"[3868,4025,4340]","[24,423,25]",[],1,1,[17436],8,"","","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
42,"melee","Basic Attack","",34,"Art/2DArt/SkillIcons/iconbasicattack.dds","[1,2]","[0,40,57,2,20,23,19,56]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
43,"melee_triggered","","",34,"","[1,2]","[0,40,57,2,20,23,19,56,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
44,"monster_projectile_weapon","","",35,"","[1,2]","[0,40,57,2,56,6,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
45,"monster_projectile_weapon_no_los","","",35,"","[1,2,8]","[0,40,57,2,56,6,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
46,"cobra_lash","Cobra Lash","Fires a poisonous projectile based on your weapon that will chain between enemies.",36,"Art/2DArt/SkillIcons/CobraLash.dds","[1,2]","[0,40,2,56,6,31,41]","[7,6]","","",1,"","",25,1,"[9755,9756,9757]","[24,169,166]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
47,"bloodchieftain_summonmonkeys","","",37,"",[4],"[1,6,7,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
48,"skeleton_projectile_fire","","",38,"",[2],"[1,6,21,2,56,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
49,"skeleton_projectile_cold","","",39,"","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
50,"skeleton_projectile_lightning","","",40,"","[2,1]","[1,6,21,2,56,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
51,"spark","Spark","Launches a spray of sparking [Projectile|Projectiles] that travel erratically along the ground until they hit an enemy or expire.",41,"Art/2DArt/SkillIcons/SorceressSpark.dds","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69,124,139]",[],"Lightning is a fickle servant. However, skilled casters have learned to harness this frenetic element to devastating effect. With a single incantation, two pulsing strands of electric energy appear, and begin to move erratically around the battlefield. Whenever one contacts an enemy, it discharges, dealing tremendous damage and frequently causing paralysis.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/spark.jpg","","SparkPlayer","",25,1,"[3839,4086,4062,5252,5935,5937,5978,17458,17477]","[24,167,169,166,1738,167,209,17404,17476]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/Spark.bk2","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spark/"
52,"unique_earthbound_triggered_spark","Spark","Launches a spray of sparking [Projectile|Projectiles] that travel erratically along the ground until they hit an enemy or expire.",41,"Art/2DArt/SkillIcons/SorceressSpark.dds","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69,124,139,89]",[],"Lightning is a fickle servant. However, skilled casters have learned to harness this frenetic element to devastating effect. With a single incantation, two pulsing strands of electric energy appear, and begin to move erratically around the battlefield. Whenever one contacts an enemy, it discharges, dealing tremendous damage and frequently causing paralysis.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/spark.jpg","","SparkPlayer","",25,"","[3839,4086,4062,5252,5935,5937,5978,17458,17477]","[24,167,169,166,1738,167,209,17404,17476]",[],1,"",[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/Spark.bk2","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/spark/"
53,"vaal_spark","Vaal Spark","Continuously launches unpredictable sparks in all directions that move randomly until they hit an enemy or expire.",41,"Art/2DArt/SkillIcons/spark.dds","[1,2]","[1,2,56,58,6,8,13,14,15,37,30]",[],"","",1,"","",25,1,"[3839,4086,4062,5252,5935,5937,5978,17458,17477]","[24,167,169,166,1738,167,209,17404,17476]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
54,"monster_spark","","",41,"","[1,2]","[1,2,56,6,8,13,14,15,21,31,30,69,124]",[],"","","","SparkPlayer","",25,1,"[3839,4086,4062,5252,5935,5937,5978,17458,17477]","[24,167,169,166,1738,167,209,17404,17476]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/Spark.bk2","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
55,"ice_spear","Ice Spear","Launches shards of ice in rapid succession. After travelling a short distance they change to a second form, which moves much faster and pierces through enemies.",42,"Art/2DArt/SkillIcons/IceSpear.dds","[1,2]","[1,2,56,6,13,14,15,21,31,29,69]",[],"Harnessing the freezing might of the far North, the caster conjures a lance of razor sharp ice crystal, and launches it at a target. The Ice Spear pierces armour and flesh alike, rocketing towards an enemy and exploding in a blast of deadly rime. The blast will freeze the blood of its target, locking them in place for a substantial duration. Enemies pierced by the spear take significant damage, but will avoid the paralysis of the main explosion.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/ice_spear.jpg","","IceSpearPlayer","",25,1,"[3860,8249,17368,17369]","[24,167,1738,1092]",[],1,1,[8261],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"Art/Videos/SkillExamples/IceSpear.bk2",365,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
