"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","rid","rid","row","[rid]","[rid]","[rid]","string","[rid]","[rid]","i32","i32","rid","[rid]","[rid]","[rid]","[rid]","[string]","bool","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
67,"NearbyAlliesAllResistances2",16764,10760,26,18254,"","","",1,"of Acclimatisation",2,[56],6,8,0,0,0,0,0,7408,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1763746915,[],"",0,0,268435456,29,50331648,0,""
68,"NearbyAlliesAllResistances3",52770,10760,40,18254,"","","",1,"of Adaptation",2,[56],9,11,0,0,0,0,0,7544,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-283106902,[],"",0,0,-1744830464,29,50331648,0,""
69,"NearbyAlliesAllResistances4",50025,10760,54,18254,"","","",1,"of Evolution",2,[56],12,14,0,0,0,0,0,7678,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,712852811,[],"",0,0,503316480,30,50331648,0,""
70,"NearbyAlliesAllResistances5",50963,10760,68,18254,"","","",1,"of Progression",2,[56],15,16,0,0,0,0,0,7816,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-374843798,[],"",0,0,-1476395008,30,50331648,0,""
71,"NearbyAlliesAllResistances6",42402,10760,80,18254,"","","",1,"of Metamorphosis",2,[56],17,18,0,0,0,0,0,7958,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1448997369,[],"",0,0,905969664,31,50331648,0,""
72,"ChaosResist1",51331,247,16,144,"","","",1,"of the Lost",2,[88],4,7,0,0,0,0,0,8060,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1196527571,[],"",0,0,-1677721600,31,50331648,0,""
73,"ChaosResist2",40461,247,30,144,"","","",1,"of Banishment",2,[88],8,11,0,0,0,0,0,8166,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,561954675,[],"",0,0,100663296,32,50331648,0,""
74,"ChaosResist3",45707,247,44,144,"","","",1,"of Eviction",2,[88],12,15,0,0,0,0,0,8268,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-239516878,[],"",0,0,1811939328,32,50331648,0,""
75,"ChaosResist4",57110,247,56,144,"","","",1,"of Expulsion",2,[88],16,19,0,0,0,0,0,8372,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1724496352,[],"",0,0,-738197504,32,50331648,0,""
76,"ChaosResist5",36506,247,68,144,"","","",1,"of Exile",2,[88],20,23,0,0,0,0,0,8468,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1368186646,[],"",0,0,872415232,33,50331648,0,""
77,"ChaosResist6",60764,247,81,144,"","","",1,"of Bameth",2,[88],24,27,0,0,0,0,0,8566,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[312,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,717342621,[],"",0,0,-1778384896,33,50331648,0,""
78,"IncreasedLife1",9449,0,1,117,"","","",1,"Hale",1,[0],10,19,0,0,0,0,0,8658,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1704083835,[],"",0,0,-234881024,33,50331648,0,""
79,"IncreasedLife2",58537,0,5,117,"","","",1,"Healthy",1,[0],20,29,0,0,0,0,0,8756,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2082183347,[],"",0,0,1409286144,34,50331648,0,""
80,"IncreasedLife3",58606,0,11,117,"","","",1,"Sanguine",1,[0],30,39,0,0,0,0,0,8856,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1312729808,[],"",0,0,-1207959552,34,50331648,0,""
81,"IncreasedLife4",33655,0,18,117,"","","",1,"Stalwart",1,[0],40,59,0,0,0,0,0,8956,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1845292683,[],"",0,0,469762048,35,50331648,0,""
82,"IncreasedLife5",53843,0,24,117,"","","",1,"Stout",1,[0],60,69,0,0,0,0,0,9050,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1091081052,[],"",0,0,2046820352,35,50331648,0,""
83,"IncreasedLife6",57475,0,30,117,"","","",1,"Robust",1,[0],70,84,0,0,0,0,0,9146,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1214621926,[],"",0,0,-637534208,35,50331648,0,""
84,"IncreasedLife7",25711,0,36,117,"","","",1,"Rotund",1,[0],85,99,0,0,0,0,0,9242,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,102130297,[],"",0,0,973078528,36,50331648,0,""
85,"IncreasedLife8",13916,0,44,117,"","","",1,"Virile",1,[0],100,119,0,0,0,0,0,9338,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1584621615,[],"",0,0,-1711276032,36,50331648,0,""
86,"IncreasedLife9",11324,0,56,117,"","","",1,"Athlete's",1,[0],120,149,0,0,0,0,0,9440,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1993628392,[],"",0,0,0,37,50331648,0,""
87,"IncreasedLife10",60280,0,68,117,"","","",1,"Fecund",1,[0],150,174,0,0,0,0,0,9538,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1923258842,[],"",0,0,1644167168,37,50331648,0,""
88,"IncreasedLife11",18522,0,74,117,"","","",1,"Vigorous",1,[0],175,189,0,0,0,0,0,9640,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,403984462,[],"",0,0,-939524096,37,50331648,0,""
89,"IncreasedLife12",63978,0,78,117,"","","",1,"Rapturous",1,[0],190,199,0,0,0,0,0,9744,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2084406744,[],"",0,0,805306368,38,50331648,0,""
90,"IncreasedLife13",36772,0,82,117,"","","",1,"Prime",1,[0],200,214,0,0,0,0,0,9840,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1550064061,[],"",0,0,-1879048192,38,50331648,0,""
91,"MaximumLifeIncrease1",34591,233,36,118,"","","",1,"Hopeful",1,[76],3,4,0,0,0,0,0,9950,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1308698574,[],"",0,0,-33554432,38,50331648,0,""
92,"MaximumLifeIncrease2",45706,233,61,118,"","","",1,"Optimistic",1,[76],5,6,0,0,0,0,0,10066,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1544649773,[],"",0,0,1912602624,39,50331648,0,""
93,"MaximumLifeIncrease3",63919,233,80,118,"","","",1,"Confident",1,[76],7,8,0,0,0,0,0,10180,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1408950489,[],"",0,0,-469762048,39,50331648,0,""
94,"IncreasedMana1",16807,11,1,121,"","","",1,"Beryl",1,[1],10,14,0,0,0,0,0,10274,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-264588899,[],"",0,0,1107296256,40,50331648,0,""
95,"IncreasedMana2",8056,11,6,121,"","","",1,"Cobalt",1,[1],15,24,0,0,0,0,0,10370,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,175052055,[],"",0,0,-1577058304,40,50331648,0,""
96,"IncreasedMana3",9225,11,12,121,"","","",1,"Azure",1,[1],25,34,0,0,0,0,0,10464,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1703035275,[],"",0,0,0,41,50331648,0,""
97,"IncreasedMana4",4695,11,19,121,"","","",1,"Teal",1,[1],35,54,0,0,0,0,0,10556,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-849879296,[],"",0,0,1543503872,41,50331648,0,""
98,"IncreasedMana5",9667,11,25,121,"","","",1,"Cerulean",1,[1],55,64,0,0,0,0,0,10656,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1374581805,[],"",0,0,-1073741824,41,50331648,0,""
99,"IncreasedMana6",1320,11,31,121,"","","",1,"Aqua",1,[1],65,79,0,0,0,0,0,10748,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,165809354,[],"",0,0,469762048,42,50331648,0,""
100,"IncreasedMana7",45018,11,36,121,"","","",1,"Opalescent",1,[1],80,89,0,0,0,0,0,10852,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2028656433,[],"",0,0,-2080374784,42,50331648,0,""
101,"IncreasedMana8",33904,11,43,121,"","","",1,"Gentian",1,[1],90,104,0,0,0,0,0,10950,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-204310622,[],"",0,0,-436207616,42,50331648,0,""
102,"IncreasedMana9",23162,11,53,121,"","","",1,"Chalybeous",1,[1],105,124,0,0,0,0,0,11054,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1085217493,[],"",0,0,1308622848,43,50331648,0,""
103,"IncreasedMana10",48153,11,63,121,"","","",1,"Mazarine",1,[1],125,149,0,0,0,0,0,11156,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,190822214,[],"",0,0,-1275068416,43,50331648,0,""
104,"IncreasedMana11",59620,11,69,121,"","","",1,"Blue",1,[1],150,164,0,0,0,0,0,11250,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1924307543,[],"",0,0,301989888,44,50331648,0,""
105,"IncreasedMana12",37177,11,77,121,"","","",1,"Zaffre",1,[1],165,179,0,0,0,0,0,11348,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1754331561,[],"",0,0,1946157056,44,50331648,0,""
106,"IncreasedMana13",15630,11,82,121,"","","",1,"Ultramarine",1,[1],180,189,0,0,0,0,0,11456,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1656381364,[],"",0,0,-536870912,44,50331648,0,""
107,"IncreasedManaTwoHandWeapon1",39153,11,1,121,"","","",1,"Beryl",1,[1],14,20,0,0,0,0,0,11562,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-73112747,[],"",0,0,1241513984,45,50331648,0,""
108,"IncreasedManaTwoHandWeapon2_",58726,11,6,121,"","","",1,"Cobalt",1,[1],21,34,0,0,0,0,0,11670,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2113050773,[],"",0,0,-1241513984,45,50331648,0,""
109,"IncreasedManaTwoHandWeapon3_",54770,11,12,121,"","","",1,"Azure",1,[1],35,48,0,0,0,0,0,11778,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-236116961,[],"",0,0,570425344,46,50331648,0,""
110,"IncreasedManaTwoHandWeapon4",62160,11,19,121,"","","",1,"Sapphire",1,[1],49,76,0,0,0,0,0,11904,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,68024029,[],"",0,0,-1610612736,46,50331648,0,""
111,"IncreasedManaTwoHandWeapon5",4543,11,25,121,"","","",1,"Cerulean",1,[1],77,90,0,0,0,0,0,12010,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,742342016,[],"",0,0,167772160,47,50331648,0,""
112,"IncreasedManaTwoHandWeapon6",24572,11,31,121,"","","",1,"Aqua",1,[1],91,111,0,0,0,0,0,12116,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1981295077,[],"",0,0,1946157056,47,50331648,0,""
113,"IncreasedManaTwoHandWeapon7",53324,11,36,121,"","","",1,"Opalescent",1,[1],112,125,0,0,0,0,0,12222,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2101325172,[],"",0,0,-570425344,47,50331648,0,""
114,"IncreasedManaTwoHandWeapon8_",5220,11,43,121,"","","",1,"Gentian",1,[1],126,146,0,0,0,0,0,12330,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,208345103,[],"",0,0,1241513984,48,50331648,0,""
115,"IncreasedManaTwoHandWeapon9",42957,11,53,121,"","","",1,"Chalybeous",1,[1],147,174,0,0,0,0,0,12436,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2037440190,[],"",0,0,-1275068416,48,50331648,0,""
116,"IncreasedManaTwoHandWeapon10",784,11,63,121,"","","",1,"Mazarine",1,[1],175,209,0,0,0,0,0,12544,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-866660537,[],"",0,0,536870912,49,50331648,0,""
117,"IncreasedManaTwoHandWeapon11",63864,11,69,121,"","","",1,"Blue",1,[1],210,230,0,0,0,0,0,12652,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,86572112,[],"",0,0,-1946157056,49,50331648,0,""
118,"IncreasedManaTwoHandWeapon12",53699,11,77,121,"","","",1,"Zaffre",1,[1],231,251,0,0,0,0,0,12760,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-385271606,[],"",0,0,-134217728,49,50331648,0,""
119,"MaximumManaIncrease1",28445,463,35,122,"","","",1,"Cognizant",1,[152],5,6,0,0,0,0,0,12874,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1480320026,[],"",0,0,1778384896,50,50331648,0,""
120,"MaximumManaIncrease2",4907,463,60,122,"","","",1,"Perceptive",1,[152],7,8,0,0,0,0,0,12990,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-569481424,[],"",0,0,-570425344,50,50331648,0,""
121,"MaximumManaIncrease3",59919,463,79,122,"","","",1,"Mnemonic",1,[152],9,10,0,0,0,0,0,13102,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1579391306,[],"",0,0,1308622848,51,50331648,0,""
122,"IncreasedPhysicalDamageReductionRating1",21598,56,1,110,"","","",1,"Lacquered",1,[24],12,22,0,0,0,0,0,13254,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,436817495,[],"",0,0,-436207616,51,50331648,0,""
123,"IncreasedPhysicalDamageReductionRating2",52438,56,11,110,"","","",1,"Studded",1,[24],23,42,0,0,0,0,0,13402,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1510577887,[],"",0,0,2046820352,52,50331648,0,""
124,"IncreasedPhysicalDamageReductionRating3",20362,56,17,110,"","","",1,"Ribbed",1,[24],43,54,0,0,0,0,0,13548,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-487871135,[],"",0,0,201326592,53,50331648,0,""
125,"IncreasedPhysicalDamageReductionRating4",64026,56,28,110,"","","",1,"Fortified",1,[24],55,81,0,0,0,0,0,13700,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1792839879,[],"",0,0,-1543503872,53,50331648,0,""
126,"IncreasedPhysicalDamageReductionRating5",27972,56,37,110,"","","",1,"Plated",1,[24],82,106,0,0,0,0,0,13846,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1306534052,[],"",0,0,905969664,54,50331648,0,""
127,"IncreasedPhysicalDamageReductionRating6",52694,56,48,110,"","","",1,"Carapaced",1,[24],107,138,0,0,0,0,0,13998,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,51826368,[],"",0,0,-838860800,54,50331648,0,""
128,"IncreasedPhysicalDamageReductionRating7",47977,56,57,110,"","","",1,"Encased",1,[24],139,168,0,0,0,0,0,14146,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1687478269,[],"",0,0,1644167168,55,50331648,0,""
129,"IncreasedPhysicalDamageReductionRating8_",30147,56,66,110,"","","",1,"Enveloped",1,[24],169,195,0,0,0,0,0,14300,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1774787594,[],"",0,0,-67108864,55,50331648,0,""
130,"IncreasedPhysicalDamageReductionRating9",55902,56,74,110,"","","",1,"Abating",1,[24],196,224,0,0,0,0,0,14448,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,213049184,[],"",0,0,-1879048192,56,50331648,0,""
131,"IncreasedPhysicalDamageReductionRating10",23700,56,82,110,"","","",1,"Unmoving",1,[24],225,255,0,0,0,0,0,14600,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[7,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1044520161,[],"",0,0,671088640,57,50331648,0,""
132,"IncreasedEvasionRating1",51266,54,1,113,"","","",1,"Agile",1,[23],8,15,0,0,0,0,0,14712,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-375709223,[],"",0,0,-1744830464,57,50331648,0,""
133,"IncreasedEvasionRating2",13411,54,11,113,"","","",1,"Dancer's",1,[23],16,33,0,0,0,0,0,14830,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[574,317]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1544775793,[],"",0,0,234881024,58,50331648,0,""
