"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
103,"Weapon_Sunstone","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/wand_dagger/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_staff/2h_staff.epk",-29,2147352576,2,-2133852160,2,-2120351744,2,-2106851328,2,56492032,0,-2093088768,2,2119303168,2,56492032,0,56492032,0,56492032,0,0
104,"Weapon_Doomcrow","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/staff.epk",18717,-2020212736,2,-2055471104,2,-2020212736,2,-2078277632,2,56492032,0,-2007891968,2,-2043543552,2,56492032,0,56492032,0,56492032,0,0
105,"Weapon_Madcap","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/staff.epk",15576,-1928855552,2,-1967915008,2,-1928855552,2,-1915224064,2,56492032,0,-1902510080,2,-1954676736,2,56492032,0,56492032,0,56492032,0,0
106,"Footprint_Madcap","","","","","","","",-8511,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
107,"Weapon_Huntsman","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/staff.epk",15380,-1820852224,2,-1859780608,2,-1820852224,2,-1884946432,2,56492032,0,-1807220736,2,-1846542336,2,56492032,0,56492032,0,56492032,0,0
108,"Footprint_Huntsman","","","","","","","",-1385,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
109,"Footprint_Transcendence","","","","","Metadata/Effects/Microtransactions/foot_prints/darkwood/EPK.epk","","",7347,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-1788346368,2,-1788346368,2,56492032,0,0
110,"Weapon_CultofDarkness","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/axe_mace.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/staff.epk",18334,-1714028544,2,-1752170496,2,-1714028544,2,-1776812032,2,56492032,0,-1700659200,2,-1739194368,2,56492032,0,56492032,0,56492032,0,0
111,"Weapon_BloodKnight","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/staff.epk",-16846,-1624506368,2,-1661468672,2,-1624506368,2,-1685323776,2,56492032,0,-1611530240,2,-1648885760,2,56492032,0,56492032,0,56492032,0,0
112,"Footprint_Wild","","","","","","","",-22203,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
113,"Footprint_WildGold","","","","","","","",-23029,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
114,"Footprint_Wrangler","","","","","","","",222,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
115,"Footprint_SilverWrangler","","","","","","","",14289,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
116,"Weapon_Wild","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/staff.epk",-23938,-1524760576,2,-1562378240,2,-1524760576,2,-1586757632,2,56492032,0,-1511653376,2,-1549664256,2,56492032,0,56492032,0,56492032,0,0
117,"Weapon_Wrangler","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/staff.epk",8373,-1432223744,2,-1471414272,2,-1432223744,2,-1496842240,2,56492032,0,-1418592256,2,-1458176000,2,56492032,0,56492032,0,56492032,0,0
118,"Weapon_Illusionist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/staff.epk",6470,-1329987584,2,-1317666816,2,-1305477120,2,-1293287424,2,56492032,0,-1281359872,2,-1354104832,2,56492032,0,56492032,0,56492032,0,0
119,"Weapon_Lich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/staff.epk",-1610,-1195900928,2,-1244135424,2,-1195900928,2,-1267466240,2,56492032,0,-1183973376,2,-1219624960,2,56492032,0,56492032,0,56492032,0,0
120,"Weapon_Sentinel","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/staff.epk",16269,-1111097344,2,-1146617856,2,-1111097344,2,-1169948672,2,56492032,0,-1099300864,2,-1134821376,2,56492032,0,56492032,0,56492032,0,0
121,"Weapon_Ringmaster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/staff.epk",728,-1018953728,2,-1059061760,2,-1018953728,2,-1085014016,2,56492032,0,-1004929024,2,-1045430272,2,56492032,0,56492032,0,56492032,0,0
122,"Weapon_Harlequin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_harlequin/EPKs/staff.epk",5937,-923795456,2,-963510272,2,-923795456,2,-989200384,2,56492032,0,-909901824,2,-950009856,2,56492032,0,56492032,0,56492032,0,0
123,"Footprint_Ringmaster","","","","","","","",-13923,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
124,"Footprint_JovialRingmaster","","","","","","","",6701,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
125,"Footprint_Harlequin","","","","","","","",-26450,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
126,"Footprint_DismalHarlequin","","","","","","","",-584,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
127,"Footprint_Miracle","","","","","","","",-6054,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
128,"Weapon_Chiyou","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/chiyou/EPKs/staff.epk",25862,-822476800,2,-857473024,2,-822476800,2,-880017408,2,56492032,0,-810156032,2,-845545472,2,56492032,0,56492032,0,56492032,0,0
129,"Footprint_Chiyou","","","","","","","",-17772,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
130,"Weapon_Basilisk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_1H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Basilisk/epk/staff.epk",-11868,-723648512,2,-711720960,2,-699924480,2,-688128000,2,56492032,0,-676593664,2,-747372544,2,56492032,0,56492032,0,56492032,0,0
131,"Weapon_Crusader","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/mace_axe_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Crusader/epk/sword_1H_2H_staff.epk",18893,-613023744,2,-638713856,2,-613023744,2,-600571904,2,56492032,0,-589037568,2,-626262016,2,56492032,0,56492032,0,56492032,0,0
132,"Weapon_Eyrie","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eyrie/EPKs/staff.epk",31917,-518520832,2,-553123840,2,-518520832,2,-575406080,2,56492032,0,-506331136,2,-541327360,2,56492032,0,56492032,0,56492032,0,0
133,"Weapon_Judicator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Judicator/epk/staff.epk",16785,-431882240,2,-419823616,2,-407896064,2,-395968512,2,56492032,0,-384303104,2,-456261632,2,56492032,0,56492032,0,56492032,0,0
134,"Weapon_Orion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/orion/EPKs/staff.epk",19657,-313655296,2,-348258304,2,-313655296,2,-370540544,2,56492032,0,-301465600,2,-336461824,2,56492032,0,56492032,0,56492032,0,0
135,"Weapon_Sanctum","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/sanctum/EPKs/staff.epk",-1665,-229638144,2,-265027584,2,-229638144,2,-287834112,2,56492032,0,-217186304,2,-252968960,2,56492032,0,56492032,0,56492032,0,0
136,"Weapon_Damnation","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/mace_1H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/sword_1H_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Damnation/epk/staff.epk",28795,-143130624,2,-131072000,2,-119144448,2,-107216896,2,56492032,0,-95551488,2,-167510016,2,56492032,0,56492032,0,56492032,0,0
137,"Footprint_PolarisBlack","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_black/foot_trail.epk","","",-15939,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-80478208,2,-80478208,2,56492032,0,0
138,"Weapon_PolarisBlack","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_black/EPKs/staff.epk",21336,-5505024,2,-43253760,2,-5505024,2,-67633152,2,56492032,0,7733248,3,-30408704,2,56492032,0,56492032,0,56492032,0,0
139,"Footprint_PolarisWhite","","","","","Metadata/Effects/Microtransactions/foot_prints/polaris_white/foot_trail.epk","","",-9618,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,23461888,3,23461888,3,56492032,0,0
140,"Weapon_PolarisWhite","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/polaris_white/EPKs/sword.epk",14765,85983232,3,60686336,3,85983232,3,36306944,3,56492032,0,99221504,3,73531392,3,56492032,0,56492032,0,56492032,0,0
