"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","string","bool","bool","i32","i32","i32","i32","bool","i32","[string]","rid","bool","bool","bool","[rid]"
182,"add_endurance_charge_on_critical_strike",1,"","",4,"","Add Endurance Charge on Critical Strike","","",-16843010,-16843010,-16843010,-16843010,"",62683932,[],"","","","",[]
183,"add_frenzy_charge_on_critical_strike",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",211294352,[],"","","","",[]
184,"add_power_charge_on_critical_strike",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1279355034,[],"","","","",[]
185,"add_endurance_charge_on_skill_hit_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-326764135,[],"","","",1,[]
186,"add_frenzy_charge_on_skill_hit_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-803273743,[],16,"","",1,[]
187,"add_power_charge_on_skill_hit_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1641523098,[],"","","",1,[]
188,"add_endurance_charge_on_enemy_critical_strike",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-292376177,[],"","","","",[]
189,"add_endurance_charge_on_status_ailment",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1283605356,[],"","","","",[]
190,"base_avoid_chill_%","","","",1,"","Chill Avoidance","","",-16843010,-16843010,-16843010,-16843010,"",-808665548,[],11,"","",1,[]
191,"base_avoid_freeze_%","","","",1,"","Freeze Avoidance","","",-16843010,-16843010,-16843010,-16843010,1,141091880,[],11,"","",1,[]
192,"base_avoid_ignite_%","","","",1,"","Ignite Avoidance","","",-16843010,-16843010,-16843010,-16843010,1,874270813,[],11,"","",1,[]
193,"base_avoid_shock_%","","","",1,"","Shock Avoidance","","",-16843010,-16843010,-16843010,-16843010,1,-1092858676,[],11,"","",1,[]
194,"avoid_stun_%",1,"","",1,"","Stun Avoidance","",1,-16843010,-16843010,-16843010,-16843010,1,1831785693,[],"","","",1,[0]
195,"always_ignite",1,"","",4,"","Always Ignite Targets","","",-16843010,-16843010,-16843010,-16843010,"",1700101235,[],"","","","",[]
196,"always_shock",1,"","",4,"","Always Shock Targets","","",-16843010,-16843010,-16843010,-16843010,"",601204277,[],"","","","",[]
197,"always_stun",1,"","",4,"","Always Stun Targets","","",-16843010,-16843010,-16843010,-16843010,1,-391711414,[],"","","","",[]
198,"always_freeze",1,"","",4,"","Always Freeze Targets","","",-16843010,-16843010,-16843010,-16843010,1,128701435,[],"","","","",[]
199,"chill_duration_+%","","","",1,"","Chill Duration Increase","","",-16843010,-16843010,-16843010,-16843010,1,21460690,[],2,"","",1,[]
200,"shock_duration_+%","","","",1,"","Shock Duration Increase","","",-16843010,-16843010,-16843010,-16843010,1,-1227052219,[],2,"","",1,[]
201,"freeze_duration_+%","","","",1,"","Freeze Duration Increase","","",-16843010,-16843010,-16843010,-16843010,1,-1350547084,[],2,"","",1,[]
202,"ignite_duration_+%","","","",1,"","Ignite Duration Increase","","",-16843010,-16843010,-16843010,-16843010,1,1688317111,[],2,"","",1,[]
203,"stun_duration_+%",1,"","",1,"","Stun Duration Increase","",1,-16843010,-16843010,-16843010,-16843010,1,-1411890284,[],"","","",1,[18]
204,"base_self_chill_duration_-%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1631867717,[],"","","",1,[]
205,"base_self_shock_duration_-%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,150347000,[],"","","",1,[]
206,"base_self_freeze_duration_-%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-2015042282,[],2,"","",1,[]
207,"base_self_ignite_duration_-%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,-910039483,[],2,"","",1,[]
208,"chance_per_second_of_fire_spreading_between_enemies_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1878136481,[],"","","",1,[]
209,"burn_damage_+%",1,"","",1,"","Burning Damage Increase","","",-16843010,-16843010,-16843010,-16843010,1,-1997310462,[],1,"","",1,[]
210,"active_skill_level_+",1,"","",3,"","Active Skill Level","","",-16843010,-16843010,-16843010,-16843010,"",1316576757,[],"",1,"",1,[]
211,"gem_experience_gain_+%",1,"","",1,"","Gem Experience Gain",1,"",-16843010,-16843010,-16843010,-16843010,1,-433741010,[],"","","",1,[]
212,"skill_area_of_effect_+%",1,"","",1,"","Skill Area of Effect Radius Increase",1,1,-16843010,-16843010,-16843010,-16843010,1,425804088,[],"","","",1,[31]
213,"base_mana_cost_-%","","","",1,"","Mana Cost Reduction","","",-16843010,-16843010,-16843010,-16843010,1,1289380842,[],8,1,"",1,[]
214,"skill_repeat_count",1,"","",3,"","Skill Repeat Count",1,"",-16843010,-16843010,-16843010,-16843010,1,470395884,[],"",1,"",1,[]
215,"skill_effect_duration_+%",1,"","",1,"","Skill Duration",1,"",-16843010,-16843010,-16843010,-16843010,1,183850661,[],18,"","",1,[]
216,"base_cast_speed_+%",1,"","",1,"","Cast Speed +%","","",-16843010,-16843010,-16843010,-16843010,1,-1571913637,[],3,"","",1,[]
217,"cast_speed_+%_per_power_charge",1,"","",1,"","Cast Speed increase per Power Charge","","",-16843010,-16843010,-16843010,-16843010,1,-115527685,[],"","","",1,[]
218,"skill_cooldown_-%",1,"","",1,"","Skill Cooldown Reduction","","",-16843010,-16843010,-16843010,-16843010,"",1421329127,[],"","","",1,[]
219,"avoid_interruption_while_casting_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1693823433,[],18,"","",1,[]
220,"base_attack_repeat_count","","","",3,"","Additional Targets","","",-16843010,-16843010,-16843010,-16843010,"",200207583,[],"","","",1,[]
221,"base_stun_recovery_+%",1,"","",1,"","Base Stun Recovery +%","","",-16843010,-16843010,-16843010,-16843010,1,1296349074,[],11,"","",1,[]
222,"stun_recovery_+%_per_frenzy_charge",1,"","",1,"","Stun Recovery increase per Frenzy Charge","","",-16843010,-16843010,-16843010,-16843010,1,-1772884047,[],"","","",1,[]
223,"while_using_sword_reduce_enemy_block_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-304125896,[],6,"","",1,[]
224,"prevent_monster_heal",1,"","",4,"","Prevent Monster Heal","","",-16843010,-16843010,-16843010,-16843010,"",607476185,[],"","","","",[]
225,"prevent_monster_heal_duration_+%",1,"","",1,"","Prevent Monster Heal Duration","","",-16843010,-16843010,-16843010,-16843010,"",-1204438960,[],"","","",1,[]
226,"chest_trap_defuse_%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",47428942,[],"","","",1,[]
227,"enemies_chill_as_unfrozen",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",773106185,[],2,"","","",[]
228,"shocks_enemies_that_hit_actor_while_actor_is_casting","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",357082255,[],"","","","",[]
229,"local_is_max_quality",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1531264119,[],"","","","",[]
230,"local_disable_gem_experience_gain",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2128634386,[],"","","","",[]
231,"local_gem_experience_gain_+%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1116356588,[],"","","",1,[]
232,"local_extra_socket",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1670712245,[],"","","","",[]
233,"local_level_requirement_-",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-326303339,[],"","","",1,[]
234,"local_attribute_requirements_+%",1,1,"",1,"","Local Attribute Requirements +%","","",-16843010,-16843010,-16843010,-16843010,"",-2049182743,[],"","","",1,[]
235,"local_all_sockets_are_white",1,1,"",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1657225818,[],"","","","",[]
236,"local_quantity_of_sockets_+%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1336915422,[],"","","",1,[]
237,"local_connectivity_of_sockets_+%",1,1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",215824079,[],"","","",1,[]
238,"local_gem_level_+",1,1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",410299292,[],"","","",1,[]
239,"combined_base_block_%","","","",1,"","Block Chance","",1,-16843010,-16843010,-16843010,-16843010,"",-1550187436,[],"","","",1,[0]
240,"physical_damage_reduction_rating",1,"","",1,"","Armour","",1,-16843010,-16843010,-16843010,-16843010,1,1340387908,[],"","","",1,[0]
241,"spell_block_%",1,"","",1,"","Chance to Block Spells","",1,-16843010,-16843010,-16843010,-16843010,1,-2069395702,[],9,"","",1,[0]
242,"movement_velocity_+%",1,"","",1,"","Movement Velocity +%",1,1,-16843010,-16843010,-16843010,-16843010,1,2063237342,[],"","","",1,[37]
243,"is_dual_wielding",1,"","",4,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1159671063,[],"","","","",[0]
244,"maximum_life",1,"","",3,"","Life",1,1,-16843010,-16843010,-16843010,-16843010,1,-1753056199,[],"","","",1,[0]
245,"maximum_mana",1,"","",3,"","Mana",1,1,-16843010,-16843010,-16843010,-16843010,1,2093351468,[],"","","",1,[0]
246,"maximum_energy_shield",1,"","",3,"","Energy Shield",1,1,-16843010,-16843010,-16843010,-16843010,1,-1602394125,[],"","","",1,[0]
247,"total_life_recovery_per_minute_from_regeneration",1,"","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,-814531953,[],"","","",1,[0]
248,"total_mana_recovery_per_minute_from_regeneration",1,"","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1580874553,[],"","","",1,[0]
249,"energy_shield_recharge_rate_per_minute",1,"","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,2134312733,[],"","","",1,[0]
250,"spell_minimum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,568816901,[],"","","",1,[3]
251,"spell_maximum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1304101156,[],"","","",1,[3]
252,"spell_minimum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-162140933,[],"","","",1,[3]
253,"spell_maximum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,55684540,[],"","","",1,[3]
254,"spell_minimum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,501171089,[],"","","",1,[3]
255,"spell_minimum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1952325629,[],"","","",1,[3]
256,"spell_maximum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1054086238,[],"","","",1,[3]
257,"spell_maximum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1262581297,[],"","","",1,[3]
258,"spell_minimum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,141410287,[],"","","",1,[3]
259,"spell_maximum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-107685721,[],"","","",1,[3]
260,"main_hand_minimum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1062430861,[],"","","",1,[2]
261,"main_hand_maximum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-2055450762,[],"","","",1,[2]
262,"off_hand_minimum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1966768147,[],"","","",1,[2]
263,"off_hand_maximum_cold_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1779626436,[],"","","",1,[2]
264,"main_hand_minimum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,53125529,[],"","","",1,[2]
265,"main_hand_maximum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1001674155,[],"","","",1,[2]
266,"off_hand_minimum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1304763413,[],"","","",1,[2]
267,"off_hand_maximum_fire_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-735014439,[],"","","",1,[2]
268,"main_hand_minimum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1940363726,[],"","","",1,[2]
269,"main_hand_maximum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,2142296930,[],"","","",1,[2]
270,"off_hand_minimum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-861287725,[],"","","",1,[2]
271,"off_hand_maximum_lightning_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,765669314,[],"","","",1,[2]
272,"main_hand_minimum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,496430767,[],"","","",1,[2]
273,"main_hand_maximum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1947274215,[],"","","",1,[2]
274,"off_hand_minimum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1852498237,[],"","","",1,[2]
275,"off_hand_maximum_chaos_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,915878039,[],"","","",1,[2]
276,"main_hand_minimum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-706448396,[],"","","",1,[2]
277,"main_hand_maximum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,943921195,[],"","","",1,[2]
278,"off_hand_minimum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1275609429,[],"","","",1,[2]
279,"off_hand_maximum_physical_damage",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1939023650,[],"","","",1,[2]
280,"stun_recovery_+%",1,"","",1,"","Block and Stun Recovery +%","",1,-16843010,-16843010,-16843010,-16843010,1,2103675702,[],"","","",1,[0]
281,"evasion_rating",1,"","",3,"","Evasion Rating",1,1,-16843010,-16843010,-16843010,-16843010,1,535210313,[],"","","",1,[0]
282,"main_hand_reduce_enemy_block_%",1,"","",1,"","Main Hand Enemy Block Reduction","",1,-16843010,-16843010,-16843010,-16843010,1,1683480834,[],"","","",1,[2]
283,"off_hand_reduce_enemy_block_%",1,"","",1,"","Off Hand Enemy Block Reduction","",1,-16843010,-16843010,-16843010,-16843010,1,-1667875332,[],"","","",1,[2]
284,"main_hand_critical_strike_multiplier_+",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",956142053,[],"","","",1,[2]
285,"off_hand_critical_strike_multiplier_+",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1715461753,[],"","","",1,[2]
286,"self_critical_strike_multiplier_+%",1,"","",3,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1580882397,[],"","","",1,[0]
287,"main_hand_knockback",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1451264667,[],"","","","",[2]
288,"off_hand_knockback",1,"","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,1,-1724505415,[],"","","","",[2]
289,"main_hand_accuracy_rating",1,"","",3,"","Main Hand Accuracy Rating",1,1,-16843010,-16843010,-16843010,-16843010,1,-327856878,[],"","","",1,[35]
290,"off_hand_accuracy_rating",1,"","",3,"","Off Hand Accuracy Rating",1,1,-16843010,-16843010,-16843010,-16843010,1,23321753,[],"","","",1,[35]
291,"main_hand_attack_speed_+%",1,"","",1,"","Main Hand Attack Speed Increase",1,1,-16843010,-16843010,-16843010,-16843010,1,-386864366,[],"","","",1,[21]
292,"off_hand_attack_speed_+%",1,"","",1,"","Off Hand Attack Speed Increase",1,1,-16843010,-16843010,-16843010,-16843010,1,2080422905,[],"","","",1,[21]
293,"cast_speed_+%",1,"","",1,"","Cast Speed Increase",1,1,-16843010,-16843010,-16843010,-16843010,1,544976478,[],"","","",1,[23]
294,"spectre_maximum_life_+%",1,"","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1870919430,[],"","","",1,[33]
295,"zombie_maximum_life_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1700566105,[],"","","",1,[33]
296,"fire_elemental_maximum_life_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1818487076,[],"","","",1,[33]
297,"raven_maximum_life_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",206006679,[],"","","",1,[33]
298,"number_of_additional_arrows",1,"","",3,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1574944052,[],"","","",1,[32]
299,"arrow_speed_+%","","","",1,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,-1542997757,[],"","","",1,[32]
300,"main_hand_stun_threshold_reduction_+%",1,"","",1,"","Main Hand Stun Threshold Reduction","",1,-16843010,-16843010,-16843010,-16843010,1,1795450793,[],"","","",1,[2]
301,"off_hand_stun_threshold_reduction_+%",1,"","",1,"","Off Hand Stun Threshold Reduction","",1,-16843010,-16843010,-16843010,-16843010,1,587983988,[],"","","",1,[2]
302,"main_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"","Main Hand Life Leech from Physical Attacks","",1,-16843010,-16843010,-16843010,-16843010,1,-1169330903,[],"","","",1,[2]
303,"off_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"","Off Hand Life Leech from Physical Attacks","",1,-16843010,-16843010,-16843010,-16843010,1,536958852,[],"","","",1,[2]
304,"main_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"","Main Hand Mana Leech from Physical Attacks","",1,-16843010,-16843010,-16843010,-16843010,1,-1168975148,[],"","","",1,[2]
305,"off_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"","Off Hand Mana Leech from Physical Attacks","",1,-16843010,-16843010,-16843010,-16843010,1,1868263240,[],"","","",1,[2]
306,"cold_damage_resistance_%",1,"","",1,"","Cold Resistance",1,1,-16843010,-16843010,-16843010,-16843010,1,-1922804855,[],"","","",1,[0]
307,"fire_damage_resistance_%",1,"","",1,"","Fire Resistance",1,1,-16843010,-16843010,-16843010,-16843010,1,-649471663,[],"","","",1,[0]
308,"lightning_damage_resistance_%",1,"","",1,"","Lightning Resistance",1,1,-16843010,-16843010,-16843010,-16843010,1,-1246239143,[],"","","",1,[0]
309,"chaos_damage_resistance_%",1,"","",1,"","Chaos Resistance",1,1,-16843010,-16843010,-16843010,-16843010,1,204000834,[],"","","",1,[0]
310,"resist_all_elements_%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-1090121397,[],"","","",1,[0]
311,"trap_duration_+%",1,"","",1,"","Trap Duration increase","","",-16843010,-16843010,-16843010,-16843010,1,1253436669,[],14,"","",1,[]
312,"trap_trigger_radius_+%","","","",1,"","Trap Trigger Radius increase","","",-16843010,-16843010,-16843010,-16843010,1,-694834799,[],14,"","",1,[]
313,"trap_throwing_speed_+%",1,"","",1,"","Trap Throwing Speed increase",1,"",-16843010,-16843010,-16843010,-16843010,1,-527291494,[],14,"","",1,[]
314,"monster_response_time_ms",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,1,315145786,[],"","","",1,[]
